,AMTB US Equity
2023-03-22,36.114
2023-03-23,35.0434
2023-03-24,36.3579
2023-03-25,36.3579
2023-03-26,36.3579
2023-03-27,37.3123
2023-03-28,37.1203
2023-03-29,35.9253
2023-03-30,34.8799
2023-03-31,36.824
2023-04-01,36.824
2023-04-02,36.824
2023-04-03,38.0713
2023-04-04,35.5313
2023-04-05,34.9118
2023-04-06,34.4741
2023-04-07,34.4741
2023-04-08,34.4741
2023-04-09,34.4741
2023-04-10,36.6364
2023-04-11,33.7557
2023-04-12,33.1728
2023-04-13,34.0455
2023-04-14,33.3032
2023-04-15,33.3032
2023-04-16,33.3032
2023-04-17,34.4237
2023-04-18,32.6531
2023-04-19,34.0478
2023-04-20,33.9305
2023-04-21,32.0147
2023-04-22,32.0147
2023-04-23,32.0147
2023-04-24,33.1306
2023-04-25,32.2854
2023-04-26,32.7174
2023-04-27,33.9759
2023-04-28,34.4152
2023-04-29,34.4152
2023-04-30,34.4152
2023-05-01,33.6433
2023-05-02,28.9425
2023-05-03,31.2608
2023-05-04,31.047
2023-05-05,32.8064
2023-05-06,32.8064
2023-05-07,32.8064
2023-05-08,32.3905
2023-05-09,31.5401
2023-05-10,32.6281
2023-05-11,31.7733
2023-05-12,33.6565
2023-05-13,33.6565
2023-05-14,33.6565
2023-05-15,35.7835
2023-05-16,35.4056
2023-05-17,39.7764
2023-05-18,40.5372
2023-05-19,41.0808
2023-05-20,41.0808
2023-05-21,41.0808
2023-05-22,42.04
2023-05-23,43.3572
2023-05-24,43.1126
2023-05-25,42.7207
2023-05-26,44.1529
2023-05-27,44.1529
2023-05-28,44.1529
2023-05-29,44.1529
2023-05-30,43.5151
2023-05-31,40.4235
2023-06-01,41.3647
2023-06-02,48.0651
2023-06-03,48.0651
2023-06-04,48.0651
2023-06-05,44.7172
2023-06-06,50.0583
2023-06-07,53.178
2023-06-08,52.4924
2023-06-09,50.4727
2023-06-10,50.4727
2023-06-11,50.4727
2023-06-12,50.0187
2023-06-13,51.7792
2023-06-14,49.8214
2023-06-15,49.8571
2023-06-16,49.3492
2023-06-17,49.3492
2023-06-18,49.3492
2023-06-19,49.3492
2023-06-20,47.4559
2023-06-21,46.6524
2023-06-22,43.2898
2023-06-23,44.8226
2023-06-24,44.8226
2023-06-25,44.8226
2023-06-26,43.6659
2023-06-27,44.3672
2023-06-28,43.7704
2023-06-29,43.3017
2023-06-30,41.4018
2023-07-01,41.4018
2023-07-02,41.4018
2023-07-03,43.862
2023-07-04,43.862
2023-07-05,43.9055
2023-07-06,43.4182
2023-07-07,44.421
2023-07-08,44.421
2023-07-09,44.421
2023-07-10,45.2873
2023-07-11,46.0203
2023-07-12,48.475
2023-07-13,49.8476
2023-07-14,47.1666
2023-07-15,47.1666
2023-07-16,47.1666
2023-07-17,48.1715
2023-07-18,50.541
2023-07-19,53.5608
2023-07-20,54.5671
2023-07-21,51.0891
2023-07-22,51.0891
2023-07-23,51.0891
2023-07-24,53.906
2023-07-25,51.523
2023-07-26,53.9501
2023-07-27,53.3005
2023-07-28,52.8073
2023-07-29,52.8073
2023-07-30,52.8073
2023-07-31,52.1416
2023-08-01,52.9092
2023-08-02,53.4116
2023-08-03,54.4177
2023-08-04,53.8623
2023-08-05,53.8623
2023-08-06,53.8623
2023-08-07,55.5819
2023-08-08,55.147
2023-08-09,52.8193
2023-08-10,53.236
2023-08-11,52.8018
2023-08-12,52.8018
2023-08-13,52.8018
2023-08-14,51.8256
2023-08-15,49.058
2023-08-16,48.603
2023-08-17,50.5029
2023-08-18,50.9252
2023-08-19,50.9252
2023-08-20,50.9252
2023-08-21,48.8189
2023-08-22,46.7722
2023-08-23,46.3257
2023-08-24,46.7464
2023-08-25,45.5013
2023-08-26,45.5013
2023-08-27,45.5013
2023-08-28,45.9973
2023-08-29,48.5794
2023-08-30,47.5025
2023-08-31,47.1584
2023-09-01,51.0856
2023-09-02,51.0856
2023-09-03,51.0856
2023-09-04,51.0856
2023-09-05,49.9089
2023-09-06,49.9089
2023-09-07,50.0694
2023-09-08,50.9902
2023-09-09,50.9902
2023-09-10,50.9902
2023-09-11,52.1186
2023-09-12,52.0595
2023-09-13,49.4516
2023-09-14,52.0994
2023-09-15,49.3685
2023-09-16,49.3685
2023-09-17,49.3685
2023-09-18,44.1417
2023-09-19,44.7076
2023-09-20,44.382
2023-09-21,42.9489
2023-09-22,42.0428
2023-09-23,42.0428
2023-09-24,42.0428
2023-09-25,44.2335
2023-09-26,42.7477
2023-09-27,41.5739
2023-09-28,41.2584
2023-09-29,41.586
2023-09-30,41.586
2023-10-01,41.586
2023-10-02,41.6533
2023-10-03,41.9991
2023-10-04,42.2116
2023-10-05,48.4634
2023-10-06,48.3506
2023-10-07,48.3506
2023-10-08,48.3506
2023-10-09,50.8351
2023-10-10,51.1246
2023-10-11,51.8867
2023-10-12,49.5504
2023-10-13,47.7365
2023-10-14,47.7365
2023-10-15,47.7365
2023-10-16,51.1945
2023-10-17,53.9652
2023-10-18,51.2505
2023-10-19,50.3393
2023-10-20,42.3957
2023-10-21,42.3957
2023-10-22,42.3957
2023-10-23,42.5108
2023-10-24,41.819
2023-10-25,43.7142
2023-10-26,46.6362
2023-10-27,45.2801
2023-10-28,45.2801
2023-10-29,45.2801
2023-10-30,47.4077
2023-10-31,48.5227
2023-11-01,48.2205
2023-11-02,53.6005
2023-11-03,56.6628
2023-11-04,56.6628
2023-11-05,56.6628
2023-11-06,55.3326
2023-11-07,53.7657
2023-11-08,52.5848
2023-11-09,51.3669
2023-11-10,52.3189
2023-11-11,52.3189
2023-11-12,52.3189
2023-11-13,52.2657
2023-11-14,60.6613
2023-11-15,59.3839
2023-11-16,57.404
2023-11-17,59.7771
2023-11-18,59.7771
2023-11-19,59.7771
2023-11-20,59.0441
2023-11-21,58.2525
2023-11-22,59.2694
2023-11-23,59.2694
2023-11-24,59.0489
2023-11-25,59.0489
2023-11-26,59.0489
2023-11-27,58.9922
2023-11-28,57.0088
2023-11-29,59.4659
2023-11-30,56.3008
2023-12-01,60.7029
2023-12-02,60.7029
2023-12-03,60.7029
2023-12-04,61.8484
2023-12-05,60.6647
2023-12-06,59.2776
2023-12-07,62.7974
2023-12-08,63.8238
2023-12-09,63.8238
2023-12-10,63.8238
2023-12-11,64.5293
2023-12-12,63.4714
2023-12-13,68.3576
2023-12-14,68.6336
2023-12-15,66.8248
2023-12-16,66.8248
2023-12-17,66.8248
2023-12-18,64.8948
2023-12-19,66.1316
2023-12-20,65.4807
2023-12-21,65.0941
2023-12-22,65.8101
2023-12-23,65.8101
2023-12-24,65.8101
2023-12-25,65.8101
2023-12-26,67.9627
2023-12-27,67.2139
2023-12-28,66.6297
2023-12-29,62.3678
2023-12-30,62.3678
2023-12-31,62.3678
2024-01-01,62.3678
2024-01-02,63.3257
2024-01-03,60.258
2024-01-04,59.9988
2024-01-05,60.3517
2024-01-06,60.3517
2024-01-07,60.3517
2024-01-08,59.9686
2024-01-09,57.5398
2024-01-10,57.9315
2024-01-11,55.4447
2024-01-12,54.1653
2024-01-13,54.1653
2024-01-14,54.1653
2024-01-15,54.1653
2024-01-16,51.8863
2024-01-17,50.9227
2024-01-18,50.9227
2024-01-19,54.1573
2024-01-20,54.1573
2024-01-21,54.1573
2024-01-22,57.2754
2024-01-23,56.6461
2024-01-24,57.7662
2024-01-25,58.7121
2024-01-26,57.3826
2024-01-27,57.3826
2024-01-28,57.3826
2024-01-29,56.5002
2024-01-30,53.7229
2024-01-31,49.466
2024-02-01,48.0343
2024-02-02,47.3257
2024-02-03,47.3257
2024-02-04,47.3257
2024-02-05,45.8394
2024-02-06,46.0969
2024-02-07,46.4132
2024-02-08,47.7868
2024-02-09,50.4643
2024-02-10,50.4643
2024-02-11,50.4643
2024-02-12,52.0946
2024-02-13,45.587
2024-02-14,47.0331
2024-02-15,51.6419
2024-02-16,50.0394
2024-02-17,50.0394
2024-02-18,50.0394
2024-02-19,50.0394
2024-02-20,48.5648
2024-02-21,47.128
2024-02-22,46.1198
2024-02-23,47.1491
2024-02-24,47.1491
2024-02-25,47.1491
2024-02-26,46.1135
2024-02-27,45.3713
2024-02-28,44.1462
2024-02-29,44.9661
2024-03-01,44.0464
2024-03-02,44.0464
2024-03-03,44.0464
2024-03-04,42.533
2024-03-05,47.339
2024-03-06,48.3734
2024-03-07,49.5385
2024-03-08,50.6447
2024-03-09,50.6447
2024-03-10,50.6447
2024-03-11,49.6134
2024-03-12,48.7727
2024-03-13,49.6552
2024-03-14,48.0382
2024-03-15,49.3432
2024-03-16,49.3432
2024-03-17,49.3432
2024-03-18,47.1748
2024-03-19,46.8506
2024-03-20,51.21
2024-03-21,53.5394
2024-03-22,50.744
2024-03-23,50.744
2024-03-24,50.744
2024-03-25,50.8355
2024-03-26,49.4102
2024-03-27,54.3133
2024-03-28,55.1638
2024-03-29,55.1638
2024-03-30,55.1638
2024-03-31,55.1638
2024-04-01,52.6992
2024-04-02,50.4585
2024-04-03,50.323
2024-04-04,50.0449
2024-04-05,50.563
2024-04-06,50.563
2024-04-07,50.563
2024-04-08,53.21
