,TSC US Equity
2023-03-16,49.1062
2023-03-17,49.1062
2023-03-18,49.1062
2023-03-19,49.1062
2023-03-20,49.1062
2023-03-21,49.1062
2023-03-22,49.1062
2023-03-23,49.1062
2023-03-24,49.1062
2023-03-25,49.1062
2023-03-26,49.1062
2023-03-27,49.1062
2023-03-28,49.1062
2023-03-29,49.1062
2023-03-30,49.1062
2023-03-31,49.1062
2023-04-01,49.1062
2023-04-02,49.1062
2023-04-03,49.1062
2023-04-04,49.1062
2023-04-05,49.1062
2023-04-06,49.1062
2023-04-07,49.1062
2023-04-08,49.1062
2023-04-09,49.1062
2023-04-10,49.1062
2023-04-11,49.1062
2023-04-12,49.1062
2023-04-13,49.1062
2023-04-14,49.1062
2023-04-15,49.1062
2023-04-16,49.1062
2023-04-17,49.1062
2023-04-18,49.1062
2023-04-19,49.1062
2023-04-20,49.1062
2023-04-21,49.1062
2023-04-22,49.1062
2023-04-23,49.1062
2023-04-24,49.1062
2023-04-25,49.1062
2023-04-26,49.1062
2023-04-27,49.1062
2023-04-28,49.1062
2023-04-29,49.1062
2023-04-30,49.1062
2023-05-01,49.1062
2023-05-02,49.1062
2023-05-03,49.1062
2023-05-04,49.1062
2023-05-05,49.1062
2023-05-06,49.1062
2023-05-07,49.1062
2023-05-08,49.1062
2023-05-09,49.1062
2023-05-10,49.1062
2023-05-11,49.1062
2023-05-12,49.1062
2023-05-13,49.1062
2023-05-14,49.1062
2023-05-15,49.1062
2023-05-16,49.1062
2023-05-17,49.1062
2023-05-18,49.1062
2023-05-19,49.1062
2023-05-20,49.1062
2023-05-21,49.1062
2023-05-22,49.1062
2023-05-23,49.1062
2023-05-24,49.1062
2023-05-25,49.1062
2023-05-26,49.1062
2023-05-27,49.1062
2023-05-28,49.1062
2023-05-29,49.1062
2023-05-30,49.1062
2023-05-31,49.1062
2023-06-01,49.1062
2023-06-02,49.1062
2023-06-03,49.1062
2023-06-04,49.1062
2023-06-05,49.1062
2023-06-06,49.1062
2023-06-07,49.1062
2023-06-08,49.1062
2023-06-09,49.1062
2023-06-10,49.1062
2023-06-11,49.1062
2023-06-12,49.1062
2023-06-13,49.1062
2023-06-14,49.1062
2023-06-15,49.1062
2023-06-16,49.1062
2023-06-17,49.1062
2023-06-18,49.1062
2023-06-19,49.1062
2023-06-20,49.1062
2023-06-21,49.1062
2023-06-22,49.1062
2023-06-23,49.1062
2023-06-24,49.1062
2023-06-25,49.1062
2023-06-26,49.1062
2023-06-27,49.1062
2023-06-28,49.1062
2023-06-29,49.1062
2023-06-30,49.1062
2023-07-01,49.1062
2023-07-02,49.1062
2023-07-03,49.1062
2023-07-04,49.1062
2023-07-05,49.1062
2023-07-06,49.1062
2023-07-07,49.1062
2023-07-08,49.1062
2023-07-09,49.1062
2023-07-10,49.1062
2023-07-11,49.1062
2023-07-12,49.1062
2023-07-13,49.1062
2023-07-14,49.1062
2023-07-15,49.1062
2023-07-16,49.1062
2023-07-17,49.1062
2023-07-18,49.1062
2023-07-19,49.1062
2023-07-20,49.1062
2023-07-21,49.1062
2023-07-22,49.1062
2023-07-23,49.1062
2023-07-24,49.1062
2023-07-25,49.1062
2023-07-26,49.1062
2023-07-27,49.1062
2023-07-28,49.1062
2023-07-29,49.1062
2023-07-30,49.1062
2023-07-31,49.1062
2023-08-01,49.1062
2023-08-02,49.1062
2023-08-03,49.1062
2023-08-04,49.1062
2023-08-05,49.1062
2023-08-06,49.1062
2023-08-07,49.1062
2023-08-08,49.1062
2023-08-09,49.1062
2023-08-10,49.1062
2023-08-11,49.1062
2023-08-12,49.1062
2023-08-13,49.1062
2023-08-14,49.1062
2023-08-15,49.1062
2023-08-16,49.1062
2023-08-17,49.1062
2023-08-18,49.1062
2023-08-19,49.1062
2023-08-20,49.1062
2023-08-21,49.1062
2023-08-22,49.1062
2023-08-23,49.1062
2023-08-24,49.1062
2023-08-25,49.1062
2023-08-26,49.1062
2023-08-27,49.1062
2023-08-28,49.1062
2023-08-29,49.1062
2023-08-30,49.1062
2023-08-31,49.1062
2023-09-01,49.1062
2023-09-02,49.1062
2023-09-03,49.1062
2023-09-04,49.1062
2023-09-05,49.1062
2023-09-06,49.1062
2023-09-07,49.1062
2023-09-08,49.1062
2023-09-09,49.1062
2023-09-10,49.1062
2023-09-11,49.1062
2023-09-12,49.1062
2023-09-13,49.1062
2023-09-14,49.1062
2023-09-15,49.1062
2023-09-16,49.1062
2023-09-17,49.1062
2023-09-18,49.1062
2023-09-19,49.1062
2023-09-20,49.1062
2023-09-21,49.1062
2023-09-22,49.1062
2023-09-23,49.1062
2023-09-24,49.1062
2023-09-25,49.1062
2023-09-26,49.1062
2023-09-27,49.1062
2023-09-28,49.1062
2023-09-29,49.1062
2023-09-30,49.1062
2023-10-01,49.1062
2023-10-02,49.1062
2023-10-03,49.1062
2023-10-04,49.1062
2023-10-05,49.1062
2023-10-06,49.1062
2023-10-07,49.1062
2023-10-08,49.1062
2023-10-09,49.1062
2023-10-10,49.1062
2023-10-11,49.1062
2023-10-12,49.1062
2023-10-13,49.1062
2023-10-14,49.1062
2023-10-15,49.1062
2023-10-16,49.1062
2023-10-17,49.1062
2023-10-18,49.1062
2023-10-19,49.1062
2023-10-20,49.1062
2023-10-21,49.1062
2023-10-22,49.1062
2023-10-23,49.1062
2023-10-24,49.1062
2023-10-25,49.1062
2023-10-26,49.1062
2023-10-27,49.1062
2023-10-28,49.1062
2023-10-29,49.1062
2023-10-30,49.1062
2023-10-31,49.1062
2023-11-01,49.1062
2023-11-02,49.1062
2023-11-03,49.1062
2023-11-04,49.1062
2023-11-05,49.1062
2023-11-06,49.1062
2023-11-07,49.1062
2023-11-08,49.1062
2023-11-09,49.1062
2023-11-10,49.1062
2023-11-11,49.1062
2023-11-12,49.1062
2023-11-13,49.1062
2023-11-14,49.1062
2023-11-15,49.1062
2023-11-16,49.1062
2023-11-17,49.1062
2023-11-18,49.1062
2023-11-19,49.1062
2023-11-20,49.1062
2023-11-21,49.1062
2023-11-22,49.1062
2023-11-23,49.1062
2023-11-24,49.1062
2023-11-25,49.1062
2023-11-26,49.1062
2023-11-27,49.1062
2023-11-28,49.1062
2023-11-29,49.1062
2023-11-30,49.1062
2023-12-01,49.1062
2023-12-02,49.1062
2023-12-03,49.1062
2023-12-04,49.1062
2023-12-05,49.1062
2023-12-06,49.1062
2023-12-07,49.1062
2023-12-08,49.1062
2023-12-09,49.1062
2023-12-10,49.1062
2023-12-11,49.1062
2023-12-12,49.1062
2023-12-13,49.1062
2023-12-14,49.1062
2023-12-15,49.1062
2023-12-16,49.1062
2023-12-17,49.1062
2023-12-18,49.1062
2023-12-19,49.1062
2023-12-20,49.1062
2023-12-21,49.1062
2023-12-22,49.1062
2023-12-23,49.1062
2023-12-24,49.1062
2023-12-25,49.1062
2023-12-26,49.1062
2023-12-27,49.1062
2023-12-28,49.1062
2023-12-29,49.1062
2023-12-30,49.1062
2023-12-31,49.1062
2024-01-01,49.1062
2024-01-02,49.1062
2024-01-03,49.1062
2024-01-04,49.1062
2024-01-05,49.1062
2024-01-06,49.1062
2024-01-07,49.1062
2024-01-08,49.1062
2024-01-09,49.1062
2024-01-10,49.1062
2024-01-11,49.1062
2024-01-12,49.1062
2024-01-13,49.1062
2024-01-14,49.1062
2024-01-15,49.1062
2024-01-16,49.1062
2024-01-17,49.1062
2024-01-18,49.1062
2024-01-19,49.1062
2024-01-20,49.1062
2024-01-21,49.1062
2024-01-22,49.1062
2024-01-23,49.1062
2024-01-24,49.1062
2024-01-25,49.1062
2024-01-26,49.1062
2024-01-27,49.1062
2024-01-28,49.1062
2024-01-29,49.1062
2024-01-30,49.1062
2024-01-31,49.1062
2024-02-01,49.1062
2024-02-02,49.1062
2024-02-03,49.1062
2024-02-04,49.1062
2024-02-05,49.1062
2024-02-06,49.1062
2024-02-07,49.1062
2024-02-08,49.1062
2024-02-09,49.1062
2024-02-10,49.1062
2024-02-11,49.1062
2024-02-12,49.1062
2024-02-13,49.1062
2024-02-14,49.1062
2024-02-15,49.1062
2024-02-16,49.1062
2024-02-17,49.1062
2024-02-18,49.1062
2024-02-19,49.1062
2024-02-20,49.1062
2024-02-21,49.1062
2024-02-22,49.1062
2024-02-23,49.1062
2024-02-24,49.1062
2024-02-25,49.1062
2024-02-26,49.1062
2024-02-27,49.1062
2024-02-28,49.1062
2024-02-29,49.1062
2024-03-01,49.1062
2024-03-02,49.1062
2024-03-03,49.1062
2024-03-04,49.1062
2024-03-05,49.1062
2024-03-06,49.1062
2024-03-07,49.1062
2024-03-08,49.1062
2024-03-09,49.1062
2024-03-10,49.1062
2024-03-11,49.1062
2024-03-12,49.1062
2024-03-13,49.1062
2024-03-14,49.1062
2024-03-15,49.1062
2024-03-16,49.1062
2024-03-17,49.1062
2024-03-18,49.1062
2024-03-19,49.1062
2024-03-20,49.1062
2024-03-21,49.1062
2024-03-22,49.1062
2024-03-23,49.1062
2024-03-24,49.1062
2024-03-25,49.1062
2024-03-26,49.1062
2024-03-27,49.1062
2024-03-28,49.1062
2024-03-29,49.1062
2024-03-30,49.1062
2024-03-31,49.1062
2024-04-01,49.1062
2024-04-02,49.1062
2024-04-03,49.1062
2024-04-04,49.1062
2024-04-05,49.1062
2024-04-06,49.1062
2024-04-07,49.1062
2024-04-08,49.1062
