,SRCE US Equity
2023-03-20,38.208
2023-03-21,42.7669
2023-03-22,37.935
2023-03-23,36.858
2023-03-24,40.7783
2023-03-25,40.7783
2023-03-26,40.7783
2023-03-27,41.2829
2023-03-28,39.4701
2023-03-29,38.7065
2023-03-30,37.2667
2023-03-31,38.0989
2023-04-01,38.0989
2023-04-02,38.0989
2023-04-03,38.4774
2023-04-04,38.1618
2023-04-05,38.3157
2023-04-06,39.1
2023-04-07,39.1
2023-04-08,39.1
2023-04-09,39.1
2023-04-10,41.4712
2023-04-11,40.4967
2023-04-12,39.9063
2023-04-13,41.3901
2023-04-14,40.1888
2023-04-15,40.1888
2023-04-16,40.1888
2023-04-17,40.6425
2023-04-18,38.4652
2023-04-19,42.1475
2023-04-20,41.6584
2023-04-21,42.2258
2023-04-22,42.2258
2023-04-23,42.2258
2023-04-24,43.4275
2023-04-25,40.4074
2023-04-26,38.6586
2023-04-27,38.5754
2023-04-28,38.3193
2023-04-29,38.3193
2023-04-30,38.3193
2023-05-01,37.9691
2023-05-02,36.1732
2023-05-03,36.7626
2023-05-04,36.1794
2023-05-05,43.9772
2023-05-06,43.9772
2023-05-07,43.9772
2023-05-08,41.2667
2023-05-09,40.8075
2023-05-10,41.7651
2023-05-11,41.6721
2023-05-12,41.6721
2023-05-13,41.6721
2023-05-14,41.6721
2023-05-15,41.9487
2023-05-16,41.9487
2023-05-17,49.0301
2023-05-18,45.6133
2023-05-19,43.6293
2023-05-20,43.6293
2023-05-21,43.6293
2023-05-22,45.3971
2023-05-23,48.5912
2023-05-24,48.0508
2023-05-25,45.8169
2023-05-26,47.2146
2023-05-27,47.2146
2023-05-28,47.2146
2023-05-29,47.2146
2023-05-30,46.2327
2023-05-31,43.4972
2023-06-01,45.6002
2023-06-02,52.128
2023-06-03,52.128
2023-06-04,52.128
2023-06-05,48.8911
2023-06-06,54.2114
2023-06-07,57.6931
2023-06-08,55.8924
2023-06-09,54.1002
2023-06-10,54.1002
2023-06-11,54.1002
2023-06-12,53.6497
2023-06-13,55.4534
2023-06-14,53.4174
2023-06-15,54.276
2023-06-16,52.3478
2023-06-17,52.3478
2023-06-18,52.3478
2023-06-19,52.3478
2023-06-20,49.9713
2023-06-21,48.4007
2023-06-22,47.2683
2023-06-23,45.3853
2023-06-24,45.3853
2023-06-25,45.3853
2023-06-26,46.1025
2023-06-27,46.3611
2023-06-28,46.0288
2023-06-29,47.1073
2023-06-30,45.7114
2023-07-01,45.7114
2023-07-02,45.7114
2023-07-03,48.2961
2023-07-04,48.2961
2023-07-05,46.6907
2023-07-06,45.5065
2023-07-07,47.0929
2023-07-08,47.0929
2023-07-09,47.0929
2023-07-10,47.1923
2023-07-11,47.3203
2023-07-12,48.6338
2023-07-13,49.6774
2023-07-14,48.9003
2023-07-15,48.9003
2023-07-16,48.9003
2023-07-17,50.2
2023-07-18,53.2043
2023-07-19,54.2801
2023-07-20,55.3421
2023-07-21,54.5162
2023-07-22,54.5162
2023-07-23,54.5162
2023-07-24,54.781
2023-07-25,56.3119
2023-07-26,60.0101
2023-07-27,57.9386
2023-07-28,58.3054
2023-07-29,58.3054
2023-07-30,58.3054
2023-07-31,58.0572
2023-08-01,58.4006
2023-08-02,60.5821
2023-08-03,61.0137
2023-08-04,61.8351
2023-08-05,61.8351
2023-08-06,61.8351
2023-08-07,62.899
2023-08-08,61.0674
2023-08-09,59.1818
2023-08-10,58.0028
2023-08-11,57.9005
2023-08-12,57.9005
2023-08-13,57.9005
2023-08-14,54.8015
2023-08-15,51.4332
2023-08-16,49.0786
2023-08-17,49.7665
2023-08-18,49.364
2023-08-19,49.364
2023-08-20,49.364
2023-08-21,47.9599
2023-08-22,44.6361
2023-08-23,45.8569
2023-08-24,48.5647
2023-08-25,47.7684
2023-08-26,47.7684
2023-08-27,47.7684
2023-08-28,49.5392
2023-08-29,49.1086
2023-08-30,47.4586
2023-08-31,49.4285
2023-09-01,52.7815
2023-09-02,52.7815
2023-09-03,52.7815
2023-09-04,52.7815
2023-09-05,50.1511
2023-09-06,48.0027
2023-09-07,47.7616
2023-09-08,48.4168
2023-09-09,48.4168
2023-09-10,48.4168
2023-09-11,46.9492
2023-09-12,47.2612
2023-09-13,45.2777
2023-09-14,47.1269
2023-09-15,46.2625
2023-09-16,46.2625
2023-09-17,46.2625
2023-09-18,43.5943
2023-09-19,43.4129
2023-09-20,42.7301
2023-09-21,42.4907
2023-09-22,41.3202
2023-09-23,41.3202
2023-09-24,41.3202
2023-09-25,43.0894
2023-09-26,41.0108
2023-09-27,40.4416
2023-09-28,42.0674
2023-09-29,44.2989
2023-09-30,44.2989
2023-10-01,44.2989
2023-10-02,44.3352
2023-10-03,43.3115
2023-10-04,44.634
2023-10-05,47.0089
2023-10-06,46.5954
2023-10-07,46.5954
2023-10-08,46.5954
2023-10-09,46.0474
2023-10-10,46.3546
2023-10-11,47.2095
2023-10-12,46.8932
2023-10-13,44.0126
2023-10-14,44.0126
2023-10-15,44.0126
2023-10-16,46.7969
2023-10-17,49.7513
2023-10-18,47.9273
2023-10-19,47.6884
2023-10-20,51.6421
2023-10-21,51.6421
2023-10-22,51.6421
2023-10-23,53.603
2023-10-24,51.7925
2023-10-25,51.0786
2023-10-26,54.8452
2023-10-27,52.9353
2023-10-28,52.9353
2023-10-29,52.9353
2023-10-30,55.7051
2023-10-31,56.6798
2023-11-01,56.1535
2023-11-02,58.8367
2023-11-03,61.5712
2023-11-04,61.5712
2023-11-05,61.5712
2023-11-06,63.3984
2023-11-07,61.0207
2023-11-08,58.7416
2023-11-09,58.4824
2023-11-10,59.435
2023-11-11,59.435
2023-11-12,59.435
2023-11-13,60.1961
2023-11-14,66.2497
2023-11-15,66.5054
2023-11-16,63.887
2023-11-17,64.0592
2023-11-18,64.0592
2023-11-19,64.0592
2023-11-20,63.2788
2023-11-21,59.8471
2023-11-22,59.5534
2023-11-23,59.5534
2023-11-24,59.9851
2023-11-25,59.9851
2023-11-26,59.9851
2023-11-27,58.5032
2023-11-28,57.5602
2023-11-29,59.6589
2023-11-30,58.5831
2023-12-01,62.6851
2023-12-02,62.6851
2023-12-03,62.6851
2023-12-04,64.7016
2023-12-05,62.0256
2023-12-06,60.4235
2023-12-07,62.4745
2023-12-08,63.1117
2023-12-09,63.1117
2023-12-10,63.1117
2023-12-11,63.8346
2023-12-12,62.6794
2023-12-13,67.8893
2023-12-14,69.058
2023-12-15,67.4156
2023-12-16,67.4156
2023-12-17,67.4156
2023-12-18,68.1459
2023-12-19,70.059
2023-12-20,66.6858
2023-12-21,67.6321
2023-12-22,67.8941
2023-12-23,67.8941
2023-12-24,67.8941
2023-12-25,67.8941
2023-12-26,69.0686
2023-12-27,68.6863
2023-12-28,68.647
2023-12-29,65.7664
2023-12-30,65.7664
2023-12-31,65.7664
2024-01-01,65.7664
2024-01-02,64.1851
2024-01-03,57.5093
2024-01-04,57.5326
2024-01-05,57.7723
2024-01-06,57.7723
2024-01-07,57.7723
2024-01-08,57.9442
2024-01-09,56.3841
2024-01-10,56.4105
2024-01-11,55.3027
2024-01-12,54.4046
2024-01-13,54.4046
2024-01-14,54.4046
2024-01-15,54.4046
2024-01-16,49.6565
2024-01-17,51.4626
2024-01-18,51.0896
2024-01-19,57.5371
2024-01-20,57.5371
2024-01-21,57.5371
2024-01-22,60.445
2024-01-23,56.4747
2024-01-24,57.7339
2024-01-25,57.1043
2024-01-26,57.5828
2024-01-27,57.5828
2024-01-28,57.5828
2024-01-29,58.8493
2024-01-30,59.8243
2024-01-31,52.5886
2024-02-01,51.6982
2024-02-02,50.1887
2024-02-03,50.1887
2024-02-04,50.1887
2024-02-05,47.5397
2024-02-06,47.2984
2024-02-07,46.5647
2024-02-08,47.6017
2024-02-09,50.5529
2024-02-10,50.5529
2024-02-11,50.5529
2024-02-12,52.6833
2024-02-13,46.2134
2024-02-14,48.162
2024-02-15,52.4273
2024-02-16,50.0385
2024-02-17,50.0385
2024-02-18,50.0385
2024-02-19,50.0385
2024-02-20,49.164
2024-02-21,48.9428
2024-02-22,48.3354
2024-02-23,47.5886
2024-02-24,47.5886
2024-02-25,47.5886
2024-02-26,47.6394
2024-02-27,46.9115
2024-02-28,45.905
2024-02-29,48.0243
2024-03-01,45.305
2024-03-02,45.305
2024-03-03,45.305
2024-03-04,51.6689
2024-03-05,52.6442
2024-03-06,52.4981
2024-03-07,52.9707
2024-03-08,52.0022
2024-03-09,52.0022
2024-03-10,52.0022
2024-03-11,52.7547
2024-03-12,51.0972
2024-03-13,50.2299
2024-03-14,46.843
2024-03-15,47.7028
2024-03-16,47.7028
2024-03-17,47.7028
2024-03-18,45.3132
2024-03-19,45.4491
2024-03-20,50.6739
2024-03-21,50.6976
2024-03-22,49.3239
2024-03-23,49.3239
2024-03-24,49.3239
2024-03-25,48.1902
2024-03-26,49.3434
2024-03-27,52.7973
2024-03-28,54.5028
2024-03-29,54.5028
2024-03-30,54.5028
2024-03-31,54.5028
2024-04-01,51.9967
2024-04-02,49.0449
2024-04-03,48.6303
2024-04-04,49.5854
2024-04-05,49.3906
2024-04-06,49.3906
2024-04-07,49.3906
2024-04-08,50.7667
