,FLIC US Equity
2023-03-19,33.2298
2023-03-20,32.1162
2023-03-21,36.7638
2023-03-22,33.619
2023-03-23,32.5891
2023-03-24,33.9292
2023-03-25,33.9292
2023-03-26,33.9292
2023-03-27,33.2874
2023-03-28,33.1146
2023-03-29,32.9818
2023-03-30,31.4173
2023-03-31,33.3258
2023-04-01,33.3258
2023-04-02,33.3258
2023-04-03,34.7567
2023-04-04,32.2506
2023-04-05,31.2113
2023-04-06,30.7198
2023-04-07,30.7198
2023-04-08,30.7198
2023-04-09,30.7198
2023-04-10,30.9074
2023-04-11,30.7781
2023-04-12,30.126
2023-04-13,29.9945
2023-04-14,28.5345
2023-04-15,28.5345
2023-04-16,28.5345
2023-04-17,32.2472
2023-04-18,31.7401
2023-04-19,34.2677
2023-04-20,33.7701
2023-04-21,33.5684
2023-04-22,33.5684
2023-04-23,33.5684
2023-04-24,33.3623
2023-04-25,31.2299
2023-04-26,31.7546
2023-04-27,32.1828
2023-04-28,29.7675
2023-04-29,29.7675
2023-04-30,29.7675
2023-05-01,26.5518
2023-05-02,23.0797
2023-05-03,23.05
2023-05-04,22.052
2023-05-05,29.9012
2023-05-06,29.9012
2023-05-07,29.9012
2023-05-08,29.6109
2023-05-09,28.7798
2023-05-10,28.4211
2023-05-11,28.6052
2023-05-12,28.3039
2023-05-13,28.3039
2023-05-14,28.3039
2023-05-15,30.2975
2023-05-16,30.0098
2023-05-17,36.0258
2023-05-18,37.5184
2023-05-19,36.7304
2023-05-20,36.7304
2023-05-21,36.7304
2023-05-22,38.1581
2023-05-23,40.4477
2023-05-24,39.741
2023-05-25,38.6659
2023-05-26,39.4287
2023-05-27,39.4287
2023-05-28,39.4287
2023-05-29,39.4287
2023-05-30,38.3327
2023-05-31,35.6185
2023-06-01,38.0171
2023-06-02,43.322
2023-06-03,43.322
2023-06-04,43.322
2023-06-05,41.5892
2023-06-06,46.6902
2023-06-07,50.9975
2023-06-08,50.1819
2023-06-09,49.4803
2023-06-10,49.4803
2023-06-11,49.4803
2023-06-12,49.7829
2023-06-13,51.4091
2023-06-14,49.9225
2023-06-15,52.0157
2023-06-16,52.6591
2023-06-17,52.6591
2023-06-18,52.6591
2023-06-19,52.6591
2023-06-20,51.9387
2023-06-21,52.3677
2023-06-22,51.9565
2023-06-23,52.7874
2023-06-24,52.7874
2023-06-25,52.7874
2023-06-26,50.6943
2023-06-27,50.2137
2023-06-28,48.7786
2023-06-29,49.2785
2023-06-30,48.6471
2023-07-01,48.6471
2023-07-02,48.6471
2023-07-03,50.045
2023-07-04,50.045
2023-07-05,49.6769
2023-07-06,48.6404
2023-07-07,50.8383
2023-07-08,50.8383
2023-07-09,50.8383
2023-07-10,51.0624
2023-07-11,51.1406
2023-07-12,50.8884
2023-07-13,51.3844
2023-07-14,51.3844
2023-07-15,51.3844
2023-07-16,51.3844
2023-07-17,53.0747
2023-07-18,55.2478
2023-07-19,57.7939
2023-07-20,56.522
2023-07-21,56.598
2023-07-22,56.598
2023-07-23,56.598
2023-07-24,59.7972
2023-07-25,59.0805
2023-07-26,61.8509
2023-07-27,60.4063
2023-07-28,63.1417
2023-07-29,63.1417
2023-07-30,63.1417
2023-07-31,63.2029
2023-08-01,61.6163
2023-08-02,60.1583
2023-08-03,61.6986
2023-08-04,61.3784
2023-08-05,61.3784
2023-08-06,61.3784
2023-08-07,63.898
2023-08-08,63.1333
2023-08-09,60.4599
2023-08-10,60.8713
2023-08-11,61.7629
2023-08-12,61.7629
2023-08-13,61.7629
2023-08-14,58.8802
2023-08-15,54.858
2023-08-16,54.2965
2023-08-17,55.1668
2023-08-18,53.444
2023-08-19,53.444
2023-08-20,53.444
2023-08-21,53.6106
2023-08-22,50.438
2023-08-23,49.8102
2023-08-24,50.3581
2023-08-25,49.3367
2023-08-26,49.3367
2023-08-27,49.3367
2023-08-28,51.0185
2023-08-29,51.4813
2023-08-30,50.7863
2023-08-31,51.1759
2023-09-01,54.4408
2023-09-02,54.4408
2023-09-03,54.4408
2023-09-04,54.4408
2023-09-05,50.8245
2023-09-06,47.7271
2023-09-07,46.6037
2023-09-08,47.392
2023-09-09,47.392
2023-09-10,47.392
2023-09-11,45.4818
2023-09-12,46.0948
2023-09-13,45.0469
2023-09-14,46.3095
2023-09-15,43.3875
2023-09-16,43.3875
2023-09-17,43.3875
2023-09-18,40.9503
2023-09-19,40.6456
2023-09-20,40.335
2023-09-21,39.2493
2023-09-22,37.8927
2023-09-23,37.8927
2023-09-24,37.8927
2023-09-25,39.4562
2023-09-26,38.7574
2023-09-27,39.1292
2023-09-28,39.0474
2023-09-29,39.0474
2023-09-30,39.0474
2023-10-01,39.0474
2023-10-02,38.1104
2023-10-03,35.6939
2023-10-04,36.113
2023-10-05,39.6396
2023-10-06,38.4571
2023-10-07,38.4571
2023-10-08,38.4571
2023-10-09,40.8058
2023-10-10,41.0691
2023-10-11,40.6946
2023-10-12,38.1734
2023-10-13,35.193
2023-10-14,35.193
2023-10-15,35.193
2023-10-16,38.1627
2023-10-17,37.5956
2023-10-18,36.014
2023-10-19,36.014
2023-10-20,34.0952
2023-10-21,34.0952
2023-10-22,34.0952
2023-10-23,34.3845
2023-10-24,33.3986
2023-10-25,35.0292
2023-10-26,38.9642
2023-10-27,39.9055
2023-10-28,39.9055
2023-10-29,39.9055
2023-10-30,40.8492
2023-10-31,41.7947
2023-11-01,41.0195
2023-11-02,47.3352
2023-11-03,51.9159
2023-11-04,51.9159
2023-11-05,51.9159
2023-11-06,49.9308
2023-11-07,48.9125
2023-11-08,47.5092
2023-11-09,45.3005
2023-11-10,45.5283
2023-11-11,45.5283
2023-11-12,45.5283
2023-11-13,45.5283
2023-11-14,52.6963
2023-11-15,53.0721
2023-11-16,53.0721
2023-11-17,54.8936
2023-11-18,54.8936
2023-11-19,54.8936
2023-11-20,52.9899
2023-11-21,49.7361
2023-11-22,49.5331
2023-11-23,49.5331
2023-11-24,50.8811
2023-11-25,50.8811
2023-11-26,50.8811
2023-11-27,50.3461
2023-11-28,49.1693
2023-11-29,50.1554
2023-11-30,49.712
2023-12-01,55.147
2023-12-02,55.147
2023-12-03,55.147
2023-12-04,56.8755
2023-12-05,54.366
2023-12-06,54.0297
2023-12-07,57.4764
2023-12-08,57.8208
2023-12-09,57.8208
2023-12-10,57.8208
2023-12-11,58.1712
2023-12-12,57.4308
2023-12-13,63.5841
2023-12-14,64.814
2023-12-15,62.7436
2023-12-16,62.7436
2023-12-17,62.7436
2023-12-18,61.7828
2023-12-19,64.7815
2023-12-20,64.9139
2023-12-21,66.2279
2023-12-22,66.9951
2023-12-23,66.9951
2023-12-24,66.9951
2023-12-25,66.9951
2023-12-26,67.3152
2023-12-27,65.2215
2023-12-28,65.9071
2023-12-29,62.5396
2023-12-30,62.5396
2023-12-31,62.5396
2024-01-01,62.5396
2024-01-02,61.6621
2024-01-03,57.8253
2024-01-04,58.7383
2024-01-05,58.5595
2024-01-06,58.5595
2024-01-07,58.5595
2024-01-08,59.0326
2024-01-09,55.9111
2024-01-10,56.4607
2024-01-11,54.6974
2024-01-12,53.3192
2024-01-13,53.3192
2024-01-14,53.3192
2024-01-15,53.3192
2024-01-16,51.5284
2024-01-17,51.5284
2024-01-18,50.3963
2024-01-19,52.1369
2024-01-20,52.1369
2024-01-21,52.1369
2024-01-22,57.013
2024-01-23,55.9516
2024-01-24,55.4767
2024-01-25,55.8642
2024-01-26,56.6449
2024-01-27,56.6449
2024-01-28,56.6449
2024-01-29,53.3502
2024-01-30,51.1831
2024-01-31,46.644
2024-02-01,49.0856
2024-02-02,47.7108
2024-02-03,47.7108
2024-02-04,47.7108
2024-02-05,44.7474
2024-02-06,41.8877
2024-02-07,40.5474
2024-02-08,39.5463
2024-02-09,41.5001
2024-02-10,41.5001
2024-02-11,41.5001
2024-02-12,43.8202
2024-02-13,39.4987
2024-02-14,40.1529
2024-02-15,45.3489
2024-02-16,44.0683
2024-02-17,44.0683
2024-02-18,44.0683
2024-02-19,44.0683
2024-02-20,43.2641
2024-02-21,42.5
2024-02-22,40.8576
2024-02-23,42.9316
2024-02-24,42.9316
2024-02-25,42.9316
2024-02-26,42.0918
2024-02-27,42.4096
2024-02-28,42.3295
2024-02-29,43.2172
2024-03-01,41.013
2024-03-02,41.013
2024-03-03,41.013
2024-03-04,39.9209
2024-03-05,43.4797
2024-03-06,43.3138
2024-03-07,42.6407
2024-03-08,42.9844
2024-03-09,42.9844
2024-03-10,42.9844
2024-03-11,47.6375
2024-03-12,46.071
2024-03-13,45.4345
2024-03-14,41.9253
2024-03-15,44.4167
2024-03-16,44.4167
2024-03-17,44.4167
2024-03-18,43.1673
2024-03-19,42.5076
2024-03-20,45.6238
2024-03-21,47.0569
2024-03-22,45.208
2024-03-23,45.208
2024-03-24,45.208
2024-03-25,44.4341
2024-03-26,42.51
2024-03-27,47.4249
2024-03-28,48.9305
2024-03-29,48.9305
2024-03-30,48.9305
2024-03-31,48.9305
2024-04-01,46.0327
2024-04-02,44.9791
2024-04-03,44.6538
2024-04-04,45.4698
2024-04-05,44.7028
2024-04-06,44.7028
2024-04-07,44.7028
2024-04-08,46.6676
