,MSEX US Equity
2023-03-20,42.6601
2023-03-21,40.8907
2023-03-22,39.648
2023-03-23,40.6266
2023-03-24,45.7188
2023-03-25,45.7188
2023-03-26,45.7188
2023-03-27,43.9872
2023-03-28,45.7019
2023-03-29,46.3002
2023-03-30,46.4288
2023-03-31,47.1003
2023-04-01,47.1003
2023-04-02,47.1003
2023-04-03,47.5646
2023-04-04,48.3188
2023-04-05,49.4716
2023-04-06,51.7315
2023-04-07,51.7315
2023-04-08,51.7315
2023-04-09,51.7315
2023-04-10,50.3828
2023-04-11,52.2891
2023-04-12,50.5479
2023-04-13,50.9379
2023-04-14,48.3103
2023-04-15,48.3103
2023-04-16,48.3103
2023-04-17,48.1017
2023-04-18,45.7894
2023-04-19,47.6147
2023-04-20,47.5023
2023-04-21,48.5615
2023-04-22,48.5615
2023-04-23,48.5615
2023-04-24,47.7009
2023-04-25,46.0776
2023-04-26,42.5471
2023-04-27,41.122
2023-04-28,39.6396
2023-04-29,39.6396
2023-04-30,39.6396
2023-05-01,39.1177
2023-05-02,35.1633
2023-05-03,39.5053
2023-05-04,41.1113
2023-05-05,43.6717
2023-05-06,43.6717
2023-05-07,43.6717
2023-05-08,43.9518
2023-05-09,44.2387
2023-05-10,44.4592
2023-05-11,42.582
2023-05-12,43.9139
2023-05-13,43.9139
2023-05-14,43.9139
2023-05-15,45.2466
2023-05-16,43.5577
2023-05-17,47.0962
2023-05-18,49.526
2023-05-19,47.7762
2023-05-20,47.7762
2023-05-21,47.7762
2023-05-22,50.4518
2023-05-23,51.2242
2023-05-24,52.2918
2023-05-25,51.0508
2023-05-26,53.7274
2023-05-27,53.7274
2023-05-28,53.7274
2023-05-29,53.7274
2023-05-30,55.2435
2023-05-31,56.9982
2023-06-01,54.0797
2023-06-02,57.8793
2023-06-03,57.8793
2023-06-04,57.8793
2023-06-05,56.4688
2023-06-06,57.7294
2023-06-07,58.9342
2023-06-08,59.1372
2023-06-09,59.1372
2023-06-10,59.1372
2023-06-11,59.1372
2023-06-12,55.9737
2023-06-13,55.2761
2023-06-14,53.9735
2023-06-15,55.8885
2023-06-16,56.2649
2023-06-17,56.2649
2023-06-18,56.2649
2023-06-19,56.2649
2023-06-20,56.7641
2023-06-21,54.566
2023-06-22,54.9086
2023-06-23,48.6169
2023-06-24,48.6169
2023-06-25,48.6169
2023-06-26,50.2956
2023-06-27,51.4937
2023-06-28,50.0806
2023-06-29,51.8603
2023-06-30,52.3933
2023-07-01,52.3933
2023-07-02,52.3933
2023-07-03,52.3228
2023-07-04,52.3228
2023-07-05,50.1415
2023-07-06,48.9262
2023-07-07,47.1527
2023-07-08,47.1527
2023-07-09,47.1527
2023-07-10,47.1199
2023-07-11,48.8991
2023-07-12,51.8858
2023-07-13,52.7121
2023-07-14,52.9462
2023-07-15,52.9462
2023-07-16,52.9462
2023-07-17,53.6581
2023-07-18,52.6188
2023-07-19,55.2735
2023-07-20,56.7272
2023-07-21,57.4658
2023-07-22,57.4658
2023-07-23,57.4658
2023-07-24,55.9523
2023-07-25,57.325
2023-07-26,55.2302
2023-07-27,52.891
2023-07-28,51.5965
2023-07-29,51.5965
2023-07-30,51.5965
2023-07-31,50.4525
2023-08-01,50.0507
2023-08-02,50.4588
2023-08-03,47.6943
2023-08-04,49.675
2023-08-05,49.675
2023-08-06,49.675
2023-08-07,52.9382
2023-08-08,51.4183
2023-08-09,50.6089
2023-08-10,49.9528
2023-08-11,52.0855
2023-08-12,52.0855
2023-08-13,52.0855
2023-08-14,52.3295
2023-08-15,50.7067
2023-08-16,48.5763
2023-08-17,46.126
2023-08-18,47.8175
2023-08-19,47.8175
2023-08-20,47.8175
2023-08-21,46.9071
2023-08-22,49.1161
2023-08-23,48.9211
2023-08-24,45.5715
2023-08-25,48.4478
2023-08-26,48.4478
2023-08-27,48.4478
2023-08-28,45.9365
2023-08-29,44.8617
2023-08-30,43.5727
2023-08-31,42.2357
2023-09-01,39.9911
2023-09-02,39.9911
2023-09-03,39.9911
2023-09-04,39.9911
2023-09-05,38.871
2023-09-06,37.471
2023-09-07,38.5228
2023-09-08,37.8495
2023-09-09,37.8495
2023-09-10,37.8495
2023-09-11,38.6691
2023-09-12,37.8937
2023-09-13,42.218
2023-09-14,42.6891
2023-09-15,41.3601
2023-09-16,41.3601
2023-09-17,41.3601
2023-09-18,40.0697
2023-09-19,38.234
2023-09-20,35.4264
2023-09-21,34.2497
2023-09-22,33.9388
2023-09-23,33.9388
2023-09-24,33.9388
2023-09-25,33.9122
2023-09-26,33.4255
2023-09-27,32.8163
2023-09-28,31.1462
2023-09-29,32.0958
2023-09-30,32.0958
2023-10-01,32.0958
2023-10-02,29.7027
2023-10-03,29.6551
2023-10-04,30.6903
2023-10-05,35.0572
2023-10-06,36.2078
2023-10-07,36.2078
2023-10-08,36.2078
2023-10-09,38.5376
2023-10-10,38.4101
2023-10-11,38.1326
2023-10-12,36.1311
2023-10-13,34.6958
2023-10-14,34.6958
2023-10-15,34.6958
2023-10-16,36.2513
2023-10-17,35.2309
2023-10-18,32.3617
2023-10-19,32.0966
2023-10-20,31.1464
2023-10-21,31.1464
2023-10-22,31.1464
2023-10-23,38.0739
2023-10-24,37.1478
2023-10-25,35.9279
2023-10-26,38.2953
2023-10-27,37.3003
2023-10-28,37.3003
2023-10-29,37.3003
2023-10-30,36.8421
2023-10-31,37.7102
2023-11-01,38.7603
2023-11-02,42.9351
2023-11-03,48.0086
2023-11-04,48.0086
2023-11-05,48.0086
2023-11-06,47.7319
2023-11-07,43.8137
2023-11-08,40.497
2023-11-09,40.2934
2023-11-10,37.9665
2023-11-11,37.9665
2023-11-12,37.9665
2023-11-13,38.6111
2023-11-14,47.4368
2023-11-15,46.7504
2023-11-16,46.6093
2023-11-17,46.5931
2023-11-18,46.5931
2023-11-19,46.5931
2023-11-20,43.2855
2023-11-21,45.0842
2023-11-22,46.7039
2023-11-23,46.7039
2023-11-24,47.0345
2023-11-25,47.0345
2023-11-26,47.0345
2023-11-27,47.1663
2023-11-28,44.2527
2023-11-29,44.3123
2023-11-30,44.4762
2023-12-01,48.5485
2023-12-02,48.5485
2023-12-03,48.5485
2023-12-04,53.0524
2023-12-05,51.7516
2023-12-06,52.6078
2023-12-07,52.3307
2023-12-08,51.1053
2023-12-09,51.1053
2023-12-10,51.1053
2023-12-11,50.9184
2023-12-12,51.8653
2023-12-13,57.6515
2023-12-14,56.5454
2023-12-15,54.0182
2023-12-16,54.0182
2023-12-17,54.0182
2023-12-18,53.2535
2023-12-19,55.1288
2023-12-20,52.011
2023-12-21,50.2204
2023-12-22,49.9613
2023-12-23,49.9613
2023-12-24,49.9613
2023-12-25,49.9613
2023-12-26,50.9047
2023-12-27,49.302
2023-12-28,49.3204
2023-12-29,46.5177
2023-12-30,46.5177
2023-12-31,46.5177
2024-01-01,46.5177
2024-01-02,45.0217
2024-01-03,42.3001
2024-01-04,40.8627
2024-01-05,39.4074
2024-01-06,39.4074
2024-01-07,39.4074
2024-01-08,40.6891
2024-01-09,43.6599
2024-01-10,44.8648
2024-01-11,41.5991
2024-01-12,41.8578
2024-01-13,41.8578
2024-01-14,41.8578
2024-01-15,41.8578
2024-01-16,40.1183
2024-01-17,37.8433
2024-01-18,37.6634
2024-01-19,36.3364
2024-01-20,36.3364
2024-01-21,36.3364
2024-01-22,40.6425
2024-01-23,42.6583
2024-01-24,38.6975
2024-01-25,39.654
2024-01-26,37.9042
2024-01-27,37.9042
2024-01-28,37.9042
2024-01-29,40.3052
2024-01-30,38.8618
2024-01-31,38.0309
2024-02-01,40.4366
2024-02-02,38.9949
2024-02-03,38.9949
2024-02-04,38.9949
2024-02-05,37.2084
2024-02-06,38.952
2024-02-07,37.5532
2024-02-08,40.7964
2024-02-09,41.5365
2024-02-10,41.5365
2024-02-11,41.5365
2024-02-12,43.5658
2024-02-13,39.4751
2024-02-14,40.4392
2024-02-15,43.4324
2024-02-16,43.2014
2024-02-17,43.2014
2024-02-18,43.2014
2024-02-19,43.2014
2024-02-20,42.2332
2024-02-21,40.9422
2024-02-22,37.6291
2024-02-23,38.2299
2024-02-24,38.2299
2024-02-25,38.2299
2024-02-26,36.9145
2024-02-27,37.4803
2024-02-28,37.8455
2024-02-29,37.5825
2024-03-01,38.4076
2024-03-02,38.4076
2024-03-03,38.4076
2024-03-04,38.6531
2024-03-05,38.8842
2024-03-06,39.6747
2024-03-07,39.1089
2024-03-08,40.9807
2024-03-09,40.9807
2024-03-10,40.9807
2024-03-11,39.789
2024-03-12,39.6418
2024-03-13,40.5071
2024-03-14,40.5303
2024-03-15,42.2323
2024-03-16,42.2323
2024-03-17,42.2323
2024-03-18,40.3035
2024-03-19,38.6626
2024-03-20,41.2088
2024-03-21,41.0632
2024-03-22,40.4877
2024-03-23,40.4877
2024-03-24,40.4877
2024-03-25,39.6501
2024-03-26,39.6002
2024-03-27,44.331
2024-03-28,44.5602
2024-03-29,44.5602
2024-03-30,44.5602
2024-03-31,44.5602
2024-04-01,42.3079
2024-04-02,39.6384
2024-04-03,37.9608
2024-04-04,40.8135
2024-04-05,38.5374
2024-04-06,38.5374
2024-04-07,38.5374
2024-04-08,40.0915
