,SPG US Equity
2023-03-21,41.8794
2023-03-22,38.0902
2023-03-23,36.7115
2023-03-24,38.0339
2023-03-25,38.0339
2023-03-26,38.0339
2023-03-27,37.8999
2023-03-28,38.951
2023-03-29,41.8728
2023-03-30,42.9948
2023-03-31,47.7392
2023-04-01,47.7392
2023-04-02,47.7392
2023-04-03,48.1944
2023-04-04,47.1466
2023-04-05,45.8824
2023-04-06,45.7145
2023-04-07,45.7145
2023-04-08,45.7145
2023-04-09,45.7145
2023-04-10,45.5136
2023-04-11,46.2124
2023-04-12,45.5576
2023-04-13,44.9794
2023-04-14,43.5938
2023-04-15,43.5938
2023-04-16,43.5938
2023-04-17,48.1332
2023-04-18,48.0804
2023-04-19,48.9609
2023-04-20,47.5451
2023-04-21,47.4241
2023-04-22,47.4241
2023-04-23,47.4241
2023-04-24,46.9412
2023-04-25,45.8077
2023-04-26,44.8319
2023-04-27,47.7868
2023-04-28,51.051
2023-04-29,51.051
2023-04-30,51.051
2023-05-01,51.248
2023-05-02,49.5018
2023-05-03,44.6294
2023-05-04,44.9561
2023-05-05,47.0687
2023-05-06,47.0687
2023-05-07,47.0687
2023-05-08,45.4243
2023-05-09,43.8794
2023-05-10,43.9316
2023-05-11,43.6374
2023-05-12,43.7765
2023-05-13,43.7765
2023-05-14,43.7765
2023-05-15,44.5971
2023-05-16,41.1679
2023-05-17,44.7006
2023-05-18,43.8943
2023-05-19,43.7012
2023-05-20,43.7012
2023-05-21,43.7012
2023-05-22,44.5702
2023-05-23,42.5431
2023-05-24,40.5133
2023-05-25,39.6103
2023-05-26,41.2624
2023-05-27,41.2624
2023-05-28,41.2624
2023-05-29,41.2624
2023-05-30,42.9356
2023-05-31,45.237
2023-06-01,43.3089
2023-06-02,47.4282
2023-06-03,47.4282
2023-06-04,47.4282
2023-06-05,47.479
2023-06-06,50.7051
2023-06-07,54.5926
2023-06-08,53.1684
2023-06-09,54.2408
2023-06-10,54.2408
2023-06-11,54.2408
2023-06-12,53.2971
2023-06-13,54.406
2023-06-14,54.326
2023-06-15,54.3491
2023-06-16,56.484
2023-06-17,56.484
2023-06-18,56.484
2023-06-19,56.484
2023-06-20,53.6261
2023-06-21,53.6261
2023-06-22,51.397
2023-06-23,49.6627
2023-06-24,49.6627
2023-06-25,49.6627
2023-06-26,53.6807
2023-06-27,55.8693
2023-06-28,55.4896
2023-06-29,57.5877
2023-06-30,58.3303
2023-07-01,58.3303
2023-07-02,58.3303
2023-07-03,59.9039
2023-07-04,59.9039
2023-07-05,61.0453
2023-07-06,61.8987
2023-07-07,61.0437
2023-07-08,61.0437
2023-07-09,61.0437
2023-07-10,63.3302
2023-07-11,65.1465
2023-07-12,64.2358
2023-07-13,63.2726
2023-07-14,62.3696
2023-07-15,62.3696
2023-07-16,62.3696
2023-07-17,62.7331
2023-07-18,62.5136
2023-07-19,64.3876
2023-07-20,64.7159
2023-07-21,64.5349
2023-07-22,64.5349
2023-07-23,64.5349
2023-07-24,65.2979
2023-07-25,63.9495
2023-07-26,64.4557
2023-07-27,62.2516
2023-07-28,63.8684
2023-07-29,63.8684
2023-07-30,63.8684
2023-07-31,63.9978
2023-08-01,64.9074
2023-08-02,62.235
2023-08-03,52.9381
2023-08-04,52.8233
2023-08-05,52.8233
2023-08-06,52.8233
2023-08-07,54.5683
2023-08-08,53.5806
2023-08-09,53.2783
2023-08-10,53.3464
2023-08-11,53.3745
2023-08-12,53.3745
2023-08-13,53.3745
2023-08-14,53.5914
2023-08-15,51.6842
2023-08-16,48.197
2023-08-17,46.1176
2023-08-18,48.4046
2023-08-19,48.4046
2023-08-20,48.4046
2023-08-21,44.5218
2023-08-22,42.3382
2023-08-23,43.4757
2023-08-24,42.2846
2023-08-25,42.4012
2023-08-26,42.4012
2023-08-27,42.4012
2023-08-28,43.9736
2023-08-29,46.9388
2023-08-30,46.9111
2023-08-31,46.8826
2023-09-01,49.1542
2023-09-02,49.1542
2023-09-03,49.1542
2023-09-04,49.1542
2023-09-05,49.2017
2023-09-06,50.4929
2023-09-07,51.4543
2023-09-08,51.729
2023-09-09,51.729
2023-09-10,51.729
2023-09-11,51.9277
2023-09-12,53.1575
2023-09-13,51.8412
2023-09-14,55.986
2023-09-15,54.1928
2023-09-16,54.1928
2023-09-17,54.1928
2023-09-18,50.4691
2023-09-19,50.4854
2023-09-20,49.6407
2023-09-21,46.2468
2023-09-22,46.3184
2023-09-23,46.3184
2023-09-24,46.3184
2023-09-25,47.1383
2023-09-26,42.6735
2023-09-27,41.3677
2023-09-28,42.5794
2023-09-29,41.4711
2023-09-30,41.4711
2023-10-01,41.4711
2023-10-02,37.2126
2023-10-03,35.8032
2023-10-04,37.8704
2023-10-05,38.0633
2023-10-06,37.9051
2023-10-07,37.9051
2023-10-08,37.9051
2023-10-09,39.9508
2023-10-10,41.3291
2023-10-11,45.316
2023-10-12,43.9279
2023-10-13,43.478
2023-10-14,43.478
2023-10-15,43.478
2023-10-16,45.8104
2023-10-17,48.8663
2023-10-18,46.4824
2023-10-19,43.6594
2023-10-20,43.196
2023-10-21,43.196
2023-10-22,43.196
2023-10-23,41.9589
2023-10-24,43.3167
2023-10-25,41.9929
2023-10-26,44.3733
2023-10-27,42.0046
2023-10-28,42.0046
2023-10-29,42.0046
2023-10-30,43.392
2023-10-31,50.4675
2023-11-01,53.8685
2023-11-02,57.7365
2023-11-03,59.8667
2023-11-04,59.8667
2023-11-05,59.8667
2023-11-06,58.6582
2023-11-07,56.0017
2023-11-08,56.2246
2023-11-09,53.8942
2023-11-10,55.6683
2023-11-11,55.6683
2023-11-12,55.6683
2023-11-13,55.9076
2023-11-14,61.3097
2023-11-15,60.9419
2023-11-16,60.7609
2023-11-17,61.9872
2023-11-18,61.9872
2023-11-19,61.9872
2023-11-20,63.0029
2023-11-21,61.4163
2023-11-22,60.3936
2023-11-23,60.3936
2023-11-24,59.9803
2023-11-25,59.9803
2023-11-26,59.9803
2023-11-27,60.9064
2023-11-28,61.3214
2023-11-29,62.0272
2023-11-30,64.2077
2023-12-01,67.7431
2023-12-02,67.7431
2023-12-03,67.7431
2023-12-04,69.3603
2023-12-05,69.2364
2023-12-06,69.9886
2023-12-07,71.1723
2023-12-08,72.3095
2023-12-09,72.3095
2023-12-10,72.3095
2023-12-11,73.6452
2023-12-12,73.0886
2023-12-13,76.1553
2023-12-14,79.8081
2023-12-15,76.1325
2023-12-16,76.1325
2023-12-17,76.1325
2023-12-18,74.9634
2023-12-19,75.7753
2023-12-20,74.0809
2023-12-21,71.1198
2023-12-22,71.1702
2023-12-23,71.1702
2023-12-24,71.1702
2023-12-25,71.1702
2023-12-26,72.0297
2023-12-27,72.036
2023-12-28,72.4304
2023-12-29,69.6964
2023-12-30,69.6964
2023-12-31,69.6964
2024-01-01,69.6964
2024-01-02,69.9752
2024-01-03,65.2908
2024-01-04,65.4292
2024-01-05,65.7534
2024-01-06,65.7534
2024-01-07,65.7534
2024-01-08,67.1034
2024-01-09,66.8556
2024-01-10,68.8623
2024-01-11,68.3546
2024-01-12,70.0595
2024-01-13,70.0595
2024-01-14,70.0595
2024-01-15,70.0595
2024-01-16,68.2097
2024-01-17,62.8399
2024-01-18,62.4077
2024-01-19,62.0878
2024-01-20,62.0878
2024-01-21,62.0878
2024-01-22,62.4669
2024-01-23,63.0216
2024-01-24,61.2301
2024-01-25,62.5592
2024-01-26,61.1512
2024-01-27,61.1512
2024-01-28,61.1512
2024-01-29,60.7771
2024-01-30,56.88
2024-01-31,55.9412
2024-02-01,56.8648
2024-02-02,54.6736
2024-02-03,54.6736
2024-02-04,54.6736
2024-02-05,53.0093
2024-02-06,60.2021
2024-02-07,60.2498
2024-02-08,60.8897
2024-02-09,63.4962
2024-02-10,63.4962
2024-02-11,63.4962
2024-02-12,61.6489
2024-02-13,58.5269
2024-02-14,57.6132
2024-02-15,62.349
2024-02-16,63.9384
2024-02-17,63.9384
2024-02-18,63.9384
2024-02-19,63.9384
2024-02-20,62.4632
2024-02-21,63.5944
2024-02-22,64.5787
2024-02-23,62.9191
2024-02-24,62.9191
2024-02-25,62.9191
2024-02-26,61.7585
2024-02-27,61.9092
2024-02-28,62.0548
2024-02-29,59.5248
2024-03-01,61.6857
2024-03-02,61.6857
2024-03-03,61.6857
2024-03-04,63.4162
2024-03-05,59.7995
2024-03-06,61.9643
2024-03-07,61.0264
2024-03-08,62.1412
2024-03-09,62.1412
2024-03-10,62.1412
2024-03-11,60.4932
2024-03-12,61.2268
2024-03-13,62.0381
2024-03-14,58.9827
2024-03-15,60.3209
2024-03-16,60.3209
2024-03-17,60.3209
2024-03-18,61.4109
2024-03-19,63.3106
2024-03-20,64.4066
2024-03-21,64.7501
2024-03-22,59.068
2024-03-23,59.068
2024-03-24,59.068
2024-03-25,58.0016
2024-03-26,57.4783
2024-03-27,60.9029
2024-03-28,62.7353
2024-03-29,62.7353
2024-03-30,62.7353
2024-03-31,62.7353
2024-04-01,58.7651
2024-04-02,54.6743
2024-04-03,54.3444
2024-04-04,52.3174
2024-04-05,54.4649
2024-04-06,54.4649
2024-04-07,54.4649
2024-04-08,54.609
