,TMP US Equity
2023-03-19,41.0581
2023-03-20,40.1826
2023-03-21,43.2695
2023-03-22,39.4657
2023-03-23,38.6347
2023-03-24,42.0539
2023-03-25,42.0539
2023-03-26,42.0539
2023-03-27,41.418
2023-03-28,41.1582
2023-03-29,42.0089
2023-03-30,40.0397
2023-03-31,41.2558
2023-04-01,41.2558
2023-04-02,41.2558
2023-04-03,40.1705
2023-04-04,38.2651
2023-04-05,38.2542
2023-04-06,38.3815
2023-04-07,38.3815
2023-04-08,38.3815
2023-04-09,38.3815
2023-04-10,38.6059
2023-04-11,38.1271
2023-04-12,37.2899
2023-04-13,37.9742
2023-04-14,35.3673
2023-04-15,35.3673
2023-04-16,35.3673
2023-04-17,38.7567
2023-04-18,36.0651
2023-04-19,38.4971
2023-04-20,37.8267
2023-04-21,36.3079
2023-04-22,36.3079
2023-04-23,36.3079
2023-04-24,37.7793
2023-04-25,35.3834
2023-04-26,35.8027
2023-04-27,37.3136
2023-04-28,36.848
2023-04-29,36.848
2023-04-30,36.848
2023-05-01,36.4577
2023-05-02,32.9246
2023-05-03,31.3935
2023-05-04,30.383
2023-05-05,35.7506
2023-05-06,35.7506
2023-05-07,35.7506
2023-05-08,34.3792
2023-05-09,33.2221
2023-05-10,33.789
2023-05-11,32.3315
2023-05-12,32.8375
2023-05-13,32.8375
2023-05-14,32.8375
2023-05-15,33.5296
2023-05-16,35.5706
2023-05-17,41.9689
2023-05-18,40.5719
2023-05-19,39.5367
2023-05-20,39.5367
2023-05-21,39.5367
2023-05-22,41.5328
2023-05-23,42.7808
2023-05-24,41.7261
2023-05-25,40.6303
2023-05-26,41.3062
2023-05-27,41.3062
2023-05-28,41.3062
2023-05-29,41.3062
2023-05-30,40.9353
2023-05-31,38.9458
2023-06-01,41.6654
2023-06-02,47.3145
2023-06-03,47.3145
2023-06-04,47.3145
2023-06-05,43.9046
2023-06-06,48.9138
2023-06-07,52.0957
2023-06-08,52.3427
2023-06-09,51.5697
2023-06-10,51.5697
2023-06-11,51.5697
2023-06-12,49.5922
2023-06-13,51.6115
2023-06-14,49.2193
2023-06-15,50.988
2023-06-16,50.6688
2023-06-17,50.6688
2023-06-18,50.6688
2023-06-19,50.6688
2023-06-20,49.4269
2023-06-21,47.646
2023-06-22,46.6251
2023-06-23,47.072
2023-06-24,47.072
2023-06-25,47.072
2023-06-26,46.0743
2023-06-27,47.4568
2023-06-28,46.393
2023-06-29,47.0148
2023-06-30,45.7344
2023-07-01,45.7344
2023-07-02,45.7344
2023-07-03,47.6748
2023-07-04,47.6748
2023-07-05,45.6586
2023-07-06,44.1412
2023-07-07,45.3219
2023-07-08,45.3219
2023-07-09,45.3219
2023-07-10,45.9132
2023-07-11,47.0817
2023-07-12,47.7819
2023-07-13,48.1916
2023-07-14,47.1322
2023-07-15,47.1322
2023-07-16,47.1322
2023-07-17,47.9865
2023-07-18,51.3783
2023-07-19,53.887
2023-07-20,53.0457
2023-07-21,51.4943
2023-07-22,51.4943
2023-07-23,51.4943
2023-07-24,53.5237
2023-07-25,51.001
2023-07-26,54.8913
2023-07-27,53.3582
2023-07-28,53.8431
2023-07-29,53.8431
2023-07-30,53.8431
2023-07-31,53.3442
2023-08-01,52.4999
2023-08-02,51.8147
2023-08-03,51.7648
2023-08-04,51.6961
2023-08-05,51.6961
2023-08-06,51.6961
2023-08-07,50.585
2023-08-08,50.2359
2023-08-09,48.5884
2023-08-10,47.5525
2023-08-11,48.4105
2023-08-12,48.4105
2023-08-13,48.4105
2023-08-14,48.8247
2023-08-15,44.5985
2023-08-16,43.1812
2023-08-17,43.6244
2023-08-18,44.096
2023-08-19,44.096
2023-08-20,44.096
2023-08-21,42.5279
2023-08-22,40.5202
2023-08-23,40.4155
2023-08-24,40.1397
2023-08-25,39.474
2023-08-26,39.474
2023-08-27,39.474
2023-08-28,39.9769
2023-08-29,40.7291
2023-08-30,41.2937
2023-08-31,40.7869
2023-09-01,40.7869
2023-09-02,40.7869
2023-09-03,40.7869
2023-09-04,40.7869
2023-09-05,38.2086
2023-09-06,37.5009
2023-09-07,38.6759
2023-09-08,38.952
2023-09-09,38.952
2023-09-10,38.952
2023-09-11,37.2019
2023-09-12,38.1133
2023-09-13,37.0359
2023-09-14,41.684
2023-09-15,40.1247
2023-09-16,40.1247
2023-09-17,40.1247
2023-09-18,38.3804
2023-09-19,37.2526
2023-09-20,36.8571
2023-09-21,36.3908
2023-09-22,35.5274
2023-09-23,35.5274
2023-09-24,35.5274
2023-09-25,40.0546
2023-09-26,38.3151
2023-09-27,40.0914
2023-09-28,40.521
2023-09-29,41.1755
2023-09-30,41.1755
2023-10-01,41.1755
2023-10-02,41.8648
2023-10-03,43.1871
2023-10-04,44.1454
2023-10-05,46.595
2023-10-06,44.3011
2023-10-07,44.3011
2023-10-08,44.3011
2023-10-09,46.2058
2023-10-10,45.0488
2023-10-11,45.3692
2023-10-12,45.3009
2023-10-13,42.8956
2023-10-14,42.8956
2023-10-15,42.8956
2023-10-16,45.973
2023-10-17,49.4928
2023-10-18,46.4516
2023-10-19,45.5365
2023-10-20,42.7218
2023-10-21,42.7218
2023-10-22,42.7218
2023-10-23,43.1922
2023-10-24,42.3331
2023-10-25,43.6806
2023-10-26,47.4176
2023-10-27,45.5256
2023-10-28,45.5256
2023-10-29,45.5256
2023-10-30,47.8939
2023-10-31,47.4152
2023-11-01,46.9955
2023-11-02,52.408
2023-11-03,56.3185
2023-11-04,56.3185
2023-11-05,56.3185
2023-11-06,55.8385
2023-11-07,53.8907
2023-11-08,52.3473
2023-11-09,50.2581
2023-11-10,49.9947
2023-11-11,49.9947
2023-11-12,49.9947
2023-11-13,50.4648
2023-11-14,59.4281
2023-11-15,60.0397
2023-11-16,57.6649
2023-11-17,57.2103
2023-11-18,57.2103
2023-11-19,57.2103
2023-11-20,56.519
2023-11-21,52.9037
2023-11-22,53.2058
2023-11-23,53.2058
2023-11-24,54.8895
2023-11-25,54.8895
2023-11-26,54.8895
2023-11-27,52.356
2023-11-28,51.702
2023-11-29,53.2608
2023-11-30,52.1508
2023-12-01,57.3602
2023-12-02,57.3602
2023-12-03,57.3602
2023-12-04,59.8187
2023-12-05,58.6817
2023-12-06,58.055
2023-12-07,59.151
2023-12-08,61.2607
2023-12-09,61.2607
2023-12-10,61.2607
2023-12-11,61.2909
2023-12-12,59.6557
2023-12-13,64.6992
2023-12-14,67.3391
2023-12-15,66.2442
2023-12-16,66.2442
2023-12-17,66.2442
2023-12-18,64.0219
2023-12-19,65.2886
2023-12-20,64.8487
2023-12-21,63.4746
2023-12-22,63.053
2023-12-23,63.053
2023-12-24,63.053
2023-12-25,63.053
2023-12-26,63.4851
2023-12-27,61.4233
2023-12-28,59.4492
2023-12-29,57.7769
2023-12-30,57.7769
2023-12-31,57.7769
2024-01-01,57.7769
2024-01-02,55.6962
2024-01-03,49.9385
2024-01-04,49.1519
2024-01-05,49.061
2024-01-06,49.061
2024-01-07,49.061
2024-01-08,47.9068
2024-01-09,45.8861
2024-01-10,46.4193
2024-01-11,45.4046
2024-01-12,44.8706
2024-01-13,44.8706
2024-01-14,44.8706
2024-01-15,44.8706
2024-01-16,42.476
2024-01-17,42.2412
2024-01-18,43.0096
2024-01-19,45.2255
2024-01-20,45.2255
2024-01-21,45.2255
2024-01-22,50.3517
2024-01-23,48.5035
2024-01-24,49.9954
2024-01-25,47.8001
2024-01-26,46.8974
2024-01-27,46.8974
2024-01-28,46.8974
2024-01-29,48.4874
2024-01-30,46.7816
2024-01-31,40.0301
2024-02-01,39.4965
2024-02-02,38.8915
2024-02-03,38.8915
2024-02-04,38.8915
2024-02-05,38.8495
2024-02-06,42.4278
2024-02-07,40.1846
2024-02-08,40.928
2024-02-09,43.7782
2024-02-10,43.7782
2024-02-11,43.7782
2024-02-12,46.3401
2024-02-13,41.3491
2024-02-14,42.8009
2024-02-15,47.1265
2024-02-16,47.5932
2024-02-17,47.5932
2024-02-18,47.5932
2024-02-19,47.5932
2024-02-20,46.0903
2024-02-21,45.2768
2024-02-22,43.4452
2024-02-23,44.1446
2024-02-24,44.1446
2024-02-25,44.1446
2024-02-26,43.0009
2024-02-27,42.6106
2024-02-28,42.3016
2024-02-29,43.5713
2024-03-01,44.2959
2024-03-02,44.2959
2024-03-03,44.2959
2024-03-04,42.9796
2024-03-05,46.0942
2024-03-06,46.921
2024-03-07,46.8001
2024-03-08,47.9882
2024-03-09,47.9882
2024-03-10,47.9882
2024-03-11,47.8775
2024-03-12,46.1358
2024-03-13,45.6655
2024-03-14,43.1123
2024-03-15,45.1546
2024-03-16,45.1546
2024-03-17,45.1546
2024-03-18,42.7079
2024-03-19,42.1539
2024-03-20,46.5818
2024-03-21,47.3364
2024-03-22,45.1652
2024-03-23,45.1652
2024-03-24,45.1652
2024-03-25,45.0626
2024-03-26,44.7471
2024-03-27,48.9011
2024-03-28,50.1487
2024-03-29,50.1487
2024-03-30,50.1487
2024-03-31,50.1487
2024-04-01,47.5789
2024-04-02,45.4636
2024-04-03,46.0533
2024-04-04,45.1477
2024-04-05,44.1122
2024-04-06,44.1122
2024-04-07,44.1122
2024-04-08,45.4707
