,NBTB US Equity
2023-03-21,40.2097
2023-03-22,36.8549
2023-03-23,35.8892
2023-03-24,39.6255
2023-03-25,39.6255
2023-03-26,39.6255
2023-03-27,41.0356
2023-03-28,40.186
2023-03-29,39.3434
2023-03-30,37.5402
2023-03-31,38.1081
2023-04-01,38.1081
2023-04-02,38.1081
2023-04-03,37.714
2023-04-04,36.0735
2023-04-05,35.9024
2023-04-06,37.735
2023-04-07,37.735
2023-04-08,37.735
2023-04-09,37.735
2023-04-10,38.9062
2023-04-11,39.1767
2023-04-12,38.7771
2023-04-13,40.4189
2023-04-14,40.0641
2023-04-15,40.0641
2023-04-16,40.0641
2023-04-17,41.2029
2023-04-18,38.2869
2023-04-19,41.269
2023-04-20,40.4923
2023-04-21,40.1841
2023-04-22,40.1841
2023-04-23,40.1841
2023-04-24,40.4725
2023-04-25,38.7336
2023-04-26,38.0062
2023-04-27,37.6523
2023-04-28,38.3648
2023-04-29,38.3648
2023-04-30,38.3648
2023-05-01,37.4787
2023-05-02,32.4591
2023-05-03,33.5263
2023-05-04,32.5413
2023-05-05,41.1613
2023-05-06,41.1613
2023-05-07,41.1613
2023-05-08,41.6415
2023-05-09,43.3936
2023-05-10,43.2958
2023-05-11,42.1653
2023-05-12,43.879
2023-05-13,43.879
2023-05-14,43.879
2023-05-15,46.4365
2023-05-16,45.3285
2023-05-17,52.3566
2023-05-18,52.2459
2023-05-19,49.4853
2023-05-20,49.4853
2023-05-21,49.4853
2023-05-22,52.1034
2023-05-23,52.5523
2023-05-24,50.2256
2023-05-25,50.3841
2023-05-26,50.8965
2023-05-27,50.8965
2023-05-28,50.8965
2023-05-29,50.8965
2023-05-30,50.499
2023-05-31,48.0116
2023-06-01,50.3157
2023-06-02,56.1925
2023-06-03,56.1925
2023-06-04,56.1925
2023-06-05,51.7567
2023-06-06,53.296
2023-06-07,55.6555
2023-06-08,55.122
2023-06-09,53.5039
2023-06-10,53.5039
2023-06-11,53.5039
2023-06-12,51.504
2023-06-13,52.5852
2023-06-14,49.8365
2023-06-15,50.8986
2023-06-16,48.4851
2023-06-17,48.4851
2023-06-18,48.4851
2023-06-19,48.4851
2023-06-20,48.131
2023-06-21,46.7418
2023-06-22,43.961
2023-06-23,44.0986
2023-06-24,44.0986
2023-06-25,44.0986
2023-06-26,43.8757
2023-06-27,43.8757
2023-06-28,44.2677
2023-06-29,45.2415
2023-06-30,43.7824
2023-07-01,43.7824
2023-07-02,43.7824
2023-07-03,45.6272
2023-07-04,45.6272
2023-07-05,44.2259
2023-07-06,43.3649
2023-07-07,44.8563
2023-07-08,44.8563
2023-07-09,44.8563
2023-07-10,45.922
2023-07-11,47.2254
2023-07-12,47.814
2023-07-13,48.9001
2023-07-14,48.0721
2023-07-15,48.0721
2023-07-16,48.0721
2023-07-17,49.647
2023-07-18,53.1731
2023-07-19,55.3304
2023-07-20,56.0117
2023-07-21,54.6519
2023-07-22,54.6519
2023-07-23,54.6519
2023-07-24,56.6945
2023-07-25,56.0165
2023-07-26,59.5906
2023-07-27,59.9205
2023-07-28,60.8185
2023-07-29,60.8185
2023-07-30,60.8185
2023-07-31,58.328
2023-08-01,59.0711
2023-08-02,57.7918
2023-08-03,57.8181
2023-08-04,57.9264
2023-08-05,57.9264
2023-08-06,57.9264
2023-08-07,58.6941
2023-08-08,56.522
2023-08-09,55.5887
2023-08-10,55.9499
2023-08-11,57.8416
2023-08-12,57.8416
2023-08-13,57.8416
2023-08-14,56.9716
2023-08-15,53.4554
2023-08-16,50.9709
2023-08-17,51.2679
2023-08-18,52.5241
2023-08-19,52.5241
2023-08-20,52.5241
2023-08-21,50.7092
2023-08-22,47.0185
2023-08-23,46.4872
2023-08-24,46.7071
2023-08-25,46.5094
2023-08-26,46.5094
2023-08-27,46.5094
2023-08-28,48.1
2023-08-29,47.7502
2023-08-30,46.4234
2023-08-31,48.6957
2023-09-01,50.0558
2023-09-02,50.0558
2023-09-03,50.0558
2023-09-04,50.0558
2023-09-05,46.3485
2023-09-06,44.5289
2023-09-07,43.1519
2023-09-08,43.2345
2023-09-09,43.2345
2023-09-10,43.2345
2023-09-11,42.0656
2023-09-12,43.6003
2023-09-13,42.9465
2023-09-14,44.9533
2023-09-15,44.2342
2023-09-16,44.2342
2023-09-17,44.2342
2023-09-18,41.457
2023-09-19,40.6495
2023-09-20,39.3385
2023-09-21,38.5313
2023-09-22,38.0526
2023-09-23,38.0526
2023-09-24,38.0526
2023-09-25,37.6295
2023-09-26,37.5986
2023-09-27,38.2281
2023-09-28,41.5333
2023-09-29,42.7043
2023-09-30,42.7043
2023-10-01,42.7043
2023-10-02,43.3402
2023-10-03,42.9984
2023-10-04,44.6538
2023-10-05,47.5205
2023-10-06,47.4781
2023-10-07,47.4781
2023-10-08,47.4781
2023-10-09,48.0535
2023-10-10,48.779
2023-10-11,49.2677
2023-10-12,48.8818
2023-10-13,47.0239
2023-10-14,47.0239
2023-10-15,47.0239
2023-10-16,49.8549
2023-10-17,53.1393
2023-10-18,50.4435
2023-10-19,48.4023
2023-10-20,42.0975
2023-10-21,42.0975
2023-10-22,42.0975
2023-10-23,42.9098
2023-10-24,39.6596
2023-10-25,49.2666
2023-10-26,51.7337
2023-10-27,50.4988
2023-10-28,50.4988
2023-10-29,50.4988
2023-10-30,51.8574
2023-10-31,51.7473
2023-11-01,52.1678
2023-11-02,56.7207
2023-11-03,59.3509
2023-11-04,59.3509
2023-11-05,59.3509
2023-11-06,59.4341
2023-11-07,57.4874
2023-11-08,54.4509
2023-11-09,53.6713
2023-11-10,52.9616
2023-11-11,52.9616
2023-11-12,52.9616
2023-11-13,53.8911
2023-11-14,61.1517
2023-11-15,60.9191
2023-11-16,58.4654
2023-11-17,58.7074
2023-11-18,58.7074
2023-11-19,58.7074
2023-11-20,57.627
2023-11-21,56.626
2023-11-22,56.6559
2023-11-23,56.6559
2023-11-24,56.9634
2023-11-25,56.9634
2023-11-26,56.9634
2023-11-27,56.9634
2023-11-28,56.0276
2023-11-29,56.9586
2023-11-30,55.7272
2023-12-01,60.744
2023-12-02,60.744
2023-12-03,60.744
2023-12-04,63.1723
2023-12-05,62.1993
2023-12-06,61.8856
2023-12-07,64.1315
2023-12-08,65.1186
2023-12-09,65.1186
2023-12-10,65.1186
2023-12-11,65.1186
2023-12-12,62.5671
2023-12-13,67.7688
2023-12-14,69.5598
2023-12-15,69.5598
2023-12-16,69.5598
2023-12-17,69.5598
2023-12-18,67.9526
2023-12-19,69.0924
2023-12-20,69.9323
2023-12-21,70.2182
2023-12-22,70.9529
2023-12-23,70.9529
2023-12-24,70.9529
2023-12-25,70.9529
2023-12-26,72.5486
2023-12-27,72.0989
2023-12-28,70.8867
2023-12-29,65.4776
2023-12-30,65.4776
2023-12-31,65.4776
2024-01-01,65.4776
2024-01-02,66.1572
2024-01-03,59.6632
2024-01-04,59.7949
2024-01-05,58.9978
2024-01-06,58.9978
2024-01-07,58.9978
2024-01-08,60.0983
2024-01-09,57.927
2024-01-10,57.7273
2024-01-11,56.2034
2024-01-12,55.4463
2024-01-13,55.4463
2024-01-14,55.4463
2024-01-15,55.4463
2024-01-16,52.0849
2024-01-17,51.8263
2024-01-18,51.2994
2024-01-19,54.2547
2024-01-20,54.2547
2024-01-21,54.2547
2024-01-22,58.1356
2024-01-23,52.4783
2024-01-24,48.4455
2024-01-25,45.7661
2024-01-26,45.8314
2024-01-27,45.8314
2024-01-28,45.8314
2024-01-29,48.8849
2024-01-30,46.4311
2024-01-31,42.5692
2024-02-01,40.88
2024-02-02,40.0688
2024-02-03,40.0688
2024-02-04,40.0688
2024-02-05,38.9365
2024-02-06,38.4734
2024-02-07,38.361
2024-02-08,38.0848
2024-02-09,40.5922
2024-02-10,40.5922
2024-02-11,40.5922
2024-02-12,43.5153
2024-02-13,40.09
2024-02-14,43.237
2024-02-15,46.1914
2024-02-16,44.8955
2024-02-17,44.8955
2024-02-18,44.8955
2024-02-19,44.8955
2024-02-20,44.0113
2024-02-21,42.8945
2024-02-22,42.927
2024-02-23,43.2285
2024-02-24,43.2285
2024-02-25,43.2285
2024-02-26,41.418
2024-02-27,41.8032
2024-02-28,41.8751
2024-02-29,45.0978
2024-03-01,45.0127
2024-03-02,45.0127
2024-03-03,45.0127
2024-03-04,44.9249
2024-03-05,48.9073
2024-03-06,47.8278
2024-03-07,48.1323
2024-03-08,47.6845
2024-03-09,47.6845
2024-03-10,47.6845
2024-03-11,47.9707
2024-03-12,45.0694
2024-03-13,44.8843
2024-03-14,41.9709
2024-03-15,44.8071
2024-03-16,44.8071
2024-03-17,44.8071
2024-03-18,43.0652
2024-03-19,42.3833
2024-03-20,46.6098
2024-03-21,51.6972
2024-03-22,50.6733
2024-03-23,50.6733
2024-03-24,50.6733
2024-03-25,51.5161
2024-03-26,50.6214
2024-03-27,54.0697
2024-03-28,53.8701
2024-03-29,53.8701
2024-03-30,53.8701
2024-03-31,53.8701
2024-04-01,51.6356
2024-04-02,50.3954
2024-04-03,50.0447
2024-04-04,49.5261
2024-04-05,50.7149
2024-04-06,50.7149
2024-04-07,50.7149
2024-04-08,50.8811
