,GSBC US Equity
2023-03-19,36.4377
2023-03-20,37.7707
2023-03-21,41.0709
2023-03-22,39.4337
2023-03-23,37.2055
2023-03-24,40.4273
2023-03-25,40.4273
2023-03-26,40.4273
2023-03-27,40.54
2023-03-28,39.0312
2023-03-29,37.9043
2023-03-30,37.0163
2023-03-31,37.816
2023-04-01,37.816
2023-04-02,37.816
2023-04-03,38.4995
2023-04-04,36.8976
2023-04-05,35.8683
2023-04-06,35.6479
2023-04-07,35.6479
2023-04-08,35.6479
2023-04-09,35.6479
2023-04-10,37.822
2023-04-11,39.1118
2023-04-12,38.6556
2023-04-13,40.5153
2023-04-14,38.9509
2023-04-15,38.9509
2023-04-16,38.9509
2023-04-17,41.5725
2023-04-18,39.0945
2023-04-19,42.1726
2023-04-20,47.1765
2023-04-21,46.6968
2023-04-22,46.6968
2023-04-23,46.6968
2023-04-24,47.5377
2023-04-25,42.9391
2023-04-26,42.4736
2023-04-27,44.2409
2023-04-28,44.0256
2023-04-29,44.0256
2023-04-30,44.0256
2023-05-01,44.4451
2023-05-02,40.15
2023-05-03,41.3676
2023-05-04,38.6264
2023-05-05,45.6648
2023-05-06,45.6648
2023-05-07,45.6648
2023-05-08,44.1175
2023-05-09,44.0033
2023-05-10,45.0822
2023-05-11,42.5386
2023-05-12,42.7916
2023-05-13,42.7916
2023-05-14,42.7916
2023-05-15,43.815
2023-05-16,43.1758
2023-05-17,50.0544
2023-05-18,50.1612
2023-05-19,47.5311
2023-05-20,47.5311
2023-05-21,47.5311
2023-05-22,47.9825
2023-05-23,49.7708
2023-05-24,47.8561
2023-05-25,46.519
2023-05-26,47.0138
2023-05-27,47.0138
2023-05-28,47.0138
2023-05-29,47.0138
2023-05-30,45.9254
2023-05-31,43.256
2023-06-01,45.9482
2023-06-02,51.8273
2023-06-03,51.8273
2023-06-04,51.8273
2023-06-05,48.7097
2023-06-06,52.3194
2023-06-07,55.6968
2023-06-08,55.8585
2023-06-09,54.7422
2023-06-10,54.7422
2023-06-11,54.7422
2023-06-12,52.958
2023-06-13,55.8506
2023-06-14,54.1193
2023-06-15,55.156
2023-06-16,52.1665
2023-06-17,52.1665
2023-06-18,52.1665
2023-06-19,52.1665
2023-06-20,50.653
2023-06-21,49.9679
2023-06-22,47.8163
2023-06-23,47.1457
2023-06-24,47.1457
2023-06-25,47.1457
2023-06-26,47.3066
2023-06-27,47.7388
2023-06-28,47.5276
2023-06-29,49.6236
2023-06-30,48.0818
2023-07-01,48.0818
2023-07-02,48.0818
2023-07-03,50.3809
2023-07-04,50.3809
2023-07-05,49.0844
2023-07-06,48.0257
2023-07-07,49.5342
2023-07-08,49.5342
2023-07-09,49.5342
2023-07-10,49.7043
2023-07-11,51.4199
2023-07-12,53.4285
2023-07-13,54.2972
2023-07-14,54.2021
2023-07-15,54.2021
2023-07-16,54.2021
2023-07-17,56.1485
2023-07-18,59.6428
2023-07-19,60.0691
2023-07-20,56.0963
2023-07-21,52.3386
2023-07-22,52.3386
2023-07-23,52.3386
2023-07-24,53.9165
2023-07-25,53.3725
2023-07-26,56.3948
2023-07-27,55.5643
2023-07-28,55.6556
2023-07-29,55.6556
2023-07-30,55.6556
2023-07-31,55.4201
2023-08-01,54.5366
2023-08-02,54.9582
2023-08-03,55.1426
2023-08-04,55.3527
2023-08-05,55.3527
2023-08-06,55.3527
2023-08-07,55.2991
2023-08-08,54.3733
2023-08-09,53.3409
2023-08-10,51.4781
2023-08-11,51.0565
2023-08-12,51.0565
2023-08-13,51.0565
2023-08-14,49.7653
2023-08-15,47.2909
2023-08-16,46.7996
2023-08-17,47.3652
2023-08-18,48.6639
2023-08-19,48.6639
2023-08-20,48.6639
2023-08-21,44.9709
2023-08-22,42.6841
2023-08-23,43.7102
2023-08-24,43.9179
2023-08-25,43.3505
2023-08-26,43.3505
2023-08-27,43.3505
2023-08-28,44.1591
2023-08-29,44.9407
2023-08-30,45.0362
2023-08-31,43.703
2023-09-01,46.922
2023-09-02,46.922
2023-09-03,46.922
2023-09-04,46.922
2023-09-05,46.0853
2023-09-06,44.5992
2023-09-07,43.6119
2023-09-08,45.165
2023-09-09,45.165
2023-09-10,45.165
2023-09-11,44.4112
2023-09-12,43.3421
2023-09-13,42.212
2023-09-14,45.0717
2023-09-15,43.9601
2023-09-16,43.9601
2023-09-17,43.9601
2023-09-18,41.6286
2023-09-19,40.9299
2023-09-20,40.4782
2023-09-21,41.6261
2023-09-22,40.6069
2023-09-23,40.6069
2023-09-24,40.6069
2023-09-25,41.742
2023-09-26,40.696
2023-09-27,39.745
2023-09-28,40.5435
2023-09-29,40.5435
2023-09-30,40.5435
2023-10-01,40.5435
2023-10-02,39.7199
2023-10-03,38.93
2023-10-04,40.3756
2023-10-05,44.3021
2023-10-06,43.0368
2023-10-07,43.0368
2023-10-08,43.0368
2023-10-09,44.4382
2023-10-10,44.9585
2023-10-11,44.6921
2023-10-12,43.0111
2023-10-13,40.0475
2023-10-14,40.0475
2023-10-15,40.0475
2023-10-16,42.7002
2023-10-17,48.2294
2023-10-18,44.5116
2023-10-19,45.6394
2023-10-20,43.3601
2023-10-21,43.3601
2023-10-22,43.3601
2023-10-23,44.7168
2023-10-24,43.9713
2023-10-25,46.2529
2023-10-26,47.9322
2023-10-27,47.0629
2023-10-28,47.0629
2023-10-29,47.0629
2023-10-30,50.168
2023-10-31,51.0934
2023-11-01,50.2283
2023-11-02,55.071
2023-11-03,58.5158
2023-11-04,58.5158
2023-11-05,58.5158
2023-11-06,57.0086
2023-11-07,54.7538
2023-11-08,53.467
2023-11-09,51.1359
2023-11-10,52.3955
2023-11-11,52.3955
2023-11-12,52.3955
2023-11-13,52.1427
2023-11-14,61.2757
2023-11-15,58.1477
2023-11-16,55.5557
2023-11-17,56.9095
2023-11-18,56.9095
2023-11-19,56.9095
2023-11-20,55.4991
2023-11-21,52.7923
2023-11-22,53.4499
2023-11-23,53.4499
2023-11-24,55.357
2023-11-25,55.357
2023-11-26,55.357
2023-11-27,52.0607
2023-11-28,51.2461
2023-11-29,53.1651
2023-11-30,50.6689
2023-12-01,56.3958
2023-12-02,56.3958
2023-12-03,56.3958
2023-12-04,58.0864
2023-12-05,57.2098
2023-12-06,55.7258
2023-12-07,57.2679
2023-12-08,58.1948
2023-12-09,58.1948
2023-12-10,58.1948
2023-12-11,58.5629
2023-12-12,58.0068
2023-12-13,65.2873
2023-12-14,66.7936
2023-12-15,62.5797
2023-12-16,62.5797
2023-12-17,62.5797
2023-12-18,62.7896
2023-12-19,64.7057
2023-12-20,62.6424
2023-12-21,63.8639
2023-12-22,64.9494
2023-12-23,64.9494
2023-12-24,64.9494
2023-12-25,64.9494
2023-12-26,66.0731
2023-12-27,66.2939
2023-12-28,66.266
2023-12-29,61.2992
2023-12-30,61.2992
2023-12-31,61.2992
2024-01-01,61.2992
2024-01-02,62.4634
2024-01-03,57.7744
2024-01-04,57.893
2024-01-05,57.3455
2024-01-06,57.3455
2024-01-07,57.3455
2024-01-08,57.6338
2024-01-09,55.1744
2024-01-10,56.2166
2024-01-11,54.4083
2024-01-12,53.8425
2024-01-13,53.8425
2024-01-14,53.8425
2024-01-15,53.8425
2024-01-16,49.6786
2024-01-17,50.7325
2024-01-18,51.7158
2024-01-19,53.0362
2024-01-20,53.0362
2024-01-21,53.0362
2024-01-22,57.6421
2024-01-23,51.5034
2024-01-24,48.6125
2024-01-25,49.4221
2024-01-26,49.2727
2024-01-27,49.2727
2024-01-28,49.2727
2024-01-29,48.7204
2024-01-30,49.7057
2024-01-31,44.4739
2024-02-01,44.1259
2024-02-02,43.7382
2024-02-03,43.7382
2024-02-04,43.7382
2024-02-05,42.4793
2024-02-06,42.1114
2024-02-07,41.1399
2024-02-08,41.763
2024-02-09,43.1283
2024-02-10,43.1283
2024-02-11,43.1283
2024-02-12,45.7151
2024-02-13,41.512
2024-02-14,44.0301
2024-02-15,47.3616
2024-02-16,45.7614
2024-02-17,45.7614
2024-02-18,45.7614
2024-02-19,45.7614
2024-02-20,44.8916
2024-02-21,44.857
2024-02-22,44.1705
2024-02-23,43.7091
2024-02-24,43.7091
2024-02-25,43.7091
2024-02-26,44.104
2024-02-27,44.2468
2024-02-28,45.5656
2024-02-29,48.0171
2024-03-01,46.8435
2024-03-02,46.8435
2024-03-03,46.8435
2024-03-04,46.0671
2024-03-05,48.4625
2024-03-06,48.9858
2024-03-07,49.5162
2024-03-08,48.8537
2024-03-09,48.8537
2024-03-10,48.8537
2024-03-11,49.2894
2024-03-12,47.0771
2024-03-13,47.559
2024-03-14,44.3283
2024-03-15,47.4911
2024-03-16,47.4911
2024-03-17,47.4911
2024-03-18,46.0519
2024-03-19,46.8722
2024-03-20,50.7025
2024-03-21,51.3261
2024-03-22,49.7452
2024-03-23,49.7452
2024-03-24,49.7452
2024-03-25,50.0262
2024-03-26,48.7342
2024-03-27,53.2738
2024-03-28,54.8655
2024-03-29,54.8655
2024-03-30,54.8655
2024-03-31,54.8655
2024-04-01,51.0965
2024-04-02,49.6198
2024-04-03,49.2681
2024-04-04,50.3601
2024-04-05,49.9201
2024-04-06,49.9201
2024-04-07,49.9201
2024-04-08,51.467
