,MANH US Equity
2023-03-20,58.121
2023-03-21,58.9807
2023-03-22,56.0595
2023-03-23,57.578
2023-03-24,58.2366
2023-03-25,58.2366
2023-03-26,58.2366
2023-03-27,58.9617
2023-03-28,59.3453
2023-03-29,60.4697
2023-03-30,61.66
2023-03-31,63.6062
2023-04-01,63.6062
2023-04-02,63.6062
2023-04-03,64.7682
2023-04-04,62.832
2023-04-05,60.4478
2023-04-06,60.987
2023-04-07,60.987
2023-04-08,60.987
2023-04-09,60.987
2023-04-10,62.2093
2023-04-11,59.3891
2023-04-12,59.5547
2023-04-13,61.6782
2023-04-14,62.0137
2023-04-15,62.0137
2023-04-16,62.0137
2023-04-17,62.6188
2023-04-18,63.0393
2023-04-19,63.1871
2023-04-20,60.9686
2023-04-21,62.9199
2023-04-22,62.9199
2023-04-23,62.9199
2023-04-24,59.2772
2023-04-25,55.8859
2023-04-26,64.7423
2023-04-27,66.3154
2023-04-28,63.361
2023-04-29,63.361
2023-04-30,63.361
2023-05-01,65.2442
2023-05-02,63.7253
2023-05-03,63.6663
2023-05-04,64.1016
2023-05-05,64.4609
2023-05-06,64.4609
2023-05-07,64.4609
2023-05-08,64.8019
2023-05-09,64.1542
2023-05-10,65.8137
2023-05-11,64.6292
2023-05-12,65.9451
2023-05-13,65.9451
2023-05-14,65.9451
2023-05-15,65.2941
2023-05-16,63.8078
2023-05-17,64.6091
2023-05-18,67.0484
2023-05-19,67.5355
2023-05-20,67.5355
2023-05-21,67.5355
2023-05-22,67.996
2023-05-23,61.8469
2023-05-24,63.2732
2023-05-25,63.9486
2023-05-26,65.9962
2023-05-27,65.9962
2023-05-28,65.9962
2023-05-29,65.9962
2023-05-30,65.7722
2023-05-31,67.134
2023-06-01,68.2471
2023-06-02,69.3323
2023-06-03,69.3323
2023-06-04,69.3323
2023-06-05,68.7694
2023-06-06,68.4149
2023-06-07,66.6378
2023-06-08,67.9732
2023-06-09,68.1549
2023-06-10,68.1549
2023-06-11,68.1549
2023-06-12,70.4743
2023-06-13,71.1346
2023-06-14,71.6448
2023-06-15,72.4269
2023-06-16,69.9202
2023-06-17,69.9202
2023-06-18,69.9202
2023-06-19,69.9202
2023-06-20,69.0913
2023-06-21,67.211
2023-06-22,67.6415
2023-06-23,64.505
2023-06-24,64.505
2023-06-25,64.505
2023-06-26,62.4082
2023-06-27,64.8666
2023-06-28,66.1577
2023-06-29,68.1441
2023-06-30,70.6686
2023-07-01,70.6686
2023-07-02,70.6686
2023-07-03,67.3132
2023-07-04,67.3132
2023-07-05,64.4139
2023-07-06,63.1094
2023-07-07,62.3281
2023-07-08,62.3281
2023-07-09,62.3281
2023-07-10,64.074
2023-07-11,65.3166
2023-07-12,66.0616
2023-07-13,66.7652
2023-07-14,67.4121
2023-07-15,67.4121
2023-07-16,67.4121
2023-07-17,69.357
2023-07-18,69.9508
2023-07-19,71.1388
2023-07-20,66.9158
2023-07-21,56.8684
2023-07-22,56.8684
2023-07-23,56.8684
2023-07-24,55.3655
2023-07-25,56.1317
2023-07-26,52.2357
2023-07-27,51.9269
2023-07-28,50.6342
2023-07-29,50.6342
2023-07-30,50.6342
2023-07-31,53.6371
2023-08-01,54.3012
2023-08-02,51.5227
2023-08-03,51.3686
2023-08-04,50.5632
2023-08-05,50.5632
2023-08-06,50.5632
2023-08-07,52.3202
2023-08-08,49.6669
2023-08-09,49.0987
2023-08-10,50.4056
2023-08-11,53.8959
2023-08-12,53.8959
2023-08-13,53.8959
2023-08-14,54.5219
2023-08-15,53.5935
2023-08-16,52.4448
2023-08-17,48.7846
2023-08-18,49.3639
2023-08-19,49.3639
2023-08-20,49.3639
2023-08-21,50.276
2023-08-22,52.649
2023-08-23,55.5537
2023-08-24,52.0432
2023-08-25,53.7046
2023-08-26,53.7046
2023-08-27,53.7046
2023-08-28,54.6817
2023-08-29,58.7786
2023-08-30,60.384
2023-08-31,59.8361
2023-09-01,58.6338
2023-09-02,58.6338
2023-09-03,58.6338
2023-09-04,58.6338
2023-09-05,57.514
2023-09-06,58.2276
2023-09-07,57.8257
2023-09-08,57.754
2023-09-09,57.754
2023-09-10,57.754
2023-09-11,59.395
2023-09-12,55.9512
2023-09-13,56.2908
2023-09-14,58.4387
2023-09-15,54.9877
2023-09-16,54.9877
2023-09-17,54.9877
2023-09-18,57.0099
2023-09-19,57.3765
2023-09-20,57.508
2023-09-21,49.8949
2023-09-22,50.7971
2023-09-23,50.7971
2023-09-24,50.7971
2023-09-25,51.855
2023-09-26,49.8715
2023-09-27,51.1738
2023-09-28,52.6357
2023-09-29,52.9771
2023-09-30,52.9771
2023-10-01,52.9771
2023-10-02,53.8205
2023-10-03,50.8858
2023-10-04,53.8256
2023-10-05,53.9407
2023-10-06,58.5574
2023-10-07,58.5574
2023-10-08,58.5574
2023-10-09,59.3386
2023-10-10,60.1836
2023-10-11,60.0092
2023-10-12,56.0068
2023-10-13,52.7775
2023-10-14,52.7775
2023-10-15,52.7775
2023-10-16,55.3763
2023-10-17,56.7475
2023-10-18,52.8947
2023-10-19,49.3497
2023-10-20,45.9181
2023-10-21,45.9181
2023-10-22,45.9181
2023-10-23,42.7183
2023-10-24,46.0483
2023-10-25,48.1434
2023-10-26,47.5181
2023-10-27,45.6717
2023-10-28,45.6717
2023-10-29,45.6717
2023-10-30,46.1575
2023-10-31,49.62
2023-11-01,51.4058
2023-11-02,52.9087
2023-11-03,56.9044
2023-11-04,56.9044
2023-11-05,56.9044
2023-11-06,56.9471
2023-11-07,58.2492
2023-11-08,58.3206
2023-11-09,55.0673
2023-11-10,58.6534
2023-11-11,58.6534
2023-11-12,58.6534
2023-11-13,58.4355
2023-11-14,61.679
2023-11-15,61.5596
2023-11-16,61.5048
2023-11-17,61.773
2023-11-18,61.773
2023-11-19,61.773
2023-11-20,62.0243
2023-11-21,62.4212
2023-11-22,61.4362
2023-11-23,61.4362
2023-11-24,61.9846
2023-11-25,61.9846
2023-11-26,61.9846
2023-11-27,62.6924
2023-11-28,62.7217
2023-11-29,61.834
2023-11-30,61.3594
2023-12-01,63.8552
2023-12-02,63.8552
2023-12-03,63.8552
2023-12-04,63.7066
2023-12-05,63.1965
2023-12-06,60.9812
2023-12-07,59.2119
2023-12-08,58.4624
2023-12-09,58.4624
2023-12-10,58.4624
2023-12-11,58.9812
2023-12-12,60.2912
2023-12-13,60.2972
2023-12-14,52.944
2023-12-15,51.6439
2023-12-16,51.6439
2023-12-17,51.6439
2023-12-18,54.5006
2023-12-19,56.569
2023-12-20,53.6091
2023-12-21,54.7656
2023-12-22,54.9941
2023-12-23,54.9941
2023-12-24,54.9941
2023-12-25,54.9941
2023-12-26,54.3191
2023-12-27,52.1522
2023-12-28,52.248
2023-12-29,51.2919
2023-12-30,51.2919
2023-12-31,51.2919
2024-01-01,51.2919
2024-01-02,45.4532
2024-01-03,44.04
2024-01-04,41.8065
2024-01-05,41.1373
2024-01-06,41.1373
2024-01-07,41.1373
2024-01-08,43.3872
2024-01-09,44.7229
2024-01-10,46.9873
2024-01-11,46.9946
2024-01-12,49.5094
2024-01-13,49.5094
2024-01-14,49.5094
2024-01-15,49.5094
2024-01-16,53.2101
2024-01-17,53.4105
2024-01-18,54.0531
2024-01-19,56.4175
2024-01-20,56.4175
2024-01-21,56.4175
2024-01-22,58.1465
2024-01-23,56.8775
2024-01-24,55.6218
2024-01-25,53.4588
2024-01-26,54.4047
2024-01-27,54.4047
2024-01-28,54.4047
2024-01-29,58.0735
2024-01-30,56.4414
2024-01-31,65.2959
2024-02-01,67.6538
2024-02-02,68.166
2024-02-03,68.166
2024-02-04,68.166
2024-02-05,67.1256
2024-02-06,65.9224
2024-02-07,64.6068
2024-02-08,65.1256
2024-02-09,66.4963
2024-02-10,66.4963
2024-02-11,66.4963
2024-02-12,62.9861
2024-02-13,62.9945
2024-02-14,64.2844
2024-02-15,63.2377
2024-02-16,60.6196
2024-02-17,60.6196
2024-02-18,60.6196
2024-02-19,60.6196
2024-02-20,59.9544
2024-02-21,59.0179
2024-02-22,62.1728
2024-02-23,62.4447
2024-02-24,62.4447
2024-02-25,62.4447
2024-02-26,62.9817
2024-02-27,63.1557
2024-02-28,64.7526
2024-02-29,64.1996
2024-03-01,65.7225
2024-03-02,65.7225
2024-03-03,65.7225
2024-03-04,64.5922
2024-03-05,62.1062
2024-03-06,63.2676
2024-03-07,67.9765
2024-03-08,61.7758
2024-03-09,61.7758
2024-03-10,61.7758
2024-03-11,60.4386
2024-03-12,60.7419
2024-03-13,57.7422
2024-03-14,57.0968
2024-03-15,54.7727
2024-03-16,54.7727
2024-03-17,54.7727
2024-03-18,54.7727
2024-03-19,55.0925
2024-03-20,56.9505
2024-03-21,57.8574
2024-03-22,56.4206
2024-03-23,56.4206
2024-03-24,56.4206
2024-03-25,54.8423
2024-03-26,55.4345
2024-03-27,55.5191
2024-03-28,55.8084
2024-03-29,55.8084
2024-03-30,55.8084
2024-03-31,55.8084
2024-04-01,53.9501
2024-04-02,50.6066
2024-04-03,49.9157
2024-04-04,50.135
2024-04-05,51.1275
2024-04-06,51.1275
2024-04-07,51.1275
2024-04-08,50.4814
