,UTL US Equity
2023-03-22,51.6889
2023-03-23,49.5535
2023-03-24,54.0956
2023-03-25,54.0956
2023-03-26,54.0956
2023-03-27,54.4145
2023-03-28,55.416
2023-03-29,56.1337
2023-03-30,56.813
2023-03-31,58.0195
2023-04-01,58.0195
2023-04-02,58.0195
2023-04-03,58.5885
2023-04-04,59.737
2023-04-05,62.7276
2023-04-06,63.258
2023-04-07,63.258
2023-04-08,63.258
2023-04-09,63.258
2023-04-10,59.767
2023-04-11,58.9732
2023-04-12,60.4533
2023-04-13,59.2497
2023-04-14,57.0368
2023-04-15,57.0368
2023-04-16,57.0368
2023-04-17,57.5231
2023-04-18,55.8078
2023-04-19,56.8432
2023-04-20,58.3274
2023-04-21,58.2986
2023-04-22,58.2986
2023-04-23,58.2986
2023-04-24,58.4683
2023-04-25,58.9651
2023-04-26,57.4506
2023-04-27,56.5913
2023-04-28,49.3156
2023-04-29,49.3156
2023-04-30,49.3156
2023-05-01,50.0618
2023-05-02,48.9679
2023-05-03,48.7425
2023-05-04,50.294
2023-05-05,52.2454
2023-05-06,52.2454
2023-05-07,52.2454
2023-05-08,52.8669
2023-05-09,52.9429
2023-05-10,54.8995
2023-05-11,54.36
2023-05-12,54.4115
2023-05-13,54.4115
2023-05-14,54.4115
2023-05-15,52.8429
2023-05-16,51.2685
2023-05-17,50.9964
2023-05-18,49.9903
2023-05-19,48.1728
2023-05-20,48.1728
2023-05-21,48.1728
2023-05-22,47.384
2023-05-23,48.8599
2023-05-24,45.7977
2023-05-25,44.1244
2023-05-26,42.9207
2023-05-27,42.9207
2023-05-28,42.9207
2023-05-29,42.9207
2023-05-30,40.44
2023-05-31,42.1017
2023-06-01,40.3546
2023-06-02,46.1642
2023-06-03,46.1642
2023-06-04,46.1642
2023-06-05,43.2283
2023-06-06,45.3502
2023-06-07,49.2728
2023-06-08,48.3259
2023-06-09,46.9981
2023-06-10,46.9981
2023-06-11,46.9981
2023-06-12,46.1719
2023-06-13,45.1101
2023-06-14,45.9574
2023-06-15,45.4568
2023-06-16,46.8055
2023-06-17,46.8055
2023-06-18,46.8055
2023-06-19,46.8055
2023-06-20,46.7789
2023-06-21,48.1205
2023-06-22,47.17
2023-06-23,41.1376
2023-06-24,41.1376
2023-06-25,41.1376
2023-06-26,41.9248
2023-06-27,42.3713
2023-06-28,40.3758
2023-06-29,40.3532
2023-06-30,40.3298
2023-07-01,40.3298
2023-07-02,40.3298
2023-07-03,40.9309
2023-07-04,40.9309
2023-07-05,40.0712
2023-07-06,39.9225
2023-07-07,38.637
2023-07-08,38.637
2023-07-09,38.637
2023-07-10,37.9562
2023-07-11,38.7142
2023-07-12,42.1762
2023-07-13,44.7929
2023-07-14,45.6983
2023-07-15,45.6983
2023-07-16,45.6983
2023-07-17,44.115
2023-07-18,43.9147
2023-07-19,45.4521
2023-07-20,50.9196
2023-07-21,51.4082
2023-07-22,51.4082
2023-07-23,51.4082
2023-07-24,52.117
2023-07-25,50.3019
2023-07-26,50.5287
2023-07-27,47.1567
2023-07-28,47.1567
2023-07-29,47.1567
2023-07-30,47.1567
2023-07-31,47.125
2023-08-01,42.2148
2023-08-02,42.4747
2023-08-03,40.1779
2023-08-04,41.6949
2023-08-05,41.6949
2023-08-06,41.6949
2023-08-07,43.9376
2023-08-08,42.5229
2023-08-09,43.5551
2023-08-10,42.5391
2023-08-11,43.4374
2023-08-12,43.4374
2023-08-13,43.4374
2023-08-14,41.441
2023-08-15,39.663
2023-08-16,41.6637
2023-08-17,42.5524
2023-08-18,43.9729
2023-08-19,43.9729
2023-08-20,43.9729
2023-08-21,40.017
2023-08-22,39.5791
2023-08-23,38.9565
2023-08-24,37.9781
2023-08-25,37.3398
2023-08-26,37.3398
2023-08-27,37.3398
2023-08-28,38.6204
2023-08-29,40.7499
2023-08-30,44.2421
2023-08-31,44.2803
2023-09-01,44.9817
2023-09-02,44.9817
2023-09-03,44.9817
2023-09-04,44.9817
2023-09-05,42.232
2023-09-06,42.1432
2023-09-07,38.2834
2023-09-08,37.3169
2023-09-09,37.3169
2023-09-10,37.3169
2023-09-11,36.6865
2023-09-12,36.819
2023-09-13,40.5511
2023-09-14,42.8782
2023-09-15,41.2095
2023-09-16,41.2095
2023-09-17,41.2095
2023-09-18,43.1814
2023-09-19,42.3008
2023-09-20,41.0311
2023-09-21,40.8868
2023-09-22,39.3139
2023-09-23,39.3139
2023-09-24,39.3139
2023-09-25,37.6781
2023-09-26,34.4188
2023-09-27,33.7103
2023-09-28,32.2908
2023-09-29,31.1665
2023-09-30,31.1665
2023-10-01,31.1665
2023-10-02,30.3417
2023-10-03,33.0013
2023-10-04,36.4628
2023-10-05,39.3401
2023-10-06,40.7093
2023-10-07,40.7093
2023-10-08,40.7093
2023-10-09,44.1732
2023-10-10,44.2094
2023-10-11,46.1625
2023-10-12,44.7229
2023-10-13,43.81
2023-10-14,43.81
2023-10-15,43.81
2023-10-16,47.9902
2023-10-17,47.3418
2023-10-18,47.0288
2023-10-19,47.1733
2023-10-20,43.8617
2023-10-21,43.8617
2023-10-22,43.8617
2023-10-23,42.4778
2023-10-24,47.1496
2023-10-25,50.388
2023-10-26,51.5733
2023-10-27,46.5841
2023-10-28,46.5841
2023-10-29,46.5841
2023-10-30,46.961
2023-10-31,46.2299
2023-11-01,46.6266
2023-11-02,50.2056
2023-11-03,51.7747
2023-11-04,51.7747
2023-11-05,51.7747
2023-11-06,51.7111
2023-11-07,55.0529
2023-11-08,53.3552
2023-11-09,53.3838
2023-11-10,53.7941
2023-11-11,53.7941
2023-11-12,53.7941
2023-11-13,51.7084
2023-11-14,58.2674
2023-11-15,56.8748
2023-11-16,56.6746
2023-11-17,57.626
2023-11-18,57.626
2023-11-19,57.626
2023-11-20,56.5838
2023-11-21,56.3028
2023-11-22,58.2077
2023-11-23,58.2077
2023-11-24,58.6801
2023-11-25,58.6801
2023-11-26,58.6801
2023-11-27,56.6203
2023-11-28,54.7734
2023-11-29,52.4586
2023-11-30,53.1216
2023-12-01,55.6245
2023-12-02,55.6245
2023-12-03,55.6245
2023-12-04,57.6377
2023-12-05,57.6377
2023-12-06,58.8
2023-12-07,59.5477
2023-12-08,60.5527
2023-12-09,60.5527
2023-12-10,60.5527
2023-12-11,61.0532
2023-12-12,59.7328
2023-12-13,64.4327
2023-12-14,62.4383
2023-12-15,55.8563
2023-12-16,55.8563
2023-12-17,55.8563
2023-12-18,58.0681
2023-12-19,58.7172
2023-12-20,56.8622
2023-12-21,57.4189
2023-12-22,58.8182
2023-12-23,58.8182
2023-12-24,58.8182
2023-12-25,58.8182
2023-12-26,60.4738
2023-12-27,61.3133
2023-12-28,60.1388
2023-12-29,59.6219
2023-12-30,59.6219
2023-12-31,59.6219
2024-01-01,59.6219
2024-01-02,61.4578
2024-01-03,61.304
2024-01-04,59.8705
2024-01-05,56.6134
2024-01-06,56.6134
2024-01-07,56.6134
2024-01-08,57.1883
2024-01-09,55.3457
2024-01-10,51.7915
2024-01-11,47.7995
2024-01-12,48.6982
2024-01-13,48.6982
2024-01-14,48.6982
2024-01-15,48.6982
2024-01-16,44.1684
2024-01-17,44.0415
2024-01-18,46.7024
2024-01-19,46.1885
2024-01-20,46.1885
2024-01-21,46.1885
2024-01-22,47.9354
2024-01-23,46.7577
2024-01-24,44.962
2024-01-25,46.5701
2024-01-26,47.9545
2024-01-27,47.9545
2024-01-28,47.9545
2024-01-29,48.7352
2024-01-30,47.9611
2024-01-31,43.8846
2024-02-01,50.567
2024-02-02,48.5048
2024-02-03,48.5048
2024-02-04,48.5048
2024-02-05,46.1105
2024-02-06,45.7938
2024-02-07,46.7254
2024-02-08,46.2882
2024-02-09,47.8039
2024-02-10,47.8039
2024-02-11,47.8039
2024-02-12,51.4707
2024-02-13,46.9716
2024-02-14,50.1591
2024-02-15,54.5595
2024-02-16,54.2726
2024-02-17,54.2726
2024-02-18,54.2726
2024-02-19,54.2726
2024-02-20,52.4812
2024-02-21,53.5613
2024-02-22,52.8736
2024-02-23,53.5616
2024-02-24,53.5616
2024-02-25,53.5616
2024-02-26,52.6028
2024-02-27,53.0991
2024-02-28,52.1112
2024-02-29,54.3694
2024-03-01,56.1746
2024-03-02,56.1746
2024-03-03,56.1746
2024-03-04,57.9194
2024-03-05,58.1211
2024-03-06,55.7863
2024-03-07,57.8161
2024-03-08,56.5048
2024-03-09,56.5048
2024-03-10,56.5048
2024-03-11,55.565
2024-03-12,53.948
2024-03-13,54.7551
2024-03-14,51.7913
2024-03-15,52.2938
2024-03-16,52.2938
2024-03-17,52.2938
2024-03-18,51.8524
2024-03-19,52.2417
2024-03-20,53.8942
2024-03-21,55.6917
2024-03-22,52.959
2024-03-23,52.959
2024-03-24,52.959
2024-03-25,51.6923
2024-03-26,51.1499
2024-03-27,54.0849
2024-03-28,55.5699
2024-03-29,55.5699
2024-03-30,55.5699
2024-03-31,55.5699
2024-04-01,53.558
2024-04-02,52.7553
2024-04-03,51.6164
2024-04-04,50.3107
2024-04-05,49.6758
2024-04-06,49.6758
2024-04-07,49.6758
2024-04-08,50.7474
