,MYL US Equity
2023-03-12,52.9513
2023-03-13,52.9513
2023-03-14,52.9513
2023-03-15,52.9513
2023-03-16,52.9513
2023-03-17,52.9513
2023-03-18,52.9513
2023-03-19,52.9513
2023-03-20,52.9513
2023-03-21,52.9513
2023-03-22,52.9513
2023-03-23,52.9513
2023-03-24,52.9513
2023-03-25,52.9513
2023-03-26,52.9513
2023-03-27,52.9513
2023-03-28,52.9513
2023-03-29,52.9513
2023-03-30,52.9513
2023-03-31,52.9513
2023-04-01,52.9513
2023-04-02,52.9513
2023-04-03,52.9513
2023-04-04,52.9513
2023-04-05,52.9513
2023-04-06,52.9513
2023-04-07,52.9513
2023-04-08,52.9513
2023-04-09,52.9513
2023-04-10,52.9513
2023-04-11,52.9513
2023-04-12,52.9513
2023-04-13,52.9513
2023-04-14,52.9513
2023-04-15,52.9513
2023-04-16,52.9513
2023-04-17,52.9513
2023-04-18,52.9513
2023-04-19,52.9513
2023-04-20,52.9513
2023-04-21,52.9513
2023-04-22,52.9513
2023-04-23,52.9513
2023-04-24,52.9513
2023-04-25,52.9513
2023-04-26,52.9513
2023-04-27,52.9513
2023-04-28,52.9513
2023-04-29,52.9513
2023-04-30,52.9513
2023-05-01,52.9513
2023-05-02,52.9513
2023-05-03,52.9513
2023-05-04,52.9513
2023-05-05,52.9513
2023-05-06,52.9513
2023-05-07,52.9513
2023-05-08,52.9513
2023-05-09,52.9513
2023-05-10,52.9513
2023-05-11,52.9513
2023-05-12,52.9513
2023-05-13,52.9513
2023-05-14,52.9513
2023-05-15,52.9513
2023-05-16,52.9513
2023-05-17,52.9513
2023-05-18,52.9513
2023-05-19,52.9513
2023-05-20,52.9513
2023-05-21,52.9513
2023-05-22,52.9513
2023-05-23,52.9513
2023-05-24,52.9513
2023-05-25,52.9513
2023-05-26,52.9513
2023-05-27,52.9513
2023-05-28,52.9513
2023-05-29,52.9513
2023-05-30,52.9513
2023-05-31,52.9513
2023-06-01,52.9513
2023-06-02,52.9513
2023-06-03,52.9513
2023-06-04,52.9513
2023-06-05,52.9513
2023-06-06,52.9513
2023-06-07,52.9513
2023-06-08,52.9513
2023-06-09,52.9513
2023-06-10,52.9513
2023-06-11,52.9513
2023-06-12,52.9513
2023-06-13,52.9513
2023-06-14,52.9513
2023-06-15,52.9513
2023-06-16,52.9513
2023-06-17,52.9513
2023-06-18,52.9513
2023-06-19,52.9513
2023-06-20,52.9513
2023-06-21,52.9513
2023-06-22,52.9513
2023-06-23,52.9513
2023-06-24,52.9513
2023-06-25,52.9513
2023-06-26,52.9513
2023-06-27,52.9513
2023-06-28,52.9513
2023-06-29,52.9513
2023-06-30,52.9513
2023-07-01,52.9513
2023-07-02,52.9513
2023-07-03,52.9513
2023-07-04,52.9513
2023-07-05,52.9513
2023-07-06,52.9513
2023-07-07,52.9513
2023-07-08,52.9513
2023-07-09,52.9513
2023-07-10,52.9513
2023-07-11,52.9513
2023-07-12,52.9513
2023-07-13,52.9513
2023-07-14,52.9513
2023-07-15,52.9513
2023-07-16,52.9513
2023-07-17,52.9513
2023-07-18,52.9513
2023-07-19,52.9513
2023-07-20,52.9513
2023-07-21,52.9513
2023-07-22,52.9513
2023-07-23,52.9513
2023-07-24,52.9513
2023-07-25,52.9513
2023-07-26,52.9513
2023-07-27,52.9513
2023-07-28,52.9513
2023-07-29,52.9513
2023-07-30,52.9513
2023-07-31,52.9513
2023-08-01,52.9513
2023-08-02,52.9513
2023-08-03,52.9513
2023-08-04,52.9513
2023-08-05,52.9513
2023-08-06,52.9513
2023-08-07,52.9513
2023-08-08,52.9513
2023-08-09,52.9513
2023-08-10,52.9513
2023-08-11,52.9513
2023-08-12,52.9513
2023-08-13,52.9513
2023-08-14,52.9513
2023-08-15,52.9513
2023-08-16,52.9513
2023-08-17,52.9513
2023-08-18,52.9513
2023-08-19,52.9513
2023-08-20,52.9513
2023-08-21,52.9513
2023-08-22,52.9513
2023-08-23,52.9513
2023-08-24,52.9513
2023-08-25,52.9513
2023-08-26,52.9513
2023-08-27,52.9513
2023-08-28,52.9513
2023-08-29,52.9513
2023-08-30,52.9513
2023-08-31,52.9513
2023-09-01,52.9513
2023-09-02,52.9513
2023-09-03,52.9513
2023-09-04,52.9513
2023-09-05,52.9513
2023-09-06,52.9513
2023-09-07,52.9513
2023-09-08,52.9513
2023-09-09,52.9513
2023-09-10,52.9513
2023-09-11,52.9513
2023-09-12,52.9513
2023-09-13,52.9513
2023-09-14,52.9513
2023-09-15,52.9513
2023-09-16,52.9513
2023-09-17,52.9513
2023-09-18,52.9513
2023-09-19,52.9513
2023-09-20,52.9513
2023-09-21,52.9513
2023-09-22,52.9513
2023-09-23,52.9513
2023-09-24,52.9513
2023-09-25,52.9513
2023-09-26,52.9513
2023-09-27,52.9513
2023-09-28,52.9513
2023-09-29,52.9513
2023-09-30,52.9513
2023-10-01,52.9513
2023-10-02,52.9513
2023-10-03,52.9513
2023-10-04,52.9513
2023-10-05,52.9513
2023-10-06,52.9513
2023-10-07,52.9513
2023-10-08,52.9513
2023-10-09,52.9513
2023-10-10,52.9513
2023-10-11,52.9513
2023-10-12,52.9513
2023-10-13,52.9513
2023-10-14,52.9513
2023-10-15,52.9513
2023-10-16,52.9513
2023-10-17,52.9513
2023-10-18,52.9513
2023-10-19,52.9513
2023-10-20,52.9513
2023-10-21,52.9513
2023-10-22,52.9513
2023-10-23,52.9513
2023-10-24,52.9513
2023-10-25,52.9513
2023-10-26,52.9513
2023-10-27,52.9513
2023-10-28,52.9513
2023-10-29,52.9513
2023-10-30,52.9513
2023-10-31,52.9513
2023-11-01,52.9513
2023-11-02,52.9513
2023-11-03,52.9513
2023-11-04,52.9513
2023-11-05,52.9513
2023-11-06,52.9513
2023-11-07,52.9513
2023-11-08,52.9513
2023-11-09,52.9513
2023-11-10,52.9513
2023-11-11,52.9513
2023-11-12,52.9513
2023-11-13,52.9513
2023-11-14,52.9513
2023-11-15,52.9513
2023-11-16,52.9513
2023-11-17,52.9513
2023-11-18,52.9513
2023-11-19,52.9513
2023-11-20,52.9513
2023-11-21,52.9513
2023-11-22,52.9513
2023-11-23,52.9513
2023-11-24,52.9513
2023-11-25,52.9513
2023-11-26,52.9513
2023-11-27,52.9513
2023-11-28,52.9513
2023-11-29,52.9513
2023-11-30,52.9513
2023-12-01,52.9513
2023-12-02,52.9513
2023-12-03,52.9513
2023-12-04,52.9513
2023-12-05,52.9513
2023-12-06,52.9513
2023-12-07,52.9513
2023-12-08,52.9513
2023-12-09,52.9513
2023-12-10,52.9513
2023-12-11,52.9513
2023-12-12,52.9513
2023-12-13,52.9513
2023-12-14,52.9513
2023-12-15,52.9513
2023-12-16,52.9513
2023-12-17,52.9513
2023-12-18,52.9513
2023-12-19,52.9513
2023-12-20,52.9513
2023-12-21,52.9513
2023-12-22,52.9513
2023-12-23,52.9513
2023-12-24,52.9513
2023-12-25,52.9513
2023-12-26,52.9513
2023-12-27,52.9513
2023-12-28,52.9513
2023-12-29,52.9513
2023-12-30,52.9513
2023-12-31,52.9513
2024-01-01,52.9513
2024-01-02,52.9513
2024-01-03,52.9513
2024-01-04,52.9513
2024-01-05,52.9513
2024-01-06,52.9513
2024-01-07,52.9513
2024-01-08,52.9513
2024-01-09,52.9513
2024-01-10,52.9513
2024-01-11,52.9513
2024-01-12,52.9513
2024-01-13,52.9513
2024-01-14,52.9513
2024-01-15,52.9513
2024-01-16,52.9513
2024-01-17,52.9513
2024-01-18,52.9513
2024-01-19,52.9513
2024-01-20,52.9513
2024-01-21,52.9513
2024-01-22,52.9513
2024-01-23,52.9513
2024-01-24,52.9513
2024-01-25,52.9513
2024-01-26,52.9513
2024-01-27,52.9513
2024-01-28,52.9513
2024-01-29,52.9513
2024-01-30,52.9513
2024-01-31,52.9513
2024-02-01,52.9513
2024-02-02,52.9513
2024-02-03,52.9513
2024-02-04,52.9513
2024-02-05,52.9513
2024-02-06,52.9513
2024-02-07,52.9513
2024-02-08,52.9513
2024-02-09,52.9513
2024-02-10,52.9513
2024-02-11,52.9513
2024-02-12,52.9513
2024-02-13,52.9513
2024-02-14,52.9513
2024-02-15,52.9513
2024-02-16,52.9513
2024-02-17,52.9513
2024-02-18,52.9513
2024-02-19,52.9513
2024-02-20,52.9513
2024-02-21,52.9513
2024-02-22,52.9513
2024-02-23,52.9513
2024-02-24,52.9513
2024-02-25,52.9513
2024-02-26,52.9513
2024-02-27,52.9513
2024-02-28,52.9513
2024-02-29,52.9513
2024-03-01,52.9513
2024-03-02,52.9513
2024-03-03,52.9513
2024-03-04,52.9513
2024-03-05,52.9513
2024-03-06,52.9513
2024-03-07,52.9513
2024-03-08,52.9513
2024-03-09,52.9513
2024-03-10,52.9513
2024-03-11,52.9513
2024-03-12,52.9513
2024-03-13,52.9513
2024-03-14,52.9513
2024-03-15,52.9513
2024-03-16,52.9513
2024-03-17,52.9513
2024-03-18,52.9513
2024-03-19,52.9513
2024-03-20,52.9513
2024-03-21,52.9513
2024-03-22,52.9513
2024-03-23,52.9513
2024-03-24,52.9513
2024-03-25,52.9513
2024-03-26,52.9513
2024-03-27,52.9513
2024-03-28,52.9513
2024-03-29,52.9513
2024-03-30,52.9513
2024-03-31,52.9513
2024-04-01,52.9513
2024-04-02,52.9513
2024-04-03,52.9513
2024-04-04,52.9513
2024-04-05,52.9513
2024-04-06,52.9513
2024-04-07,52.9513
2024-04-08,52.9513
