,PFS US Equity
2023-03-19,38.2337
2023-03-20,37.6549
2023-03-21,40.1973
2023-03-22,36.6198
2023-03-23,34.7648
2023-03-24,38.4338
2023-03-25,38.4338
2023-03-26,38.4338
2023-03-27,38.741
2023-03-28,38.4236
2023-03-29,38.3424
2023-03-30,36.7354
2023-03-31,37.4138
2023-04-01,37.4138
2023-04-02,37.4138
2023-04-03,36.6018
2023-04-04,34.4369
2023-04-05,33.3087
2023-04-06,35.2208
2023-04-07,35.2208
2023-04-08,35.2208
2023-04-09,35.2208
2023-04-10,36.6135
2023-04-11,35.778
2023-04-12,35.6179
2023-04-13,36.2086
2023-04-14,34.6465
2023-04-15,34.6465
2023-04-16,34.6465
2023-04-17,35.9258
2023-04-18,34.4092
2023-04-19,37.7172
2023-04-20,37.4136
2023-04-21,36.375
2023-04-22,36.375
2023-04-23,36.375
2023-04-24,36.2017
2023-04-25,33.4795
2023-04-26,33.7916
2023-04-27,35.2838
2023-04-28,35.1974
2023-04-29,35.1974
2023-04-30,35.1974
2023-05-01,32.9447
2023-05-02,28.3854
2023-05-03,28.3544
2023-05-04,26.9253
2023-05-05,31.6988
2023-05-06,31.6988
2023-05-07,31.6988
2023-05-08,30.426
2023-05-09,30.2648
2023-05-10,30.0018
2023-05-11,29.8314
2023-05-12,29.7615
2023-05-13,29.7615
2023-05-14,29.7615
2023-05-15,31.7472
2023-05-16,30.6636
2023-05-17,38.9186
2023-05-18,39.8529
2023-05-19,38.4618
2023-05-20,38.4618
2023-05-21,38.4618
2023-05-22,41.6237
2023-05-23,42.9504
2023-05-24,41.7356
2023-05-25,41.4094
2023-05-26,42.5377
2023-05-27,42.5377
2023-05-28,42.5377
2023-05-29,42.5377
2023-05-30,42.2899
2023-05-31,40.2062
2023-06-01,43.3617
2023-06-02,49.7266
2023-06-03,49.7266
2023-06-04,49.7266
2023-06-05,45.8173
2023-06-06,50.5892
2023-06-07,54.069
2023-06-08,53.0418
2023-06-09,52.8933
2023-06-10,52.8933
2023-06-11,52.8933
2023-06-12,52.3375
2023-06-13,54.6671
2023-06-14,51.844
2023-06-15,52.9219
2023-06-16,51.4815
2023-06-17,51.4815
2023-06-18,51.4815
2023-06-19,51.4815
2023-06-20,50.1665
2023-06-21,47.5158
2023-06-22,45.3004
2023-06-23,44.9602
2023-06-24,44.9602
2023-06-25,44.9602
2023-06-26,45.2262
2023-06-27,44.9565
2023-06-28,44.6353
2023-06-29,46.0591
2023-06-30,44.4509
2023-07-01,44.4509
2023-07-02,44.4509
2023-07-03,46.0555
2023-07-04,46.0555
2023-07-05,44.7656
2023-07-06,42.9673
2023-07-07,44.9613
2023-07-08,44.9613
2023-07-09,44.9613
2023-07-10,45.9953
2023-07-11,46.1117
2023-07-12,48.3013
2023-07-13,50.2283
2023-07-14,49.1455
2023-07-15,49.1455
2023-07-16,49.1455
2023-07-17,51.2127
2023-07-18,54.7203
2023-07-19,57.0045
2023-07-20,57.094
2023-07-21,55.422
2023-07-22,55.422
2023-07-23,55.422
2023-07-24,58.182
2023-07-25,57.3391
2023-07-26,59.7111
2023-07-27,58.1305
2023-07-28,58.3934
2023-07-29,58.3934
2023-07-30,58.3934
2023-07-31,54.6648
2023-08-01,55.2281
2023-08-02,52.9047
2023-08-03,53.497
2023-08-04,53.2086
2023-08-05,53.2086
2023-08-06,53.2086
2023-08-07,54.2797
2023-08-08,53.024
2023-08-09,51.7848
2023-08-10,51.7244
2023-08-11,53.5715
2023-08-12,53.5715
2023-08-13,53.5715
2023-08-14,50.8281
2023-08-15,46.3533
2023-08-16,45.0038
2023-08-17,45.7302
2023-08-18,46.7608
2023-08-19,46.7608
2023-08-20,46.7608
2023-08-21,44.993
2023-08-22,44.1301
2023-08-23,44.1301
2023-08-24,44.6646
2023-08-25,43.5862
2023-08-26,43.5862
2023-08-27,43.5862
2023-08-28,45.4263
2023-08-29,46.1664
2023-08-30,45.4705
2023-08-31,44.9449
2023-09-01,47.9203
2023-09-02,47.9203
2023-09-03,47.9203
2023-09-04,47.9203
2023-09-05,44.1332
2023-09-06,43.0142
2023-09-07,43.2975
2023-09-08,43.021
2023-09-09,43.021
2023-09-10,43.021
2023-09-11,41.6452
2023-09-12,42.1049
2023-09-13,41.0457
2023-09-14,45.5225
2023-09-15,44.248
2023-09-16,44.248
2023-09-17,44.248
2023-09-18,42.7836
2023-09-19,42.0091
2023-09-20,41.0752
2023-09-21,40.6898
2023-09-22,39.6991
2023-09-23,39.6991
2023-09-24,39.6991
2023-09-25,39.3686
2023-09-26,38.7019
2023-09-27,40.101
2023-09-28,40.9721
2023-09-29,40.9721
2023-09-30,40.9721
2023-10-01,40.9721
2023-10-02,40.4682
2023-10-03,38.8023
2023-10-04,40.1244
2023-10-05,42.0666
2023-10-06,40.7009
2023-10-07,40.7009
2023-10-08,40.7009
2023-10-09,41.5423
2023-10-10,42.6645
2023-10-11,42.8536
2023-10-12,40.3089
2023-10-13,37.1054
2023-10-14,37.1054
2023-10-15,37.1054
2023-10-16,38.8457
2023-10-17,40.8221
2023-10-18,38.5513
2023-10-19,38.2538
2023-10-20,36.5611
2023-10-21,36.5611
2023-10-22,36.5611
2023-10-23,35.6605
2023-10-24,34.3476
2023-10-25,35.9733
2023-10-26,40.6307
2023-10-27,39.0131
2023-10-28,39.0131
2023-10-29,39.0131
2023-10-30,38.7177
2023-10-31,38.9091
2023-11-01,40.4479
2023-11-02,47.9871
2023-11-03,51.0824
2023-11-04,51.0824
2023-11-05,51.0824
2023-11-06,50.9365
2023-11-07,48.9834
2023-11-08,46.9156
2023-11-09,44.7318
2023-11-10,44.1519
2023-11-11,44.1519
2023-11-12,44.1519
2023-11-13,44.7284
2023-11-14,54.569
2023-11-15,54.569
2023-11-16,52.5252
2023-11-17,53.5795
2023-11-18,53.5795
2023-11-19,53.5795
2023-11-20,53.4351
2023-11-21,50.7465
2023-11-22,50.1964
2023-11-23,50.1964
2023-11-24,50.405
2023-11-25,50.405
2023-11-26,50.405
2023-11-27,49.4762
2023-11-28,49.0448
2023-11-29,50.8907
2023-11-30,50.5874
2023-12-01,57.3009
2023-12-02,57.3009
2023-12-03,57.3009
2023-12-04,57.7088
2023-12-05,56.434
2023-12-06,55.8753
2023-12-07,58.0829
2023-12-08,59.1974
2023-12-09,59.1974
2023-12-10,59.1974
2023-12-11,59.0265
2023-12-12,58.0726
2023-12-13,64.1246
2023-12-14,66.8453
2023-12-15,65.4151
2023-12-16,65.4151
2023-12-17,65.4151
2023-12-18,64.3263
2023-12-19,65.558
2023-12-20,63.7861
2023-12-21,64.7254
2023-12-22,65.2843
2023-12-23,65.2843
2023-12-24,65.2843
2023-12-25,65.2843
2023-12-26,66.4749
2023-12-27,66.3843
2023-12-28,65.5526
2023-12-29,61.7302
2023-12-30,61.7302
2023-12-31,61.7302
2024-01-01,61.7302
2024-01-02,62.2597
2024-01-03,56.4437
2024-01-04,56.9636
2024-01-05,56.1167
2024-01-06,56.1167
2024-01-07,56.1167
2024-01-08,56.7814
2024-01-09,54.8289
2024-01-10,56.4404
2024-01-11,53.915
2024-01-12,52.4438
2024-01-13,52.4438
2024-01-14,52.4438
2024-01-15,52.4438
2024-01-16,50.7949
2024-01-17,50.5803
2024-01-18,49.9257
2024-01-19,52.6714
2024-01-20,52.6714
2024-01-21,52.6714
2024-01-22,57.1012
2024-01-23,55.2186
2024-01-24,55.6422
2024-01-25,56.3741
2024-01-26,56.9254
2024-01-27,56.9254
2024-01-28,56.9254
2024-01-29,58.1416
2024-01-30,57.3873
2024-01-31,47.9493
2024-02-01,46.2217
2024-02-02,45.4047
2024-02-03,45.4047
2024-02-04,45.4047
2024-02-05,43.2039
2024-02-06,41.5995
2024-02-07,41.0735
2024-02-08,41.3851
2024-02-09,45.2761
2024-02-10,45.2761
2024-02-11,45.2761
2024-02-12,47.2946
2024-02-13,42.8414
2024-02-14,43.8794
2024-02-15,48.2834
2024-02-16,46.2938
2024-02-17,46.2938
2024-02-18,46.2938
2024-02-19,46.2938
2024-02-20,45.4331
2024-02-21,44.7339
2024-02-22,43.98
2024-02-23,44.2577
2024-02-24,44.2577
2024-02-25,44.2577
2024-02-26,43.5872
2024-02-27,43.2483
2024-02-28,41.7376
2024-02-29,43.9865
2024-03-01,42.57
2024-03-02,42.57
2024-03-03,42.57
2024-03-04,41.304
2024-03-05,45.3261
2024-03-06,44.9783
2024-03-07,46.6032
2024-03-08,46.1739
2024-03-09,46.1739
2024-03-10,46.1739
2024-03-11,46.8254
2024-03-12,44.7104
2024-03-13,43.6311
2024-03-14,40.1753
2024-03-15,42.8922
2024-03-16,42.8922
2024-03-17,42.8922
2024-03-18,42.3943
2024-03-19,42.624
2024-03-20,46.3145
2024-03-21,47.8415
2024-03-22,45.4697
2024-03-23,45.4697
2024-03-24,45.4697
2024-03-25,46.1075
2024-03-26,40.6914
2024-03-27,43.7959
2024-03-28,45.0521
2024-03-29,45.0521
2024-03-30,45.0521
2024-03-31,45.0521
2024-04-01,44.7256
2024-04-02,45.8092
2024-04-03,44.4568
2024-04-04,44.1757
2024-04-05,44.2486
2024-04-06,44.2486
2024-04-07,44.2486
2024-04-08,46.1411
