,L US Equity
2023-03-23,39.8454
2023-03-24,41.8304
2023-03-25,41.8304
2023-03-26,41.8304
2023-03-27,44.4092
2023-03-28,45.0276
2023-03-29,47.4022
2023-03-30,48.308
2023-03-31,49.9142
2023-04-01,49.9142
2023-04-02,49.9142
2023-04-03,48.974
2023-04-04,46.0918
2023-04-05,46.1156
2023-04-06,46.5061
2023-04-07,46.5061
2023-04-08,46.5061
2023-04-09,46.5061
2023-04-10,46.6809
2023-04-11,47.7659
2023-04-12,47.0973
2023-04-13,47.4124
2023-04-14,46.2951
2023-04-15,46.2951
2023-04-16,46.2951
2023-04-17,48.8424
2023-04-18,49.6403
2023-04-19,49.5886
2023-04-20,48.621
2023-04-21,46.8818
2023-04-22,46.8818
2023-04-23,46.8818
2023-04-24,47.4254
2023-04-25,46.09
2023-04-26,45.0552
2023-04-27,48.4431
2023-04-28,50.3803
2023-04-29,50.3803
2023-04-30,50.3803
2023-05-01,56.4797
2023-05-02,53.5283
2023-05-03,52.0086
2023-05-04,51.1572
2023-05-05,52.4365
2023-05-06,52.4365
2023-05-07,52.4365
2023-05-08,52.8857
2023-05-09,52.3741
2023-05-10,52.0179
2023-05-11,51.7657
2023-05-12,52.0595
2023-05-13,52.0595
2023-05-14,52.0595
2023-05-15,51.6747
2023-05-16,50.0553
2023-05-17,51.2338
2023-05-18,52.9968
2023-05-19,52.7775
2023-05-20,52.7775
2023-05-21,52.7775
2023-05-22,52.393
2023-05-23,50.1617
2023-05-24,47.9521
2023-05-25,47.3975
2023-05-26,47.8246
2023-05-27,47.8246
2023-05-28,47.8246
2023-05-29,47.8246
2023-05-30,48.7842
2023-05-31,44.6803
2023-06-01,45.9897
2023-06-02,51.0037
2023-06-03,51.0037
2023-06-04,51.0037
2023-06-05,52.2692
2023-06-06,52.7183
2023-06-07,55.659
2023-06-08,54.3752
2023-06-09,54.4296
2023-06-10,54.4296
2023-06-11,54.4296
2023-06-12,52.9288
2023-06-13,53.9845
2023-06-14,50.4125
2023-06-15,52.4848
2023-06-16,51.6475
2023-06-17,51.6475
2023-06-18,51.6475
2023-06-19,51.6475
2023-06-20,50.1753
2023-06-21,50.6002
2023-06-22,50.5683
2023-06-23,49.5358
2023-06-24,49.5358
2023-06-25,49.5358
2023-06-26,50.8971
2023-06-27,52.8699
2023-06-28,50.4407
2023-06-29,53.1553
2023-06-30,53.947
2023-07-01,53.947
2023-07-02,53.947
2023-07-03,54.939
2023-07-04,54.939
2023-07-05,54.7595
2023-07-06,55.6291
2023-07-07,57.0713
2023-07-08,57.0713
2023-07-09,57.0713
2023-07-10,53.7169
2023-07-11,56.6157
2023-07-12,56.2875
2023-07-13,56.4037
2023-07-14,52.6061
2023-07-15,52.6061
2023-07-16,52.6061
2023-07-17,54.6228
2023-07-18,55.2983
2023-07-19,56.1785
2023-07-20,59.4291
2023-07-21,58.2176
2023-07-22,58.2176
2023-07-23,58.2176
2023-07-24,58.141
2023-07-25,56.301
2023-07-26,58.1014
2023-07-27,59.2321
2023-07-28,59.6443
2023-07-29,59.6443
2023-07-30,59.6443
2023-07-31,60.8985
2023-08-01,61.7277
2023-08-02,61.337
2023-08-03,62.5626
2023-08-04,60.7907
2023-08-05,60.7907
2023-08-06,60.7907
2023-08-07,62.3885
2023-08-08,62.6868
2023-08-09,60.6948
2023-08-10,59.6694
2023-08-11,61.0886
2023-08-12,61.0886
2023-08-13,61.0886
2023-08-14,58.9429
2023-08-15,56.6775
2023-08-16,56.9694
2023-08-17,53.5285
2023-08-18,53.448
2023-08-19,53.448
2023-08-20,53.448
2023-08-21,53.8428
2023-08-22,52.5029
2023-08-23,54.6204
2023-08-24,55.0847
2023-08-25,54.9505
2023-08-26,54.9505
2023-08-27,54.9505
2023-08-28,55.5849
2023-08-29,55.7366
2023-08-30,54.7214
2023-08-31,54.843
2023-09-01,55.7041
2023-09-02,55.7041
2023-09-03,55.7041
2023-09-04,55.7041
2023-09-05,52.873
2023-09-06,52.8243
2023-09-07,54.2631
2023-09-08,55.8666
2023-09-09,55.8666
2023-09-10,55.8666
2023-09-11,57.7227
2023-09-12,61.7721
2023-09-13,60.6981
2023-09-14,63.1192
2023-09-15,61.5607
2023-09-16,61.5607
2023-09-17,61.5607
2023-09-18,62.5824
2023-09-19,64.232
2023-09-20,63.6183
2023-09-21,59.4511
2023-09-22,60.5144
2023-09-23,60.5144
2023-09-24,60.5144
2023-09-25,61.1603
2023-09-26,57.2357
2023-09-27,56.6496
2023-09-28,56.9913
2023-09-29,54.1463
2023-09-30,54.1463
2023-10-01,54.1463
2023-10-02,49.6787
2023-10-03,47.7421
2023-10-04,50.8008
2023-10-05,51.8257
2023-10-06,53.5579
2023-10-07,53.5579
2023-10-08,53.5579
2023-10-09,55.0443
2023-10-10,54.3693
2023-10-11,57.1592
2023-10-12,54.0933
2023-10-13,54.8556
2023-10-14,54.8556
2023-10-15,54.8556
2023-10-16,57.823
2023-10-17,60.4205
2023-10-18,57.9731
2023-10-19,54.3693
2023-10-20,50.1783
2023-10-21,50.1783
2023-10-22,50.1783
2023-10-23,48.0424
2023-10-24,51.3413
2023-10-25,52.9657
2023-10-26,53.532
2023-10-27,49.5541
2023-10-28,49.5541
2023-10-29,49.5541
2023-10-30,49.9191
2023-10-31,53.3482
2023-11-01,56.5935
2023-11-02,56.5578
2023-11-03,58.3256
2023-11-04,58.3256
2023-11-05,58.3256
2023-11-06,56.8887
2023-11-07,56.945
2023-11-08,55.1575
2023-11-09,56.0786
2023-11-10,57.9244
2023-11-11,57.9244
2023-11-12,57.9244
2023-11-13,58.1518
2023-11-14,59.4827
2023-11-15,59.7364
2023-11-16,61.2156
2023-11-17,60.9534
2023-11-18,60.9534
2023-11-19,60.9534
2023-11-20,62.3172
2023-11-21,64.0739
2023-11-22,65.1151
2023-11-23,65.1151
2023-11-24,67.043
2023-11-25,67.043
2023-11-26,67.043
2023-11-27,66.473
2023-11-28,63.942
2023-11-29,63.3414
2023-11-30,67.646
2023-12-01,66.3777
2023-12-02,66.3777
2023-12-03,66.3777
2023-12-04,67.9538
2023-12-05,66.2347
2023-12-06,62.5311
2023-12-07,59.8732
2023-12-08,59.9266
2023-12-09,59.9266
2023-12-10,59.9266
2023-12-11,62.2152
2023-12-12,62.7651
2023-12-13,63.7332
2023-12-14,57.2577
2023-12-15,54.8329
2023-12-16,54.8329
2023-12-17,54.8329
2023-12-18,56.2226
2023-12-19,57.3097
2023-12-20,54.5426
2023-12-21,55.6912
2023-12-22,56.4683
2023-12-23,56.4683
2023-12-24,56.4683
2023-12-25,56.4683
2023-12-26,56.9977
2023-12-27,57.532
2023-12-28,58.3491
2023-12-29,58.6893
2023-12-30,58.6893
2023-12-31,58.6893
2024-01-01,58.6893
2024-01-02,61.0741
2024-01-03,60.2878
2024-01-04,61.4498
2024-01-05,62.7351
2024-01-06,62.7351
2024-01-07,62.7351
2024-01-08,62.9178
2024-01-09,61.7105
2024-01-10,61.6199
2024-01-11,61.7071
2024-01-12,61.9458
2024-01-13,61.9458
2024-01-14,61.9458
2024-01-15,61.9458
2024-01-16,62.007
2024-01-17,61.1921
2024-01-18,62.9247
2024-01-19,65.0107
2024-01-20,65.0107
2024-01-21,65.0107
2024-01-22,67.29
2024-01-23,65.7268
2024-01-24,66.6355
2024-01-25,66.0494
2024-01-26,64.9744
2024-01-27,64.9744
2024-01-28,64.9744
2024-01-29,66.362
2024-01-30,67.7381
2024-01-31,62.9336
2024-02-01,60.2431
2024-02-02,62.4382
2024-02-03,62.4382
2024-02-04,62.4382
2024-02-05,61.2562
2024-02-06,61.3168
2024-02-07,60.5815
2024-02-08,57.5363
2024-02-09,59.9139
2024-02-10,59.9139
2024-02-11,59.9139
2024-02-12,60.997
2024-02-13,60.6098
2024-02-14,62.1629
2024-02-15,66.771
2024-02-16,62.683
2024-02-17,62.683
2024-02-18,62.683
2024-02-19,62.683
2024-02-20,60.8956
2024-02-21,62.1293
2024-02-22,63.6833
2024-02-23,64.4005
2024-02-24,64.4005
2024-02-25,64.4005
2024-02-26,61.4846
2024-02-27,62.6943
2024-02-28,62.8819
2024-02-29,63.074
2024-03-01,59.8688
2024-03-02,59.8688
2024-03-03,59.8688
2024-03-04,59.5113
2024-03-05,60.2179
2024-03-06,62.8155
2024-03-07,61.0997
2024-03-08,59.9102
2024-03-09,59.9102
2024-03-10,59.9102
2024-03-11,63.2156
2024-03-12,63.7749
2024-03-13,63.4896
2024-03-14,62.8112
2024-03-15,65.4312
2024-03-16,65.4312
2024-03-17,65.4312
2024-03-18,65.4312
2024-03-19,66.5859
2024-03-20,67.4798
2024-03-21,65.6627
2024-03-22,61.0017
2024-03-23,61.0017
2024-03-24,61.0017
2024-03-25,62.5487
2024-03-26,62.0769
2024-03-27,65.3481
2024-03-28,65.8269
2024-03-29,65.8269
2024-03-30,65.8269
2024-03-31,65.8269
2024-04-01,62.0459
2024-04-02,60.2342
2024-04-03,60.6402
2024-04-04,56.9863
2024-04-05,57.9122
2024-04-06,57.9122
2024-04-07,57.9122
2024-04-08,55.4429
