,NFBK US Equity
2023-03-19,33.7241
2023-03-20,32.7816
2023-03-21,35.9409
2023-03-22,33.161
2023-03-23,32.2326
2023-03-24,36.0405
2023-03-25,36.0405
2023-03-26,36.0405
2023-03-27,35.2107
2023-03-28,34.8784
2023-03-29,33.9935
2023-03-30,32.9136
2023-03-31,33.0237
2023-04-01,33.0237
2023-04-02,33.0237
2023-04-03,32.4726
2023-04-04,30.7728
2023-04-05,31.0063
2023-04-06,32.0729
2023-04-07,32.0729
2023-04-08,32.0729
2023-04-09,32.0729
2023-04-10,31.7905
2023-04-11,31.4467
2023-04-12,30.4806
2023-04-13,30.9966
2023-04-14,29.5231
2023-04-15,29.5231
2023-04-16,29.5231
2023-04-17,32.8265
2023-04-18,31.3084
2023-04-19,33.1534
2023-04-20,32.9701
2023-04-21,32.659
2023-04-22,32.659
2023-04-23,32.659
2023-04-24,32.5319
2023-04-25,30.4488
2023-04-26,29.7531
2023-04-27,29.5206
2023-04-28,28.9357
2023-04-29,28.9357
2023-04-30,28.9357
2023-05-01,28.0726
2023-05-02,26.3387
2023-05-03,25.5729
2023-05-04,24.0761
2023-05-05,27.3401
2023-05-06,27.3401
2023-05-07,27.3401
2023-05-08,26.2733
2023-05-09,26.2733
2023-05-10,26.1154
2023-05-11,25.7418
2023-05-12,26.0544
2023-05-13,26.0544
2023-05-14,26.0544
2023-05-15,28.544
2023-05-16,28.2976
2023-05-17,35.6268
2023-05-18,37.1896
2023-05-19,36.2785
2023-05-20,36.2785
2023-05-21,36.2785
2023-05-22,39.3525
2023-05-23,42.5764
2023-05-24,41.4782
2023-05-25,41.3086
2023-05-26,42.8789
2023-05-27,42.8789
2023-05-28,42.8789
2023-05-29,42.8789
2023-05-30,42.2492
2023-05-31,41.1769
2023-06-01,43.4058
2023-06-02,48.963
2023-06-03,48.963
2023-06-04,48.963
2023-06-05,46.5964
2023-06-06,51.3629
2023-06-07,54.7719
2023-06-08,55.9691
2023-06-09,55.6643
2023-06-10,55.6643
2023-06-11,55.6643
2023-06-12,52.6951
2023-06-13,53.6332
2023-06-14,51.7977
2023-06-15,53.6959
2023-06-16,51.9639
2023-06-17,51.9639
2023-06-18,51.9639
2023-06-19,51.9639
2023-06-20,50.196
2023-06-21,50.4712
2023-06-22,49.0685
2023-06-23,48.6028
2023-06-24,48.6028
2023-06-25,48.6028
2023-06-26,48.6028
2023-06-27,49.0171
2023-06-28,48.9151
2023-06-29,50.7182
2023-06-30,48.7296
2023-07-01,48.7296
2023-07-02,48.7296
2023-07-03,50.114
2023-07-04,50.114
2023-07-05,49.8996
2023-07-06,46.5992
2023-07-07,47.7171
2023-07-08,47.7171
2023-07-09,47.7171
2023-07-10,48.7166
2023-07-11,49.4935
2023-07-12,50.5995
2023-07-13,51.1527
2023-07-14,51.4899
2023-07-15,51.4899
2023-07-16,51.4899
2023-07-17,52.5074
2023-07-18,56.6846
2023-07-19,58.8381
2023-07-20,57.8041
2023-07-21,56.2695
2023-07-22,56.2695
2023-07-23,56.2695
2023-07-24,60.3526
2023-07-25,59.4592
2023-07-26,62.2658
2023-07-27,62.0046
2023-07-28,60.6878
2023-07-29,60.6878
2023-07-30,60.6878
2023-07-31,58.7516
2023-08-01,57.1179
2023-08-02,54.5816
2023-08-03,54.8777
2023-08-04,54.632
2023-08-05,54.632
2023-08-06,54.632
2023-08-07,57.2079
2023-08-08,55.8061
2023-08-09,54.4265
2023-08-10,54.4265
2023-08-11,55.6011
2023-08-12,55.6011
2023-08-13,55.6011
2023-08-14,52.5443
2023-08-15,49.1656
2023-08-16,46.8038
2023-08-17,47.2801
2023-08-18,47.5232
2023-08-19,47.5232
2023-08-20,47.5232
2023-08-21,45.882
2023-08-22,43.4011
2023-08-23,43.0003
2023-08-24,42.7958
2023-08-25,41.3714
2023-08-26,41.3714
2023-08-27,41.3714
2023-08-28,41.8008
2023-08-29,42.8118
2023-08-30,42.3767
2023-08-31,41.1857
2023-09-01,44.2785
2023-09-02,44.2785
2023-09-03,44.2785
2023-09-04,44.2785
2023-09-05,40.6943
2023-09-06,40.6943
2023-09-07,39.9813
2023-09-08,40.8995
2023-09-09,40.8995
2023-09-10,40.8995
2023-09-11,39.7463
2023-09-12,39.4326
2023-09-13,38.4898
2023-09-14,41.5421
2023-09-15,40.1325
2023-09-16,40.1325
2023-09-17,40.1325
2023-09-18,35.0256
2023-09-19,34.1109
2023-09-20,33.0555
2023-09-21,32.2612
2023-09-22,31.1015
2023-09-23,31.1015
2023-09-24,31.1015
2023-09-25,31.2719
2023-09-26,33.9744
2023-09-27,34.3084
2023-09-28,34.6504
2023-09-29,35.3468
2023-09-30,35.3468
2023-10-01,35.3468
2023-10-02,34.2153
2023-10-03,32.2568
2023-10-04,34.547
2023-10-05,39.8839
2023-10-06,40.1896
2023-10-07,40.1896
2023-10-08,40.1896
2023-10-09,37.9909
2023-10-10,38.9335
2023-10-11,38.9335
2023-10-12,37.2181
2023-10-13,35.0563
2023-10-14,35.0563
2023-10-15,35.0563
2023-10-16,36.6291
2023-10-17,38.4943
2023-10-18,36.2847
2023-10-19,36.0058
2023-10-20,33.9371
2023-10-21,33.9371
2023-10-22,33.9371
2023-10-23,33.676
2023-10-24,33.4983
2023-10-25,33.4983
2023-10-26,33.6855
2023-10-27,31.2293
2023-10-28,31.2293
2023-10-29,31.2293
2023-10-30,35.0404
2023-10-31,34.5685
2023-11-01,37.3607
2023-11-02,43.0203
2023-11-03,47.8909
2023-11-04,47.8909
2023-11-05,47.8909
2023-11-06,48.6477
2023-11-07,47.2095
2023-11-08,45.0291
2023-11-09,42.9757
2023-11-10,45.4151
2023-11-11,45.4151
2023-11-12,45.4151
2023-11-13,45.3037
2023-11-14,54.7231
2023-11-15,54.135
2023-11-16,52.7282
2023-11-17,54.6582
2023-11-18,54.6582
2023-11-19,54.6582
2023-11-20,55.0578
2023-11-21,53.2377
2023-11-22,53.6603
2023-11-23,53.6603
2023-11-24,53.4106
2023-11-25,53.4106
2023-11-26,53.4106
2023-11-27,51.0752
2023-11-28,49.4278
2023-11-29,52.5915
2023-11-30,49.8276
2023-12-01,56.1805
2023-12-02,56.1805
2023-12-03,56.1805
2023-12-04,60.5415
2023-12-05,60.1972
2023-12-06,59.6127
2023-12-07,61.9805
2023-12-08,63.2739
2023-12-09,63.2739
2023-12-10,63.2739
2023-12-11,62.7829
2023-12-12,62.4072
2023-12-13,68.2953
2023-12-14,69.9713
2023-12-15,69.3595
2023-12-16,69.3595
2023-12-17,69.3595
2023-12-18,67.6464
2023-12-19,69.0582
2023-12-20,67.8334
2023-12-21,68.2413
2023-12-22,68.4776
2023-12-23,68.4776
2023-12-24,68.4776
2023-12-25,68.4776
2023-12-26,70.1978
2023-12-27,70.9628
2023-12-28,71.0726
2023-12-29,68.1422
2023-12-30,68.1422
2023-12-31,68.1422
2024-01-01,68.1422
2024-01-02,67.879
2024-01-03,63.6805
2024-01-04,64.3035
2024-01-05,63.9254
2024-01-06,63.9254
2024-01-07,63.9254
2024-01-08,64.2156
2024-01-09,62.7789
2024-01-10,62.7789
2024-01-11,62.6426
2024-01-12,61.9467
2024-01-13,61.9467
2024-01-14,61.9467
2024-01-15,61.9467
2024-01-16,61.5225
2024-01-17,61.3776
2024-01-18,61.8425
2024-01-19,64.4954
2024-01-20,64.4954
2024-01-21,64.4954
2024-01-22,67.1714
2024-01-23,64.9377
2024-01-24,66.4754
2024-01-25,69.328
2024-01-26,69.5892
2024-01-27,69.5892
2024-01-28,69.5892
2024-01-29,68.5328
2024-01-30,61.7453
2024-01-31,53.666
2024-02-01,50.8914
2024-02-02,48.7343
2024-02-03,48.7343
2024-02-04,48.7343
2024-02-05,46.6055
2024-02-06,44.4904
2024-02-07,41.2156
2024-02-08,44.2086
2024-02-09,46.569
2024-02-10,46.569
2024-02-11,46.569
2024-02-12,48.1403
2024-02-13,43.4413
2024-02-14,44.1463
2024-02-15,46.7225
2024-02-16,45.0046
2024-02-17,45.0046
2024-02-18,45.0046
2024-02-19,45.0046
2024-02-20,43.8916
2024-02-21,42.5975
2024-02-22,40.4544
2024-02-23,40.8277
2024-02-24,40.8277
2024-02-25,40.8277
2024-02-26,41.3978
2024-02-27,40.5228
2024-02-28,39.8525
2024-02-29,42.2252
2024-03-01,41.9399
2024-03-02,41.9399
2024-03-03,41.9399
2024-03-04,41.3618
2024-03-05,43.0864
2024-03-06,43.0094
2024-03-07,41.7742
2024-03-08,44.1591
2024-03-09,44.1591
2024-03-10,44.1591
2024-03-11,43.1263
2024-03-12,41.5041
2024-03-13,40.6013
2024-03-14,37.2486
2024-03-15,39.5093
2024-03-16,39.5093
2024-03-17,39.5093
2024-03-18,37.8308
2024-03-19,38.4797
2024-03-20,41.7303
2024-03-21,41.6569
2024-03-22,39.8432
2024-03-23,39.8432
2024-03-24,39.8432
2024-03-25,40.5924
2024-03-26,40.0034
2024-03-27,43.3013
2024-03-28,44.1213
2024-03-29,44.1213
2024-03-30,44.1213
2024-03-31,44.1213
2024-04-01,43.8752
2024-04-02,43.2101
2024-04-03,42.2982
2024-04-04,40.5285
2024-04-05,39.0681
2024-04-06,39.0681
2024-04-07,39.0681
2024-04-08,40.6969
