,ST US Equity
2023-03-21,49.8686
2023-03-22,47.9397
2023-03-23,47.8368
2023-03-24,47.8831
2023-03-25,47.8831
2023-03-26,47.8831
2023-03-27,48.6608
2023-03-28,49.6731
2023-03-29,52.3195
2023-03-30,52.9539
2023-03-31,55.0242
2023-04-01,55.0242
2023-04-02,55.0242
2023-04-03,53.4928
2023-04-04,49.1969
2023-04-05,46.781
2023-04-06,45.5144
2023-04-07,45.5144
2023-04-08,45.5144
2023-04-09,45.5144
2023-04-10,47.6554
2023-04-11,48.3402
2023-04-12,47.8011
2023-04-13,48.9092
2023-04-14,49.1941
2023-04-15,49.1941
2023-04-16,49.1941
2023-04-17,49.1941
2023-04-18,49.6944
2023-04-19,50.8948
2023-04-20,50.8425
2023-04-21,50.3342
2023-04-22,50.3342
2023-04-23,50.3342
2023-04-24,50.4959
2023-04-25,41.7546
2023-04-26,39.9884
2023-04-27,40.1592
2023-04-28,40.6542
2023-04-29,40.6542
2023-04-30,40.6542
2023-05-01,40.3294
2023-05-02,39.453
2023-05-03,37.6051
2023-05-04,35.4834
2023-05-05,37.9799
2023-05-06,37.9799
2023-05-07,37.9799
2023-05-08,37.7908
2023-05-09,36.9136
2023-05-10,35.8835
2023-05-11,35.6589
2023-05-12,35.5248
2023-05-13,35.5248
2023-05-14,35.5248
2023-05-15,38.9534
2023-05-16,37.2104
2023-05-17,39.3959
2023-05-18,41.8341
2023-05-19,41.2183
2023-05-20,41.2183
2023-05-21,41.2183
2023-05-22,42.6225
2023-05-23,41.2629
2023-05-24,39.7965
2023-05-25,39.6659
2023-05-26,44.0648
2023-05-27,44.0648
2023-05-28,44.0648
2023-05-29,44.0648
2023-05-30,45.5136
2023-05-31,43.2886
2023-06-01,44.2189
2023-06-02,47.4142
2023-06-03,47.4142
2023-06-04,47.4142
2023-06-05,46.8638
2023-06-06,50.028
2023-06-07,51.7943
2023-06-08,49.8653
2023-06-09,49.8127
2023-06-10,49.8127
2023-06-11,49.8127
2023-06-12,51.0671
2023-06-13,52.4788
2023-06-14,51.679
2023-06-15,52.8989
2023-06-16,53.7652
2023-06-17,53.7652
2023-06-18,53.7652
2023-06-19,53.7652
2023-06-20,52.3468
2023-06-21,51.3626
2023-06-22,49.2438
2023-06-23,47.3346
2023-06-24,47.3346
2023-06-25,47.3346
2023-06-26,48.8509
2023-06-27,51.297
2023-06-28,51.1205
2023-06-29,51.2074
2023-06-30,52.7412
2023-07-01,52.7412
2023-07-02,52.7412
2023-07-03,50.6885
2023-07-04,50.6885
2023-07-05,49.54
2023-07-06,47.9718
2023-07-07,50.9709
2023-07-08,50.9709
2023-07-09,50.9709
2023-07-10,51.3518
2023-07-11,53.259
2023-07-12,53.9662
2023-07-13,54.8704
2023-07-14,53.8447
2023-07-15,53.8447
2023-07-16,53.8447
2023-07-17,56.0271
2023-07-18,58.505
2023-07-19,58.1803
2023-07-20,55.3216
2023-07-21,55.6831
2023-07-22,55.6831
2023-07-23,55.6831
2023-07-24,55.8819
2023-07-25,44.3294
2023-07-26,42.658
2023-07-27,42.6349
2023-07-28,43.3645
2023-07-29,43.3645
2023-07-30,43.3645
2023-07-31,44.0051
2023-08-01,43.3708
2023-08-02,42.6833
2023-08-03,42.0701
2023-08-04,40.7333
2023-08-05,40.7333
2023-08-06,40.7333
2023-08-07,41.3876
2023-08-08,40.9963
2023-08-09,40.5207
2023-08-10,39.4937
2023-08-11,36.8204
2023-08-12,36.8204
2023-08-13,36.8204
2023-08-14,40.1204
2023-08-15,38.6228
2023-08-16,36.5189
2023-08-17,35.2739
2023-08-18,34.6943
2023-08-19,34.6943
2023-08-20,34.6943
2023-08-21,34.0512
2023-08-22,34.0294
2023-08-23,34.4195
2023-08-24,33.6422
2023-08-25,33.527
2023-08-26,33.527
2023-08-27,33.527
2023-08-28,35.8008
2023-08-29,37.1356
2023-08-30,36.2773
2023-08-31,36.5073
2023-09-01,38.2594
2023-09-02,38.2594
2023-09-03,38.2594
2023-09-04,38.2594
2023-09-05,40.0167
2023-09-06,39.5391
2023-09-07,35.7087
2023-09-08,36.8917
2023-09-09,36.8917
2023-09-10,36.8917
2023-09-11,37.2135
2023-09-12,38.3743
2023-09-13,37.8531
2023-09-14,38.3822
2023-09-15,40.9362
2023-09-16,40.9362
2023-09-17,40.9362
2023-09-18,41.1232
2023-09-19,40.5259
2023-09-20,38.8711
2023-09-21,37.2069
2023-09-22,37.9197
2023-09-23,37.9197
2023-09-24,37.9197
2023-09-25,36.989
2023-09-26,35.8657
2023-09-27,40.9309
2023-09-28,45.5147
2023-09-29,44.1515
2023-09-30,44.1515
2023-10-01,44.1515
2023-10-02,43.5777
2023-10-03,43.3718
2023-10-04,44.4573
2023-10-05,40.6918
2023-10-06,43.4776
2023-10-07,43.4776
2023-10-08,43.4776
2023-10-09,43.5646
2023-10-10,44.796
2023-10-11,45.2375
2023-10-12,44.0353
2023-10-13,41.8395
2023-10-14,41.8395
2023-10-15,41.8395
2023-10-16,44.7785
2023-10-17,45.9095
2023-10-18,41.6345
2023-10-19,39.577
2023-10-20,39.0196
2023-10-21,39.0196
2023-10-22,39.0196
2023-10-23,36.9513
2023-10-24,38.5214
2023-10-25,36.5024
2023-10-26,37.0633
2023-10-27,36.3708
2023-10-28,36.3708
2023-10-29,36.3708
2023-10-30,35.7898
2023-10-31,30.4667
2023-11-01,29.9887
2023-11-02,30.3818
2023-11-03,33.8854
2023-11-04,33.8854
2023-11-05,33.8854
2023-11-06,32.4949
2023-11-07,32.1976
2023-11-08,31.532
2023-11-09,30.541
2023-11-10,33.8175
2023-11-11,33.8175
2023-11-12,33.8175
2023-11-13,32.6752
2023-11-14,39.8951
2023-11-15,41.0057
2023-11-16,40.1559
2023-11-17,39.9625
2023-11-18,39.9625
2023-11-19,39.9625
2023-11-20,39.1267
2023-11-21,37.7125
2023-11-22,37.7125
2023-11-23,37.7125
2023-11-24,38.5806
2023-11-25,38.5806
2023-11-26,38.5806
2023-11-27,38.29
2023-11-28,40.1548
2023-11-29,40.5267
2023-11-30,41.1882
2023-12-01,44.2578
2023-12-02,44.2578
2023-12-03,44.2578
2023-12-04,44.8797
2023-12-05,43.3433
2023-12-06,44.0802
2023-12-07,46.8087
2023-12-08,45.6748
2023-12-09,45.6748
2023-12-10,45.6748
2023-12-11,47.6428
2023-12-12,47.3275
2023-12-13,51.9344
2023-12-14,57.8582
2023-12-15,55.6953
2023-12-16,55.6953
2023-12-17,55.6953
2023-12-18,54.8154
2023-12-19,57.2302
2023-12-20,56.694
2023-12-21,59.7542
2023-12-22,59.2868
2023-12-23,59.2868
2023-12-24,59.2868
2023-12-25,59.2868
2023-12-26,59.7897
2023-12-27,60.5603
2023-12-28,60.3303
2023-12-29,59.4427
2023-12-30,59.4427
2023-12-31,59.4427
2024-01-01,59.4427
2024-01-02,57.3746
2024-01-03,53.4423
2024-01-04,52.7913
2024-01-05,53.4512
2024-01-06,53.4512
2024-01-07,53.4512
2024-01-08,52.2343
2024-01-09,50.9516
2024-01-10,48.6779
2024-01-11,47.674
2024-01-12,45.6872
2024-01-13,45.6872
2024-01-14,45.6872
2024-01-15,45.6872
2024-01-16,45.6129
2024-01-17,44.0583
2024-01-18,46.7409
2024-01-19,46.8727
2024-01-20,46.8727
2024-01-21,46.8727
2024-01-22,49.2126
2024-01-23,50.6289
2024-01-24,50.586
2024-01-25,50.9302
2024-01-26,51.1503
2024-01-27,51.1503
2024-01-28,51.1503
2024-01-29,52.4732
2024-01-30,58.6511
2024-01-31,53.3593
2024-02-01,55.5062
2024-02-02,54.569
2024-02-03,54.569
2024-02-04,54.569
2024-02-05,52.7273
2024-02-06,42.4255
2024-02-07,42.8408
2024-02-08,41.5444
2024-02-09,42.4838
2024-02-10,42.4838
2024-02-11,42.4838
2024-02-12,45.0346
2024-02-13,41.7362
2024-02-14,43.1958
2024-02-15,46.9665
2024-02-16,46.5779
2024-02-17,46.5779
2024-02-18,46.5779
2024-02-19,46.5779
2024-02-20,46.5473
2024-02-21,48.5774
2024-02-22,48.6122
2024-02-23,51.2413
2024-02-24,51.2413
2024-02-25,51.2413
2024-02-26,49.2117
2024-02-27,47.8396
2024-02-28,47.384
2024-02-29,49.3445
2024-03-01,50.4216
2024-03-02,50.4216
2024-03-03,50.4216
2024-03-04,51.9557
2024-03-05,47.651
2024-03-06,49.3598
2024-03-07,51.5207
2024-03-08,52.4743
2024-03-09,52.4743
2024-03-10,52.4743
2024-03-11,52.858
2024-03-12,53.569
2024-03-13,53.896
2024-03-14,52.4071
2024-03-15,52.9245
2024-03-16,52.9245
2024-03-17,52.9245
2024-03-18,53.7226
2024-03-19,53.2757
2024-03-20,55.6355
2024-03-21,55.2113
2024-03-22,52.8359
2024-03-23,52.8359
2024-03-24,52.8359
2024-03-25,52.7124
2024-03-26,49.6702
2024-03-27,55.0388
2024-03-28,56.0284
2024-03-29,56.0284
2024-03-30,56.0284
2024-03-31,56.0284
2024-04-01,54.8994
2024-04-02,54.2132
2024-04-03,55.7934
2024-04-04,52.9383
2024-04-05,50.6354
2024-04-06,50.6354
2024-04-07,50.6354
2024-04-08,52.2216
