,RHP US Equity
2023-03-18,43.5303
2023-03-19,43.5303
2023-03-20,45.312
2023-03-21,46.1247
2023-03-22,41.3148
2023-03-23,39.0878
2023-03-24,40.3287
2023-03-25,40.3287
2023-03-26,40.3287
2023-03-27,41.7848
2023-03-28,43.244
2023-03-29,47.051
2023-03-30,48.4702
2023-03-31,52.6598
2023-04-01,52.6598
2023-04-02,52.6598
2023-04-03,52.0879
2023-04-04,51.5206
2023-04-05,50.739
2023-04-06,53.1845
2023-04-07,53.1845
2023-04-08,53.1845
2023-04-09,53.1845
2023-04-10,53.8015
2023-04-11,54.0177
2023-04-12,51.9673
2023-04-13,53.3823
2023-04-14,52.9851
2023-04-15,52.9851
2023-04-16,52.9851
2023-04-17,55.1673
2023-04-18,55.6347
2023-04-19,53.8781
2023-04-20,51.4974
2023-04-21,52.5004
2023-04-22,52.5004
2023-04-23,52.5004
2023-04-24,53.3919
2023-04-25,49.8752
2023-04-26,49.4601
2023-04-27,49.2604
2023-04-28,51.367
2023-04-29,51.367
2023-04-30,51.367
2023-05-01,52.4857
2023-05-02,52.6096
2023-05-03,53.0153
2023-05-04,54.7676
2023-05-05,56.6206
2023-05-06,56.6206
2023-05-07,56.6206
2023-05-08,56.668
2023-05-09,58.8755
2023-05-10,59.5818
2023-05-11,57.6629
2023-05-12,55.9873
2023-05-13,55.9873
2023-05-14,55.9873
2023-05-15,55.0967
2023-05-16,54.8907
2023-05-17,55.1973
2023-05-18,56.306
2023-05-19,54.4746
2023-05-20,54.4746
2023-05-21,54.4746
2023-05-22,51.5619
2023-05-23,51.2059
2023-05-24,49.2779
2023-05-25,48.8401
2023-05-26,49.5122
2023-05-27,49.5122
2023-05-28,49.5122
2023-05-29,49.5122
2023-05-30,51.0178
2023-05-31,51.6924
2023-06-01,53.406
2023-06-02,60.4083
2023-06-03,60.4083
2023-06-04,60.4083
2023-06-05,57.6444
2023-06-06,54.2371
2023-06-07,55.3711
2023-06-08,55.3711
2023-06-09,55.936
2023-06-10,55.936
2023-06-11,55.936
2023-06-12,54.4768
2023-06-13,53.1383
2023-06-14,52.8346
2023-06-15,51.6452
2023-06-16,52.3204
2023-06-17,52.3204
2023-06-18,52.3204
2023-06-19,52.3204
2023-06-20,50.4265
2023-06-21,51.33
2023-06-22,49.5891
2023-06-23,46.1415
2023-06-24,46.1415
2023-06-25,46.1415
2023-06-26,46.3428
2023-06-27,49.5919
2023-06-28,48.4389
2023-06-29,53.0647
2023-06-30,53.0168
2023-07-01,53.0168
2023-07-02,53.0168
2023-07-03,55.6416
2023-07-04,55.6416
2023-07-05,53.6506
2023-07-06,52.6443
2023-07-07,54.5481
2023-07-08,54.5481
2023-07-09,54.5481
2023-07-10,57.752
2023-07-11,57.3976
2023-07-12,55.099
2023-07-13,56.2674
2023-07-14,51.9319
2023-07-15,51.9319
2023-07-16,51.9319
2023-07-17,51.9458
2023-07-18,53.9932
2023-07-19,52.202
2023-07-20,50.6728
2023-07-21,51.0942
2023-07-22,51.0942
2023-07-23,51.0942
2023-07-24,50.252
2023-07-25,51.2643
2023-07-26,50.6595
2023-07-27,49.7958
2023-07-28,53.9471
2023-07-29,53.9471
2023-07-30,53.9471
2023-07-31,54.4692
2023-08-01,53.4692
2023-08-02,50.7106
2023-08-03,46.4829
2023-08-04,43.7821
2023-08-05,43.7821
2023-08-06,43.7821
2023-08-07,45.9581
2023-08-08,44.8646
2023-08-09,45.8484
2023-08-10,44.6779
2023-08-11,42.9753
2023-08-12,42.9753
2023-08-13,42.9753
2023-08-14,42.7329
2023-08-15,40.9587
2023-08-16,40.3685
2023-08-17,38.4008
2023-08-18,39.9962
2023-08-19,39.9962
2023-08-20,39.9962
2023-08-21,38.343
2023-08-22,39.1972
2023-08-23,41.3534
2023-08-24,39.998
2023-08-25,39.0861
2023-08-26,39.0861
2023-08-27,39.0861
2023-08-28,43.1445
2023-08-29,45.2874
2023-08-30,44.494
2023-08-31,43.8076
2023-09-01,44.4851
2023-09-02,44.4851
2023-09-03,44.4851
2023-09-04,44.4851
2023-09-05,47.4748
2023-09-06,47.7528
2023-09-07,46.1907
2023-09-08,47.6419
2023-09-09,47.6419
2023-09-10,47.6419
2023-09-11,46.7323
2023-09-12,47.7133
2023-09-13,43.1812
2023-09-14,44.6871
2023-09-15,46.7351
2023-09-16,46.7351
2023-09-17,46.7351
2023-09-18,45.2162
2023-09-19,45.439
2023-09-20,45.3656
2023-09-21,43.2404
2023-09-22,40.6789
2023-09-23,40.6789
2023-09-24,40.6789
2023-09-25,40.5878
2023-09-26,38.3525
2023-09-27,42.2414
2023-09-28,47.9902
2023-09-29,46.3712
2023-09-30,46.3712
2023-10-01,46.3712
2023-10-02,46.9828
2023-10-03,44.7882
2023-10-04,46.5113
2023-10-05,47.4228
2023-10-06,48.2874
2023-10-07,48.2874
2023-10-08,48.2874
2023-10-09,47.9169
2023-10-10,50.3747
2023-10-11,50.1706
2023-10-12,49.0788
2023-10-13,47.8303
2023-10-14,47.8303
2023-10-15,47.8303
2023-10-16,51.9842
2023-10-17,53.8766
2023-10-18,51.6271
2023-10-19,49.6511
2023-10-20,48.2876
2023-10-21,48.2876
2023-10-22,48.2876
2023-10-23,49.4123
2023-10-24,51.182
2023-10-25,49.2906
2023-10-26,49.3536
2023-10-27,45.7268
2023-10-28,45.7268
2023-10-29,45.7268
2023-10-30,49.0069
2023-10-31,50.5024
2023-11-01,51.9038
2023-11-02,55.923
2023-11-03,58.5009
2023-11-04,58.5009
2023-11-05,58.5009
2023-11-06,56.5612
2023-11-07,60.1097
2023-11-08,56.362
2023-11-09,57.3912
2023-11-10,59.4438
2023-11-11,59.4438
2023-11-12,59.4438
2023-11-13,58.2237
2023-11-14,62.1714
2023-11-15,61.6183
2023-11-16,59.3597
2023-11-17,60.6471
2023-11-18,60.6471
2023-11-19,60.6471
2023-11-20,61.3288
2023-11-21,60.4289
2023-11-22,61.3049
2023-11-23,61.3049
2023-11-24,61.7528
2023-11-25,61.7528
2023-11-26,61.7528
2023-11-27,61.6216
2023-11-28,62.5976
2023-11-29,62.0819
2023-11-30,63.7306
2023-12-01,65.6888
2023-12-02,65.6888
2023-12-03,65.6888
2023-12-04,65.7453
2023-12-05,62.0598
2023-12-06,61.4123
2023-12-07,64.5258
2023-12-08,66.0745
2023-12-09,66.0745
2023-12-10,66.0745
2023-12-11,67.0775
2023-12-12,67.9795
2023-12-13,69.3131
2023-12-14,70.7308
2023-12-15,68.8581
2023-12-16,68.8581
2023-12-17,68.8581
2023-12-18,67.6881
2023-12-19,68.4225
2023-12-20,64.5741
2023-12-21,65.9901
2023-12-22,67.2573
2023-12-23,67.2573
2023-12-24,67.2573
2023-12-25,67.2573
2023-12-26,68.2789
2023-12-27,68.4708
2023-12-28,68.3393
2023-12-29,67.1956
2023-12-30,67.1956
2023-12-31,67.1956
2024-01-01,67.1956
2024-01-02,68.3992
2024-01-03,66.2282
2024-01-04,66.9981
2024-01-05,67.7768
2024-01-06,67.7768
2024-01-07,67.7768
2024-01-08,69.76
2024-01-09,65.974
2024-01-10,65.4802
2024-01-11,65.4614
2024-01-12,65.5023
2024-01-13,65.5023
2024-01-14,65.5023
2024-01-15,65.5023
2024-01-16,66.5381
2024-01-17,66.8136
2024-01-18,65.2893
2024-01-19,66.4761
2024-01-20,66.4761
2024-01-21,66.4761
2024-01-22,65.0866
2024-01-23,61.2144
2024-01-24,58.1296
2024-01-25,59.1626
2024-01-26,59.8867
2024-01-27,59.8867
2024-01-28,59.8867
2024-01-29,61.0327
2024-01-30,61.3764
2024-01-31,57.7979
2024-02-01,61.8873
2024-02-02,62.3562
2024-02-03,62.3562
2024-02-04,62.3562
2024-02-05,62.0553
2024-02-06,62.9454
2024-02-07,63.3953
2024-02-08,63.1513
2024-02-09,63.1094
2024-02-10,63.1094
2024-02-11,63.1094
2024-02-12,63.1725
2024-02-13,56.5414
2024-02-14,61.4485
2024-02-15,63.6792
2024-02-16,61.8993
2024-02-17,61.8993
2024-02-18,61.8993
2024-02-19,61.8993
2024-02-20,63.4831
2024-02-21,64.7912
2024-02-22,66.6314
2024-02-23,63.6802
2024-02-24,63.6802
2024-02-25,63.6802
2024-02-26,60.9563
2024-02-27,60.5662
2024-02-28,63.0946
2024-02-29,60.8231
2024-03-01,61.6336
2024-03-02,61.6336
2024-03-03,61.6336
2024-03-04,60.2426
2024-03-05,59.5308
2024-03-06,59.358
2024-03-07,58.5322
2024-03-08,59.0216
2024-03-09,59.0216
2024-03-10,59.0216
2024-03-11,56.2566
2024-03-12,55.86
2024-03-13,54.0768
2024-03-14,55.7489
2024-03-15,54.0883
2024-03-16,54.0883
2024-03-17,54.0883
2024-03-18,55.5566
2024-03-19,58.4884
2024-03-20,55.277
2024-03-21,58.0505
2024-03-22,55.003
2024-03-23,55.003
2024-03-24,55.003
2024-03-25,51.5825
2024-03-26,50.8076
2024-03-27,54.923
2024-03-28,54.2046
2024-03-29,54.2046
2024-03-30,54.2046
2024-03-31,54.2046
2024-04-01,54.6801
2024-04-02,51.125
2024-04-03,51.875
2024-04-04,52.1416
2024-04-05,53.9745
2024-04-06,53.9745
2024-04-07,53.9745
2024-04-08,55.1007
