,CUROQ US Equity
2023-03-18,28.5679
2023-03-19,28.5679
2023-03-20,28.238
2023-03-21,34.497
2023-03-22,33.441
2023-03-23,32.4145
2023-03-24,32.5674
2023-03-25,32.5674
2023-03-26,32.5674
2023-03-27,32.5674
2023-03-28,32.3325
2023-03-29,32.8337
2023-03-30,34.0134
2023-03-31,35.8451
2023-04-01,35.8451
2023-04-02,35.8451
2023-04-03,34.2364
2023-04-04,36.2108
2023-04-05,35.2972
2023-04-06,35.6332
2023-04-07,35.6332
2023-04-08,35.6332
2023-04-09,35.6332
2023-04-10,34.7922
2023-04-11,37.342
2023-04-12,37.8448
2023-04-13,39.5186
2023-04-14,39.8537
2023-04-15,39.8537
2023-04-16,39.8537
2023-04-17,39.8537
2023-04-18,41.4168
2023-04-19,43.6067
2023-04-20,41.1581
2023-04-21,39.8839
2023-04-22,39.8839
2023-04-23,39.8839
2023-04-24,39.0872
2023-04-25,37.536
2023-04-26,37.536
2023-04-27,38.4693
2023-04-28,39.4059
2023-04-29,39.4059
2023-04-30,39.4059
2023-05-01,40.5295
2023-05-02,39.6423
2023-05-03,40.0303
2023-05-04,39.6349
2023-05-05,40.6457
2023-05-06,40.6457
2023-05-07,40.6457
2023-05-08,40.0902
2023-05-09,40.3012
2023-05-10,38.2126
2023-05-11,37.8072
2023-05-12,36.473
2023-05-13,36.473
2023-05-14,36.473
2023-05-15,37.8347
2023-05-16,36.7482
2023-05-17,35.1806
2023-05-18,35.1806
2023-05-19,34.1415
2023-05-20,34.1415
2023-05-21,34.1415
2023-05-22,33.5017
2023-05-23,34.2663
2023-05-24,33.4701
2023-05-25,33.4701
2023-05-26,35.3456
2023-05-27,35.3456
2023-05-28,35.3456
2023-05-29,35.3456
2023-05-30,36.6649
2023-05-31,35.7591
2023-06-01,37.36
2023-06-02,46.5466
2023-06-03,46.5466
2023-06-04,46.5466
2023-06-05,49.9628
2023-06-06,48.364
2023-06-07,54.4016
2023-06-08,48.8241
2023-06-09,50.6706
2023-06-10,50.6706
2023-06-11,50.6706
2023-06-12,52.5878
2023-06-13,53.0237
2023-06-14,50.3124
2023-06-15,51.6659
2023-06-16,51.6659
2023-06-17,51.6659
2023-06-18,51.6659
2023-06-19,51.6659
2023-06-20,49.8884
2023-06-21,49.2509
2023-06-22,47.8285
2023-06-23,45.4163
2023-06-24,45.4163
2023-06-25,45.4163
2023-06-26,44.1214
2023-06-27,45.0223
2023-06-28,44.4295
2023-06-29,44.6181
2023-06-30,44.153
2023-07-01,44.153
2023-07-02,44.153
2023-07-03,44.5516
2023-07-04,44.5516
2023-07-05,44.0636
2023-07-06,43.57
2023-07-07,45.6689
2023-07-08,45.6689
2023-07-09,45.6689
2023-07-10,51.1227
2023-07-11,51.6422
2023-07-12,50.1712
2023-07-13,50.5356
2023-07-14,49.2321
2023-07-15,49.2321
2023-07-16,49.2321
2023-07-17,49.2321
2023-07-18,49.0387
2023-07-19,49.4495
2023-07-20,49.2442
2023-07-21,49.2442
2023-07-22,49.2442
2023-07-23,49.2442
2023-07-24,47.9654
2023-07-25,46.3067
2023-07-26,47.4809
2023-07-27,46.845
2023-07-28,47.5714
2023-07-29,47.5714
2023-07-30,47.5714
2023-07-31,49.7043
2023-08-01,51.0769
2023-08-02,49.6745
2023-08-03,46.5869
2023-08-04,49.1556
2023-08-05,49.1556
2023-08-06,49.1556
2023-08-07,50.4989
2023-08-08,50.7234
2023-08-09,49.561
2023-08-10,46.6836
2023-08-11,45.4244
2023-08-12,45.4244
2023-08-13,45.4244
2023-08-14,45.2141
2023-08-15,44.1569
2023-08-16,40.2614
2023-08-17,42.3653
2023-08-18,43.3964
2023-08-19,43.3964
2023-08-20,43.3964
2023-08-21,42.035
2023-08-22,41.6488
2023-08-23,41.9248
2023-08-24,40.7291
2023-08-25,41.5907
2023-08-26,41.5907
2023-08-27,41.5907
2023-08-28,40.7732
2023-08-29,41.3693
2023-08-30,40.7331
2023-08-31,40.3057
2023-09-01,46.1515
2023-09-02,46.1515
2023-09-03,46.1515
2023-09-04,46.1515
2023-09-05,43.3002
2023-09-06,42.6709
2023-09-07,43.2398
2023-09-08,44.3818
2023-09-09,44.3818
2023-09-10,44.3818
2023-09-11,43.9247
2023-09-12,43.9247
2023-09-13,43.9247
2023-09-14,46.3707
2023-09-15,46.3707
2023-09-16,46.3707
2023-09-17,46.3707
2023-09-18,44.8022
2023-09-19,44.5424
2023-09-20,44.8731
2023-09-21,43.7926
2023-09-22,42.9895
2023-09-23,42.9895
2023-09-24,42.9895
2023-09-25,42.7194
2023-09-26,40.6076
2023-09-27,42.4471
2023-09-28,42.8135
2023-09-29,41.9839
2023-09-30,41.9839
2023-10-01,41.9839
2023-10-02,42.369
2023-10-03,40.4286
2023-10-04,41.6119
2023-10-05,40.7713
2023-10-06,41.5851
2023-10-07,41.5851
2023-10-08,41.5851
2023-10-09,41.2917
2023-10-10,40.123
2023-10-11,40.1201
2023-10-12,41.0155
2023-10-13,39.7846
2023-10-14,39.7846
2023-10-15,39.7846
2023-10-16,39.3751
2023-10-17,39.3126
2023-10-18,37.4061
2023-10-19,36.0238
2023-10-20,34.4968
2023-10-21,34.4968
2023-10-22,34.4968
2023-10-23,32.0204
2023-10-24,30.3256
2023-10-25,30.0417
2023-10-26,33.5943
2023-10-27,35.8693
2023-10-28,35.8693
2023-10-29,35.8693
2023-10-30,38.4231
2023-10-31,38.4692
2023-11-01,42.0581
2023-11-02,40.1156
2023-11-03,39.6523
2023-11-04,39.6523
2023-11-05,39.6523
2023-11-06,46.1732
2023-11-07,43.4489
2023-11-08,42.2898
2023-11-09,40.8857
2023-11-10,45.3958
2023-11-11,45.3958
2023-11-12,45.3958
2023-11-13,42.5943
2023-11-14,44.0238
2023-11-15,43.7393
2023-11-16,43.0273
2023-11-17,43.2262
2023-11-18,43.2262
2023-11-19,43.2262
2023-11-20,43.1154
2023-11-21,42.9186
2023-11-22,42.9186
2023-11-23,42.9186
2023-11-24,43.7853
2023-11-25,43.7853
2023-11-26,43.7853
2023-11-27,43.4407
2023-11-28,43.8885
2023-11-29,43.532
2023-11-30,43.1584
2023-12-01,46.4057
2023-12-02,46.4057
2023-12-03,46.4057
2023-12-04,45.2271
2023-12-05,44.1494
2023-12-06,43.3699
2023-12-07,42.8407
2023-12-08,43.5928
2023-12-09,43.5928
2023-12-10,43.5928
2023-12-11,44.5981
2023-12-12,43.472
2023-12-13,43.4772
2023-12-14,48.8127
2023-12-15,46.8948
2023-12-16,46.8948
2023-12-17,46.8948
2023-12-18,46.6858
2023-12-19,46.7006
2023-12-20,44.5631
2023-12-21,44.7711
2023-12-22,45.9149
2023-12-23,45.9149
2023-12-24,45.9149
2023-12-25,45.9149
2023-12-26,44.5744
2023-12-27,44.6236
2023-12-28,44.5192
2023-12-29,48.134
2023-12-30,48.134
2023-12-31,48.134
2024-01-01,48.134
2024-01-02,50.927
2024-01-03,49.6456
2024-01-04,50.2357
2024-01-05,48.1197
2024-01-06,48.1197
2024-01-07,48.1197
2024-01-08,48.1197
2024-01-09,47.1757
2024-01-10,49.7366
2024-01-11,49.0813
2024-01-12,46.2049
2024-01-13,46.2049
2024-01-14,46.2049
2024-01-15,46.2049
2024-01-16,44.4844
2024-01-17,45.2875
2024-01-18,51.2806
2024-01-19,52.215
2024-01-20,52.215
2024-01-21,52.215
2024-01-22,52.6891
2024-01-23,52.4174
2024-01-24,52.1448
2024-01-25,58.7957
2024-01-26,59.5708
2024-01-27,59.5708
2024-01-28,59.5708
2024-01-29,55.8794
2024-01-30,50.9668
2024-01-31,51.4082
2024-02-01,47.5321
2024-02-02,46.4965
2024-02-03,46.4965
2024-02-04,46.4965
2024-02-05,36.3929
2024-02-06,35.5831
2024-02-07,33.6468
2024-02-08,33.6468
2024-02-09,31.5658
2024-02-10,31.5658
2024-02-11,31.5658
2024-02-12,30.7995
2024-02-13,30.2354
2024-02-14,30.69
2024-02-15,33.288
2024-02-16,32.9198
2024-02-17,32.9198
2024-02-18,32.9198
2024-02-19,32.9198
2024-02-20,35.621
2024-02-21,35.4652
2024-02-22,34.5436
2024-02-23,35.049
2024-02-24,35.049
2024-02-25,35.049
2024-02-26,34.4214
2024-02-27,34.2194
2024-02-28,34.545
2024-02-29,34.0719
2024-03-01,34.0719
2024-03-02,34.0719
2024-03-03,34.0719
2024-03-04,34.6703
2024-03-05,34.3478
2024-03-06,34.8493
2024-03-07,34.441
2024-03-08,34.1001
2024-03-09,34.1001
2024-03-10,34.1001
2024-03-11,33.6408
2024-03-12,30.4897
2024-03-13,34.0597
2024-03-14,32.8289
2024-03-15,34.5282
2024-03-16,34.5282
2024-03-17,34.5282
2024-03-18,34.4979
2024-03-19,35.3463
2024-03-20,35.6117
2024-03-21,35.1637
2024-03-22,33.3035
2024-03-23,33.3035
2024-03-24,33.3035
2024-03-25,32.5935
2024-03-26,32.25
2024-03-27,34.4096
2024-03-28,34.4096
2024-03-29,34.4096
2024-03-30,34.4096
2024-03-31,34.4096
2024-04-01,34.195
2024-04-02,33.6232
2024-04-03,33.4238
2024-04-04,33.8297
2024-04-05,33.4375
2024-04-06,33.4375
2024-04-07,33.4375
2024-04-08,33.236
