,BRK/B US Equity
2023-03-20,47.1529
2023-03-21,48.7525
2023-03-22,46.5979
2023-03-23,45.9052
2023-03-24,46.2395
2023-03-25,46.2395
2023-03-26,46.2395
2023-03-27,48.1795
2023-03-28,48.2874
2023-03-29,50.0682
2023-03-30,49.9368
2023-03-31,52.1161
2023-04-01,52.1161
2023-04-02,52.1161
2023-04-03,52.9994
2023-04-04,52.1974
2023-04-05,52.9809
2023-04-06,54.2275
2023-04-07,54.2275
2023-04-08,54.2275
2023-04-09,54.2275
2023-04-10,54.2926
2023-04-11,54.9429
2023-04-12,55.4588
2023-04-13,57.5304
2023-04-14,58.4946
2023-04-15,58.4946
2023-04-16,58.4946
2023-04-17,60.7063
2023-04-18,61.1505
2023-04-19,59.867
2023-04-20,60.2759
2023-04-21,60.5662
2023-04-22,60.5662
2023-04-23,60.5662
2023-04-24,61.5467
2023-04-25,60.0121
2023-04-26,56.7504
2023-04-27,60.1061
2023-04-28,61.3681
2023-04-29,61.3681
2023-04-30,61.3681
2023-05-01,62.2312
2023-05-02,58.6264
2023-05-03,56.5507
2023-05-04,54.1324
2023-05-05,56.4536
2023-05-06,56.4536
2023-05-07,56.4536
2023-05-08,57.7422
2023-05-09,56.7657
2023-05-10,55.3328
2023-05-11,55.065
2023-05-12,54.9472
2023-05-13,54.9472
2023-05-14,54.9472
2023-05-15,55.6284
2023-05-16,55.7747
2023-05-17,58.1376
2023-05-18,59.5918
2023-05-19,59.9741
2023-05-20,59.9741
2023-05-21,59.9741
2023-05-22,58.8226
2023-05-23,53.7242
2023-05-24,51.4924
2023-05-25,50.6105
2023-05-26,51.7551
2023-05-27,51.7551
2023-05-28,51.7551
2023-05-29,51.7551
2023-05-30,52.8916
2023-05-31,52.0068
2023-06-01,53.4861
2023-06-02,57.6919
2023-06-03,57.6919
2023-06-04,57.6919
2023-06-05,56.9382
2023-06-06,59.8501
2023-06-07,60.9858
2023-06-08,61.2846
2023-06-09,60.686
2023-06-10,60.686
2023-06-11,60.686
2023-06-12,59.1554
2023-06-13,60.842
2023-06-14,60.389
2023-06-15,62.6884
2023-06-16,61.2711
2023-06-17,61.2711
2023-06-18,61.2711
2023-06-19,61.2711
2023-06-20,61.4858
2023-06-21,61.4271
2023-06-22,59.8021
2023-06-23,58.1529
2023-06-24,58.1529
2023-06-25,58.1529
2023-06-26,57.0768
2023-06-27,57.9459
2023-06-28,56.7857
2023-06-29,58.7666
2023-06-30,61.4737
2023-07-01,61.4737
2023-07-02,61.4737
2023-07-03,62.103
2023-07-04,62.103
2023-07-05,61.6447
2023-07-06,61.5379
2023-07-07,60.9265
2023-07-08,60.9265
2023-07-09,60.9265
2023-07-10,61.0908
2023-07-11,62.6716
2023-07-12,64.0087
2023-07-13,61.9115
2023-07-14,59.1957
2023-07-15,59.1957
2023-07-16,59.1957
2023-07-17,61.4519
2023-07-18,62.1978
2023-07-19,59.0427
2023-07-20,61.9135
2023-07-21,61.0139
2023-07-22,61.0139
2023-07-23,61.0139
2023-07-24,63.5111
2023-07-25,61.3575
2023-07-26,62.7717
2023-07-27,62.2515
2023-07-28,62.5789
2023-07-29,62.5789
2023-07-30,62.5789
2023-07-31,63.9688
2023-08-01,64.161
2023-08-02,62.9228
2023-08-03,64.6507
2023-08-04,60.4049
2023-08-05,60.4049
2023-08-06,60.4049
2023-08-07,67.6487
2023-08-08,68.1984
2023-08-09,62.7236
2023-08-10,61.789
2023-08-11,62.5495
2023-08-12,62.5495
2023-08-13,62.5495
2023-08-14,62.6225
2023-08-15,58.9804
2023-08-16,58.6348
2023-08-17,57.808
2023-08-18,57.2362
2023-08-19,57.2362
2023-08-20,57.2362
2023-08-21,56.8027
2023-08-22,55.3987
2023-08-23,58.0054
2023-08-24,58.0329
2023-08-25,59.1604
2023-08-26,59.1604
2023-08-27,59.1604
2023-08-28,58.7796
2023-08-29,60.6683
2023-08-30,62.4669
2023-08-31,61.5627
2023-09-01,63.0179
2023-09-02,63.0179
2023-09-03,63.0179
2023-09-04,63.0179
2023-09-05,60.9172
2023-09-06,61.7134
2023-09-07,61.8006
2023-09-08,62.713
2023-09-09,62.713
2023-09-10,62.713
2023-09-11,64.2632
2023-09-12,65.6711
2023-09-13,65.6959
2023-09-14,66.7376
2023-09-15,64.7519
2023-09-16,64.7519
2023-09-17,64.7519
2023-09-18,66.3738
2023-09-19,66.4049
2023-09-20,62.057
2023-09-21,58.2415
2023-09-22,55.1499
2023-09-23,55.1499
2023-09-24,55.1499
2023-09-25,56.3409
2023-09-26,54.1434
2023-09-27,52.6228
2023-09-28,51.96
2023-09-29,46.2967
2023-09-30,46.2967
2023-10-01,46.2967
2023-10-02,44.6437
2023-10-03,41.1897
2023-10-04,41.7905
2023-10-05,43.0589
2023-10-06,44.2335
2023-10-07,44.2335
2023-10-08,44.2335
2023-10-09,43.5868
2023-10-10,46.4185
2023-10-11,46.318
2023-10-12,44.2074
2023-10-13,43.7828
2023-10-14,43.7828
2023-10-15,43.7828
2023-10-16,44.8783
2023-10-17,44.2214
2023-10-18,40.9034
2023-10-19,39.3883
2023-10-20,37.5803
2023-10-21,37.5803
2023-10-22,37.5803
2023-10-23,38.6007
2023-10-24,40.4406
2023-10-25,39.2642
2023-10-26,38.7653
2023-10-27,35.9253
2023-10-28,35.9253
2023-10-29,35.9253
2023-10-30,41.595
2023-10-31,45.054
2023-11-01,47.0564
2023-11-02,51.0733
2023-11-03,53.0252
2023-11-04,53.0252
2023-11-05,53.0252
2023-11-06,49.2514
2023-11-07,48.9315
2023-11-08,49.0283
2023-11-09,50.4337
2023-11-10,52.1613
2023-11-11,52.1613
2023-11-12,52.1613
2023-11-13,51.7302
2023-11-14,54.7144
2023-11-15,56.3854
2023-11-16,58.3089
2023-11-17,57.514
2023-11-18,57.514
2023-11-19,57.514
2023-11-20,59.0059
2023-11-21,58.7126
2023-11-22,59.2209
2023-11-23,59.2209
2023-11-24,59.7842
2023-11-25,59.7842
2023-11-26,59.7842
2023-11-27,58.511
2023-11-28,57.2957
2023-11-29,56.0266
2023-11-30,56.9762
2023-12-01,54.2648
2023-12-02,54.2648
2023-12-03,54.2648
2023-12-04,53.8936
2023-12-05,52.4187
2023-12-06,50.1121
2023-12-07,50.3849
2023-12-08,50.7158
2023-12-09,50.7158
2023-12-10,50.7158
2023-12-11,54.0377
2023-12-12,56.3037
2023-12-13,57.7664
2023-12-14,54.1208
2023-12-15,52.6955
2023-12-16,52.6955
2023-12-17,52.6955
2023-12-18,55.0754
2023-12-19,56.6165
2023-12-20,51.1689
2023-12-21,51.7571
2023-12-22,52.0069
2023-12-23,52.0069
2023-12-24,52.0069
2023-12-25,52.0069
2023-12-26,52.2857
2023-12-27,52.3811
2023-12-28,52.8845
2023-12-29,52.049
2023-12-30,52.049
2023-12-31,52.049
2024-01-01,52.049
2024-01-02,56.5728
2024-01-03,59.4966
2024-01-04,56.672
2024-01-05,57.9566
2024-01-06,57.9566
2024-01-07,57.9566
2024-01-08,59.6355
2024-01-09,58.4424
2024-01-10,59.1166
2024-01-11,54.9736
2024-01-12,55.1723
2024-01-13,55.1723
2024-01-14,55.1723
2024-01-15,55.1723
2024-01-16,52.9951
2024-01-17,51.4854
2024-01-18,53.8092
2024-01-19,56.9888
2024-01-20,56.9888
2024-01-21,56.9888
2024-01-22,57.6881
2024-01-23,60.2382
2024-01-24,62.77
2024-01-25,64.9783
2024-01-26,67.1324
2024-01-27,67.1324
2024-01-28,67.1324
2024-01-29,65.111
2024-01-30,66.9519
2024-01-31,63.9535
2024-02-01,65.229
2024-02-02,67.1485
2024-02-03,67.1485
2024-02-04,67.1485
2024-02-05,67.1529
2024-02-06,68.4418
2024-02-07,70.0415
2024-02-08,69.8826
2024-02-09,70.2401
2024-02-10,70.2401
2024-02-11,70.2401
2024-02-12,69.6015
2024-02-13,66.7897
2024-02-14,68.5426
2024-02-15,70.5214
2024-02-16,71.5087
2024-02-17,71.5087
2024-02-18,71.5087
2024-02-19,71.5087
2024-02-20,71.9525
2024-02-21,72.7474
2024-02-22,74.8248
2024-02-23,75.4983
2024-02-24,75.4983
2024-02-25,75.4983
2024-02-26,68.1058
2024-02-27,67.91
2024-02-28,69.1966
2024-02-29,66.8447
2024-03-01,64.9366
2024-03-02,64.9366
2024-03-03,64.9366
2024-03-04,61.964
2024-03-05,59.942
2024-03-06,61.5204
2024-03-07,60.3215
2024-03-08,60.705
2024-03-09,60.705
2024-03-10,60.705
2024-03-11,61.52
2024-03-12,61.6324
2024-03-13,63.2247
2024-03-14,62.0409
2024-03-15,62.7622
2024-03-16,62.7622
2024-03-17,62.7622
2024-03-18,62.908
2024-03-19,64.6226
2024-03-20,66.6909
2024-03-21,64.5982
2024-03-22,62.6942
2024-03-23,62.6942
2024-03-24,62.6942
2024-03-25,61.2548
2024-03-26,62.138
2024-03-27,64.8319
2024-03-28,66.4842
2024-03-29,66.4842
2024-03-30,66.4842
2024-03-31,66.4842
2024-04-01,66.1974
2024-04-02,65.0366
2024-04-03,65.6786
2024-04-04,61.3355
2024-04-05,63.0317
2024-04-06,63.0317
2024-04-07,63.0317
2024-04-08,60.8154
