,CNNE US Equity
2023-03-21,40.8875
2023-03-22,38.7909
2023-03-23,38.4029
2023-03-24,38.4559
2023-03-25,38.4559
2023-03-26,38.4559
2023-03-27,38.6201
2023-03-28,38.0601
2023-03-29,40.2988
2023-03-30,40.961
2023-03-31,44.5158
2023-04-01,44.5158
2023-04-02,44.5158
2023-04-03,42.9583
2023-04-04,41.9082
2023-04-05,40.8
2023-04-06,40.5324
2023-04-07,40.5324
2023-04-08,40.5324
2023-04-09,40.5324
2023-04-10,39.9514
2023-04-11,40.1879
2023-04-12,37.8734
2023-04-13,39.6123
2023-04-14,38.6853
2023-04-15,38.6853
2023-04-16,38.6853
2023-04-17,41.7412
2023-04-18,40.0725
2023-04-19,41.173
2023-04-20,41.173
2023-04-21,42.482
2023-04-22,42.482
2023-04-23,42.482
2023-04-24,42.4375
2023-04-25,39.2152
2023-04-26,37.0696
2023-04-27,38.681
2023-04-28,40.4995
2023-04-29,40.4995
2023-04-30,40.4995
2023-05-01,41.0422
2023-05-02,39.2326
2023-05-03,39.0303
2023-05-04,38.4156
2023-05-05,41.4069
2023-05-06,41.4069
2023-05-07,41.4069
2023-05-08,42.3317
2023-05-09,42.1025
2023-05-10,40.3405
2023-05-11,39.8977
2023-05-12,41.7501
2023-05-13,41.7501
2023-05-14,41.7501
2023-05-15,44.5894
2023-05-16,46.623
2023-05-17,48.3531
2023-05-18,50.0827
2023-05-19,50.6344
2023-05-20,50.6344
2023-05-21,50.6344
2023-05-22,53.5049
2023-05-23,50.5753
2023-05-24,49.709
2023-05-25,49.1645
2023-05-26,52.0958
2023-05-27,52.0958
2023-05-28,52.0958
2023-05-29,52.0958
2023-05-30,52.254
2023-05-31,50.9201
2023-06-01,52.3427
2023-06-02,55.4271
2023-06-03,55.4271
2023-06-04,55.4271
2023-06-05,54.0402
2023-06-06,55.3468
2023-06-07,55.0356
2023-06-08,52.7051
2023-06-09,51.927
2023-06-10,51.927
2023-06-11,51.927
2023-06-12,53.2453
2023-06-13,52.8703
2023-06-14,52.111
2023-06-15,53.4369
2023-06-16,51.4507
2023-06-17,51.4507
2023-06-18,51.4507
2023-06-19,51.4507
2023-06-20,51.0079
2023-06-21,48.8932
2023-06-22,49.9661
2023-06-23,48.6002
2023-06-24,48.6002
2023-06-25,48.6002
2023-06-26,50.0762
2023-06-27,49.5641
2023-06-28,50.5451
2023-06-29,51.8372
2023-06-30,53.1663
2023-07-01,53.1663
2023-07-02,53.1663
2023-07-03,53.8563
2023-07-04,53.8563
2023-07-05,54.2996
2023-07-06,52.2952
2023-07-07,52.4967
2023-07-08,52.4967
2023-07-09,52.4967
2023-07-10,54.0369
2023-07-11,55.4657
2023-07-12,57.692
2023-07-13,58.5261
2023-07-14,56.3903
2023-07-15,56.3903
2023-07-16,56.3903
2023-07-17,57.501
2023-07-18,58.1745
2023-07-19,60.6382
2023-07-20,57.0773
2023-07-21,54.8309
2023-07-22,54.8309
2023-07-23,54.8309
2023-07-24,51.9155
2023-07-25,50.5936
2023-07-26,50.7302
2023-07-27,48.1153
2023-07-28,50.478
2023-07-29,50.478
2023-07-30,50.478
2023-07-31,51.552
2023-08-01,48.4922
2023-08-02,43.5058
2023-08-03,43.6485
2023-08-04,49.2819
2023-08-05,49.2819
2023-08-06,49.2819
2023-08-07,49.7101
2023-08-08,49.2188
2023-08-09,48.2323
2023-08-10,43.9082
2023-08-11,46.2687
2023-08-12,46.2687
2023-08-13,46.2687
2023-08-14,48.0284
2023-08-15,46.673
2023-08-16,43.302
2023-08-17,43.1508
2023-08-18,43.0472
2023-08-19,43.0472
2023-08-20,43.0472
2023-08-21,42.8874
2023-08-22,40.7984
2023-08-23,43.9075
2023-08-24,45.7819
2023-08-25,45.3341
2023-08-26,45.3341
2023-08-27,45.3341
2023-08-28,46.9445
2023-08-29,49.4479
2023-08-30,48.6562
2023-08-31,49.8072
2023-09-01,52.0321
2023-09-02,52.0321
2023-09-03,52.0321
2023-09-04,52.0321
2023-09-05,50.6138
2023-09-06,50.9907
2023-09-07,50.3939
2023-09-08,49.5277
2023-09-09,49.5277
2023-09-10,49.5277
2023-09-11,51.2609
2023-09-12,51.7227
2023-09-13,51.1498
2023-09-14,50.2855
2023-09-15,49.351
2023-09-16,49.351
2023-09-17,49.351
2023-09-18,48.6318
2023-09-19,49.9154
2023-09-20,45.2379
2023-09-21,42.8553
2023-09-22,43.6426
2023-09-23,43.6426
2023-09-24,43.6426
2023-09-25,44.4346
2023-09-26,42.4005
2023-09-27,47.3839
2023-09-28,48.9754
2023-09-29,44.551
2023-09-30,44.551
2023-10-01,44.551
2023-10-02,45.2519
2023-10-03,40.7734
2023-10-04,43.8529
2023-10-05,43.3349
2023-10-06,43.8834
2023-10-07,43.8834
2023-10-08,43.8834
2023-10-09,43.0218
2023-10-10,45.045
2023-10-11,48.685
2023-10-12,44.5928
2023-10-13,44.4383
2023-10-14,44.4383
2023-10-15,44.4383
2023-10-16,46.0503
2023-10-17,45.3426
2023-10-18,43.5838
2023-10-19,42.6504
2023-10-20,40.8888
2023-10-21,40.8888
2023-10-22,40.8888
2023-10-23,39.0305
2023-10-24,38.0222
2023-10-25,36.5566
2023-10-26,34.9922
2023-10-27,34.6195
2023-10-28,34.6195
2023-10-29,34.6195
2023-10-30,35.4884
2023-10-31,36.5979
2023-11-01,38.0926
2023-11-02,41.4022
2023-11-03,46.695
2023-11-04,46.695
2023-11-05,46.695
2023-11-06,45.2499
2023-11-07,47.1306
2023-11-08,44.3467
2023-11-09,46.3865
2023-11-10,47.1156
2023-11-11,47.1156
2023-11-12,47.1156
2023-11-13,46.7865
2023-11-14,51.3562
2023-11-15,50.4371
2023-11-16,47.6786
2023-11-17,48.7798
2023-11-18,48.7798
2023-11-19,48.7798
2023-11-20,49.4174
2023-11-21,47.5793
2023-11-22,48.5982
2023-11-23,48.5982
2023-11-24,50.3596
2023-11-25,50.3596
2023-11-26,50.3596
2023-11-27,48.8026
2023-11-28,49.6378
2023-11-29,49.6984
2023-11-30,48.8467
2023-12-01,52.9024
2023-12-02,52.9024
2023-12-03,52.9024
2023-12-04,51.2339
2023-12-05,49.6151
2023-12-06,49.0217
2023-12-07,52.3251
2023-12-08,52.4957
2023-12-09,52.4957
2023-12-10,52.4957
2023-12-11,53.6955
2023-12-12,54.0387
2023-12-13,56.3793
2023-12-14,59.1464
2023-12-15,58.5065
2023-12-16,58.5065
2023-12-17,58.5065
2023-12-18,58.145
2023-12-19,59.5416
2023-12-20,56.099
2023-12-21,57.7824
2023-12-22,57.2853
2023-12-23,57.2853
2023-12-24,57.2853
2023-12-25,57.2853
2023-12-26,57.9798
2023-12-27,58.0341
2023-12-28,58.6422
2023-12-29,55.183
2023-12-30,55.183
2023-12-31,55.183
2024-01-01,55.183
2024-01-02,56.5659
2024-01-03,54.6753
2024-01-04,58.2303
2024-01-05,60.8602
2024-01-06,60.8602
2024-01-07,60.8602
2024-01-08,62.2519
2024-01-09,60.8347
2024-01-10,60.6093
2024-01-11,59.4697
2024-01-12,57.1715
2024-01-13,57.1715
2024-01-14,57.1715
2024-01-15,57.1715
2024-01-16,55.4552
2024-01-17,53.5162
2024-01-18,52.0373
2024-01-19,53.2522
2024-01-20,53.2522
2024-01-21,53.2522
2024-01-22,56.7643
2024-01-23,57.0336
2024-01-24,57.6342
2024-01-25,57.6342
2024-01-26,57.4779
2024-01-27,57.4779
2024-01-28,57.4779
2024-01-29,59.5222
2024-01-30,57.0777
2024-01-31,54.8237
2024-02-01,58.8575
2024-02-02,57.3134
2024-02-03,57.3134
2024-02-04,57.3134
2024-02-05,54.7656
2024-02-06,54.349
2024-02-07,54.6464
2024-02-08,57.6169
2024-02-09,58.162
2024-02-10,58.162
2024-02-11,58.162
2024-02-12,59.1937
2024-02-13,52.6234
2024-02-14,54.2065
2024-02-15,56.2069
2024-02-16,54.6712
2024-02-17,54.6712
2024-02-18,54.6712
2024-02-19,54.6712
2024-02-20,52.6648
2024-02-21,50.7985
2024-02-22,60.9599
2024-02-23,58.7785
2024-02-24,58.7785
2024-02-25,58.7785
2024-02-26,59.8628
2024-02-27,58.7962
2024-02-28,56.8744
2024-02-29,57.8251
2024-03-01,58.4284
2024-03-02,58.4284
2024-03-03,58.4284
2024-03-04,58.7337
2024-03-05,57.0013
2024-03-06,57.6929
2024-03-07,58.157
2024-03-08,58.157
2024-03-09,58.157
2024-03-10,58.157
2024-03-11,58.4012
2024-03-12,57.9118
2024-03-13,58.2222
2024-03-14,57.4189
2024-03-15,57.584
2024-03-16,57.584
2024-03-17,57.584
2024-03-18,57.1258
2024-03-19,58.4927
2024-03-20,60.0306
2024-03-21,60.5703
2024-03-22,58.6054
2024-03-23,58.6054
2024-03-24,58.6054
2024-03-25,58.1178
2024-03-26,58.1778
2024-03-27,59.4982
2024-03-28,57.6994
2024-03-29,57.6994
2024-03-30,57.6994
2024-03-31,57.6994
2024-04-01,59.3346
2024-04-02,58.7257
2024-04-03,45.9691
2024-04-04,45.4666
2024-04-05,45.0142
2024-04-06,45.0142
2024-04-07,45.0142
2024-04-08,48.4005
