,STEL US Equity
2023-03-20,39.5578
2023-03-21,43.1352
2023-03-22,40.0546
2023-03-23,39.7411
2023-03-24,42.5736
2023-03-25,42.5736
2023-03-26,42.5736
2023-03-27,41.7554
2023-03-28,41.0897
2023-03-29,39.9517
2023-03-30,38.0032
2023-03-31,38.1409
2023-04-01,38.1409
2023-04-02,38.1409
2023-04-03,36.2794
2023-04-04,34.3877
2023-04-05,34.7253
2023-04-06,35.2668
2023-04-07,35.2668
2023-04-08,35.2668
2023-04-09,35.2668
2023-04-10,36.5052
2023-04-11,35.5758
2023-04-12,34.7711
2023-04-13,37.1056
2023-04-14,35.3149
2023-04-15,35.3149
2023-04-16,35.3149
2023-04-17,38.2508
2023-04-18,36.2912
2023-04-19,37.9126
2023-04-20,37.1926
2023-04-21,36.5323
2023-04-22,36.5323
2023-04-23,36.5323
2023-04-24,36.0715
2023-04-25,33.3514
2023-04-26,33.4552
2023-04-27,35.5329
2023-04-28,40.6159
2023-04-29,40.6159
2023-04-30,40.6159
2023-05-01,38.6246
2023-05-02,35.2614
2023-05-03,39.2565
2023-05-04,38.1706
2023-05-05,42.8386
2023-05-06,42.8386
2023-05-07,42.8386
2023-05-08,41.2418
2023-05-09,41.1324
2023-05-10,40.3031
2023-05-11,38.6634
2023-05-12,39.3745
2023-05-13,39.3745
2023-05-14,39.3745
2023-05-15,42.1108
2023-05-16,41.1081
2023-05-17,47.7621
2023-05-18,47.7312
2023-05-19,45.9224
2023-05-20,45.9224
2023-05-21,45.9224
2023-05-22,49.9158
2023-05-23,50.8851
2023-05-24,48.4746
2023-05-25,47.1541
2023-05-26,48.6664
2023-05-27,48.6664
2023-05-28,48.6664
2023-05-29,48.6664
2023-05-30,48.5415
2023-05-31,47.5315
2023-06-01,49.2387
2023-06-02,54.1468
2023-06-03,54.1468
2023-06-04,54.1468
2023-06-05,51.2759
2023-06-06,54.7867
2023-06-07,56.7566
2023-06-08,54.862
2023-06-09,52.8215
2023-06-10,52.8215
2023-06-11,52.8215
2023-06-12,53.3114
2023-06-13,54.4
2023-06-14,52.1558
2023-06-15,52.6397
2023-06-16,51.842
2023-06-17,51.842
2023-06-18,51.842
2023-06-19,51.842
2023-06-20,50.0227
2023-06-21,49.4348
2023-06-22,46.8846
2023-06-23,45.2099
2023-06-24,45.2099
2023-06-25,45.2099
2023-06-26,45.8877
2023-06-27,45.9569
2023-06-28,45.9926
2023-06-29,47.3597
2023-06-30,46.0584
2023-07-01,46.0584
2023-07-02,46.0584
2023-07-03,47.2291
2023-07-04,47.2291
2023-07-05,46.8674
2023-07-06,44.7099
2023-07-07,44.8275
2023-07-08,44.8275
2023-07-09,44.8275
2023-07-10,46.1704
2023-07-11,45.831
2023-07-12,47.0392
2023-07-13,47.8415
2023-07-14,47.8415
2023-07-15,47.8415
2023-07-16,47.8415
2023-07-17,48.9586
2023-07-18,51.8061
2023-07-19,54.2624
2023-07-20,54.1346
2023-07-21,52.0628
2023-07-22,52.0628
2023-07-23,52.0628
2023-07-24,56.1708
2023-07-25,55.6603
2023-07-26,59.5284
2023-07-27,57.9425
2023-07-28,55.3455
2023-07-29,55.3455
2023-07-30,55.3455
2023-07-31,52.4869
2023-08-01,50.5875
2023-08-02,51.3234
2023-08-03,51.2107
2023-08-04,52.0816
2023-08-05,52.0816
2023-08-06,52.0816
2023-08-07,53.4428
2023-08-08,51.415
2023-08-09,50.2169
2023-08-10,49.0349
2023-08-11,48.958
2023-08-12,48.958
2023-08-13,48.958
2023-08-14,46.6854
2023-08-15,43.3222
2023-08-16,43.6254
2023-08-17,43.5909
2023-08-18,45.3331
2023-08-19,45.3331
2023-08-20,45.3331
2023-08-21,44.4233
2023-08-22,42.0157
2023-08-23,41.8457
2023-08-24,41.4983
2023-08-25,40.5239
2023-08-26,40.5239
2023-08-27,40.5239
2023-08-28,40.3488
2023-08-29,41.0338
2023-08-30,40.959
2023-08-31,39.868
2023-09-01,42.5951
2023-09-02,42.5951
2023-09-03,42.5951
2023-09-04,42.5951
2023-09-05,42.7563
2023-09-06,41.5497
2023-09-07,42.6655
2023-09-08,43.6121
2023-09-09,43.6121
2023-09-10,43.6121
2023-09-11,42.2537
2023-09-12,41.8743
2023-09-13,41.994
2023-09-14,45.8273
2023-09-15,45.404
2023-09-16,45.404
2023-09-17,45.404
2023-09-18,42.4731
2023-09-19,42.084
2023-09-20,40.5881
2023-09-21,40.2498
2023-09-22,39.6937
2023-09-23,39.6937
2023-09-24,39.6937
2023-09-25,40.5435
2023-09-26,39.352
2023-09-27,41.1414
2023-09-28,43.32
2023-09-29,44.751
2023-09-30,44.751
2023-10-01,44.751
2023-10-02,44.0015
2023-10-03,43.6486
2023-10-04,47.0974
2023-10-05,50.7275
2023-10-06,52.005
2023-10-07,52.005
2023-10-08,52.005
2023-10-09,50.9237
2023-10-10,52.4837
2023-10-11,52.5375
2023-10-12,48.7133
2023-10-13,47.9588
2023-10-14,47.9588
2023-10-15,47.9588
2023-10-16,50.454
2023-10-17,51.493
2023-10-18,47.0848
2023-10-19,47.5942
2023-10-20,47.1766
2023-10-21,47.1766
2023-10-22,47.1766
2023-10-23,46.6474
2023-10-24,46.0594
2023-10-25,48.3258
2023-10-26,50.5896
2023-10-27,46.534
2023-10-28,46.534
2023-10-29,46.534
2023-10-30,48.0282
2023-10-31,48.201
2023-11-01,48.4962
2023-11-02,54.3622
2023-11-03,57.7
2023-11-04,57.7
2023-11-05,57.7
2023-11-06,55.569
2023-11-07,52.841
2023-11-08,50.9769
2023-11-09,48.2849
2023-11-10,48.642
2023-11-11,48.642
2023-11-12,48.642
2023-11-13,48.6944
2023-11-14,57.5934
2023-11-15,58.8188
2023-11-16,56.7126
2023-11-17,56.9846
2023-11-18,56.9846
2023-11-19,56.9846
2023-11-20,57.3412
2023-11-21,53.9485
2023-11-22,55.3562
2023-11-23,55.3562
2023-11-24,55.5216
2023-11-25,55.5216
2023-11-26,55.5216
2023-11-27,55.2568
2023-11-28,54.6101
2023-11-29,56.3285
2023-11-30,55.9912
2023-12-01,60.4067
2023-12-02,60.4067
2023-12-03,60.4067
2023-12-04,62.869
2023-12-05,61.5491
2023-12-06,62.2618
2023-12-07,63.7225
2023-12-08,63.8604
2023-12-09,63.8604
2023-12-10,63.8604
2023-12-11,64.1422
2023-12-12,62.6882
2023-12-13,68.2552
2023-12-14,69.8844
2023-12-15,66.0836
2023-12-16,66.0836
2023-12-17,66.0836
2023-12-18,65.9125
2023-12-19,68.6043
2023-12-20,66.4006
2023-12-21,66.5432
2023-12-22,67.0065
2023-12-23,67.0065
2023-12-24,67.0065
2023-12-25,67.0065
2023-12-26,68.7682
2023-12-27,67.9343
2023-12-28,66.856
2023-12-29,63.0054
2023-12-30,63.0054
2023-12-31,63.0054
2024-01-01,63.0054
2024-01-02,60.789
2024-01-03,57.9596
2024-01-04,58.2156
2024-01-05,58.7723
2024-01-06,58.7723
2024-01-07,58.7723
2024-01-08,58.9983
2024-01-09,56.1837
2024-01-10,55.9233
2024-01-11,54.8711
2024-01-12,54.0816
2024-01-13,54.0816
2024-01-14,54.0816
2024-01-15,54.0816
2024-01-16,51.5739
2024-01-17,50.7786
2024-01-18,52.1618
2024-01-19,54.3143
2024-01-20,54.3143
2024-01-21,54.3143
2024-01-22,57.1173
2024-01-23,54.5971
2024-01-24,55.1094
2024-01-25,54.5785
2024-01-26,54.8485
2024-01-27,54.8485
2024-01-28,54.8485
2024-01-29,56.064
2024-01-30,53.4192
2024-01-31,46.93
2024-02-01,46.373
2024-02-02,45.0952
2024-02-03,45.0952
2024-02-04,45.0952
2024-02-05,43.6839
2024-02-06,43.1093
2024-02-07,42.6532
2024-02-08,43.6621
2024-02-09,45.1593
2024-02-10,45.1593
2024-02-11,45.1593
2024-02-12,47.562
2024-02-13,43.5688
2024-02-14,47.1501
2024-02-15,50.7479
2024-02-16,48.7072
2024-02-17,48.7072
2024-02-18,48.7072
2024-02-19,48.7072
2024-02-20,46.4462
2024-02-21,45.8458
2024-02-22,44.8071
2024-02-23,44.6863
2024-02-24,44.6863
2024-02-25,44.6863
2024-02-26,43.0451
2024-02-27,42.5327
2024-02-28,41.5488
2024-02-29,43.9626
2024-03-01,44.4896
2024-03-02,44.4896
2024-03-03,44.4896
2024-03-04,43.5573
2024-03-05,47.0527
2024-03-06,45.6134
2024-03-07,45.3958
2024-03-08,47.3701
2024-03-09,47.3701
2024-03-10,47.3701
2024-03-11,47.092
2024-03-12,45.749
2024-03-13,45.1972
2024-03-14,43.0915
2024-03-15,44.9643
2024-03-16,44.9643
2024-03-17,44.9643
2024-03-18,43.3974
2024-03-19,43.745
2024-03-20,46.788
2024-03-21,47.3878
2024-03-22,45.3221
2024-03-23,45.3221
2024-03-24,45.3221
2024-03-25,45.0857
2024-03-26,45.9605
2024-03-27,50.3263
2024-03-28,50.4298
2024-03-29,50.4298
2024-03-30,50.4298
2024-03-31,50.4298
2024-04-01,47.997
2024-04-02,45.1223
2024-04-03,44.983
2024-04-04,44.9351
2024-04-05,44.7872
2024-04-06,44.7872
2024-04-07,44.7872
2024-04-08,46.4874
