,CRMT US Equity
2023-03-20,43.1475
2023-03-21,45.4824
2023-03-22,44.9437
2023-03-23,45.6268
2023-03-24,45.533
2023-03-25,45.533
2023-03-26,45.533
2023-03-27,46.9308
2023-03-28,46.7228
2023-03-29,46.5331
2023-03-30,46.8955
2023-03-31,49.8949
2023-04-01,49.8949
2023-04-02,49.8949
2023-04-03,49.4524
2023-04-04,48.1783
2023-04-05,46.7048
2023-04-06,48.1748
2023-04-07,48.1748
2023-04-08,48.1748
2023-04-09,48.1748
2023-04-10,50.3107
2023-04-11,53.6804
2023-04-12,54.0901
2023-04-13,54.9546
2023-04-14,55.768
2023-04-15,55.768
2023-04-16,55.768
2023-04-17,53.8364
2023-04-18,52.5077
2023-04-19,52.1771
2023-04-20,50.5784
2023-04-21,48.9789
2023-04-22,48.9789
2023-04-23,48.9789
2023-04-24,48.4291
2023-04-25,46.7986
2023-04-26,49.2835
2023-04-27,51.959
2023-04-28,50.4156
2023-04-29,50.4156
2023-04-30,50.4156
2023-05-01,49.4343
2023-05-02,48.3393
2023-05-03,47.9543
2023-05-04,46.0923
2023-05-05,52.4578
2023-05-06,52.4578
2023-05-07,52.4578
2023-05-08,54.2591
2023-05-09,52.9805
2023-05-10,54.8825
2023-05-11,56.7778
2023-05-12,52.1254
2023-05-13,52.1254
2023-05-14,52.1254
2023-05-15,51.6302
2023-05-16,52.4807
2023-05-17,55.9526
2023-05-18,56.2072
2023-05-19,54.4453
2023-05-20,54.4453
2023-05-21,54.4453
2023-05-22,54.3208
2023-05-23,56.692
2023-05-24,50.7119
2023-05-25,55.5975
2023-05-26,52.0613
2023-05-27,52.0613
2023-05-28,52.0613
2023-05-29,52.0613
2023-05-30,54.3667
2023-05-31,49.427
2023-06-01,48.4572
2023-06-02,54.15
2023-06-03,54.15
2023-06-04,54.15
2023-06-05,52.6842
2023-06-06,55.6887
2023-06-07,58.7603
2023-06-08,58.2252
2023-06-09,55.383
2023-06-10,55.383
2023-06-11,55.383
2023-06-12,57.577
2023-06-13,58.7643
2023-06-14,56.6525
2023-06-15,57.3352
2023-06-16,55.6117
2023-06-17,55.6117
2023-06-18,55.6117
2023-06-19,55.6117
2023-06-20,54.9297
2023-06-21,54.8058
2023-06-22,55.8922
2023-06-23,54.795
2023-06-24,54.795
2023-06-25,54.795
2023-06-26,55.2229
2023-06-27,57.1128
2023-06-28,57.6549
2023-06-29,59.87
2023-06-30,57.0082
2023-07-01,57.0082
2023-07-02,57.0082
2023-07-03,57.4045
2023-07-04,57.4045
2023-07-05,55.7193
2023-07-06,54.6062
2023-07-07,55.6338
2023-07-08,55.6338
2023-07-09,55.6338
2023-07-10,56.6965
2023-07-11,58.1024
2023-07-12,59.397
2023-07-13,58.5158
2023-07-14,58.4735
2023-07-15,58.4735
2023-07-16,58.4735
2023-07-17,66.4238
2023-07-18,65.0356
2023-07-19,65.4756
2023-07-20,64.7626
2023-07-21,60.051
2023-07-22,60.051
2023-07-23,60.051
2023-07-24,60.0358
2023-07-25,59.5115
2023-07-26,60.893
2023-07-27,59.2177
2023-07-28,61.0897
2023-07-29,61.0897
2023-07-30,61.0897
2023-07-31,62.9199
2023-08-01,62.9395
2023-08-02,63.4576
2023-08-03,61.022
2023-08-04,59.3871
2023-08-05,59.3871
2023-08-06,59.3871
2023-08-07,58.9193
2023-08-08,58.8688
2023-08-09,58.0286
2023-08-10,56.1914
2023-08-11,56.5326
2023-08-12,56.5326
2023-08-13,56.5326
2023-08-14,56.7403
2023-08-15,55.6226
2023-08-16,54.5895
2023-08-17,52.4038
2023-08-18,52.6816
2023-08-19,52.6816
2023-08-20,52.6816
2023-08-21,50.4318
2023-08-22,48.7635
2023-08-23,51.866
2023-08-24,50.1261
2023-08-25,50.636
2023-08-26,50.636
2023-08-27,50.636
2023-08-28,51.3278
2023-08-29,54.6103
2023-08-30,55.0272
2023-08-31,55.1468
2023-09-01,56.7963
2023-09-02,56.7963
2023-09-03,56.7963
2023-09-04,56.7963
2023-09-05,44.8582
2023-09-06,42.946
2023-09-07,41.7702
2023-09-08,43.351
2023-09-09,43.351
2023-09-10,43.351
2023-09-11,42.8575
2023-09-12,41.3092
2023-09-13,40.4236
2023-09-14,42.7473
2023-09-15,41.2322
2023-09-16,41.2322
2023-09-17,41.2322
2023-09-18,40.9262
2023-09-19,40.5787
2023-09-20,39.5428
2023-09-21,40.028
2023-09-22,41.9116
2023-09-23,41.9116
2023-09-24,41.9116
2023-09-25,42.3101
2023-09-26,42.2556
2023-09-27,43.5718
2023-09-28,42.9497
2023-09-29,43.1838
2023-09-30,43.1838
2023-10-01,43.1838
2023-10-02,45.3033
2023-10-03,43.583
2023-10-04,43.9565
2023-10-05,42.8371
2023-10-06,41.7968
2023-10-07,41.7968
2023-10-08,41.7968
2023-10-09,40.6489
2023-10-10,42.1848
2023-10-11,40.4117
2023-10-12,38.9825
2023-10-13,37.1324
2023-10-14,37.1324
2023-10-15,37.1324
2023-10-16,38.8495
2023-10-17,35.1695
2023-10-18,34.6664
2023-10-19,34.9495
2023-10-20,34.0639
2023-10-21,34.0639
2023-10-22,34.0639
2023-10-23,30.5809
2023-10-24,30.1357
2023-10-25,28.6638
2023-10-26,27.9392
2023-10-27,29.1662
2023-10-28,29.1662
2023-10-29,29.1662
2023-10-30,30.1432
2023-10-31,32.2556
2023-11-01,32.3393
2023-11-02,37.0948
2023-11-03,40.3129
2023-11-04,40.3129
2023-11-05,40.3129
2023-11-06,40.3232
2023-11-07,40.3657
2023-11-08,39.2586
2023-11-09,40.3753
2023-11-10,40.8874
2023-11-11,40.8874
2023-11-12,40.8874
2023-11-13,40.4731
2023-11-14,48.0635
2023-11-15,48.6592
2023-11-16,44.8446
2023-11-17,46.2113
2023-11-18,46.2113
2023-11-19,46.2113
2023-11-20,47.4927
2023-11-21,46.1667
2023-11-22,45.9537
2023-11-23,45.9537
2023-11-24,46.3965
2023-11-25,46.3965
2023-11-26,46.3965
2023-11-27,44.9242
2023-11-28,45.4694
2023-11-29,47.3516
2023-11-30,48.0633
2023-12-01,44.2302
2023-12-02,44.2302
2023-12-03,44.2302
2023-12-04,49.3233
2023-12-05,39.2615
2023-12-06,37.8127
2023-12-07,36.524
2023-12-08,36.1945
2023-12-09,36.1945
2023-12-10,36.1945
2023-12-11,36.9233
2023-12-12,35.8639
2023-12-13,39.1869
2023-12-14,46.4398
2023-12-15,46.5561
2023-12-16,46.5561
2023-12-17,46.5561
2023-12-18,45.4957
2023-12-19,47.572
2023-12-20,47.4781
2023-12-21,49.3398
2023-12-22,52.0999
2023-12-23,52.0999
2023-12-24,52.0999
2023-12-25,52.0999
2023-12-26,54.03
2023-12-27,53.5983
2023-12-28,51.6438
2023-12-29,49.0221
2023-12-30,49.0221
2023-12-31,49.0221
2024-01-01,49.0221
2024-01-02,44.7363
2024-01-03,41.8381
2024-01-04,41.811
2024-01-05,41.2036
2024-01-06,41.2036
2024-01-07,41.2036
2024-01-08,42.7978
2024-01-09,41.2003
2024-01-10,42.1275
2024-01-11,41.5882
2024-01-12,40.6959
2024-01-13,40.6959
2024-01-14,40.6959
2024-01-15,40.6959
2024-01-16,40.6783
2024-01-17,40.4313
2024-01-18,41.1705
2024-01-19,42.8959
2024-01-20,42.8959
2024-01-21,42.8959
2024-01-22,44.5943
2024-01-23,43.013
2024-01-24,43.0668
2024-01-25,43.8074
2024-01-26,42.9791
2024-01-27,42.9791
2024-01-28,42.9791
2024-01-29,45.2324
2024-01-30,43.8797
2024-01-31,42.4729
2024-02-01,44.4914
2024-02-02,43.9012
2024-02-03,43.9012
2024-02-04,43.9012
2024-02-05,43.9397
2024-02-06,42.8753
2024-02-07,43.1095
2024-02-08,44.5214
2024-02-09,47.7486
2024-02-10,47.7486
2024-02-11,47.7486
2024-02-12,50.9493
2024-02-13,45.6824
2024-02-14,48.2509
2024-02-15,47.9576
2024-02-16,45.7548
2024-02-17,45.7548
2024-02-18,45.7548
2024-02-19,45.7548
2024-02-20,45.4284
2024-02-21,47.3703
2024-02-22,47.0788
2024-02-23,47.4585
2024-02-24,47.4585
2024-02-25,47.4585
2024-02-26,47.4956
2024-02-27,50.4376
2024-02-28,49.6931
2024-02-29,50.1103
2024-03-01,50.4339
2024-03-02,50.4339
2024-03-03,50.4339
2024-03-04,47.2546
2024-03-05,45.8657
2024-03-06,44.3756
2024-03-07,45.9401
2024-03-08,49.8907
2024-03-09,49.8907
2024-03-10,49.8907
2024-03-11,49.2437
2024-03-12,46.9979
2024-03-13,46.6676
2024-03-14,44.8494
2024-03-15,46.7108
2024-03-16,46.7108
2024-03-17,46.7108
2024-03-18,44.842
2024-03-19,46.2364
2024-03-20,48.178
2024-03-21,50.0622
2024-03-22,46.1797
2024-03-23,46.1797
2024-03-24,46.1797
2024-03-25,47.4464
2024-03-26,47.2617
2024-03-27,47.8348
2024-03-28,48.7661
2024-03-29,48.7661
2024-03-30,48.7661
2024-03-31,48.7661
2024-04-01,47.6768
2024-04-02,46.6089
2024-04-03,45.7886
2024-04-04,44.1124
2024-04-05,44.539
2024-04-06,44.539
2024-04-07,44.539
2024-04-08,46.8732
