,AUB US Equity
2023-03-24,46.6304
2023-03-25,46.6304
2023-03-26,46.6304
2023-03-27,46.6081
2023-03-28,46.9497
2023-03-29,46.783
2023-03-30,46.4902
2023-03-31,46.8059
2023-04-01,46.8059
2023-04-02,46.8059
2023-04-03,46.2161
2023-04-04,45.2167
2023-04-05,43.907
2023-04-06,42.2047
2023-04-07,42.2047
2023-04-08,42.2047
2023-04-09,42.2047
2023-04-10,44.8285
2023-04-11,45.6586
2023-04-12,45.3709
2023-04-13,44.6303
2023-04-14,42.0202
2023-04-15,42.0202
2023-04-16,42.0202
2023-04-17,42.9583
2023-04-18,40.8114
2023-04-19,44.4656
2023-04-20,44.2888
2023-04-21,41.9707
2023-04-22,41.9707
2023-04-23,41.9707
2023-04-24,42.1374
2023-04-25,32.6058
2023-04-26,32.3595
2023-04-27,34.7184
2023-04-28,36.3022
2023-04-29,36.3022
2023-04-30,36.3022
2023-05-01,33.6679
2023-05-02,31.6225
2023-05-03,31.1088
2023-05-04,29.4324
2023-05-05,33.4752
2023-05-06,33.4752
2023-05-07,33.4752
2023-05-08,32.2674
2023-05-09,31.8569
2023-05-10,32.3481
2023-05-11,31.554
2023-05-12,31.115
2023-05-13,31.115
2023-05-14,31.115
2023-05-15,33.7834
2023-05-16,33.5752
2023-05-17,37.8433
2023-05-18,37.5905
2023-05-19,36.7381
2023-05-20,36.7381
2023-05-21,36.7381
2023-05-22,39.5153
2023-05-23,41.9235
2023-05-24,40.6866
2023-05-25,39.8817
2023-05-26,40.7687
2023-05-27,40.7687
2023-05-28,40.7687
2023-05-29,40.7687
2023-05-30,41.3948
2023-05-31,40.3853
2023-06-01,40.7899
2023-06-02,46.9746
2023-06-03,46.9746
2023-06-04,46.9746
2023-06-05,44.4823
2023-06-06,48.9135
2023-06-07,51.0158
2023-06-08,51.3534
2023-06-09,49.6767
2023-06-10,49.6767
2023-06-11,49.6767
2023-06-12,48.9778
2023-06-13,50.2334
2023-06-14,47.8889
2023-06-15,49.0452
2023-06-16,50.1647
2023-06-17,50.1647
2023-06-18,50.1647
2023-06-19,50.1647
2023-06-20,48.0062
2023-06-21,47.0849
2023-06-22,45.0716
2023-06-23,43.9695
2023-06-24,43.9695
2023-06-25,43.9695
2023-06-26,43.7309
2023-06-27,44.4677
2023-06-28,43.4933
2023-06-29,44.8595
2023-06-30,43.629
2023-07-01,43.629
2023-07-02,43.629
2023-07-03,45.1273
2023-07-04,45.1273
2023-07-05,44.8132
2023-07-06,44.0089
2023-07-07,45.0599
2023-07-08,45.0599
2023-07-09,45.0599
2023-07-10,45.1226
2023-07-11,45.8259
2023-07-12,47.4107
2023-07-13,49.7814
2023-07-14,49.1641
2023-07-15,49.1641
2023-07-16,49.1641
2023-07-17,51.9245
2023-07-18,54.5328
2023-07-19,57.2096
2023-07-20,56.3753
2023-07-21,55.3476
2023-07-22,55.3476
2023-07-23,55.3476
2023-07-24,57.5966
2023-07-25,53.7099
2023-07-26,57.7236
2023-07-27,57.7459
2023-07-28,57.1226
2023-07-29,57.1226
2023-07-30,57.1226
2023-07-31,58.9117
2023-08-01,58.4588
2023-08-02,58.0303
2023-08-03,59.6543
2023-08-04,60.0712
2023-08-05,60.0712
2023-08-06,60.0712
2023-08-07,62.1613
2023-08-08,60.8157
2023-08-09,59.7592
2023-08-10,59.4716
2023-08-11,59.6724
2023-08-12,59.6724
2023-08-13,59.6724
2023-08-14,58.9548
2023-08-15,54.5606
2023-08-16,52.9346
2023-08-17,52.3418
2023-08-18,52.1739
2023-08-19,52.1739
2023-08-20,52.1739
2023-08-21,51.6937
2023-08-22,48.2478
2023-08-23,48.9518
2023-08-24,49.1223
2023-08-25,47.8334
2023-08-26,47.8334
2023-08-27,47.8334
2023-08-28,48.9699
2023-08-29,49.2203
2023-08-30,48.5862
2023-08-31,50.1009
2023-09-01,52.7359
2023-09-02,52.7359
2023-09-03,52.7359
2023-09-04,52.7359
2023-09-05,48.66
2023-09-06,46.7427
2023-09-07,46.646
2023-09-08,48.554
2023-09-09,48.554
2023-09-10,48.554
2023-09-11,48.3476
2023-09-12,49.6394
2023-09-13,49.6394
2023-09-14,51.6718
2023-09-15,51.3599
2023-09-16,51.3599
2023-09-17,51.3599
2023-09-18,49.4308
2023-09-19,50.2808
2023-09-20,49.2302
2023-09-21,46.3368
2023-09-22,44.5318
2023-09-23,44.5318
2023-09-24,44.5318
2023-09-25,47.1138
2023-09-26,46.1611
2023-09-27,47.0634
2023-09-28,48.4842
2023-09-29,47.5414
2023-09-30,47.5414
2023-10-01,47.5414
2023-10-02,46.5671
2023-10-03,44.9189
2023-10-04,46.8644
2023-10-05,48.251
2023-10-06,48.5038
2023-10-07,48.5038
2023-10-08,48.5038
2023-10-09,49.0615
2023-10-10,50.0092
2023-10-11,50.4857
2023-10-12,50.2156
2023-10-13,47.3341
2023-10-14,47.3341
2023-10-15,47.3341
2023-10-16,50.2853
2023-10-17,53.5109
2023-10-18,49.0516
2023-10-19,51.661
2023-10-20,44.9438
2023-10-21,44.9438
2023-10-22,44.9438
2023-10-23,44.6894
2023-10-24,43.7918
2023-10-25,44.9759
2023-10-26,46.9301
2023-10-27,46.3738
2023-10-28,46.3738
2023-10-29,46.3738
2023-10-30,49.2889
2023-10-31,49.252
2023-11-01,49.4088
2023-11-02,55.6793
2023-11-03,59.6806
2023-11-04,59.6806
2023-11-05,59.6806
2023-11-06,58.7199
2023-11-07,55.4495
2023-11-08,53.7729
2023-11-09,52.0211
2023-11-10,52.511
2023-11-11,52.511
2023-11-12,52.511
2023-11-13,54.0324
2023-11-14,59.2098
2023-11-15,59.6279
2023-11-16,57.4207
2023-11-17,58.5429
2023-11-18,58.5429
2023-11-19,58.5429
2023-11-20,58.8711
2023-11-21,56.7412
2023-11-22,55.8295
2023-11-23,55.8295
2023-11-24,56.4032
2023-11-25,56.4032
2023-11-26,56.4032
2023-11-27,53.8879
2023-11-28,53.145
2023-11-29,53.6736
2023-11-30,52.5618
2023-12-01,57.0952
2023-12-02,57.0952
2023-12-03,57.0952
2023-12-04,58.9945
2023-12-05,56.6704
2023-12-06,57.2798
2023-12-07,59.3362
2023-12-08,61.4903
2023-12-09,61.4903
2023-12-10,61.4903
2023-12-11,57.9287
2023-12-12,58.0652
2023-12-13,62.7883
2023-12-14,65.6864
2023-12-15,66.2227
2023-12-16,66.2227
2023-12-17,66.2227
2023-12-18,64.6735
2023-12-19,65.7309
2023-12-20,62.7953
2023-12-21,63.646
2023-12-22,64.4017
2023-12-23,64.4017
2023-12-24,64.4017
2023-12-25,64.4017
2023-12-26,66.3843
2023-12-27,66.5849
2023-12-28,64.8635
2023-12-29,62.306
2023-12-30,62.306
2023-12-31,62.306
2024-01-01,62.306
2024-01-02,61.9614
2024-01-03,56.8638
2024-01-04,57.9055
2024-01-05,59.1017
2024-01-06,59.1017
2024-01-07,59.1017
2024-01-08,60.0797
2024-01-09,58.173
2024-01-10,58.101
2024-01-11,56.2995
2024-01-12,55.9763
2024-01-13,55.9763
2024-01-14,55.9763
2024-01-15,55.9763
2024-01-16,53.3032
2024-01-17,52.1176
2024-01-18,52.2432
2024-01-19,54.991
2024-01-20,54.991
2024-01-21,54.991
2024-01-22,57.2527
2024-01-23,55.3814
2024-01-24,55.2378
2024-01-25,55.0899
2024-01-26,55.9138
2024-01-27,55.9138
2024-01-28,55.9138
2024-01-29,57.0608
2024-01-30,56.9801
2024-01-31,50.7101
2024-02-01,50.27
2024-02-02,50.7799
2024-02-03,50.7799
2024-02-04,50.7799
2024-02-05,49.5533
2024-02-06,47.3881
2024-02-07,48.0123
2024-02-08,47.8726
2024-02-09,50.1228
2024-02-10,50.1228
2024-02-11,50.1228
2024-02-12,52.4244
2024-02-13,46.6972
2024-02-14,49.3372
2024-02-15,53.7108
2024-02-16,50.9853
2024-02-17,50.9853
2024-02-18,50.9853
2024-02-19,50.9853
2024-02-20,49.8162
2024-02-21,48.367
2024-02-22,47.5912
2024-02-23,49.524
2024-02-24,49.524
2024-02-25,49.524
2024-02-26,48.6577
2024-02-27,49.3774
2024-02-28,47.863
2024-02-29,49.206
2024-03-01,48.8158
2024-03-02,48.8158
2024-03-03,48.8158
2024-03-04,47.6749
2024-03-05,52.3187
2024-03-06,52.3498
2024-03-07,53.7809
2024-03-08,54.9375
2024-03-09,54.9375
2024-03-10,54.9375
2024-03-11,54.0175
2024-03-12,52.2787
2024-03-13,50.9359
2024-03-14,48.1101
2024-03-15,49.9894
2024-03-16,49.9894
2024-03-17,49.9894
2024-03-18,48.8253
2024-03-19,48.4584
2024-03-20,52.8864
2024-03-21,54.5272
2024-03-22,53.3525
2024-03-23,53.3525
2024-03-24,53.3525
2024-03-25,53.0658
2024-03-26,50.942
2024-03-27,55.4879
2024-03-28,54.7083
2024-03-29,54.7083
2024-03-30,54.7083
2024-03-31,54.7083
2024-04-01,53.0269
2024-04-02,49.4256
2024-04-03,47.3683
2024-04-04,47.8635
2024-04-05,48.7612
2024-04-06,48.7612
2024-04-07,48.7612
2024-04-08,50.4922
