,CFFN US Equity
2023-03-19,41.8375
2023-03-20,39.9096
2023-03-21,41.6106
2023-03-22,38.5331
2023-03-23,37.0225
2023-03-24,41.0565
2023-03-25,41.0565
2023-03-26,41.0565
2023-03-27,40.7564
2023-03-28,37.7147
2023-03-29,36.5678
2023-03-30,35.7884
2023-03-31,35.9453
2023-04-01,35.9453
2023-04-02,35.9453
2023-04-03,35.2327
2023-04-04,35.2327
2023-04-05,34.8629
2023-04-06,36.9178
2023-04-07,36.9178
2023-04-08,36.9178
2023-04-09,36.9178
2023-04-10,37.0889
2023-04-11,37.265
2023-04-12,37.265
2023-04-13,38.5529
2023-04-14,36.4516
2023-04-15,36.4516
2023-04-16,36.4516
2023-04-17,38.1047
2023-04-18,36.365
2023-04-19,38.1896
2023-04-20,37.1966
2023-04-21,37.5698
2023-04-22,37.5698
2023-04-23,37.5698
2023-04-24,37.3403
2023-04-25,35.2254
2023-04-26,36.5941
2023-04-27,35.8113
2023-04-28,33.8833
2023-04-29,33.8833
2023-04-30,33.8833
2023-05-01,32.002
2023-05-02,29.099
2023-05-03,28.7718
2023-05-04,28.6449
2023-05-05,31.3589
2023-05-06,31.3589
2023-05-07,31.3589
2023-05-08,29.997
2023-05-09,29.6419
2023-05-10,29.2833
2023-05-11,28.7436
2023-05-12,29.4164
2023-05-13,29.4164
2023-05-14,29.4164
2023-05-15,31.8568
2023-05-16,31.3472
2023-05-17,38.2915
2023-05-18,39.4104
2023-05-19,38.6848
2023-05-20,38.6848
2023-05-21,38.6848
2023-05-22,41.1147
2023-05-23,43.9432
2023-05-24,43.404
2023-05-25,43.761
2023-05-26,45.0165
2023-05-27,45.0165
2023-05-28,45.0165
2023-05-29,45.0165
2023-05-30,44.5753
2023-05-31,42.5616
2023-06-01,44.5959
2023-06-02,49.7814
2023-06-03,49.7814
2023-06-04,49.7814
2023-06-05,46.7173
2023-06-06,51.5638
2023-06-07,54.7867
2023-06-08,51.9272
2023-06-09,50.8294
2023-06-10,50.8294
2023-06-11,50.8294
2023-06-12,49.6089
2023-06-13,51.4836
2023-06-14,49.3145
2023-06-15,51.048
2023-06-16,51.9632
2023-06-17,51.9632
2023-06-18,51.9632
2023-06-19,51.9632
2023-06-20,49.3715
2023-06-21,48.4506
2023-06-22,47.0246
2023-06-23,45.5129
2023-06-24,45.5129
2023-06-25,45.5129
2023-06-26,46.1103
2023-06-27,46.5648
2023-06-28,46.5648
2023-06-29,47.9736
2023-06-30,46.8381
2023-07-01,46.8381
2023-07-02,46.8381
2023-07-03,48.2632
2023-07-04,48.2632
2023-07-05,46.681
2023-07-06,44.6176
2023-07-07,46.8845
2023-07-08,46.8845
2023-07-09,46.8845
2023-07-10,46.7431
2023-07-11,48.3541
2023-07-12,50.5217
2023-07-13,49.002
2023-07-14,47.5232
2023-07-15,47.5232
2023-07-16,47.5232
2023-07-17,48.8019
2023-07-18,51.1125
2023-07-19,53.9773
2023-07-20,53.0132
2023-07-21,51.4294
2023-07-22,51.4294
2023-07-23,51.4294
2023-07-24,53.989
2023-07-25,53.664
2023-07-26,57.1348
2023-07-27,53.4696
2023-07-28,54.0005
2023-07-29,54.0005
2023-07-30,54.0005
2023-07-31,53.3705
2023-08-01,53.5108
2023-08-02,51.7399
2023-08-03,51.016
2023-08-04,50.6899
2023-08-05,50.6899
2023-08-06,50.6899
2023-08-07,50.6899
2023-08-08,50.6899
2023-08-09,49.9825
2023-08-10,49.4472
2023-08-11,49.4472
2023-08-12,49.4472
2023-08-13,49.4472
2023-08-14,47.4528
2023-08-15,44.8983
2023-08-16,44.08
2023-08-17,46.307
2023-08-18,48.4316
2023-08-19,48.4316
2023-08-20,48.4316
2023-08-21,46.1968
2023-08-22,44.8785
2023-08-23,44.7135
2023-08-24,43.5539
2023-08-25,41.487
2023-08-26,41.487
2023-08-27,41.487
2023-08-28,41.7071
2023-08-29,41.5454
2023-08-30,41.0515
2023-08-31,39.4349
2023-09-01,42.2577
2023-09-02,42.2577
2023-09-03,42.2577
2023-09-04,42.2577
2023-09-05,39.8556
2023-09-06,38.4974
2023-09-07,38.0502
2023-09-08,40.2056
2023-09-09,40.2056
2023-09-10,40.2056
2023-09-11,37.228
2023-09-12,36.6662
2023-09-13,34.7665
2023-09-14,39.406
2023-09-15,36.9587
2023-09-16,36.9587
2023-09-17,36.9587
2023-09-18,35.3199
2023-09-19,33.4324
2023-09-20,34.1153
2023-09-21,33.5224
2023-09-22,33.1646
2023-09-23,33.1646
2023-09-24,33.1646
2023-09-25,33.4096
2023-09-26,30.2019
2023-09-27,29.9891
2023-09-28,30.7461
2023-09-29,33.7121
2023-09-30,33.7121
2023-10-01,33.7121
2023-10-02,31.9431
2023-10-03,31.2642
2023-10-04,31.7643
2023-10-05,33.7584
2023-10-06,33.6313
2023-10-07,33.6313
2023-10-08,33.6313
2023-10-09,33.8888
2023-10-10,38.1111
2023-10-11,37.5277
2023-10-12,35.8257
2023-10-13,33.3485
2023-10-14,33.3485
2023-10-15,33.3485
2023-10-16,35.7668
2023-10-17,37.4112
2023-10-18,35.5293
2023-10-19,34.881
2023-10-20,33.6122
2023-10-21,33.6122
2023-10-22,33.6122
2023-10-23,33.4862
2023-10-24,32.1161
2023-10-25,37.855
2023-10-26,47.7549
2023-10-27,46.5741
2023-10-28,46.5741
2023-10-29,46.5741
2023-10-30,48.7061
2023-10-31,51.0384
2023-11-01,49.6375
2023-11-02,54.1263
2023-11-03,56.7417
2023-11-04,56.7417
2023-11-05,56.7417
2023-11-06,57.3703
2023-11-07,55.2124
2023-11-08,54.2384
2023-11-09,50.6921
2023-11-10,49.527
2023-11-11,49.527
2023-11-12,49.527
2023-11-13,49.3802
2023-11-14,54.4115
2023-11-15,53.4947
2023-11-16,51.4042
2023-11-17,52.5015
2023-11-18,52.5015
2023-11-19,52.5015
2023-11-20,52.3486
2023-11-21,50.8182
2023-11-22,50.665
2023-11-23,50.665
2023-11-24,50.5074
2023-11-25,50.5074
2023-11-26,50.5074
2023-11-27,50.9805
2023-11-28,52.8455
2023-11-29,54.9156
2023-11-30,53.5265
2023-12-01,56.7781
2023-12-02,56.7781
2023-12-03,56.7781
2023-12-04,59.9305
2023-12-05,57.1699
2023-12-06,56.6636
2023-12-07,57.9478
2023-12-08,57.9478
2023-12-09,57.9478
2023-12-10,57.9478
2023-12-11,57.7646
2023-12-12,58.3099
2023-12-13,62.6724
2023-12-14,65.7448
2023-12-15,65.9448
2023-12-16,65.9448
2023-12-17,65.9448
2023-12-18,64.9639
2023-12-19,67.1855
2023-12-20,65.6203
2023-12-21,66.2307
2023-12-22,66.9391
2023-12-23,66.9391
2023-12-24,66.9391
2023-12-25,66.9391
2023-12-26,67.7392
2023-12-27,65.6837
2023-12-28,64.0745
2023-12-29,61.3535
2023-12-30,61.3535
2023-12-31,61.3535
2024-01-01,61.3535
2024-01-02,61.1616
2024-01-03,56.7539
2024-01-04,55.5461
2024-01-05,55.9616
2024-01-06,55.9616
2024-01-07,55.9616
2024-01-08,54.8999
2024-01-09,53.161
2024-01-10,55.7697
2024-01-11,53.7068
2024-01-12,52.6986
2024-01-13,52.6986
2024-01-14,52.6986
2024-01-15,52.6986
2024-01-16,49.7973
2024-01-17,50.113
2024-01-18,50.113
2024-01-19,52.2037
2024-01-20,52.2037
2024-01-21,52.2037
2024-01-22,54.9103
2024-01-23,53.6872
2024-01-24,52.9895
2024-01-25,58.0636
2024-01-26,58.5775
2024-01-27,58.5775
2024-01-28,58.5775
2024-01-29,60.0951
2024-01-30,60.3456
2024-01-31,55.9832
2024-02-01,57.134
2024-02-02,54.5314
2024-02-03,54.5314
2024-02-04,54.5314
2024-02-05,51.9216
2024-02-06,50.0626
2024-02-07,48.8563
2024-02-08,50.2514
2024-02-09,53.0485
2024-02-10,53.0485
2024-02-11,53.0485
2024-02-12,53.7563
2024-02-13,48.3296
2024-02-14,49.7862
2024-02-15,52.1581
2024-02-16,49.5923
2024-02-17,49.5923
2024-02-18,49.5923
2024-02-19,49.5923
2024-02-20,49.7344
2024-02-21,50.314
2024-02-22,49.1416
2024-02-23,48.8472
2024-02-24,48.8472
2024-02-25,48.8472
2024-02-26,47.5221
2024-02-27,47.3743
2024-02-28,47.2225
2024-02-29,48.252
2024-03-01,46.0821
2024-03-02,46.0821
2024-03-03,46.0821
2024-03-04,44.8888
2024-03-05,48.9883
2024-03-06,49.4743
2024-03-07,49.3123
2024-03-08,50.322
2024-03-09,50.322
2024-03-10,50.322
2024-03-11,49.306
2024-03-12,48.1331
2024-03-13,49.3788
2024-03-14,47.0413
2024-03-15,49.5136
2024-03-16,49.5136
2024-03-17,49.5136
2024-03-18,45.8739
2024-03-19,44.5483
2024-03-20,48.6423
2024-03-21,49.6045
2024-03-22,46.8787
2024-03-23,46.8787
2024-03-24,46.8787
2024-03-25,47.3773
2024-03-26,46.4748
2024-03-27,51.2754
2024-03-28,52.1631
2024-03-29,52.1631
2024-03-30,52.1631
2024-03-31,52.1631
2024-04-01,49.0798
2024-04-02,47.6238
2024-04-03,46.0686
2024-04-04,46.3979
2024-04-05,44.8404
2024-04-06,44.8404
2024-04-07,44.8404
2024-04-08,45.5282
