,GABC US Equity
2023-03-19,37.4292
2023-03-20,37.9772
2023-03-21,41.6048
2023-03-22,38.0332
2023-03-23,37.1043
2023-03-24,39.2952
2023-03-25,39.2952
2023-03-26,39.2952
2023-03-27,40.6846
2023-03-28,40.5124
2023-03-29,40.0367
2023-03-30,38.6052
2023-03-31,40.5023
2023-04-01,40.5023
2023-04-02,40.5023
2023-04-03,41.4014
2023-04-04,38.7984
2023-04-05,37.8659
2023-04-06,38.7638
2023-04-07,38.7638
2023-04-08,38.7638
2023-04-09,38.7638
2023-04-10,39.2378
2023-04-11,38.8746
2023-04-12,37.6891
2023-04-13,38.0713
2023-04-14,35.6812
2023-04-15,35.6812
2023-04-16,35.6812
2023-04-17,37.7247
2023-04-18,35.4206
2023-04-19,39.4856
2023-04-20,39.5246
2023-04-21,39.4457
2023-04-22,39.4457
2023-04-23,39.4457
2023-04-24,38.5699
2023-04-25,33.4076
2023-04-26,33.3037
2023-04-27,33.6452
2023-04-28,33.6229
2023-04-29,33.6229
2023-04-30,33.6229
2023-05-01,32.7053
2023-05-02,30.6575
2023-05-03,29.9965
2023-05-04,29.7752
2023-05-05,31.7181
2023-05-06,31.7181
2023-05-07,31.7181
2023-05-08,31.0675
2023-05-09,30.7383
2023-05-10,30.4491
2023-05-11,29.5637
2023-05-12,30.1416
2023-05-13,30.1416
2023-05-14,30.1416
2023-05-15,31.4636
2023-05-16,30.5312
2023-05-17,37.6393
2023-05-18,36.9912
2023-05-19,35.2888
2023-05-20,35.2888
2023-05-21,35.2888
2023-05-22,39.4571
2023-05-23,42.5906
2023-05-24,41.5787
2023-05-25,39.6306
2023-05-26,41.3366
2023-05-27,41.3366
2023-05-28,41.3366
2023-05-29,41.3366
2023-05-30,42.0625
2023-05-31,40.2862
2023-06-01,42.514
2023-06-02,48.1531
2023-06-03,48.1531
2023-06-04,48.1531
2023-06-05,45.0283
2023-06-06,49.1802
2023-06-07,51.2472
2023-06-08,50.941
2023-06-09,49.5625
2023-06-10,49.5625
2023-06-11,49.5625
2023-06-12,47.6362
2023-06-13,50.1052
2023-06-14,48.1387
2023-06-15,48.9126
2023-06-16,47.4193
2023-06-17,47.4193
2023-06-18,47.4193
2023-06-19,47.4193
2023-06-20,46.1058
2023-06-21,44.7944
2023-06-22,42.8366
2023-06-23,43.2583
2023-06-24,43.2583
2023-06-25,43.2583
2023-06-26,42.6882
2023-06-27,43.3139
2023-06-28,42.111
2023-06-29,43.3968
2023-06-30,42.116
2023-07-01,42.116
2023-07-02,42.116
2023-07-03,43.2329
2023-07-04,43.2329
2023-07-05,43.1735
2023-07-06,40.9323
2023-07-07,42.379
2023-07-08,42.379
2023-07-09,42.379
2023-07-10,41.8488
2023-07-11,42.7543
2023-07-12,43.0462
2023-07-13,43.8084
2023-07-14,42.5644
2023-07-15,42.5644
2023-07-16,42.5644
2023-07-17,43.9086
2023-07-18,46.8947
2023-07-19,50.2794
2023-07-20,50.0569
2023-07-21,48.8275
2023-07-22,48.8275
2023-07-23,48.8275
2023-07-24,49.8696
2023-07-25,49.6758
2023-07-26,51.9917
2023-07-27,50.0842
2023-07-28,50.4369
2023-07-29,50.4369
2023-07-30,50.4369
2023-07-31,52.5563
2023-08-01,52.5944
2023-08-02,55.5506
2023-08-03,56.2561
2023-08-04,57.8479
2023-08-05,57.8479
2023-08-06,57.8479
2023-08-07,59.441
2023-08-08,57.3392
2023-08-09,56.0531
2023-08-10,54.3418
2023-08-11,54.7554
2023-08-12,54.7554
2023-08-13,54.7554
2023-08-14,53.9284
2023-08-15,50.7147
2023-08-16,50.4167
2023-08-17,51.5938
2023-08-18,50.7043
2023-08-19,50.7043
2023-08-20,50.7043
2023-08-21,48.874
2023-08-22,47.8528
2023-08-23,47.5956
2023-08-24,48.5959
2023-08-25,47.2627
2023-08-26,47.2627
2023-08-27,47.2627
2023-08-28,48.0974
2023-08-29,46.8344
2023-08-30,46.2954
2023-08-31,49.8294
2023-09-01,51.8602
2023-09-02,51.8602
2023-09-03,51.8602
2023-09-04,51.8602
2023-09-05,51.906
2023-09-06,48.652
2023-09-07,50.5842
2023-09-08,51.73
2023-09-09,51.73
2023-09-10,51.73
2023-09-11,49.6347
2023-09-12,48.9357
2023-09-13,47.9575
2023-09-14,49.5953
2023-09-15,47.0868
2023-09-16,47.0868
2023-09-17,47.0868
2023-09-18,44.0559
2023-09-19,43.4849
2023-09-20,43.4849
2023-09-21,43.1006
2023-09-22,42.2846
2023-09-23,42.2846
2023-09-24,42.2846
2023-09-25,44.2945
2023-09-26,42.8394
2023-09-27,42.3595
2023-09-28,43.4905
2023-09-29,42.4475
2023-09-30,42.4475
2023-10-01,42.4475
2023-10-02,41.816
2023-10-03,39.555
2023-10-04,41.6271
2023-10-05,43.9751
2023-10-06,43.1917
2023-10-07,43.1917
2023-10-08,43.1917
2023-10-09,42.9126
2023-10-10,43.7277
2023-10-11,42.8513
2023-10-12,42.0283
2023-10-13,39.6206
2023-10-14,39.6206
2023-10-15,39.6206
2023-10-16,41.4878
2023-10-17,46.2192
2023-10-18,42.9962
2023-10-19,43.5276
2023-10-20,40.6936
2023-10-21,40.6936
2023-10-22,40.6936
2023-10-23,40.9993
2023-10-24,39.8518
2023-10-25,42.9126
2023-10-26,47.2962
2023-10-27,47.4547
2023-10-28,47.4547
2023-10-29,47.4547
2023-10-30,47.9406
2023-10-31,48.8111
2023-11-01,45.1049
2023-11-02,49.5858
2023-11-03,54.6608
2023-11-04,54.6608
2023-11-05,54.6608
2023-11-06,54.5612
2023-11-07,53.5014
2023-11-08,52.4475
2023-11-09,52.494
2023-11-10,53.4824
2023-11-11,53.4824
2023-11-12,53.4824
2023-11-13,53.7667
2023-11-14,62.3713
2023-11-15,62.4712
2023-11-16,59.737
2023-11-17,60.1698
2023-11-18,60.1698
2023-11-19,60.1698
2023-11-20,59.0213
2023-11-21,56.1692
2023-11-22,55.5012
2023-11-23,55.5012
2023-11-24,56.042
2023-11-25,56.042
2023-11-26,56.042
2023-11-27,54.3089
2023-11-28,54.8343
2023-11-29,55.6693
2023-11-30,53.5665
2023-12-01,58.7346
2023-12-02,58.7346
2023-12-03,58.7346
2023-12-04,59.1857
2023-12-05,57.1394
2023-12-06,58.4685
2023-12-07,62.3736
2023-12-08,63.5031
2023-12-09,63.5031
2023-12-10,63.5031
2023-12-11,62.125
2023-12-12,60.232
2023-12-13,65.8853
2023-12-14,67.7417
2023-12-15,67.373
2023-12-16,67.373
2023-12-17,67.373
2023-12-18,67.1569
2023-12-19,69.2723
2023-12-20,66.0384
2023-12-21,64.1097
2023-12-22,64.1383
2023-12-23,64.1383
2023-12-24,64.1383
2023-12-25,64.1383
2023-12-26,64.4306
2023-12-27,63.8918
2023-12-28,62.5394
2023-12-29,59.2196
2023-12-30,59.2196
2023-12-31,59.2196
2024-01-01,59.2196
2024-01-02,60.1095
2024-01-03,57.1332
2024-01-04,57.4601
2024-01-05,58.1207
2024-01-06,58.1207
2024-01-07,58.1207
2024-01-08,58.7104
2024-01-09,56.8474
2024-01-10,56.5894
2024-01-11,52.6355
2024-01-12,51.8854
2024-01-13,51.8854
2024-01-14,51.8854
2024-01-15,51.8854
2024-01-16,49.6005
2024-01-17,53.6931
2024-01-18,53.3696
2024-01-19,54.7789
2024-01-20,54.7789
2024-01-21,54.7789
2024-01-22,58.5554
2024-01-23,55.8587
2024-01-24,56.4412
2024-01-25,56.0111
2024-01-26,57.2469
2024-01-27,57.2469
2024-01-28,57.2469
2024-01-29,58.6313
2024-01-30,61.6722
2024-01-31,57.4041
2024-02-01,54.5632
2024-02-02,53.2428
2024-02-03,53.2428
2024-02-04,53.2428
2024-02-05,50.3557
2024-02-06,50.59
2024-02-07,51.2639
2024-02-08,51.7886
2024-02-09,55.3108
2024-02-10,55.3108
2024-02-11,55.3108
2024-02-12,58.0343
2024-02-13,50.8159
2024-02-14,52.5977
2024-02-15,57.2222
2024-02-16,55.3959
2024-02-17,55.3959
2024-02-18,55.3959
2024-02-19,55.3959
2024-02-20,54.6957
2024-02-21,54.7268
2024-02-22,51.3648
2024-02-23,50.8728
2024-02-24,50.8728
2024-02-25,50.8728
2024-02-26,49.235
2024-02-27,48.547
2024-02-28,48.7322
2024-02-29,49.8531
2024-03-01,48.6072
2024-03-02,48.6072
2024-03-03,48.6072
2024-03-04,55.0349
2024-03-05,55.9148
2024-03-06,56.5516
2024-03-07,56.5516
2024-03-08,56.9321
2024-03-09,56.9321
2024-03-10,56.9321
2024-03-11,56.1689
2024-03-12,53.8456
2024-03-13,52.6391
2024-03-14,49.9746
2024-03-15,50.3887
2024-03-16,50.3887
2024-03-17,50.3887
2024-03-18,48.6465
2024-03-19,49.1213
2024-03-20,52.667
2024-03-21,54.0075
2024-03-22,54.1136
2024-03-23,54.1136
2024-03-24,54.1136
2024-03-25,53.7713
2024-03-26,54.0345
2024-03-27,57.0684
2024-03-28,59.6897
2024-03-29,59.6897
2024-03-30,59.6897
2024-03-31,59.6897
2024-04-01,55.2814
2024-04-02,53.3444
2024-04-03,53.7288
2024-04-04,53.7646
2024-04-05,53.6358
2024-04-06,53.6358
2024-04-07,53.6358
2024-04-08,55.2982
