,TPL US Equity
2023-03-18,35.9066
2023-03-19,35.9066
2023-03-20,38.6528
2023-03-21,40.1337
2023-03-22,37.9495
2023-03-23,37.7312
2023-03-24,38.4082
2023-03-25,38.4082
2023-03-26,38.4082
2023-03-27,39.7486
2023-03-28,41.1398
2023-03-29,40.9023
2023-03-30,41.0719
2023-03-31,41.4568
2023-04-01,41.4568
2023-04-02,41.4568
2023-04-03,46.9165
2023-04-04,44.2469
2023-04-05,45.8043
2023-04-06,44.3565
2023-04-07,44.3565
2023-04-08,44.3565
2023-04-09,44.3565
2023-04-10,45.9553
2023-04-11,48.175
2023-04-12,45.0824
2023-04-13,44.7279
2023-04-14,44.1458
2023-04-15,44.1458
2023-04-16,44.1458
2023-04-17,41.6322
2023-04-18,40.08
2023-04-19,38.5974
2023-04-20,37.9306
2023-04-21,37.8271
2023-04-22,37.8271
2023-04-23,37.8271
2023-04-24,38.8395
2023-04-25,36.5325
2023-04-26,35.121
2023-04-27,34.5116
2023-04-28,35.9173
2023-04-29,35.9173
2023-04-30,35.9173
2023-05-01,35.8981
2023-05-02,34.3649
2023-05-03,34.2608
2023-05-04,32.3974
2023-05-05,34.5899
2023-05-06,34.5899
2023-05-07,34.5899
2023-05-08,34.1286
2023-05-09,33.9009
2023-05-10,33.6173
2023-05-11,32.7793
2023-05-12,32.9001
2023-05-13,32.9001
2023-05-14,32.9001
2023-05-15,33.2875
2023-05-16,31.5565
2023-05-17,33.153
2023-05-18,33.6181
2023-05-19,33.3715
2023-05-20,33.3715
2023-05-21,33.3715
2023-05-22,35.018
2023-05-23,34.5078
2023-05-24,34.1314
2023-05-25,32.2926
2023-05-26,33.2312
2023-05-27,33.2312
2023-05-28,33.2312
2023-05-29,33.2312
2023-05-30,32.8578
2023-05-31,32.7187
2023-06-01,35.1203
2023-06-02,38.8844
2023-06-03,38.8844
2023-06-04,38.8844
2023-06-05,37.4754
2023-06-06,40.043
2023-06-07,44.3405
2023-06-08,43.3151
2023-06-09,42.3227
2023-06-10,42.3227
2023-06-11,42.3227
2023-06-12,39.932
2023-06-13,39.3902
2023-06-14,38.9417
2023-06-15,41.525
2023-06-16,41.3255
2023-06-17,41.3255
2023-06-18,41.3255
2023-06-19,41.3255
2023-06-20,39.5383
2023-06-21,39.8956
2023-06-22,38.062
2023-06-23,37.2641
2023-06-24,37.2641
2023-06-25,37.2641
2023-06-26,38.6261
2023-06-27,38.0021
2023-06-28,39.1752
2023-06-29,40.9551
2023-06-30,40.7567
2023-07-01,40.7567
2023-07-02,40.7567
2023-07-03,43.6455
2023-07-04,43.6455
2023-07-05,42.9922
2023-07-06,40.682
2023-07-07,44.5591
2023-07-08,44.5591
2023-07-09,44.5591
2023-07-10,44.4124
2023-07-11,49.4264
2023-07-12,50.6741
2023-07-13,51.1784
2023-07-14,46.5349
2023-07-15,46.5349
2023-07-16,46.5349
2023-07-17,48.8411
2023-07-18,50.7578
2023-07-19,51.6697
2023-07-20,51.8199
2023-07-21,53.4271
2023-07-22,53.4271
2023-07-23,53.4271
2023-07-24,54.8574
2023-07-25,56.1767
2023-07-26,55.8676
2023-07-27,55.3426
2023-07-28,55.4531
2023-07-29,55.4531
2023-07-30,55.4531
2023-07-31,55.6486
2023-08-01,53.8319
2023-08-02,52.1128
2023-08-03,61.3175
2023-08-04,65.9975
2023-08-05,65.9975
2023-08-06,65.9975
2023-08-07,67.3635
2023-08-08,68.1182
2023-08-09,68.7061
2023-08-10,70.1289
2023-08-11,72.4286
2023-08-12,72.4286
2023-08-13,72.4286
2023-08-14,71.6694
2023-08-15,69.3646
2023-08-16,69.7171
2023-08-17,71.4983
2023-08-18,71.4333
2023-08-19,71.4333
2023-08-20,71.4333
2023-08-21,68.7335
2023-08-22,68.9546
2023-08-23,68.4425
2023-08-24,68.889
2023-08-25,69.5022
2023-08-26,69.5022
2023-08-27,69.5022
2023-08-28,70.1964
2023-08-29,70.7869
2023-08-30,71.1369
2023-08-31,65.9837
2023-09-01,67.0501
2023-09-02,67.0501
2023-09-03,67.0501
2023-09-04,67.0501
2023-09-05,58.9199
2023-09-06,60.0667
2023-09-07,60.337
2023-09-08,60.997
2023-09-09,60.997
2023-09-10,60.997
2023-09-11,53.5158
2023-09-12,57.0006
2023-09-13,54.6229
2023-09-14,55.676
2023-09-15,54.2616
2023-09-16,54.2616
2023-09-17,54.2616
2023-09-18,56.6817
2023-09-19,57.451
2023-09-20,59.032
2023-09-21,59.09
2023-09-22,57.0829
2023-09-23,57.0829
2023-09-24,57.0829
2023-09-25,58.0355
2023-09-26,57.1966
2023-09-27,58.3501
2023-09-28,59.3974
2023-09-29,54.8011
2023-09-30,54.8011
2023-10-01,54.8011
2023-10-02,50.3694
2023-10-03,52.1967
2023-10-04,50.7038
2023-10-05,51.3385
2023-10-06,51.2932
2023-10-07,51.2932
2023-10-08,51.2932
2023-10-09,53.5797
2023-10-10,54.9575
2023-10-11,55.5958
2023-10-12,56.3996
2023-10-13,57.0161
2023-10-14,57.0161
2023-10-15,57.0161
2023-10-16,58.8142
2023-10-17,60.1924
2023-10-18,62.0595
2023-10-19,61.0763
2023-10-20,57.4472
2023-10-21,57.4472
2023-10-22,57.4472
2023-10-23,53.7477
2023-10-24,51.1261
2023-10-25,53.6084
2023-10-26,53.4418
2023-10-27,51.2685
2023-10-28,51.2685
2023-10-29,51.2685
2023-10-30,52.1897
2023-10-31,52.7178
2023-11-01,52.5169
2023-11-02,49.7705
2023-11-03,50.4393
2023-11-04,50.4393
2023-11-05,50.4393
2023-11-06,47.5457
2023-11-07,44.2248
2023-11-08,41.9856
2023-11-09,42.4999
2023-11-10,41.656
2023-11-11,41.656
2023-11-12,41.656
2023-11-13,43.0222
2023-11-14,45.7684
2023-11-15,44.6618
2023-11-16,41.2393
2023-11-17,43.7432
2023-11-18,43.7432
2023-11-19,43.7432
2023-11-20,43.1355
2023-11-21,43.2701
2023-11-22,43.3048
2023-11-23,43.3048
2023-11-24,43.8515
2023-11-25,43.8515
2023-11-26,43.8515
2023-11-27,43.153
2023-11-28,42.142
2023-11-29,44.5559
2023-11-30,46.1427
2023-12-01,50.8216
2023-12-02,50.8216
2023-12-03,50.8216
2023-12-04,43.0582
2023-12-05,38.5863
2023-12-06,38.5061
2023-12-07,40.3712
2023-12-08,42.1143
2023-12-09,42.1143
2023-12-10,42.1143
2023-12-11,42.6144
2023-12-12,42.2189
2023-12-13,43.9464
2023-12-14,45.6757
2023-12-15,45.3465
2023-12-16,45.3465
2023-12-17,45.3465
2023-12-18,45.6564
2023-12-19,47.164
2023-12-20,46.4348
2023-12-21,46.7046
2023-12-22,46.5802
2023-12-23,46.5802
2023-12-24,46.5802
2023-12-25,46.5802
2023-12-26,48.0451
2023-12-27,47.9565
2023-12-28,45.6646
2023-12-29,44.2223
2023-12-30,44.2223
2023-12-31,44.2223
2024-01-01,44.2223
2024-01-02,46.4158
2024-01-03,45.8916
2024-01-04,43.3625
2024-01-05,43.7007
2024-01-06,43.7007
2024-01-07,43.7007
2024-01-08,42.6751
2024-01-09,42.4049
2024-01-10,41.3098
2024-01-11,41.0934
2024-01-12,42.9161
2024-01-13,42.9161
2024-01-14,42.9161
2024-01-15,42.9161
2024-01-16,39.7838
2024-01-17,39.5845
2024-01-18,40.6512
2024-01-19,40.9249
2024-01-20,40.9249
2024-01-21,40.9249
2024-01-22,41.0386
2024-01-23,41.2032
2024-01-24,42.5025
2024-01-25,41.7798
2024-01-26,41.4029
2024-01-27,41.4029
2024-01-28,41.4029
2024-01-29,44.3196
2024-01-30,43.1493
2024-01-31,40.3768
2024-02-01,39.652
2024-02-02,38.943
2024-02-03,38.943
2024-02-04,38.943
2024-02-05,38.3766
2024-02-06,39.9017
2024-02-07,44.1945
2024-02-08,43.5682
2024-02-09,42.4847
2024-02-10,42.4847
2024-02-11,42.4847
2024-02-12,42.5073
2024-02-13,39.6968
2024-02-14,40.8711
2024-02-15,45.4747
2024-02-16,47.4904
2024-02-17,47.4904
2024-02-18,47.4904
2024-02-19,47.4904
2024-02-20,45.98
2024-02-21,48.5326
2024-02-22,51.6234
2024-02-23,51.4629
2024-02-24,51.4629
2024-02-25,51.4629
2024-02-26,51.3723
2024-02-27,53.3912
2024-02-28,49.8212
2024-02-29,52.5127
2024-03-01,51.7526
2024-03-02,51.7526
2024-03-03,51.7526
2024-03-04,49.6505
2024-03-05,47.9898
2024-03-06,45.864
2024-03-07,47.1587
2024-03-08,49.1866
2024-03-09,49.1866
2024-03-10,49.1866
2024-03-11,51.0697
2024-03-12,52.6794
2024-03-13,54.8034
2024-03-14,57.1365
2024-03-15,58.5779
2024-03-16,58.5779
2024-03-17,58.5779
2024-03-18,58.7964
2024-03-19,59.7635
2024-03-20,60.1168
2024-03-21,60.6199
2024-03-22,59.2839
2024-03-23,59.2839
2024-03-24,59.2839
2024-03-25,61.6828
2024-03-26,57.5674
2024-03-27,60.5556
2024-03-28,60.9293
2024-03-29,60.9293
2024-03-30,60.9293
2024-03-31,60.9293
2024-04-01,58.9623
2024-04-02,59.7894
2024-04-03,61.7508
2024-04-04,63.435
2024-04-05,63.1714
2024-04-06,63.1714
2024-04-07,63.1714
2024-04-08,60.3399
