,OBK US Equity
2023-03-21,40.4062
2023-03-22,36.6305
2023-03-23,35.8392
2023-03-24,39.8702
2023-03-25,39.8702
2023-03-26,39.8702
2023-03-27,40.5318
2023-03-28,39.6297
2023-03-29,39.2492
2023-03-30,36.6551
2023-03-31,38.2115
2023-04-01,38.2115
2023-04-02,38.2115
2023-04-03,38.5832
2023-04-04,37.6919
2023-04-05,36.6995
2023-04-06,38.5673
2023-04-07,38.5673
2023-04-08,38.5673
2023-04-09,38.5673
2023-04-10,38.9169
2023-04-11,38.4392
2023-04-12,37.1002
2023-04-13,39.444
2023-04-14,37.9557
2023-04-15,37.9557
2023-04-16,37.9557
2023-04-17,40.6268
2023-04-18,38.3416
2023-04-19,42.2555
2023-04-20,42.1771
2023-04-21,42.7266
2023-04-22,42.7266
2023-04-23,42.7266
2023-04-24,41.084
2023-04-25,38.4518
2023-04-26,39.1053
2023-04-27,36.011
2023-04-28,36.1289
2023-04-29,36.1289
2023-04-30,36.1289
2023-05-01,34.5062
2023-05-02,30.8284
2023-05-03,31.8565
2023-05-04,30.8706
2023-05-05,36.6541
2023-05-06,36.6541
2023-05-07,36.6541
2023-05-08,35.594
2023-05-09,34.0007
2023-05-10,34.294
2023-05-11,33.4859
2023-05-12,34.2914
2023-05-13,34.2914
2023-05-14,34.2914
2023-05-15,37.1052
2023-05-16,36.5227
2023-05-17,43.7609
2023-05-18,44.1305
2023-05-19,42.8206
2023-05-20,42.8206
2023-05-21,42.8206
2023-05-22,48.1296
2023-05-23,47.3464
2023-05-24,46.0462
2023-05-25,45.7711
2023-05-26,46.4629
2023-05-27,46.4629
2023-05-28,46.4629
2023-05-29,46.4629
2023-05-30,45.7799
2023-05-31,43.2745
2023-06-01,44.3564
2023-06-02,50.7067
2023-06-03,50.7067
2023-06-04,50.7067
2023-06-05,47.3572
2023-06-06,51.563
2023-06-07,52.6287
2023-06-08,51.2345
2023-06-09,50.062
2023-06-10,50.062
2023-06-11,50.062
2023-06-12,49.8611
2023-06-13,52.3112
2023-06-14,49.9884
2023-06-15,51.4348
2023-06-16,50.6388
2023-06-17,50.6388
2023-06-18,50.6388
2023-06-19,50.6388
2023-06-20,49.8916
2023-06-21,50.2061
2023-06-22,48.3235
2023-06-23,46.9328
2023-06-24,46.9328
2023-06-25,46.9328
2023-06-26,46.6048
2023-06-27,46.7528
2023-06-28,45.8585
2023-06-29,47.8614
2023-06-30,46.2782
2023-07-01,46.2782
2023-07-02,46.2782
2023-07-03,47.4367
2023-07-04,47.4367
2023-07-05,46.9134
2023-07-06,44.4063
2023-07-07,45.0207
2023-07-08,45.0207
2023-07-09,45.0207
2023-07-10,46.3128
2023-07-11,46.7336
2023-07-12,48.9318
2023-07-13,51.3403
2023-07-14,50.3877
2023-07-15,50.3877
2023-07-16,50.3877
2023-07-17,51.2924
2023-07-18,54.2284
2023-07-19,55.5067
2023-07-20,55.4726
2023-07-21,55.5855
2023-07-22,55.5855
2023-07-23,55.5855
2023-07-24,57.5615
2023-07-25,56.1777
2023-07-26,58.819
2023-07-27,55.3337
2023-07-28,55.061
2023-07-29,55.061
2023-07-30,55.061
2023-07-31,55.3173
2023-08-01,55.981
2023-08-02,54.5239
2023-08-03,56.0905
2023-08-04,55.3462
2023-08-05,55.3462
2023-08-06,55.3462
2023-08-07,56.7704
2023-08-08,54.5218
2023-08-09,54.5218
2023-08-10,52.9507
2023-08-11,52.7635
2023-08-12,52.7635
2023-08-13,52.7635
2023-08-14,51.8114
2023-08-15,48.7879
2023-08-16,47.7121
2023-08-17,48.433
2023-08-18,49.1958
2023-08-19,49.1958
2023-08-20,49.1958
2023-08-21,48.3087
2023-08-22,45.8499
2023-08-23,45.6756
2023-08-24,47.0091
2023-08-25,45.5979
2023-08-26,45.5979
2023-08-27,45.5979
2023-08-28,46.4927
2023-08-29,46.3799
2023-08-30,46.1484
2023-08-31,48.7926
2023-09-01,50.7922
2023-09-02,50.7922
2023-09-03,50.7922
2023-09-04,50.7922
2023-09-05,49.5414
2023-09-06,45.5214
2023-09-07,43.6201
2023-09-08,43.7102
2023-09-09,43.7102
2023-09-10,43.7102
2023-09-11,42.6528
2023-09-12,43.1742
2023-09-13,42.2352
2023-09-14,46.019
2023-09-15,44.1359
2023-09-16,44.1359
2023-09-17,44.1359
2023-09-18,42.4789
2023-09-19,41.619
2023-09-20,40.7989
2023-09-21,39.9838
2023-09-22,40.2923
2023-09-23,40.2923
2023-09-24,40.2923
2023-09-25,45.153
2023-09-26,44.1491
2023-09-27,43.2286
2023-09-28,43.0059
2023-09-29,45.1021
2023-09-30,45.1021
2023-10-01,45.1021
2023-10-02,43.2279
2023-10-03,40.7943
2023-10-04,43.8253
2023-10-05,45.9603
2023-10-06,45.3908
2023-10-07,45.3908
2023-10-08,45.3908
2023-10-09,44.3669
2023-10-10,45.6355
2023-10-11,46.569
2023-10-12,45.8362
2023-10-13,43.9673
2023-10-14,43.9673
2023-10-15,43.9673
2023-10-16,46.5114
2023-10-17,49.8451
2023-10-18,46.3766
2023-10-19,45.144
2023-10-20,42.0601
2023-10-21,42.0601
2023-10-22,42.0601
2023-10-23,41.725
2023-10-24,41.2827
2023-10-25,40.9717
2023-10-26,48.5855
2023-10-27,50.9216
2023-10-28,50.9216
2023-10-29,50.9216
2023-10-30,51.9219
2023-10-31,51.5996
2023-11-01,51.985
2023-11-02,57.8227
2023-11-03,60.9777
2023-11-04,60.9777
2023-11-05,60.9777
2023-11-06,61.0057
2023-11-07,60.203
2023-11-08,58.5215
2023-11-09,54.9294
2023-11-10,55.3253
2023-11-11,55.3253
2023-11-12,55.3253
2023-11-13,55.1999
2023-11-14,61.4894
2023-11-15,61.8358
2023-11-16,60.4511
2023-11-17,60.7071
2023-11-18,60.7071
2023-11-19,60.7071
2023-11-20,60.8527
2023-11-21,59.8432
2023-11-22,60.0613
2023-11-23,60.0613
2023-11-24,60.4737
2023-11-25,60.4737
2023-11-26,60.4737
2023-11-27,58.7361
2023-11-28,56.542
2023-11-29,57.0366
2023-11-30,54.6031
2023-12-01,58.5707
2023-12-02,58.5707
2023-12-03,58.5707
2023-12-04,59.3065
2023-12-05,57.7832
2023-12-06,57.9187
2023-12-07,60.1989
2023-12-08,61.0221
2023-12-09,61.0221
2023-12-10,61.0221
2023-12-11,61.0542
2023-12-12,59.6338
2023-12-13,64.9902
2023-12-14,66.29
2023-12-15,65.7345
2023-12-16,65.7345
2023-12-17,65.7345
2023-12-18,65.6828
2023-12-19,66.0697
2023-12-20,63.7335
2023-12-21,64.8157
2023-12-22,64.991
2023-12-23,64.991
2023-12-24,64.991
2023-12-25,64.991
2023-12-26,66.0126
2023-12-27,66.0126
2023-12-28,66.1033
2023-12-29,62.4255
2023-12-30,62.4255
2023-12-31,62.4255
2024-01-01,62.4255
2024-01-02,60.9456
2024-01-03,56.9136
2024-01-04,57.1018
2024-01-05,55.4969
2024-01-06,55.4969
2024-01-07,55.4969
2024-01-08,55.7781
2024-01-09,52.1266
2024-01-10,51.614
2024-01-11,49.9508
2024-01-12,49.7206
2024-01-13,49.7206
2024-01-14,49.7206
2024-01-15,49.7206
2024-01-16,45.8717
2024-01-17,45.7883
2024-01-18,46.3928
2024-01-19,48.4731
2024-01-20,48.4731
2024-01-21,48.4731
2024-01-22,51.2237
2024-01-23,50.4214
2024-01-24,51.8442
2024-01-25,44.33
2024-01-26,46.4179
2024-01-27,46.4179
2024-01-28,46.4179
2024-01-29,46.0682
2024-01-30,45.092
2024-01-31,40.5738
2024-02-01,39.3845
2024-02-02,38.4702
2024-02-03,38.4702
2024-02-04,38.4702
2024-02-05,37.9981
2024-02-06,39.1818
2024-02-07,38.981
2024-02-08,38.471
2024-02-09,41.3295
2024-02-10,41.3295
2024-02-11,41.3295
2024-02-12,44.4444
2024-02-13,38.7961
2024-02-14,41.8339
2024-02-15,46.9136
2024-02-16,45.1877
2024-02-17,45.1877
2024-02-18,45.1877
2024-02-19,45.1877
2024-02-20,44.1221
2024-02-21,42.5494
2024-02-22,41.2415
2024-02-23,42.6826
2024-02-24,42.6826
2024-02-25,42.6826
2024-02-26,42.0859
2024-02-27,42.0539
2024-02-28,41.3703
2024-02-29,44.6499
2024-03-01,43.2301
2024-03-02,43.2301
2024-03-03,43.2301
2024-03-04,43.5836
2024-03-05,49.1148
2024-03-06,49.0779
2024-03-07,49.7029
2024-03-08,50.0988
2024-03-09,50.0988
2024-03-10,50.0988
2024-03-11,50.2609
2024-03-12,48.667
2024-03-13,45.3483
2024-03-14,41.175
2024-03-15,42.7023
2024-03-16,42.7023
2024-03-17,42.7023
2024-03-18,41.9617
2024-03-19,43.3321
2024-03-20,47.2399
2024-03-21,48.3761
2024-03-22,48.6129
2024-03-23,48.6129
2024-03-24,48.6129
2024-03-25,47.3033
2024-03-26,46.2717
2024-03-27,50.9726
2024-03-28,52.173
2024-03-29,52.173
2024-03-30,52.173
2024-03-31,52.173
2024-04-01,48.2818
2024-04-02,47.9646
2024-04-03,47.2862
2024-04-04,47.2498
2024-04-05,47.5005
2024-04-06,47.5005
2024-04-07,47.5005
2024-04-08,49.6466
