,CAC US Equity
2023-03-22,39.9191
2023-03-23,38.1232
2023-03-24,42.127
2023-03-25,42.127
2023-03-26,42.127
2023-03-27,42.1973
2023-03-28,42.8086
2023-03-29,40.4896
2023-03-30,37.145
2023-03-31,39.8756
2023-04-01,39.8756
2023-04-02,39.8756
2023-04-03,38.8196
2023-04-04,37.7408
2023-04-05,38.2218
2023-04-06,37.6661
2023-04-07,37.6661
2023-04-08,37.6661
2023-04-09,37.6661
2023-04-10,37.3384
2023-04-11,36.8178
2023-04-12,35.877
2023-04-13,37.426
2023-04-14,35.2813
2023-04-15,35.2813
2023-04-16,35.2813
2023-04-17,37.0235
2023-04-18,35.0263
2023-04-19,37.8107
2023-04-20,37.5214
2023-04-21,37.1054
2023-04-22,37.1054
2023-04-23,37.1054
2023-04-24,36.832
2023-04-25,34.49
2023-04-26,32.5253
2023-04-27,34.4148
2023-04-28,34.8864
2023-04-29,34.8864
2023-04-30,34.8864
2023-05-01,34.5824
2023-05-02,31.7227
2023-05-03,30.5953
2023-05-04,28.7459
2023-05-05,34.2039
2023-05-06,34.2039
2023-05-07,34.2039
2023-05-08,32.5756
2023-05-09,33.1776
2023-05-10,34.1906
2023-05-11,33.7252
2023-05-12,32.8218
2023-05-13,32.8218
2023-05-14,32.8218
2023-05-15,34.0959
2023-05-16,34.7361
2023-05-17,42.243
2023-05-18,41.9855
2023-05-19,40.727
2023-05-20,40.727
2023-05-21,40.727
2023-05-22,42.8952
2023-05-23,43.501
2023-05-24,41.3903
2023-05-25,40.7176
2023-05-26,42.5382
2023-05-27,42.5382
2023-05-28,42.5382
2023-05-29,42.5382
2023-05-30,41.0222
2023-05-31,38.205
2023-06-01,39.3762
2023-06-02,38.5234
2023-06-03,38.5234
2023-06-04,38.5234
2023-06-05,37.4915
2023-06-06,46.2243
2023-06-07,51.7826
2023-06-08,51.1836
2023-06-09,48.9471
2023-06-10,48.9471
2023-06-11,48.9471
2023-06-12,48.6852
2023-06-13,51.4792
2023-06-14,49.0359
2023-06-15,50.6936
2023-06-16,50.0784
2023-06-17,50.0784
2023-06-18,50.0784
2023-06-19,50.0784
2023-06-20,49.3511
2023-06-21,49.3793
2023-06-22,48.1331
2023-06-23,49.7652
2023-06-24,49.7652
2023-06-25,49.7652
2023-06-26,47.3697
2023-06-27,46.2577
2023-06-28,45.2888
2023-06-29,46.724
2023-06-30,45.101
2023-07-01,45.101
2023-07-02,45.101
2023-07-03,44.8369
2023-07-04,44.8369
2023-07-05,43.88
2023-07-06,41.2727
2023-07-07,42.9081
2023-07-08,42.9081
2023-07-09,42.9081
2023-07-10,42.8566
2023-07-11,44.1722
2023-07-12,45.2024
2023-07-13,45.4137
2023-07-14,44.4966
2023-07-15,44.4966
2023-07-16,44.4966
2023-07-17,47.0991
2023-07-18,51.4242
2023-07-19,54.7116
2023-07-20,55.2294
2023-07-21,53.953
2023-07-22,53.953
2023-07-23,53.953
2023-07-24,56.9081
2023-07-25,56.7009
2023-07-26,58.8453
2023-07-27,58.1986
2023-07-28,58.7971
2023-07-29,58.7971
2023-07-30,58.7971
2023-07-31,57.6464
2023-08-01,58.1385
2023-08-02,58.7988
2023-08-03,59.6224
2023-08-04,61.2003
2023-08-05,61.2003
2023-08-06,61.2003
2023-08-07,63.3595
2023-08-08,61.909
2023-08-09,61.0825
2023-08-10,60.7886
2023-08-11,61.5003
2023-08-12,61.5003
2023-08-13,61.5003
2023-08-14,59.4399
2023-08-15,54.054
2023-08-16,52.4163
2023-08-17,54.4046
2023-08-18,53.0083
2023-08-19,53.0083
2023-08-20,53.0083
2023-08-21,51.4667
2023-08-22,47.5339
2023-08-23,47.6706
2023-08-24,47.6706
2023-08-25,46.886
2023-08-26,46.886
2023-08-27,46.886
2023-08-28,48.5999
2023-08-29,48.4966
2023-08-30,48.4256
2023-08-31,48.0616
2023-09-01,49.8928
2023-09-02,49.8928
2023-09-03,49.8928
2023-09-04,49.8928
2023-09-05,47.7085
2023-09-06,45.979
2023-09-07,45.3542
2023-09-08,44.2147
2023-09-09,44.2147
2023-09-10,44.2147
2023-09-11,40.4841
2023-09-12,41.1861
2023-09-13,41.4096
2023-09-14,42.9344
2023-09-15,39.523
2023-09-16,39.523
2023-09-17,39.523
2023-09-18,38.422
2023-09-19,37.5952
2023-09-20,37.0828
2023-09-21,36.287
2023-09-22,34.5606
2023-09-23,34.5606
2023-09-24,34.5606
2023-09-25,35.0679
2023-09-26,35.7887
2023-09-27,35.6717
2023-09-28,35.1367
2023-09-29,35.1367
2023-09-30,35.1367
2023-10-01,35.1367
2023-10-02,34.0734
2023-10-03,32.0119
2023-10-04,35.701
2023-10-05,36.9871
2023-10-06,35.9037
2023-10-07,35.9037
2023-10-08,35.9037
2023-10-09,36.2898
2023-10-10,37.4043
2023-10-11,38.6805
2023-10-12,37.2252
2023-10-13,35.4511
2023-10-14,35.4511
2023-10-15,35.4511
2023-10-16,37.5604
2023-10-17,40.0786
2023-10-18,38.7773
2023-10-19,38.9988
2023-10-20,38.1772
2023-10-21,38.1772
2023-10-22,38.1772
2023-10-23,38.4687
2023-10-24,38.3192
2023-10-25,40.4158
2023-10-26,44.383
2023-10-27,43.5797
2023-10-28,43.5797
2023-10-29,43.5797
2023-10-30,46.3801
2023-10-31,49.6025
2023-11-01,48.3278
2023-11-02,55.6898
2023-11-03,61.096
2023-11-04,61.096
2023-11-05,61.096
2023-11-06,61.9403
2023-11-07,64.0552
2023-11-08,59.8033
2023-11-09,58.1881
2023-11-10,58.8239
2023-11-11,58.8239
2023-11-12,58.8239
2023-11-13,59.9343
2023-11-14,66.5856
2023-11-15,64.0042
2023-11-16,63.4298
2023-11-17,64.0497
2023-11-18,64.0497
2023-11-19,64.0497
2023-11-20,62.946
2023-11-21,58.9072
2023-11-22,58.8681
2023-11-23,58.8681
2023-11-24,60.3377
2023-11-25,60.3377
2023-11-26,60.3377
2023-11-27,60.392
2023-11-28,58.3296
2023-11-29,60.9765
2023-11-30,58.0747
2023-12-01,63.5554
2023-12-02,63.5554
2023-12-03,63.5554
2023-12-04,64.0568
2023-12-05,62.2841
2023-12-06,60.9564
2023-12-07,63.2052
2023-12-08,63.5411
2023-12-09,63.5411
2023-12-10,63.5411
2023-12-11,62.1327
2023-12-12,59.4446
2023-12-13,64.9657
2023-12-14,66.7276
2023-12-15,63.1289
2023-12-16,63.1289
2023-12-17,63.1289
2023-12-18,63.5436
2023-12-19,64.7732
2023-12-20,63.1982
2023-12-21,63.4839
2023-12-22,62.8707
2023-12-23,62.8707
2023-12-24,62.8707
2023-12-25,62.8707
2023-12-26,64.1966
2023-12-27,63.8223
2023-12-28,63.7839
2023-12-29,59.6555
2023-12-30,59.6555
2023-12-31,59.6555
2024-01-01,59.6555
2024-01-02,60.065
2024-01-03,56.4722
2024-01-04,57.0145
2024-01-05,56.5288
2024-01-06,56.5288
2024-01-07,56.5288
2024-01-08,57.7521
2024-01-09,55.8778
2024-01-10,56.7276
2024-01-11,57.173
2024-01-12,55.5464
2024-01-13,55.5464
2024-01-14,55.5464
2024-01-15,55.5464
2024-01-16,53.1639
2024-01-17,53.0936
2024-01-18,53.6015
2024-01-19,54.7731
2024-01-20,54.7731
2024-01-21,54.7731
2024-01-22,57.6438
2024-01-23,55.3714
2024-01-24,56.7529
2024-01-25,55.3574
2024-01-26,54.2022
2024-01-27,54.2022
2024-01-28,54.2022
2024-01-29,57.8154
2024-01-30,56.0669
2024-01-31,52.2416
2024-02-01,50.0268
2024-02-02,47.8084
2024-02-03,47.8084
2024-02-04,47.8084
2024-02-05,44.5603
2024-02-06,42.9972
2024-02-07,40.8949
2024-02-08,40.629
2024-02-09,42.2535
2024-02-10,42.2535
2024-02-11,42.2535
2024-02-12,44.9629
2024-02-13,40.3595
2024-02-14,42.5911
2024-02-15,47.7233
2024-02-16,45.5796
2024-02-17,45.5796
2024-02-18,45.5796
2024-02-19,45.5796
2024-02-20,45.2488
2024-02-21,44.5795
2024-02-22,42.9822
2024-02-23,42.7956
2024-02-24,42.7956
2024-02-25,42.7956
2024-02-26,43.2733
2024-02-27,43.3386
2024-02-28,42.5287
2024-02-29,43.5182
2024-03-01,42.3985
2024-03-02,42.3985
2024-03-03,42.3985
2024-03-04,42.8934
2024-03-05,45.8499
2024-03-06,46.4172
2024-03-07,47.2577
2024-03-08,47.7663
2024-03-09,47.7663
2024-03-10,47.7663
2024-03-11,48.4181
2024-03-12,46.7353
2024-03-13,46.1406
2024-03-14,42.7905
2024-03-15,42.7337
2024-03-16,42.7337
2024-03-17,42.7337
2024-03-18,40.5083
2024-03-19,41.2599
2024-03-20,47.3443
2024-03-21,48.9085
2024-03-22,47.1574
2024-03-23,47.1574
2024-03-24,47.1574
2024-03-25,47.7249
2024-03-26,45.6657
2024-03-27,50.6461
2024-03-28,51.443
2024-03-29,51.443
2024-03-30,51.443
2024-03-31,51.443
2024-04-01,47.2619
2024-04-02,43.978
2024-04-03,42.8858
2024-04-04,45.0204
2024-04-05,45.3003
2024-04-06,45.3003
2024-04-07,45.3003
2024-04-08,48.8334
