,STBA US Equity
2023-03-18,41.0321
2023-03-19,41.0321
2023-03-20,40.737
2023-03-21,44.3147
2023-03-22,40.4582
2023-03-23,39.1458
2023-03-24,42.6391
2023-03-25,42.6391
2023-03-26,42.6391
2023-03-27,43.224
2023-03-28,41.9739
2023-03-29,42.3334
2023-03-30,40.1711
2023-03-31,40.5822
2023-04-01,40.5822
2023-04-02,40.5822
2023-04-03,40.1926
2023-04-04,39.0548
2023-04-05,38.3152
2023-04-06,37.7542
2023-04-07,37.7542
2023-04-08,37.7542
2023-04-09,37.7542
2023-04-10,37.4704
2023-04-11,37.7345
2023-04-12,36.0291
2023-04-13,37.3362
2023-04-14,35.6722
2023-04-15,35.6722
2023-04-16,35.6722
2023-04-17,37.0774
2023-04-18,35.2773
2023-04-19,38.8322
2023-04-20,36.5503
2023-04-21,33.867
2023-04-22,33.867
2023-04-23,33.867
2023-04-24,34.595
2023-04-25,31.9815
2023-04-26,32.1987
2023-04-27,34.0289
2023-04-28,35.904
2023-04-29,35.904
2023-04-30,35.904
2023-05-01,35.4772
2023-05-02,33.294
2023-05-03,32.9661
2023-05-04,32.1578
2023-05-05,36.5505
2023-05-06,36.5505
2023-05-07,36.5505
2023-05-08,35.1742
2023-05-09,34.7385
2023-05-10,35.7477
2023-05-11,35.0888
2023-05-12,35.7692
2023-05-13,35.7692
2023-05-14,35.7692
2023-05-15,38.1824
2023-05-16,37.7209
2023-05-17,43.4224
2023-05-18,43.4615
2023-05-19,42.4306
2023-05-20,42.4306
2023-05-21,42.4306
2023-05-22,44.0459
2023-05-23,43.3538
2023-05-24,43.3538
2023-05-25,43.1887
2023-05-26,43.983
2023-05-27,43.983
2023-05-28,43.983
2023-05-29,43.983
2023-05-30,43.8772
2023-05-31,41.2761
2023-06-01,43.8583
2023-06-02,51.4186
2023-06-03,51.4186
2023-06-04,51.4186
2023-06-05,47.515
2023-06-06,51.521
2023-06-07,55.5792
2023-06-08,53.6863
2023-06-09,51.9524
2023-06-10,51.9524
2023-06-11,51.9524
2023-06-12,51.0056
2023-06-13,52.5559
2023-06-14,50.2469
2023-06-15,51.5147
2023-06-16,50.8445
2023-06-17,50.8445
2023-06-18,50.8445
2023-06-19,50.8445
2023-06-20,48.7513
2023-06-21,47.2204
2023-06-22,44.9855
2023-06-23,44.0997
2023-06-24,44.0997
2023-06-25,44.0997
2023-06-26,44.6981
2023-06-27,46.0684
2023-06-28,45.589
2023-06-29,46.5951
2023-06-30,44.7604
2023-07-01,44.7604
2023-07-02,44.7604
2023-07-03,46.8531
2023-07-04,46.8531
2023-07-05,45.1155
2023-07-06,42.9475
2023-07-07,45.1646
2023-07-08,45.1646
2023-07-09,45.1646
2023-07-10,46.6073
2023-07-11,46.9244
2023-07-12,49.5748
2023-07-13,49.8106
2023-07-14,48.8654
2023-07-15,48.8654
2023-07-16,48.8654
2023-07-17,51.8367
2023-07-18,55.6257
2023-07-19,57.6126
2023-07-20,54.1302
2023-07-21,54.4435
2023-07-22,54.4435
2023-07-23,54.4435
2023-07-24,56.855
2023-07-25,55.289
2023-07-26,59.1672
2023-07-27,58.6758
2023-07-28,58.6758
2023-07-29,58.6758
2023-07-30,58.6758
2023-07-31,57.651
2023-08-01,56.7358
2023-08-02,57.2136
2023-08-03,58.361
2023-08-04,57.7359
2023-08-05,57.7359
2023-08-06,57.7359
2023-08-07,58.1991
2023-08-08,56.8695
2023-08-09,56.0583
2023-08-10,55.163
2023-08-11,55.9568
2023-08-12,55.9568
2023-08-13,55.9568
2023-08-14,53.7421
2023-08-15,49.779
2023-08-16,48.6826
2023-08-17,49.057
2023-08-18,49.6274
2023-08-19,49.6274
2023-08-20,49.6274
2023-08-21,47.5002
2023-08-22,45.9884
2023-08-23,45.7781
2023-08-24,46.5784
2023-08-25,45.8779
2023-08-26,45.8779
2023-08-27,45.8779
2023-08-28,47.3438
2023-08-29,47.7315
2023-08-30,46.1309
2023-08-31,45.9366
2023-09-01,48.793
2023-09-02,48.793
2023-09-03,48.793
2023-09-04,48.793
2023-09-05,45.2029
2023-09-06,43.9791
2023-09-07,43.0222
2023-09-08,42.8793
2023-09-09,42.8793
2023-09-10,42.8793
2023-09-11,42.8057
2023-09-12,43.008
2023-09-13,42.0087
2023-09-14,47.14
2023-09-15,45.0206
2023-09-16,45.0206
2023-09-17,45.0206
2023-09-18,42.8787
2023-09-19,42.4108
2023-09-20,41.8297
2023-09-21,41.1373
2023-09-22,40.3374
2023-09-23,40.3374
2023-09-24,40.3374
2023-09-25,41.9818
2023-09-26,41.1863
2023-09-27,40.8432
2023-09-28,43.649
2023-09-29,44.5386
2023-09-30,44.5386
2023-10-01,44.5386
2023-10-02,44.031
2023-10-03,43.3915
2023-10-04,45.3088
2023-10-05,46.9034
2023-10-06,46.0697
2023-10-07,46.0697
2023-10-08,46.0697
2023-10-09,47.6214
2023-10-10,49.186
2023-10-11,48.4868
2023-10-12,47.343
2023-10-13,44.8675
2023-10-14,44.8675
2023-10-15,44.8675
2023-10-16,46.4279
2023-10-17,50.0816
2023-10-18,46.737
2023-10-19,42.1072
2023-10-20,41.394
2023-10-21,41.394
2023-10-22,41.394
2023-10-23,39.9213
2023-10-24,38.0317
2023-10-25,38.0317
2023-10-26,43.0039
2023-10-27,41.4501
2023-10-28,41.4501
2023-10-29,41.4501
2023-10-30,42.6745
2023-10-31,42.7777
2023-11-01,44.533
2023-11-02,50.1615
2023-11-03,54.967
2023-11-04,54.967
2023-11-05,54.967
2023-11-06,54.1329
2023-11-07,51.9855
2023-11-08,50.5169
2023-11-09,48.8447
2023-11-10,49.0151
2023-11-11,49.0151
2023-11-12,49.0151
2023-11-13,49.6652
2023-11-14,57.918
2023-11-15,57.5677
2023-11-16,55.0698
2023-11-17,56.1224
2023-11-18,56.1224
2023-11-19,56.1224
2023-11-20,55.6439
2023-11-21,53.0489
2023-11-22,53.4539
2023-11-23,53.4539
2023-11-24,53.6044
2023-11-25,53.6044
2023-11-26,53.6044
2023-11-27,52.9402
2023-11-28,53.1005
2023-11-29,53.6315
2023-11-30,52.2659
2023-12-01,57.4798
2023-12-02,57.4798
2023-12-03,57.4798
2023-12-04,58.7236
2023-12-05,57.2792
2023-12-06,57.8159
2023-12-07,59.9333
2023-12-08,61.3798
2023-12-09,61.3798
2023-12-10,61.3798
2023-12-11,60.0545
2023-12-12,57.392
2023-12-13,62.7125
2023-12-14,65.3748
2023-12-15,63.4078
2023-12-16,63.4078
2023-12-17,63.4078
2023-12-18,63.034
2023-12-19,65.0076
2023-12-20,62.8499
2023-12-21,63.7165
2023-12-22,65.1364
2023-12-23,65.1364
2023-12-24,65.1364
2023-12-25,65.1364
2023-12-26,66.9687
2023-12-27,67.5176
2023-12-28,67.0665
2023-12-29,64.2063
2023-12-30,64.2063
2023-12-31,64.2063
2024-01-01,64.2063
2024-01-02,65.7187
2024-01-03,58.0227
2024-01-04,59.311
2024-01-05,60.0283
2024-01-06,60.0283
2024-01-07,60.0283
2024-01-08,60.986
2024-01-09,59.4698
2024-01-10,59.8143
2024-01-11,58.3186
2024-01-12,58.4108
2024-01-13,58.4108
2024-01-14,58.4108
2024-01-15,58.4108
2024-01-16,55.1701
2024-01-17,55.3697
2024-01-18,55.5743
2024-01-19,57.9352
2024-01-20,57.9352
2024-01-21,57.9352
2024-01-22,62.1021
2024-01-23,60.9583
2024-01-24,61.8255
2024-01-25,60.3494
2024-01-26,63.0332
2024-01-27,63.0332
2024-01-28,63.0332
2024-01-29,65.7298
2024-01-30,63.0665
2024-01-31,55.2462
2024-02-01,52.4071
2024-02-02,52.3112
2024-02-03,52.3112
2024-02-04,52.3112
2024-02-05,50.8045
2024-02-06,49.1832
2024-02-07,48.8386
2024-02-08,49.537
2024-02-09,51.7127
2024-02-10,51.7127
2024-02-11,51.7127
2024-02-12,53.3882
2024-02-13,48.2268
2024-02-14,49.2668
2024-02-15,53.35
2024-02-16,51.7987
2024-02-17,51.7987
2024-02-18,51.7987
2024-02-19,51.7987
2024-02-20,50.2566
2024-02-21,49.2748
2024-02-22,48.3567
2024-02-23,49.116
2024-02-24,49.116
2024-02-25,49.116
2024-02-26,48.2296
2024-02-27,48.4948
2024-02-28,47.6736
2024-02-29,49.4778
2024-03-01,48.0548
2024-03-02,48.0548
2024-03-03,48.0548
2024-03-04,48.9523
2024-03-05,52.3582
2024-03-06,51.9104
2024-03-07,52.3
2024-03-08,52.3333
2024-03-09,52.3333
2024-03-10,52.3333
2024-03-11,50.8643
2024-03-12,48.9797
2024-03-13,48.5931
2024-03-14,45.3611
2024-03-15,46.7726
2024-03-16,46.7726
2024-03-17,46.7726
2024-03-18,45.5231
2024-03-19,46.3041
2024-03-20,50.2855
2024-03-21,50.7403
2024-03-22,48.3806
2024-03-23,48.3806
2024-03-24,48.3806
2024-03-25,48.242
2024-03-26,46.9551
2024-03-27,51.9376
2024-03-28,52.9892
2024-03-29,52.9892
2024-03-30,52.9892
2024-03-31,52.9892
2024-04-01,52.2865
2024-04-02,50.4296
2024-04-03,49.1548
2024-04-04,49.485
2024-04-05,48.6854
2024-04-06,48.6854
2024-04-07,48.6854
2024-04-08,50.0886
