,CRD/A US Equity
2023-03-19,63.6412
2023-03-20,65.1552
2023-03-21,67.5617
2023-03-22,67.858
2023-03-23,62.5394
2023-03-24,66.6683
2023-03-25,66.6683
2023-03-26,66.6683
2023-03-27,71.7117
2023-03-28,69.9298
2023-03-29,65.4814
2023-03-30,64.3371
2023-03-31,64.5931
2023-04-01,64.5931
2023-04-02,64.5931
2023-04-03,68.8192
2023-04-04,67.9004
2023-04-05,68.3377
2023-04-06,67.7411
2023-04-07,67.7411
2023-04-08,67.7411
2023-04-09,67.7411
2023-04-10,65.9539
2023-04-11,63.1945
2023-04-12,60.3641
2023-04-13,62.1192
2023-04-14,61.0437
2023-04-15,61.0437
2023-04-16,61.0437
2023-04-17,64.4792
2023-04-18,60.9767
2023-04-19,62.6437
2023-04-20,62.6437
2023-04-21,62.895
2023-04-22,62.895
2023-04-23,62.895
2023-04-24,63.2783
2023-04-25,64.4803
2023-04-26,60.6943
2023-04-27,61.2325
2023-04-28,61.1243
2023-04-29,61.1243
2023-04-30,61.1243
2023-05-01,61.7537
2023-05-02,60.7365
2023-05-03,60.2799
2023-05-04,61.1115
2023-05-05,61.3399
2023-05-06,61.3399
2023-05-07,61.3399
2023-05-08,66.0791
2023-05-09,64.3063
2023-05-10,60.9245
2023-05-11,62.226
2023-05-12,63.6752
2023-05-13,63.6752
2023-05-14,63.6752
2023-05-15,63.9354
2023-05-16,60.2514
2023-05-17,61.3
2023-05-18,58.6332
2023-05-19,61.6052
2023-05-20,61.6052
2023-05-21,61.6052
2023-05-22,61.393
2023-05-23,62.7215
2023-05-24,59.1424
2023-05-25,60.7866
2023-05-26,60.9896
2023-05-27,60.9896
2023-05-28,60.9896
2023-05-29,60.9896
2023-05-30,61.1284
2023-05-31,61.0161
2023-06-01,60.9004
2023-06-02,62.1623
2023-06-03,62.1623
2023-06-04,62.1623
2023-06-05,61.3193
2023-06-06,63.235
2023-06-07,61.5374
2023-06-08,61.6135
2023-06-09,61.4876
2023-06-10,61.4876
2023-06-11,61.4876
2023-06-12,61.7303
2023-06-13,61.9783
2023-06-14,61.1585
2023-06-15,62.1931
2023-06-16,67.4927
2023-06-17,67.4927
2023-06-18,67.4927
2023-06-19,67.4927
2023-06-20,63.4739
2023-06-21,64.3246
2023-06-22,59.8767
2023-06-23,60.1846
2023-06-24,60.1846
2023-06-25,60.1846
2023-06-26,60.0654
2023-06-27,62.0852
2023-06-28,59.2248
2023-06-29,62.5014
2023-06-30,64.128
2023-07-01,64.128
2023-07-02,64.128
2023-07-03,63.534
2023-07-04,63.534
2023-07-05,58.8016
2023-07-06,55.734
2023-07-07,55.634
2023-07-08,55.634
2023-07-09,55.634
2023-07-10,55.9612
2023-07-11,57.2654
2023-07-12,52.8156
2023-07-13,52.243
2023-07-14,49.9104
2023-07-15,49.9104
2023-07-16,49.9104
2023-07-17,51.3486
2023-07-18,53.174
2023-07-19,51.0057
2023-07-20,53.3989
2023-07-21,52.3595
2023-07-22,52.3595
2023-07-23,52.3595
2023-07-24,51.697
2023-07-25,52.321
2023-07-26,51.5339
2023-07-27,43.4957
2023-07-28,42.698
2023-07-29,42.698
2023-07-30,42.698
2023-07-31,48.7134
2023-08-01,50.6824
2023-08-02,50.283
2023-08-03,52.6014
2023-08-04,48.7595
2023-08-05,48.7595
2023-08-06,48.7595
2023-08-07,49.4608
2023-08-08,47.589
2023-08-09,48.3174
2023-08-10,49.6839
2023-08-11,49.9256
2023-08-12,49.9256
2023-08-13,49.9256
2023-08-14,49.1922
2023-08-15,49.6175
2023-08-16,49.7046
2023-08-17,49.7951
2023-08-18,50.4405
2023-08-19,50.4405
2023-08-20,50.4405
2023-08-21,50.5344
2023-08-22,50.141
2023-08-23,49.2487
2023-08-24,50.4647
2023-08-25,53.8043
2023-08-26,53.8043
2023-08-27,53.8043
2023-08-28,55.8287
2023-08-29,57.1791
2023-08-30,59.1955
2023-08-31,59.0804
2023-09-01,59.4879
2023-09-02,59.4879
2023-09-03,59.4879
2023-09-04,59.4879
2023-09-05,54.4402
2023-09-06,55.7354
2023-09-07,55.4095
2023-09-08,55.4095
2023-09-09,55.4095
2023-09-10,55.4095
2023-09-11,51.0442
2023-09-12,52.4617
2023-09-13,53.3923
2023-09-14,54.408
2023-09-15,50.2858
2023-09-16,50.2858
2023-09-17,50.2858
2023-09-18,51.8884
2023-09-19,51.0867
2023-09-20,49.7934
2023-09-21,49.5936
2023-09-22,50.0087
2023-09-23,50.0087
2023-09-24,50.0087
2023-09-25,49.9024
2023-09-26,49.3599
2023-09-27,48.5947
2023-09-28,45.3726
2023-09-29,43.6347
2023-09-30,43.6347
2023-10-01,43.6347
2023-10-02,41.4451
2023-10-03,41.6974
2023-10-04,42.5926
2023-10-05,42.1148
2023-10-06,43.6834
2023-10-07,43.6834
2023-10-08,43.6834
2023-10-09,44.5896
2023-10-10,44.721
2023-10-11,43.5456
2023-10-12,41.6906
2023-10-13,41.6906
2023-10-14,41.6906
2023-10-15,41.6906
2023-10-16,41.9844
2023-10-17,43.1696
2023-10-18,40.697
2023-10-19,40.2819
2023-10-20,40.0705
2023-10-21,40.0705
2023-10-22,40.0705
2023-10-23,40.7142
2023-10-24,40.8784
2023-10-25,40.53
2023-10-26,41.2211
2023-10-27,41.2211
2023-10-28,41.2211
2023-10-29,41.2211
2023-10-30,45.3023
2023-10-31,45.1671
2023-11-01,45.1671
2023-11-02,48.613
2023-11-03,51.3253
2023-11-04,51.3253
2023-11-05,51.3253
2023-11-06,50.71
2023-11-07,57.2105
2023-11-08,55.6608
2023-11-09,59.414
2023-11-10,62.0334
2023-11-11,62.0334
2023-11-12,62.0334
2023-11-13,60.6322
2023-11-14,64.252
2023-11-15,58.8021
2023-11-16,59.8226
2023-11-17,62.7896
2023-11-18,62.7896
2023-11-19,62.7896
2023-11-20,65.5742
2023-11-21,60.2612
2023-11-22,63.0556
2023-11-23,63.0556
2023-11-24,64.1824
2023-11-25,64.1824
2023-11-26,64.1824
2023-11-27,64.0561
2023-11-28,61.9133
2023-11-29,62.7474
2023-11-30,62.6185
2023-12-01,62.9337
2023-12-02,62.9337
2023-12-03,62.9337
2023-12-04,63.0947
2023-12-05,63.3418
2023-12-06,66.1544
2023-12-07,62.8298
2023-12-08,58.6381
2023-12-09,58.6381
2023-12-10,58.6381
2023-12-11,62.6246
2023-12-12,61.3062
2023-12-13,63.3385
2023-12-14,61.547
2023-12-15,64.1355
2023-12-16,64.1355
2023-12-17,64.1355
2023-12-18,64.1355
2023-12-19,64.6856
2023-12-20,61.7466
2023-12-21,67.0396
2023-12-22,64.8876
2023-12-23,64.8876
2023-12-24,64.8876
2023-12-25,64.8876
2023-12-26,66.1307
2023-12-27,66.7113
2023-12-28,66.5932
2023-12-29,69.1365
2023-12-30,69.1365
2023-12-31,69.1365
2024-01-01,69.1365
2024-01-02,65.797
2024-01-03,65.5711
2024-01-04,65.2235
2024-01-05,61.6194
2024-01-06,61.6194
2024-01-07,61.6194
2024-01-08,63.0707
2024-01-09,58.4943
2024-01-10,59.6641
2024-01-11,57.0236
2024-01-12,58.4332
2024-01-13,58.4332
2024-01-14,58.4332
2024-01-15,58.4332
2024-01-16,60.3825
2024-01-17,60.7761
2024-01-18,60.0559
2024-01-19,60.5397
2024-01-20,60.5397
2024-01-21,60.5397
2024-01-22,61.3015
2024-01-23,61.5806
2024-01-24,59.2599
2024-01-25,57.3437
2024-01-26,59.6672
2024-01-27,59.6672
2024-01-28,59.6672
2024-01-29,56.9746
2024-01-30,55.9696
2024-01-31,52.8818
2024-02-01,56.4543
2024-02-02,57.1125
2024-02-03,57.1125
2024-02-04,57.1125
2024-02-05,48.8037
2024-02-06,51.8363
2024-02-07,51.9798
2024-02-08,53.7617
2024-02-09,56.1837
2024-02-10,56.1837
2024-02-11,56.1837
2024-02-12,53.6789
2024-02-13,56.464
2024-02-14,57.8066
2024-02-15,58.5873
2024-02-16,58.0743
2024-02-17,58.0743
2024-02-18,58.0743
2024-02-19,58.0743
2024-02-20,56.9563
2024-02-21,54.6138
2024-02-22,53.6358
2024-02-23,54.9641
2024-02-24,54.9641
2024-02-25,54.9641
2024-02-26,58.9356
2024-02-27,50.7899
2024-02-28,48.1978
2024-02-29,47.2248
2024-03-01,49.2772
2024-03-02,49.2772
2024-03-03,49.2772
2024-03-04,52.3678
2024-03-05,36.2403
2024-03-06,35.0999
2024-03-07,34.0829
2024-03-08,33.4449
2024-03-09,33.4449
2024-03-10,33.4449
2024-03-11,32.9287
2024-03-12,34.4673
2024-03-13,33.9835
2024-03-14,37.3787
2024-03-15,37.7336
2024-03-16,37.7336
2024-03-17,37.7336
2024-03-18,38.6332
2024-03-19,38.6942
2024-03-20,40.1727
2024-03-21,40.0478
2024-03-22,41.2445
2024-03-23,41.2445
2024-03-24,41.2445
2024-03-25,40.9773
2024-03-26,41.3051
2024-03-27,42.6881
2024-03-28,42.887
2024-03-29,42.887
2024-03-30,42.887
2024-03-31,42.887
2024-04-01,40.8348
2024-04-02,40.9045
2024-04-03,41.2621
2024-04-04,42.345
2024-04-05,42.2376
2024-04-06,42.2376
2024-04-07,42.2376
2024-04-08,42.9857
