,FUN US Equity
2023-03-20,50.8209
2023-03-21,54.0761
2023-03-22,51.8478
2023-03-23,50.18
2023-03-24,51.9526
2023-03-25,51.9526
2023-03-26,51.9526
2023-03-27,53.3008
2023-03-28,53.0697
2023-03-29,55.244
2023-03-30,55.0411
2023-03-31,56.6235
2023-04-01,56.6235
2023-04-02,56.6235
2023-04-03,56.5377
2023-04-04,55.8377
2023-04-05,55.7931
2023-04-06,53.7474
2023-04-07,53.7474
2023-04-08,53.7474
2023-04-09,53.7474
2023-04-10,54.0505
2023-04-11,54.0505
2023-04-12,46.7194
2023-04-13,43.545
2023-04-14,39.2175
2023-04-15,39.2175
2023-04-16,39.2175
2023-04-17,39.3457
2023-04-18,42.2825
2023-04-19,42.611
2023-04-20,42.6532
2023-04-21,41.1504
2023-04-22,41.1504
2023-04-23,41.1504
2023-04-24,41.5499
2023-04-25,40.6616
2023-04-26,43.0458
2023-04-27,49.4309
2023-04-28,51.1549
2023-04-29,51.1549
2023-04-30,51.1549
2023-05-01,48.9359
2023-05-02,44.3548
2023-05-03,42.2122
2023-05-04,40.6358
2023-05-05,42.5177
2023-05-06,42.5177
2023-05-07,42.5177
2023-05-08,44.3783
2023-05-09,46.6549
2023-05-10,49.1081
2023-05-11,50.9982
2023-05-12,50.3533
2023-05-13,50.3533
2023-05-14,50.3533
2023-05-15,51.4023
2023-05-16,47.8526
2023-05-17,51.7887
2023-05-18,54.5083
2023-05-19,55.0172
2023-05-20,55.0172
2023-05-21,55.0172
2023-05-22,55.181
2023-05-23,55.7093
2023-05-24,55.7093
2023-05-25,52.404
2023-05-26,53.4859
2023-05-27,53.4859
2023-05-28,53.4859
2023-05-29,53.4859
2023-05-30,52.6604
2023-05-31,54.0364
2023-06-01,54.2199
2023-06-02,55.4767
2023-06-03,55.4767
2023-06-04,55.4767
2023-06-05,50.0042
2023-06-06,46.3563
2023-06-07,48.3224
2023-06-08,47.583
2023-06-09,48.5601
2023-06-10,48.5601
2023-06-11,48.5601
2023-06-12,49.7551
2023-06-13,50.9963
2023-06-14,49.4412
2023-06-15,47.5055
2023-06-16,45.1181
2023-06-17,45.1181
2023-06-18,45.1181
2023-06-19,45.1181
2023-06-20,44.3776
2023-06-21,45.1301
2023-06-22,43.6466
2023-06-23,41.0209
2023-06-24,41.0209
2023-06-25,41.0209
2023-06-26,42.5479
2023-06-27,42.9948
2023-06-28,41.2257
2023-06-29,41.691
2023-06-30,41.6058
2023-07-01,41.6058
2023-07-02,41.6058
2023-07-03,41.77
2023-07-04,41.77
2023-07-05,41.1714
2023-07-06,40.6888
2023-07-07,39.4628
2023-07-08,39.4628
2023-07-09,39.4628
2023-07-10,38.6114
2023-07-11,36.3722
2023-07-12,35.572
2023-07-13,35.3041
2023-07-14,34.6297
2023-07-15,34.6297
2023-07-16,34.6297
2023-07-17,34.3582
2023-07-18,34.3582
2023-07-19,33.791
2023-07-20,32.328
2023-07-21,30.2569
2023-07-22,30.2569
2023-07-23,30.2569
2023-07-24,30.6541
2023-07-25,35.7879
2023-07-26,42.7972
2023-07-27,43.219
2023-07-28,43.3487
2023-07-29,43.3487
2023-07-30,43.3487
2023-07-31,45.1621
2023-08-01,44.6343
2023-08-02,40.9685
2023-08-03,53.4694
2023-08-04,55.8397
2023-08-05,55.8397
2023-08-06,55.8397
2023-08-07,51.0533
2023-08-08,46.8951
2023-08-09,46.2582
2023-08-10,45.8205
2023-08-11,48.0061
2023-08-12,48.0061
2023-08-13,48.0061
2023-08-14,48.1247
2023-08-15,47.0422
2023-08-16,49.2815
2023-08-17,46.9238
2023-08-18,49.5108
2023-08-19,49.5108
2023-08-20,49.5108
2023-08-21,49.3976
2023-08-22,49.136
2023-08-23,48.721
2023-08-24,48.6602
2023-08-25,48.2557
2023-08-26,48.2557
2023-08-27,48.2557
2023-08-28,48.1919
2023-08-29,49.2669
2023-08-30,50.4672
2023-08-31,50.8112
2023-09-01,53.3261
2023-09-02,53.3261
2023-09-03,53.3261
2023-09-04,53.3261
2023-09-05,51.7811
2023-09-06,51.1244
2023-09-07,51.1955
2023-09-08,50.0279
2023-09-09,50.0279
2023-09-10,50.0279
2023-09-11,50.1038
2023-09-12,49.252
2023-09-13,49.4137
2023-09-14,49.704
2023-09-15,48.5916
2023-09-16,48.5916
2023-09-17,48.5916
2023-09-18,49.5434
2023-09-19,49.5873
2023-09-20,50.1259
2023-09-21,50.0798
2023-09-22,51.7337
2023-09-23,51.7337
2023-09-24,51.7337
2023-09-25,51.9624
2023-09-26,47.3236
2023-09-27,44.3348
2023-09-28,40.0027
2023-09-29,39.8032
2023-09-30,39.8032
2023-10-01,39.8032
2023-10-02,39.6667
2023-10-03,38.9418
2023-10-04,38.9418
2023-10-05,37.8148
2023-10-06,38.562
2023-10-07,38.562
2023-10-08,38.562
2023-10-09,40.7708
2023-10-10,40.1958
2023-10-11,39.279
2023-10-12,36.2825
2023-10-13,33.4828
2023-10-14,33.4828
2023-10-15,33.4828
2023-10-16,37.3594
2023-10-17,38.9074
2023-10-18,37.8076
2023-10-19,37.5084
2023-10-20,36.4799
2023-10-21,36.4799
2023-10-22,36.4799
2023-10-23,36.38
2023-10-24,38.6949
2023-10-25,37.1229
2023-10-26,36.3091
2023-10-27,35.2111
2023-10-28,35.2111
2023-10-29,35.2111
2023-10-30,35.1113
2023-10-31,41.4132
2023-11-01,50.5004
2023-11-02,48.5248
2023-11-03,53.1698
2023-11-04,53.1698
2023-11-05,53.1698
2023-11-06,53.1698
2023-11-07,53.7063
2023-11-08,51.1215
2023-11-09,49.1706
2023-11-10,50.7711
2023-11-11,50.7711
2023-11-12,50.7711
2023-11-13,49.5416
2023-11-14,55.6824
2023-11-15,55.0946
2023-11-16,49.4755
2023-11-17,52.3744
2023-11-18,52.3744
2023-11-19,52.3744
2023-11-20,54.0122
2023-11-21,51.8598
2023-11-22,55.5803
2023-11-23,55.5803
2023-11-24,54.9624
2023-11-25,54.9624
2023-11-26,54.9624
2023-11-27,54.2689
2023-11-28,54.5948
2023-11-29,52.8243
2023-11-30,54.326
2023-12-01,54.326
2023-12-02,54.326
2023-12-03,54.326
2023-12-04,55.1675
2023-12-05,56.1347
2023-12-06,52.7544
2023-12-07,53.3745
2023-12-08,55.1376
2023-12-09,55.1376
2023-12-10,55.1376
2023-12-11,55.3915
2023-12-12,51.721
2023-12-13,53.464
2023-12-14,53.2763
2023-12-15,52.6642
2023-12-16,52.6642
2023-12-17,52.6642
2023-12-18,50.2385
2023-12-19,53.1895
2023-12-20,48.6438
2023-12-21,50.9921
2023-12-22,50.2225
2023-12-23,50.2225
2023-12-24,50.2225
2023-12-25,50.2225
2023-12-26,52.4496
2023-12-27,52.3093
2023-12-28,54.6923
2023-12-29,55.3902
2023-12-30,55.3902
2023-12-31,55.3902
2024-01-01,55.3902
2024-01-02,54.2624
2024-01-03,49.8525
2024-01-04,46.822
2024-01-05,47.1645
2024-01-06,47.1645
2024-01-07,47.1645
2024-01-08,51.2269
2024-01-09,48.775
2024-01-10,49.9667
2024-01-11,52.8904
2024-01-12,52.5984
2024-01-13,52.5984
2024-01-14,52.5984
2024-01-15,52.5984
2024-01-16,53.1924
2024-01-17,51.6522
2024-01-18,52.7897
2024-01-19,53.6734
2024-01-20,53.6734
2024-01-21,53.6734
2024-01-22,53.106
2024-01-23,52.3546
2024-01-24,52.7171
2024-01-25,53.1197
2024-01-26,54.7791
2024-01-27,54.7791
2024-01-28,54.7791
2024-01-29,55.3029
2024-01-30,58.213
2024-01-31,57.4639
2024-02-01,57.6518
2024-02-02,58.0037
2024-02-03,58.0037
2024-02-04,58.0037
2024-02-05,55.4889
2024-02-06,57.8364
2024-02-07,59.346
2024-02-08,59.2117
2024-02-09,60.5057
2024-02-10,60.5057
2024-02-11,60.5057
2024-02-12,62.5818
2024-02-13,59.0113
2024-02-14,56.7229
2024-02-15,58.1229
2024-02-16,60.1949
2024-02-17,60.1949
2024-02-18,60.1949
2024-02-19,60.1949
2024-02-20,52.886
2024-02-21,50.2162
2024-02-22,50.0854
2024-02-23,48.3906
2024-02-24,48.3906
2024-02-25,48.3906
2024-02-26,49.9734
2024-02-27,52.1072
2024-02-28,50.6841
2024-02-29,53.292
2024-03-01,57.8483
2024-03-02,57.8483
2024-03-03,57.8483
2024-03-04,58.7618
2024-03-05,56.4263
2024-03-06,58.764
2024-03-07,59.674
2024-03-08,57.4071
2024-03-09,57.4071
2024-03-10,57.4071
2024-03-11,57.1614
2024-03-12,57.0892
2024-03-13,59.0685
2024-03-14,58.2423
2024-03-15,58.5693
2024-03-16,58.5693
2024-03-17,58.5693
2024-03-18,58.0597
2024-03-19,55.5597
2024-03-20,55.8922
2024-03-21,54.103
2024-03-22,52.2974
2024-03-23,52.2974
2024-03-24,52.2974
2024-03-25,51.2856
2024-03-26,52.1744
2024-03-27,52.5533
2024-03-28,54.026
2024-03-29,54.026
2024-03-30,54.026
2024-03-31,54.026
2024-04-01,55.2947
2024-04-02,52.2341
2024-04-03,49.5083
2024-04-04,47.623
2024-04-05,51.2541
2024-04-06,51.2541
2024-04-07,51.2541
2024-04-08,51.9499
