,KRNY US Equity
2023-03-20,38.8799
2023-03-21,44.5142
2023-03-22,39.7026
2023-03-23,37.8303
2023-03-24,40.9257
2023-03-25,40.9257
2023-03-26,40.9257
2023-03-27,40.4232
2023-03-28,39.7026
2023-03-29,39.4119
2023-03-30,37.8358
2023-03-31,38.5294
2023-04-01,38.5294
2023-04-02,38.5294
2023-04-03,38.2352
2023-04-04,37.7138
2023-04-05,37.4123
2023-04-06,38.9277
2023-04-07,38.9277
2023-04-08,38.9277
2023-04-09,38.9277
2023-04-10,39.5585
2023-04-11,39.4742
2023-04-12,38.4562
2023-04-13,39.5316
2023-04-14,37.9043
2023-04-15,37.9043
2023-04-16,37.9043
2023-04-17,39.7935
2023-04-18,37.3579
2023-04-19,38.6964
2023-04-20,38.024
2023-04-21,38.024
2023-04-22,38.024
2023-04-23,38.024
2023-04-24,37.2449
2023-04-25,35.4102
2023-04-26,36.1497
2023-04-27,38.7608
2023-04-28,40.167
2023-04-29,40.167
2023-04-30,40.167
2023-05-01,39.789
2023-05-02,36.7476
2023-05-03,36.6623
2023-05-04,34.6653
2023-05-05,36.7445
2023-05-06,36.7445
2023-05-07,36.7445
2023-05-08,35.6546
2023-05-09,35.2323
2023-05-10,33.7439
2023-05-11,32.5582
2023-05-12,33.0449
2023-05-13,33.0449
2023-05-14,33.0449
2023-05-15,34.8291
2023-05-16,33.7302
2023-05-17,41.383
2023-05-18,42.0487
2023-05-19,39.3664
2023-05-20,39.3664
2023-05-21,39.3664
2023-05-22,40.847
2023-05-23,43.1952
2023-05-24,42.1377
2023-05-25,41.5635
2023-05-26,42.242
2023-05-27,42.242
2023-05-28,42.242
2023-05-29,42.242
2023-05-30,41.4456
2023-05-31,39.2449
2023-06-01,39.5337
2023-06-02,44.9481
2023-06-03,44.9481
2023-06-04,44.9481
2023-06-05,43.7328
2023-06-06,47.9769
2023-06-07,51.2381
2023-06-08,50.154
2023-06-09,48.3546
2023-06-10,48.3546
2023-06-11,48.3546
2023-06-12,48.04
2023-06-13,50.2715
2023-06-14,48.6504
2023-06-15,49.7676
2023-06-16,48.6722
2023-06-17,48.6722
2023-06-18,48.6722
2023-06-19,48.6722
2023-06-20,47.0647
2023-06-21,45.7113
2023-06-22,44.5889
2023-06-23,45.2213
2023-06-24,45.2213
2023-06-25,45.2213
2023-06-26,44.0764
2023-06-27,44.7343
2023-06-28,44.303
2023-06-29,45.3924
2023-06-30,44.0552
2023-07-01,44.0552
2023-07-02,44.0552
2023-07-03,46.1082
2023-07-04,46.1082
2023-07-05,46.5142
2023-07-06,42.9437
2023-07-07,44.7268
2023-07-08,44.7268
2023-07-09,44.7268
2023-07-10,44.8639
2023-07-11,46.7761
2023-07-12,48.7463
2023-07-13,50.1463
2023-07-14,49.0132
2023-07-15,49.0132
2023-07-16,49.0132
2023-07-17,49.5375
2023-07-18,52.6832
2023-07-19,54.7827
2023-07-20,53.0249
2023-07-21,51.4485
2023-07-22,51.4485
2023-07-23,51.4485
2023-07-24,54.5907
2023-07-25,54.4556
2023-07-26,58.3947
2023-07-27,61.7264
2023-07-28,63.4104
2023-07-29,63.4104
2023-07-30,63.4104
2023-07-31,60.9151
2023-08-01,59.0456
2023-08-02,56.7298
2023-08-03,58.1449
2023-08-04,59.0681
2023-08-05,59.0681
2023-08-06,59.0681
2023-08-07,59.7116
2023-08-08,58.7439
2023-08-09,57.5043
2023-08-10,57.0889
2023-08-11,57.7208
2023-08-12,57.7208
2023-08-13,57.7208
2023-08-14,56.5718
2023-08-15,54.1999
2023-08-16,52.46
2023-08-17,52.8215
2023-08-18,52.8215
2023-08-19,52.8215
2023-08-20,52.8215
2023-08-21,50.4928
2023-08-22,46.6159
2023-08-23,46.888
2023-08-24,47.8507
2023-08-25,45.3024
2023-08-26,45.3024
2023-08-27,45.3024
2023-08-28,45.8704
2023-08-29,46.5877
2023-08-30,46.7337
2023-08-31,45.5737
2023-09-01,46.0356
2023-09-02,46.0356
2023-09-03,46.0356
2023-09-04,46.0356
2023-09-05,45.3717
2023-09-06,43.3044
2023-09-07,43.4709
2023-09-08,42.9489
2023-09-09,42.9489
2023-09-10,42.9489
2023-09-11,42.5524
2023-09-12,42.2833
2023-09-13,41.2047
2023-09-14,47.4453
2023-09-15,43.4679
2023-09-16,43.4679
2023-09-17,43.4679
2023-09-18,42.1283
2023-09-19,42.6272
2023-09-20,41.7583
2023-09-21,41.1388
2023-09-22,40.3948
2023-09-23,40.3948
2023-09-24,40.3948
2023-09-25,40.3948
2023-09-26,38.4122
2023-09-27,40.4895
2023-09-28,40.8646
2023-09-29,42.5505
2023-09-30,42.5505
2023-10-01,42.5505
2023-10-02,40.9406
2023-10-03,39.7731
2023-10-04,42.0524
2023-10-05,45.6019
2023-10-06,44.6125
2023-10-07,44.6125
2023-10-08,44.6125
2023-10-09,46.3333
2023-10-10,46.5052
2023-10-11,45.3041
2023-10-12,42.4674
2023-10-13,40.4999
2023-10-14,40.4999
2023-10-15,40.4999
2023-10-16,41.4355
2023-10-17,44.6753
2023-10-18,43.1657
2023-10-19,43.8791
2023-10-20,41.7126
2023-10-21,41.7126
2023-10-22,41.7126
2023-10-23,41.1866
2023-10-24,40.6564
2023-10-25,41.8187
2023-10-26,47.6526
2023-10-27,46.4837
2023-10-28,46.4837
2023-10-29,46.4837
2023-10-30,48.446
2023-10-31,47.5443
2023-11-01,49.4894
2023-11-02,54.7022
2023-11-03,58.1752
2023-11-04,58.1752
2023-11-05,58.1752
2023-11-06,57.0441
2023-11-07,55.1159
2023-11-08,52.6607
2023-11-09,51.4746
2023-11-10,52.308
2023-11-11,52.308
2023-11-12,52.308
2023-11-13,51.3949
2023-11-14,59.5514
2023-11-15,59.5514
2023-11-16,57.3975
2023-11-17,59.2489
2023-11-18,59.2489
2023-11-19,59.2489
2023-11-20,60.1963
2023-11-21,57.8765
2023-11-22,59.2833
2023-11-23,59.2833
2023-11-24,59.7116
2023-11-25,59.7116
2023-11-26,59.7116
2023-11-27,59.0688
2023-11-28,58.0984
2023-11-29,59.5865
2023-11-30,57.9489
2023-12-01,62.2429
2023-12-02,62.2429
2023-12-03,62.2429
2023-12-04,62.2429
2023-12-05,61.0749
2023-12-06,61.6072
2023-12-07,63.7605
2023-12-08,64.1567
2023-12-09,64.1567
2023-12-10,64.1567
2023-12-11,65.2376
2023-12-12,63.9677
2023-12-13,68.2594
2023-12-14,70.7868
2023-12-15,66.629
2023-12-16,66.629
2023-12-17,66.629
2023-12-18,66.1467
2023-12-19,67.3685
2023-12-20,65.7324
2023-12-21,65.9887
2023-12-22,67.1742
2023-12-23,67.1742
2023-12-24,67.1742
2023-12-25,67.1742
2023-12-26,67.6737
2023-12-27,66.1126
2023-12-28,63.4219
2023-12-29,61.0137
2023-12-30,61.0137
2023-12-31,61.0137
2024-01-01,61.0137
2024-01-02,60.3812
2024-01-03,56.7311
2024-01-04,57.1774
2024-01-05,56.4247
2024-01-06,56.4247
2024-01-07,56.4247
2024-01-08,54.7836
2024-01-09,51.9419
2024-01-10,52.3257
2024-01-11,49.5947
2024-01-12,48.5463
2024-01-13,48.5463
2024-01-14,48.5463
2024-01-15,48.5463
2024-01-16,47.0044
2024-01-17,45.9968
2024-01-18,46.589
2024-01-19,48.4881
2024-01-20,48.4881
2024-01-21,48.4881
2024-01-22,52.2694
2024-01-23,50.6219
2024-01-24,51.8006
2024-01-25,44.7949
2024-01-26,44.7949
2024-01-27,44.7949
2024-01-28,44.7949
2024-01-29,45.894
2024-01-30,44.6301
2024-01-31,39.423
2024-02-01,39.8501
2024-02-02,39.5616
2024-02-03,39.5616
2024-02-04,39.5616
2024-02-05,37.5908
2024-02-06,35.5522
2024-02-07,31.0796
2024-02-08,36.0191
2024-02-09,38.9915
2024-02-10,38.9915
2024-02-11,38.9915
2024-02-12,40.8456
2024-02-13,37.3969
2024-02-14,38.6154
2024-02-15,42.5487
2024-02-16,41.9759
2024-02-17,41.9759
2024-02-18,41.9759
2024-02-19,41.9759
2024-02-20,41.0769
2024-02-21,40.912
2024-02-22,39.757
2024-02-23,40.1316
2024-02-24,40.1316
2024-02-25,40.1316
2024-02-26,38.8808
2024-02-27,38.5494
2024-02-28,38.0461
2024-02-29,39.4099
2024-03-01,37.5297
2024-03-02,37.5297
2024-03-03,37.5297
2024-03-04,36.1509
2024-03-05,38.4886
2024-03-06,39.8292
2024-03-07,40.0993
2024-03-08,41.5911
2024-03-09,41.5911
2024-03-10,41.5911
2024-03-11,41.4939
2024-03-12,40.042
2024-03-13,40.8977
2024-03-14,37.4007
2024-03-15,37.8348
2024-03-16,37.8348
2024-03-17,37.8348
2024-03-18,37.6547
2024-03-19,37.3786
2024-03-20,42.201
2024-03-21,41.7974
2024-03-22,40.3985
2024-03-23,40.3985
2024-03-24,40.3985
2024-03-25,41.1264
2024-03-26,40.5122
2024-03-27,44.9101
2024-03-28,46.4941
2024-03-29,46.4941
2024-03-30,46.4941
2024-03-31,46.4941
2024-04-01,44.8274
2024-04-02,44.4973
2024-04-03,46.2706
2024-04-04,45.1234
2024-04-05,43.6674
2024-04-06,43.6674
2024-04-07,43.6674
2024-04-08,42.8964
