,SYBT US Equity
2023-03-21,41.6025
2023-03-22,39.535
2023-03-23,38.9813
2023-03-24,40.9374
2023-03-25,40.9374
2023-03-26,40.9374
2023-03-27,42.9666
2023-03-28,42.8778
2023-03-29,42.4394
2023-03-30,42.3313
2023-03-31,44.8233
2023-04-01,44.8233
2023-04-02,44.8233
2023-04-03,43.8594
2023-04-04,43.1916
2023-04-05,42.0921
2023-04-06,41.1518
2023-04-07,41.1518
2023-04-08,41.1518
2023-04-09,41.1518
2023-04-10,40.6267
2023-04-11,39.7521
2023-04-12,39.4011
2023-04-13,39.4514
2023-04-14,39.2661
2023-04-15,39.2661
2023-04-16,39.2661
2023-04-17,39.4266
2023-04-18,34.8651
2023-04-19,38.2391
2023-04-20,39.2823
2023-04-21,38.5604
2023-04-22,38.5604
2023-04-23,38.5604
2023-04-24,37.2542
2023-04-25,34.8554
2023-04-26,37.9489
2023-04-27,39.815
2023-04-28,38.1503
2023-04-29,38.1503
2023-04-30,38.1503
2023-05-01,37.7123
2023-05-02,34.1337
2023-05-03,34.0554
2023-05-04,32.159
2023-05-05,35.2147
2023-05-06,35.2147
2023-05-07,35.2147
2023-05-08,33.5368
2023-05-09,33.1501
2023-05-10,32.7096
2023-05-11,31.557
2023-05-12,30.9148
2023-05-13,30.9148
2023-05-14,30.9148
2023-05-15,30.9422
2023-05-16,30.5779
2023-05-17,37.1736
2023-05-18,36.2057
2023-05-19,34.7864
2023-05-20,34.7864
2023-05-21,34.7864
2023-05-22,37.9616
2023-05-23,37.3823
2023-05-24,36.916
2023-05-25,36.1865
2023-05-26,37.3897
2023-05-27,37.3897
2023-05-28,37.3897
2023-05-29,37.3897
2023-05-30,37.3122
2023-05-31,35.633
2023-06-01,37.0713
2023-06-02,46.5054
2023-06-03,46.5054
2023-06-04,46.5054
2023-06-05,44.2406
2023-06-06,47.7443
2023-06-07,50.9669
2023-06-08,48.8387
2023-06-09,47.0972
2023-06-10,47.0972
2023-06-11,47.0972
2023-06-12,47.3151
2023-06-13,50.398
2023-06-14,49.074
2023-06-15,50.5054
2023-06-16,50.2574
2023-06-17,50.2574
2023-06-18,50.2574
2023-06-19,50.2574
2023-06-20,48.4301
2023-06-21,46.9035
2023-06-22,44.4094
2023-06-23,44.3779
2023-06-24,44.3779
2023-06-25,44.3779
2023-06-26,44.135
2023-06-27,46.1277
2023-06-28,46.3097
2023-06-29,48.8702
2023-06-30,46.4878
2023-07-01,46.4878
2023-07-02,46.4878
2023-07-03,48.1276
2023-07-04,48.1276
2023-07-05,46.958
2023-07-06,45.0861
2023-07-07,45.824
2023-07-08,45.824
2023-07-09,45.824
2023-07-10,44.6012
2023-07-11,44.5666
2023-07-12,45.2704
2023-07-13,46.3494
2023-07-14,44.64
2023-07-15,44.64
2023-07-16,44.64
2023-07-17,44.9141
2023-07-18,50.1876
2023-07-19,51.7297
2023-07-20,51.3188
2023-07-21,51.9115
2023-07-22,51.9115
2023-07-23,51.9115
2023-07-24,54.2727
2023-07-25,52.2239
2023-07-26,56.5954
2023-07-27,53.4367
2023-07-28,52.1958
2023-07-29,52.1958
2023-07-30,52.1958
2023-07-31,51.7225
2023-08-01,50.6145
2023-08-02,50.0795
2023-08-03,51.1286
2023-08-04,51.8397
2023-08-05,51.8397
2023-08-06,51.8397
2023-08-07,55.7443
2023-08-08,53.2064
2023-08-09,53.4985
2023-08-10,53.7967
2023-08-11,54.5321
2023-08-12,54.5321
2023-08-13,54.5321
2023-08-14,52.3868
2023-08-15,49.072
2023-08-16,50.0468
2023-08-17,50.0674
2023-08-18,50.5526
2023-08-19,50.5526
2023-08-20,50.5526
2023-08-21,48.7626
2023-08-22,45.5637
2023-08-23,44.9947
2023-08-24,45.8114
2023-08-25,45.0599
2023-08-26,45.0599
2023-08-27,45.0599
2023-08-28,45.9054
2023-08-29,46.2719
2023-08-30,45.2774
2023-08-31,47.5596
2023-09-01,49.3413
2023-09-02,49.3413
2023-09-03,49.3413
2023-09-04,49.3413
2023-09-05,46.8598
2023-09-06,44.9358
2023-09-07,43.5629
2023-09-08,42.7792
2023-09-09,42.7792
2023-09-10,42.7792
2023-09-11,41.4858
2023-09-12,41.1974
2023-09-13,40.8448
2023-09-14,46.5969
2023-09-15,44.2246
2023-09-16,44.2246
2023-09-17,44.2246
2023-09-18,41.6349
2023-09-19,41.2157
2023-09-20,42.1844
2023-09-21,40.6307
2023-09-22,39.8173
2023-09-23,39.8173
2023-09-24,39.8173
2023-09-25,39.8873
2023-09-26,38.3564
2023-09-27,36.7733
2023-09-28,37.806
2023-09-29,37.866
2023-09-30,37.866
2023-10-01,37.866
2023-10-02,37.2344
2023-10-03,37.1026
2023-10-04,38.2336
2023-10-05,41.2913
2023-10-06,41.4138
2023-10-07,41.4138
2023-10-08,41.4138
2023-10-09,43.1913
2023-10-10,42.6375
2023-10-11,42.3567
2023-10-12,40.916
2023-10-13,40.7081
2023-10-14,40.7081
2023-10-15,40.7081
2023-10-16,42.3251
2023-10-17,44.6979
2023-10-18,41.6391
2023-10-19,42.7331
2023-10-20,40.4929
2023-10-21,40.4929
2023-10-22,40.4929
2023-10-23,39.825
2023-10-24,38.7666
2023-10-25,38.3275
2023-10-26,42.3782
2023-10-27,40.8516
2023-10-28,40.8516
2023-10-29,40.8516
2023-10-30,41.7398
2023-10-31,42.4025
2023-11-01,42.3278
2023-11-02,47.1746
2023-11-03,53.0655
2023-11-04,53.0655
2023-11-05,53.0655
2023-11-06,55.9775
2023-11-07,53.7688
2023-11-08,53.7414
2023-11-09,53.1248
2023-11-10,53.7486
2023-11-11,53.7486
2023-11-12,53.7486
2023-11-13,55.7468
2023-11-14,62.143
2023-11-15,61.0534
2023-11-16,61.1296
2023-11-17,60.2153
2023-11-18,60.2153
2023-11-19,60.2153
2023-11-20,60.0914
2023-11-21,58.777
2023-11-22,59.3248
2023-11-23,59.3248
2023-11-24,58.9359
2023-11-25,58.9359
2023-11-26,58.9359
2023-11-27,56.3561
2023-11-28,53.8859
2023-11-29,54.6877
2023-11-30,52.419
2023-12-01,58.2992
2023-12-02,58.2992
2023-12-03,58.2992
2023-12-04,59.8023
2023-12-05,58.7368
2023-12-06,58.8422
2023-12-07,61.3534
2023-12-08,61.6681
2023-12-09,61.6681
2023-12-10,61.6681
2023-12-11,62.0873
2023-12-12,59.6453
2023-12-13,65.1495
2023-12-14,66.649
2023-12-15,64.4986
2023-12-16,64.4986
2023-12-17,64.4986
2023-12-18,63.4697
2023-12-19,64.6701
2023-12-20,63.2571
2023-12-21,63.3111
2023-12-22,64.2723
2023-12-23,64.2723
2023-12-24,64.2723
2023-12-25,64.2723
2023-12-26,65.7939
2023-12-27,65.6609
2023-12-28,65.0151
2023-12-29,63.5849
2023-12-30,63.5849
2023-12-31,63.5849
2024-01-01,63.5849
2024-01-02,65.1701
2024-01-03,57.7409
2024-01-04,58.1929
2024-01-05,57.5561
2024-01-06,57.5561
2024-01-07,57.5561
2024-01-08,57.379
2024-01-09,55.5514
2024-01-10,56.3858
2024-01-11,54.0252
2024-01-12,53.383
2024-01-13,53.383
2024-01-14,53.383
2024-01-15,53.383
2024-01-16,50.9201
2024-01-17,50.6741
2024-01-18,51.1622
2024-01-19,54.3791
2024-01-20,54.3791
2024-01-21,54.3791
2024-01-22,57.5949
2024-01-23,56.2572
2024-01-24,51.3746
2024-01-25,58.1869
2024-01-26,57.4904
2024-01-27,57.4904
2024-01-28,57.4904
2024-01-29,60.1923
2024-01-30,60.4209
2024-01-31,53.094
2024-02-01,51.4484
2024-02-02,51.0868
2024-02-03,51.0868
2024-02-04,51.0868
2024-02-05,48.7116
2024-02-06,46.5512
2024-02-07,45.7498
2024-02-08,45.0619
2024-02-09,47.5329
2024-02-10,47.5329
2024-02-11,47.5329
2024-02-12,49.886
2024-02-13,45.0073
2024-02-14,46.6048
2024-02-15,51.2854
2024-02-16,50.0344
2024-02-17,50.0344
2024-02-18,50.0344
2024-02-19,50.0344
2024-02-20,48.8567
2024-02-21,47.0316
2024-02-22,46.4509
2024-02-23,46.6368
2024-02-24,46.6368
2024-02-25,46.6368
2024-02-26,45.868
2024-02-27,45.6272
2024-02-28,45.0624
2024-02-29,46.5677
2024-03-01,45.2275
2024-03-02,45.2275
2024-03-03,45.2275
2024-03-04,45.6496
2024-03-05,47.9107
2024-03-06,47.9792
2024-03-07,48.9973
2024-03-08,48.0901
2024-03-09,48.0901
2024-03-10,48.0901
2024-03-11,46.4201
2024-03-12,44.5695
2024-03-13,44.0793
2024-03-14,41.7067
2024-03-15,43.8831
2024-03-16,43.8831
2024-03-17,43.8831
2024-03-18,42.2701
2024-03-19,44.5828
2024-03-20,49.4266
2024-03-21,50.92
2024-03-22,48.1862
2024-03-23,48.1862
2024-03-24,48.1862
2024-03-25,47.2971
2024-03-26,47.8178
2024-03-27,52.1741
2024-03-28,55.4405
2024-03-29,55.4405
2024-03-30,55.4405
2024-03-31,55.4405
2024-04-01,52.9056
2024-04-02,50.5549
2024-04-03,50.435
2024-04-04,51.0555
2024-04-05,49.6856
2024-04-06,49.6856
2024-04-07,49.6856
2024-04-08,50.8433
