,BKH US Equity
2023-03-19,40.4273
2023-03-20,43.3947
2023-03-21,41.4941
2023-03-22,39.1303
2023-03-23,37.4575
2023-03-24,42.5157
2023-03-25,42.5157
2023-03-26,42.5157
2023-03-27,43.399
2023-03-28,44.9073
2023-03-29,47.2749
2023-03-30,47.109
2023-03-31,47.6318
2023-04-01,47.6318
2023-04-02,47.6318
2023-04-03,46.5289
2023-04-04,48.5584
2023-04-05,52.2831
2023-04-06,52.979
2023-04-07,52.979
2023-04-08,52.979
2023-04-09,52.979
2023-04-10,54.3564
2023-04-11,54.4609
2023-04-12,53.2497
2023-04-13,53.4283
2023-04-14,51.692
2023-04-15,51.692
2023-04-16,51.692
2023-04-17,52.0005
2023-04-18,49.6299
2023-04-19,51.268
2023-04-20,51.3657
2023-04-21,52.4984
2023-04-22,52.4984
2023-04-23,52.4984
2023-04-24,51.7663
2023-04-25,50.9765
2023-04-26,48.5707
2023-04-27,52.8228
2023-04-28,51.924
2023-04-29,51.924
2023-04-30,51.924
2023-05-01,52.1223
2023-05-02,48.9871
2023-05-03,49.6915
2023-05-04,53.2296
2023-05-05,53.8634
2023-05-06,53.8634
2023-05-07,53.8634
2023-05-08,53.6683
2023-05-09,52.7925
2023-05-10,53.3012
2023-05-11,51.0263
2023-05-12,52.1616
2023-05-13,52.1616
2023-05-14,52.1616
2023-05-15,50.4455
2023-05-16,47.881
2023-05-17,47.7095
2023-05-18,47.3316
2023-05-19,46.9469
2023-05-20,46.9469
2023-05-21,46.9469
2023-05-22,46.3348
2023-05-23,45.4432
2023-05-24,43.8345
2023-05-25,40.7017
2023-05-26,40.5085
2023-05-27,40.5085
2023-05-28,40.5085
2023-05-29,40.5085
2023-05-30,38.9082
2023-05-31,42.4864
2023-06-01,41.3324
2023-06-02,47.0892
2023-06-03,47.0892
2023-06-04,47.0892
2023-06-05,46.3906
2023-06-06,48.8059
2023-06-07,52.2638
2023-06-08,51.9542
2023-06-09,50.1659
2023-06-10,50.1659
2023-06-11,50.1659
2023-06-12,47.8751
2023-06-13,46.7453
2023-06-14,46.0302
2023-06-15,47.1649
2023-06-16,48.2607
2023-06-17,48.2607
2023-06-18,48.2607
2023-06-19,48.2607
2023-06-20,44.6372
2023-06-21,45.1545
2023-06-22,44.4967
2023-06-23,40.7205
2023-06-24,40.7205
2023-06-25,40.7205
2023-06-26,42.9433
2023-06-27,43.2841
2023-06-28,41.5789
2023-06-29,43.9568
2023-06-30,43.787
2023-07-01,43.787
2023-07-02,43.787
2023-07-03,44.2011
2023-07-04,44.2011
2023-07-05,43.8668
2023-07-06,41.4471
2023-07-07,38.1895
2023-07-08,38.1895
2023-07-09,38.1895
2023-07-10,36.9264
2023-07-11,40.1809
2023-07-12,44.5164
2023-07-13,46.7111
2023-07-14,44.3165
2023-07-15,44.3165
2023-07-16,44.3165
2023-07-17,43.1826
2023-07-18,45.1469
2023-07-19,46.7746
2023-07-20,49.656
2023-07-21,49.7327
2023-07-22,49.7327
2023-07-23,49.7327
2023-07-24,48.7836
2023-07-25,48.602
2023-07-26,50.5335
2023-07-27,46.161
2023-07-28,47.1723
2023-07-29,47.1723
2023-07-30,47.1723
2023-07-31,47.5852
2023-08-01,44.8531
2023-08-02,45.1701
2023-08-03,41.8237
2023-08-04,39.8824
2023-08-05,39.8824
2023-08-06,39.8824
2023-08-07,42.2143
2023-08-08,44.0337
2023-08-09,45.0955
2023-08-10,44.5661
2023-08-11,43.8028
2023-08-12,43.8028
2023-08-13,43.8028
2023-08-14,41.131
2023-08-15,39.0923
2023-08-16,40.5256
2023-08-17,39.9709
2023-08-18,39.3816
2023-08-19,39.3816
2023-08-20,39.3816
2023-08-21,38.7277
2023-08-22,41.2349
2023-08-23,41.0319
2023-08-24,40.3694
2023-08-25,40.6769
2023-08-26,40.6769
2023-08-27,40.6769
2023-08-28,40.9569
2023-08-29,41.8092
2023-08-30,41.4993
2023-08-31,39.9672
2023-09-01,39.3165
2023-09-02,39.3165
2023-09-03,39.3165
2023-09-04,39.3165
2023-09-05,36.6792
2023-09-06,36.3835
2023-09-07,37.3876
2023-09-08,38.826
2023-09-09,38.826
2023-09-10,38.826
2023-09-11,40.0916
2023-09-12,41.8796
2023-09-13,43.51
2023-09-14,45.2467
2023-09-15,44.1124
2023-09-16,44.1124
2023-09-17,44.1124
2023-09-18,43.2563
2023-09-19,42.0059
2023-09-20,41.8603
2023-09-21,40.2168
2023-09-22,39.1023
2023-09-23,39.1023
2023-09-24,39.1023
2023-09-25,39.5357
2023-09-26,35.0466
2023-09-27,34.1028
2023-09-28,31.7913
2023-09-29,31.9696
2023-09-30,31.9696
2023-10-01,31.9696
2023-10-02,27.0963
2023-10-03,27.4832
2023-10-04,28.0102
2023-10-05,28.857
2023-10-06,29.0841
2023-10-07,29.0841
2023-10-08,29.0841
2023-10-09,33.0209
2023-10-10,35.955
2023-10-11,38.8435
2023-10-12,36.6048
2023-10-13,39.8228
2023-10-14,39.8228
2023-10-15,39.8228
2023-10-16,43.9815
2023-10-17,42.8605
2023-10-18,39.9355
2023-10-19,39.7782
2023-10-20,37.2221
2023-10-21,37.2221
2023-10-22,37.2221
2023-10-23,35.7325
2023-10-24,35.9832
2023-10-25,36.6045
2023-10-26,38.8786
2023-10-27,37.2758
2023-10-28,37.2758
2023-10-29,37.2758
2023-10-30,36.7604
2023-10-31,37.8348
2023-11-01,38.1721
2023-11-02,43.3637
2023-11-03,48.2838
2023-11-04,48.2838
2023-11-05,48.2838
2023-11-06,48.1762
2023-11-07,47.1175
2023-11-08,43.8698
2023-11-09,40.7152
2023-11-10,42.8709
2023-11-11,42.8709
2023-11-12,42.8709
2023-11-13,40.9982
2023-11-14,48.7613
2023-11-15,51.4509
2023-11-16,50.0864
2023-11-17,51.4079
2023-11-18,51.4079
2023-11-19,51.4079
2023-11-20,49.1411
2023-11-21,49.6198
2023-11-22,50.2975
2023-11-23,50.2975
2023-11-24,50.4697
2023-11-25,50.4697
2023-11-26,50.4697
2023-11-27,50.1359
2023-11-28,51.2396
2023-11-29,50.3811
2023-11-30,51.3043
2023-12-01,55.845
2023-12-02,55.845
2023-12-03,55.845
2023-12-04,55.8677
2023-12-05,55.7488
2023-12-06,56.7489
2023-12-07,57.2957
2023-12-08,57.3442
2023-12-09,57.3442
2023-12-10,57.3442
2023-12-11,56.7771
2023-12-12,56.37
2023-12-13,61.5925
2023-12-14,60.5697
2023-12-15,57.0115
2023-12-16,57.0115
2023-12-17,57.0115
2023-12-18,56.4139
2023-12-19,58.1343
2023-12-20,55.044
2023-12-21,54.3198
2023-12-22,55.333
2023-12-23,55.333
2023-12-24,55.333
2023-12-25,55.333
2023-12-26,55.1117
2023-12-27,53.194
2023-12-28,54.9742
2023-12-29,53.8361
2023-12-30,53.8361
2023-12-31,53.8361
2024-01-01,53.8361
2024-01-02,57.0314
2024-01-03,56.836
2024-01-04,56.2711
2024-01-05,56.8968
2024-01-06,56.8968
2024-01-07,56.8968
2024-01-08,58.9958
2024-01-09,56.9896
2024-01-10,56.4758
2024-01-11,52.0426
2024-01-12,50.6905
2024-01-13,50.6905
2024-01-14,50.6905
2024-01-15,50.6905
2024-01-16,45.5002
2024-01-17,44.9026
2024-01-18,42.5878
2024-01-19,42.2359
2024-01-20,42.2359
2024-01-21,42.2359
2024-01-22,43.4288
2024-01-23,45.2924
2024-01-24,42.5173
2024-01-25,45.3964
2024-01-26,44.9014
2024-01-27,44.9014
2024-01-28,44.9014
2024-01-29,48.2573
2024-01-30,48.8181
2024-01-31,47.7736
2024-02-01,50.0148
2024-02-02,46.4396
2024-02-03,46.4396
2024-02-04,46.4396
2024-02-05,42.9398
2024-02-06,43.6382
2024-02-07,42.9806
2024-02-08,47.5741
2024-02-09,48.5474
2024-02-10,48.5474
2024-02-11,48.5474
2024-02-12,51.5644
2024-02-13,47.1765
2024-02-14,48.2655
2024-02-15,52.0114
2024-02-16,51.3343
2024-02-17,51.3343
2024-02-18,51.3343
2024-02-19,51.3343
2024-02-20,51.752
2024-02-21,53.2733
2024-02-22,51.4428
2024-02-23,51.7288
2024-02-24,51.7288
2024-02-25,51.7288
2024-02-26,49.8801
2024-02-27,51.8785
2024-02-28,50.5809
2024-02-29,50.9047
2024-03-01,49.3605
2024-03-02,49.3605
2024-03-03,49.3605
2024-03-04,51.7815
2024-03-05,51.437
2024-03-06,51.5908
2024-03-07,53.4706
2024-03-08,55.3606
2024-03-09,55.3606
2024-03-10,55.3606
2024-03-11,55.7421
2024-03-12,53.867
2024-03-13,52.0555
2024-03-14,50.9856
2024-03-15,50.31
2024-03-16,50.31
2024-03-17,50.31
2024-03-18,49.2138
2024-03-19,50.0794
2024-03-20,50.5732
2024-03-21,50.0908
2024-03-22,50.7289
2024-03-23,50.7289
2024-03-24,50.7289
2024-03-25,52.4655
2024-03-26,50.5279
2024-03-27,55.5899
2024-03-28,56.9907
2024-03-29,56.9907
2024-03-30,56.9907
2024-03-31,56.9907
2024-04-01,54.574
2024-04-02,55.549
2024-04-03,54.9708
2024-04-04,54.8724
2024-04-05,53.9723
2024-04-06,53.9723
2024-04-07,53.9723
2024-04-08,56.0706
