,INDB US Equity
2023-03-20,35.9163
2023-03-21,39.0477
2023-03-22,36.1408
2023-03-23,34.756
2023-03-24,39.8698
2023-03-25,39.8698
2023-03-26,39.8698
2023-03-27,39.486
2023-03-28,39.3417
2023-03-29,38.7143
2023-03-30,37.23
2023-03-31,37.724
2023-04-01,37.724
2023-04-02,37.724
2023-04-03,36.5441
2023-04-04,35.9873
2023-04-05,35.7415
2023-04-06,36.1177
2023-04-07,36.1177
2023-04-08,36.1177
2023-04-09,36.1177
2023-04-10,35.6321
2023-04-11,35.3372
2023-04-12,34.2723
2023-04-13,36.0424
2023-04-14,34.5913
2023-04-15,34.5913
2023-04-16,34.5913
2023-04-17,37.6065
2023-04-18,34.8714
2023-04-19,37.8277
2023-04-20,37.1108
2023-04-21,34.8904
2023-04-22,34.8904
2023-04-23,34.8904
2023-04-24,33.5707
2023-04-25,31.5704
2023-04-26,31.3301
2023-04-27,30.6159
2023-04-28,32.6027
2023-04-29,32.6027
2023-04-30,32.6027
2023-05-01,30.6506
2023-05-02,27.6263
2023-05-03,27.42
2023-05-04,25.9798
2023-05-05,29.3416
2023-05-06,29.3416
2023-05-07,29.3416
2023-05-08,28.1541
2023-05-09,27.8734
2023-05-10,27.1441
2023-05-11,26.2541
2023-05-12,26.894
2023-05-13,26.894
2023-05-14,26.894
2023-05-15,28.3611
2023-05-16,27.5921
2023-05-17,34.9633
2023-05-18,34.4322
2023-05-19,32.9674
2023-05-20,32.9674
2023-05-21,32.9674
2023-05-22,34.7873
2023-05-23,34.7311
2023-05-24,33.39
2023-05-25,31.8188
2023-05-26,32.4286
2023-05-27,32.4286
2023-05-28,32.4286
2023-05-29,32.4286
2023-05-30,32.7867
2023-05-31,31.619
2023-06-01,34.1766
2023-06-02,40.8248
2023-06-03,40.8248
2023-06-04,40.8248
2023-06-05,38.8373
2023-06-06,44.1012
2023-06-07,47.0928
2023-06-08,45.1627
2023-06-09,44.9785
2023-06-10,44.9785
2023-06-11,44.9785
2023-06-12,44.4054
2023-06-13,45.1424
2023-06-14,42.5652
2023-06-15,43.3234
2023-06-16,42.9471
2023-06-17,42.9471
2023-06-18,42.9471
2023-06-19,42.9471
2023-06-20,42.2111
2023-06-21,41.0531
2023-06-22,39.331
2023-06-23,39.331
2023-06-24,39.331
2023-06-25,39.331
2023-06-26,39.9708
2023-06-27,41.0205
2023-06-28,39.3886
2023-06-29,40.2544
2023-06-30,39.1213
2023-07-01,39.1213
2023-07-02,39.1213
2023-07-03,41.9993
2023-07-04,41.9993
2023-07-05,41.1793
2023-07-06,41.1671
2023-07-07,42.3187
2023-07-08,42.3187
2023-07-09,42.3187
2023-07-10,41.6313
2023-07-11,43.1455
2023-07-12,46.221
2023-07-13,48.7828
2023-07-14,47.5954
2023-07-15,47.5954
2023-07-16,47.5954
2023-07-17,48.4448
2023-07-18,51.6135
2023-07-19,54.1886
2023-07-20,54.1234
2023-07-21,57.0099
2023-07-22,57.0099
2023-07-23,57.0099
2023-07-24,60.7367
2023-07-25,58.9901
2023-07-26,62.6055
2023-07-27,60.9126
2023-07-28,60.7641
2023-07-29,60.7641
2023-07-30,60.7641
2023-07-31,61.0912
2023-08-01,59.0538
2023-08-02,59.218
2023-08-03,59.6365
2023-08-04,58.957
2023-08-05,58.957
2023-08-06,58.957
2023-08-07,59.3853
2023-08-08,57.346
2023-08-09,55.6171
2023-08-10,55.9257
2023-08-11,55.0617
2023-08-12,55.0617
2023-08-13,55.0617
2023-08-14,53.8952
2023-08-15,51.3008
2023-08-16,50.6783
2023-08-17,51.7265
2023-08-18,51.9411
2023-08-19,51.9411
2023-08-20,51.9411
2023-08-21,50.6509
2023-08-22,48.5874
2023-08-23,48.2288
2023-08-24,48.1063
2023-08-25,47.3075
2023-08-26,47.3075
2023-08-27,47.3075
2023-08-28,48.275
2023-08-29,49.297
2023-08-30,49.7122
2023-08-31,49.8134
2023-09-01,53.707
2023-09-02,53.707
2023-09-03,53.707
2023-09-04,53.707
2023-09-05,51.2823
2023-09-06,49.4203
2023-09-07,49.1511
2023-09-08,50.174
2023-09-09,50.174
2023-09-10,50.174
2023-09-11,47.4626
2023-09-12,46.334
2023-09-13,44.2976
2023-09-14,45.7262
2023-09-15,44.5968
2023-09-16,44.5968
2023-09-17,44.5968
2023-09-18,42.3631
2023-09-19,42.3463
2023-09-20,41.6595
2023-09-21,40.587
2023-09-22,39.5667
2023-09-23,39.5667
2023-09-24,39.5667
2023-09-25,41.656
2023-09-26,40.9928
2023-09-27,40.4666
2023-09-28,41.8563
2023-09-29,43.764
2023-09-30,43.764
2023-10-01,43.764
2023-10-02,42.5322
2023-10-03,40.9666
2023-10-04,40.9933
2023-10-05,43.4835
2023-10-06,42.7684
2023-10-07,42.7684
2023-10-08,42.7684
2023-10-09,44.474
2023-10-10,45.3297
2023-10-11,45.2422
2023-10-12,43.3193
2023-10-13,41.3383
2023-10-14,41.3383
2023-10-15,41.3383
2023-10-16,44.3251
2023-10-17,47.8229
2023-10-18,44.924
2023-10-19,43.7593
2023-10-20,39.7974
2023-10-21,39.7974
2023-10-22,39.7974
2023-10-23,41.6926
2023-10-24,40.0948
2023-10-25,41.7099
2023-10-26,47.3775
2023-10-27,45.1003
2023-10-28,45.1003
2023-10-29,45.1003
2023-10-30,48.1298
2023-10-31,48.0927
2023-11-01,50.425
2023-11-02,54.7396
2023-11-03,57.2373
2023-11-04,57.2373
2023-11-05,57.2373
2023-11-06,57.0093
2023-11-07,55.4915
2023-11-08,52.6699
2023-11-09,52.2826
2023-11-10,52.7855
2023-11-11,52.7855
2023-11-12,52.7855
2023-11-13,52.8772
2023-11-14,60.1365
2023-11-15,60.7849
2023-11-16,60.3313
2023-11-17,60.9062
2023-11-18,60.9062
2023-11-19,60.9062
2023-11-20,59.6981
2023-11-21,56.8262
2023-11-22,57.4315
2023-11-23,57.4315
2023-11-24,57.6738
2023-11-25,57.6738
2023-11-26,57.6738
2023-11-27,57.2022
2023-11-28,57.2538
2023-11-29,59.5436
2023-11-30,59.7894
2023-12-01,63.9435
2023-12-02,63.9435
2023-12-03,63.9435
2023-12-04,64.0692
2023-12-05,63.1084
2023-12-06,63.6281
2023-12-07,65.4
2023-12-08,66.149
2023-12-09,66.149
2023-12-10,66.149
2023-12-11,66.3859
2023-12-12,64.119
2023-12-13,69.5053
2023-12-14,70.8991
2023-12-15,68.2275
2023-12-16,68.2275
2023-12-17,68.2275
2023-12-18,67.0683
2023-12-19,68.3922
2023-12-20,65.6148
2023-12-21,66.8957
2023-12-22,67.6617
2023-12-23,67.6617
2023-12-24,67.6617
2023-12-25,67.6617
2023-12-26,69.2707
2023-12-27,69.5949
2023-12-28,69.7882
2023-12-29,64.7535
2023-12-30,64.7535
2023-12-31,64.7535
2024-01-01,64.7535
2024-01-02,63.4807
2024-01-03,57.7606
2024-01-04,58.8401
2024-01-05,59.2766
2024-01-06,59.2766
2024-01-07,59.2766
2024-01-08,59.7767
2024-01-09,59.643
2024-01-10,60.1653
2024-01-11,57.8201
2024-01-12,56.4499
2024-01-13,56.4499
2024-01-14,56.4499
2024-01-15,56.4499
2024-01-16,53.3291
2024-01-17,52.1995
2024-01-18,52.9723
2024-01-19,51.317
2024-01-20,51.317
2024-01-21,51.317
2024-01-22,54.2219
2024-01-23,52.0206
2024-01-24,50.4273
2024-01-25,48.7691
2024-01-26,49.4915
2024-01-27,49.4915
2024-01-28,49.4915
2024-01-29,51.1106
2024-01-30,50.199
2024-01-31,43.7424
2024-02-01,41.5064
2024-02-02,43.8002
2024-02-03,43.8002
2024-02-04,43.8002
2024-02-05,42.2358
2024-02-06,40.9952
2024-02-07,40.1998
2024-02-08,39.2434
2024-02-09,39.982
2024-02-10,39.982
2024-02-11,39.982
2024-02-12,42.8364
2024-02-13,38.4504
2024-02-14,39.0485
2024-02-15,43.9812
2024-02-16,43.6503
2024-02-17,43.6503
2024-02-18,43.6503
2024-02-19,43.6503
2024-02-20,42.8243
2024-02-21,42.5176
2024-02-22,41.9845
2024-02-23,41.8939
2024-02-24,41.8939
2024-02-25,41.8939
2024-02-26,40.4932
2024-02-27,42.087
2024-02-28,40.2917
2024-02-29,42.4061
2024-03-01,40.5744
2024-03-02,40.5744
2024-03-03,40.5744
2024-03-04,38.0388
2024-03-05,42.7749
2024-03-06,42.8525
2024-03-07,43.4865
2024-03-08,43.527
2024-03-09,43.527
2024-03-10,43.527
2024-03-11,44.1892
2024-03-12,41.9171
2024-03-13,41.8238
2024-03-14,39.2189
2024-03-15,41.3802
2024-03-16,41.3802
2024-03-17,41.3802
2024-03-18,40.6255
2024-03-19,40.5032
2024-03-20,44.5598
2024-03-21,44.9727
2024-03-22,43.7754
2024-03-23,43.7754
2024-03-24,43.7754
2024-03-25,45.1167
2024-03-26,44.0301
2024-03-27,48.0753
2024-03-28,47.8915
2024-03-29,47.8915
2024-03-30,47.8915
2024-03-31,47.8915
2024-04-01,45.6877
2024-04-02,44.3382
2024-04-03,43.6206
2024-04-04,43.3784
2024-04-05,42.9033
2024-04-06,42.9033
2024-04-07,42.9033
2024-04-08,44.0537
