,AX US Equity
2023-03-21,44.8882
2023-03-22,42.2634
2023-03-23,41.0052
2023-03-24,40.6357
2023-03-25,40.6357
2023-03-26,40.6357
2023-03-27,43.1486
2023-03-28,43.3343
2023-03-29,44.0729
2023-03-30,42.3338
2023-03-31,42.6199
2023-04-01,42.6199
2023-04-02,42.6199
2023-04-03,42.0002
2023-04-04,42.9699
2023-04-05,42.3918
2023-04-06,43.391
2023-04-07,43.391
2023-04-08,43.391
2023-04-09,43.391
2023-04-10,43.6438
2023-04-11,44.1401
2023-04-12,42.905
2023-04-13,44.1532
2023-04-14,43.2081
2023-04-15,43.2081
2023-04-16,43.2081
2023-04-17,45.1435
2023-04-18,44.0692
2023-04-19,47.0758
2023-04-20,46.2191
2023-04-21,45.7369
2023-04-22,45.7369
2023-04-23,45.7369
2023-04-24,45.6489
2023-04-25,42.3613
2023-04-26,42.7767
2023-04-27,45.2474
2023-04-28,51.9965
2023-04-29,51.9965
2023-04-30,51.9965
2023-05-01,50.8326
2023-05-02,48.4178
2023-05-03,47.7144
2023-05-04,45.8599
2023-05-05,50.765
2023-05-06,50.765
2023-05-07,50.765
2023-05-08,49.0731
2023-05-09,48.2812
2023-05-10,48.3516
2023-05-11,46.7077
2023-05-12,45.445
2023-05-13,45.445
2023-05-14,45.445
2023-05-15,46.6721
2023-05-16,45.3097
2023-05-17,50.6178
2023-05-18,51.9412
2023-05-19,50.6567
2023-05-20,50.6567
2023-05-21,50.6567
2023-05-22,52.8595
2023-05-23,53.3003
2023-05-24,52.9528
2023-05-25,52.8964
2023-05-26,53.2906
2023-05-27,53.2906
2023-05-28,53.2906
2023-05-29,53.2906
2023-05-30,52.5197
2023-05-31,47.2281
2023-06-01,49.5683
2023-06-02,53.2321
2023-06-03,53.2321
2023-06-04,53.2321
2023-06-05,50.3353
2023-06-06,53.9777
2023-06-07,54.725
2023-06-08,53.5487
2023-06-09,52.9427
2023-06-10,52.9427
2023-06-11,52.9427
2023-06-12,51.3456
2023-06-13,52.5711
2023-06-14,51.2699
2023-06-15,52.2161
2023-06-16,50.7742
2023-06-17,50.7742
2023-06-18,50.7742
2023-06-19,50.7742
2023-06-20,49.2141
2023-06-21,47.8763
2023-06-22,45.3723
2023-06-23,44.6794
2023-06-24,44.6794
2023-06-25,44.6794
2023-06-26,45.2179
2023-06-27,46.5631
2023-06-28,46.0286
2023-06-29,49.8096
2023-06-30,50.0059
2023-07-01,50.0059
2023-07-02,50.0059
2023-07-03,50.82
2023-07-04,50.82
2023-07-05,50.2929
2023-07-06,48.1522
2023-07-07,49.5688
2023-07-08,49.5688
2023-07-09,49.5688
2023-07-10,51.4598
2023-07-11,53.1524
2023-07-12,55.5009
2023-07-13,56.2357
2023-07-14,54.5381
2023-07-15,54.5381
2023-07-16,54.5381
2023-07-17,56.2541
2023-07-18,59.5366
2023-07-19,60.5386
2023-07-20,58.9005
2023-07-21,56.4671
2023-07-22,56.4671
2023-07-23,56.4671
2023-07-24,57.8527
2023-07-25,56.088
2023-07-26,60.4293
2023-07-27,58.8197
2023-07-28,61.9154
2023-07-29,61.9154
2023-07-30,61.9154
2023-07-31,58.6127
2023-08-01,56.2007
2023-08-02,55.4727
2023-08-03,55.7332
2023-08-04,56.2188
2023-08-05,56.2188
2023-08-06,56.2188
2023-08-07,56.5624
2023-08-08,54.1722
2023-08-09,52.5193
2023-08-10,52.2809
2023-08-11,52.7755
2023-08-12,52.7755
2023-08-13,52.7755
2023-08-14,50.9664
2023-08-15,48.0719
2023-08-16,46.7902
2023-08-17,46.6379
2023-08-18,46.4121
2023-08-19,46.4121
2023-08-20,46.4121
2023-08-21,46.3585
2023-08-22,45.2771
2023-08-23,47.9961
2023-08-24,48.9052
2023-08-25,48.9052
2023-08-26,48.9052
2023-08-27,48.9052
2023-08-28,49.5967
2023-08-29,51.3709
2023-08-30,51.4736
2023-08-31,52.081
2023-09-01,54.2074
2023-09-02,54.2074
2023-09-03,54.2074
2023-09-04,54.2074
2023-09-05,52.3585
2023-09-06,50.6388
2023-09-07,50.5496
2023-09-08,51.2603
2023-09-09,51.2603
2023-09-10,51.2603
2023-09-11,51.9743
2023-09-12,51.2941
2023-09-13,50.73
2023-09-14,51.0207
2023-09-15,50.0781
2023-09-16,50.0781
2023-09-17,50.0781
2023-09-18,45.3253
2023-09-19,43.1149
2023-09-20,43.1149
2023-09-21,41.8778
2023-09-22,41.0056
2023-09-23,41.0056
2023-09-24,41.0056
2023-09-25,39.77
2023-09-26,36.9984
2023-09-27,36.7141
2023-09-28,40.5527
2023-09-29,42.0899
2023-09-30,42.0899
2023-10-01,42.0899
2023-10-02,41.2473
2023-10-03,38.8526
2023-10-04,40.4269
2023-10-05,43.8014
2023-10-06,43.6982
2023-10-07,43.6982
2023-10-08,43.6982
2023-10-09,42.4961
2023-10-10,42.5806
2023-10-11,41.7968
2023-10-12,40.2235
2023-10-13,39.0627
2023-10-14,39.0627
2023-10-15,39.0627
2023-10-16,43.2949
2023-10-17,45.3005
2023-10-18,43.806
2023-10-19,42.7282
2023-10-20,41.0679
2023-10-21,41.0679
2023-10-22,41.0679
2023-10-23,44.0129
2023-10-24,43.5878
2023-10-25,43.0288
2023-10-26,46.7765
2023-10-27,40.7834
2023-10-28,40.7834
2023-10-29,40.7834
2023-10-30,42.5218
2023-10-31,43.7772
2023-11-01,46.8288
2023-11-02,52.4238
2023-11-03,53.8222
2023-11-04,53.8222
2023-11-05,53.8222
2023-11-06,49.3416
2023-11-07,48.1593
2023-11-08,47.5235
2023-11-09,46.4599
2023-11-10,45.1397
2023-11-11,45.1397
2023-11-12,45.1397
2023-11-13,40.4053
2023-11-14,50.6327
2023-11-15,51.3887
2023-11-16,48.9957
2023-11-17,51.4453
2023-11-18,51.4453
2023-11-19,51.4453
2023-11-20,51.7392
2023-11-21,49.8181
2023-11-22,50.7241
2023-11-23,50.7241
2023-11-24,49.6965
2023-11-25,49.6965
2023-11-26,49.6965
2023-11-27,49.3794
2023-11-28,49.0895
2023-11-29,50.9472
2023-11-30,49.5703
2023-12-01,55.1489
2023-12-02,55.1489
2023-12-03,55.1489
2023-12-04,57.6753
2023-12-05,57.343
2023-12-06,57.0408
2023-12-07,59.0235
2023-12-08,65.1911
2023-12-09,65.1911
2023-12-10,65.1911
2023-12-11,65.0374
2023-12-12,63.5643
2023-12-13,66.345
2023-12-14,67.986
2023-12-15,66.9191
2023-12-16,66.9191
2023-12-17,66.9191
2023-12-18,67.1902
2023-12-19,68.2201
2023-12-20,66.0164
2023-12-21,67.2501
2023-12-22,67.6227
2023-12-23,67.6227
2023-12-24,67.6227
2023-12-25,67.6227
2023-12-26,69.1969
2023-12-27,69.5221
2023-12-28,68.8561
2023-12-29,64.9328
2023-12-30,64.9328
2023-12-31,64.9328
2024-01-01,64.9328
2024-01-02,65.3862
2024-01-03,61.508
2024-01-04,60.8667
2024-01-05,60.4448
2024-01-06,60.4448
2024-01-07,60.4448
2024-01-08,62.0762
2024-01-09,62.4043
2024-01-10,62.479
2024-01-11,60.0933
2024-01-12,60.0933
2024-01-13,60.0933
2024-01-14,60.0933
2024-01-15,60.0933
2024-01-16,57.8321
2024-01-17,56.8355
2024-01-18,58.1775
2024-01-19,59.5926
2024-01-20,59.5926
2024-01-21,59.5926
2024-01-22,62.5983
2024-01-23,60.7291
2024-01-24,61.5603
2024-01-25,60.8204
2024-01-26,61.9556
2024-01-27,61.9556
2024-01-28,61.9556
2024-01-29,63.4802
2024-01-30,63.2561
2024-01-31,60.2836
2024-02-01,57.9065
2024-02-02,55.9253
2024-02-03,55.9253
2024-02-04,55.9253
2024-02-05,53.2054
2024-02-06,52.0158
2024-02-07,50.6988
2024-02-08,50.3915
2024-02-09,52.1053
2024-02-10,52.1053
2024-02-11,52.1053
2024-02-12,55.1925
2024-02-13,52.6577
2024-02-14,55.2708
2024-02-15,57.6731
2024-02-16,55.6313
2024-02-17,55.6313
2024-02-18,55.6313
2024-02-19,55.6313
2024-02-20,53.9983
2024-02-21,52.4757
2024-02-22,51.6696
2024-02-23,52.0834
2024-02-24,52.0834
2024-02-25,52.0834
2024-02-26,52.1004
2024-02-27,53.6789
2024-02-28,51.2193
2024-02-29,51.9667
2024-03-01,49.4341
2024-03-02,49.4341
2024-03-03,49.4341
2024-03-04,47.0452
2024-03-05,50.4924
2024-03-06,49.6691
2024-03-07,49.8102
2024-03-08,50.8088
2024-03-09,50.8088
2024-03-10,50.8088
2024-03-11,49.5343
2024-03-12,49.7578
2024-03-13,49.2688
2024-03-14,47.0252
2024-03-15,47.1272
2024-03-16,47.1272
2024-03-17,47.1272
2024-03-18,46.7545
2024-03-19,49.9299
2024-03-20,54.2627
2024-03-21,54.7225
2024-03-22,52.3434
2024-03-23,52.3434
2024-03-24,52.3434
2024-03-25,52.4882
2024-03-26,51.8161
2024-03-27,54.3279
2024-03-28,55.5015
2024-03-29,55.5015
2024-03-30,55.5015
2024-03-31,55.5015
2024-04-01,52.1692
2024-04-02,50.9313
2024-04-03,49.7112
2024-04-04,49.3038
2024-04-05,48.8699
2024-04-06,48.8699
2024-04-07,48.8699
2024-04-08,50.4887
