,HONE US Equity
2023-03-17,38.2471
2023-03-18,38.2471
2023-03-19,38.2471
2023-03-20,39.5433
2023-03-21,43.5283
2023-03-22,39.9006
2023-03-23,37.9501
2023-03-24,42.0174
2023-03-25,42.0174
2023-03-26,42.0174
2023-03-27,41.1098
2023-03-28,40.5915
2023-03-29,41.167
2023-03-30,41.3628
2023-03-31,41.6642
2023-04-01,41.6642
2023-04-02,41.6642
2023-04-03,41.5905
2023-04-04,41.5145
2023-04-05,40.8202
2023-04-06,43.0112
2023-04-07,43.0112
2023-04-08,43.0112
2023-04-09,43.0112
2023-04-10,42.3622
2023-04-11,41.4269
2023-04-12,41.7738
2023-04-13,41.0199
2023-04-14,38.0957
2023-04-15,38.0957
2023-04-16,38.0957
2023-04-17,38.2188
2023-04-18,36.6357
2023-04-19,38.0267
2023-04-20,37.8704
2023-04-21,36.7753
2023-04-22,36.7753
2023-04-23,36.7753
2023-04-24,36.5411
2023-04-25,33.122
2023-04-26,32.8514
2023-04-27,33.9676
2023-04-28,33.0442
2023-04-29,33.0442
2023-04-30,33.0442
2023-05-01,26.4614
2023-05-02,22.1373
2023-05-03,21.6013
2023-05-04,20.8821
2023-05-05,22.8155
2023-05-06,22.8155
2023-05-07,22.8155
2023-05-08,22.2529
2023-05-09,21.8694
2023-05-10,21.9959
2023-05-11,21.4922
2023-05-12,21.4922
2023-05-13,21.4922
2023-05-14,21.4922
2023-05-15,21.2688
2023-05-16,21.0426
2023-05-17,28.8695
2023-05-18,29.3524
2023-05-19,27.6529
2023-05-20,27.6529
2023-05-21,27.6529
2023-05-22,31.4092
2023-05-23,33.0937
2023-05-24,33.0378
2023-05-25,32.8082
2023-05-26,32.9287
2023-05-27,32.9287
2023-05-28,32.9287
2023-05-29,32.9287
2023-05-30,31.8074
2023-05-31,31.2283
2023-06-01,33.4831
2023-06-02,39.7291
2023-06-03,39.7291
2023-06-04,39.7291
2023-06-05,37.857
2023-06-06,42.5573
2023-06-07,45.8053
2023-06-08,45.073
2023-06-09,44.6301
2023-06-10,44.6301
2023-06-11,44.6301
2023-06-12,43.3093
2023-06-13,46.322
2023-06-14,44.4699
2023-06-15,46.2485
2023-06-16,45.1271
2023-06-17,45.1271
2023-06-18,45.1271
2023-06-19,45.1271
2023-06-20,43.2468
2023-06-21,42.5415
2023-06-22,41.153
2023-06-23,45.0493
2023-06-24,45.0493
2023-06-25,45.0493
2023-06-26,42.3554
2023-06-27,42.5377
2023-06-28,42.33
2023-06-29,43.8429
2023-06-30,42.335
2023-07-01,42.335
2023-07-02,42.335
2023-07-03,44.4979
2023-07-04,44.4979
2023-07-05,46.1336
2023-07-06,44.622
2023-07-07,46.084
2023-07-08,46.084
2023-07-09,46.084
2023-07-10,46.6306
2023-07-11,47.0505
2023-07-12,48.3582
2023-07-13,49.4649
2023-07-14,49.2828
2023-07-15,49.2828
2023-07-16,49.2828
2023-07-17,50.873
2023-07-18,53.6999
2023-07-19,54.8751
2023-07-20,53.8649
2023-07-21,53.5589
2023-07-22,53.5589
2023-07-23,53.5589
2023-07-24,56.6182
2023-07-25,53.7683
2023-07-26,57.9873
2023-07-27,57.8861
2023-07-28,58.633
2023-07-29,58.633
2023-07-30,58.633
2023-07-31,58.2059
2023-08-01,57.6627
2023-08-02,57.1114
2023-08-03,58.2671
2023-08-04,57.1295
2023-08-05,57.1295
2023-08-06,57.1295
2023-08-07,58.0613
2023-08-08,57.2423
2023-08-09,55.9591
2023-08-10,54.023
2023-08-11,54.407
2023-08-12,54.407
2023-08-13,54.407
2023-08-14,52.0464
2023-08-15,48.4239
2023-08-16,47.8335
2023-08-17,51.7862
2023-08-18,51.6824
2023-08-19,51.6824
2023-08-20,51.6824
2023-08-21,50.529
2023-08-22,49.7975
2023-08-23,49.7975
2023-08-24,49.6875
2023-08-25,47.0029
2023-08-26,47.0029
2023-08-27,47.0029
2023-08-28,49.4874
2023-08-29,49.3786
2023-08-30,47.9599
2023-08-31,51.7133
2023-09-01,53.5482
2023-09-02,53.5482
2023-09-03,53.5482
2023-09-04,53.5482
2023-09-05,49.6451
2023-09-06,47.745
2023-09-07,49.3289
2023-09-08,49.3289
2023-09-09,49.3289
2023-09-10,49.3289
2023-09-11,49.4382
2023-09-12,48.6776
2023-09-13,47.176
2023-09-14,49.8074
2023-09-15,48.7159
2023-09-16,48.7159
2023-09-17,48.7159
2023-09-18,45.1347
2023-09-19,45.9566
2023-09-20,46.3132
2023-09-21,45.2829
2023-09-22,44.7678
2023-09-23,44.7678
2023-09-24,44.7678
2023-09-25,46.6513
2023-09-26,46.2165
2023-09-27,46.8569
2023-09-28,46.9875
2023-09-29,47.9145
2023-09-30,47.9145
2023-10-01,47.9145
2023-10-02,45.7849
2023-10-03,45.0938
2023-10-04,47.9391
2023-10-05,50.9445
2023-10-06,50.0723
2023-10-07,50.0723
2023-10-08,50.0723
2023-10-09,50.9411
2023-10-10,51.9301
2023-10-11,52.4262
2023-10-12,50.931
2023-10-13,47.6469
2023-10-14,47.6469
2023-10-15,47.6469
2023-10-16,50.2497
2023-10-17,52.9135
2023-10-18,49.1975
2023-10-19,49.9251
2023-10-20,45.5395
2023-10-21,45.5395
2023-10-22,45.5395
2023-10-23,46.5361
2023-10-24,49.5222
2023-10-25,51.5383
2023-10-26,56.7944
2023-10-27,52.2586
2023-10-28,52.2586
2023-10-29,52.2586
2023-10-30,52.6403
2023-10-31,52.3158
2023-11-01,51.1203
2023-11-02,56.2871
2023-11-03,57.8782
2023-11-04,57.8782
2023-11-05,57.8782
2023-11-06,57.9615
2023-11-07,55.9026
2023-11-08,54.0276
2023-11-09,55.6567
2023-11-10,55.207
2023-11-11,55.207
2023-11-12,55.207
2023-11-13,56.3917
2023-11-14,61.7812
2023-11-15,62.6367
2023-11-16,61.1038
2023-11-17,62.4211
2023-11-18,62.4211
2023-11-19,62.4211
2023-11-20,62.0587
2023-11-21,59.7848
2023-11-22,59.6658
2023-11-23,59.6658
2023-11-24,59.9954
2023-11-25,59.9954
2023-11-26,59.9954
2023-11-27,59.4925
2023-11-28,58.6032
2023-11-29,60.6048
2023-11-30,58.8141
2023-12-01,62.2735
2023-12-02,62.2735
2023-12-03,62.2735
2023-12-04,61.2596
2023-12-05,59.6276
2023-12-06,59.3759
2023-12-07,59.8147
2023-12-08,59.8147
2023-12-09,59.8147
2023-12-10,59.8147
2023-12-11,59.9996
2023-12-12,59.2939
2023-12-13,64.7794
2023-12-14,66.037
2023-12-15,65.7513
2023-12-16,65.7513
2023-12-17,65.7513
2023-12-18,62.6658
2023-12-19,64.092
2023-12-20,63.1219
2023-12-21,63.6905
2023-12-22,64.5782
2023-12-23,64.5782
2023-12-24,64.5782
2023-12-25,64.5782
2023-12-26,66.1354
2023-12-27,65.836
2023-12-28,64.9238
2023-12-29,61.4034
2023-12-30,61.4034
2023-12-31,61.4034
2024-01-01,61.4034
2024-01-02,63.5341
2024-01-03,60.5422
2024-01-04,61.1583
2024-01-05,61.3367
2024-01-06,61.3367
2024-01-07,61.3367
2024-01-08,60.9026
2024-01-09,59.0298
2024-01-10,59.0298
2024-01-11,58.0021
2024-01-12,55.9854
2024-01-13,55.9854
2024-01-14,55.9854
2024-01-15,55.9854
2024-01-16,52.2282
2024-01-17,50.5973
2024-01-18,50.0994
2024-01-19,53.419
2024-01-20,53.419
2024-01-21,53.419
2024-01-22,56.9137
2024-01-23,55.9919
2024-01-24,58.2882
2024-01-25,56.306
2024-01-26,57.502
2024-01-27,57.502
2024-01-28,57.502
2024-01-29,58.8611
2024-01-30,52.865
2024-01-31,45.9102
2024-02-01,46.8536
2024-02-02,44.7027
2024-02-03,44.7027
2024-02-04,44.7027
2024-02-05,43.1653
2024-02-06,42.9109
2024-02-07,41.1542
2024-02-08,41.1542
2024-02-09,41.7617
2024-02-10,41.7617
2024-02-11,41.7617
2024-02-12,44.4887
2024-02-13,39.7952
2024-02-14,41.171
2024-02-15,45.5675
2024-02-16,44.4772
2024-02-17,44.4772
2024-02-18,44.4772
2024-02-19,44.4772
2024-02-20,43.1623
2024-02-21,42.673
2024-02-22,41.3004
2024-02-23,43.6178
2024-02-24,43.6178
2024-02-25,43.6178
2024-02-26,42.6231
2024-02-27,43.6207
2024-02-28,42.5161
2024-02-29,43.0895
2024-03-01,42.0482
2024-03-02,42.0482
2024-03-03,42.0482
2024-03-04,41.1063
2024-03-05,44.4973
2024-03-06,44.8372
2024-03-07,44.0009
2024-03-08,45.0609
2024-03-09,45.0609
2024-03-10,45.0609
2024-03-11,44.3849
2024-03-12,42.8186
2024-03-13,42.5831
2024-03-14,40.7289
2024-03-15,43.2836
2024-03-16,43.2836
2024-03-17,43.2836
2024-03-18,41.7928
2024-03-19,41.2418
2024-03-20,44.8759
2024-03-21,49.5506
2024-03-22,46.265
2024-03-23,46.265
2024-03-24,46.265
2024-03-25,46.265
2024-03-26,45.5052
2024-03-27,50.162
2024-03-28,51.5254
2024-03-29,51.5254
2024-03-30,51.5254
2024-03-31,51.5254
2024-04-01,48.5793
2024-04-02,46.1239
2024-04-03,45.1619
2024-04-04,43.2936
2024-04-05,43.2936
2024-04-06,43.2936
2024-04-07,43.2936
2024-04-08,44.0813
