,MDU US Equity
2023-03-20,45.9984
2023-03-21,46.6709
2023-03-22,43.3652
2023-03-23,41.8952
2023-03-24,44.1974
2023-03-25,44.1974
2023-03-26,44.1974
2023-03-27,45.9691
2023-03-28,48.151
2023-03-29,50.2301
2023-03-30,51.0229
2023-03-31,51.6209
2023-04-01,51.6209
2023-04-02,51.6209
2023-04-03,50.6611
2023-04-04,48.5348
2023-04-05,48.2792
2023-04-06,47.7587
2023-04-07,47.7587
2023-04-08,47.7587
2023-04-09,47.7587
2023-04-10,47.8169
2023-04-11,49.3915
2023-04-12,49.9126
2023-04-13,49.6774
2023-04-14,48.6111
2023-04-15,48.6111
2023-04-16,48.6111
2023-04-17,48.9887
2023-04-18,47.0802
2023-04-19,48.3804
2023-04-20,48.3804
2023-04-21,48.2535
2023-04-22,48.2535
2023-04-23,48.2535
2023-04-24,47.4174
2023-04-25,44.2449
2023-04-26,41.3294
2023-04-27,44.5393
2023-04-28,45.499
2023-04-29,45.499
2023-04-30,45.499
2023-05-01,46.5246
2023-05-02,42.7008
2023-05-03,42.4914
2023-05-04,41.2361
2023-05-05,47.3985
2023-05-06,47.3985
2023-05-07,47.3985
2023-05-08,45.2127
2023-05-09,46.214
2023-05-10,47.8173
2023-05-11,47.0912
2023-05-12,46.9777
2023-05-13,46.9777
2023-05-14,46.9777
2023-05-15,47.7594
2023-05-16,45.6699
2023-05-17,46.1438
2023-05-18,46.0252
2023-05-19,48.2949
2023-05-20,48.2949
2023-05-21,48.2949
2023-05-22,51.6715
2023-05-23,50.4497
2023-05-24,47.9789
2023-05-25,48.7578
2023-05-26,48.1979
2023-05-27,48.1979
2023-05-28,48.1979
2023-05-29,48.1979
2023-05-30,46.4802
2023-05-31,47.6519
2023-06-01,44.7207
2023-06-02,51.4891
2023-06-03,51.4891
2023-06-04,51.4891
2023-06-05,50.3683
2023-06-06,51.5434
2023-06-07,56.2158
2023-06-08,54.6085
2023-06-09,54.3406
2023-06-10,54.3406
2023-06-11,54.3406
2023-06-12,53.3598
2023-06-13,53.5213
2023-06-14,52.1214
2023-06-15,54.345
2023-06-16,54.0564
2023-06-17,54.0564
2023-06-18,54.0564
2023-06-19,54.0564
2023-06-20,50.9763
2023-06-21,51.8366
2023-06-22,51.9238
2023-06-23,47.7195
2023-06-24,47.7195
2023-06-25,47.7195
2023-06-26,51.1985
2023-06-27,54.8504
2023-06-28,54.9246
2023-06-29,56.4793
2023-06-30,55.8155
2023-07-01,55.8155
2023-07-02,55.8155
2023-07-03,56.1959
2023-07-04,56.1959
2023-07-05,55.8972
2023-07-06,55.2891
2023-07-07,52.3438
2023-07-08,52.3438
2023-07-09,52.3438
2023-07-10,53.8691
2023-07-11,57.2504
2023-07-12,60.3933
2023-07-13,60.9868
2023-07-14,57.8959
2023-07-15,57.8959
2023-07-16,57.8959
2023-07-17,57.7007
2023-07-18,59.9362
2023-07-19,59.8339
2023-07-20,61.4657
2023-07-21,61.8663
2023-07-22,61.8663
2023-07-23,61.8663
2023-07-24,62.6694
2023-07-25,63.4652
2023-07-26,64.5089
2023-07-27,60.2782
2023-07-28,59.6394
2023-07-29,59.6394
2023-07-30,59.6394
2023-07-31,60.5759
2023-08-01,58.9433
2023-08-02,61.1118
2023-08-03,52.6703
2023-08-04,49.6092
2023-08-05,49.6092
2023-08-06,49.6092
2023-08-07,52.467
2023-08-08,52.5403
2023-08-09,51.7969
2023-08-10,50.8054
2023-08-11,52.7545
2023-08-12,52.7545
2023-08-13,52.7545
2023-08-14,52.2406
2023-08-15,47.7497
2023-08-16,47.0033
2023-08-17,45.1768
2023-08-18,44.8165
2023-08-19,44.8165
2023-08-20,44.8165
2023-08-21,42.1723
2023-08-22,42.633
2023-08-23,42.9153
2023-08-24,42.4115
2023-08-25,43.3935
2023-08-26,43.3935
2023-08-27,43.3935
2023-08-28,43.0141
2023-08-29,43.5249
2023-08-30,43.8373
2023-08-31,45.7019
2023-09-01,46.9173
2023-09-02,46.9173
2023-09-03,46.9173
2023-09-04,46.9173
2023-09-05,43.6336
2023-09-06,41.2591
2023-09-07,39.2627
2023-09-08,42.3543
2023-09-09,42.3543
2023-09-10,42.3543
2023-09-11,42.059
2023-09-12,41.6832
2023-09-13,40.9593
2023-09-14,45.1114
2023-09-15,47.4985
2023-09-16,47.4985
2023-09-17,47.4985
2023-09-18,49.1459
2023-09-19,47.5178
2023-09-20,49.4331
2023-09-21,48.7323
2023-09-22,48.3775
2023-09-23,48.3775
2023-09-24,48.3775
2023-09-25,47.4835
2023-09-26,42.6706
2023-09-27,44.7332
2023-09-28,45.0255
2023-09-29,43.5175
2023-09-30,43.5175
2023-10-01,43.5175
2023-10-02,37.2659
2023-10-03,37.5684
2023-10-04,39.8684
2023-10-05,40.2643
2023-10-06,41.9449
2023-10-07,41.9449
2023-10-08,41.9449
2023-10-09,42.143
2023-10-10,43.9245
2023-10-11,45.3744
2023-10-12,42.5659
2023-10-13,41.9846
2023-10-14,41.9846
2023-10-15,41.9846
2023-10-16,45.1791
2023-10-17,47.0085
2023-10-18,43.0006
2023-10-19,42.2416
2023-10-20,41.4842
2023-10-21,41.4842
2023-10-22,41.4842
2023-10-23,40.0003
2023-10-24,40.4012
2023-10-25,40.8105
2023-10-26,40.2388
2023-10-27,38.2307
2023-10-28,38.2307
2023-10-29,38.2307
2023-10-30,39.4171
2023-10-31,41.631
2023-11-01,41.9446
2023-11-02,43.514
2023-11-03,46.1254
2023-11-04,46.1254
2023-11-05,46.1254
2023-11-06,46.0407
2023-11-07,41.6859
2023-11-08,39.7079
2023-11-09,39.2266
2023-11-10,41.3288
2023-11-11,41.3288
2023-11-12,41.3288
2023-11-13,39.4917
2023-11-14,46.0727
2023-11-15,45.7741
2023-11-16,45.4693
2023-11-17,45.5631
2023-11-18,45.5631
2023-11-19,45.5631
2023-11-20,44.2259
2023-11-21,45.0115
2023-11-22,48.8325
2023-11-23,48.8325
2023-11-24,48.7471
2023-11-25,48.7471
2023-11-26,48.7471
2023-11-27,49.1156
2023-11-28,48.753
2023-11-29,47.9293
2023-11-30,50.0627
2023-12-01,51.6464
2023-12-02,51.6464
2023-12-03,51.6464
2023-12-04,51.8323
2023-12-05,48.5496
2023-12-06,49.807
2023-12-07,50.2903
2023-12-08,51.6392
2023-12-09,51.6392
2023-12-10,51.6392
2023-12-11,52.3086
2023-12-12,51.779
2023-12-13,57.7865
2023-12-14,57.3485
2023-12-15,54.6695
2023-12-16,54.6695
2023-12-17,54.6695
2023-12-18,54.1462
2023-12-19,57.1187
2023-12-20,54.6076
2023-12-21,55.0336
2023-12-22,55.9741
2023-12-23,55.9741
2023-12-24,55.9741
2023-12-25,55.9741
2023-12-26,57.8795
2023-12-27,55.9201
2023-12-28,55.8115
2023-12-29,55.2565
2023-12-30,55.2565
2023-12-31,55.2565
2024-01-01,55.2565
2024-01-02,54.252
2024-01-03,52.2854
2024-01-04,50.8037
2024-01-05,52.1074
2024-01-06,52.1074
2024-01-07,52.1074
2024-01-08,54.6875
2024-01-09,53.2584
2024-01-10,52.4943
2024-01-11,51.9436
2024-01-12,51.386
2024-01-13,51.386
2024-01-14,51.386
2024-01-15,51.386
2024-01-16,47.2896
2024-01-17,45.7421
2024-01-18,46.1974
2024-01-19,46.5455
2024-01-20,46.5455
2024-01-21,46.5455
2024-01-22,48.719
2024-01-23,46.3585
2024-01-24,46.0574
2024-01-25,51.5874
2024-01-26,51.5874
2024-01-27,51.5874
2024-01-28,51.5874
2024-01-29,52.8056
2024-01-30,54.1001
2024-01-31,51.9459
2024-02-01,56.1306
2024-02-02,54.5665
2024-02-03,54.5665
2024-02-04,54.5665
2024-02-05,50.1284
2024-02-06,51.0855
2024-02-07,52.7732
2024-02-08,54.7474
2024-02-09,58.6488
2024-02-10,58.6488
2024-02-11,58.6488
2024-02-12,60.414
2024-02-13,57.7571
2024-02-14,60.6234
2024-02-15,61.3025
2024-02-16,61.6446
2024-02-17,61.6446
2024-02-18,61.6446
2024-02-19,61.6446
2024-02-20,61.1969
2024-02-21,61.842
2024-02-22,62.5575
2024-02-23,64.2894
2024-02-24,64.2894
2024-02-25,64.2894
2024-02-26,63.3199
2024-02-27,64.5637
2024-02-28,65.3075
2024-02-29,66.4338
2024-03-01,66.3028
2024-03-02,66.3028
2024-03-03,66.3028
2024-03-04,67.432
2024-03-05,65.6905
2024-03-06,67.2391
2024-03-07,68.5786
2024-03-08,71.1366
2024-03-09,71.1366
2024-03-10,71.1366
2024-03-11,69.1512
2024-03-12,71.8594
2024-03-13,67.7165
2024-03-14,68.7189
2024-03-15,66.4654
2024-03-16,66.4654
2024-03-17,66.4654
2024-03-18,63.6253
2024-03-19,65.6307
2024-03-20,66.779
2024-03-21,68.8766
2024-03-22,67.2986
2024-03-23,67.2986
2024-03-24,67.2986
2024-03-25,68.4728
2024-03-26,70.4674
2024-03-27,74.1843
2024-03-28,76.607
2024-03-29,76.607
2024-03-30,76.607
2024-03-31,76.607
2024-04-01,77.3909
2024-04-02,75.814
2024-04-03,76.8237
2024-04-04,69.9093
2024-04-05,70.2217
2024-04-06,70.2217
2024-04-07,70.2217
2024-04-08,70.8862
