,CTBI US Equity
2023-03-23,36.5954
2023-03-24,40.3193
2023-03-25,40.3193
2023-03-26,40.3193
2023-03-27,40.1097
2023-03-28,39.3686
2023-03-29,38.6561
2023-03-30,36.9154
2023-03-31,38.1027
2023-04-01,38.1027
2023-04-02,38.1027
2023-04-03,38.1457
2023-04-04,36.6696
2023-04-05,36.4611
2023-04-06,36.2479
2023-04-07,36.2479
2023-04-08,36.2479
2023-04-09,36.2479
2023-04-10,36.8685
2023-04-11,36.8115
2023-04-12,36.118
2023-04-13,36.0594
2023-04-14,34.0597
2023-04-15,34.0597
2023-04-16,34.0597
2023-04-17,36.6554
2023-04-18,33.8949
2023-04-19,36.0858
2023-04-20,35.2884
2023-04-21,34.7137
2023-04-22,34.7137
2023-04-23,34.7137
2023-04-24,34.2739
2023-04-25,31.7024
2023-04-26,32.1809
2023-04-27,38.1119
2023-04-28,38.3462
2023-04-29,38.3462
2023-04-30,38.3462
2023-05-01,37.7546
2023-05-02,34.0339
2023-05-03,34.5695
2023-05-04,32.0037
2023-05-05,38.2775
2023-05-06,38.2775
2023-05-07,38.2775
2023-05-08,36.2842
2023-05-09,35.4488
2023-05-10,36.6558
2023-05-11,34.8044
2023-05-12,35.1126
2023-05-13,35.1126
2023-05-14,35.1126
2023-05-15,36.4012
2023-05-16,35.8176
2023-05-17,43.907
2023-05-18,44.7001
2023-05-19,42.9579
2023-05-20,42.9579
2023-05-21,42.9579
2023-05-22,44.2116
2023-05-23,44.4346
2023-05-24,44.4729
2023-05-25,42.6209
2023-05-26,42.4411
2023-05-27,42.4411
2023-05-28,42.4411
2023-05-29,42.4411
2023-05-30,42.0738
2023-05-31,39.3991
2023-06-01,41.4308
2023-06-02,49.1151
2023-06-03,49.1151
2023-06-04,49.1151
2023-06-05,47.0379
2023-06-06,53.9681
2023-06-07,58.5696
2023-06-08,55.5905
2023-06-09,54.2843
2023-06-10,54.2843
2023-06-11,54.2843
2023-06-12,52.7896
2023-06-13,55.9611
2023-06-14,54.0614
2023-06-15,55.394
2023-06-16,53.0747
2023-06-17,53.0747
2023-06-18,53.0747
2023-06-19,53.0747
2023-06-20,51.9099
2023-06-21,50.7051
2023-06-22,49.362
2023-06-23,49.74
2023-06-24,49.74
2023-06-25,49.74
2023-06-26,48.9302
2023-06-27,48.3332
2023-06-28,47.5155
2023-06-29,48.0909
2023-06-30,46.9968
2023-07-01,46.9968
2023-07-02,46.9968
2023-07-03,49.3503
2023-07-04,49.3503
2023-07-05,48.7685
2023-07-06,47.1858
2023-07-07,48.6892
2023-07-08,48.6892
2023-07-09,48.6892
2023-07-10,48.4218
2023-07-11,49.877
2023-07-12,51.0267
2023-07-13,50.7663
2023-07-14,49.652
2023-07-15,49.652
2023-07-16,49.652
2023-07-17,50.0192
2023-07-18,54.7655
2023-07-19,56.5778
2023-07-20,53.4428
2023-07-21,51.0266
2023-07-22,51.0266
2023-07-23,51.0266
2023-07-24,52.6863
2023-07-25,51.545
2023-07-26,54.5972
2023-07-27,55.2453
2023-07-28,55.8698
2023-07-29,55.8698
2023-07-30,55.8698
2023-07-31,54.5684
2023-08-01,55.2215
2023-08-02,56.0457
2023-08-03,56.3039
2023-08-04,57.1146
2023-08-05,57.1146
2023-08-06,57.1146
2023-08-07,58.3703
2023-08-08,57.892
2023-08-09,56.9666
2023-08-10,54.6108
2023-08-11,54.7077
2023-08-12,54.7077
2023-08-13,54.7077
2023-08-14,52.1733
2023-08-15,49.2077
2023-08-16,48.0502
2023-08-17,48.2355
2023-08-18,47.9525
2023-08-19,47.9525
2023-08-20,47.9525
2023-08-21,45.2734
2023-08-22,41.8615
2023-08-23,42.9531
2023-08-24,44.119
2023-08-25,43.2673
2023-08-26,43.2673
2023-08-27,43.2673
2023-08-28,45.984
2023-08-29,45.6184
2023-08-30,44.5851
2023-08-31,44.2507
2023-09-01,47.6243
2023-09-02,47.6243
2023-09-03,47.6243
2023-09-04,47.6243
2023-09-05,46.0946
2023-09-06,44.6775
2023-09-07,45.0106
2023-09-08,45.9367
2023-09-09,45.9367
2023-09-10,45.9367
2023-09-11,46.6131
2023-09-12,46.6994
2023-09-13,45.6319
2023-09-14,47.9903
2023-09-15,45.3777
2023-09-16,45.3777
2023-09-17,45.3777
2023-09-18,42.9584
2023-09-19,42.9584
2023-09-20,42.5302
2023-09-21,41.7059
2023-09-22,41.0616
2023-09-23,41.0616
2023-09-24,41.0616
2023-09-25,43.6626
2023-09-26,42.7984
2023-09-27,42.0865
2023-09-28,43.4688
2023-09-29,43.6748
2023-09-30,43.6748
2023-10-01,43.6748
2023-10-02,45.0727
2023-10-03,43.8631
2023-10-04,45.4303
2023-10-05,48.363
2023-10-06,48.1814
2023-10-07,48.1814
2023-10-08,48.1814
2023-10-09,48.5809
2023-10-10,49.4377
2023-10-11,50.0456
2023-10-12,48.4391
2023-10-13,45.0715
2023-10-14,45.0715
2023-10-15,45.0715
2023-10-16,48.4688
2023-10-17,50.2531
2023-10-18,51.2444
2023-10-19,55.9566
2023-10-20,54.7022
2023-10-21,54.7022
2023-10-22,54.7022
2023-10-23,53.9515
2023-10-24,54.8488
2023-10-25,58.1438
2023-10-26,59.1222
2023-10-27,57.3099
2023-10-28,57.3099
2023-10-29,57.3099
2023-10-30,57.0969
2023-10-31,58.2994
2023-11-01,56.4445
2023-11-02,62.8772
2023-11-03,65.6616
2023-11-04,65.6616
2023-11-05,65.6616
2023-11-06,65.3414
2023-11-07,65.0134
2023-11-08,61.4504
2023-11-09,59.8796
2023-11-10,60.1853
2023-11-11,60.1853
2023-11-12,60.1853
2023-11-13,61.1049
2023-11-14,67.3708
2023-11-15,65.0238
2023-11-16,63.5616
2023-11-17,64.6045
2023-11-18,64.6045
2023-11-19,64.6045
2023-11-20,63.5157
2023-11-21,58.3379
2023-11-22,58.7418
2023-11-23,58.7418
2023-11-24,59.5224
2023-11-25,59.5224
2023-11-26,59.5224
2023-11-27,58.201
2023-11-28,57.8346
2023-11-29,59.1965
2023-11-30,57.8298
2023-12-01,62.658
2023-12-02,62.658
2023-12-03,62.658
2023-12-04,64.5818
2023-12-05,62.8602
2023-12-06,60.2555
2023-12-07,62.5265
2023-12-08,62.9538
2023-12-09,62.9538
2023-12-10,62.9538
2023-12-11,63.7554
2023-12-12,60.7199
2023-12-13,66.0809
2023-12-14,65.5589
2023-12-15,65.0274
2023-12-16,65.0274
2023-12-17,65.0274
2023-12-18,65.8857
2023-12-19,67.8364
2023-12-20,66.1528
2023-12-21,66.7526
2023-12-22,67.1922
2023-12-23,67.1922
2023-12-24,67.1922
2023-12-25,67.1922
2023-12-26,68.2215
2023-12-27,67.4913
2023-12-28,67.2926
2023-12-29,63.0224
2023-12-30,63.0224
2023-12-31,63.0224
2024-01-01,63.0224
2024-01-02,63.3468
2024-01-03,57.8752
2024-01-04,58.2335
2024-01-05,56.9802
2024-01-06,56.9802
2024-01-07,56.9802
2024-01-08,55.4974
2024-01-09,52.925
2024-01-10,53.3381
2024-01-11,51.4317
2024-01-12,50.1084
2024-01-13,50.1084
2024-01-14,50.1084
2024-01-15,50.1084
2024-01-16,48.1318
2024-01-17,46.0109
2024-01-18,45.5682
2024-01-19,49.7963
2024-01-20,49.7963
2024-01-21,49.7963
2024-01-22,54.3332
2024-01-23,51.8048
2024-01-24,53.0464
2024-01-25,54.2652
2024-01-26,53.4917
2024-01-27,53.4917
2024-01-28,53.4917
2024-01-29,53.9445
2024-01-30,54.1095
2024-01-31,51.9895
2024-02-01,51.2716
2024-02-02,50.3629
2024-02-03,50.3629
2024-02-04,50.3629
2024-02-05,48.0154
2024-02-06,46.2386
2024-02-07,44.3415
2024-02-08,45.118
2024-02-09,47.4719
2024-02-10,47.4719
2024-02-11,47.4719
2024-02-12,49.812
2024-02-13,43.8763
2024-02-14,46.3126
2024-02-15,51.4831
2024-02-16,51.7852
2024-02-17,51.7852
2024-02-18,51.7852
2024-02-19,51.7852
2024-02-20,50.8355
2024-02-21,49.8252
2024-02-22,47.5542
2024-02-23,47.43
2024-02-24,47.43
2024-02-25,47.43
2024-02-26,45.4346
2024-02-27,47.4066
2024-02-28,45.5515
2024-02-29,47.4015
2024-03-01,45.9391
2024-03-02,45.9391
2024-03-03,45.9391
2024-03-04,46.9618
2024-03-05,49.6461
2024-03-06,50.499
2024-03-07,50.8304
2024-03-08,51.4026
2024-03-09,51.4026
2024-03-10,51.4026
2024-03-11,52.2146
2024-03-12,50.5049
2024-03-13,49.7873
2024-03-14,46.1823
2024-03-15,46.9767
2024-03-16,46.9767
2024-03-17,46.9767
2024-03-18,45.2336
2024-03-19,46.0925
2024-03-20,52.0665
2024-03-21,53.3943
2024-03-22,51.328
2024-03-23,51.328
2024-03-24,51.328
2024-03-25,52.3307
2024-03-26,49.8301
2024-03-27,56.8689
2024-03-28,57.6093
2024-03-29,57.6093
2024-03-30,57.6093
2024-03-31,57.6093
2024-04-01,54.3795
2024-04-02,52.315
2024-04-03,52.2528
2024-04-04,51.6181
2024-04-05,52.3073
2024-04-06,52.3073
2024-04-07,52.3073
2024-04-08,53.8164
