,BRKL US Equity
2023-03-19,34.19
2023-03-20,33.4157
2023-03-21,37.2386
2023-03-22,34.9498
2023-03-23,33.704
2023-03-24,36.6922
2023-03-25,36.6922
2023-03-26,36.6922
2023-03-27,37.3315
2023-03-28,37.2204
2023-03-29,36.3805
2023-03-30,36.0996
2023-03-31,37.1043
2023-04-01,37.1043
2023-04-02,37.1043
2023-04-03,36.805
2023-04-04,36.6826
2023-04-05,36.2459
2023-04-06,37.8848
2023-04-07,37.8848
2023-04-08,37.8848
2023-04-09,37.8848
2023-04-10,38.2135
2023-04-11,37.6638
2023-04-12,37.1115
2023-04-13,37.8189
2023-04-14,36.6119
2023-04-15,36.6119
2023-04-16,36.6119
2023-04-17,38.8677
2023-04-18,37.6283
2023-04-19,38.9318
2023-04-20,37.8892
2023-04-21,36.939
2023-04-22,36.939
2023-04-23,36.939
2023-04-24,36.6464
2023-04-25,34.6588
2023-04-26,35.5627
2023-04-27,34.7806
2023-04-28,33.2012
2023-04-29,33.2012
2023-04-30,33.2012
2023-05-01,29.6306
2023-05-02,26.0886
2023-05-03,25.1388
2023-05-04,23.7945
2023-05-05,29.2501
2023-05-06,29.2501
2023-05-07,29.2501
2023-05-08,28.1184
2023-05-09,27.6317
2023-05-10,27.4975
2023-05-11,27.1502
2023-05-12,27.9037
2023-05-13,27.9037
2023-05-14,27.9037
2023-05-15,31.4487
2023-05-16,30.2292
2023-05-17,37.4316
2023-05-18,37.4316
2023-05-19,36.4553
2023-05-20,36.4553
2023-05-21,36.4553
2023-05-22,40.5647
2023-05-23,42.2605
2023-05-24,41.246
2023-05-25,40.3769
2023-05-26,42.1236
2023-05-27,42.1236
2023-05-28,42.1236
2023-05-29,42.1236
2023-05-30,41.2894
2023-05-31,39.2141
2023-06-01,40.3153
2023-06-02,45.8505
2023-06-03,45.8505
2023-06-04,45.8505
2023-06-05,43.953
2023-06-06,48.5239
2023-06-07,52.4629
2023-06-08,51.282
2023-06-09,50.258
2023-06-10,50.258
2023-06-11,50.258
2023-06-12,49.5993
2023-06-13,50.8578
2023-06-14,48.8536
2023-06-15,50.5701
2023-06-16,49.4504
2023-06-17,49.4504
2023-06-18,49.4504
2023-06-19,49.4504
2023-06-20,48.5606
2023-06-21,47.6732
2023-06-22,46.7887
2023-06-23,45.2682
2023-06-24,45.2682
2023-06-25,45.2682
2023-06-26,45.2682
2023-06-27,45.0444
2023-06-28,44.6637
2023-06-29,46.7136
2023-06-30,45.2171
2023-07-01,45.2171
2023-07-02,45.2171
2023-07-03,46.4317
2023-07-04,46.4317
2023-07-05,45.7855
2023-07-06,44.6602
2023-07-07,46.879
2023-07-08,46.879
2023-07-09,46.879
2023-07-10,47.5412
2023-07-11,47.7338
2023-07-12,49.738
2023-07-13,54.0756
2023-07-14,52.4826
2023-07-15,52.4826
2023-07-16,52.4826
2023-07-17,52.3886
2023-07-18,55.3633
2023-07-19,57.8599
2023-07-20,57.2575
2023-07-21,56.2479
2023-07-22,56.2479
2023-07-23,56.2479
2023-07-24,59.2231
2023-07-25,59.508
2023-07-26,62.3637
2023-07-27,62.2556
2023-07-28,59.6859
2023-07-29,59.6859
2023-07-30,59.6859
2023-07-31,59.9708
2023-08-01,59.1067
2023-08-02,58.6694
2023-08-03,60.3388
2023-08-04,59.9969
2023-08-05,59.9969
2023-08-06,59.9969
2023-08-07,60.7635
2023-08-08,58.8955
2023-08-09,58.0873
2023-08-10,57.4385
2023-08-11,57.7051
2023-08-12,57.7051
2023-08-13,57.7051
2023-08-14,55.6612
2023-08-15,51.3453
2023-08-16,49.3167
2023-08-17,50.0315
2023-08-18,51.3497
2023-08-19,51.3497
2023-08-20,51.3497
2023-08-21,49.8836
2023-08-22,47.1014
2023-08-23,46.7163
2023-08-24,47.8196
2023-08-25,46.9152
2023-08-26,46.9152
2023-08-27,46.9152
2023-08-28,48.3741
2023-08-29,49.2618
2023-08-30,48.5069
2023-08-31,48.2881
2023-09-01,51.4583
2023-09-02,51.4583
2023-09-03,51.4583
2023-09-04,51.4583
2023-09-05,46.8914
2023-09-06,44.971
2023-09-07,43.947
2023-09-08,44.423
2023-09-09,44.423
2023-09-10,44.423
2023-09-11,43.375
2023-09-12,45.0809
2023-09-13,44.0034
2023-09-14,47.3189
2023-09-15,46.0105
2023-09-16,46.0105
2023-09-17,46.0105
2023-09-18,43.6114
2023-09-19,43.2383
2023-09-20,45.0618
2023-09-21,43.4262
2023-09-22,42.4877
2023-09-23,42.4877
2023-09-24,42.4877
2023-09-25,44.2331
2023-09-26,43.358
2023-09-27,45.3465
2023-09-28,46.4406
2023-09-29,46.4406
2023-09-30,46.4406
2023-10-01,46.4406
2023-10-02,44.5325
2023-10-03,43.0092
2023-10-04,43.0092
2023-10-05,43.9664
2023-10-06,43.7492
2023-10-07,43.7492
2023-10-08,43.7492
2023-10-09,45.4227
2023-10-10,47.4445
2023-10-11,47.9761
2023-10-12,47.1133
2023-10-13,44.5108
2023-10-14,44.5108
2023-10-15,44.5108
2023-10-16,47.5103
2023-10-17,50.2901
2023-10-18,47.6781
2023-10-19,46.6526
2023-10-20,43.3318
2023-10-21,43.3318
2023-10-22,43.3318
2023-10-23,42.5237
2023-10-24,41.7189
2023-10-25,41.7189
2023-10-26,44.7938
2023-10-27,38.4913
2023-10-28,38.4913
2023-10-29,38.4913
2023-10-30,40.3335
2023-10-31,39.7182
2023-11-01,41.6901
2023-11-02,48.6416
2023-11-03,53.0782
2023-11-04,53.0782
2023-11-05,53.0782
2023-11-06,51.6728
2023-11-07,49.6336
2023-11-08,47.4211
2023-11-09,45.9418
2023-11-10,46.9788
2023-11-11,46.9788
2023-11-12,46.9788
2023-11-13,46.7007
2023-11-14,53.2795
2023-11-15,54.4593
2023-11-16,54.9635
2023-11-17,56.7787
2023-11-18,56.7787
2023-11-19,56.7787
2023-11-20,56.0353
2023-11-21,53.0581
2023-11-22,53.6727
2023-11-23,53.6727
2023-11-24,54.2918
2023-11-25,54.2918
2023-11-26,54.2918
2023-11-27,53.035
2023-11-28,53.4069
2023-11-29,55.59
2023-11-30,55.0342
2023-12-01,59.9983
2023-12-02,59.9983
2023-12-03,59.9983
2023-12-04,61.1087
2023-12-05,58.6391
2023-12-06,58.6391
2023-12-07,60.0526
2023-12-08,60.5944
2023-12-09,60.5944
2023-12-10,60.5944
2023-12-11,60.4732
2023-12-12,59.2472
2023-12-13,64.2023
2023-12-14,65.2616
2023-12-15,64.2778
2023-12-16,64.2778
2023-12-17,64.2778
2023-12-18,63.7805
2023-12-19,64.2102
2023-12-20,60.732
2023-12-21,62.0974
2023-12-22,62.84
2023-12-23,62.84
2023-12-24,62.84
2023-12-25,62.84
2023-12-26,64.0776
2023-12-27,62.9297
2023-12-28,63.3821
2023-12-29,60.9457
2023-12-30,60.9457
2023-12-31,60.9457
2024-01-01,60.9457
2024-01-02,61.0272
2024-01-03,56.5096
2024-01-04,56.9551
2024-01-05,57.3169
2024-01-06,57.3169
2024-01-07,57.3169
2024-01-08,57.3169
2024-01-09,54.9683
2024-01-10,55.4651
2024-01-11,54.7158
2024-01-12,53.5923
2024-01-13,53.5923
2024-01-14,53.5923
2024-01-15,53.5923
2024-01-16,52.1164
2024-01-17,52.455
2024-01-18,52.8003
2024-01-19,55.3711
2024-01-20,55.3711
2024-01-21,55.3711
2024-01-22,59.8909
2024-01-23,56.9097
2024-01-24,56.7826
2024-01-25,60.9352
2024-01-26,61.2699
2024-01-27,61.2699
2024-01-28,61.2699
2024-01-29,63.2259
2024-01-30,62.011
2024-01-31,55.0772
2024-02-01,52.116
2024-02-02,51.3008
2024-02-03,51.3008
2024-02-04,51.3008
2024-02-05,48.2737
2024-02-06,46.3569
2024-02-07,45.4675
2024-02-08,46.0644
2024-02-09,49.3003
2024-02-10,49.3003
2024-02-11,49.3003
2024-02-12,50.4898
2024-02-13,45.8528
2024-02-14,47.1581
2024-02-15,50.7483
2024-02-16,49.5567
2024-02-17,49.5567
2024-02-18,49.5567
2024-02-19,49.5567
2024-02-20,48.1182
2024-02-21,47.2318
2024-02-22,46.6978
2024-02-23,47.2123
2024-02-24,47.2123
2024-02-25,47.2123
2024-02-26,46.5614
2024-02-27,46.7783
2024-02-28,45.7226
2024-02-29,47.1799
2024-03-01,46.0005
2024-03-02,46.0005
2024-03-03,46.0005
2024-03-04,45.0301
2024-03-05,48.6183
2024-03-06,49.1548
2024-03-07,49.6981
2024-03-08,48.9407
2024-03-09,48.9407
2024-03-10,48.9407
2024-03-11,48.8307
2024-03-12,46.455
2024-03-13,45.3146
2024-03-14,42.5634
2024-03-15,43.2004
2024-03-16,43.2004
2024-03-17,43.2004
2024-03-18,42.4216
2024-03-19,42.2248
2024-03-20,47.63
2024-03-21,48.5563
2024-03-22,46.1296
2024-03-23,46.1296
2024-03-24,46.1296
2024-03-25,46.8465
2024-03-26,45.4897
2024-03-27,49.1246
2024-03-28,51.3959
2024-03-29,51.3959
2024-03-30,51.3959
2024-03-31,51.3959
2024-04-01,48.616
2024-04-02,48.0985
2024-04-03,46.6598
2024-04-04,46.8945
2024-04-05,46.0558
2024-04-06,46.0558
2024-04-07,46.0558
2024-04-08,46.7941
