,RMBS US Equity
2023-03-18,55.6984
2023-03-19,55.6984
2023-03-20,56.9874
2023-03-21,58.4649
2023-03-22,56.5581
2023-03-23,58.1237
2023-03-24,54.9745
2023-03-25,54.9745
2023-03-26,54.9745
2023-03-27,57.2381
2023-03-28,52.5527
2023-03-29,59.611
2023-03-30,63.3974
2023-03-31,64.2907
2023-04-01,64.2907
2023-04-02,64.2907
2023-04-03,62.9198
2023-04-04,59.1308
2023-04-05,59.5712
2023-04-06,58.4913
2023-04-07,58.4913
2023-04-08,58.4913
2023-04-09,58.4913
2023-04-10,60.4104
2023-04-11,60.4242
2023-04-12,59.649
2023-04-13,61.1941
2023-04-14,59.812
2023-04-15,59.812
2023-04-16,59.812
2023-04-17,58.4253
2023-04-18,58.5959
2023-04-19,57.6828
2023-04-20,58.0784
2023-04-21,57.9383
2023-04-22,57.9383
2023-04-23,57.9383
2023-04-24,56.3451
2023-04-25,49.4556
2023-04-26,50.6918
2023-04-27,48.7124
2023-04-28,47.7124
2023-04-29,47.7124
2023-04-30,47.7124
2023-05-01,49.5437
2023-05-02,55.13
2023-05-03,52.5937
2023-05-04,51.8319
2023-05-05,54.433
2023-05-06,54.433
2023-05-07,54.433
2023-05-08,54.6861
2023-05-09,52.7717
2023-05-10,55.6051
2023-05-11,55.6515
2023-05-12,56.1413
2023-05-13,56.1413
2023-05-14,56.1413
2023-05-15,57.9992
2023-05-16,60.5761
2023-05-17,61.874
2023-05-18,67.7729
2023-05-19,68.5152
2023-05-20,68.5152
2023-05-21,68.5152
2023-05-22,66.9002
2023-05-23,65.2675
2023-05-24,64.0797
2023-05-25,69.8613
2023-05-26,72.4108
2023-05-27,72.4108
2023-05-28,72.4108
2023-05-29,72.4108
2023-05-30,70.5658
2023-05-31,67.6892
2023-06-01,69.4118
2023-06-02,65.6212
2023-06-03,65.6212
2023-06-04,65.6212
2023-06-05,64.5649
2023-06-06,64.3974
2023-06-07,65.2464
2023-06-08,65.6376
2023-06-09,64.2481
2023-06-10,64.2481
2023-06-11,64.2481
2023-06-12,63.7647
2023-06-13,63.6546
2023-06-14,61.868
2023-06-15,58.7385
2023-06-16,58.3781
2023-06-17,58.3781
2023-06-18,58.3781
2023-06-19,58.3781
2023-06-20,57.4406
2023-06-21,56.0946
2023-06-22,58.5913
2023-06-23,55.6708
2023-06-24,55.6708
2023-06-25,55.6708
2023-06-26,53.0915
2023-06-27,55.7706
2023-06-28,55.9349
2023-06-29,59.8189
2023-06-30,60.983
2023-07-01,60.983
2023-07-02,60.983
2023-07-03,60.5589
2023-07-04,60.5589
2023-07-05,58.343
2023-07-06,55.1782
2023-07-07,54.7177
2023-07-08,54.7177
2023-07-09,54.7177
2023-07-10,56.3024
2023-07-11,55.6311
2023-07-12,55.9673
2023-07-13,60.1596
2023-07-14,55.363
2023-07-15,55.363
2023-07-16,55.363
2023-07-17,57.5418
2023-07-18,56.4523
2023-07-19,52.5732
2023-07-20,50.5355
2023-07-21,52.7692
2023-07-22,52.7692
2023-07-23,52.7692
2023-07-24,51.7961
2023-07-25,52.7343
2023-07-26,50.9877
2023-07-27,53.0977
2023-07-28,54.9523
2023-07-29,54.9523
2023-07-30,54.9523
2023-07-31,55.0102
2023-08-01,45.6242
2023-08-02,44.6966
2023-08-03,44.3481
2023-08-04,44.5455
2023-08-05,44.5455
2023-08-06,44.5455
2023-08-07,44.4802
2023-08-08,42.0681
2023-08-09,40.788
2023-08-10,39.9076
2023-08-11,44.1399
2023-08-12,44.1399
2023-08-13,44.1399
2023-08-14,47.1852
2023-08-15,46.1294
2023-08-16,45.1911
2023-08-17,43.3159
2023-08-18,44.2518
2023-08-19,44.2518
2023-08-20,44.2518
2023-08-21,46.597
2023-08-22,46.61
2023-08-23,49.3459
2023-08-24,46.2048
2023-08-25,46.6109
2023-08-26,46.6109
2023-08-27,46.6109
2023-08-28,47.7335
2023-08-29,49.2513
2023-08-30,50.5406
2023-08-31,50.6024
2023-09-01,51.5914
2023-09-02,51.5914
2023-09-03,51.5914
2023-09-04,51.5914
2023-09-05,51.5104
2023-09-06,51.2744
2023-09-07,49.8699
2023-09-08,48.8153
2023-09-09,48.8153
2023-09-10,48.8153
2023-09-11,50.7059
2023-09-12,51.0522
2023-09-13,53.5378
2023-09-14,54.3202
2023-09-15,48.9992
2023-09-16,48.9992
2023-09-17,48.9992
2023-09-18,50.6957
2023-09-19,49.3843
2023-09-20,47.6035
2023-09-21,45.7834
2023-09-22,46.7216
2023-09-23,46.7216
2023-09-24,46.7216
2023-09-25,47.0135
2023-09-26,45.3805
2023-09-27,48.1251
2023-09-28,49.9074
2023-09-29,49.9769
2023-09-30,49.9769
2023-10-01,49.9769
2023-10-02,50.5163
2023-10-03,48.4675
2023-10-04,51.7961
2023-10-05,51.9586
2023-10-06,54.772
2023-10-07,54.772
2023-10-08,54.772
2023-10-09,54.71
2023-10-10,56.6502
2023-10-11,56.6753
2023-10-12,55.7077
2023-10-13,50.9595
2023-10-14,50.9595
2023-10-15,50.9595
2023-10-16,53.1982
2023-10-17,53.3044
2023-10-18,52.2159
2023-10-19,48.042
2023-10-20,47.2788
2023-10-21,47.2788
2023-10-22,47.2788
2023-10-23,47.4756
2023-10-24,48.5907
2023-10-25,44.1539
2023-10-26,39.6063
2023-10-27,44.5268
2023-10-28,44.5268
2023-10-29,44.5268
2023-10-30,42.4218
2023-10-31,48.3952
2023-11-01,48.2414
2023-11-02,48.6635
2023-11-03,52.6899
2023-11-04,52.6899
2023-11-05,52.6899
2023-11-06,52.4368
2023-11-07,52.7053
2023-11-08,55.3875
2023-11-09,53.7905
2023-11-10,57.2298
2023-11-11,57.2298
2023-11-12,57.2298
2023-11-13,57.1254
2023-11-14,61.3558
2023-11-15,60.3861
2023-11-16,58.8827
2023-11-17,59.6484
2023-11-18,59.6484
2023-11-19,59.6484
2023-11-20,62.5675
2023-11-21,59.0701
2023-11-22,59.5741
2023-11-23,59.5741
2023-11-24,59.5349
2023-11-25,59.5349
2023-11-26,59.5349
2023-11-27,59.8268
2023-11-28,59.7015
2023-11-29,60.9608
2023-11-30,58.9966
2023-12-01,60.2076
2023-12-02,60.2076
2023-12-03,60.2076
2023-12-04,54.7874
2023-12-05,54.4271
2023-12-06,53.8461
2023-12-07,54.4691
2023-12-08,55.398
2023-12-09,55.398
2023-12-10,55.398
2023-12-11,58.2389
2023-12-12,57.032
2023-12-13,58.3707
2023-12-14,59.6419
2023-12-15,58.892
2023-12-16,58.892
2023-12-17,58.892
2023-12-18,57.6659
2023-12-19,55.6905
2023-12-20,52.6266
2023-12-21,57.3067
2023-12-22,57.6001
2023-12-23,57.6001
2023-12-24,57.6001
2023-12-25,57.6001
2023-12-26,57.8399
2023-12-27,55.9309
2023-12-28,56.0488
2023-12-29,55.5595
2023-12-30,55.5595
2023-12-31,55.5595
2024-01-01,55.5595
2024-01-02,51.5679
2024-01-03,49.911
2024-01-04,48.5034
2024-01-05,49.3372
2024-01-06,49.3372
2024-01-07,49.3372
2024-01-08,53.1315
2024-01-09,53.2564
2024-01-10,51.3396
2024-01-11,52.6068
2024-01-12,52.1994
2024-01-13,52.1994
2024-01-14,52.1994
2024-01-15,52.1994
2024-01-16,55.5321
2024-01-17,53.7799
2024-01-18,55.5732
2024-01-19,59.6155
2024-01-20,59.6155
2024-01-21,59.6155
2024-01-22,60.3272
2024-01-23,59.8455
2024-01-24,59.4411
2024-01-25,59.2488
2024-01-26,56.4029
2024-01-27,56.4029
2024-01-28,56.4029
2024-01-29,58.2549
2024-01-30,56.0047
2024-01-31,52.2225
2024-02-01,51.7487
2024-02-02,52.5687
2024-02-03,52.5687
2024-02-04,52.5687
2024-02-05,51.9426
2024-02-06,38.8639
2024-02-07,37.6375
2024-02-08,40.7398
2024-02-09,43.4507
2024-02-10,43.4507
2024-02-11,43.4507
2024-02-12,42.9037
2024-02-13,40.6424
2024-02-14,42.6387
2024-02-15,42.0856
2024-02-16,41.879
2024-02-17,41.879
2024-02-18,41.879
2024-02-19,41.879
2024-02-20,41.0206
2024-02-21,42.5002
2024-02-22,44.3488
2024-02-23,42.6894
2024-02-24,42.6894
2024-02-25,42.6894
2024-02-26,45.5949
2024-02-27,44.7132
2024-02-28,43.9965
2024-02-29,46.6612
2024-03-01,51.8854
2024-03-02,51.8854
2024-03-03,51.8854
2024-03-04,50.5204
2024-03-05,48.9134
2024-03-06,51.0849
2024-03-07,52.6553
2024-03-08,51.039
2024-03-09,51.039
2024-03-10,51.039
2024-03-11,49.8423
2024-03-12,50.6911
2024-03-13,48.8543
2024-03-14,48.3556
2024-03-15,47.9274
2024-03-16,47.9274
2024-03-17,47.9274
2024-03-18,47.8676
2024-03-19,46.2267
2024-03-20,48.1113
2024-03-21,52.4003
2024-03-22,50.9784
2024-03-23,50.9784
2024-03-24,50.9784
2024-03-25,49.2625
2024-03-26,49.7055
2024-03-27,50.7503
2024-03-28,49.3945
2024-03-29,49.3945
2024-03-30,49.3945
2024-03-31,49.3945
2024-04-01,49.8458
2024-04-02,47.0066
2024-04-03,47.9326
2024-04-04,46.5341
2024-04-05,47.8236
2024-04-06,47.8236
2024-04-07,47.8236
2024-04-08,48.053
