,PBH US Equity
2023-03-19,50.5755
2023-03-20,51.4143
2023-03-21,50.7332
2023-03-22,49.6855
2023-03-23,49.7392
2023-03-24,53.1037
2023-03-25,53.1037
2023-03-26,53.1037
2023-03-27,53.5246
2023-03-28,54.0516
2023-03-29,50.736
2023-03-30,52.1125
2023-03-31,53.6544
2023-04-01,53.6544
2023-04-02,53.6544
2023-04-03,55.6637
2023-04-04,53.0548
2023-04-05,54.3204
2023-04-06,55.02
2023-04-07,55.02
2023-04-08,55.02
2023-04-09,55.02
2023-04-10,55.1425
2023-04-11,55.0494
2023-04-12,55.7449
2023-04-13,56.0316
2023-04-14,53.0576
2023-04-15,53.0576
2023-04-16,53.0576
2023-04-17,51.5201
2023-04-18,48.9661
2023-04-19,49.5019
2023-04-20,51.8549
2023-04-21,51.0648
2023-04-22,51.0648
2023-04-23,51.0648
2023-04-24,51.651
2023-04-25,48.7511
2023-04-26,47.7402
2023-04-27,49.9195
2023-04-28,49.1138
2023-04-29,49.1138
2023-04-30,49.1138
2023-05-01,51.8811
2023-05-02,49.6869
2023-05-03,48.2975
2023-05-04,50.5904
2023-05-05,47.0578
2023-05-06,47.0578
2023-05-07,47.0578
2023-05-08,43.8876
2023-05-09,41.3705
2023-05-10,42.3653
2023-05-11,41.5226
2023-05-12,43.5324
2023-05-13,43.5324
2023-05-14,43.5324
2023-05-15,42.7021
2023-05-16,43.8107
2023-05-17,44.5715
2023-05-18,45.774
2023-05-19,47.1171
2023-05-20,47.1171
2023-05-21,47.1171
2023-05-22,47.6782
2023-05-23,48.0898
2023-05-24,45.1241
2023-05-25,42.6617
2023-05-26,44.8886
2023-05-27,44.8886
2023-05-28,44.8886
2023-05-29,44.8886
2023-05-30,42.3136
2023-05-31,40.5161
2023-06-01,39.3266
2023-06-02,44.9998
2023-06-03,44.9998
2023-06-04,44.9998
2023-06-05,40.2036
2023-06-06,44.0651
2023-06-07,45.146
2023-06-08,45.5969
2023-06-09,44.5277
2023-06-10,44.5277
2023-06-11,44.5277
2023-06-12,43.8846
2023-06-13,45.3762
2023-06-14,43.8079
2023-06-15,43.6722
2023-06-16,44.9949
2023-06-17,44.9949
2023-06-18,44.9949
2023-06-19,44.9949
2023-06-20,42.9101
2023-06-21,42.7281
2023-06-22,43.5335
2023-06-23,44.2201
2023-06-24,44.2201
2023-06-25,44.2201
2023-06-26,46.3077
2023-06-27,47.0909
2023-06-28,46.4706
2023-06-29,49.6339
2023-06-30,50.9079
2023-07-01,50.9079
2023-07-02,50.9079
2023-07-03,50.1784
2023-07-04,50.1784
2023-07-05,48.3163
2023-07-06,46.5564
2023-07-07,44.9424
2023-07-08,44.9424
2023-07-09,44.9424
2023-07-10,46.4229
2023-07-11,46.0414
2023-07-12,49.6491
2023-07-13,50.088
2023-07-14,50.2673
2023-07-15,50.2673
2023-07-16,50.2673
2023-07-17,50.9361
2023-07-18,52.5561
2023-07-19,54.7868
2023-07-20,56.3124
2023-07-21,59.1156
2023-07-22,59.1156
2023-07-23,59.1156
2023-07-24,60.9759
2023-07-25,62.983
2023-07-26,63.5793
2023-07-27,64.4674
2023-07-28,65.301
2023-07-29,65.301
2023-07-30,65.301
2023-07-31,65.7376
2023-08-01,66.074
2023-08-02,67.1783
2023-08-03,68.4223
2023-08-04,69.9428
2023-08-05,69.9428
2023-08-06,69.9428
2023-08-07,71.6548
2023-08-08,57.5914
2023-08-09,59.1591
2023-08-10,56.7053
2023-08-11,57.7179
2023-08-12,57.7179
2023-08-13,57.7179
2023-08-14,54.3742
2023-08-15,52.4918
2023-08-16,48.9386
2023-08-17,46.2472
2023-08-18,44.7167
2023-08-19,44.7167
2023-08-20,44.7167
2023-08-21,44.1852
2023-08-22,44.7599
2023-08-23,46.4705
2023-08-24,46.8061
2023-08-25,47.4097
2023-08-26,47.4097
2023-08-27,47.4097
2023-08-28,46.3454
2023-08-29,45.6853
2023-08-30,45.3038
2023-08-31,42.9614
2023-09-01,43.0819
2023-09-02,43.0819
2023-09-03,43.0819
2023-09-04,43.0819
2023-09-05,40.1413
2023-09-06,42.7652
2023-09-07,40.8693
2023-09-08,40.2267
2023-09-09,40.2267
2023-09-10,40.2267
2023-09-11,42.6057
2023-09-12,43.8637
2023-09-13,46.136
2023-09-14,46.3885
2023-09-15,44.1745
2023-09-16,44.1745
2023-09-17,44.1745
2023-09-18,44.6738
2023-09-19,44.9733
2023-09-20,44.4998
2023-09-21,43.1877
2023-09-22,44.7459
2023-09-23,44.7459
2023-09-24,44.7459
2023-09-25,46.1794
2023-09-26,47.6159
2023-09-27,50.0514
2023-09-28,48.2346
2023-09-29,43.6002
2023-09-30,43.6002
2023-10-01,43.6002
2023-10-02,43.7218
2023-10-03,43.3831
2023-10-04,43.5769
2023-10-05,44.4294
2023-10-06,47.7291
2023-10-07,47.7291
2023-10-08,47.7291
2023-10-09,47.3964
2023-10-10,49.2566
2023-10-11,49.9174
2023-10-12,51.3762
2023-10-13,50.5983
2023-10-14,50.5983
2023-10-15,50.5983
2023-10-16,53.2353
2023-10-17,56.1667
2023-10-18,53.6455
2023-10-19,50.1935
2023-10-20,50.8644
2023-10-21,50.8644
2023-10-22,50.8644
2023-10-23,49.0695
2023-10-24,53.6366
2023-10-25,52.1014
2023-10-26,50.576
2023-10-27,48.4165
2023-10-28,48.4165
2023-10-29,48.4165
2023-10-30,48.6127
2023-10-31,49.8527
2023-11-01,50.2758
2023-11-02,49.3004
2023-11-03,50.4413
2023-11-04,50.4413
2023-11-05,50.4413
2023-11-06,50.7938
2023-11-07,51.3899
2023-11-08,48.7913
2023-11-09,45.2285
2023-11-10,45.0689
2023-11-11,45.0689
2023-11-12,45.0689
2023-11-13,46.941
2023-11-14,50.4922
2023-11-15,48.0131
2023-11-16,49.1288
2023-11-17,47.358
2023-11-18,47.358
2023-11-19,47.358
2023-11-20,48.9637
2023-11-21,46.9079
2023-11-22,47.4857
2023-11-23,47.4857
2023-11-24,47.5789
2023-11-25,47.5789
2023-11-26,47.5789
2023-11-27,46.8056
2023-11-28,44.2695
2023-11-29,43.9216
2023-11-30,45.1227
2023-12-01,49.1765
2023-12-02,49.1765
2023-12-03,49.1765
2023-12-04,54.5269
2023-12-05,52.8075
2023-12-06,50.5339
2023-12-07,52.3894
2023-12-08,51.5605
2023-12-09,51.5605
2023-12-10,51.5605
2023-12-11,51.1277
2023-12-12,52.5826
2023-12-13,54.2315
2023-12-14,55.2443
2023-12-15,52.0373
2023-12-16,52.0373
2023-12-17,52.0373
2023-12-18,53.2668
2023-12-19,54.7788
2023-12-20,53.7551
2023-12-21,56.4589
2023-12-22,57.0712
2023-12-23,57.0712
2023-12-24,57.0712
2023-12-25,57.0712
2023-12-26,56.3822
2023-12-27,56.7168
2023-12-28,56.5787
2023-12-29,54.5177
2023-12-30,54.5177
2023-12-31,54.5177
2024-01-01,54.5177
2024-01-02,56.6157
2024-01-03,51.654
2024-01-04,52.4056
2024-01-05,47.1279
2024-01-06,47.1279
2024-01-07,47.1279
2024-01-08,48.3864
2024-01-09,49.0423
2024-01-10,49.8731
2024-01-11,47.3923
2024-01-12,49.3053
2024-01-13,49.3053
2024-01-14,49.3053
2024-01-15,49.3053
2024-01-16,47.9391
2024-01-17,47.3421
2024-01-18,47.1488
2024-01-19,49.4952
2024-01-20,49.4952
2024-01-21,49.4952
2024-01-22,53.8702
2024-01-23,54.9865
2024-01-24,54.7063
2024-01-25,57.6336
2024-01-26,58.3185
2024-01-27,58.3185
2024-01-28,58.3185
2024-01-29,59.6223
2024-01-30,57.209
2024-01-31,53.4388
2024-02-01,55.8608
2024-02-02,53.9545
2024-02-03,53.9545
2024-02-04,53.9545
2024-02-05,53.8376
2024-02-06,56.4269
2024-02-07,56.4508
2024-02-08,67.339
2024-02-09,66.9567
2024-02-10,66.9567
2024-02-11,66.9567
2024-02-12,64.8478
2024-02-13,61.0101
2024-02-14,62.8742
2024-02-15,64.5359
2024-02-16,65.0749
2024-02-17,65.0749
2024-02-18,65.0749
2024-02-19,65.0749
2024-02-20,64.0125
2024-02-21,64.8407
2024-02-22,65.0135
2024-02-23,65.5237
2024-02-24,65.5237
2024-02-25,65.5237
2024-02-26,65.9411
2024-02-27,65.5621
2024-02-28,64.665
2024-02-29,64.665
2024-03-01,65.6529
2024-03-02,65.6529
2024-03-03,65.6529
2024-03-04,68.6982
2024-03-05,66.267
2024-03-06,66.5319
2024-03-07,68.4692
2024-03-08,70.0829
2024-03-09,70.0829
2024-03-10,70.0829
2024-03-11,71.3093
2024-03-12,69.8617
2024-03-13,71.1576
2024-03-14,67.7197
2024-03-15,68.6884
2024-03-16,68.6884
2024-03-17,68.6884
2024-03-18,65.4379
2024-03-19,65.2229
2024-03-20,64.6892
2024-03-21,65.547
2024-03-22,63.5042
2024-03-23,63.5042
2024-03-24,63.5042
2024-03-25,58.6034
2024-03-26,59.4039
2024-03-27,60.6145
2024-03-28,60.4074
2024-03-29,60.4074
2024-03-30,60.4074
2024-03-31,60.4074
2024-04-01,57.8381
2024-04-02,53.2578
2024-04-03,51.9465
2024-04-04,52.7414
2024-04-05,51.1654
2024-04-06,51.1654
2024-04-07,51.1654
2024-04-08,49.8924
