,CCBG US Equity
2023-03-19,41.5567
2023-03-20,41.6979
2023-03-21,44.1735
2023-03-22,41.7702
2023-03-23,40.4483
2023-03-24,42.7394
2023-03-25,42.7394
2023-03-26,42.7394
2023-03-27,42.8772
2023-03-28,42.4545
2023-03-29,41.0165
2023-03-30,38.9095
2023-03-31,41.1891
2023-04-01,41.1891
2023-04-02,41.1891
2023-04-03,42.5134
2023-04-04,41.1657
2023-04-05,41.7535
2023-04-06,41.7911
2023-04-07,41.7911
2023-04-08,41.7911
2023-04-09,41.7911
2023-04-10,42.6337
2023-04-11,41.2033
2023-04-12,41.2432
2023-04-13,41.4902
2023-04-14,39.7888
2023-04-15,39.7888
2023-04-16,39.7888
2023-04-17,40.9771
2023-04-18,40.0999
2023-04-19,42.8423
2023-04-20,41.8363
2023-04-21,40.4374
2023-04-22,40.4374
2023-04-23,40.4374
2023-04-24,41.2162
2023-04-25,45.2096
2023-04-26,48.1403
2023-04-27,49.1149
2023-04-28,48.7987
2023-04-29,48.7987
2023-04-30,48.7987
2023-05-01,51.2863
2023-05-02,44.3978
2023-05-03,44.901
2023-05-04,44.7514
2023-05-05,49.0381
2023-05-06,49.0381
2023-05-07,49.0381
2023-05-08,46.3832
2023-05-09,45.4184
2023-05-10,45.772
2023-05-11,43.8894
2023-05-12,46.4525
2023-05-13,46.4525
2023-05-14,46.4525
2023-05-15,46.3309
2023-05-16,45.9266
2023-05-17,51.0583
2023-05-18,49.8906
2023-05-19,48.3957
2023-05-20,48.3957
2023-05-21,48.3957
2023-05-22,49.56
2023-05-23,49.9935
2023-05-24,48.4045
2023-05-25,48.1407
2023-05-26,49.0386
2023-05-27,49.0386
2023-05-28,49.0386
2023-05-29,49.0386
2023-05-30,49.329
2023-05-31,49.329
2023-06-01,51.0096
2023-06-02,57.5817
2023-06-03,57.5817
2023-06-04,57.5817
2023-06-05,52.5623
2023-06-06,56.015
2023-06-07,59.9297
2023-06-08,57.1801
2023-06-09,55.1375
2023-06-10,55.1375
2023-06-11,55.1375
2023-06-12,54.477
2023-06-13,56.1088
2023-06-14,53.4354
2023-06-15,55.3761
2023-06-16,54.101
2023-06-17,54.101
2023-06-18,54.101
2023-06-19,54.101
2023-06-20,53.4795
2023-06-21,53.1009
2023-06-22,50.0754
2023-06-23,50.4003
2023-06-24,50.4003
2023-06-25,50.4003
2023-06-26,48.6155
2023-06-27,49.3576
2023-06-28,48.0417
2023-06-29,49.0946
2023-06-30,49.4479
2023-07-01,49.4479
2023-07-02,49.4479
2023-07-03,50.5136
2023-07-04,50.5136
2023-07-05,49.0233
2023-07-06,46.8772
2023-07-07,48.7929
2023-07-08,48.7929
2023-07-09,48.7929
2023-07-10,50.5721
2023-07-11,53.1733
2023-07-12,54.5982
2023-07-13,53.9741
2023-07-14,52.2908
2023-07-15,52.2908
2023-07-16,52.2908
2023-07-17,54.5928
2023-07-18,57.2009
2023-07-19,55.7216
2023-07-20,56.1959
2023-07-21,55.6877
2023-07-22,55.6877
2023-07-23,55.6877
2023-07-24,56.4445
2023-07-25,54.411
2023-07-26,55.5847
2023-07-27,52.603
2023-07-28,51.0998
2023-07-29,51.0998
2023-07-30,51.0998
2023-07-31,53.2062
2023-08-01,51.7269
2023-08-02,52.0476
2023-08-03,51.6218
2023-08-04,51.2244
2023-08-05,51.2244
2023-08-06,51.2244
2023-08-07,52.2613
2023-08-08,50.9177
2023-08-09,50.4702
2023-08-10,49.8658
2023-08-11,50.2127
2023-08-12,50.2127
2023-08-13,50.2127
2023-08-14,51.1072
2023-08-15,46.5209
2023-08-16,45.247
2023-08-17,45.4142
2023-08-18,47.8046
2023-08-19,47.8046
2023-08-20,47.8046
2023-08-21,45.4949
2023-08-22,43.6167
2023-08-23,45.2452
2023-08-24,45.3708
2023-08-25,45.1921
2023-08-26,45.1921
2023-08-27,45.1921
2023-08-28,46.6272
2023-08-29,47.4468
2023-08-30,46.5516
2023-08-31,47.3557
2023-09-01,48.9877
2023-09-02,48.9877
2023-09-03,48.9877
2023-09-04,48.9877
2023-09-05,49.0759
2023-09-06,46.3777
2023-09-07,45.1914
2023-09-08,46.6136
2023-09-09,46.6136
2023-09-10,46.6136
2023-09-11,47.8273
2023-09-12,47.3986
2023-09-13,45.4998
2023-09-14,48.218
2023-09-15,47.9144
2023-09-16,47.9144
2023-09-17,47.9144
2023-09-18,45.3808
2023-09-19,43.8614
2023-09-20,43.5438
2023-09-21,41.9722
2023-09-22,42.188
2023-09-23,42.188
2023-09-24,42.188
2023-09-25,44.9928
2023-09-26,44.7386
2023-09-27,45.2188
2023-09-28,47.0182
2023-09-29,47.4905
2023-09-30,47.4905
2023-10-01,47.4905
2023-10-02,46.4902
2023-10-03,46.3459
2023-10-04,48.0686
2023-10-05,51.0082
2023-10-06,49.5069
2023-10-07,49.5069
2023-10-08,49.5069
2023-10-09,49.5069
2023-10-10,49.8338
2023-10-11,50.3876
2023-10-12,47.6145
2023-10-13,44.4858
2023-10-14,44.4858
2023-10-15,44.4858
2023-10-16,48.124
2023-10-17,49.9006
2023-10-18,49.9006
2023-10-19,51.0612
2023-10-20,46.0455
2023-10-21,46.0455
2023-10-22,46.0455
2023-10-23,45.6742
2023-10-24,38.2547
2023-10-25,36.3499
2023-10-26,43.6998
2023-10-27,42.1252
2023-10-28,42.1252
2023-10-29,42.1252
2023-10-30,43.3194
2023-10-31,45.2087
2023-11-01,44.6587
2023-11-02,48.5842
2023-11-03,49.7194
2023-11-04,49.7194
2023-11-05,49.7194
2023-11-06,50.3272
2023-11-07,48.006
2023-11-08,47.6532
2023-11-09,45.5374
2023-11-10,46.2112
2023-11-11,46.2112
2023-11-12,46.2112
2023-11-13,45.6658
2023-11-14,49.8233
2023-11-15,47.9072
2023-11-16,43.3124
2023-11-17,43.7484
2023-11-18,43.7484
2023-11-19,43.7484
2023-11-20,45.1026
2023-11-21,42.1562
2023-11-22,41.4163
2023-11-23,41.4163
2023-11-24,42.5056
2023-11-25,42.5056
2023-11-26,42.5056
2023-11-27,42.5976
2023-11-28,40.8397
2023-11-29,42.4462
2023-11-30,41.1212
2023-12-01,46.4793
2023-12-02,46.4793
2023-12-03,46.4793
2023-12-04,48.9999
2023-12-05,47.8527
2023-12-06,47.2619
2023-12-07,48.9727
2023-12-08,49.5371
2023-12-09,49.5371
2023-12-10,49.5371
2023-12-11,50.3488
2023-12-12,49.6874
2023-12-13,53.1494
2023-12-14,56.6927
2023-12-15,55.3925
2023-12-16,55.3925
2023-12-17,55.3925
2023-12-18,55.5682
2023-12-19,57.9009
2023-12-20,55.4645
2023-12-21,56.6649
2023-12-22,57.0414
2023-12-23,57.0414
2023-12-24,57.0414
2023-12-25,57.0414
2023-12-26,58.1359
2023-12-27,56.734
2023-12-28,56.2198
2023-12-29,51.0425
2023-12-30,51.0425
2023-12-31,51.0425
2024-01-01,51.0425
2024-01-02,51.1988
2024-01-03,46.9721
2024-01-04,45.4412
2024-01-05,47.4995
2024-01-06,47.4995
2024-01-07,47.4995
2024-01-08,47.5404
2024-01-09,45.697
2024-01-10,46.0862
2024-01-11,44.5447
2024-01-12,43.1579
2024-01-13,43.1579
2024-01-14,43.1579
2024-01-15,43.1579
2024-01-16,42.7345
2024-01-17,42.5904
2024-01-18,41.6461
2024-01-19,43.1994
2024-01-20,43.1994
2024-01-21,43.1994
2024-01-22,47.1869
2024-01-23,49.8438
2024-01-24,56.5855
2024-01-25,57.8526
2024-01-26,57.8526
2024-01-27,57.8526
2024-01-28,57.8526
2024-01-29,54.4511
2024-01-30,52.883
2024-01-31,48.8528
2024-02-01,48.6751
2024-02-02,47.8471
2024-02-03,47.8471
2024-02-04,47.8471
2024-02-05,46.4608
2024-02-06,46.2475
2024-02-07,44.8973
2024-02-08,47.3655
2024-02-09,49.7718
2024-02-10,49.7718
2024-02-11,49.7718
2024-02-12,52.0401
2024-02-13,45.582
2024-02-14,47.792
2024-02-15,50.9028
2024-02-16,49.6715
2024-02-17,49.6715
2024-02-18,49.6715
2024-02-19,49.6715
2024-02-20,48.8781
2024-02-21,48.3455
2024-02-22,46.5422
2024-02-23,46.9516
2024-02-24,46.9516
2024-02-25,46.9516
2024-02-26,47.2177
2024-02-27,46.5619
2024-02-28,46.4916
2024-02-29,49.4155
2024-03-01,48.8188
2024-03-02,48.8188
2024-03-03,48.8188
2024-03-04,47.0555
2024-03-05,49.8284
2024-03-06,49.0794
2024-03-07,49.6664
2024-03-08,50.1851
2024-03-09,50.1851
2024-03-10,50.1851
2024-03-11,49.0586
2024-03-12,48.8157
2024-03-13,48.6082
2024-03-14,45.5256
2024-03-15,43.989
2024-03-16,43.989
2024-03-17,43.989
2024-03-18,44.8808
2024-03-19,45.7741
2024-03-20,49.1398
2024-03-21,50.3304
2024-03-22,46.8837
2024-03-23,46.8837
2024-03-24,46.8837
2024-03-25,48.2215
2024-03-26,46.2768
2024-03-27,48.7567
2024-03-28,48.8829
2024-03-29,48.8829
2024-03-30,48.8829
2024-03-31,48.8829
2024-04-01,48.4303
2024-04-02,47.2375
2024-04-03,47.2375
2024-04-04,47.7127
2024-04-05,46.4573
2024-04-06,46.4573
2024-04-07,46.4573
2024-04-08,46.9058
