,TGSU2 AR Equity
2022-09-26,47.6235
2022-09-27,47.6235
2022-09-28,47.6235
2022-09-29,47.6235
2022-09-30,40.972
2022-10-01,40.972
2022-10-02,40.972
2022-10-03,40.972
2022-10-04,40.972
2022-10-05,40.972
2022-10-06,40.972
2022-10-07,40.972
2022-10-08,40.972
2022-10-09,40.972
2022-10-10,40.972
2022-10-11,40.972
2022-10-12,40.972
2022-10-13,40.972
2022-10-14,40.972
2022-10-15,40.972
2022-10-16,40.972
2022-10-17,40.972
2022-10-18,40.972
2022-10-19,40.972
2022-10-20,40.972
2022-10-21,40.972
2022-10-22,40.972
2022-10-23,40.972
2022-10-24,40.972
2022-10-25,40.972
2022-10-26,40.972
2022-10-27,40.972
2022-10-28,40.972
2022-10-29,40.972
2022-10-30,40.972
2022-10-31,40.972
2022-11-01,40.972
2022-11-02,40.972
2022-11-03,40.972
2022-11-04,40.972
2022-11-05,40.972
2022-11-06,40.972
2022-11-07,40.972
2022-11-08,40.972
2022-11-09,40.972
2022-11-10,40.972
2022-11-11,40.972
2022-11-12,40.972
2022-11-13,40.972
2022-11-14,40.972
2022-11-15,40.972
2022-11-16,40.972
2022-11-17,40.972
2022-11-18,40.972
2022-11-19,40.972
2022-11-20,40.972
2022-11-21,40.972
2022-11-22,40.972
2022-11-23,40.972
2022-11-24,40.972
2022-11-25,40.972
2022-11-26,40.972
2022-11-27,40.972
2022-11-28,40.972
2022-11-29,40.972
2022-11-30,40.972
2022-12-01,40.972
2022-12-02,40.972
2022-12-03,40.972
2022-12-04,40.972
2022-12-05,40.972
2022-12-06,40.972
2022-12-07,40.972
2022-12-08,40.972
2022-12-09,40.972
2022-12-10,40.972
2022-12-11,40.972
2022-12-12,40.972
2022-12-13,40.972
2022-12-14,40.972
2022-12-15,40.972
2022-12-16,40.972
2022-12-17,40.972
2022-12-18,40.972
2022-12-19,40.972
2022-12-20,40.972
2022-12-21,40.972
2022-12-22,40.972
2022-12-23,40.972
2022-12-24,40.972
2022-12-25,40.972
2022-12-26,40.972
2022-12-27,40.972
2022-12-28,40.972
2022-12-29,40.972
2022-12-30,40.972
2022-12-31,12.5776
2023-01-01,12.5776
2023-01-02,12.5776
2023-01-03,12.5776
2023-01-04,12.5776
2023-01-05,12.5776
2023-01-06,12.5776
2023-01-07,12.5776
2023-01-08,12.5776
2023-01-09,12.5776
2023-01-10,12.5776
2023-01-11,12.5776
2023-01-12,12.5776
2023-01-13,12.5776
2023-01-14,12.5776
2023-01-15,12.5776
2023-01-16,12.5776
2023-01-17,12.5776
2023-01-18,12.5776
2023-01-19,12.5776
2023-01-20,12.5776
2023-01-21,12.5776
2023-01-22,12.5776
2023-01-23,12.5776
2023-01-24,12.5776
2023-01-25,12.5776
2023-01-26,12.5776
2023-01-27,12.5776
2023-01-28,12.5776
2023-01-29,12.5776
2023-01-30,12.5776
2023-01-31,12.5776
2023-02-01,12.5776
2023-02-02,12.5776
2023-02-03,12.5776
2023-02-04,12.5776
2023-02-05,12.5776
2023-02-06,12.5776
2023-02-07,12.5776
2023-02-08,12.5776
2023-02-09,12.5776
2023-02-10,12.5776
2023-02-11,12.5776
2023-02-12,12.5776
2023-02-13,12.5776
2023-02-14,12.5776
2023-02-15,12.5776
2023-02-16,12.5776
2023-02-17,12.5776
2023-02-18,12.5776
2023-02-19,12.5776
2023-02-20,12.5776
2023-02-21,12.5776
2023-02-22,12.5776
2023-02-23,12.5776
2023-02-24,12.5776
2023-02-25,12.5776
2023-02-26,12.5776
2023-02-27,12.5776
2023-02-28,12.5776
2023-03-01,12.5776
2023-03-02,12.5776
2023-03-03,12.5776
2023-03-04,12.5776
2023-03-05,12.5776
2023-03-06,12.5776
2023-03-07,12.5776
2023-03-08,12.5776
2023-03-09,12.5776
2023-03-10,12.5776
2023-03-11,12.5776
2023-03-12,12.5776
2023-03-13,12.5776
2023-03-14,12.5776
2023-03-15,12.5776
2023-03-16,12.5776
2023-03-17,12.5776
2023-03-18,12.5776
2023-03-19,12.5776
2023-03-20,12.5776
2023-03-21,12.5776
2023-03-22,12.5776
2023-03-23,12.5776
2023-03-24,12.5776
2023-03-25,12.5776
2023-03-26,12.5776
2023-03-27,12.5776
2023-03-28,12.5776
2023-03-29,12.5776
2023-03-30,12.5776
2023-03-31,15.7898
2023-04-01,15.7898
2023-04-02,15.7898
2023-04-03,15.7898
2023-04-04,15.7898
2023-04-05,15.7898
2023-04-06,15.7898
2023-04-07,15.7898
2023-04-08,15.7898
2023-04-09,15.7898
2023-04-10,15.7898
2023-04-11,15.7898
2023-04-12,15.7898
2023-04-13,15.7898
2023-04-14,15.7898
2023-04-15,15.7898
2023-04-16,15.7898
2023-04-17,15.7898
2023-04-18,15.7898
2023-04-19,15.7898
2023-04-20,15.7898
2023-04-21,15.7898
2023-04-22,15.7898
2023-04-23,15.7898
2023-04-24,15.7898
2023-04-25,15.7898
2023-04-26,15.7898
2023-04-27,15.7898
2023-04-28,15.7898
2023-04-29,15.7898
2023-04-30,15.7898
2023-05-01,15.7898
2023-05-02,15.7898
2023-05-03,15.7898
2023-05-04,15.7898
2023-05-05,15.7898
2023-05-06,15.7898
2023-05-07,15.7898
2023-05-08,15.7898
2023-05-09,15.7898
2023-05-10,15.7898
2023-05-11,15.7898
2023-05-12,15.7898
2023-05-13,15.7898
2023-05-14,15.7898
2023-05-15,15.7898
2023-05-16,15.7898
2023-05-17,15.7898
2023-05-18,15.7898
2023-05-19,15.7898
2023-05-20,15.7898
2023-05-21,15.7898
2023-05-22,15.7898
2023-05-23,15.7898
2023-05-24,15.7898
2023-05-25,15.7898
2023-05-26,15.7898
2023-05-27,15.7898
2023-05-28,15.7898
2023-05-29,15.7898
2023-05-30,15.7898
2023-05-31,15.7898
2023-06-01,15.7898
2023-06-02,15.7898
2023-06-03,15.7898
2023-06-04,15.7898
2023-06-05,15.7898
2023-06-06,15.7898
2023-06-07,15.7898
2023-06-08,15.7898
2023-06-09,15.7898
2023-06-10,15.7898
2023-06-11,15.7898
2023-06-12,15.7898
2023-06-13,15.7898
2023-06-14,15.7898
2023-06-15,15.7898
2023-06-16,15.7898
2023-06-17,15.7898
2023-06-18,15.7898
2023-06-19,15.7898
2023-06-20,15.7898
2023-06-21,15.7898
2023-06-22,15.7898
2023-06-23,15.7898
2023-06-24,15.7898
2023-06-25,15.7898
2023-06-26,15.7898
2023-06-27,15.7898
2023-06-28,15.7898
2023-06-29,15.7898
2023-06-30,12.8071
2023-07-01,12.8071
2023-07-02,12.8071
2023-07-03,12.8071
2023-07-04,12.8071
2023-07-05,12.8071
2023-07-06,12.8071
2023-07-07,12.8071
2023-07-08,12.8071
2023-07-09,12.8071
2023-07-10,12.8071
2023-07-11,12.8071
2023-07-12,12.8071
2023-07-13,12.8071
2023-07-14,12.8071
2023-07-15,12.8071
2023-07-16,12.8071
2023-07-17,12.8071
2023-07-18,12.8071
2023-07-19,12.8071
2023-07-20,12.8071
2023-07-21,12.8071
2023-07-22,12.8071
2023-07-23,12.8071
2023-07-24,12.8071
2023-07-25,12.8071
2023-07-26,12.8071
2023-07-27,12.8071
2023-07-28,12.8071
2023-07-29,12.8071
2023-07-30,12.8071
2023-07-31,12.8071
2023-08-01,12.8071
2023-08-02,12.8071
2023-08-03,12.8071
2023-08-04,12.8071
2023-08-05,12.8071
2023-08-06,12.8071
2023-08-07,12.8071
2023-08-08,12.8071
2023-08-09,12.8071
2023-08-10,12.8071
2023-08-11,12.8071
2023-08-12,12.8071
2023-08-13,12.8071
2023-08-14,12.8071
2023-08-15,12.8071
2023-08-16,12.8071
2023-08-17,12.8071
2023-08-18,12.8071
2023-08-19,12.8071
2023-08-20,12.8071
2023-08-21,12.8071
2023-08-22,12.8071
2023-08-23,12.8071
2023-08-24,12.8071
2023-08-25,12.8071
2023-08-26,12.8071
2023-08-27,12.8071
2023-08-28,12.8071
2023-08-29,12.8071
2023-08-30,12.8071
2023-08-31,12.8071
2023-09-01,12.8071
2023-09-02,12.8071
2023-09-03,12.8071
2023-09-04,12.8071
2023-09-05,12.8071
2023-09-06,12.8071
2023-09-07,12.8071
2023-09-08,12.8071
2023-09-09,12.8071
2023-09-10,12.8071
2023-09-11,12.8071
2023-09-12,12.8071
2023-09-13,12.8071
2023-09-14,12.8071
2023-09-15,12.8071
2023-09-16,12.8071
2023-09-17,12.8071
2023-09-18,12.8071
2023-09-19,12.8071
2023-09-20,12.8071
2023-09-21,12.8071
2023-09-22,12.8071
2023-09-23,12.8071
2023-09-24,12.8071
2023-09-25,12.8071
2023-09-26,12.8071
2023-09-27,12.8071
2023-09-28,12.8071
2023-09-29,12.8071
2023-09-30,8.028
2023-10-01,8.028
2023-10-02,8.028
2023-10-03,8.028
2023-10-04,8.028
2023-10-05,8.028
2023-10-06,8.028
2023-10-07,8.028
2023-10-08,8.028
2023-10-09,8.028
2023-10-10,8.028
2023-10-11,8.028
2023-10-12,8.028
2023-10-13,8.028
2023-10-14,8.028
2023-10-15,8.028
2023-10-16,8.028
2023-10-17,8.028
2023-10-18,8.028
2023-10-19,8.028
2023-10-20,8.028
2023-10-21,8.028
2023-10-22,8.028
2023-10-23,8.028
2023-10-24,8.028
2023-10-25,8.028
2023-10-26,8.028
2023-10-27,8.028
2023-10-28,8.028
2023-10-29,8.028
2023-10-30,8.028
2023-10-31,8.028
2023-11-01,8.028
2023-11-02,8.028
2023-11-03,8.028
2023-11-04,8.028
2023-11-05,8.028
2023-11-06,8.028
2023-11-07,8.028
2023-11-08,8.028
2023-11-09,8.028
2023-11-10,8.028
2023-11-11,8.028
2023-11-12,8.028
2023-11-13,8.028
2023-11-14,8.028
2023-11-15,8.028
2023-11-16,8.028
2023-11-17,8.028
2023-11-18,8.028
2023-11-19,8.028
2023-11-20,8.028
2023-11-21,8.028
2023-11-22,8.028
2023-11-23,8.028
2023-11-24,8.028
2023-11-25,8.028
2023-11-26,8.028
2023-11-27,8.028
2023-11-28,8.028
2023-11-29,8.028
2023-11-30,8.028
2023-12-01,8.028
2023-12-02,8.028
2023-12-03,8.028
2023-12-04,8.028
2023-12-05,8.028
2023-12-06,8.028
2023-12-07,8.028
2023-12-08,8.028
2023-12-09,8.028
2023-12-10,8.028
2023-12-11,8.028
2023-12-12,8.028
2023-12-13,8.028
2023-12-14,8.028
2023-12-15,8.028
2023-12-16,8.028
2023-12-17,8.028
2023-12-18,8.028
2023-12-19,8.028
2023-12-20,8.028
2023-12-21,8.028
2023-12-22,8.028
2023-12-23,8.028
2023-12-24,8.028
2023-12-25,8.028
2023-12-26,8.028
2023-12-27,8.028
2023-12-28,8.028
2023-12-29,8.028
2023-12-30,8.028
2023-12-31,8.028
2024-01-01,8.028
2024-01-02,8.028
2024-01-03,8.028
2024-01-04,8.028
2024-01-05,8.028
2024-01-06,8.028
2024-01-07,8.028
2024-01-08,8.028
2024-01-09,8.028
2024-01-10,8.028
2024-01-11,8.028
2024-01-12,8.028
2024-01-13,8.028
2024-01-14,8.028
2024-01-15,8.028
2024-01-16,8.028
2024-01-17,8.028
2024-01-18,8.028
2024-01-19,8.028
2024-01-20,8.028
2024-01-21,8.028
2024-01-22,8.028
2024-01-23,8.028
2024-01-24,8.028
2024-01-25,8.028
2024-01-26,8.028
2024-01-27,8.028
2024-01-28,8.028
2024-01-29,8.028
2024-01-30,8.028
2024-01-31,8.028
2024-02-01,8.028
2024-02-02,8.028
2024-02-03,8.028
2024-02-04,8.028
2024-02-05,8.028
2024-02-06,8.028
2024-02-07,8.028
2024-02-08,8.028
2024-02-09,8.028
2024-02-10,8.028
2024-02-11,8.028
2024-02-12,8.028
2024-02-13,8.028
2024-02-14,8.028
2024-02-15,8.028
2024-02-16,8.028
2024-02-17,8.028
2024-02-18,8.028
2024-02-19,8.028
2024-02-20,8.028
2024-02-21,8.028
2024-02-22,8.028
2024-02-23,8.028
2024-02-24,8.028
2024-02-25,8.028
2024-02-26,8.028
2024-02-27,8.028
2024-02-28,8.028
2024-02-29,8.028
2024-03-01,8.028
2024-03-02,8.028
2024-03-03,8.028
2024-03-04,8.028
2024-03-05,8.028
2024-03-06,8.028
2024-03-07,8.028
2024-03-08,8.028
2024-03-09,8.028
2024-03-10,8.028
2024-03-11,8.028
2024-03-12,8.028
2024-03-13,8.028
2024-03-14,8.028
2024-03-15,8.028
2024-03-16,8.028
2024-03-17,8.028
2024-03-18,8.028
2024-03-19,8.028
2024-03-20,8.028
2024-03-21,8.028
