,TGSU2 AR Equity
2013-03-09,11.6742
2013-03-10,11.6742
2013-03-11,11.6742
2013-03-12,11.6742
2013-03-13,11.6742
2013-03-14,11.6742
2013-03-15,11.6742
2013-03-16,11.6742
2013-03-17,11.6742
2013-03-18,11.6742
2013-03-19,11.6742
2013-03-20,11.6742
2013-03-21,11.6742
2013-03-22,11.6742
2013-03-23,11.6742
2013-03-24,11.6742
2013-03-25,11.6742
2013-03-26,11.6742
2013-03-27,11.6742
2013-03-28,11.6742
2013-03-29,11.6742
2013-03-30,11.6742
2013-03-31,13.2086
2013-04-01,13.2086
2013-04-02,13.2086
2013-04-03,13.2086
2013-04-04,13.2086
2013-04-05,13.2086
2013-04-06,13.2086
2013-04-07,13.2086
2013-04-08,13.2086
2013-04-09,13.2086
2013-04-10,13.2086
2013-04-11,13.2086
2013-04-12,13.2086
2013-04-13,13.2086
2013-04-14,13.2086
2013-04-15,13.2086
2013-04-16,13.2086
2013-04-17,13.2086
2013-04-18,13.2086
2013-04-19,13.2086
2013-04-20,13.2086
2013-04-21,13.2086
2013-04-22,13.2086
2013-04-23,13.2086
2013-04-24,13.2086
2013-04-25,13.2086
2013-04-26,13.2086
2013-04-27,13.2086
2013-04-28,13.2086
2013-04-29,13.2086
2013-04-30,13.2086
2013-05-01,13.2086
2013-05-02,13.2086
2013-05-03,13.2086
2013-05-04,13.2086
2013-05-05,13.2086
2013-05-06,13.2086
2013-05-07,13.2086
2013-05-08,13.2086
2013-05-09,13.2086
2013-05-10,13.2086
2013-05-11,13.2086
2013-05-12,13.2086
2013-05-13,13.2086
2013-05-14,13.2086
2013-05-15,13.2086
2013-05-16,13.2086
2013-05-17,13.2086
2013-05-18,13.2086
2013-05-19,13.2086
2013-05-20,13.2086
2013-05-21,13.2086
2013-05-22,13.2086
2013-05-23,13.2086
2013-05-24,13.2086
2013-05-25,13.2086
2013-05-26,13.2086
2013-05-27,13.2086
2013-05-28,13.2086
2013-05-29,13.2086
2013-05-30,13.2086
2013-05-31,13.2086
2013-06-01,13.2086
2013-06-02,13.2086
2013-06-03,13.2086
2013-06-04,13.2086
2013-06-05,13.2086
2013-06-06,13.2086
2013-06-07,13.2086
2013-06-08,13.2086
2013-06-09,13.2086
2013-06-10,13.2086
2013-06-11,13.2086
2013-06-12,13.2086
2013-06-13,13.2086
2013-06-14,13.2086
2013-06-15,13.2086
2013-06-16,13.2086
2013-06-17,13.2086
2013-06-18,13.2086
2013-06-19,13.2086
2013-06-20,13.2086
2013-06-21,13.2086
2013-06-22,13.2086
2013-06-23,13.2086
2013-06-24,13.2086
2013-06-25,13.2086
2013-06-26,13.2086
2013-06-27,13.2086
2013-06-28,13.2086
2013-06-29,13.2086
2013-06-30,11.1942
2013-07-01,11.1942
2013-07-02,11.1942
2013-07-03,11.1942
2013-07-04,11.1942
2013-07-05,11.1942
2013-07-06,11.1942
2013-07-07,11.1942
2013-07-08,11.1942
2013-07-09,11.1942
2013-07-10,11.1942
2013-07-11,11.1942
2013-07-12,11.1942
2013-07-13,11.1942
2013-07-14,11.1942
2013-07-15,11.1942
2013-07-16,11.1942
2013-07-17,11.1942
2013-07-18,11.1942
2013-07-19,11.1942
2013-07-20,11.1942
2013-07-21,11.1942
2013-07-22,11.1942
2013-07-23,11.1942
2013-07-24,11.1942
2013-07-25,11.1942
2013-07-26,11.1942
2013-07-27,11.1942
2013-07-28,11.1942
2013-07-29,11.1942
2013-07-30,11.1942
2013-07-31,11.1942
2013-08-01,11.1942
2013-08-02,11.1942
2013-08-03,11.1942
2013-08-04,11.1942
2013-08-05,11.1942
2013-08-06,11.1942
2013-08-07,11.1942
2013-08-08,11.1942
2013-08-09,11.1942
2013-08-10,11.1942
2013-08-11,11.1942
2013-08-12,11.1942
2013-08-13,11.1942
2013-08-14,11.1942
2013-08-15,11.1942
2013-08-16,11.1942
2013-08-17,11.1942
2013-08-18,11.1942
2013-08-19,11.1942
2013-08-20,11.1942
2013-08-21,11.1942
2013-08-22,11.1942
2013-08-23,11.1942
2013-08-24,11.1942
2013-08-25,11.1942
2013-08-26,11.1942
2013-08-27,11.1942
2013-08-28,11.1942
2013-08-29,11.1942
2013-08-30,11.1942
2013-08-31,11.1942
2013-09-01,11.1942
2013-09-02,11.1942
2013-09-03,11.1942
2013-09-04,11.1942
2013-09-05,11.1942
2013-09-06,11.1942
2013-09-07,11.1942
2013-09-08,11.1942
2013-09-09,11.1942
2013-09-10,11.1942
2013-09-11,11.1942
2013-09-12,11.1942
2013-09-13,11.1942
2013-09-14,11.1942
2013-09-15,11.1942
2013-09-16,11.1942
2013-09-17,11.1942
2013-09-18,11.1942
2013-09-19,11.1942
2013-09-20,11.1942
2013-09-21,11.1942
2013-09-22,11.1942
2013-09-23,11.1942
2013-09-24,11.1942
2013-09-25,11.1942
2013-09-26,11.1942
2013-09-27,11.1942
2013-09-28,11.1942
2013-09-29,11.1942
2013-09-30,7.4087
2013-10-01,7.4087
2013-10-02,7.4087
2013-10-03,7.4087
2013-10-04,7.4087
2013-10-05,7.4087
2013-10-06,7.4087
2013-10-07,7.4087
2013-10-08,7.4087
2013-10-09,7.4087
2013-10-10,7.4087
2013-10-11,7.4087
2013-10-12,7.4087
2013-10-13,7.4087
2013-10-14,7.4087
2013-10-15,7.4087
2013-10-16,7.4087
2013-10-17,7.4087
2013-10-18,7.4087
2013-10-19,7.4087
2013-10-20,7.4087
2013-10-21,7.4087
2013-10-22,7.4087
2013-10-23,7.4087
2013-10-24,7.4087
2013-10-25,7.4087
2013-10-26,7.4087
2013-10-27,7.4087
2013-10-28,7.4087
2013-10-29,7.4087
2013-10-30,7.4087
2013-10-31,7.4087
2013-11-01,7.4087
2013-11-02,7.4087
2013-11-03,7.4087
2013-11-04,7.4087
2013-11-05,7.4087
2013-11-06,7.4087
2013-11-07,7.4087
2013-11-08,7.4087
2013-11-09,7.4087
2013-11-10,7.4087
2013-11-11,7.4087
2013-11-12,7.4087
2013-11-13,7.4087
2013-11-14,7.4087
2013-11-15,7.4087
2013-11-16,7.4087
2013-11-17,7.4087
2013-11-18,7.4087
2013-11-19,7.4087
2013-11-20,7.4087
2013-11-21,7.4087
2013-11-22,7.4087
2013-11-23,7.4087
2013-11-24,7.4087
2013-11-25,7.4087
2013-11-26,7.4087
2013-11-27,7.4087
2013-11-28,7.4087
2013-11-29,7.4087
2013-11-30,7.4087
2013-12-01,7.4087
2013-12-02,7.4087
2013-12-03,7.4087
2013-12-04,7.4087
2013-12-05,7.4087
2013-12-06,7.4087
2013-12-07,7.4087
2013-12-08,7.4087
2013-12-09,7.4087
2013-12-10,7.4087
2013-12-11,7.4087
2013-12-12,7.4087
2013-12-13,7.4087
2013-12-14,7.4087
2013-12-15,7.4087
2013-12-16,7.4087
2013-12-17,7.4087
2013-12-18,7.4087
2013-12-19,7.4087
2013-12-20,7.4087
2013-12-21,7.4087
2013-12-22,7.4087
2013-12-23,7.4087
2013-12-24,7.4087
2013-12-25,7.4087
2013-12-26,7.4087
2013-12-27,7.4087
2013-12-28,7.4087
2013-12-29,7.4087
2013-12-30,7.4087
2013-12-31,5.2998
2014-01-01,5.2998
2014-01-02,5.2998
2014-01-03,5.2998
2014-01-04,5.2998
2014-01-05,5.2998
2014-01-06,5.2998
2014-01-07,5.2998
2014-01-08,5.2998
2014-01-09,5.2998
2014-01-10,5.2998
2014-01-11,5.2998
2014-01-12,5.2998
2014-01-13,5.2998
2014-01-14,5.2998
2014-01-15,5.2998
2014-01-16,5.2998
2014-01-17,5.2998
2014-01-18,5.2998
2014-01-19,5.2998
2014-01-20,5.2998
2014-01-21,5.2998
2014-01-22,5.2998
2014-01-23,5.2998
2014-01-24,5.2998
2014-01-25,5.2998
2014-01-26,5.2998
2014-01-27,5.2998
2014-01-28,5.2998
2014-01-29,5.2998
2014-01-30,5.2998
2014-01-31,5.2998
2014-02-01,5.2998
2014-02-02,5.2998
2014-02-03,5.2998
2014-02-04,5.2998
2014-02-05,5.2998
2014-02-06,5.2998
2014-02-07,5.2998
2014-02-08,5.2998
2014-02-09,5.2998
2014-02-10,5.2998
2014-02-11,5.2998
2014-02-12,5.2998
2014-02-13,5.2998
2014-02-14,5.2998
2014-02-15,5.2998
2014-02-16,5.2998
2014-02-17,5.2998
2014-02-18,5.2998
2014-02-19,5.2998
2014-02-20,5.2998
2014-02-21,5.2998
2014-02-22,5.2998
2014-02-23,5.2998
2014-02-24,5.2998
2014-02-25,5.2998
2014-02-26,5.2998
2014-02-27,5.2998
2014-02-28,5.2998
2014-03-01,5.2998
2014-03-02,5.2998
2014-03-03,5.2998
2014-03-04,5.2998
2014-03-05,5.2998
2014-03-06,5.2998
2014-03-07,5.2998
2014-03-08,5.2998
2014-03-09,5.2998
2014-03-10,5.2998
2014-03-11,5.2998
2014-03-12,5.2998
2014-03-13,5.2998
2014-03-14,5.2998
2014-03-15,5.2998
2014-03-16,5.2998
2014-03-17,5.2998
2014-03-18,5.2998
2014-03-19,5.2998
2014-03-20,5.2998
2014-03-21,5.2998
2014-03-22,5.2998
2014-03-23,5.2998
2014-03-24,5.2998
2014-03-25,5.2998
2014-03-26,5.2998
2014-03-27,5.2998
2014-03-28,5.2998
2014-03-29,5.2998
2014-03-30,5.2998
2014-03-31,-4.236
2014-04-01,-4.236
2014-04-02,-4.236
2014-04-03,-4.236
2014-04-04,-4.236
2014-04-05,-4.236
2014-04-06,-4.236
2014-04-07,-4.236
2014-04-08,-4.236
2014-04-09,-4.236
2014-04-10,-4.236
2014-04-11,-4.236
2014-04-12,-4.236
2014-04-13,-4.236
2014-04-14,-4.236
2014-04-15,-4.236
2014-04-16,-4.236
2014-04-17,-4.236
2014-04-18,-4.236
2014-04-19,-4.236
2014-04-20,-4.236
2014-04-21,-4.236
2014-04-22,-4.236
2014-04-23,-4.236
2014-04-24,-4.236
2014-04-25,-4.236
2014-04-26,-4.236
2014-04-27,-4.236
2014-04-28,-4.236
2014-04-29,-4.236
2014-04-30,-4.236
2014-05-01,-4.236
2014-05-02,-4.236
2014-05-03,-4.236
2014-05-04,-4.236
2014-05-05,-4.236
2014-05-06,-4.236
2014-05-07,-4.236
2014-05-08,-4.236
2014-05-09,-4.236
2014-05-10,-4.236
2014-05-11,-4.236
2014-05-12,-4.236
2014-05-13,-4.236
2014-05-14,-4.236
2014-05-15,-4.236
2014-05-16,-4.236
2014-05-17,-4.236
2014-05-18,-4.236
2014-05-19,-4.236
2014-05-20,-4.236
2014-05-21,-4.236
2014-05-22,-4.236
2014-05-23,-4.236
2014-05-24,-4.236
2014-05-25,-4.236
2014-05-26,-4.236
2014-05-27,-4.236
2014-05-28,-4.236
2014-05-29,-4.236
2014-05-30,-4.236
2014-05-31,-4.236
2014-06-01,-4.236
2014-06-02,-4.236
2014-06-03,-4.236
2014-06-04,-4.236
2014-06-05,-4.236
2014-06-06,-4.236
2014-06-07,-4.236
2014-06-08,-4.236
2014-06-09,-4.236
2014-06-10,-4.236
2014-06-11,-4.236
2014-06-12,-4.236
2014-06-13,-4.236
2014-06-14,-4.236
2014-06-15,-4.236
2014-06-16,-4.236
2014-06-17,-4.236
2014-06-18,-4.236
2014-06-19,-4.236
2014-06-20,-4.236
2014-06-21,-4.236
2014-06-22,-4.236
2014-06-23,-4.236
2014-06-24,-4.236
2014-06-25,-4.236
2014-06-26,-4.236
2014-06-27,-4.236
2014-06-28,-4.236
2014-06-29,-4.236
2014-06-30,2.5358
2014-07-01,2.5358
2014-07-02,2.5358
2014-07-03,2.5358
2014-07-04,2.5358
2014-07-05,2.5358
2014-07-06,2.5358
2014-07-07,2.5358
2014-07-08,2.5358
2014-07-09,2.5358
2014-07-10,2.5358
2014-07-11,2.5358
2014-07-12,2.5358
2014-07-13,2.5358
2014-07-14,2.5358
2014-07-15,2.5358
2014-07-16,2.5358
2014-07-17,2.5358
2014-07-18,2.5358
2014-07-19,2.5358
2014-07-20,2.5358
2014-07-21,2.5358
2014-07-22,2.5358
2014-07-23,2.5358
2014-07-24,2.5358
2014-07-25,2.5358
2014-07-26,2.5358
2014-07-27,2.5358
2014-07-28,2.5358
2014-07-29,2.5358
2014-07-30,2.5358
2014-07-31,2.5358
2014-08-01,2.5358
2014-08-02,2.5358
2014-08-03,2.5358
2014-08-04,2.5358
2014-08-05,2.5358
2014-08-06,2.5358
2014-08-07,2.5358
2014-08-08,2.5358
2014-08-09,2.5358
2014-08-10,2.5358
2014-08-11,2.5358
2014-08-12,2.5358
2014-08-13,2.5358
2014-08-14,2.5358
2014-08-15,2.5358
2014-08-16,2.5358
2014-08-17,2.5358
2014-08-18,2.5358
2014-08-19,2.5358
2014-08-20,2.5358
2014-08-21,2.5358
2014-08-22,2.5358
2014-08-23,2.5358
2014-08-24,2.5358
2014-08-25,2.5358
2014-08-26,2.5358
2014-08-27,2.5358
2014-08-28,2.5358
2014-08-29,2.5358
2014-08-30,2.5358
2014-08-31,2.5358
2014-09-01,2.5358
2014-09-02,2.5358
2014-09-03,2.5358
2014-09-04,2.5358
2014-09-05,2.5358
2014-09-06,2.5358
2014-09-07,2.5358
2014-09-08,2.5358
2014-09-09,2.5358
2014-09-10,2.5358
2014-09-11,2.5358
2014-09-12,2.5358
2014-09-13,2.5358
2014-09-14,2.5358
2014-09-15,2.5358
2014-09-16,2.5358
2014-09-17,2.5358
2014-09-18,2.5358
2014-09-19,2.5358
2014-09-20,2.5358
2014-09-21,2.5358
2014-09-22,2.5358
2014-09-23,2.5358
2014-09-24,2.5358
2014-09-25,2.5358
2014-09-26,2.5358
2014-09-27,2.5358
2014-09-28,2.5358
2014-09-29,2.5358
2014-09-30,6.7156
2014-10-01,6.7156
2014-10-02,6.7156
2014-10-03,6.7156
2014-10-04,6.7156
2014-10-05,6.7156
2014-10-06,6.7156
2014-10-07,6.7156
2014-10-08,6.7156
2014-10-09,6.7156
2014-10-10,6.7156
2014-10-11,6.7156
2014-10-12,6.7156
2014-10-13,6.7156
2014-10-14,6.7156
2014-10-15,6.7156
2014-10-16,6.7156
2014-10-17,6.7156
2014-10-18,6.7156
2014-10-19,6.7156
2014-10-20,6.7156
2014-10-21,6.7156
2014-10-22,6.7156
2014-10-23,6.7156
2014-10-24,6.7156
2014-10-25,6.7156
2014-10-26,6.7156
2014-10-27,6.7156
2014-10-28,6.7156
2014-10-29,6.7156
2014-10-30,6.7156
2014-10-31,6.7156
2014-11-01,6.7156
2014-11-02,6.7156
2014-11-03,6.7156
2014-11-04,6.7156
2014-11-05,6.7156
2014-11-06,6.7156
2014-11-07,6.7156
2014-11-08,6.7156
2014-11-09,6.7156
2014-11-10,6.7156
2014-11-11,6.7156
2014-11-12,6.7156
2014-11-13,6.7156
2014-11-14,6.7156
2014-11-15,6.7156
2014-11-16,6.7156
2014-11-17,6.7156
2014-11-18,6.7156
2014-11-19,6.7156
2014-11-20,6.7156
2014-11-21,6.7156
2014-11-22,6.7156
2014-11-23,6.7156
2014-11-24,6.7156
2014-11-25,6.7156
2014-11-26,6.7156
2014-11-27,6.7156
2014-11-28,6.7156
2014-11-29,6.7156
2014-11-30,6.7156
2014-12-01,6.7156
2014-12-02,6.7156
2014-12-03,6.7156
2014-12-04,6.7156
2014-12-05,6.7156
2014-12-06,6.7156
2014-12-07,6.7156
2014-12-08,6.7156
2014-12-09,6.7156
2014-12-10,6.7156
2014-12-11,6.7156
2014-12-12,6.7156
2014-12-13,6.7156
2014-12-14,6.7156
2014-12-15,6.7156
2014-12-16,6.7156
2014-12-17,6.7156
2014-12-18,6.7156
2014-12-19,6.7156
2014-12-20,6.7156
2014-12-21,6.7156
2014-12-22,6.7156
2014-12-23,6.7156
2014-12-24,6.7156
2014-12-25,6.7156
2014-12-26,6.7156
2014-12-27,6.7156
2014-12-28,6.7156
2014-12-29,6.7156
2014-12-30,6.7156
2014-12-31,5.7551
2015-01-01,5.7551
2015-01-02,5.7551
2015-01-03,5.7551
2015-01-04,5.7551
2015-01-05,5.7551
2015-01-06,5.7551
2015-01-07,5.7551
2015-01-08,5.7551
2015-01-09,5.7551
2015-01-10,5.7551
2015-01-11,5.7551
2015-01-12,5.7551
2015-01-13,5.7551
2015-01-14,5.7551
2015-01-15,5.7551
2015-01-16,5.7551
2015-01-17,5.7551
2015-01-18,5.7551
2015-01-19,5.7551
2015-01-20,5.7551
2015-01-21,5.7551
2015-01-22,5.7551
2015-01-23,5.7551
2015-01-24,5.7551
2015-01-25,5.7551
2015-01-26,5.7551
2015-01-27,5.7551
2015-01-28,5.7551
2015-01-29,5.7551
2015-01-30,5.7551
2015-01-31,5.7551
2015-02-01,5.7551
2015-02-02,5.7551
2015-02-03,5.7551
2015-02-04,5.7551
2015-02-05,5.7551
2015-02-06,5.7551
2015-02-07,5.7551
2015-02-08,5.7551
2015-02-09,5.7551
2015-02-10,5.7551
2015-02-11,5.7551
2015-02-12,5.7551
2015-02-13,5.7551
2015-02-14,5.7551
2015-02-15,5.7551
2015-02-16,5.7551
2015-02-17,5.7551
2015-02-18,5.7551
2015-02-19,5.7551
2015-02-20,5.7551
2015-02-21,5.7551
2015-02-22,5.7551
2015-02-23,5.7551
2015-02-24,5.7551
2015-02-25,5.7551
2015-02-26,5.7551
2015-02-27,5.7551
2015-02-28,5.7551
2015-03-01,5.7551
2015-03-02,5.7551
2015-03-03,5.7551
2015-03-04,5.7551
2015-03-05,5.7551
2015-03-06,5.7551
2015-03-07,5.7551
2015-03-08,5.7551
2015-03-09,5.7551
2015-03-10,5.7551
2015-03-11,5.7551
2015-03-12,5.7551
2015-03-13,5.7551
2015-03-14,5.7551
2015-03-15,5.7551
2015-03-16,5.7551
2015-03-17,5.7551
2015-03-18,5.7551
2015-03-19,5.7551
2015-03-20,5.7551
2015-03-21,5.7551
2015-03-22,5.7551
2015-03-23,5.7551
2015-03-24,5.7551
2015-03-25,5.7551
2015-03-26,5.7551
2015-03-27,5.7551
2015-03-28,5.7551
2015-03-29,5.7551
2015-03-30,5.7551
2015-03-31,11.8076
2015-04-01,11.8076
2015-04-02,11.8076
2015-04-03,11.8076
2015-04-04,11.8076
2015-04-05,11.8076
2015-04-06,11.8076
2015-04-07,11.8076
2015-04-08,11.8076
2015-04-09,11.8076
2015-04-10,11.8076
2015-04-11,11.8076
2015-04-12,11.8076
2015-04-13,11.8076
2015-04-14,11.8076
2015-04-15,11.8076
2015-04-16,11.8076
2015-04-17,11.8076
2015-04-18,11.8076
2015-04-19,11.8076
2015-04-20,11.8076
2015-04-21,11.8076
2015-04-22,11.8076
2015-04-23,11.8076
2015-04-24,11.8076
2015-04-25,11.8076
2015-04-26,11.8076
2015-04-27,11.8076
2015-04-28,11.8076
2015-04-29,11.8076
2015-04-30,11.8076
2015-05-01,11.8076
2015-05-02,11.8076
2015-05-03,11.8076
2015-05-04,11.8076
2015-05-05,11.8076
2015-05-06,11.8076
2015-05-07,11.8076
2015-05-08,11.8076
2015-05-09,11.8076
2015-05-10,11.8076
2015-05-11,11.8076
2015-05-12,11.8076
2015-05-13,11.8076
2015-05-14,11.8076
2015-05-15,11.8076
2015-05-16,11.8076
2015-05-17,11.8076
2015-05-18,11.8076
2015-05-19,11.8076
2015-05-20,11.8076
2015-05-21,11.8076
2015-05-22,11.8076
2015-05-23,11.8076
2015-05-24,11.8076
2015-05-25,11.8076
2015-05-26,11.8076
2015-05-27,11.8076
2015-05-28,11.8076
2015-05-29,11.8076
2015-05-30,11.8076
2015-05-31,11.8076
2015-06-01,11.8076
2015-06-02,11.8076
2015-06-03,11.8076
2015-06-04,11.8076
2015-06-05,11.8076
2015-06-06,11.8076
2015-06-07,11.8076
2015-06-08,11.8076
2015-06-09,11.8076
2015-06-10,11.8076
2015-06-11,11.8076
2015-06-12,11.8076
2015-06-13,11.8076
2015-06-14,11.8076
2015-06-15,11.8076
2015-06-16,11.8076
2015-06-17,11.8076
2015-06-18,11.8076
2015-06-19,11.8076
2015-06-20,11.8076
2015-06-21,11.8076
2015-06-22,11.8076
2015-06-23,11.8076
2015-06-24,11.8076
2015-06-25,11.8076
2015-06-26,11.8076
2015-06-27,11.8076
2015-06-28,11.8076
2015-06-29,11.8076
2015-06-30,11.138
2015-07-01,11.138
2015-07-02,11.138
2015-07-03,11.138
2015-07-04,11.138
2015-07-05,11.138
2015-07-06,11.138
2015-07-07,11.138
2015-07-08,11.138
2015-07-09,11.138
2015-07-10,11.138
2015-07-11,11.138
2015-07-12,11.138
2015-07-13,11.138
2015-07-14,11.138
2015-07-15,11.138
2015-07-16,11.138
2015-07-17,11.138
2015-07-18,11.138
2015-07-19,11.138
2015-07-20,11.138
2015-07-21,11.138
2015-07-22,11.138
2015-07-23,11.138
2015-07-24,11.138
2015-07-25,11.138
2015-07-26,11.138
2015-07-27,11.138
2015-07-28,11.138
2015-07-29,11.138
2015-07-30,11.138
2015-07-31,11.138
2015-08-01,11.138
2015-08-02,11.138
2015-08-03,11.138
2015-08-04,11.138
2015-08-05,11.138
2015-08-06,11.138
2015-08-07,11.138
2015-08-08,11.138
2015-08-09,11.138
2015-08-10,11.138
2015-08-11,11.138
2015-08-12,11.138
2015-08-13,11.138
2015-08-14,11.138
2015-08-15,11.138
2015-08-16,11.138
2015-08-17,11.138
2015-08-18,11.138
2015-08-19,11.138
2015-08-20,11.138
2015-08-21,11.138
2015-08-22,11.138
2015-08-23,11.138
2015-08-24,11.138
2015-08-25,11.138
2015-08-26,11.138
2015-08-27,11.138
2015-08-28,11.138
2015-08-29,11.138
2015-08-30,11.138
2015-08-31,11.138
2015-09-01,11.138
2015-09-02,11.138
2015-09-03,11.138
2015-09-04,11.138
2015-09-05,11.138
2015-09-06,11.138
2015-09-07,11.138
2015-09-08,11.138
2015-09-09,11.138
2015-09-10,11.138
2015-09-11,11.138
2015-09-12,11.138
2015-09-13,11.138
2015-09-14,11.138
2015-09-15,11.138
2015-09-16,11.138
2015-09-17,11.138
2015-09-18,11.138
2015-09-19,11.138
2015-09-20,11.138
2015-09-21,11.138
2015-09-22,11.138
2015-09-23,11.138
2015-09-24,11.138
2015-09-25,11.138
2015-09-26,11.138
2015-09-27,11.138
2015-09-28,11.138
2015-09-29,11.138
2015-09-30,0.8079
2015-10-01,0.8079
2015-10-02,0.8079
2015-10-03,0.8079
2015-10-04,0.8079
2015-10-05,0.8079
2015-10-06,0.8079
2015-10-07,0.8079
2015-10-08,0.8079
2015-10-09,0.8079
2015-10-10,0.8079
2015-10-11,0.8079
2015-10-12,0.8079
2015-10-13,0.8079
2015-10-14,0.8079
2015-10-15,0.8079
2015-10-16,0.8079
2015-10-17,0.8079
2015-10-18,0.8079
2015-10-19,0.8079
2015-10-20,0.8079
2015-10-21,0.8079
2015-10-22,0.8079
2015-10-23,0.8079
2015-10-24,0.8079
2015-10-25,0.8079
2015-10-26,0.8079
2015-10-27,0.8079
2015-10-28,0.8079
2015-10-29,0.8079
2015-10-30,0.8079
2015-10-31,0.8079
2015-11-01,0.8079
2015-11-02,0.8079
2015-11-03,0.8079
2015-11-04,0.8079
2015-11-05,0.8079
2015-11-06,0.8079
2015-11-07,0.8079
2015-11-08,0.8079
2015-11-09,0.8079
2015-11-10,0.8079
2015-11-11,0.8079
2015-11-12,0.8079
2015-11-13,0.8079
2015-11-14,0.8079
2015-11-15,0.8079
2015-11-16,0.8079
2015-11-17,0.8079
2015-11-18,0.8079
2015-11-19,0.8079
2015-11-20,0.8079
2015-11-21,0.8079
2015-11-22,0.8079
2015-11-23,0.8079
2015-11-24,0.8079
2015-11-25,0.8079
2015-11-26,0.8079
2015-11-27,0.8079
2015-11-28,0.8079
2015-11-29,0.8079
2015-11-30,0.8079
2015-12-01,0.8079
2015-12-02,0.8079
2015-12-03,0.8079
2015-12-04,0.8079
2015-12-05,0.8079
2015-12-06,0.8079
2015-12-07,0.8079
2015-12-08,0.8079
2015-12-09,0.8079
2015-12-10,0.8079
2015-12-11,0.8079
2015-12-12,0.8079
2015-12-13,0.8079
2015-12-14,0.8079
2015-12-15,0.8079
2015-12-16,0.8079
2015-12-17,0.8079
2015-12-18,0.8079
2015-12-19,0.8079
2015-12-20,0.8079
2015-12-21,0.8079
2015-12-22,0.8079
2015-12-23,0.8079
2015-12-24,0.8079
2015-12-25,0.8079
2015-12-26,0.8079
2015-12-27,0.8079
2015-12-28,0.8079
2015-12-29,0.8079
2015-12-30,0.8079
2015-12-31,-10.3657
2016-01-01,-10.3657
2016-01-02,-10.3657
2016-01-03,-10.3657
2016-01-04,-10.3657
2016-01-05,-10.3657
2016-01-06,-10.3657
2016-01-07,-10.3657
2016-01-08,-10.3657
2016-01-09,-10.3657
2016-01-10,-10.3657
2016-01-11,-10.3657
2016-01-12,-10.3657
2016-01-13,-10.3657
2016-01-14,-10.3657
2016-01-15,-10.3657
2016-01-16,-10.3657
2016-01-17,-10.3657
2016-01-18,-10.3657
2016-01-19,-10.3657
2016-01-20,-10.3657
2016-01-21,-10.3657
2016-01-22,-10.3657
2016-01-23,-10.3657
2016-01-24,-10.3657
2016-01-25,-10.3657
2016-01-26,-10.3657
2016-01-27,-10.3657
2016-01-28,-10.3657
2016-01-29,-10.3657
2016-01-30,-10.3657
2016-01-31,-10.3657
2016-02-01,-10.3657
2016-02-02,-10.3657
2016-02-03,-10.3657
2016-02-04,-10.3657
2016-02-05,-10.3657
2016-02-06,-10.3657
2016-02-07,-10.3657
2016-02-08,-10.3657
2016-02-09,-10.3657
2016-02-10,-10.3657
2016-02-11,-10.3657
2016-02-12,-10.3657
2016-02-13,-10.3657
2016-02-14,-10.3657
2016-02-15,-10.3657
2016-02-16,-10.3657
2016-02-17,-10.3657
2016-02-18,-10.3657
2016-02-19,-10.3657
2016-02-20,-10.3657
2016-02-21,-10.3657
2016-02-22,-10.3657
2016-02-23,-10.3657
2016-02-24,-10.3657
2016-02-25,-10.3657
2016-02-26,-10.3657
2016-02-27,-10.3657
2016-02-28,-10.3657
2016-02-29,-10.3657
2016-03-01,-10.3657
2016-03-02,-10.3657
2016-03-03,-10.3657
2016-03-04,-10.3657
2016-03-05,-10.3657
2016-03-06,-10.3657
2016-03-07,-10.3657
2016-03-08,-10.3657
2016-03-09,-10.3657
2016-03-10,-10.3657
2016-03-11,-10.3657
2016-03-12,-10.3657
2016-03-13,-10.3657
2016-03-14,-10.3657
2016-03-15,-10.3657
2016-03-16,-10.3657
2016-03-17,-10.3657
2016-03-18,-10.3657
2016-03-19,-10.3657
2016-03-20,-10.3657
2016-03-21,-10.3657
2016-03-22,-10.3657
2016-03-23,-10.3657
2016-03-24,-10.3657
2016-03-25,-10.3657
2016-03-26,-10.3657
2016-03-27,-10.3657
2016-03-28,-10.3657
2016-03-29,-10.3657
2016-03-30,-10.3657
2016-03-31,-15.5855
2016-04-01,-15.5855
2016-04-02,-15.5855
2016-04-03,-15.5855
2016-04-04,-15.5855
2016-04-05,-15.5855
2016-04-06,-15.5855
2016-04-07,-15.5855
2016-04-08,-15.5855
2016-04-09,-15.5855
2016-04-10,-15.5855
2016-04-11,-15.5855
2016-04-12,-15.5855
2016-04-13,-15.5855
2016-04-14,-15.5855
2016-04-15,-15.5855
2016-04-16,-15.5855
2016-04-17,-15.5855
2016-04-18,-15.5855
2016-04-19,-15.5855
2016-04-20,-15.5855
2016-04-21,-15.5855
2016-04-22,-15.5855
2016-04-23,-15.5855
2016-04-24,-15.5855
2016-04-25,-15.5855
2016-04-26,-15.5855
2016-04-27,-15.5855
2016-04-28,-15.5855
2016-04-29,-15.5855
2016-04-30,-15.5855
2016-05-01,-15.5855
2016-05-02,-15.5855
2016-05-03,-15.5855
2016-05-04,-15.5855
2016-05-05,-15.5855
2016-05-06,-15.5855
2016-05-07,-15.5855
2016-05-08,-15.5855
2016-05-09,-15.5855
2016-05-10,-15.5855
2016-05-11,-15.5855
2016-05-12,-15.5855
2016-05-13,-15.5855
