,1928 HK Equity
2013-03-09,22.2607
2013-03-10,22.2607
2013-03-11,22.2607
2013-03-12,22.2607
2013-03-13,22.2607
2013-03-14,22.2607
2013-03-15,22.2607
2013-03-16,22.2607
2013-03-17,22.2607
2013-03-18,22.2607
2013-03-19,22.2607
2013-03-20,22.2607
2013-03-21,22.2607
2013-03-22,22.2607
2013-03-23,22.2607
2013-03-24,22.2607
2013-03-25,22.2607
2013-03-26,22.2607
2013-03-27,22.2607
2013-03-28,22.2607
2013-03-29,22.2607
2013-03-30,22.2607
2013-03-31,22.2607
2013-04-01,22.2607
2013-04-02,22.2607
2013-04-03,22.2607
2013-04-04,22.2607
2013-04-05,22.2607
2013-04-06,22.2607
2013-04-07,22.2607
2013-04-08,22.2607
2013-04-09,22.2607
2013-04-10,22.2607
2013-04-11,22.2607
2013-04-12,22.2607
2013-04-13,22.2607
2013-04-14,22.2607
2013-04-15,22.2607
2013-04-16,22.2607
2013-04-17,22.2607
2013-04-18,22.2607
2013-04-19,22.2607
2013-04-20,22.2607
2013-04-21,22.2607
2013-04-22,22.2607
2013-04-23,22.2607
2013-04-24,22.2607
2013-04-25,22.2607
2013-04-26,22.2607
2013-04-27,22.2607
2013-04-28,22.2607
2013-04-29,22.2607
2013-04-30,22.2607
2013-05-01,22.2607
2013-05-02,22.2607
2013-05-03,22.2607
2013-05-04,22.2607
2013-05-05,22.2607
2013-05-06,22.2607
2013-05-07,22.2607
2013-05-08,22.2607
2013-05-09,22.2607
2013-05-10,22.2607
2013-05-11,22.2607
2013-05-12,22.2607
2013-05-13,22.2607
2013-05-14,22.2607
2013-05-15,22.2607
2013-05-16,22.2607
2013-05-17,22.2607
2013-05-18,22.2607
2013-05-19,22.2607
2013-05-20,22.2607
2013-05-21,22.2607
2013-05-22,22.2607
2013-05-23,22.2607
2013-05-24,22.2607
2013-05-25,22.2607
2013-05-26,22.2607
2013-05-27,22.2607
2013-05-28,22.2607
2013-05-29,22.2607
2013-05-30,22.2607
2013-05-31,22.2607
2013-06-01,22.2607
2013-06-02,22.2607
2013-06-03,22.2607
2013-06-04,22.2607
2013-06-05,22.2607
2013-06-06,22.2607
2013-06-07,22.2607
2013-06-08,22.2607
2013-06-09,22.2607
2013-06-10,22.2607
2013-06-11,22.2607
2013-06-12,22.2607
2013-06-13,22.2607
2013-06-14,22.2607
2013-06-15,22.2607
2013-06-16,22.2607
2013-06-17,22.2607
2013-06-18,22.2607
2013-06-19,22.2607
2013-06-20,22.2607
2013-06-21,22.2607
2013-06-22,22.2607
2013-06-23,22.2607
2013-06-24,22.2607
2013-06-25,22.2607
2013-06-26,22.2607
2013-06-27,22.2607
2013-06-28,22.2607
2013-06-29,22.2607
2013-06-30,34.996
2013-07-01,34.996
2013-07-02,34.996
2013-07-03,34.996
2013-07-04,34.996
2013-07-05,34.996
2013-07-06,34.996
2013-07-07,34.996
2013-07-08,34.996
2013-07-09,34.996
2013-07-10,34.996
2013-07-11,34.996
2013-07-12,34.996
2013-07-13,34.996
2013-07-14,34.996
2013-07-15,34.996
2013-07-16,34.996
2013-07-17,34.996
2013-07-18,34.996
2013-07-19,34.996
2013-07-20,34.996
2013-07-21,34.996
2013-07-22,34.996
2013-07-23,34.996
2013-07-24,34.996
2013-07-25,34.996
2013-07-26,34.996
2013-07-27,34.996
2013-07-28,34.996
2013-07-29,34.996
2013-07-30,34.996
2013-07-31,34.996
2013-08-01,34.996
2013-08-02,34.996
2013-08-03,34.996
2013-08-04,34.996
2013-08-05,34.996
2013-08-06,34.996
2013-08-07,34.996
2013-08-08,34.996
2013-08-09,34.996
2013-08-10,34.996
2013-08-11,34.996
2013-08-12,34.996
2013-08-13,34.996
2013-08-14,34.996
2013-08-15,34.996
2013-08-16,34.996
2013-08-17,34.996
2013-08-18,34.996
2013-08-19,34.996
2013-08-20,34.996
2013-08-21,34.996
2013-08-22,34.996
2013-08-23,34.996
2013-08-24,34.996
2013-08-25,34.996
2013-08-26,34.996
2013-08-27,34.996
2013-08-28,34.996
2013-08-29,34.996
2013-08-30,34.996
2013-08-31,34.996
2013-09-01,34.996
2013-09-02,34.996
2013-09-03,34.996
2013-09-04,34.996
2013-09-05,34.996
2013-09-06,34.996
2013-09-07,34.996
2013-09-08,34.996
2013-09-09,34.996
2013-09-10,34.996
2013-09-11,34.996
2013-09-12,34.996
2013-09-13,34.996
2013-09-14,34.996
2013-09-15,34.996
2013-09-16,34.996
2013-09-17,34.996
2013-09-18,34.996
2013-09-19,34.996
2013-09-20,34.996
2013-09-21,34.996
2013-09-22,34.996
2013-09-23,34.996
2013-09-24,34.996
2013-09-25,34.996
2013-09-26,34.996
2013-09-27,34.996
2013-09-28,34.996
2013-09-29,34.996
2013-09-30,34.996
2013-10-01,34.996
2013-10-02,34.996
2013-10-03,34.996
2013-10-04,34.996
2013-10-05,34.996
2013-10-06,34.996
2013-10-07,34.996
2013-10-08,34.996
2013-10-09,34.996
2013-10-10,34.996
2013-10-11,34.996
2013-10-12,34.996
2013-10-13,34.996
2013-10-14,34.996
2013-10-15,34.996
2013-10-16,34.996
2013-10-17,34.996
2013-10-18,34.996
2013-10-19,34.996
2013-10-20,34.996
2013-10-21,34.996
2013-10-22,34.996
2013-10-23,34.996
2013-10-24,34.996
2013-10-25,34.996
2013-10-26,34.996
2013-10-27,34.996
2013-10-28,34.996
2013-10-29,34.996
2013-10-30,34.996
2013-10-31,34.996
2013-11-01,34.996
2013-11-02,34.996
2013-11-03,34.996
2013-11-04,34.996
2013-11-05,34.996
2013-11-06,34.996
2013-11-07,34.996
2013-11-08,34.996
2013-11-09,34.996
2013-11-10,34.996
2013-11-11,34.996
2013-11-12,34.996
2013-11-13,34.996
2013-11-14,34.996
2013-11-15,34.996
2013-11-16,34.996
2013-11-17,34.996
2013-11-18,34.996
2013-11-19,34.996
2013-11-20,34.996
2013-11-21,34.996
2013-11-22,34.996
2013-11-23,34.996
2013-11-24,34.996
2013-11-25,34.996
2013-11-26,34.996
2013-11-27,34.996
2013-11-28,34.996
2013-11-29,34.996
2013-11-30,34.996
2013-12-01,34.996
2013-12-02,34.996
2013-12-03,34.996
2013-12-04,34.996
2013-12-05,34.996
2013-12-06,34.996
2013-12-07,34.996
2013-12-08,34.996
2013-12-09,34.996
2013-12-10,34.996
2013-12-11,34.996
2013-12-12,34.996
2013-12-13,34.996
2013-12-14,34.996
2013-12-15,34.996
2013-12-16,34.996
2013-12-17,34.996
2013-12-18,34.996
2013-12-19,34.996
2013-12-20,34.996
2013-12-21,34.996
2013-12-22,34.996
2013-12-23,34.996
2013-12-24,34.996
2013-12-25,34.996
2013-12-26,34.996
2013-12-27,34.996
2013-12-28,34.996
2013-12-29,34.996
2013-12-30,34.996
2013-12-31,36.8043
2014-01-01,36.8043
2014-01-02,36.8043
2014-01-03,36.8043
2014-01-04,36.8043
2014-01-05,36.8043
2014-01-06,36.8043
2014-01-07,36.8043
2014-01-08,36.8043
2014-01-09,36.8043
2014-01-10,36.8043
2014-01-11,36.8043
2014-01-12,36.8043
2014-01-13,36.8043
2014-01-14,36.8043
2014-01-15,36.8043
2014-01-16,36.8043
2014-01-17,36.8043
2014-01-18,36.8043
2014-01-19,36.8043
2014-01-20,36.8043
2014-01-21,36.8043
2014-01-22,36.8043
2014-01-23,36.8043
2014-01-24,36.8043
2014-01-25,36.8043
2014-01-26,36.8043
2014-01-27,36.8043
2014-01-28,36.8043
2014-01-29,36.8043
2014-01-30,36.8043
2014-01-31,36.8043
2014-02-01,36.8043
2014-02-02,36.8043
2014-02-03,36.8043
2014-02-04,36.8043
2014-02-05,36.8043
2014-02-06,36.8043
2014-02-07,36.8043
2014-02-08,36.8043
2014-02-09,36.8043
2014-02-10,36.8043
2014-02-11,36.8043
2014-02-12,36.8043
2014-02-13,36.8043
2014-02-14,36.8043
2014-02-15,36.8043
2014-02-16,36.8043
2014-02-17,36.8043
2014-02-18,36.8043
2014-02-19,36.8043
2014-02-20,36.8043
2014-02-21,36.8043
2014-02-22,36.8043
2014-02-23,36.8043
2014-02-24,36.8043
2014-02-25,36.8043
2014-02-26,36.8043
2014-02-27,36.8043
2014-02-28,36.8043
2014-03-01,36.8043
2014-03-02,36.8043
2014-03-03,36.8043
2014-03-04,36.8043
2014-03-05,36.8043
2014-03-06,36.8043
2014-03-07,36.8043
2014-03-08,36.8043
2014-03-09,36.8043
2014-03-10,36.8043
2014-03-11,36.8043
2014-03-12,36.8043
2014-03-13,36.8043
2014-03-14,36.8043
2014-03-15,36.8043
2014-03-16,36.8043
2014-03-17,36.8043
2014-03-18,36.8043
2014-03-19,36.8043
2014-03-20,36.8043
2014-03-21,36.8043
2014-03-22,36.8043
2014-03-23,36.8043
2014-03-24,36.8043
2014-03-25,36.8043
2014-03-26,36.8043
2014-03-27,36.8043
2014-03-28,36.8043
2014-03-29,36.8043
2014-03-30,36.8043
2014-03-31,36.8043
2014-04-01,36.8043
2014-04-02,36.8043
2014-04-03,36.8043
2014-04-04,36.8043
2014-04-05,36.8043
2014-04-06,36.8043
2014-04-07,36.8043
2014-04-08,36.8043
2014-04-09,36.8043
2014-04-10,36.8043
2014-04-11,36.8043
2014-04-12,36.8043
2014-04-13,36.8043
2014-04-14,36.8043
2014-04-15,36.8043
2014-04-16,36.8043
2014-04-17,36.8043
2014-04-18,36.8043
2014-04-19,36.8043
2014-04-20,36.8043
2014-04-21,36.8043
2014-04-22,36.8043
2014-04-23,36.8043
2014-04-24,36.8043
2014-04-25,36.8043
2014-04-26,36.8043
2014-04-27,36.8043
2014-04-28,36.8043
2014-04-29,36.8043
2014-04-30,36.8043
2014-05-01,36.8043
2014-05-02,36.8043
2014-05-03,36.8043
2014-05-04,36.8043
2014-05-05,36.8043
2014-05-06,36.8043
2014-05-07,36.8043
2014-05-08,36.8043
2014-05-09,36.8043
2014-05-10,36.8043
2014-05-11,36.8043
2014-05-12,36.8043
2014-05-13,36.8043
2014-05-14,36.8043
2014-05-15,36.8043
2014-05-16,36.8043
2014-05-17,36.8043
2014-05-18,36.8043
2014-05-19,36.8043
2014-05-20,36.8043
2014-05-21,36.8043
2014-05-22,36.8043
2014-05-23,36.8043
2014-05-24,36.8043
2014-05-25,36.8043
2014-05-26,36.8043
2014-05-27,36.8043
2014-05-28,36.8043
2014-05-29,36.8043
2014-05-30,36.8043
2014-05-31,36.8043
2014-06-01,36.8043
2014-06-02,36.8043
2014-06-03,36.8043
2014-06-04,36.8043
2014-06-05,36.8043
2014-06-06,36.8043
2014-06-07,36.8043
2014-06-08,36.8043
2014-06-09,36.8043
2014-06-10,36.8043
2014-06-11,36.8043
2014-06-12,36.8043
2014-06-13,36.8043
2014-06-14,36.8043
2014-06-15,36.8043
2014-06-16,36.8043
2014-06-17,36.8043
2014-06-18,36.8043
2014-06-19,36.8043
2014-06-20,36.8043
2014-06-21,36.8043
2014-06-22,36.8043
2014-06-23,36.8043
2014-06-24,36.8043
2014-06-25,36.8043
2014-06-26,36.8043
2014-06-27,36.8043
2014-06-28,36.8043
2014-06-29,36.8043
2014-06-30,50.8949
2014-07-01,50.8949
2014-07-02,50.8949
2014-07-03,50.8949
2014-07-04,50.8949
2014-07-05,50.8949
2014-07-06,50.8949
2014-07-07,50.8949
2014-07-08,50.8949
2014-07-09,50.8949
2014-07-10,50.8949
2014-07-11,50.8949
2014-07-12,50.8949
2014-07-13,50.8949
2014-07-14,50.8949
2014-07-15,50.8949
2014-07-16,50.8949
2014-07-17,50.8949
2014-07-18,50.8949
2014-07-19,50.8949
2014-07-20,50.8949
2014-07-21,50.8949
2014-07-22,50.8949
2014-07-23,50.8949
2014-07-24,50.8949
2014-07-25,50.8949
2014-07-26,50.8949
2014-07-27,50.8949
2014-07-28,50.8949
2014-07-29,50.8949
2014-07-30,50.8949
2014-07-31,50.8949
2014-08-01,50.8949
2014-08-02,50.8949
2014-08-03,50.8949
2014-08-04,50.8949
2014-08-05,50.8949
2014-08-06,50.8949
2014-08-07,50.8949
2014-08-08,50.8949
2014-08-09,50.8949
2014-08-10,50.8949
2014-08-11,50.8949
2014-08-12,50.8949
2014-08-13,50.8949
2014-08-14,50.8949
2014-08-15,50.8949
2014-08-16,50.8949
2014-08-17,50.8949
2014-08-18,50.8949
2014-08-19,50.8949
2014-08-20,50.8949
2014-08-21,50.8949
2014-08-22,50.8949
2014-08-23,50.8949
2014-08-24,50.8949
2014-08-25,50.8949
2014-08-26,50.8949
2014-08-27,50.8949
2014-08-28,50.8949
2014-08-29,50.8949
2014-08-30,50.8949
2014-08-31,50.8949
2014-09-01,50.8949
2014-09-02,50.8949
2014-09-03,50.8949
2014-09-04,50.8949
2014-09-05,50.8949
2014-09-06,50.8949
2014-09-07,50.8949
2014-09-08,50.8949
2014-09-09,50.8949
2014-09-10,50.8949
2014-09-11,50.8949
2014-09-12,50.8949
2014-09-13,50.8949
2014-09-14,50.8949
2014-09-15,50.8949
2014-09-16,50.8949
2014-09-17,50.8949
2014-09-18,50.8949
2014-09-19,50.8949
2014-09-20,50.8949
2014-09-21,50.8949
2014-09-22,50.8949
2014-09-23,50.8949
2014-09-24,50.8949
2014-09-25,50.8949
2014-09-26,50.8949
2014-09-27,50.8949
2014-09-28,50.8949
2014-09-29,50.8949
2014-09-30,50.8949
2014-10-01,50.8949
2014-10-02,50.8949
2014-10-03,50.8949
2014-10-04,50.8949
2014-10-05,50.8949
2014-10-06,50.8949
2014-10-07,50.8949
2014-10-08,50.8949
2014-10-09,50.8949
2014-10-10,50.8949
2014-10-11,50.8949
2014-10-12,50.8949
2014-10-13,50.8949
2014-10-14,50.8949
2014-10-15,50.8949
2014-10-16,50.8949
2014-10-17,50.8949
2014-10-18,50.8949
2014-10-19,50.8949
2014-10-20,50.8949
2014-10-21,50.8949
2014-10-22,50.8949
2014-10-23,50.8949
2014-10-24,50.8949
2014-10-25,50.8949
2014-10-26,50.8949
2014-10-27,50.8949
2014-10-28,50.8949
2014-10-29,50.8949
2014-10-30,50.8949
2014-10-31,50.8949
2014-11-01,50.8949
2014-11-02,50.8949
2014-11-03,50.8949
2014-11-04,50.8949
2014-11-05,50.8949
2014-11-06,50.8949
2014-11-07,50.8949
2014-11-08,50.8949
2014-11-09,50.8949
2014-11-10,50.8949
2014-11-11,50.8949
2014-11-12,50.8949
2014-11-13,50.8949
2014-11-14,50.8949
2014-11-15,50.8949
2014-11-16,50.8949
2014-11-17,50.8949
2014-11-18,50.8949
2014-11-19,50.8949
2014-11-20,50.8949
2014-11-21,50.8949
2014-11-22,50.8949
2014-11-23,50.8949
2014-11-24,50.8949
2014-11-25,50.8949
2014-11-26,50.8949
2014-11-27,50.8949
2014-11-28,50.8949
2014-11-29,50.8949
2014-11-30,50.8949
2014-12-01,50.8949
2014-12-02,50.8949
2014-12-03,50.8949
2014-12-04,50.8949
2014-12-05,50.8949
2014-12-06,50.8949
2014-12-07,50.8949
2014-12-08,50.8949
2014-12-09,50.8949
2014-12-10,50.8949
2014-12-11,50.8949
2014-12-12,50.8949
2014-12-13,50.8949
2014-12-14,50.8949
2014-12-15,50.8949
2014-12-16,50.8949
2014-12-17,50.8949
2014-12-18,50.8949
2014-12-19,50.8949
2014-12-20,50.8949
2014-12-21,50.8949
2014-12-22,50.8949
2014-12-23,50.8949
2014-12-24,50.8949
2014-12-25,50.8949
2014-12-26,50.8949
2014-12-27,50.8949
2014-12-28,50.8949
2014-12-29,50.8949
2014-12-30,50.8949
2014-12-31,39.563
2015-01-01,39.563
2015-01-02,39.563
2015-01-03,39.563
2015-01-04,39.563
2015-01-05,39.563
2015-01-06,39.563
2015-01-07,39.563
2015-01-08,39.563
2015-01-09,39.563
2015-01-10,39.563
2015-01-11,39.563
2015-01-12,39.563
2015-01-13,39.563
2015-01-14,39.563
2015-01-15,39.563
2015-01-16,39.563
2015-01-17,39.563
2015-01-18,39.563
2015-01-19,39.563
2015-01-20,39.563
2015-01-21,39.563
2015-01-22,39.563
2015-01-23,39.563
2015-01-24,39.563
2015-01-25,39.563
2015-01-26,39.563
2015-01-27,39.563
2015-01-28,39.563
2015-01-29,39.563
2015-01-30,39.563
2015-01-31,39.563
2015-02-01,39.563
2015-02-02,39.563
2015-02-03,39.563
2015-02-04,39.563
2015-02-05,39.563
2015-02-06,39.563
2015-02-07,39.563
2015-02-08,39.563
2015-02-09,39.563
2015-02-10,39.563
2015-02-11,39.563
2015-02-12,39.563
2015-02-13,39.563
2015-02-14,39.563
2015-02-15,39.563
2015-02-16,39.563
2015-02-17,39.563
2015-02-18,39.563
2015-02-19,39.563
2015-02-20,39.563
2015-02-21,39.563
2015-02-22,39.563
2015-02-23,39.563
2015-02-24,39.563
2015-02-25,39.563
2015-02-26,39.563
2015-02-27,39.563
2015-02-28,39.563
2015-03-01,39.563
2015-03-02,39.563
2015-03-03,39.563
2015-03-04,39.563
2015-03-05,39.563
2015-03-06,39.563
2015-03-07,39.563
2015-03-08,39.563
2015-03-09,39.563
2015-03-10,39.563
2015-03-11,39.563
2015-03-12,39.563
2015-03-13,39.563
2015-03-14,39.563
2015-03-15,39.563
2015-03-16,39.563
2015-03-17,39.563
2015-03-18,39.563
2015-03-19,39.563
2015-03-20,39.563
2015-03-21,39.563
2015-03-22,39.563
2015-03-23,39.563
2015-03-24,39.563
2015-03-25,39.563
2015-03-26,39.563
2015-03-27,39.563
2015-03-28,39.563
2015-03-29,39.563
2015-03-30,39.563
2015-03-31,39.563
2015-04-01,39.563
2015-04-02,39.563
2015-04-03,39.563
2015-04-04,39.563
2015-04-05,39.563
2015-04-06,39.563
2015-04-07,39.563
2015-04-08,39.563
2015-04-09,39.563
2015-04-10,39.563
2015-04-11,39.563
2015-04-12,39.563
2015-04-13,39.563
2015-04-14,39.563
2015-04-15,39.563
2015-04-16,39.563
2015-04-17,39.563
2015-04-18,39.563
2015-04-19,39.563
2015-04-20,39.563
2015-04-21,39.563
2015-04-22,39.563
2015-04-23,39.563
2015-04-24,39.563
2015-04-25,39.563
2015-04-26,39.563
2015-04-27,39.563
2015-04-28,39.563
2015-04-29,39.563
2015-04-30,39.563
2015-05-01,39.563
2015-05-02,39.563
2015-05-03,39.563
2015-05-04,39.563
2015-05-05,39.563
2015-05-06,39.563
2015-05-07,39.563
2015-05-08,39.563
2015-05-09,39.563
2015-05-10,39.563
2015-05-11,39.563
2015-05-12,39.563
2015-05-13,39.563
2015-05-14,39.563
2015-05-15,39.563
2015-05-16,39.563
2015-05-17,39.563
2015-05-18,39.563
2015-05-19,39.563
2015-05-20,39.563
2015-05-21,39.563
2015-05-22,39.563
2015-05-23,39.563
2015-05-24,39.563
2015-05-25,39.563
2015-05-26,39.563
2015-05-27,39.563
2015-05-28,39.563
2015-05-29,39.563
2015-05-30,39.563
2015-05-31,39.563
2015-06-01,39.563
2015-06-02,39.563
2015-06-03,39.563
2015-06-04,39.563
2015-06-05,39.563
2015-06-06,39.563
2015-06-07,39.563
2015-06-08,39.563
2015-06-09,39.563
2015-06-10,39.563
2015-06-11,39.563
2015-06-12,39.563
2015-06-13,39.563
2015-06-14,39.563
2015-06-15,39.563
2015-06-16,39.563
2015-06-17,39.563
2015-06-18,39.563
2015-06-19,39.563
2015-06-20,39.563
2015-06-21,39.563
2015-06-22,39.563
2015-06-23,39.563
2015-06-24,39.563
2015-06-25,39.563
2015-06-26,39.563
2015-06-27,39.563
2015-06-28,39.563
2015-06-29,39.563
2015-06-30,36.9476
2015-07-01,36.9476
2015-07-02,36.9476
2015-07-03,36.9476
2015-07-04,36.9476
2015-07-05,36.9476
2015-07-06,36.9476
2015-07-07,36.9476
2015-07-08,36.9476
2015-07-09,36.9476
2015-07-10,36.9476
2015-07-11,36.9476
2015-07-12,36.9476
2015-07-13,36.9476
2015-07-14,36.9476
2015-07-15,36.9476
2015-07-16,36.9476
2015-07-17,36.9476
2015-07-18,36.9476
2015-07-19,36.9476
2015-07-20,36.9476
2015-07-21,36.9476
2015-07-22,36.9476
2015-07-23,36.9476
2015-07-24,36.9476
2015-07-25,36.9476
2015-07-26,36.9476
2015-07-27,36.9476
2015-07-28,36.9476
2015-07-29,36.9476
2015-07-30,36.9476
2015-07-31,36.9476
2015-08-01,36.9476
2015-08-02,36.9476
2015-08-03,36.9476
2015-08-04,36.9476
2015-08-05,36.9476
2015-08-06,36.9476
2015-08-07,36.9476
2015-08-08,36.9476
2015-08-09,36.9476
2015-08-10,36.9476
2015-08-11,36.9476
2015-08-12,36.9476
2015-08-13,36.9476
2015-08-14,36.9476
2015-08-15,36.9476
2015-08-16,36.9476
2015-08-17,36.9476
2015-08-18,36.9476
2015-08-19,36.9476
2015-08-20,36.9476
2015-08-21,36.9476
2015-08-22,36.9476
2015-08-23,36.9476
2015-08-24,36.9476
2015-08-25,36.9476
2015-08-26,36.9476
2015-08-27,36.9476
2015-08-28,36.9476
2015-08-29,36.9476
2015-08-30,36.9476
2015-08-31,36.9476
2015-09-01,36.9476
2015-09-02,36.9476
2015-09-03,36.9476
2015-09-04,36.9476
2015-09-05,36.9476
2015-09-06,36.9476
2015-09-07,36.9476
2015-09-08,36.9476
2015-09-09,36.9476
2015-09-10,36.9476
2015-09-11,36.9476
2015-09-12,36.9476
2015-09-13,36.9476
2015-09-14,36.9476
2015-09-15,36.9476
2015-09-16,36.9476
2015-09-17,36.9476
2015-09-18,36.9476
2015-09-19,36.9476
2015-09-20,36.9476
2015-09-21,36.9476
2015-09-22,36.9476
2015-09-23,36.9476
2015-09-24,36.9476
2015-09-25,36.9476
2015-09-26,36.9476
2015-09-27,36.9476
2015-09-28,36.9476
2015-09-29,36.9476
2015-09-30,36.9476
2015-10-01,36.9476
2015-10-02,36.9476
2015-10-03,36.9476
2015-10-04,36.9476
2015-10-05,36.9476
2015-10-06,36.9476
2015-10-07,36.9476
2015-10-08,36.9476
2015-10-09,36.9476
2015-10-10,36.9476
2015-10-11,36.9476
2015-10-12,36.9476
2015-10-13,36.9476
2015-10-14,36.9476
2015-10-15,36.9476
2015-10-16,36.9476
2015-10-17,36.9476
2015-10-18,36.9476
2015-10-19,36.9476
2015-10-20,36.9476
2015-10-21,36.9476
2015-10-22,36.9476
2015-10-23,36.9476
2015-10-24,36.9476
2015-10-25,36.9476
2015-10-26,36.9476
2015-10-27,36.9476
2015-10-28,36.9476
2015-10-29,36.9476
2015-10-30,36.9476
2015-10-31,36.9476
2015-11-01,36.9476
2015-11-02,36.9476
2015-11-03,36.9476
2015-11-04,36.9476
2015-11-05,36.9476
2015-11-06,36.9476
2015-11-07,36.9476
2015-11-08,36.9476
2015-11-09,36.9476
2015-11-10,36.9476
2015-11-11,36.9476
2015-11-12,36.9476
2015-11-13,36.9476
2015-11-14,36.9476
2015-11-15,36.9476
2015-11-16,36.9476
2015-11-17,36.9476
2015-11-18,36.9476
2015-11-19,36.9476
2015-11-20,36.9476
2015-11-21,36.9476
2015-11-22,36.9476
2015-11-23,36.9476
2015-11-24,36.9476
2015-11-25,36.9476
2015-11-26,36.9476
2015-11-27,36.9476
2015-11-28,36.9476
2015-11-29,36.9476
2015-11-30,36.9476
2015-12-01,36.9476
2015-12-02,36.9476
2015-12-03,36.9476
2015-12-04,36.9476
2015-12-05,36.9476
2015-12-06,36.9476
2015-12-07,36.9476
2015-12-08,36.9476
2015-12-09,36.9476
2015-12-10,36.9476
2015-12-11,36.9476
2015-12-12,36.9476
2015-12-13,36.9476
2015-12-14,36.9476
2015-12-15,36.9476
2015-12-16,36.9476
2015-12-17,36.9476
2015-12-18,36.9476
2015-12-19,36.9476
2015-12-20,36.9476
2015-12-21,36.9476
2015-12-22,36.9476
2015-12-23,36.9476
2015-12-24,36.9476
2015-12-25,36.9476
2015-12-26,36.9476
2015-12-27,36.9476
2015-12-28,36.9476
2015-12-29,36.9476
2015-12-30,36.9476
2015-12-31,23.7928
2016-01-01,23.7928
2016-01-02,23.7928
2016-01-03,23.7928
2016-01-04,23.7928
2016-01-05,23.7928
2016-01-06,23.7928
2016-01-07,23.7928
2016-01-08,23.7928
2016-01-09,23.7928
2016-01-10,23.7928
2016-01-11,23.7928
2016-01-12,23.7928
2016-01-13,23.7928
2016-01-14,23.7928
2016-01-15,23.7928
2016-01-16,23.7928
2016-01-17,23.7928
2016-01-18,23.7928
2016-01-19,23.7928
2016-01-20,23.7928
2016-01-21,23.7928
2016-01-22,23.7928
2016-01-23,23.7928
2016-01-24,23.7928
2016-01-25,23.7928
2016-01-26,23.7928
2016-01-27,23.7928
2016-01-28,23.7928
2016-01-29,23.7928
2016-01-30,23.7928
2016-01-31,23.7928
2016-02-01,23.7928
2016-02-02,23.7928
2016-02-03,23.7928
2016-02-04,23.7928
2016-02-05,23.7928
2016-02-06,23.7928
2016-02-07,23.7928
2016-02-08,23.7928
2016-02-09,23.7928
2016-02-10,23.7928
2016-02-11,23.7928
2016-02-12,23.7928
2016-02-13,23.7928
2016-02-14,23.7928
2016-02-15,23.7928
2016-02-16,23.7928
2016-02-17,23.7928
2016-02-18,23.7928
2016-02-19,23.7928
2016-02-20,23.7928
2016-02-21,23.7928
2016-02-22,23.7928
2016-02-23,23.7928
2016-02-24,23.7928
2016-02-25,23.7928
2016-02-26,23.7928
2016-02-27,23.7928
2016-02-28,23.7928
2016-02-29,23.7928
2016-03-01,23.7928
2016-03-02,23.7928
2016-03-03,23.7928
2016-03-04,23.7928
2016-03-05,23.7928
2016-03-06,23.7928
2016-03-07,23.7928
2016-03-08,23.7928
2016-03-09,23.7928
2016-03-10,23.7928
2016-03-11,23.7928
2016-03-12,23.7928
2016-03-13,23.7928
2016-03-14,23.7928
2016-03-15,23.7928
2016-03-16,23.7928
2016-03-17,23.7928
2016-03-18,23.7928
2016-03-19,23.7928
2016-03-20,23.7928
2016-03-21,23.7928
2016-03-22,23.7928
2016-03-23,23.7928
2016-03-24,23.7928
2016-03-25,23.7928
2016-03-26,23.7928
2016-03-27,23.7928
2016-03-28,23.7928
2016-03-29,23.7928
2016-03-30,23.7928
2016-03-31,23.7928
2016-04-01,23.7928
2016-04-02,23.7928
2016-04-03,23.7928
2016-04-04,23.7928
2016-04-05,23.7928
2016-04-06,23.7928
2016-04-07,23.7928
2016-04-08,23.7928
2016-04-09,23.7928
2016-04-10,23.7928
2016-04-11,23.7928
2016-04-12,23.7928
2016-04-13,23.7928
2016-04-14,23.7928
2016-04-15,23.7928
2016-04-16,23.7928
2016-04-17,23.7928
2016-04-18,23.7928
2016-04-19,23.7928
2016-04-20,23.7928
2016-04-21,23.7928
2016-04-22,23.7928
2016-04-23,23.7928
2016-04-24,23.7928
2016-04-25,23.7928
2016-04-26,23.7928
2016-04-27,23.7928
2016-04-28,23.7928
2016-04-29,23.7928
2016-04-30,23.7928
2016-05-01,23.7928
2016-05-02,23.7928
2016-05-03,23.7928
2016-05-04,23.7928
2016-05-05,23.7928
2016-05-06,23.7928
2016-05-07,23.7928
2016-05-08,23.7928
2016-05-09,23.7928
2016-05-10,23.7928
2016-05-11,23.7928
2016-05-12,23.7928
2016-05-13,23.7928
2016-05-14,23.7928
2016-05-15,23.7928
2016-05-16,23.7928
2016-05-17,23.7928
2016-05-18,23.7928
2016-05-19,23.7928
2016-05-20,23.7928
2016-05-21,23.7928
2016-05-22,23.7928
2016-05-23,23.7928
2016-05-24,23.7928
2016-05-25,23.7928
2016-05-26,23.7928
2016-05-27,23.7928
2016-05-28,23.7928
2016-05-29,23.7928
2016-05-30,23.7928
2016-05-31,23.7928
2016-06-01,23.7928
2016-06-02,23.7928
2016-06-03,23.7928
2016-06-04,23.7928
2016-06-05,23.7928
2016-06-06,23.7928
2016-06-07,23.7928
2016-06-08,23.7928
2016-06-09,23.7928
2016-06-10,23.7928
2016-06-11,23.7928
2016-06-12,23.7928
2016-06-13,23.7928
2016-06-14,23.7928
2016-06-15,23.7928
2016-06-16,23.7928
