,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
1994-10-04,461.77,462.46,454.03,454.59,241723300.0
1994-10-05,454.56,454.56,449.27,453.52,275085800.0
1994-10-06,453.52,454.49,452.13,452.36,197448400.0
1994-10-07,452.37,455.67,452.13,455.1,211317300.0
1994-10-08,452.37,455.67,452.13,455.1,211317300.0
1994-10-09,452.37,455.67,452.13,455.1,211317300.0
1994-10-10,455.12,459.29,455.12,459.04,154517600.0
1994-10-11,459.04,466.34,459.04,465.79,275426984.0
1994-10-12,465.78,466.7,464.79,465.47,198569900.0
1994-10-13,465.56,471.3,465.56,467.77,242935300.0
1994-10-14,467.78,469.53,466.11,469.1,174290700.0
1994-10-15,467.78,469.53,466.11,469.1,174290700.0
1994-10-16,467.78,469.53,466.11,469.1,174290700.0
1994-10-17,469.11,469.88,468.16,468.96,176329600.0
1994-10-18,469.02,469.19,466.54,467.66,189690700.0
1994-10-19,467.69,471.43,465.96,470.28,235718800.0
1994-10-20,470.37,470.37,465.39,466.85,231078500.0
1994-10-21,466.69,466.69,463.83,464.89,225056700.0
1994-10-22,466.69,466.69,463.83,464.89,225056700.0
1994-10-23,466.69,466.69,463.83,464.89,225056700.0
1994-10-24,464.89,466.37,460.8,460.83,204025900.0
1994-10-25,460.83,461.95,458.26,461.53,224171000.0
1994-10-26,461.55,463.77,461.22,462.62,228013400.0
1994-10-27,462.68,465.85,462.68,465.85,236852400.0
1994-10-28,465.84,473.78,465.8,473.77,281755200.0
1994-10-29,465.84,473.78,465.8,473.77,281755200.0
1994-10-30,465.84,473.78,465.8,473.77,281755200.0
1994-10-31,473.76,474.74,472.33,472.35,226031900.0
1994-11-01,472.26,472.26,467.64,468.42,231482900.0
1994-11-02,468.41,470.92,466.36,466.5,248071000.0
1994-11-03,466.5,468.64,466.4,467.91,203427600.0
1994-11-04,467.96,469.28,462.28,462.28,196468900.0
1994-11-05,467.96,469.28,462.28,462.28,196468900.0
1994-11-06,467.96,469.28,462.28,462.28,196468900.0
1994-11-07,462.31,463.56,461.25,463.07,181210400.0
1994-11-08,463.08,467.52,463.07,465.65,205928200.0
1994-11-09,465.65,469.95,463.46,465.4,246207500.0
1994-11-10,465.4,467.79,463.73,464.37,193858000.0
1994-11-11,464.17,464.17,461.45,462.35,166389600.0
1994-11-12,464.17,464.17,461.45,462.35,166389600.0
1994-11-13,464.17,464.17,461.45,462.35,166389600.0
1994-11-14,462.44,466.29,462.44,466.04,179182900.0
1994-11-15,466.04,468.51,462.95,465.03,236366600.0
1994-11-16,465.06,466.25,464.28,465.6,189826200.0
1994-11-17,465.71,465.83,461.47,463.56,245553400.0
1994-11-18,463.6,463.84,460.25,461.47,264469400.0
1994-11-19,463.6,463.84,460.25,461.47,264469400.0
1994-11-20,463.6,463.84,460.25,461.47,264469400.0
1994-11-21,461.69,463.41,457.55,458.3,206686500.0
1994-11-22,457.95,458.03,450.08,450.09,275477300.0
1994-11-23,450.01,450.61,444.18,449.93,325490800.0
1994-11-24,450.01,450.61,444.18,449.93,500000.0
1994-11-25,449.94,452.87,449.94,452.29,80929600.0
1994-11-26,449.94,452.87,449.94,452.29,80929600.0
1994-11-27,449.94,452.87,449.94,452.29,80929600.0
1994-11-28,452.26,454.19,451.04,454.16,187365200.0
1994-11-29,454.23,455.17,452.14,455.17,217371600.0
1994-11-30,455.17,457.13,453.27,453.69,229313950.0
1994-12-01,453.55,453.91,447.97,448.92,218324800.0
1994-12-02,448.92,453.31,448.0,453.3,193271800.0
1994-12-03,448.92,453.31,448.0,453.3,193271800.0
1994-12-04,448.92,453.31,448.0,453.3,193271800.0
1994-12-05,453.3,455.04,452.06,453.32,175432900.0
1994-12-06,453.29,453.93,450.35,453.11,197793300.0
1994-12-07,453.11,453.11,450.01,451.23,199259900.0
1994-12-08,451.23,452.06,444.59,445.45,231150000.0
1994-12-09,445.45,446.98,442.88,446.96,237264200.0
1994-12-10,445.45,446.98,442.88,446.96,237264200.0
1994-12-11,445.45,446.98,442.88,446.96,237264200.0
1994-12-12,446.95,449.48,445.62,449.47,205066100.0
1994-12-13,449.52,451.69,449.43,450.15,208530739.0
1994-12-14,450.05,456.16,450.05,454.97,252840600.0
1994-12-15,454.97,456.84,454.5,455.34,232905700.0
1994-12-16,455.35,458.8,455.35,458.8,388178800.0
1994-12-17,455.35,458.8,455.35,458.8,388178800.0
1994-12-18,455.35,458.8,455.35,458.8,388178800.0
1994-12-19,458.78,458.78,456.64,457.91,183876300.0
1994-12-20,458.08,458.45,456.37,457.1,218115600.0
1994-12-21,457.24,461.7,457.17,459.61,235568200.0
1994-12-22,459.62,461.21,459.33,459.67,214898200.0
1994-12-23,459.7,461.32,459.38,459.83,118824200.0
1994-12-24,459.7,461.32,459.38,459.83,118824200.0
1994-12-25,459.7,461.32,459.38,459.83,118824200.0
1994-12-26,459.7,461.32,459.38,459.83,118824200.0
1994-12-27,459.85,462.73,459.85,462.47,126308100.0
1994-12-28,462.47,462.49,459.0,460.86,145361700.0
1994-12-29,460.92,461.81,460.36,461.16,147496700.0
1994-12-30,461.17,462.12,459.24,459.27,142491800.0
1994-12-31,461.17,462.12,459.24,459.27,142491800.0
1995-01-01,461.17,462.12,459.24,459.27,142491800.0
1995-01-02,461.17,462.12,459.24,459.27,142491800.0
1995-01-03,459.21,459.21,457.2,459.11,144822200.0
1995-01-04,459.13,460.72,457.56,460.71,177097800.0
1995-01-05,460.73,461.3,459.75,460.34,168049300.0
1995-01-06,460.38,462.49,459.47,460.68,189574200.0
1995-01-07,460.38,462.49,459.47,460.68,189574200.0
1995-01-08,460.38,462.49,459.47,460.68,189574200.0
1995-01-09,460.67,461.77,459.74,460.83,167375400.0
1995-01-10,460.9,464.59,460.9,461.68,200655100.0
1995-01-11,461.68,463.61,458.65,461.66,191914600.0
1995-01-12,461.64,461.93,460.63,461.64,171749700.0
1995-01-13,461.64,466.43,461.64,465.97,197066100.0
1995-01-14,461.64,466.43,461.64,465.97,197066100.0
1995-01-15,461.64,466.43,461.64,465.97,197066100.0
1995-01-16,465.97,470.39,465.97,469.38,190487000.0
1995-01-17,469.38,470.15,468.19,470.05,199872500.0
1995-01-18,470.05,470.43,468.03,469.72,190315900.0
1995-01-19,469.72,469.72,466.4,466.95,173122400.0
1995-01-20,466.95,466.99,463.99,464.78,226409200.0
1995-01-21,466.95,466.99,463.99,464.78,226409200.0
1995-01-22,466.95,466.99,463.99,464.78,226409200.0
1995-01-23,464.78,466.23,461.14,465.81,189599400.0
1995-01-24,465.81,466.88,465.47,465.86,184386300.0
1995-01-25,465.86,469.51,464.4,467.44,213712100.0
1995-01-26,467.44,468.62,466.9,468.32,183891300.0
1995-01-27,468.32,471.36,468.32,470.39,218211600.0
1995-01-28,468.32,471.36,468.32,470.39,218211600.0
1995-01-29,468.32,471.36,468.32,470.39,218211600.0
1995-01-30,470.39,470.52,467.49,468.51,185191200.0
1995-01-31,468.51,471.03,468.18,470.42,220148000.0
1995-02-01,470.42,472.75,469.29,470.4,232609500.0
1995-02-02,470.4,472.79,469.95,472.78,180723200.0
1995-02-03,472.78,479.91,472.78,478.64,261284400.0
1995-02-04,472.78,479.91,472.78,478.64,261284400.0
1995-02-05,472.78,479.91,472.78,478.64,261284400.0
1995-02-06,478.64,481.95,478.36,481.14,190681000.0
1995-02-07,481.14,481.32,479.69,480.81,188286000.0
1995-02-08,480.81,482.6,480.4,481.19,187435330.0
1995-02-09,481.19,482.0,479.91,480.19,186143120.0
1995-02-10,480.19,481.96,479.53,481.46,165018800.0
1995-02-11,480.19,481.96,479.53,481.46,165018800.0
1995-02-12,480.19,481.96,479.53,481.46,165018800.0
1995-02-13,481.46,482.86,481.07,481.65,143088800.0
1995-02-14,481.65,482.94,480.89,482.55,167163500.0
1995-02-15,482.55,485.54,481.77,484.54,210539200.0
1995-02-16,484.56,485.22,483.05,485.22,177171900.0
1995-02-17,485.15,485.15,481.97,481.97,200331100.0
1995-02-18,485.15,485.15,481.97,481.97,200331100.0
1995-02-19,485.15,485.15,481.97,481.97,200331100.0
1995-02-20,485.15,485.15,481.97,481.97,200331100.0
1995-02-21,481.95,483.26,481.94,482.74,207431800.0
1995-02-22,482.74,486.15,482.45,485.07,228892700.0
1995-02-23,485.07,489.19,485.07,486.91,276080000.0
1995-02-24,486.82,488.28,485.7,488.11,205752800.0
1995-02-25,486.82,488.28,485.7,488.11,205752800.0
1995-02-26,486.82,488.28,485.7,488.11,205752800.0
1995-02-27,488.26,488.26,483.18,483.81,179404600.0
1995-02-28,483.81,487.44,483.77,487.39,205295500.0
1995-03-01,487.39,487.83,484.92,485.65,259865400.0
1995-03-02,485.65,485.71,483.19,485.13,224092900.0
1995-03-03,485.13,485.42,483.07,485.42,210253400.0
1995-03-04,485.13,485.42,483.07,485.42,210253400.0
1995-03-05,485.13,485.42,483.07,485.42,210253400.0
1995-03-06,485.42,485.7,481.52,485.63,197684600.0
1995-03-07,485.63,485.63,479.7,482.12,248899600.0
1995-03-08,482.12,484.08,481.57,483.14,238358900.0
1995-03-09,483.14,483.74,482.05,483.16,208267300.0
1995-03-10,483.16,490.37,483.16,489.57,246772700.0
1995-03-11,483.16,490.37,483.16,489.57,246772700.0
1995-03-12,483.16,490.37,483.16,489.57,246772700.0
1995-03-13,489.57,491.28,489.35,490.05,189723066.0
1995-03-14,490.05,493.69,490.05,492.89,240303100.0
1995-03-15,492.89,492.89,490.83,491.88,221102300.0
1995-03-16,491.87,495.74,491.78,495.41,230660900.0
1995-03-17,495.43,496.67,494.95,495.52,309165400.0
1995-03-18,495.43,496.67,494.95,495.52,309165400.0
1995-03-19,495.43,496.67,494.95,495.52,309165400.0
1995-03-20,495.52,496.61,495.27,496.15,186973600.0
1995-03-21,496.15,499.19,494.04,495.07,245047800.0
1995-03-22,495.07,495.67,493.67,495.67,216228800.0
1995-03-23,495.67,496.77,494.19,495.95,227833300.0
1995-03-24,496.07,500.97,496.07,500.97,249819500.0
1995-03-25,496.07,500.97,496.07,500.97,249819500.0
1995-03-26,496.07,500.97,496.07,500.97,249819500.0
1995-03-27,500.97,503.2,500.93,503.2,197108100.0
1995-03-28,503.19,503.91,501.83,503.9,221385950.0
1995-03-29,503.92,508.15,500.96,503.12,305180500.0
1995-03-30,503.17,504.66,501.0,502.22,275909100.0
1995-03-31,501.94,501.94,496.31,500.71,258552700.0
1995-04-01,501.94,501.94,496.31,500.71,258552700.0
1995-04-02,501.94,501.94,496.31,500.71,258552700.0
1995-04-03,500.7,501.91,500.2,501.85,199319000.0
1995-04-04,501.85,505.26,501.85,505.24,245095500.0
1995-04-05,505.27,505.57,503.17,505.57,239307600.0
1995-04-06,505.63,507.1,505.0,506.08,229789100.0
1995-04-07,506.13,507.19,503.59,506.42,235180500.0
1995-04-08,506.13,507.19,503.59,506.42,235180500.0
1995-04-09,506.13,507.19,503.59,506.42,235180500.0
1995-04-10,506.3,507.01,504.61,507.01,187481400.0
1995-04-11,507.24,508.85,505.29,505.53,227225700.0
1995-04-12,505.59,507.17,505.07,507.17,239386400.0
1995-04-13,507.19,509.83,507.19,509.23,218082300.0
1995-04-14,507.19,509.83,507.19,509.23,218082300.0
1995-04-15,507.19,509.83,507.19,509.23,218082300.0
1995-04-16,507.19,509.83,507.19,509.23,218082300.0
1995-04-17,511.07,512.03,505.43,506.13,264962200.0
1995-04-18,506.43,507.65,504.12,505.37,259938700.0
1995-04-19,505.37,505.89,501.19,504.92,322619200.0
1995-04-20,504.92,506.5,503.44,505.29,295994000.0
1995-04-21,505.63,508.49,505.63,508.49,323738100.0
1995-04-22,505.63,508.49,505.63,508.49,323738100.0
1995-04-23,505.63,508.49,505.63,508.49,323738100.0
1995-04-24,508.49,513.02,507.44,512.89,244260300.0
1995-04-25,512.8,513.54,511.32,512.1,256686000.0
1995-04-26,511.99,513.04,510.47,512.66,237907400.0
1995-04-27,512.15,513.62,511.63,513.55,252981100.0
1995-04-28,513.64,515.29,510.9,514.71,236815100.0
1995-04-29,513.64,515.29,510.9,514.71,236815100.0
1995-04-30,513.64,515.29,510.9,514.71,236815100.0
1995-05-01,514.76,515.6,513.42,514.26,227362200.0
1995-05-02,514.23,515.18,513.03,514.86,215547200.0
1995-05-03,514.93,520.54,514.86,520.48,288169200.0
1995-05-04,520.48,525.4,519.44,520.54,327680100.0
1995-05-05,520.75,522.35,518.28,520.12,247380100.0
1995-05-06,520.75,522.35,518.28,520.12,247380100.0
1995-05-07,520.75,522.35,518.28,520.12,247380100.0
1995-05-08,520.09,525.15,519.14,523.96,216516800.0
1995-05-09,523.96,525.99,521.79,523.56,251369100.0
1995-05-10,523.74,524.4,521.53,524.36,273233500.0
1995-05-11,524.33,524.89,522.7,524.37,262233400.0
1995-05-12,524.37,527.05,523.3,525.55,283029300.0
1995-05-13,524.37,527.05,523.3,525.55,283029300.0
1995-05-14,524.37,527.05,523.3,525.55,283029300.0
1995-05-15,525.55,527.74,525.0,527.74,236638800.0
1995-05-16,527.74,529.08,526.45,528.19,265910600.0
1995-05-17,528.19,528.42,525.38,527.07,249768000.0
1995-05-18,526.88,526.88,519.58,519.58,269541800.0
1995-05-19,519.58,519.58,517.07,519.19,275428300.0
1995-05-20,519.58,519.58,517.07,519.19,275428300.0
1995-05-21,519.58,519.58,517.07,519.19,275428300.0
1995-05-22,519.19,524.34,519.19,523.65,210393900.0
1995-05-23,523.65,528.59,523.65,528.59,261998700.0
1995-05-24,528.59,531.91,525.57,528.61,305319100.0
1995-05-25,528.37,529.04,524.89,528.59,261701100.0
1995-05-26,528.59,528.59,522.51,523.65,213271000.0
1995-05-27,528.59,528.59,522.51,523.65,213271000.0
1995-05-28,528.59,528.59,522.51,523.65,213271000.0
1995-05-29,528.59,528.59,522.51,523.65,213271000.0
1995-05-30,523.65,525.58,521.38,523.58,223899700.0
1995-05-31,523.7,533.41,522.17,533.4,279631600.0
1995-06-01,533.4,534.21,530.05,533.49,254756000.0
1995-06-02,533.49,536.91,529.55,532.51,263543400.0
1995-06-03,533.49,536.91,529.55,532.51,263543400.0
1995-06-04,533.49,536.91,529.55,532.51,263543400.0
1995-06-05,532.51,537.73,532.47,535.6,280968400.0
1995-06-06,535.6,537.09,535.14,535.55,260443100.0
1995-06-07,535.55,535.55,531.66,533.13,237667400.0
1995-06-08,533.13,533.56,531.65,532.35,191368800.0
1995-06-09,532.35,532.35,526.0,527.94,237905200.0
1995-06-10,532.35,532.35,526.0,527.94,237905200.0
1995-06-11,532.35,532.35,526.0,527.94,237905200.0
1995-06-12,527.94,532.54,527.94,530.88,212740100.0
1995-06-13,530.88,536.23,530.88,536.05,244192900.0
1995-06-14,536.05,536.48,533.83,536.47,223781100.0
1995-06-15,536.48,539.07,535.56,537.12,238169700.0
1995-06-16,537.51,539.98,537.51,539.83,358455600.0
1995-06-17,537.51,539.98,537.51,539.83,358455600.0
1995-06-18,537.51,539.98,537.51,539.83,358455600.0
1995-06-19,539.83,545.22,539.83,545.22,242704400.0
1995-06-20,545.22,545.44,543.43,544.98,276419200.0
1995-06-21,544.98,545.93,543.9,543.98,285691300.0
1995-06-22,543.98,551.07,543.98,551.07,288893200.0
1995-06-23,551.07,551.07,548.23,549.71,223120600.0
1995-06-24,551.07,551.07,548.23,549.71,223120600.0
1995-06-25,551.07,551.07,548.23,549.71,223120600.0
1995-06-26,549.71,549.79,544.06,544.13,204146900.0
1995-06-27,544.11,547.07,542.19,542.43,240719800.0
1995-06-28,542.43,546.33,540.72,544.73,269342100.0
1995-06-29,544.73,546.25,540.79,543.87,218688800.0
1995-06-30,543.87,546.82,543.51,544.75,205536600.0
1995-07-01,543.87,546.82,543.51,544.75,205536600.0
1995-07-02,543.87,546.82,543.51,544.75,205536600.0
1995-07-03,544.75,547.1,544.43,547.09,76597500.0
1995-07-04,544.75,547.1,544.43,547.09,76597500.0
1995-07-05,547.09,549.98,546.28,547.26,232819900.0
1995-07-06,547.26,553.99,546.59,553.99,273744800.0
1995-07-07,553.9,556.57,553.05,556.37,337363500.0
1995-07-08,553.9,556.57,553.05,556.37,337363500.0
1995-07-09,553.9,556.57,553.05,556.37,337363500.0
1995-07-10,556.37,558.48,555.77,557.19,287371700.0
1995-07-11,556.78,557.19,553.8,554.78,255648000.0
1995-07-12,555.27,561.56,554.27,560.89,279864800.0
1995-07-13,560.89,562.0,559.07,561.0,268589900.0
1995-07-14,561.0,561.0,556.41,559.89,228514500.0
1995-07-15,561.0,561.0,556.41,559.89,228514500.0
1995-07-16,561.0,561.0,556.41,559.89,228514500.0
1995-07-17,560.34,562.94,559.45,562.72,244569300.0
1995-07-18,562.55,562.6,556.86,558.46,293141600.0
1995-07-19,556.58,558.46,542.51,550.98,440981100.0
1995-07-20,550.98,554.43,549.1,553.54,318370500.0
1995-07-21,553.34,554.73,550.91,553.62,372337800.0
1995-07-22,553.34,554.73,550.91,553.62,372337800.0
1995-07-23,553.34,554.73,550.91,553.62,372337800.0
1995-07-24,553.62,557.21,553.62,556.63,244357100.0
1995-07-25,556.63,561.75,556.34,561.1,284251200.0
1995-07-26,561.1,563.78,560.85,561.61,290344200.0
1995-07-27,561.61,565.33,561.61,565.22,244286200.0
1995-07-28,565.22,565.4,562.04,562.93,220582300.0
1995-07-29,565.22,565.4,562.04,562.93,220582300.0
1995-07-30,565.22,565.4,562.04,562.93,220582300.0
1995-07-31,562.93,563.49,560.06,562.06,219677600.0
1995-08-01,562.06,562.11,556.67,559.64,259726300.0
1995-08-02,559.64,565.62,557.87,558.8,310998200.0
1995-08-03,558.8,558.8,554.1,558.75,279848700.0
1995-08-04,558.75,559.57,557.91,558.94,210305000.0
1995-08-05,558.75,559.57,557.91,558.94,210305000.0
1995-08-06,558.75,559.57,557.91,558.94,210305000.0
1995-08-07,558.94,561.24,558.94,560.03,189141500.0
1995-08-08,560.03,561.52,558.31,560.39,204693600.0
1995-08-09,560.39,561.59,559.29,559.71,218042100.0
1995-08-10,559.71,560.63,556.05,557.45,211572600.0
1995-08-11,557.45,558.5,553.04,555.11,203236100.0
1995-08-12,557.45,558.5,553.04,555.11,203236100.0
1995-08-13,557.45,558.5,553.04,555.11,203236100.0
1995-08-14,555.11,559.74,554.76,559.74,188904300.0
1995-08-15,559.74,559.98,555.22,558.57,231543400.0
1995-08-16,558.57,559.98,557.37,559.97,279284600.0
1995-08-17,559.97,559.97,557.42,559.04,241587400.0
1995-08-18,559.04,561.24,558.34,559.21,262747300.0
1995-08-19,559.04,561.24,558.34,559.21,262747300.0
1995-08-20,559.04,561.24,558.34,559.21,262747300.0
1995-08-21,559.21,563.34,557.89,558.11,242610100.0
1995-08-22,558.11,559.52,555.87,559.52,236566800.0
1995-08-23,559.52,560.0,557.08,557.14,219772600.0
1995-08-24,557.14,558.63,555.2,557.46,236132300.0
1995-08-25,557.46,561.31,557.46,560.1,192004300.0
1995-08-26,557.46,561.31,557.46,560.1,192004300.0
1995-08-27,557.46,561.31,557.46,560.1,192004300.0
1995-08-28,560.1,562.22,557.99,559.05,209475300.0
1995-08-29,559.05,560.01,555.71,560.0,265516900.0
1995-08-30,560.0,561.52,559.49,560.92,238631700.0
1995-08-31,561.09,562.36,560.49,561.88,218677500.0
1995-09-01,561.88,564.62,561.01,563.84,188640400.0
1995-09-02,561.88,564.62,561.01,563.84,188640400.0
1995-09-03,561.88,564.62,561.01,563.84,188640400.0
1995-09-04,561.88,564.62,561.01,563.84,188640400.0
1995-09-05,563.86,569.2,563.86,569.17,243186000.0
1995-09-06,569.17,570.53,569.0,570.17,262964200.0
1995-09-07,570.17,571.11,569.23,570.29,241749100.0
1995-09-08,570.29,572.68,569.27,572.68,223574300.0
1995-09-09,570.29,572.68,569.27,572.68,223574300.0
1995-09-10,570.29,572.68,569.27,572.68,223574300.0
1995-09-11,572.68,575.15,572.68,573.91,211595500.0
1995-09-12,573.91,576.51,573.11,576.51,236539900.0
1995-09-13,576.51,579.72,575.47,578.77,279042200.0
1995-09-14,578.77,583.99,578.77,583.61,289568400.0
1995-09-15,583.61,585.07,581.79,583.35,431764000.0
1995-09-16,583.61,585.07,581.79,583.35,431764000.0
1995-09-17,583.61,585.07,581.79,583.35,431764000.0
1995-09-18,583.35,583.37,579.36,582.77,265386300.0
1995-09-19,582.78,584.24,580.75,584.2,270232400.0
1995-09-20,584.2,586.77,584.18,586.77,289190400.0
1995-09-21,586.77,586.79,580.91,583.0,270986700.0
1995-09-22,583.0,583.0,578.25,581.73,260308500.0
1995-09-23,583.0,583.0,578.25,581.73,260308500.0
1995-09-24,583.0,583.0,578.25,581.73,260308500.0
1995-09-25,581.73,582.14,579.5,581.81,209125000.0
1995-09-26,581.81,584.66,580.65,581.41,270423400.0
1995-09-27,581.41,581.42,574.68,581.04,332368600.0
1995-09-28,581.04,585.88,580.69,585.87,283832600.0
1995-09-29,585.87,587.61,584.0,584.41,258419700.0
1995-09-30,585.87,587.61,584.0,584.41,258419700.0
1995-10-01,585.87,587.61,584.0,584.41,258419700.0
1995-10-02,584.41,585.05,580.54,581.72,235537200.0
1995-10-03,581.72,582.34,578.48,582.34,292109500.0
1995-10-04,582.34,582.34,579.91,581.47,272327900.0
1995-10-05,581.47,582.63,579.58,582.63,290313700.0
1995-10-06,582.63,584.54,582.1,582.49,259516400.0
1995-10-07,582.63,584.54,582.1,582.49,259516400.0
1995-10-08,582.63,584.54,582.1,582.49,259516400.0
1995-10-09,582.49,582.49,576.35,578.37,252203600.0
1995-10-10,578.37,578.37,571.55,577.52,347062500.0
1995-10-11,577.52,579.52,577.08,579.46,264678000.0
1995-10-12,579.46,583.12,579.46,583.1,252410300.0
1995-10-13,583.1,587.39,583.1,584.5,276423300.0
1995-10-14,583.1,587.39,583.1,584.5,276423300.0
1995-10-15,583.1,587.39,583.1,584.5,276423300.0
1995-10-16,584.5,584.86,582.63,583.03,216684900.0
1995-10-17,583.03,586.78,581.9,586.78,280896200.0
1995-10-18,586.78,589.76,586.28,587.44,359658200.0
1995-10-19,587.44,590.66,586.34,590.65,321959200.0
1995-10-20,590.65,590.66,586.78,587.46,313399300.0
1995-10-21,590.65,590.66,586.78,587.46,313399300.0
1995-10-22,590.65,590.66,586.78,587.46,313399300.0
1995-10-23,587.46,587.46,583.73,585.06,249863000.0
1995-10-24,585.06,587.31,584.75,586.54,270360000.0
1995-10-25,586.54,587.19,581.41,582.47,320553900.0
1995-10-26,582.47,582.63,572.53,576.72,330726100.0
1995-10-27,576.72,579.71,573.21,579.7,282757900.0
1995-10-28,576.72,579.71,573.21,579.7,282757900.0
1995-10-29,576.72,579.71,573.21,579.7,282757900.0
1995-10-30,579.7,583.79,579.7,583.25,254444900.0
1995-10-31,583.25,586.71,581.5,581.5,287391000.0
1995-11-01,581.5,584.24,581.04,584.22,271359600.0
1995-11-02,584.22,589.72,584.22,589.72,301734200.0
1995-11-03,589.72,590.57,588.65,590.57,252746100.0
1995-11-04,589.72,590.57,588.65,590.57,252746100.0
1995-11-05,589.72,590.57,588.65,590.57,252746100.0
1995-11-06,590.57,590.64,588.31,588.46,232802500.0
1995-11-07,588.46,588.46,584.24,586.32,304113500.0
1995-11-08,586.32,591.71,586.32,591.71,263121600.0
1995-11-09,591.71,593.9,590.89,593.26,274661900.0
1995-11-10,593.26,593.26,590.39,592.72,231126300.0
1995-11-11,593.26,593.26,590.39,592.72,231126300.0
1995-11-12,593.26,593.26,590.39,592.72,231126300.0
1995-11-13,592.72,593.72,590.58,592.3,215804800.0
1995-11-14,592.3,592.3,588.98,589.29,261394200.0
1995-11-15,589.29,593.97,588.36,593.96,290370600.0
1995-11-16,593.96,597.91,593.52,597.34,316934200.0
1995-11-17,597.34,600.14,597.3,600.07,304179600.0
1995-11-18,597.34,600.14,597.3,600.07,304179600.0
1995-11-19,597.34,600.14,597.3,600.07,304179600.0
1995-11-20,600.07,600.4,596.17,596.85,239518500.0
1995-11-21,596.85,600.28,595.42,600.24,302837700.0
1995-11-22,600.24,600.71,598.4,598.4,272374000.0
1995-11-23,600.24,600.71,598.4,598.4,272374000.0
1995-11-24,598.4,600.24,598.4,599.97,77583700.0
1995-11-25,598.4,600.24,598.4,599.97,77583700.0
1995-11-26,598.4,600.24,598.4,599.97,77583700.0
1995-11-27,599.97,603.35,599.97,601.32,271931000.0
1995-11-28,601.32,606.45,599.02,606.45,287806600.0
1995-11-29,606.45,607.66,605.47,607.64,274708800.0
1995-11-30,607.64,608.69,605.37,605.37,286977000.0
1995-12-01,605.37,608.11,605.37,606.98,261464300.0
1995-12-02,605.37,608.11,605.37,606.98,261464300.0
1995-12-03,605.37,608.11,605.37,606.98,261464300.0
1995-12-04,606.98,613.83,606.84,613.68,286710900.0
1995-12-05,613.68,618.48,613.14,617.68,315448500.0
1995-12-06,617.68,621.11,616.69,620.18,311591200.0
1995-12-07,620.18,620.19,615.21,616.17,268875300.0
1995-12-08,616.17,617.82,614.32,617.48,237600200.0
1995-12-09,616.17,617.82,614.32,617.48,237600200.0
1995-12-10,616.17,617.82,614.32,617.48,237600200.0
1995-12-11,617.48,620.9,617.14,619.52,239342400.0
1995-12-12,619.52,619.55,617.68,618.78,254373800.0
1995-12-13,618.78,622.02,618.27,621.69,290291800.0
1995-12-14,621.69,622.88,616.13,616.92,337255700.0
1995-12-15,616.92,617.72,614.46,616.34,542208800.0
1995-12-16,616.92,617.72,614.46,616.34,542208800.0
1995-12-17,616.92,617.72,614.46,616.34,542208800.0
1995-12-18,616.34,616.34,606.13,606.81,323949900.0
1995-12-19,606.81,611.94,605.05,611.93,363148600.0
1995-12-20,611.93,614.27,605.93,605.94,312524000.0
1995-12-21,605.94,610.52,605.94,610.49,306766300.0
1995-12-22,610.49,613.5,610.45,611.96,204344800.0
1995-12-23,610.49,613.5,610.45,611.96,204344800.0
1995-12-24,610.49,613.5,610.45,611.96,204344800.0
1995-12-25,610.49,613.5,610.45,611.96,204344800.0
1995-12-26,611.96,614.5,611.96,614.3,137436900.0
1995-12-27,614.3,615.73,613.75,614.53,172581300.0
1995-12-28,614.53,615.5,612.4,614.12,204321800.0
1995-12-29,614.12,615.93,612.36,615.93,229862900.0
1995-12-30,614.12,615.93,612.36,615.93,229862900.0
1995-12-31,614.12,615.93,612.36,615.93,229862900.0
1996-01-01,614.12,615.93,612.36,615.93,229862900.0
1996-01-02,615.93,620.74,613.17,620.73,277459900.0
1996-01-03,620.73,623.25,619.56,621.32,357813200.0
1996-01-04,621.32,624.49,613.96,617.7,416563300.0
1996-01-05,617.7,617.7,612.02,616.71,350882500.0
1996-01-06,617.7,617.7,612.02,616.71,350882500.0
1996-01-07,617.7,617.7,612.02,616.71,350882500.0
1996-01-08,616.71,618.46,616.49,618.46,90279700.0
1996-01-09,618.46,619.15,608.21,609.45,354902800.0
1996-01-10,609.45,609.45,597.29,598.48,427281600.0
1996-01-11,598.48,602.71,597.54,602.69,326168900.0
1996-01-12,602.69,604.8,597.46,601.81,303013500.0
1996-01-13,602.69,604.8,597.46,601.81,303013500.0
1996-01-14,602.69,604.8,597.46,601.81,303013500.0
1996-01-15,601.81,603.43,598.47,599.82,255708700.0
1996-01-16,599.82,608.44,599.05,608.44,365542400.0
1996-01-17,608.44,609.93,604.7,606.37,438838800.0
1996-01-18,606.37,608.27,604.12,608.24,373094100.0
1996-01-19,608.24,612.92,606.76,611.83,421050200.0
1996-01-20,608.24,612.92,606.76,611.83,421050200.0
1996-01-21,608.24,612.92,606.76,611.83,421050200.0
1996-01-22,611.83,613.45,610.95,613.4,308657900.0
1996-01-23,613.4,613.4,610.65,612.79,316949600.0
1996-01-24,612.79,619.96,612.79,619.96,392796300.0
1996-01-25,619.96,620.15,616.62,617.03,361148100.0
1996-01-26,617.03,621.7,615.26,621.62,297272000.0
1996-01-27,617.03,621.7,615.26,621.62,297272000.0
