,KAZ LN Equity
2013-03-18,-30.1114
2013-03-19,-30.1114
2013-03-20,-30.1114
2013-03-21,-30.1114
2013-03-22,-30.1114
2013-03-23,-30.1114
2013-03-24,-30.1114
2013-03-25,-30.1114
2013-03-26,-30.1114
2013-03-27,-30.1114
2013-03-28,-30.1114
2013-03-29,-30.1114
2013-03-30,-30.1114
2013-03-31,-30.1114
2013-04-01,-30.1114
2013-04-02,-30.1114
2013-04-03,-30.1114
2013-04-04,-30.1114
2013-04-05,-30.1114
2013-04-06,-30.1114
2013-04-07,-30.1114
2013-04-08,-30.1114
2013-04-09,-30.1114
2013-04-10,-30.1114
2013-04-11,-30.1114
2013-04-12,-30.1114
2013-04-13,-30.1114
2013-04-14,-30.1114
2013-04-15,-30.1114
2013-04-16,-30.1114
2013-04-17,-30.1114
2013-04-18,-30.1114
2013-04-19,-30.1114
2013-04-20,-30.1114
2013-04-21,-30.1114
2013-04-22,-30.1114
2013-04-23,-30.1114
2013-04-24,-30.1114
2013-04-25,-30.1114
2013-04-26,-30.1114
2013-04-27,-30.1114
2013-04-28,-30.1114
2013-04-29,-30.1114
2013-04-30,-30.1114
2013-05-01,-30.1114
2013-05-02,-30.1114
2013-05-03,-30.1114
2013-05-04,-30.1114
2013-05-05,-30.1114
2013-05-06,-30.1114
2013-05-07,-30.1114
2013-05-08,-30.1114
2013-05-09,-30.1114
2013-05-10,-30.1114
2013-05-11,-30.1114
2013-05-12,-30.1114
2013-05-13,-30.1114
2013-05-14,-30.1114
2013-05-15,-30.1114
2013-05-16,-30.1114
2013-05-17,-30.1114
2013-05-18,-30.1114
2013-05-19,-30.1114
2013-05-20,-30.1114
2013-05-21,-30.1114
2013-05-22,-30.1114
2013-05-23,-30.1114
2013-05-24,-30.1114
2013-05-25,-30.1114
2013-05-26,-30.1114
2013-05-27,-30.1114
2013-05-28,-30.1114
2013-05-29,-30.1114
2013-05-30,-30.1114
2013-05-31,-30.1114
2013-06-01,-30.1114
2013-06-02,-30.1114
2013-06-03,-30.1114
2013-06-04,-30.1114
2013-06-05,-30.1114
2013-06-06,-30.1114
2013-06-07,-30.1114
2013-06-08,-30.1114
2013-06-09,-30.1114
2013-06-10,-30.1114
2013-06-11,-30.1114
2013-06-12,-30.1114
2013-06-13,-30.1114
2013-06-14,-30.1114
2013-06-15,-30.1114
2013-06-16,-30.1114
2013-06-17,-30.1114
2013-06-18,-30.1114
2013-06-19,-30.1114
2013-06-20,-30.1114
2013-06-21,-30.1114
2013-06-22,-30.1114
2013-06-23,-30.1114
2013-06-24,-30.1114
2013-06-25,-30.1114
2013-06-26,-30.1114
2013-06-27,-30.1114
2013-06-28,-30.1114
2013-06-29,-30.1114
2013-06-30,-48.5629
2013-07-01,-48.5629
2013-07-02,-48.5629
2013-07-03,-48.5629
2013-07-04,-48.5629
2013-07-05,-48.5629
2013-07-06,-48.5629
2013-07-07,-48.5629
2013-07-08,-48.5629
2013-07-09,-48.5629
2013-07-10,-48.5629
2013-07-11,-48.5629
2013-07-12,-48.5629
2013-07-13,-48.5629
2013-07-14,-48.5629
2013-07-15,-48.5629
2013-07-16,-48.5629
2013-07-17,-48.5629
2013-07-18,-48.5629
2013-07-19,-48.5629
2013-07-20,-48.5629
2013-07-21,-48.5629
2013-07-22,-48.5629
2013-07-23,-48.5629
2013-07-24,-48.5629
2013-07-25,-48.5629
2013-07-26,-48.5629
2013-07-27,-48.5629
2013-07-28,-48.5629
2013-07-29,-48.5629
2013-07-30,-48.5629
2013-07-31,-48.5629
2013-08-01,-48.5629
2013-08-02,-48.5629
2013-08-03,-48.5629
2013-08-04,-48.5629
2013-08-05,-48.5629
2013-08-06,-48.5629
2013-08-07,-48.5629
2013-08-08,-48.5629
2013-08-09,-48.5629
2013-08-10,-48.5629
2013-08-11,-48.5629
2013-08-12,-48.5629
2013-08-13,-48.5629
2013-08-14,-48.5629
2013-08-15,-48.5629
2013-08-16,-48.5629
2013-08-17,-48.5629
2013-08-18,-48.5629
2013-08-19,-48.5629
2013-08-20,-48.5629
2013-08-21,-48.5629
2013-08-22,-48.5629
2013-08-23,-48.5629
2013-08-24,-48.5629
2013-08-25,-48.5629
2013-08-26,-48.5629
2013-08-27,-48.5629
2013-08-28,-48.5629
2013-08-29,-48.5629
2013-08-30,-48.5629
2013-08-31,-48.5629
2013-09-01,-48.5629
2013-09-02,-48.5629
2013-09-03,-48.5629
2013-09-04,-48.5629
2013-09-05,-48.5629
2013-09-06,-48.5629
2013-09-07,-48.5629
2013-09-08,-48.5629
2013-09-09,-48.5629
2013-09-10,-48.5629
2013-09-11,-48.5629
2013-09-12,-48.5629
2013-09-13,-48.5629
2013-09-14,-48.5629
2013-09-15,-48.5629
2013-09-16,-48.5629
2013-09-17,-48.5629
2013-09-18,-48.5629
2013-09-19,-48.5629
2013-09-20,-48.5629
2013-09-21,-48.5629
2013-09-22,-48.5629
2013-09-23,-48.5629
2013-09-24,-48.5629
2013-09-25,-48.5629
2013-09-26,-48.5629
2013-09-27,-48.5629
2013-09-28,-48.5629
2013-09-29,-48.5629
2013-09-30,-48.5629
2013-10-01,-48.5629
2013-10-02,-48.5629
2013-10-03,-48.5629
2013-10-04,-48.5629
2013-10-05,-48.5629
2013-10-06,-48.5629
2013-10-07,-48.5629
2013-10-08,-48.5629
2013-10-09,-48.5629
2013-10-10,-48.5629
2013-10-11,-48.5629
2013-10-12,-48.5629
2013-10-13,-48.5629
2013-10-14,-48.5629
2013-10-15,-48.5629
2013-10-16,-48.5629
2013-10-17,-48.5629
2013-10-18,-48.5629
2013-10-19,-48.5629
2013-10-20,-48.5629
2013-10-21,-48.5629
2013-10-22,-48.5629
2013-10-23,-48.5629
2013-10-24,-48.5629
2013-10-25,-48.5629
2013-10-26,-48.5629
2013-10-27,-48.5629
2013-10-28,-48.5629
2013-10-29,-48.5629
2013-10-30,-48.5629
2013-10-31,-48.5629
2013-11-01,-48.5629
2013-11-02,-48.5629
2013-11-03,-48.5629
2013-11-04,-48.5629
2013-11-05,-48.5629
2013-11-06,-48.5629
2013-11-07,-48.5629
2013-11-08,-48.5629
2013-11-09,-48.5629
2013-11-10,-48.5629
2013-11-11,-48.5629
2013-11-12,-48.5629
2013-11-13,-48.5629
2013-11-14,-48.5629
2013-11-15,-48.5629
2013-11-16,-48.5629
2013-11-17,-48.5629
2013-11-18,-48.5629
2013-11-19,-48.5629
2013-11-20,-48.5629
2013-11-21,-48.5629
2013-11-22,-48.5629
2013-11-23,-48.5629
2013-11-24,-48.5629
2013-11-25,-48.5629
2013-11-26,-48.5629
2013-11-27,-48.5629
2013-11-28,-48.5629
2013-11-29,-48.5629
2013-11-30,-48.5629
2013-12-01,-48.5629
2013-12-02,-48.5629
2013-12-03,-48.5629
2013-12-04,-48.5629
2013-12-05,-48.5629
2013-12-06,-48.5629
2013-12-07,-48.5629
2013-12-08,-48.5629
2013-12-09,-48.5629
2013-12-10,-48.5629
2013-12-11,-48.5629
2013-12-12,-48.5629
2013-12-13,-48.5629
2013-12-14,-48.5629
2013-12-15,-48.5629
2013-12-16,-48.5629
2013-12-17,-48.5629
2013-12-18,-48.5629
2013-12-19,-48.5629
2013-12-20,-48.5629
2013-12-21,-48.5629
2013-12-22,-48.5629
2013-12-23,-48.5629
2013-12-24,-48.5629
2013-12-25,-48.5629
2013-12-26,-48.5629
2013-12-27,-48.5629
2013-12-28,-48.5629
2013-12-29,-48.5629
2013-12-30,-48.5629
2013-12-31,-38.7553
2014-01-01,-38.7553
2014-01-02,-38.7553
2014-01-03,-38.7553
2014-01-04,-38.7553
2014-01-05,-38.7553
2014-01-06,-38.7553
2014-01-07,-38.7553
2014-01-08,-38.7553
2014-01-09,-38.7553
2014-01-10,-38.7553
2014-01-11,-38.7553
2014-01-12,-38.7553
2014-01-13,-38.7553
2014-01-14,-38.7553
2014-01-15,-38.7553
2014-01-16,-38.7553
2014-01-17,-38.7553
2014-01-18,-38.7553
2014-01-19,-38.7553
2014-01-20,-38.7553
2014-01-21,-38.7553
2014-01-22,-38.7553
2014-01-23,-38.7553
2014-01-24,-38.7553
2014-01-25,-38.7553
2014-01-26,-38.7553
2014-01-27,-38.7553
2014-01-28,-38.7553
2014-01-29,-38.7553
2014-01-30,-38.7553
2014-01-31,-38.7553
2014-02-01,-38.7553
2014-02-02,-38.7553
2014-02-03,-38.7553
2014-02-04,-38.7553
2014-02-05,-38.7553
2014-02-06,-38.7553
2014-02-07,-38.7553
2014-02-08,-38.7553
2014-02-09,-38.7553
2014-02-10,-38.7553
2014-02-11,-38.7553
2014-02-12,-38.7553
2014-02-13,-38.7553
2014-02-14,-38.7553
2014-02-15,-38.7553
2014-02-16,-38.7553
2014-02-17,-38.7553
2014-02-18,-38.7553
2014-02-19,-38.7553
2014-02-20,-38.7553
2014-02-21,-38.7553
2014-02-22,-38.7553
2014-02-23,-38.7553
2014-02-24,-38.7553
2014-02-25,-38.7553
2014-02-26,-38.7553
2014-02-27,-38.7553
2014-02-28,-38.7553
2014-03-01,-38.7553
2014-03-02,-38.7553
2014-03-03,-38.7553
2014-03-04,-38.7553
2014-03-05,-38.7553
2014-03-06,-38.7553
2014-03-07,-38.7553
2014-03-08,-38.7553
2014-03-09,-38.7553
2014-03-10,-38.7553
2014-03-11,-38.7553
2014-03-12,-38.7553
2014-03-13,-38.7553
2014-03-14,-38.7553
2014-03-15,-38.7553
2014-03-16,-38.7553
2014-03-17,-38.7553
2014-03-18,-38.7553
2014-03-19,-38.7553
2014-03-20,-38.7553
2014-03-21,-38.7553
2014-03-22,-38.7553
2014-03-23,-38.7553
2014-03-24,-38.7553
2014-03-25,-38.7553
2014-03-26,-38.7553
2014-03-27,-38.7553
2014-03-28,-38.7553
2014-03-29,-38.7553
2014-03-30,-38.7553
2014-03-31,-38.7553
2014-04-01,-38.7553
2014-04-02,-38.7553
2014-04-03,-38.7553
2014-04-04,-38.7553
2014-04-05,-38.7553
2014-04-06,-38.7553
2014-04-07,-38.7553
2014-04-08,-38.7553
2014-04-09,-38.7553
2014-04-10,-38.7553
2014-04-11,-38.7553
2014-04-12,-38.7553
2014-04-13,-38.7553
2014-04-14,-38.7553
2014-04-15,-38.7553
2014-04-16,-38.7553
2014-04-17,-38.7553
2014-04-18,-38.7553
2014-04-19,-38.7553
2014-04-20,-38.7553
2014-04-21,-38.7553
2014-04-22,-38.7553
2014-04-23,-38.7553
2014-04-24,-38.7553
2014-04-25,-38.7553
2014-04-26,-38.7553
2014-04-27,-38.7553
2014-04-28,-38.7553
2014-04-29,-38.7553
2014-04-30,-38.7553
2014-05-01,-38.7553
2014-05-02,-38.7553
2014-05-03,-38.7553
2014-05-04,-38.7553
2014-05-05,-38.7553
2014-05-06,-38.7553
2014-05-07,-38.7553
2014-05-08,-38.7553
2014-05-09,-38.7553
2014-05-10,-38.7553
2014-05-11,-38.7553
2014-05-12,-38.7553
2014-05-13,-38.7553
2014-05-14,-38.7553
2014-05-15,-38.7553
2014-05-16,-38.7553
2014-05-17,-38.7553
2014-05-18,-38.7553
2014-05-19,-38.7553
2014-05-20,-38.7553
2014-05-21,-38.7553
2014-05-22,-38.7553
2014-05-23,-38.7553
2014-05-24,-38.7553
2014-05-25,-38.7553
2014-05-26,-38.7553
2014-05-27,-38.7553
2014-05-28,-38.7553
2014-05-29,-38.7553
2014-05-30,-38.7553
2014-05-31,-38.7553
2014-06-01,-38.7553
2014-06-02,-38.7553
2014-06-03,-38.7553
2014-06-04,-38.7553
2014-06-05,-38.7553
2014-06-06,-38.7553
2014-06-07,-38.7553
2014-06-08,-38.7553
2014-06-09,-38.7553
2014-06-10,-38.7553
2014-06-11,-38.7553
2014-06-12,-38.7553
2014-06-13,-38.7553
2014-06-14,-38.7553
2014-06-15,-38.7553
2014-06-16,-38.7553
2014-06-17,-38.7553
2014-06-18,-38.7553
2014-06-19,-38.7553
2014-06-20,-38.7553
2014-06-21,-38.7553
2014-06-22,-38.7553
2014-06-23,-38.7553
2014-06-24,-38.7553
2014-06-25,-38.7553
2014-06-26,-38.7553
2014-06-27,-38.7553
2014-06-28,-38.7553
2014-06-29,-38.7553
2014-06-30,-22.7151
2014-07-01,-22.7151
2014-07-02,-22.7151
2014-07-03,-22.7151
2014-07-04,-22.7151
2014-07-05,-22.7151
2014-07-06,-22.7151
2014-07-07,-22.7151
2014-07-08,-22.7151
2014-07-09,-22.7151
2014-07-10,-22.7151
2014-07-11,-22.7151
2014-07-12,-22.7151
2014-07-13,-22.7151
2014-07-14,-22.7151
2014-07-15,-22.7151
2014-07-16,-22.7151
2014-07-17,-22.7151
2014-07-18,-22.7151
2014-07-19,-22.7151
2014-07-20,-22.7151
2014-07-21,-22.7151
2014-07-22,-22.7151
2014-07-23,-22.7151
2014-07-24,-22.7151
2014-07-25,-22.7151
2014-07-26,-22.7151
2014-07-27,-22.7151
2014-07-28,-22.7151
2014-07-29,-22.7151
2014-07-30,-22.7151
2014-07-31,-22.7151
2014-08-01,-22.7151
2014-08-02,-22.7151
2014-08-03,-22.7151
2014-08-04,-22.7151
2014-08-05,-22.7151
2014-08-06,-22.7151
2014-08-07,-22.7151
2014-08-08,-22.7151
2014-08-09,-22.7151
2014-08-10,-22.7151
2014-08-11,-22.7151
2014-08-12,-22.7151
2014-08-13,-22.7151
2014-08-14,-22.7151
2014-08-15,-22.7151
2014-08-16,-22.7151
2014-08-17,-22.7151
2014-08-18,-22.7151
2014-08-19,-22.7151
2014-08-20,-22.7151
2014-08-21,-22.7151
2014-08-22,-22.7151
2014-08-23,-22.7151
2014-08-24,-22.7151
2014-08-25,-22.7151
2014-08-26,-22.7151
2014-08-27,-22.7151
2014-08-28,-22.7151
2014-08-29,-22.7151
2014-08-30,-22.7151
2014-08-31,-22.7151
2014-09-01,-22.7151
2014-09-02,-22.7151
2014-09-03,-22.7151
2014-09-04,-22.7151
2014-09-05,-22.7151
2014-09-06,-22.7151
2014-09-07,-22.7151
2014-09-08,-22.7151
2014-09-09,-22.7151
2014-09-10,-22.7151
2014-09-11,-22.7151
2014-09-12,-22.7151
2014-09-13,-22.7151
2014-09-14,-22.7151
2014-09-15,-22.7151
2014-09-16,-22.7151
2014-09-17,-22.7151
2014-09-18,-22.7151
2014-09-19,-22.7151
2014-09-20,-22.7151
2014-09-21,-22.7151
2014-09-22,-22.7151
2014-09-23,-22.7151
2014-09-24,-22.7151
2014-09-25,-22.7151
2014-09-26,-22.7151
2014-09-27,-22.7151
2014-09-28,-22.7151
2014-09-29,-22.7151
2014-09-30,-22.7151
2014-10-01,-22.7151
2014-10-02,-22.7151
2014-10-03,-22.7151
2014-10-04,-22.7151
2014-10-05,-22.7151
2014-10-06,-22.7151
2014-10-07,-22.7151
2014-10-08,-22.7151
2014-10-09,-22.7151
2014-10-10,-22.7151
2014-10-11,-22.7151
2014-10-12,-22.7151
2014-10-13,-22.7151
2014-10-14,-22.7151
2014-10-15,-22.7151
2014-10-16,-22.7151
2014-10-17,-22.7151
2014-10-18,-22.7151
2014-10-19,-22.7151
2014-10-20,-22.7151
2014-10-21,-22.7151
2014-10-22,-22.7151
2014-10-23,-22.7151
2014-10-24,-22.7151
2014-10-25,-22.7151
2014-10-26,-22.7151
2014-10-27,-22.7151
2014-10-28,-22.7151
2014-10-29,-22.7151
2014-10-30,-22.7151
2014-10-31,-22.7151
2014-11-01,-22.7151
2014-11-02,-22.7151
2014-11-03,-22.7151
2014-11-04,-22.7151
2014-11-05,-22.7151
2014-11-06,-22.7151
2014-11-07,-22.7151
2014-11-08,-22.7151
2014-11-09,-22.7151
2014-11-10,-22.7151
2014-11-11,-22.7151
2014-11-12,-22.7151
2014-11-13,-22.7151
2014-11-14,-22.7151
2014-11-15,-22.7151
2014-11-16,-22.7151
2014-11-17,-22.7151
2014-11-18,-22.7151
2014-11-19,-22.7151
2014-11-20,-22.7151
2014-11-21,-22.7151
2014-11-22,-22.7151
2014-11-23,-22.7151
2014-11-24,-22.7151
2014-11-25,-22.7151
2014-11-26,-22.7151
2014-11-27,-22.7151
2014-11-28,-22.7151
2014-11-29,-22.7151
2014-11-30,-22.7151
2014-12-01,-22.7151
2014-12-02,-22.7151
2014-12-03,-22.7151
2014-12-04,-22.7151
2014-12-05,-22.7151
2014-12-06,-22.7151
2014-12-07,-22.7151
2014-12-08,-22.7151
2014-12-09,-22.7151
2014-12-10,-22.7151
2014-12-11,-22.7151
2014-12-12,-22.7151
2014-12-13,-22.7151
2014-12-14,-22.7151
2014-12-15,-22.7151
2014-12-16,-22.7151
2014-12-17,-22.7151
2014-12-18,-22.7151
2014-12-19,-22.7151
2014-12-20,-22.7151
2014-12-21,-22.7151
2014-12-22,-22.7151
2014-12-23,-22.7151
2014-12-24,-22.7151
2014-12-25,-22.7151
2014-12-26,-22.7151
2014-12-27,-22.7151
2014-12-28,-22.7151
2014-12-29,-22.7151
2014-12-30,-22.7151
2014-12-31,-74.889
2015-01-01,-74.889
2015-01-02,-74.889
2015-01-03,-74.889
2015-01-04,-74.889
2015-01-05,-74.889
2015-01-06,-74.889
2015-01-07,-74.889
2015-01-08,-74.889
2015-01-09,-74.889
2015-01-10,-74.889
2015-01-11,-74.889
2015-01-12,-74.889
2015-01-13,-74.889
2015-01-14,-74.889
2015-01-15,-74.889
2015-01-16,-74.889
2015-01-17,-74.889
2015-01-18,-74.889
2015-01-19,-74.889
2015-01-20,-74.889
2015-01-21,-74.889
2015-01-22,-74.889
2015-01-23,-74.889
2015-01-24,-74.889
2015-01-25,-74.889
2015-01-26,-74.889
2015-01-27,-74.889
2015-01-28,-74.889
2015-01-29,-74.889
2015-01-30,-74.889
2015-01-31,-74.889
2015-02-01,-74.889
2015-02-02,-74.889
2015-02-03,-74.889
2015-02-04,-74.889
2015-02-05,-74.889
2015-02-06,-74.889
2015-02-07,-74.889
2015-02-08,-74.889
2015-02-09,-74.889
2015-02-10,-74.889
2015-02-11,-74.889
2015-02-12,-74.889
2015-02-13,-74.889
2015-02-14,-74.889
2015-02-15,-74.889
2015-02-16,-74.889
2015-02-17,-74.889
2015-02-18,-74.889
2015-02-19,-74.889
2015-02-20,-74.889
2015-02-21,-74.889
2015-02-22,-74.889
2015-02-23,-74.889
2015-02-24,-74.889
2015-02-25,-74.889
2015-02-26,-74.889
2015-02-27,-74.889
2015-02-28,-74.889
2015-03-01,-74.889
2015-03-02,-74.889
2015-03-03,-74.889
2015-03-04,-74.889
2015-03-05,-74.889
2015-03-06,-74.889
2015-03-07,-74.889
2015-03-08,-74.889
2015-03-09,-74.889
2015-03-10,-74.889
2015-03-11,-74.889
2015-03-12,-74.889
2015-03-13,-74.889
2015-03-14,-74.889
2015-03-15,-74.889
2015-03-16,-74.889
2015-03-17,-74.889
2015-03-18,-74.889
2015-03-19,-74.889
2015-03-20,-74.889
2015-03-21,-74.889
2015-03-22,-74.889
2015-03-23,-74.889
2015-03-24,-74.889
2015-03-25,-74.889
2015-03-26,-74.889
2015-03-27,-74.889
2015-03-28,-74.889
2015-03-29,-74.889
2015-03-30,-74.889
2015-03-31,-74.889
2015-04-01,-74.889
2015-04-02,-74.889
2015-04-03,-74.889
2015-04-04,-74.889
2015-04-05,-74.889
2015-04-06,-74.889
2015-04-07,-74.889
2015-04-08,-74.889
2015-04-09,-74.889
2015-04-10,-74.889
2015-04-11,-74.889
2015-04-12,-74.889
2015-04-13,-74.889
2015-04-14,-74.889
2015-04-15,-74.889
2015-04-16,-74.889
2015-04-17,-74.889
2015-04-18,-74.889
2015-04-19,-74.889
2015-04-20,-74.889
2015-04-21,-74.889
2015-04-22,-74.889
2015-04-23,-74.889
2015-04-24,-74.889
2015-04-25,-74.889
2015-04-26,-74.889
2015-04-27,-74.889
2015-04-28,-74.889
2015-04-29,-74.889
2015-04-30,-74.889
2015-05-01,-74.889
2015-05-02,-74.889
2015-05-03,-74.889
2015-05-04,-74.889
2015-05-05,-74.889
2015-05-06,-74.889
2015-05-07,-74.889
2015-05-08,-74.889
2015-05-09,-74.889
2015-05-10,-74.889
2015-05-11,-74.889
2015-05-12,-74.889
2015-05-13,-74.889
2015-05-14,-74.889
2015-05-15,-74.889
2015-05-16,-74.889
2015-05-17,-74.889
2015-05-18,-74.889
2015-05-19,-74.889
2015-05-20,-74.889
2015-05-21,-74.889
2015-05-22,-74.889
2015-05-23,-74.889
2015-05-24,-74.889
2015-05-25,-74.889
2015-05-26,-74.889
2015-05-27,-74.889
2015-05-28,-74.889
2015-05-29,-74.889
2015-05-30,-74.889
2015-05-31,-74.889
2015-06-01,-74.889
2015-06-02,-74.889
2015-06-03,-74.889
2015-06-04,-74.889
2015-06-05,-74.889
2015-06-06,-74.889
2015-06-07,-74.889
2015-06-08,-74.889
2015-06-09,-74.889
2015-06-10,-74.889
2015-06-11,-74.889
2015-06-12,-74.889
2015-06-13,-74.889
2015-06-14,-74.889
2015-06-15,-74.889
2015-06-16,-74.889
2015-06-17,-74.889
2015-06-18,-74.889
2015-06-19,-74.889
2015-06-20,-74.889
2015-06-21,-74.889
2015-06-22,-74.889
2015-06-23,-74.889
2015-06-24,-74.889
2015-06-25,-74.889
2015-06-26,-74.889
2015-06-27,-74.889
2015-06-28,-74.889
2015-06-29,-74.889
2015-06-30,-82.7869
2015-07-01,-82.7869
2015-07-02,-82.7869
2015-07-03,-82.7869
2015-07-04,-82.7869
2015-07-05,-82.7869
2015-07-06,-82.7869
2015-07-07,-82.7869
2015-07-08,-82.7869
2015-07-09,-82.7869
2015-07-10,-82.7869
2015-07-11,-82.7869
2015-07-12,-82.7869
2015-07-13,-82.7869
2015-07-14,-82.7869
2015-07-15,-82.7869
2015-07-16,-82.7869
2015-07-17,-82.7869
2015-07-18,-82.7869
2015-07-19,-82.7869
2015-07-20,-82.7869
2015-07-21,-82.7869
2015-07-22,-82.7869
2015-07-23,-82.7869
2015-07-24,-82.7869
2015-07-25,-82.7869
2015-07-26,-82.7869
2015-07-27,-82.7869
2015-07-28,-82.7869
2015-07-29,-82.7869
2015-07-30,-82.7869
2015-07-31,-82.7869
2015-08-01,-82.7869
2015-08-02,-82.7869
2015-08-03,-82.7869
2015-08-04,-82.7869
2015-08-05,-82.7869
2015-08-06,-82.7869
2015-08-07,-82.7869
2015-08-08,-82.7869
2015-08-09,-82.7869
2015-08-10,-82.7869
2015-08-11,-82.7869
2015-08-12,-82.7869
2015-08-13,-82.7869
2015-08-14,-82.7869
2015-08-15,-82.7869
2015-08-16,-82.7869
2015-08-17,-82.7869
2015-08-18,-82.7869
2015-08-19,-82.7869
2015-08-20,-82.7869
2015-08-21,-82.7869
2015-08-22,-82.7869
2015-08-23,-82.7869
2015-08-24,-82.7869
2015-08-25,-82.7869
2015-08-26,-82.7869
2015-08-27,-82.7869
2015-08-28,-82.7869
2015-08-29,-82.7869
2015-08-30,-82.7869
2015-08-31,-82.7869
2015-09-01,-82.7869
2015-09-02,-82.7869
2015-09-03,-82.7869
2015-09-04,-82.7869
2015-09-05,-82.7869
2015-09-06,-82.7869
2015-09-07,-82.7869
2015-09-08,-82.7869
2015-09-09,-82.7869
2015-09-10,-82.7869
2015-09-11,-82.7869
2015-09-12,-82.7869
2015-09-13,-82.7869
2015-09-14,-82.7869
2015-09-15,-82.7869
2015-09-16,-82.7869
2015-09-17,-82.7869
2015-09-18,-82.7869
2015-09-19,-82.7869
2015-09-20,-82.7869
2015-09-21,-82.7869
2015-09-22,-82.7869
2015-09-23,-82.7869
2015-09-24,-82.7869
2015-09-25,-82.7869
2015-09-26,-82.7869
2015-09-27,-82.7869
2015-09-28,-82.7869
2015-09-29,-82.7869
2015-09-30,-82.7869
2015-10-01,-82.7869
2015-10-02,-82.7869
2015-10-03,-82.7869
2015-10-04,-82.7869
2015-10-05,-82.7869
2015-10-06,-82.7869
2015-10-07,-82.7869
2015-10-08,-82.7869
2015-10-09,-82.7869
2015-10-10,-82.7869
2015-10-11,-82.7869
2015-10-12,-82.7869
2015-10-13,-82.7869
2015-10-14,-82.7869
2015-10-15,-82.7869
2015-10-16,-82.7869
2015-10-17,-82.7869
2015-10-18,-82.7869
2015-10-19,-82.7869
2015-10-20,-82.7869
2015-10-21,-82.7869
2015-10-22,-82.7869
2015-10-23,-82.7869
2015-10-24,-82.7869
2015-10-25,-82.7869
2015-10-26,-82.7869
2015-10-27,-82.7869
2015-10-28,-82.7869
2015-10-29,-82.7869
2015-10-30,-82.7869
2015-10-31,-82.7869
2015-11-01,-82.7869
2015-11-02,-82.7869
2015-11-03,-82.7869
2015-11-04,-82.7869
2015-11-05,-82.7869
2015-11-06,-82.7869
2015-11-07,-82.7869
2015-11-08,-82.7869
2015-11-09,-82.7869
2015-11-10,-82.7869
2015-11-11,-82.7869
2015-11-12,-82.7869
2015-11-13,-82.7869
2015-11-14,-82.7869
2015-11-15,-82.7869
2015-11-16,-82.7869
2015-11-17,-82.7869
2015-11-18,-82.7869
2015-11-19,-82.7869
2015-11-20,-82.7869
2015-11-21,-82.7869
2015-11-22,-82.7869
2015-11-23,-82.7869
2015-11-24,-82.7869
2015-11-25,-82.7869
2015-11-26,-82.7869
2015-11-27,-82.7869
2015-11-28,-82.7869
2015-11-29,-82.7869
2015-11-30,-82.7869
2015-12-01,-82.7869
2015-12-02,-82.7869
2015-12-03,-82.7869
2015-12-04,-82.7869
2015-12-05,-82.7869
2015-12-06,-82.7869
2015-12-07,-82.7869
2015-12-08,-82.7869
2015-12-09,-82.7869
2015-12-10,-82.7869
2015-12-11,-82.7869
2015-12-12,-82.7869
2015-12-13,-82.7869
2015-12-14,-82.7869
2015-12-15,-82.7869
2015-12-16,-82.7869
2015-12-17,-82.7869
2015-12-18,-82.7869
2015-12-19,-82.7869
2015-12-20,-82.7869
2015-12-21,-82.7869
2015-12-22,-82.7869
2015-12-23,-82.7869
2015-12-24,-82.7869
2015-12-25,-82.7869
2015-12-26,-82.7869
2015-12-27,-82.7869
2015-12-28,-82.7869
2015-12-29,-82.7869
2015-12-30,-82.7869
2015-12-31,-0.9959
2016-01-01,-0.9959
2016-01-02,-0.9959
2016-01-03,-0.9959
2016-01-04,-0.9959
2016-01-05,-0.9959
2016-01-06,-0.9959
2016-01-07,-0.9959
2016-01-08,-0.9959
2016-01-09,-0.9959
2016-01-10,-0.9959
2016-01-11,-0.9959
2016-01-12,-0.9959
2016-01-13,-0.9959
2016-01-14,-0.9959
2016-01-15,-0.9959
2016-01-16,-0.9959
2016-01-17,-0.9959
2016-01-18,-0.9959
2016-01-19,-0.9959
2016-01-20,-0.9959
2016-01-21,-0.9959
2016-01-22,-0.9959
2016-01-23,-0.9959
2016-01-24,-0.9959
2016-01-25,-0.9959
2016-01-26,-0.9959
2016-01-27,-0.9959
2016-01-28,-0.9959
2016-01-29,-0.9959
2016-01-30,-0.9959
2016-01-31,-0.9959
2016-02-01,-0.9959
2016-02-02,-0.9959
2016-02-03,-0.9959
2016-02-04,-0.9959
2016-02-05,-0.9959
2016-02-06,-0.9959
2016-02-07,-0.9959
2016-02-08,-0.9959
2016-02-09,-0.9959
2016-02-10,-0.9959
2016-02-11,-0.9959
2016-02-12,-0.9959
2016-02-13,-0.9959
2016-02-14,-0.9959
2016-02-15,-0.9959
2016-02-16,-0.9959
2016-02-17,-0.9959
2016-02-18,-0.9959
2016-02-19,-0.9959
2016-02-20,-0.9959
2016-02-21,-0.9959
2016-02-22,-0.9959
2016-02-23,-0.9959
2016-02-24,-0.9959
2016-02-25,-0.9959
2016-02-26,-0.9959
2016-02-27,-0.9959
2016-02-28,-0.9959
2016-02-29,-0.9959
2016-03-01,-0.9959
2016-03-02,-0.9959
2016-03-03,-0.9959
2016-03-04,-0.9959
2016-03-05,-0.9959
2016-03-06,-0.9959
2016-03-07,-0.9959
2016-03-08,-0.9959
2016-03-09,-0.9959
2016-03-10,-0.9959
2016-03-11,-0.9959
