,PAGE LN Equity
2013-03-25,19.9991
2013-03-26,19.9991
2013-03-27,19.9991
2013-03-28,19.9991
2013-03-29,19.9991
2013-03-30,19.9991
2013-03-31,19.9991
2013-04-01,19.9991
2013-04-02,19.9991
2013-04-03,19.9991
2013-04-04,19.9991
2013-04-05,19.9991
2013-04-06,19.9991
2013-04-07,19.9991
2013-04-08,19.9991
2013-04-09,19.9991
2013-04-10,19.9991
2013-04-11,19.9991
2013-04-12,19.9991
2013-04-13,19.9991
2013-04-14,19.9991
2013-04-15,19.9991
2013-04-16,19.9991
2013-04-17,19.9991
2013-04-18,19.9991
2013-04-19,19.9991
2013-04-20,19.9991
2013-04-21,19.9991
2013-04-22,19.9991
2013-04-23,19.9991
2013-04-24,19.9991
2013-04-25,19.9991
2013-04-26,19.9991
2013-04-27,19.9991
2013-04-28,19.9991
2013-04-29,19.9991
2013-04-30,19.9991
2013-05-01,19.9991
2013-05-02,19.9991
2013-05-03,19.9991
2013-05-04,19.9991
2013-05-05,19.9991
2013-05-06,19.9991
2013-05-07,19.9991
2013-05-08,19.9991
2013-05-09,19.9991
2013-05-10,19.9991
2013-05-11,19.9991
2013-05-12,19.9991
2013-05-13,19.9991
2013-05-14,19.9991
2013-05-15,19.9991
2013-05-16,19.9991
2013-05-17,19.9991
2013-05-18,19.9991
2013-05-19,19.9991
2013-05-20,19.9991
2013-05-21,19.9991
2013-05-22,19.9991
2013-05-23,19.9991
2013-05-24,19.9991
2013-05-25,19.9991
2013-05-26,19.9991
2013-05-27,19.9991
2013-05-28,19.9991
2013-05-29,19.9991
2013-05-30,19.9991
2013-05-31,19.9991
2013-06-01,19.9991
2013-06-02,19.9991
2013-06-03,19.9991
2013-06-04,19.9991
2013-06-05,19.9991
2013-06-06,19.9991
2013-06-07,19.9991
2013-06-08,19.9991
2013-06-09,19.9991
2013-06-10,19.9991
2013-06-11,19.9991
2013-06-12,19.9991
2013-06-13,19.9991
2013-06-14,19.9991
2013-06-15,19.9991
2013-06-16,19.9991
2013-06-17,19.9991
2013-06-18,19.9991
2013-06-19,19.9991
2013-06-20,19.9991
2013-06-21,19.9991
2013-06-22,19.9991
2013-06-23,19.9991
2013-06-24,19.9991
2013-06-25,19.9991
2013-06-26,19.9991
2013-06-27,19.9991
2013-06-28,19.9991
2013-06-29,19.9991
2013-06-30,20.64
2013-07-01,20.64
2013-07-02,20.64
2013-07-03,20.64
2013-07-04,20.64
2013-07-05,20.64
2013-07-06,20.64
2013-07-07,20.64
2013-07-08,20.64
2013-07-09,20.64
2013-07-10,20.64
2013-07-11,20.64
2013-07-12,20.64
2013-07-13,20.64
2013-07-14,20.64
2013-07-15,20.64
2013-07-16,20.64
2013-07-17,20.64
2013-07-18,20.64
2013-07-19,20.64
2013-07-20,20.64
2013-07-21,20.64
2013-07-22,20.64
2013-07-23,20.64
2013-07-24,20.64
2013-07-25,20.64
2013-07-26,20.64
2013-07-27,20.64
2013-07-28,20.64
2013-07-29,20.64
2013-07-30,20.64
2013-07-31,20.64
2013-08-01,20.64
2013-08-02,20.64
2013-08-03,20.64
2013-08-04,20.64
2013-08-05,20.64
2013-08-06,20.64
2013-08-07,20.64
2013-08-08,20.64
2013-08-09,20.64
2013-08-10,20.64
2013-08-11,20.64
2013-08-12,20.64
2013-08-13,20.64
2013-08-14,20.64
2013-08-15,20.64
2013-08-16,20.64
2013-08-17,20.64
2013-08-18,20.64
2013-08-19,20.64
2013-08-20,20.64
2013-08-21,20.64
2013-08-22,20.64
2013-08-23,20.64
2013-08-24,20.64
2013-08-25,20.64
2013-08-26,20.64
2013-08-27,20.64
2013-08-28,20.64
2013-08-29,20.64
2013-08-30,20.64
2013-08-31,20.64
2013-09-01,20.64
2013-09-02,20.64
2013-09-03,20.64
2013-09-04,20.64
2013-09-05,20.64
2013-09-06,20.64
2013-09-07,20.64
2013-09-08,20.64
2013-09-09,20.64
2013-09-10,20.64
2013-09-11,20.64
2013-09-12,20.64
2013-09-13,20.64
2013-09-14,20.64
2013-09-15,20.64
2013-09-16,20.64
2013-09-17,20.64
2013-09-18,20.64
2013-09-19,20.64
2013-09-20,20.64
2013-09-21,20.64
2013-09-22,20.64
2013-09-23,20.64
2013-09-24,20.64
2013-09-25,20.64
2013-09-26,20.64
2013-09-27,20.64
2013-09-28,20.64
2013-09-29,20.64
2013-09-30,20.64
2013-10-01,20.64
2013-10-02,20.64
2013-10-03,20.64
2013-10-04,20.64
2013-10-05,20.64
2013-10-06,20.64
2013-10-07,20.64
2013-10-08,20.64
2013-10-09,20.64
2013-10-10,20.64
2013-10-11,20.64
2013-10-12,20.64
2013-10-13,20.64
2013-10-14,20.64
2013-10-15,20.64
2013-10-16,20.64
2013-10-17,20.64
2013-10-18,20.64
2013-10-19,20.64
2013-10-20,20.64
2013-10-21,20.64
2013-10-22,20.64
2013-10-23,20.64
2013-10-24,20.64
2013-10-25,20.64
2013-10-26,20.64
2013-10-27,20.64
2013-10-28,20.64
2013-10-29,20.64
2013-10-30,20.64
2013-10-31,20.64
2013-11-01,20.64
2013-11-02,20.64
2013-11-03,20.64
2013-11-04,20.64
2013-11-05,20.64
2013-11-06,20.64
2013-11-07,20.64
2013-11-08,20.64
2013-11-09,20.64
2013-11-10,20.64
2013-11-11,20.64
2013-11-12,20.64
2013-11-13,20.64
2013-11-14,20.64
2013-11-15,20.64
2013-11-16,20.64
2013-11-17,20.64
2013-11-18,20.64
2013-11-19,20.64
2013-11-20,20.64
2013-11-21,20.64
2013-11-22,20.64
2013-11-23,20.64
2013-11-24,20.64
2013-11-25,20.64
2013-11-26,20.64
2013-11-27,20.64
2013-11-28,20.64
2013-11-29,20.64
2013-11-30,20.64
2013-12-01,20.64
2013-12-02,20.64
2013-12-03,20.64
2013-12-04,20.64
2013-12-05,20.64
2013-12-06,20.64
2013-12-07,20.64
2013-12-08,20.64
2013-12-09,20.64
2013-12-10,20.64
2013-12-11,20.64
2013-12-12,20.64
2013-12-13,20.64
2013-12-14,20.64
2013-12-15,20.64
2013-12-16,20.64
2013-12-17,20.64
2013-12-18,20.64
2013-12-19,20.64
2013-12-20,20.64
2013-12-21,20.64
2013-12-22,20.64
2013-12-23,20.64
2013-12-24,20.64
2013-12-25,20.64
2013-12-26,20.64
2013-12-27,20.64
2013-12-28,20.64
2013-12-29,20.64
2013-12-30,20.64
2013-12-31,21.8552
2014-01-01,21.8552
2014-01-02,21.8552
2014-01-03,21.8552
2014-01-04,21.8552
2014-01-05,21.8552
2014-01-06,21.8552
2014-01-07,21.8552
2014-01-08,21.8552
2014-01-09,21.8552
2014-01-10,21.8552
2014-01-11,21.8552
2014-01-12,21.8552
2014-01-13,21.8552
2014-01-14,21.8552
2014-01-15,21.8552
2014-01-16,21.8552
2014-01-17,21.8552
2014-01-18,21.8552
2014-01-19,21.8552
2014-01-20,21.8552
2014-01-21,21.8552
2014-01-22,21.8552
2014-01-23,21.8552
2014-01-24,21.8552
2014-01-25,21.8552
2014-01-26,21.8552
2014-01-27,21.8552
2014-01-28,21.8552
2014-01-29,21.8552
2014-01-30,21.8552
2014-01-31,21.8552
2014-02-01,21.8552
2014-02-02,21.8552
2014-02-03,21.8552
2014-02-04,21.8552
2014-02-05,21.8552
2014-02-06,21.8552
2014-02-07,21.8552
2014-02-08,21.8552
2014-02-09,21.8552
2014-02-10,21.8552
2014-02-11,21.8552
2014-02-12,21.8552
2014-02-13,21.8552
2014-02-14,21.8552
2014-02-15,21.8552
2014-02-16,21.8552
2014-02-17,21.8552
2014-02-18,21.8552
2014-02-19,21.8552
2014-02-20,21.8552
2014-02-21,21.8552
2014-02-22,21.8552
2014-02-23,21.8552
2014-02-24,21.8552
2014-02-25,21.8552
2014-02-26,21.8552
2014-02-27,21.8552
2014-02-28,21.8552
2014-03-01,21.8552
2014-03-02,21.8552
2014-03-03,21.8552
2014-03-04,21.8552
2014-03-05,21.8552
2014-03-06,21.8552
2014-03-07,21.8552
2014-03-08,21.8552
2014-03-09,21.8552
2014-03-10,21.8552
2014-03-11,21.8552
2014-03-12,21.8552
2014-03-13,21.8552
2014-03-14,21.8552
2014-03-15,21.8552
2014-03-16,21.8552
2014-03-17,21.8552
2014-03-18,21.8552
2014-03-19,21.8552
2014-03-20,21.8552
2014-03-21,21.8552
2014-03-22,21.8552
2014-03-23,21.8552
2014-03-24,21.8552
2014-03-25,21.8552
2014-03-26,21.8552
2014-03-27,21.8552
2014-03-28,21.8552
2014-03-29,21.8552
2014-03-30,21.8552
2014-03-31,21.8552
2014-04-01,21.8552
2014-04-02,21.8552
2014-04-03,21.8552
2014-04-04,21.8552
2014-04-05,21.8552
2014-04-06,21.8552
2014-04-07,21.8552
2014-04-08,21.8552
2014-04-09,21.8552
2014-04-10,21.8552
2014-04-11,21.8552
2014-04-12,21.8552
2014-04-13,21.8552
2014-04-14,21.8552
2014-04-15,21.8552
2014-04-16,21.8552
2014-04-17,21.8552
2014-04-18,21.8552
2014-04-19,21.8552
2014-04-20,21.8552
2014-04-21,21.8552
2014-04-22,21.8552
2014-04-23,21.8552
2014-04-24,21.8552
2014-04-25,21.8552
2014-04-26,21.8552
2014-04-27,21.8552
2014-04-28,21.8552
2014-04-29,21.8552
2014-04-30,21.8552
2014-05-01,21.8552
2014-05-02,21.8552
2014-05-03,21.8552
2014-05-04,21.8552
2014-05-05,21.8552
2014-05-06,21.8552
2014-05-07,21.8552
2014-05-08,21.8552
2014-05-09,21.8552
2014-05-10,21.8552
2014-05-11,21.8552
2014-05-12,21.8552
2014-05-13,21.8552
2014-05-14,21.8552
2014-05-15,21.8552
2014-05-16,21.8552
2014-05-17,21.8552
2014-05-18,21.8552
2014-05-19,21.8552
2014-05-20,21.8552
2014-05-21,21.8552
2014-05-22,21.8552
2014-05-23,21.8552
2014-05-24,21.8552
2014-05-25,21.8552
2014-05-26,21.8552
2014-05-27,21.8552
2014-05-28,21.8552
2014-05-29,21.8552
2014-05-30,21.8552
2014-05-31,21.8552
2014-06-01,21.8552
2014-06-02,21.8552
2014-06-03,21.8552
2014-06-04,21.8552
2014-06-05,21.8552
2014-06-06,21.8552
2014-06-07,21.8552
2014-06-08,21.8552
2014-06-09,21.8552
2014-06-10,21.8552
2014-06-11,21.8552
2014-06-12,21.8552
2014-06-13,21.8552
2014-06-14,21.8552
2014-06-15,21.8552
2014-06-16,21.8552
2014-06-17,21.8552
2014-06-18,21.8552
2014-06-19,21.8552
2014-06-20,21.8552
2014-06-21,21.8552
2014-06-22,21.8552
2014-06-23,21.8552
2014-06-24,21.8552
2014-06-25,21.8552
2014-06-26,21.8552
2014-06-27,21.8552
2014-06-28,21.8552
2014-06-29,21.8552
2014-06-30,23.2164
2014-07-01,23.2164
2014-07-02,23.2164
2014-07-03,23.2164
2014-07-04,23.2164
2014-07-05,23.2164
2014-07-06,23.2164
2014-07-07,23.2164
2014-07-08,23.2164
2014-07-09,23.2164
2014-07-10,23.2164
2014-07-11,23.2164
2014-07-12,23.2164
2014-07-13,23.2164
2014-07-14,23.2164
2014-07-15,23.2164
2014-07-16,23.2164
2014-07-17,23.2164
2014-07-18,23.2164
2014-07-19,23.2164
2014-07-20,23.2164
2014-07-21,23.2164
2014-07-22,23.2164
2014-07-23,23.2164
2014-07-24,23.2164
2014-07-25,23.2164
2014-07-26,23.2164
2014-07-27,23.2164
2014-07-28,23.2164
2014-07-29,23.2164
2014-07-30,23.2164
2014-07-31,23.2164
2014-08-01,23.2164
2014-08-02,23.2164
2014-08-03,23.2164
2014-08-04,23.2164
2014-08-05,23.2164
2014-08-06,23.2164
2014-08-07,23.2164
2014-08-08,23.2164
2014-08-09,23.2164
2014-08-10,23.2164
2014-08-11,23.2164
2014-08-12,23.2164
2014-08-13,23.2164
2014-08-14,23.2164
2014-08-15,23.2164
2014-08-16,23.2164
2014-08-17,23.2164
2014-08-18,23.2164
2014-08-19,23.2164
2014-08-20,23.2164
2014-08-21,23.2164
2014-08-22,23.2164
2014-08-23,23.2164
2014-08-24,23.2164
2014-08-25,23.2164
2014-08-26,23.2164
2014-08-27,23.2164
2014-08-28,23.2164
2014-08-29,23.2164
2014-08-30,23.2164
2014-08-31,23.2164
2014-09-01,23.2164
2014-09-02,23.2164
2014-09-03,23.2164
2014-09-04,23.2164
2014-09-05,23.2164
2014-09-06,23.2164
2014-09-07,23.2164
2014-09-08,23.2164
2014-09-09,23.2164
2014-09-10,23.2164
2014-09-11,23.2164
2014-09-12,23.2164
2014-09-13,23.2164
2014-09-14,23.2164
2014-09-15,23.2164
2014-09-16,23.2164
2014-09-17,23.2164
2014-09-18,23.2164
2014-09-19,23.2164
2014-09-20,23.2164
2014-09-21,23.2164
2014-09-22,23.2164
2014-09-23,23.2164
2014-09-24,23.2164
2014-09-25,23.2164
2014-09-26,23.2164
2014-09-27,23.2164
2014-09-28,23.2164
2014-09-29,23.2164
2014-09-30,23.2164
2014-10-01,23.2164
2014-10-02,23.2164
2014-10-03,23.2164
2014-10-04,23.2164
2014-10-05,23.2164
2014-10-06,23.2164
2014-10-07,23.2164
2014-10-08,23.2164
2014-10-09,23.2164
2014-10-10,23.2164
2014-10-11,23.2164
2014-10-12,23.2164
2014-10-13,23.2164
2014-10-14,23.2164
2014-10-15,23.2164
2014-10-16,23.2164
2014-10-17,23.2164
2014-10-18,23.2164
2014-10-19,23.2164
2014-10-20,23.2164
2014-10-21,23.2164
2014-10-22,23.2164
2014-10-23,23.2164
2014-10-24,23.2164
2014-10-25,23.2164
2014-10-26,23.2164
2014-10-27,23.2164
2014-10-28,23.2164
2014-10-29,23.2164
2014-10-30,23.2164
2014-10-31,23.2164
2014-11-01,23.2164
2014-11-02,23.2164
2014-11-03,23.2164
2014-11-04,23.2164
2014-11-05,23.2164
2014-11-06,23.2164
2014-11-07,23.2164
2014-11-08,23.2164
2014-11-09,23.2164
2014-11-10,23.2164
2014-11-11,23.2164
2014-11-12,23.2164
2014-11-13,23.2164
2014-11-14,23.2164
2014-11-15,23.2164
2014-11-16,23.2164
2014-11-17,23.2164
2014-11-18,23.2164
2014-11-19,23.2164
2014-11-20,23.2164
2014-11-21,23.2164
2014-11-22,23.2164
2014-11-23,23.2164
2014-11-24,23.2164
2014-11-25,23.2164
2014-11-26,23.2164
2014-11-27,23.2164
2014-11-28,23.2164
2014-11-29,23.2164
2014-11-30,23.2164
2014-12-01,23.2164
2014-12-02,23.2164
2014-12-03,23.2164
2014-12-04,23.2164
2014-12-05,23.2164
2014-12-06,23.2164
2014-12-07,23.2164
2014-12-08,23.2164
2014-12-09,23.2164
2014-12-10,23.2164
2014-12-11,23.2164
2014-12-12,23.2164
2014-12-13,23.2164
2014-12-14,23.2164
2014-12-15,23.2164
2014-12-16,23.2164
2014-12-17,23.2164
2014-12-18,23.2164
2014-12-19,23.2164
2014-12-20,23.2164
2014-12-21,23.2164
2014-12-22,23.2164
2014-12-23,23.2164
2014-12-24,23.2164
2014-12-25,23.2164
2014-12-26,23.2164
2014-12-27,23.2164
2014-12-28,23.2164
2014-12-29,23.2164
2014-12-30,23.2164
2014-12-31,27.9395
2015-01-01,27.9395
2015-01-02,27.9395
2015-01-03,27.9395
2015-01-04,27.9395
2015-01-05,27.9395
2015-01-06,27.9395
2015-01-07,27.9395
2015-01-08,27.9395
2015-01-09,27.9395
2015-01-10,27.9395
2015-01-11,27.9395
2015-01-12,27.9395
2015-01-13,27.9395
2015-01-14,27.9395
2015-01-15,27.9395
2015-01-16,27.9395
2015-01-17,27.9395
2015-01-18,27.9395
2015-01-19,27.9395
2015-01-20,27.9395
2015-01-21,27.9395
2015-01-22,27.9395
2015-01-23,27.9395
2015-01-24,27.9395
2015-01-25,27.9395
2015-01-26,27.9395
2015-01-27,27.9395
2015-01-28,27.9395
2015-01-29,27.9395
2015-01-30,27.9395
2015-01-31,27.9395
2015-02-01,27.9395
2015-02-02,27.9395
2015-02-03,27.9395
2015-02-04,27.9395
2015-02-05,27.9395
2015-02-06,27.9395
2015-02-07,27.9395
2015-02-08,27.9395
2015-02-09,27.9395
2015-02-10,27.9395
2015-02-11,27.9395
2015-02-12,27.9395
2015-02-13,27.9395
2015-02-14,27.9395
2015-02-15,27.9395
2015-02-16,27.9395
2015-02-17,27.9395
2015-02-18,27.9395
2015-02-19,27.9395
2015-02-20,27.9395
2015-02-21,27.9395
2015-02-22,27.9395
2015-02-23,27.9395
2015-02-24,27.9395
2015-02-25,27.9395
2015-02-26,27.9395
2015-02-27,27.9395
2015-02-28,27.9395
2015-03-01,27.9395
2015-03-02,27.9395
2015-03-03,27.9395
2015-03-04,27.9395
2015-03-05,27.9395
2015-03-06,27.9395
2015-03-07,27.9395
2015-03-08,27.9395
2015-03-09,27.9395
2015-03-10,27.9395
2015-03-11,27.9395
2015-03-12,27.9395
2015-03-13,27.9395
2015-03-14,27.9395
2015-03-15,27.9395
2015-03-16,27.9395
2015-03-17,27.9395
2015-03-18,27.9395
2015-03-19,27.9395
2015-03-20,27.9395
2015-03-21,27.9395
2015-03-22,27.9395
2015-03-23,27.9395
2015-03-24,27.9395
2015-03-25,27.9395
2015-03-26,27.9395
2015-03-27,27.9395
2015-03-28,27.9395
2015-03-29,27.9395
2015-03-30,27.9395
2015-03-31,27.9395
2015-04-01,27.9395
2015-04-02,27.9395
2015-04-03,27.9395
2015-04-04,27.9395
2015-04-05,27.9395
2015-04-06,27.9395
2015-04-07,27.9395
2015-04-08,27.9395
2015-04-09,27.9395
2015-04-10,27.9395
2015-04-11,27.9395
2015-04-12,27.9395
2015-04-13,27.9395
2015-04-14,27.9395
2015-04-15,27.9395
2015-04-16,27.9395
2015-04-17,27.9395
2015-04-18,27.9395
2015-04-19,27.9395
2015-04-20,27.9395
2015-04-21,27.9395
2015-04-22,27.9395
2015-04-23,27.9395
2015-04-24,27.9395
2015-04-25,27.9395
2015-04-26,27.9395
2015-04-27,27.9395
2015-04-28,27.9395
2015-04-29,27.9395
2015-04-30,27.9395
2015-05-01,27.9395
2015-05-02,27.9395
2015-05-03,27.9395
2015-05-04,27.9395
2015-05-05,27.9395
2015-05-06,27.9395
2015-05-07,27.9395
2015-05-08,27.9395
2015-05-09,27.9395
2015-05-10,27.9395
2015-05-11,27.9395
2015-05-12,27.9395
2015-05-13,27.9395
2015-05-14,27.9395
2015-05-15,27.9395
2015-05-16,27.9395
2015-05-17,27.9395
2015-05-18,27.9395
2015-05-19,27.9395
2015-05-20,27.9395
2015-05-21,27.9395
2015-05-22,27.9395
2015-05-23,27.9395
2015-05-24,27.9395
2015-05-25,27.9395
2015-05-26,27.9395
2015-05-27,27.9395
2015-05-28,27.9395
2015-05-29,27.9395
2015-05-30,27.9395
2015-05-31,27.9395
2015-06-01,27.9395
2015-06-02,27.9395
2015-06-03,27.9395
2015-06-04,27.9395
2015-06-05,27.9395
2015-06-06,27.9395
2015-06-07,27.9395
2015-06-08,27.9395
2015-06-09,27.9395
2015-06-10,27.9395
2015-06-11,27.9395
2015-06-12,27.9395
2015-06-13,27.9395
2015-06-14,27.9395
2015-06-15,27.9395
2015-06-16,27.9395
2015-06-17,27.9395
2015-06-18,27.9395
2015-06-19,27.9395
2015-06-20,27.9395
2015-06-21,27.9395
2015-06-22,27.9395
2015-06-23,27.9395
2015-06-24,27.9395
2015-06-25,27.9395
2015-06-26,27.9395
2015-06-27,27.9395
2015-06-28,27.9395
2015-06-29,27.9395
2015-06-30,29.962
2015-07-01,29.962
2015-07-02,29.962
2015-07-03,29.962
2015-07-04,29.962
2015-07-05,29.962
2015-07-06,29.962
2015-07-07,29.962
2015-07-08,29.962
2015-07-09,29.962
2015-07-10,29.962
2015-07-11,29.962
2015-07-12,29.962
2015-07-13,29.962
2015-07-14,29.962
2015-07-15,29.962
2015-07-16,29.962
2015-07-17,29.962
2015-07-18,29.962
2015-07-19,29.962
2015-07-20,29.962
2015-07-21,29.962
2015-07-22,29.962
2015-07-23,29.962
2015-07-24,29.962
2015-07-25,29.962
2015-07-26,29.962
2015-07-27,29.962
2015-07-28,29.962
2015-07-29,29.962
2015-07-30,29.962
2015-07-31,29.962
2015-08-01,29.962
2015-08-02,29.962
2015-08-03,29.962
2015-08-04,29.962
2015-08-05,29.962
2015-08-06,29.962
2015-08-07,29.962
2015-08-08,29.962
2015-08-09,29.962
2015-08-10,29.962
2015-08-11,29.962
2015-08-12,29.962
2015-08-13,29.962
2015-08-14,29.962
2015-08-15,29.962
2015-08-16,29.962
2015-08-17,29.962
2015-08-18,29.962
2015-08-19,29.962
2015-08-20,29.962
2015-08-21,29.962
2015-08-22,29.962
2015-08-23,29.962
2015-08-24,29.962
2015-08-25,29.962
2015-08-26,29.962
2015-08-27,29.962
2015-08-28,29.962
2015-08-29,29.962
2015-08-30,29.962
2015-08-31,29.962
2015-09-01,29.962
2015-09-02,29.962
2015-09-03,29.962
2015-09-04,29.962
2015-09-05,29.962
2015-09-06,29.962
2015-09-07,29.962
2015-09-08,29.962
2015-09-09,29.962
2015-09-10,29.962
2015-09-11,29.962
2015-09-12,29.962
2015-09-13,29.962
2015-09-14,29.962
2015-09-15,29.962
2015-09-16,29.962
2015-09-17,29.962
2015-09-18,29.962
2015-09-19,29.962
2015-09-20,29.962
2015-09-21,29.962
2015-09-22,29.962
2015-09-23,29.962
2015-09-24,29.962
2015-09-25,29.962
2015-09-26,29.962
2015-09-27,29.962
2015-09-28,29.962
2015-09-29,29.962
2015-09-30,29.962
2015-10-01,29.962
2015-10-02,29.962
2015-10-03,29.962
2015-10-04,29.962
2015-10-05,29.962
2015-10-06,29.962
2015-10-07,29.962
2015-10-08,29.962
2015-10-09,29.962
2015-10-10,29.962
2015-10-11,29.962
2015-10-12,29.962
2015-10-13,29.962
2015-10-14,29.962
2015-10-15,29.962
2015-10-16,29.962
2015-10-17,29.962
2015-10-18,29.962
2015-10-19,29.962
2015-10-20,29.962
2015-10-21,29.962
2015-10-22,29.962
2015-10-23,29.962
2015-10-24,29.962
2015-10-25,29.962
2015-10-26,29.962
2015-10-27,29.962
2015-10-28,29.962
2015-10-29,29.962
2015-10-30,29.962
2015-10-31,29.962
2015-11-01,29.962
2015-11-02,29.962
2015-11-03,29.962
2015-11-04,29.962
2015-11-05,29.962
2015-11-06,29.962
2015-11-07,29.962
2015-11-08,29.962
2015-11-09,29.962
2015-11-10,29.962
2015-11-11,29.962
2015-11-12,29.962
2015-11-13,29.962
2015-11-14,29.962
2015-11-15,29.962
2015-11-16,29.962
2015-11-17,29.962
2015-11-18,29.962
2015-11-19,29.962
2015-11-20,29.962
2015-11-21,29.962
2015-11-22,29.962
2015-11-23,29.962
2015-11-24,29.962
2015-11-25,29.962
2015-11-26,29.962
2015-11-27,29.962
2015-11-28,29.962
2015-11-29,29.962
2015-11-30,29.962
2015-12-01,29.962
2015-12-02,29.962
2015-12-03,29.962
2015-12-04,29.962
2015-12-05,29.962
2015-12-06,29.962
2015-12-07,29.962
2015-12-08,29.962
2015-12-09,29.962
2015-12-10,29.962
2015-12-11,29.962
2015-12-12,29.962
2015-12-13,29.962
2015-12-14,29.962
2015-12-15,29.962
2015-12-16,29.962
2015-12-17,29.962
2015-12-18,29.962
2015-12-19,29.962
2015-12-20,29.962
2015-12-21,29.962
2015-12-22,29.962
2015-12-23,29.962
2015-12-24,29.962
2015-12-25,29.962
2015-12-26,29.962
2015-12-27,29.962
2015-12-28,29.962
2015-12-29,29.962
2015-12-30,29.962
2015-12-31,30.2332
2016-01-01,30.2332
2016-01-02,30.2332
2016-01-03,30.2332
2016-01-04,30.2332
2016-01-05,30.2332
2016-01-06,30.2332
2016-01-07,30.2332
2016-01-08,30.2332
2016-01-09,30.2332
2016-01-10,30.2332
2016-01-11,30.2332
2016-01-12,30.2332
2016-01-13,30.2332
2016-01-14,30.2332
2016-01-15,30.2332
2016-01-16,30.2332
2016-01-17,30.2332
2016-01-18,30.2332
2016-01-19,30.2332
2016-01-20,30.2332
2016-01-21,30.2332
2016-01-22,30.2332
2016-01-23,30.2332
2016-01-24,30.2332
2016-01-25,30.2332
2016-01-26,30.2332
2016-01-27,30.2332
2016-01-28,30.2332
2016-01-29,30.2332
2016-01-30,30.2332
2016-01-31,30.2332
2016-02-01,30.2332
2016-02-02,30.2332
2016-02-03,30.2332
2016-02-04,30.2332
2016-02-05,30.2332
2016-02-06,30.2332
2016-02-07,30.2332
2016-02-08,30.2332
2016-02-09,30.2332
2016-02-10,30.2332
2016-02-11,30.2332
2016-02-12,30.2332
2016-02-13,30.2332
2016-02-14,30.2332
2016-02-15,30.2332
2016-02-16,30.2332
2016-02-17,30.2332
2016-02-18,30.2332
2016-02-19,30.2332
2016-02-20,30.2332
2016-02-21,30.2332
2016-02-22,30.2332
2016-02-23,30.2332
2016-02-24,30.2332
2016-02-25,30.2332
2016-02-26,30.2332
2016-02-27,30.2332
2016-02-28,30.2332
2016-02-29,30.2332
2016-03-01,30.2332
2016-03-02,30.2332
2016-03-03,30.2332
2016-03-04,30.2332
2016-03-05,30.2332
2016-03-06,30.2332
2016-03-07,30.2332
2016-03-08,30.2332
2016-03-09,30.2332
2016-03-10,30.2332
2016-03-11,30.2332
2016-03-12,30.2332
2016-03-13,30.2332
2016-03-14,30.2332
2016-03-15,30.2332
2016-03-16,30.2332
2016-03-17,30.2332
2016-03-18,30.2332
2016-03-19,30.2332
2016-03-20,30.2332
2016-03-21,30.2332
2016-03-22,30.2332
2016-03-23,30.2332
2016-03-24,30.2332
2016-03-25,30.2332
2016-03-26,30.2332
2016-03-27,30.2332
2016-03-28,30.2332
2016-03-29,30.2332
2016-03-30,30.2332
2016-03-31,30.2332
2016-04-01,30.2332
2016-04-02,30.2332
2016-04-03,30.2332
2016-04-04,30.2332
2016-04-05,30.2332
2016-04-06,30.2332
2016-04-07,30.2332
2016-04-08,30.2332
2016-04-09,30.2332
2016-04-10,30.2332
2016-04-11,30.2332
2016-04-12,30.2332
2016-04-13,30.2332
2016-04-14,30.2332
2016-04-15,30.2332
2016-04-16,30.2332
2016-04-17,30.2332
2016-04-18,30.2332
2016-04-19,30.2332
2016-04-20,30.2332
2016-04-21,30.2332
2016-04-22,30.2332
2016-04-23,30.2332
2016-04-24,30.2332
2016-04-25,30.2332
2016-04-26,30.2332
2016-04-27,30.2332
2016-04-28,30.2332
2016-04-29,30.2332
2016-04-30,30.2332
2016-05-01,30.2332
2016-05-02,30.2332
2016-05-03,30.2332
2016-05-04,30.2332
2016-05-05,30.2332
2016-05-06,30.2332
2016-05-07,30.2332
2016-05-08,30.2332
2016-05-09,30.2332
2016-05-10,30.2332
2016-05-11,30.2332
2016-05-12,30.2332
2016-05-13,30.2332
2016-05-14,30.2332
2016-05-15,30.2332
2016-05-16,30.2332
2016-05-17,30.2332
2016-05-18,30.2332
2016-05-19,30.2332
2016-05-20,30.2332
2016-05-21,30.2332
2016-05-22,30.2332
2016-05-23,30.2332
2016-05-24,30.2332
2016-05-25,30.2332
2016-05-26,30.2332
2016-05-27,30.2332
2016-05-28,30.2332
2016-05-29,30.2332
2016-05-30,30.2332
2016-05-31,30.2332
2016-06-01,30.2332
2016-06-02,30.2332
2016-06-03,30.2332
2016-06-04,30.2332
2016-06-05,30.2332
2016-06-06,30.2332
2016-06-07,30.2332
2016-06-08,30.2332
2016-06-09,30.2332
2016-06-10,30.2332
2016-06-11,30.2332
2016-06-12,30.2332
2016-06-13,30.2332
2016-06-14,30.2332
2016-06-15,30.2332
2016-06-16,30.2332
2016-06-17,30.2332
2016-06-18,30.2332
2016-06-19,30.2332
2016-06-20,30.2332
2016-06-21,30.2332
2016-06-22,30.2332
2016-06-23,30.2332
2016-06-24,30.2332
2016-06-25,30.2332
2016-06-26,30.2332
2016-06-27,30.2332
2016-06-28,30.2332
2016-06-29,30.2332
2016-06-30,30.0784
2016-07-01,30.0784
2016-07-02,30.0784
