,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity
2013-03-29,12.2327,12.2327,12.1361,12.1361,964818.0
2013-03-30,12.2327,12.2327,12.1361,12.1361,964818.0
2013-03-31,12.2327,12.2327,12.1361,12.1361,964818.0
2013-04-01,12.2327,12.2327,12.1361,12.1361,964818.0
2013-04-02,12.2971,12.2971,11.9752,12.0396,592572.0
2013-04-03,12.0396,12.1039,12.0074,12.1039,164256.0
2013-04-04,12.1039,12.1039,12.0396,12.0396,424500.0
2013-04-05,12.0396,12.1039,11.8786,12.1039,291210.0
2013-04-06,12.0396,12.1039,11.8786,12.1039,291210.0
2013-04-07,12.0396,12.1039,11.8786,12.1039,291210.0
2013-04-08,11.8786,12.1039,11.782,11.9108,144120.0
2013-04-09,11.9108,11.9752,11.7176,11.7176,146052.0
2013-04-10,12.0396,12.1361,11.8464,12.0396,675078.0
2013-04-11,12.0717,12.2971,12.0396,12.2005,435372.0
2013-04-12,12.2649,12.2971,12.1039,12.1683,203454.0
2013-04-13,12.2649,12.2971,12.1039,12.1683,203454.0
2013-04-14,12.2649,12.2971,12.1039,12.1683,203454.0
2013-04-15,12.4902,12.4902,12.0396,12.0717,322038.0
2013-04-16,11.9752,12.0074,11.7176,11.9108,493488.0
2013-04-17,11.7498,11.8786,11.4279,11.5567,821850.0
2013-04-18,11.4923,11.5889,11.3313,11.4601,454650.0
2013-04-19,11.3313,11.5889,11.267,11.3313,174570.0
2013-04-20,11.3313,11.5889,11.267,11.3313,174570.0
2013-04-21,11.3313,11.5889,11.267,11.3313,174570.0
2013-04-22,11.3313,11.4923,11.3313,11.3957,218418.0
2013-04-23,11.4601,11.4601,11.2992,11.4279,233808.0
2013-04-24,11.4279,11.9752,11.4279,11.8142,287610.0
2013-04-25,12.1683,12.8121,12.1039,12.5224,419040.0
2013-04-26,12.7478,12.8443,12.2649,12.2649,563802.0
2013-04-27,12.7478,12.8443,12.2649,12.2649,563802.0
2013-04-28,12.7478,12.8443,12.2649,12.2649,563802.0
2013-04-29,12.458,12.7478,12.4259,12.7478,355674.0
2013-04-30,12.7478,13.1663,12.6512,13.0697,265974.0
2013-05-01,12.7478,13.1663,12.6512,13.0697,265974.0
2013-05-02,12.8392,13.333,12.7734,13.333,406338.0
2013-05-03,13.366,14.0573,13.2343,13.9585,650040.0
2013-05-04,13.366,14.0573,13.2343,13.9585,650040.0
2013-05-05,13.366,14.0573,13.2343,13.9585,650040.0
2013-05-06,13.8269,13.9585,13.7281,13.7281,206820.0
2013-05-07,13.7939,14.2548,13.7939,14.0573,313650.0
2013-05-08,14.189,14.2548,13.761,13.9585,793998.0
2013-05-09,14.189,14.2548,13.761,13.9585,793998.0
2013-05-10,13.9585,14.0244,13.4976,13.6623,249252.0
2013-05-11,13.9585,14.0244,13.4976,13.6623,249252.0
2013-05-12,13.9585,14.0244,13.4976,13.6623,249252.0
2013-05-13,13.7281,14.2219,13.7281,14.1231,260436.0
2013-05-14,14.1231,14.4853,14.0573,14.4853,316098.0
2013-05-15,14.4853,14.6828,14.4194,14.6828,238458.0
2013-05-16,14.6828,14.7157,13.761,14.4194,923244.0
2013-05-17,14.3865,14.5511,13.9585,14.1231,1502940.0
2013-05-18,14.3865,14.5511,13.9585,14.1231,1502940.0
2013-05-19,14.3865,14.5511,13.9585,14.1231,1502940.0
2013-05-20,13.9915,14.3207,13.9915,14.189,157428.0
2013-05-21,14.189,14.189,13.8269,13.9585,233418.0
2013-05-22,13.9585,14.0902,13.5635,13.5635,183852.0
2013-05-23,13.366,13.5964,13.2343,13.4976,379140.0
2013-05-24,13.5635,13.5635,13.3001,13.3001,80676.0
2013-05-25,13.5635,13.5635,13.3001,13.3001,80676.0
2013-05-26,13.5635,13.5635,13.3001,13.3001,80676.0
2013-05-27,13.3001,13.9915,13.3001,13.9585,143628.0
2013-05-28,14.0244,14.189,13.8927,14.189,210600.0
2013-05-29,13.8269,14.1561,13.7281,14.1561,339954.0
2013-05-30,14.0573,14.1561,13.9256,14.0902,106320.0
2013-05-31,13.6623,13.6623,13.0038,13.4318,6740202.0
2013-06-01,13.6623,13.6623,13.0038,13.4318,6740202.0
2013-06-02,13.6623,13.6623,13.0038,13.4318,6740202.0
2013-06-03,13.4318,13.4318,13.0697,13.1684,223380.0
2013-06-04,13.1684,13.3001,13.0368,13.1026,302976.0
2013-06-05,13.0368,13.0368,12.4771,12.7734,330492.0
2013-06-06,13.0368,13.0368,12.4771,12.7734,330492.0
2013-06-07,12.8392,12.938,12.7734,12.8721,197478.0
2013-06-08,12.8392,12.938,12.7734,12.8721,197478.0
2013-06-09,12.8392,12.938,12.7734,12.8721,197478.0
2013-06-10,12.7075,12.9051,12.7075,12.9051,167508.0
2013-06-11,12.9051,13.3001,12.9051,13.3001,390300.0
2013-06-12,13.2014,13.4976,13.0697,13.1026,169584.0
2013-06-13,13.0038,13.0038,12.7405,12.8721,201096.0
2013-06-14,12.8392,13.1684,12.8392,13.0697,56658.0
2013-06-15,12.8392,13.1684,12.8392,13.0697,56658.0
2013-06-16,12.8392,13.1684,12.8392,13.0697,56658.0
2013-06-17,13.1684,13.1684,12.9051,12.9709,94644.0
2013-06-18,12.8721,12.8721,12.6088,12.7075,145062.0
2013-06-19,12.7075,12.7075,12.5759,12.6417,192228.0
2013-06-20,12.51,12.51,12.082,12.082,455718.0
2013-06-21,12.51,12.51,12.082,12.082,455718.0
2013-06-22,12.51,12.51,12.082,12.082,455718.0
2013-06-23,12.51,12.51,12.082,12.082,455718.0
2013-06-24,12.115,12.1808,11.9833,11.9833,1063686.0
2013-06-25,12.0491,12.51,12.0491,12.51,144114.0
2013-06-26,12.51,12.8063,12.51,12.6417,214680.0
2013-06-27,12.5759,12.6417,12.2137,12.5429,200676.0
2013-06-28,12.3783,12.4771,12.3783,12.4442,188460.0
2013-06-29,12.3783,12.4771,12.3783,12.4442,188460.0
2013-06-30,12.3783,12.4771,12.3783,12.4442,188460.0
2013-07-01,12.51,13.4976,12.51,13.4976,329424.0
2013-07-02,13.5306,13.5306,13.2014,13.4647,166638.0
2013-07-03,13.2014,13.6293,13.2014,13.4318,127014.0
2013-07-04,13.4976,13.4976,13.366,13.3989,173394.0
2013-07-05,13.2343,13.5635,13.2343,13.366,240978.0
2013-07-06,13.2343,13.5635,13.2343,13.366,240978.0
2013-07-07,13.2343,13.5635,13.2343,13.366,240978.0
2013-07-08,13.4318,13.7281,13.333,13.333,196362.0
2013-07-09,13.333,13.6952,13.333,13.6952,168918.0
2013-07-10,13.6952,13.761,13.5306,13.6293,170808.0
2013-07-11,13.5635,13.7939,13.5635,13.761,257538.0
2013-07-12,13.6623,13.9256,12.9051,13.1684,345132.0
2013-07-13,13.6623,13.9256,12.9051,13.1684,345132.0
2013-07-14,13.6623,13.9256,12.9051,13.1684,345132.0
2013-07-15,13.366,13.6623,13.2014,13.3989,346446.0
2013-07-16,13.333,13.7939,13.333,13.6293,205452.0
2013-07-17,13.5964,13.6293,13.5306,13.5306,120900.0
2013-07-18,13.5306,13.761,13.5306,13.6623,140694.0
2013-07-19,13.6293,13.8269,13.5306,13.5964,224076.0
2013-07-20,13.6293,13.8269,13.5306,13.5964,224076.0
2013-07-21,13.6293,13.8269,13.5306,13.5964,224076.0
2013-07-22,13.5635,13.6952,13.1684,13.2672,93468.0
2013-07-23,13.333,13.4647,13.1684,13.3989,90114.0
2013-07-24,13.5635,13.5635,13.1684,13.5635,194568.0
2013-07-25,13.5635,13.5635,13.3001,13.5306,199380.0
2013-07-26,13.6293,14.189,13.6293,13.9256,384792.0
2013-07-27,13.6293,14.189,13.6293,13.9256,384792.0
2013-07-28,13.6293,14.189,13.6293,13.9256,384792.0
2013-07-29,13.8927,14.0902,13.8269,14.0244,143094.0
2013-07-30,14.0244,14.0573,13.8269,14.0573,116268.0
2013-07-31,14.0573,14.0573,13.8269,13.9585,71358.0
2013-08-01,13.9256,14.0902,13.7939,14.0244,171174.0
2013-08-02,13.9915,14.0573,13.8269,13.9585,95004.0
2013-08-03,13.9915,14.0573,13.8269,13.9585,95004.0
2013-08-04,13.9915,14.0573,13.8269,13.9585,95004.0
2013-08-05,14.0902,14.2219,13.9915,14.1561,224874.0
2013-08-06,14.1561,14.2219,14.0573,14.0573,145242.0
2013-08-07,14.0902,14.2219,13.9256,14.1561,143970.0
2013-08-08,14.2219,14.4853,14.0902,14.4853,167496.0
2013-08-09,14.5511,14.5511,14.2219,14.2878,83700.0
2013-08-10,14.5511,14.5511,14.2219,14.2878,83700.0
2013-08-11,14.5511,14.5511,14.2219,14.2878,83700.0
2013-08-12,14.3536,14.5511,14.3207,14.5511,116178.0
2013-08-13,14.5511,14.5511,14.3865,14.4853,128304.0
2013-08-14,14.4194,14.4853,14.3207,14.4853,135924.0
2013-08-15,14.3865,14.4194,14.0902,14.0902,219744.0
2013-08-16,13.9256,14.2548,13.9256,14.0902,184842.0
2013-08-17,13.9256,14.2548,13.9256,14.0902,184842.0
2013-08-18,13.9256,14.2548,13.9256,14.0902,184842.0
2013-08-19,14.1561,14.3207,13.9256,13.9256,204666.0
2013-08-20,13.9585,13.9585,13.6952,13.8269,257226.0
2013-08-21,13.761,13.8598,13.7281,13.7939,106662.0
2013-08-22,13.7939,13.8269,13.2672,13.4976,346464.0
2013-08-23,13.3989,13.761,13.333,13.6623,189138.0
2013-08-24,13.3989,13.761,13.333,13.6623,189138.0
2013-08-25,13.3989,13.761,13.333,13.6623,189138.0
2013-08-26,13.7281,13.7939,13.5306,13.5306,113706.0
2013-08-27,13.4976,13.6293,13.4647,13.4647,68484.0
2013-08-28,13.4318,13.5306,13.4318,13.4976,98946.0
2013-08-29,13.4647,13.5635,13.1684,13.3989,158934.0
2013-08-30,13.4318,13.4318,13.1684,13.2014,57546.0
2013-08-31,13.4318,13.4318,13.1684,13.2014,57546.0
2013-09-01,13.4318,13.4318,13.1684,13.2014,57546.0
2013-09-02,13.2014,13.5635,13.2014,13.3001,201690.0
2013-09-03,13.4318,13.4976,13.3001,13.4318,214248.0
2013-09-04,13.4976,13.4976,13.3001,13.4976,177990.0
2013-09-05,13.5635,14.0244,13.5635,14.0244,330120.0
2013-09-06,13.9585,13.9585,13.7281,13.8927,120186.0
2013-09-07,13.9585,13.9585,13.7281,13.8927,120186.0
2013-09-08,13.9585,13.9585,13.7281,13.8927,120186.0
2013-09-09,13.9585,14.0244,13.8927,14.0244,96540.0
2013-09-10,14.0573,14.3207,14.0244,14.0902,231066.0
2013-09-11,14.0902,14.3207,14.0902,14.1231,155322.0
2013-09-12,14.0902,14.2878,13.8269,14.1561,297696.0
2013-09-13,14.1561,14.2219,14.0573,14.2219,210618.0
2013-09-14,14.1561,14.2219,14.0573,14.2219,210618.0
2013-09-15,14.1561,14.2219,14.0573,14.2219,210618.0
2013-09-16,14.2548,14.3207,13.9256,14.1561,210324.0
2013-09-17,14.0902,14.1561,13.7939,14.0902,369588.0
2013-09-18,14.0902,14.3207,13.8598,14.0902,148146.0
2013-09-19,14.1231,14.4853,14.1231,14.4194,3442728.0
2013-09-20,14.4524,15.1766,14.4524,15.1766,420204.0
2013-09-21,14.4524,15.1766,14.4524,15.1766,420204.0
2013-09-22,14.4524,15.1766,14.4524,15.1766,420204.0
2013-09-23,15.44,15.44,14.8803,14.8803,314154.0
2013-09-24,14.8803,15.3412,14.8803,15.1437,366816.0
2013-09-25,15.1437,15.6704,15.0779,15.4729,1161786.0
2013-09-26,15.4729,15.9338,15.2095,15.8021,889512.0
2013-09-27,15.8021,15.9338,15.5388,15.7363,236580.0
2013-09-28,15.8021,15.9338,15.5388,15.7363,236580.0
2013-09-29,15.8021,15.9338,15.5388,15.7363,236580.0
2013-09-30,16.1972,16.2301,15.8021,16.0984,242994.0
2013-10-01,16.0984,16.2301,16.0326,16.1972,317040.0
2013-10-02,16.1313,16.1972,16.0655,16.1643,144948.0
2013-10-03,16.1313,16.1643,15.9667,16.0984,218682.0
2013-10-04,16.0655,16.263,15.868,16.263,244716.0
2013-10-05,16.0655,16.263,15.868,16.263,244716.0
2013-10-06,16.0655,16.263,15.868,16.263,244716.0
2013-10-07,16.1972,16.2301,15.9338,16.0984,261066.0
2013-10-08,16.1313,16.4605,15.4729,15.5717,600156.0
2013-10-09,15.4071,15.7692,15.3083,15.3412,299118.0
2013-10-10,15.4071,16.0326,15.4071,15.868,298062.0
2013-10-11,15.9338,16.3289,15.868,16.0655,235710.0
2013-10-12,15.9338,16.3289,15.868,16.0655,235710.0
2013-10-13,15.9338,16.3289,15.868,16.0655,235710.0
2013-10-14,15.9338,15.9338,15.4729,15.4729,460272.0
2013-10-15,15.4729,15.5717,15.2425,15.5058,266898.0
2013-10-16,15.4071,15.5388,15.1766,15.5058,178488.0
2013-10-17,15.5058,15.8021,15.5058,15.8021,198306.0
2013-10-18,15.835,15.835,15.5388,15.835,182280.0
2013-10-19,15.835,15.835,15.5388,15.835,182280.0
2013-10-20,15.835,15.835,15.5388,15.835,182280.0
2013-10-21,15.8021,15.868,15.5388,15.7692,228402.0
2013-10-22,17.119,17.1519,16.3947,16.9214,958728.0
2013-10-23,16.8885,17.2507,16.8227,17.119,569628.0
2013-10-24,17.2507,17.3823,17.2507,17.3823,301656.0
2013-10-25,17.3823,17.4153,16.9873,17.3165,147264.0
2013-10-26,17.3823,17.4153,16.9873,17.3165,147264.0
2013-10-27,17.3823,17.4153,16.9873,17.3165,147264.0
2013-10-28,17.3165,17.6457,17.1519,17.2507,225282.0
2013-10-29,17.1848,17.1848,16.8556,17.0202,145140.0
2013-10-30,17.086,17.086,16.5922,16.7568,189810.0
2013-10-31,16.7568,16.9214,16.5264,16.5264,186318.0
2013-11-01,16.4935,16.8885,16.4935,16.8885,49656.0
2013-11-02,16.4935,16.8885,16.4935,16.8885,49656.0
2013-11-03,16.4935,16.8885,16.4935,16.8885,49656.0
2013-11-04,16.9544,17.1848,16.7898,16.8885,147426.0
2013-11-05,16.8885,17.2177,16.7898,16.8556,351396.0
2013-11-06,16.8556,17.1848,16.8556,16.9873,95580.0
2013-11-07,17.0202,17.3823,16.9873,17.086,155916.0
2013-11-08,17.086,17.3823,16.9873,17.119,211710.0
2013-11-09,17.086,17.3823,16.9873,17.119,211710.0
2013-11-10,17.086,17.3823,16.9873,17.119,211710.0
2013-11-11,17.119,17.6786,17.119,17.514,322266.0
2013-11-12,17.514,17.7445,17.2836,17.3165,129600.0
2013-11-13,17.3165,17.3823,16.9544,17.3165,153270.0
2013-11-14,17.4811,17.7774,17.4482,17.7445,233166.0
2013-11-15,17.6786,17.7445,17.2836,17.3823,88518.0
2013-11-16,17.6786,17.7445,17.2836,17.3823,88518.0
2013-11-17,17.6786,17.7445,17.2836,17.3823,88518.0
2013-11-18,17.3823,17.7774,17.1519,17.4811,106722.0
2013-11-19,17.3165,17.3823,16.9214,17.2177,185988.0
2013-11-20,17.2177,17.2177,16.9214,16.9544,139224.0
2013-11-21,16.9544,16.9873,16.7239,16.8556,217140.0
2013-11-22,16.8885,17.2507,16.8885,17.1848,210510.0
2013-11-23,16.8885,17.2507,16.8885,17.1848,210510.0
2013-11-24,16.8885,17.2507,16.8885,17.1848,210510.0
2013-11-25,17.3823,17.3823,17.2507,17.3823,221532.0
2013-11-26,17.3823,17.3823,17.0531,17.3823,204960.0
2013-11-27,17.3823,17.3823,17.086,17.1848,144102.0
2013-11-28,17.119,17.1519,16.9214,16.9544,145536.0
2013-11-29,16.8885,17.0531,16.8885,16.9544,146958.0
2013-11-30,16.8885,17.0531,16.8885,16.9544,146958.0
2013-12-01,16.8885,17.0531,16.8885,16.9544,146958.0
2013-12-02,16.9873,17.3823,16.9873,17.1519,156294.0
2013-12-03,17.1519,17.1519,16.7239,16.8227,459588.0
2013-12-04,16.9544,17.0531,16.8556,16.9544,121566.0
2013-12-05,16.9214,17.2507,16.6581,16.7898,804042.0
2013-12-06,16.9544,17.119,16.7898,16.8227,257712.0
2013-12-07,16.9544,17.119,16.7898,16.8227,257712.0
2013-12-08,16.9544,17.119,16.7898,16.8227,257712.0
2013-12-09,17.5469,17.5469,16.9544,16.9873,133266.0
2013-12-10,17.0531,17.1848,16.6581,16.8227,247992.0
2013-12-11,16.8227,16.8556,16.6581,16.8556,66540.0
2013-12-12,16.8227,16.8227,16.4605,16.4935,188394.0
2013-12-13,16.4935,16.5922,16.4935,16.4935,90324.0
2013-12-14,16.4935,16.5922,16.4935,16.4935,90324.0
2013-12-15,16.4935,16.5922,16.4935,16.4935,90324.0
2013-12-16,16.4605,17.1519,16.3618,17.1519,264504.0
2013-12-17,17.119,17.3494,16.9214,16.9544,256908.0
2013-12-18,17.0202,17.2507,16.8556,16.9873,100800.0
2013-12-19,16.9873,17.3494,16.9873,17.086,64236.0
2013-12-20,17.119,17.6457,17.086,17.6128,324990.0
2013-12-21,17.119,17.6457,17.086,17.6128,324990.0
2013-12-22,17.119,17.6457,17.086,17.6128,324990.0
2013-12-23,17.7115,17.7774,17.5799,17.6128,100752.0
2013-12-24,17.7115,17.7774,17.5799,17.6128,100752.0
2013-12-25,17.7115,17.7774,17.5799,17.6128,100752.0
2013-12-26,17.7115,17.7774,17.5799,17.6128,100752.0
2013-12-27,17.6786,17.942,17.6786,17.8432,84804.0
2013-12-28,17.6786,17.942,17.6786,17.8432,84804.0
2013-12-29,17.6786,17.942,17.6786,17.8432,84804.0
2013-12-30,17.9091,18.2054,17.8432,17.8432,242598.0
2013-12-31,17.9091,18.2054,17.8432,17.8432,242598.0
2014-01-01,17.9091,18.2054,17.8432,17.8432,242598.0
2014-01-02,17.9091,18.0737,17.9091,17.942,64896.0
2014-01-03,18.0078,18.4358,18.0078,18.37,97206.0
2014-01-04,18.0078,18.4358,18.0078,18.37,97206.0
2014-01-05,18.0078,18.4358,18.0078,18.37,97206.0
2014-01-06,18.0078,18.4358,18.0078,18.37,97206.0
2014-01-07,18.37,19.4564,18.37,19.2259,338670.0
2014-01-08,19.4893,20.016,19.3905,19.588,415410.0
2014-01-09,19.7527,19.7527,19.2918,19.4893,201324.0
2014-01-10,19.6868,20.4769,19.6868,20.1477,395538.0
2014-01-11,19.6868,20.4769,19.6868,20.1477,395538.0
2014-01-12,19.6868,20.4769,19.6868,20.1477,395538.0
2014-01-13,20.1477,20.8061,20.1477,20.2794,306744.0
2014-01-14,20.4111,20.4769,19.621,20.0819,706092.0
2014-01-15,20.2794,20.9378,20.2794,20.2794,856638.0
2014-01-16,20.4769,20.6744,20.1477,20.2794,226422.0
2014-01-17,20.4769,20.6744,20.4111,20.4111,191928.0
2014-01-18,20.4769,20.6744,20.4111,20.4111,191928.0
2014-01-19,20.4769,20.6744,20.4111,20.4111,191928.0
2014-01-20,20.4111,20.872,20.4111,20.7403,209640.0
2014-01-21,20.7403,20.9378,20.2135,20.4111,482808.0
2014-01-22,20.3452,20.6744,20.0819,20.6744,138828.0
2014-01-23,20.4769,20.8061,20.2135,20.3452,279384.0
2014-01-24,20.2794,20.2794,19.3247,19.7527,462702.0
2014-01-25,20.2794,20.2794,19.3247,19.7527,462702.0
2014-01-26,20.2794,20.2794,19.3247,19.7527,462702.0
2014-01-27,19.4893,19.7527,18.8638,19.3576,407646.0
2014-01-28,19.3576,19.8185,19.3576,19.621,135984.0
2014-01-29,19.7527,20.016,19.4234,19.6539,117534.0
2014-01-30,19.5551,19.7527,19.4893,19.6868,121512.0
2014-01-31,19.6868,19.8185,19.3576,19.6539,81852.0
2014-02-01,19.6868,19.8185,19.3576,19.6539,81852.0
2014-02-02,19.6868,19.8185,19.3576,19.6539,81852.0
2014-02-03,19.5222,19.6868,19.3576,19.3905,154866.0
2014-02-04,19.3247,19.3576,18.9625,19.2918,495144.0
2014-02-05,19.193,19.588,18.6992,18.9296,334182.0
2014-02-06,18.6992,19.0284,18.337,18.7979,392976.0
2014-02-07,19.3247,20.016,19.1601,19.7527,213006.0
2014-02-08,19.3247,20.016,19.1601,19.7527,213006.0
2014-02-09,19.3247,20.016,19.1601,19.7527,213006.0
2014-02-10,20.016,20.3452,19.7527,20.0819,156612.0
2014-02-11,20.0819,20.7403,20.0819,20.6744,241788.0
2014-02-12,20.8061,21.1353,20.6086,21.0037,298740.0
2014-02-13,21.0695,21.4645,19.7527,21.3329,709308.0
2014-02-14,21.267,21.5962,20.4769,21.5962,543516.0
2014-02-15,21.267,21.5962,20.4769,21.5962,543516.0
2014-02-16,21.267,21.5962,20.4769,21.5962,543516.0
2014-02-17,21.5962,21.5962,21.0037,21.1353,158310.0
2014-02-18,21.1353,21.2012,20.7403,20.872,146598.0
2014-02-19,20.6086,20.9378,20.6086,20.872,75648.0
2014-02-20,20.7403,20.9378,20.6744,20.8061,88542.0
2014-02-21,20.9378,21.0695,20.8061,21.0037,87330.0
2014-02-22,20.9378,21.0695,20.8061,21.0037,87330.0
2014-02-23,20.9378,21.0695,20.8061,21.0037,87330.0
2014-02-24,21.0037,21.5962,20.9378,21.267,164280.0
2014-02-25,21.5962,21.5962,21.0037,21.1353,178764.0
2014-02-26,21.0695,21.2012,20.872,20.9378,163614.0
2014-02-27,21.1353,21.2012,20.9378,21.0695,214800.0
2014-02-28,21.0037,21.5962,20.8061,21.5962,259446.0
2014-03-01,21.0037,21.5962,20.8061,21.5962,259446.0
2014-03-02,21.0037,21.5962,20.8061,21.5962,259446.0
2014-03-03,20.9378,21.0695,20.2794,20.9378,369972.0
2014-03-04,20.4111,21.4645,20.4111,21.3329,405924.0
2014-03-05,21.3329,21.3329,20.7403,20.8061,525732.0
2014-03-06,20.8061,20.9378,20.6744,20.872,319764.0
2014-03-07,20.872,20.9378,20.2135,20.4769,365856.0
2014-03-08,20.872,20.9378,20.2135,20.4769,365856.0
2014-03-09,20.872,20.9378,20.2135,20.4769,365856.0
2014-03-10,20.2135,20.4111,20.1477,20.4111,457500.0
2014-03-11,20.5428,20.5428,20.0819,20.3452,1289352.0
2014-03-12,20.2794,20.5428,20.1477,20.3452,76032.0
2014-03-13,20.2794,20.5428,20.1477,20.3452,158028.0
2014-03-14,20.2135,20.4769,19.8843,20.4769,155328.0
2014-03-15,20.2135,20.4769,19.8843,20.4769,155328.0
2014-03-16,20.2135,20.4769,19.8843,20.4769,155328.0
2014-03-17,20.4111,20.6744,20.1477,20.2135,87936.0
2014-03-18,20.2135,20.5428,20.016,20.4111,155358.0
2014-03-19,20.2794,20.6744,20.2135,20.6744,127782.0
2014-03-20,20.4111,20.4111,20.016,20.0819,151926.0
2014-03-21,20.0819,20.3452,19.8843,20.016,180390.0
2014-03-22,20.0819,20.3452,19.8843,20.016,180390.0
2014-03-23,20.0819,20.3452,19.8843,20.016,180390.0
2014-03-24,19.8185,20.0819,19.7527,20.016,177168.0
2014-03-25,20.016,20.016,19.8185,19.9502,1286712.0
2014-03-26,19.9502,20.4111,19.9502,20.3452,131580.0
2014-03-27,20.3452,20.3452,19.8843,20.016,92838.0
2014-03-28,19.9502,20.3452,19.8185,19.8843,167454.0
2014-03-29,19.9502,20.3452,19.8185,19.8843,167454.0
2014-03-30,19.9502,20.3452,19.8185,19.8843,167454.0
2014-03-31,19.8843,20.2794,19.8843,20.2794,138984.0
2014-04-01,20.2135,20.4111,20.016,20.1477,396570.0
2014-04-02,20.5428,21.0695,20.3452,21.0695,552672.0
2014-04-03,21.0037,21.5304,21.0037,21.5304,1299474.0
2014-04-04,21.5304,21.8596,21.2012,21.3987,339630.0
2014-04-05,21.5304,21.8596,21.2012,21.3987,339630.0
2014-04-06,21.5304,21.8596,21.2012,21.3987,339630.0
2014-04-07,21.3329,21.3329,20.8061,20.9378,141180.0
2014-04-08,21.0695,21.0695,20.2794,20.6086,505590.0
2014-04-09,20.6086,20.872,20.4769,20.5428,139842.0
2014-04-10,20.6744,20.6744,19.8843,19.9502,965478.0
2014-04-11,19.7527,20.0819,19.7527,19.7527,1547994.0
2014-04-12,19.7527,20.0819,19.7527,19.7527,1547994.0
2014-04-13,19.7527,20.0819,19.7527,19.7527,1547994.0
2014-04-14,19.7527,19.7527,19.2259,19.2588,738108.0
2014-04-15,19.1272,19.621,19.1272,19.3576,301716.0
2014-04-16,19.2918,19.7527,19.2918,19.7527,207270.0
2014-04-17,19.8185,19.8843,19.7197,19.7527,80244.0
2014-04-18,19.8185,19.8843,19.7197,19.7527,80244.0
2014-04-19,19.8185,19.8843,19.7197,19.7527,80244.0
2014-04-20,19.8185,19.8843,19.7197,19.7527,80244.0
2014-04-21,19.8185,19.8843,19.7197,19.7527,80244.0
2014-04-22,20.2794,20.5428,20.1477,20.5428,318156.0
2014-04-23,20.2794,20.6086,19.621,20.016,600648.0
2014-04-24,20.2794,20.6744,20.0819,20.6744,212994.0
2014-04-25,20.7403,20.872,20.6086,20.6744,117084.0
2014-04-26,20.7403,20.872,20.6086,20.6744,117084.0
2014-04-27,20.7403,20.872,20.6086,20.6744,117084.0
2014-04-28,20.9378,20.9378,19.8843,20.016,264888.0
2014-04-29,20.016,20.4111,19.8843,20.016,168480.0
2014-04-30,20.2175,21.0235,20.2175,21.0235,128376.0
2014-05-01,20.2175,21.0235,20.2175,21.0235,128376.0
2014-05-02,20.822,20.9564,20.7549,20.8892,164670.0
2014-05-03,20.822,20.9564,20.7549,20.8892,164670.0
2014-05-04,20.822,20.9564,20.7549,20.8892,164670.0
2014-05-05,20.822,20.9564,20.5534,20.822,68106.0
2014-05-06,20.7549,20.8892,20.419,20.6877,437304.0
2014-05-07,20.7549,21.0907,20.419,20.822,247530.0
2014-05-08,20.822,20.8892,20.6877,20.8892,69990.0
2014-05-09,20.8892,20.9564,20.5534,20.9564,192870.0
2014-05-10,20.8892,20.9564,20.5534,20.9564,192870.0
2014-05-11,20.8892,20.9564,20.5534,20.9564,192870.0
2014-05-12,20.9564,21.8296,20.9564,21.6281,548430.0
2014-05-13,21.6281,21.8296,21.225,21.225,218232.0
2014-05-14,21.225,21.5609,21.0907,21.225,48504.0
2014-05-15,21.2922,21.4937,20.7549,21.0235,107160.0
2014-05-16,21.0907,21.225,20.6877,20.8892,82062.0
2014-05-17,21.0907,21.225,20.6877,20.8892,82062.0
2014-05-18,21.0907,21.225,20.6877,20.8892,82062.0
2014-05-19,20.8892,21.0907,20.7549,21.0235,56226.0
2014-05-20,21.0235,21.7624,20.9564,21.1579,194826.0
2014-05-21,21.3594,21.4266,20.822,21.225,223272.0
2014-05-22,21.225,21.3594,21.0235,21.0907,52374.0
2014-05-23,21.3594,21.3594,20.8892,21.1579,71292.0
2014-05-24,21.3594,21.3594,20.8892,21.1579,71292.0
2014-05-25,21.3594,21.3594,20.8892,21.1579,71292.0
2014-05-26,21.0907,21.1579,20.7549,21.1579,272868.0
2014-05-27,21.1579,21.1579,20.822,20.8892,124068.0
2014-05-28,21.225,21.225,20.6877,21.0907,53190.0
2014-05-29,21.225,21.225,20.6877,21.0907,53190.0
2014-05-30,20.4862,20.7549,20.1504,20.6877,492012.0
2014-05-31,20.4862,20.7549,20.1504,20.6877,492012.0
2014-06-01,20.4862,20.7549,20.1504,20.6877,492012.0
2014-06-02,20.6877,20.9564,20.6205,20.6877,172464.0
2014-06-03,20.6877,21.0907,20.419,20.9564,228336.0
2014-06-04,20.7549,20.9564,20.3519,20.6205,152466.0
2014-06-05,20.6877,20.8892,20.5534,20.6877,54270.0
2014-06-06,20.6877,20.8892,20.5534,20.6877,54270.0
2014-06-07,20.6877,20.8892,20.5534,20.6877,54270.0
2014-06-08,20.6877,20.8892,20.5534,20.6877,54270.0
2014-06-09,20.4862,21.0235,20.419,20.8892,397176.0
2014-06-10,20.8892,20.9564,20.5534,20.6877,63498.0
2014-06-11,20.4862,20.822,20.4862,20.6205,64344.0
2014-06-12,20.6877,21.0907,20.6877,21.0907,240144.0
2014-06-13,20.8892,21.1579,20.8892,21.0907,170322.0
