,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity
2021-01-17,84.0,86.0,83.5,86.0,129823.0
2021-01-18,84.0,86.0,83.5,86.0,129823.0
2021-01-19,84.0,86.0,83.5,86.0,129823.0
2021-01-20,84.0,86.0,83.5,86.0,129823.0
2021-01-21,84.0,86.0,83.5,86.0,129823.0
2021-01-22,84.0,86.0,83.5,86.0,129823.0
2021-01-23,84.0,86.0,83.5,86.0,129823.0
2021-01-24,84.0,86.0,83.5,86.0,129823.0
2021-01-25,84.0,86.0,83.5,86.0,129823.0
2021-01-26,84.0,86.0,83.5,86.0,129823.0
2021-01-27,84.0,86.0,83.5,86.0,129823.0
2021-01-28,84.0,86.0,83.5,86.0,129823.0
2021-01-29,84.0,86.0,83.5,86.0,129823.0
2021-01-30,84.0,86.0,83.5,86.0,129823.0
2021-01-31,84.0,86.0,83.5,86.0,129823.0
2021-02-01,84.0,86.0,83.5,86.0,129823.0
2021-02-02,84.0,86.0,83.5,86.0,129823.0
2021-02-03,84.0,86.0,83.5,86.0,129823.0
2021-02-04,84.0,86.0,83.5,86.0,129823.0
2021-02-05,84.0,86.0,83.5,86.0,129823.0
2021-02-06,84.0,86.0,83.5,86.0,129823.0
2021-02-07,84.0,86.0,83.5,86.0,129823.0
2021-02-08,84.0,86.0,83.5,86.0,129823.0
2021-02-09,84.0,86.0,83.5,86.0,129823.0
2021-02-10,84.0,86.0,83.5,86.0,129823.0
2021-02-11,84.0,86.0,83.5,86.0,129823.0
2021-02-12,84.0,86.0,83.5,86.0,129823.0
2021-02-13,84.0,86.0,83.5,86.0,129823.0
2021-02-14,84.0,86.0,83.5,86.0,129823.0
2021-02-15,84.0,86.0,83.5,86.0,129823.0
2021-02-16,84.0,86.0,83.5,86.0,129823.0
2021-02-17,84.0,86.0,83.5,86.0,129823.0
2021-02-18,84.0,86.0,83.5,86.0,129823.0
2021-02-19,84.0,86.0,83.5,86.0,129823.0
2021-02-20,84.0,86.0,83.5,86.0,129823.0
2021-02-21,84.0,86.0,83.5,86.0,129823.0
2021-02-22,84.0,86.0,83.5,86.0,129823.0
2021-02-23,84.0,86.0,83.5,86.0,129823.0
2021-02-24,84.0,86.0,83.5,86.0,129823.0
2021-02-25,84.0,86.0,83.5,86.0,129823.0
2021-02-26,84.0,86.0,83.5,86.0,129823.0
2021-02-27,84.0,86.0,83.5,86.0,129823.0
2021-02-28,84.0,86.0,83.5,86.0,129823.0
2021-03-01,84.0,86.0,83.5,86.0,129823.0
2021-03-02,84.0,86.0,83.5,86.0,129823.0
2021-03-03,84.0,86.0,83.5,86.0,129823.0
2021-03-04,84.0,86.0,83.5,86.0,129823.0
2021-03-05,84.0,86.0,83.5,86.0,129823.0
2021-03-06,84.0,86.0,83.5,86.0,129823.0
2021-03-07,84.0,86.0,83.5,86.0,129823.0
2021-03-08,84.0,86.0,83.5,86.0,129823.0
2021-03-09,84.0,86.0,83.5,86.0,129823.0
2021-03-10,84.0,86.0,83.5,86.0,129823.0
2021-03-11,84.0,86.0,83.5,86.0,129823.0
2021-03-12,84.0,86.0,83.5,86.0,129823.0
2021-03-13,84.0,86.0,83.5,86.0,129823.0
2021-03-14,84.0,86.0,83.5,86.0,129823.0
2021-03-15,84.0,86.0,83.5,86.0,129823.0
2021-03-16,84.0,86.0,83.5,86.0,129823.0
2021-03-17,84.0,86.0,83.5,86.0,129823.0
2021-03-18,84.0,86.0,83.5,86.0,129823.0
2021-03-19,84.0,86.0,83.5,86.0,129823.0
2021-03-20,84.0,86.0,83.5,86.0,129823.0
2021-03-21,84.0,86.0,83.5,86.0,129823.0
2021-03-22,84.0,86.0,83.5,86.0,129823.0
2021-03-23,84.0,86.0,83.5,86.0,129823.0
2021-03-24,84.0,86.0,83.5,86.0,129823.0
2021-03-25,84.0,86.0,83.5,86.0,129823.0
2021-03-26,84.0,86.0,83.5,86.0,129823.0
2021-03-27,84.0,86.0,83.5,86.0,129823.0
2021-03-28,84.0,86.0,83.5,86.0,129823.0
2021-03-29,84.0,86.0,83.5,86.0,129823.0
2021-03-30,84.0,86.0,83.5,86.0,129823.0
2021-03-31,84.0,86.0,83.5,86.0,129823.0
2021-04-01,84.0,86.0,83.5,86.0,129823.0
2021-04-02,84.0,86.0,83.5,86.0,129823.0
2021-04-03,84.0,86.0,83.5,86.0,129823.0
2021-04-04,84.0,86.0,83.5,86.0,129823.0
2021-04-05,84.0,86.0,83.5,86.0,129823.0
2021-04-06,84.0,86.0,83.5,86.0,129823.0
2021-04-07,84.0,86.0,83.5,86.0,129823.0
2021-04-08,84.0,86.0,83.5,86.0,129823.0
2021-04-09,84.0,86.0,83.5,86.0,129823.0
2021-04-10,84.0,86.0,83.5,86.0,129823.0
2021-04-11,84.0,86.0,83.5,86.0,129823.0
2021-04-12,84.0,86.0,83.5,86.0,129823.0
2021-04-13,84.0,86.0,83.5,86.0,129823.0
2021-04-14,84.0,86.0,83.5,86.0,129823.0
2021-04-15,84.0,86.0,83.5,86.0,129823.0
2021-04-16,84.0,86.0,83.5,86.0,129823.0
2021-04-17,84.0,86.0,83.5,86.0,129823.0
2021-04-18,84.0,86.0,83.5,86.0,129823.0
2021-04-19,84.0,86.0,83.5,86.0,129823.0
2021-04-20,84.0,86.0,83.5,86.0,129823.0
2021-04-21,84.0,86.0,83.5,86.0,129823.0
2021-04-22,84.0,86.0,83.5,86.0,129823.0
2021-04-23,84.0,86.0,83.5,86.0,129823.0
2021-04-24,84.0,86.0,83.5,86.0,129823.0
2021-04-25,84.0,86.0,83.5,86.0,129823.0
2021-04-26,84.0,86.0,83.5,86.0,129823.0
2021-04-27,84.0,86.0,83.5,86.0,129823.0
2021-04-28,84.0,86.0,83.5,86.0,129823.0
2021-04-29,84.0,86.0,83.5,86.0,129823.0
2021-04-30,84.0,86.0,83.5,86.0,129823.0
2021-05-01,84.0,86.0,83.5,86.0,129823.0
2021-05-02,84.0,86.0,83.5,86.0,129823.0
2021-05-03,84.0,86.0,83.5,86.0,129823.0
2021-05-04,84.0,86.0,83.5,86.0,129823.0
2021-05-05,84.0,86.0,83.5,86.0,129823.0
2021-05-06,84.0,86.0,83.5,86.0,129823.0
2021-05-07,84.0,86.0,83.5,86.0,129823.0
2021-05-08,84.0,86.0,83.5,86.0,129823.0
2021-05-09,84.0,86.0,83.5,86.0,129823.0
2021-05-10,84.0,86.0,83.5,86.0,129823.0
2021-05-11,84.0,86.0,83.5,86.0,129823.0
2021-05-12,84.0,86.0,83.5,86.0,129823.0
2021-05-13,84.0,86.0,83.5,86.0,129823.0
2021-05-14,84.0,86.0,83.5,86.0,129823.0
2021-05-15,84.0,86.0,83.5,86.0,129823.0
2021-05-16,84.0,86.0,83.5,86.0,129823.0
2021-05-17,84.0,86.0,83.5,86.0,129823.0
2021-05-18,84.0,86.0,83.5,86.0,129823.0
2021-05-19,84.0,86.0,83.5,86.0,129823.0
2021-05-20,84.0,86.0,83.5,86.0,129823.0
2021-05-21,84.0,86.0,83.5,86.0,129823.0
2021-05-22,84.0,86.0,83.5,86.0,129823.0
2021-05-23,84.0,86.0,83.5,86.0,129823.0
2021-05-24,84.0,86.0,83.5,86.0,129823.0
2021-05-25,84.0,86.0,83.5,86.0,129823.0
2021-05-26,84.0,86.0,83.5,86.0,129823.0
2021-05-27,84.0,86.0,83.5,86.0,129823.0
2021-05-28,84.0,86.0,83.5,86.0,129823.0
2021-05-29,84.0,86.0,83.5,86.0,129823.0
2021-05-30,84.0,86.0,83.5,86.0,129823.0
2021-05-31,84.0,86.0,83.5,86.0,129823.0
2021-06-01,84.0,86.0,83.5,86.0,129823.0
2021-06-02,84.0,86.0,83.5,86.0,129823.0
2021-06-03,84.0,86.0,83.5,86.0,129823.0
2021-06-04,84.0,86.0,83.5,86.0,129823.0
2021-06-05,84.0,86.0,83.5,86.0,129823.0
2021-06-06,84.0,86.0,83.5,86.0,129823.0
2021-06-07,84.0,86.0,83.5,86.0,129823.0
2021-06-08,84.0,86.0,83.5,86.0,129823.0
2021-06-09,84.0,86.0,83.5,86.0,129823.0
2021-06-10,84.0,86.0,83.5,86.0,129823.0
2021-06-11,84.0,86.0,83.5,86.0,129823.0
2021-06-12,84.0,86.0,83.5,86.0,129823.0
2021-06-13,84.0,86.0,83.5,86.0,129823.0
2021-06-14,84.0,86.0,83.5,86.0,129823.0
2021-06-15,84.0,86.0,83.5,86.0,129823.0
2021-06-16,84.0,86.0,83.5,86.0,129823.0
2021-06-17,84.0,86.0,83.5,86.0,129823.0
2021-06-18,84.0,86.0,83.5,86.0,129823.0
2021-06-19,84.0,86.0,83.5,86.0,129823.0
2021-06-20,84.0,86.0,83.5,86.0,129823.0
2021-06-21,84.0,86.0,83.5,86.0,129823.0
2021-06-22,84.0,86.0,83.5,86.0,129823.0
2021-06-23,84.0,86.0,83.5,86.0,129823.0
2021-06-24,84.0,86.0,83.5,86.0,129823.0
2021-06-25,84.0,86.0,83.5,86.0,129823.0
2021-06-26,84.0,86.0,83.5,86.0,129823.0
2021-06-27,84.0,86.0,83.5,86.0,129823.0
2021-06-28,84.0,86.0,83.5,86.0,129823.0
2021-06-29,84.0,86.0,83.5,86.0,129823.0
2021-06-30,84.0,86.0,83.5,86.0,129823.0
2021-07-01,84.0,86.0,83.5,86.0,129823.0
2021-07-02,84.0,86.0,83.5,86.0,129823.0
2021-07-03,84.0,86.0,83.5,86.0,129823.0
2021-07-04,84.0,86.0,83.5,86.0,129823.0
2021-07-05,84.0,86.0,83.5,86.0,129823.0
2021-07-06,84.0,86.0,83.5,86.0,129823.0
2021-07-07,84.0,86.0,83.5,86.0,129823.0
2021-07-08,84.0,86.0,83.5,86.0,129823.0
2021-07-09,84.0,86.0,83.5,86.0,129823.0
2021-07-10,84.0,86.0,83.5,86.0,129823.0
2021-07-11,84.0,86.0,83.5,86.0,129823.0
2021-07-12,84.0,86.0,83.5,86.0,129823.0
2021-07-13,84.0,86.0,83.5,86.0,129823.0
2021-07-14,84.0,86.0,83.5,86.0,129823.0
2021-07-15,84.0,86.0,83.5,86.0,129823.0
2021-07-16,84.0,86.0,83.5,86.0,129823.0
2021-07-17,84.0,86.0,83.5,86.0,129823.0
2021-07-18,84.0,86.0,83.5,86.0,129823.0
2021-07-19,84.0,86.0,83.5,86.0,129823.0
2021-07-20,84.0,86.0,83.5,86.0,129823.0
2021-07-21,84.0,86.0,83.5,86.0,129823.0
2021-07-22,84.0,86.0,83.5,86.0,129823.0
2021-07-23,84.0,86.0,83.5,86.0,129823.0
2021-07-24,84.0,86.0,83.5,86.0,129823.0
2021-07-25,84.0,86.0,83.5,86.0,129823.0
2021-07-26,84.0,86.0,83.5,86.0,129823.0
2021-07-27,84.0,86.0,83.5,86.0,129823.0
2021-07-28,84.0,86.0,83.5,86.0,129823.0
2021-07-29,84.0,86.0,83.5,86.0,129823.0
2021-07-30,84.0,86.0,83.5,86.0,129823.0
2021-07-31,84.0,86.0,83.5,86.0,129823.0
2021-08-01,84.0,86.0,83.5,86.0,129823.0
2021-08-02,84.0,86.0,83.5,86.0,129823.0
2021-08-03,84.0,86.0,83.5,86.0,129823.0
2021-08-04,84.0,86.0,83.5,86.0,129823.0
2021-08-05,84.0,86.0,83.5,86.0,129823.0
2021-08-06,84.0,86.0,83.5,86.0,129823.0
2021-08-07,84.0,86.0,83.5,86.0,129823.0
2021-08-08,84.0,86.0,83.5,86.0,129823.0
2021-08-09,84.0,86.0,83.5,86.0,129823.0
2021-08-10,84.0,86.0,83.5,86.0,129823.0
2021-08-11,84.0,86.0,83.5,86.0,129823.0
2021-08-12,84.0,86.0,83.5,86.0,129823.0
2021-08-13,84.0,86.0,83.5,86.0,129823.0
2021-08-14,84.0,86.0,83.5,86.0,129823.0
2021-08-15,84.0,86.0,83.5,86.0,129823.0
2021-08-16,84.0,86.0,83.5,86.0,129823.0
2021-08-17,84.0,86.0,83.5,86.0,129823.0
2021-08-18,84.0,86.0,83.5,86.0,129823.0
2021-08-19,84.0,86.0,83.5,86.0,129823.0
2021-08-20,84.0,86.0,83.5,86.0,129823.0
2021-08-21,84.0,86.0,83.5,86.0,129823.0
2021-08-22,84.0,86.0,83.5,86.0,129823.0
2021-08-23,84.0,86.0,83.5,86.0,129823.0
2021-08-24,84.0,86.0,83.5,86.0,129823.0
2021-08-25,84.0,86.0,83.5,86.0,129823.0
2021-08-26,84.0,86.0,83.5,86.0,129823.0
2021-08-27,84.0,86.0,83.5,86.0,129823.0
2021-08-28,84.0,86.0,83.5,86.0,129823.0
2021-08-29,84.0,86.0,83.5,86.0,129823.0
2021-08-30,84.0,86.0,83.5,86.0,129823.0
2021-08-31,84.0,86.0,83.5,86.0,129823.0
2021-09-01,84.0,86.0,83.5,86.0,129823.0
2021-09-02,84.0,86.0,83.5,86.0,129823.0
2021-09-03,84.0,86.0,83.5,86.0,129823.0
2021-09-04,84.0,86.0,83.5,86.0,129823.0
2021-09-05,84.0,86.0,83.5,86.0,129823.0
2021-09-06,84.0,86.0,83.5,86.0,129823.0
2021-09-07,84.0,86.0,83.5,86.0,129823.0
2021-09-08,84.0,86.0,83.5,86.0,129823.0
2021-09-09,84.0,86.0,83.5,86.0,129823.0
2021-09-10,84.0,86.0,83.5,86.0,129823.0
2021-09-11,84.0,86.0,83.5,86.0,129823.0
2021-09-12,84.0,86.0,83.5,86.0,129823.0
2021-09-13,84.0,86.0,83.5,86.0,129823.0
2021-09-14,84.0,86.0,83.5,86.0,129823.0
2021-09-15,84.0,86.0,83.5,86.0,129823.0
2021-09-16,84.0,86.0,83.5,86.0,129823.0
2021-09-17,84.0,86.0,83.5,86.0,129823.0
2021-09-18,84.0,86.0,83.5,86.0,129823.0
2021-09-19,84.0,86.0,83.5,86.0,129823.0
2021-09-20,84.0,86.0,83.5,86.0,129823.0
2021-09-21,84.0,86.0,83.5,86.0,129823.0
2021-09-22,84.0,86.0,83.5,86.0,129823.0
2021-09-23,84.0,86.0,83.5,86.0,129823.0
2021-09-24,84.0,86.0,83.5,86.0,129823.0
2021-09-25,84.0,86.0,83.5,86.0,129823.0
2021-09-26,84.0,86.0,83.5,86.0,129823.0
2021-09-27,84.0,86.0,83.5,86.0,129823.0
2021-09-28,84.0,86.0,83.5,86.0,129823.0
2021-09-29,84.0,86.0,83.5,86.0,129823.0
2021-09-30,84.0,86.0,83.5,86.0,129823.0
2021-10-01,84.0,86.0,83.5,86.0,129823.0
2021-10-02,84.0,86.0,83.5,86.0,129823.0
2021-10-03,84.0,86.0,83.5,86.0,129823.0
2021-10-04,84.0,86.0,83.5,86.0,129823.0
2021-10-05,84.0,86.0,83.5,86.0,129823.0
2021-10-06,84.0,86.0,83.5,86.0,129823.0
2021-10-07,84.0,86.0,83.5,86.0,129823.0
2021-10-08,84.0,86.0,83.5,86.0,129823.0
2021-10-09,84.0,86.0,83.5,86.0,129823.0
2021-10-10,84.0,86.0,83.5,86.0,129823.0
2021-10-11,84.0,86.0,83.5,86.0,129823.0
2021-10-12,84.0,86.0,83.5,86.0,129823.0
2021-10-13,84.0,86.0,83.5,86.0,129823.0
2021-10-14,84.0,86.0,83.5,86.0,129823.0
2021-10-15,84.0,86.0,83.5,86.0,129823.0
2021-10-16,84.0,86.0,83.5,86.0,129823.0
2021-10-17,84.0,86.0,83.5,86.0,129823.0
2021-10-18,84.0,86.0,83.5,86.0,129823.0
2021-10-19,84.0,86.0,83.5,86.0,129823.0
2021-10-20,84.0,86.0,83.5,86.0,129823.0
2021-10-21,84.0,86.0,83.5,86.0,129823.0
2021-10-22,84.0,86.0,83.5,86.0,129823.0
2021-10-23,84.0,86.0,83.5,86.0,129823.0
2021-10-24,84.0,86.0,83.5,86.0,129823.0
2021-10-25,84.0,86.0,83.5,86.0,129823.0
2021-10-26,84.0,86.0,83.5,86.0,129823.0
2021-10-27,84.0,86.0,83.5,86.0,129823.0
2021-10-28,84.0,86.0,83.5,86.0,129823.0
2021-10-29,84.0,86.0,83.5,86.0,129823.0
2021-10-30,84.0,86.0,83.5,86.0,129823.0
2021-10-31,84.0,86.0,83.5,86.0,129823.0
2021-11-01,84.0,86.0,83.5,86.0,129823.0
2021-11-02,84.0,86.0,83.5,86.0,129823.0
2021-11-03,84.0,86.0,83.5,86.0,129823.0
2021-11-04,84.0,86.0,83.5,86.0,129823.0
2021-11-05,84.0,86.0,83.5,86.0,129823.0
2021-11-06,84.0,86.0,83.5,86.0,129823.0
2021-11-07,84.0,86.0,83.5,86.0,129823.0
2021-11-08,84.0,86.0,83.5,86.0,129823.0
2021-11-09,84.0,86.0,83.5,86.0,129823.0
2021-11-10,84.0,86.0,83.5,86.0,129823.0
2021-11-11,84.0,86.0,83.5,86.0,129823.0
2021-11-12,84.0,86.0,83.5,86.0,129823.0
2021-11-13,84.0,86.0,83.5,86.0,129823.0
2021-11-14,84.0,86.0,83.5,86.0,129823.0
2021-11-15,84.0,86.0,83.5,86.0,129823.0
2021-11-16,84.0,86.0,83.5,86.0,129823.0
2021-11-17,84.0,86.0,83.5,86.0,129823.0
2021-11-18,84.0,86.0,83.5,86.0,129823.0
2021-11-19,84.0,86.0,83.5,86.0,129823.0
2021-11-20,84.0,86.0,83.5,86.0,129823.0
2021-11-21,84.0,86.0,83.5,86.0,129823.0
2021-11-22,84.0,86.0,83.5,86.0,129823.0
2021-11-23,84.0,86.0,83.5,86.0,129823.0
2021-11-24,84.0,86.0,83.5,86.0,129823.0
2021-11-25,84.0,86.0,83.5,86.0,129823.0
2021-11-26,84.0,86.0,83.5,86.0,129823.0
2021-11-27,84.0,86.0,83.5,86.0,129823.0
2021-11-28,84.0,86.0,83.5,86.0,129823.0
2021-11-29,84.0,86.0,83.5,86.0,129823.0
2021-11-30,84.0,86.0,83.5,86.0,129823.0
2021-12-01,84.0,86.0,83.5,86.0,129823.0
2021-12-02,84.0,86.0,83.5,86.0,129823.0
2021-12-03,84.0,86.0,83.5,86.0,129823.0
2021-12-04,84.0,86.0,83.5,86.0,129823.0
2021-12-05,84.0,86.0,83.5,86.0,129823.0
2021-12-06,84.0,86.0,83.5,86.0,129823.0
2021-12-07,84.0,86.0,83.5,86.0,129823.0
2021-12-08,84.0,86.0,83.5,86.0,129823.0
2021-12-09,84.0,86.0,83.5,86.0,129823.0
2021-12-10,84.0,86.0,83.5,86.0,129823.0
2021-12-11,84.0,86.0,83.5,86.0,129823.0
2021-12-12,84.0,86.0,83.5,86.0,129823.0
2021-12-13,84.0,86.0,83.5,86.0,129823.0
2021-12-14,84.0,86.0,83.5,86.0,129823.0
2021-12-15,84.0,86.0,83.5,86.0,129823.0
2021-12-16,84.0,86.0,83.5,86.0,129823.0
2021-12-17,84.0,86.0,83.5,86.0,129823.0
2021-12-18,84.0,86.0,83.5,86.0,129823.0
2021-12-19,84.0,86.0,83.5,86.0,129823.0
2021-12-20,84.0,86.0,83.5,86.0,129823.0
2021-12-21,84.0,86.0,83.5,86.0,129823.0
2021-12-22,84.0,86.0,83.5,86.0,129823.0
2021-12-23,84.0,86.0,83.5,86.0,129823.0
2021-12-24,84.0,86.0,83.5,86.0,129823.0
2021-12-25,84.0,86.0,83.5,86.0,129823.0
2021-12-26,84.0,86.0,83.5,86.0,129823.0
2021-12-27,84.0,86.0,83.5,86.0,129823.0
2021-12-28,84.0,86.0,83.5,86.0,129823.0
2021-12-29,84.0,86.0,83.5,86.0,129823.0
2021-12-30,84.0,86.0,83.5,86.0,129823.0
2021-12-31,84.0,86.0,83.5,86.0,129823.0
2022-01-01,84.0,86.0,83.5,86.0,129823.0
2022-01-02,84.0,86.0,83.5,86.0,129823.0
2022-01-03,84.0,86.0,83.5,86.0,129823.0
2022-01-04,84.0,86.0,83.5,86.0,129823.0
2022-01-05,84.0,86.0,83.5,86.0,129823.0
2022-01-06,84.0,86.0,83.5,86.0,129823.0
2022-01-07,84.0,86.0,83.5,86.0,129823.0
2022-01-08,84.0,86.0,83.5,86.0,129823.0
2022-01-09,84.0,86.0,83.5,86.0,129823.0
2022-01-10,84.0,86.0,83.5,86.0,129823.0
2022-01-11,84.0,86.0,83.5,86.0,129823.0
2022-01-12,84.0,86.0,83.5,86.0,129823.0
2022-01-13,84.0,86.0,83.5,86.0,129823.0
2022-01-14,84.0,86.0,83.5,86.0,129823.0
2022-01-15,84.0,86.0,83.5,86.0,129823.0
2022-01-16,84.0,86.0,83.5,86.0,129823.0
2022-01-17,84.0,86.0,83.5,86.0,129823.0
2022-01-18,84.0,86.0,83.5,86.0,129823.0
2022-01-19,84.0,86.0,83.5,86.0,129823.0
2022-01-20,84.0,86.0,83.5,86.0,129823.0
2022-01-21,84.0,86.0,83.5,86.0,129823.0
2022-01-22,84.0,86.0,83.5,86.0,129823.0
2022-01-23,84.0,86.0,83.5,86.0,129823.0
2022-01-24,84.0,86.0,83.5,86.0,129823.0
2022-01-25,84.0,86.0,83.5,86.0,129823.0
2022-01-26,84.0,86.0,83.5,86.0,129823.0
2022-01-27,84.0,86.0,83.5,86.0,129823.0
2022-01-28,84.0,86.0,83.5,86.0,129823.0
2022-01-29,84.0,86.0,83.5,86.0,129823.0
2022-01-30,84.0,86.0,83.5,86.0,129823.0
2022-01-31,84.0,86.0,83.5,86.0,129823.0
2022-02-01,84.0,86.0,83.5,86.0,129823.0
2022-02-02,84.0,86.0,83.5,86.0,129823.0
2022-02-03,84.0,86.0,83.5,86.0,129823.0
2022-02-04,84.0,86.0,83.5,86.0,129823.0
2022-02-05,84.0,86.0,83.5,86.0,129823.0
2022-02-06,84.0,86.0,83.5,86.0,129823.0
2022-02-07,84.0,86.0,83.5,86.0,129823.0
2022-02-08,84.0,86.0,83.5,86.0,129823.0
2022-02-09,84.0,86.0,83.5,86.0,129823.0
2022-02-10,84.0,86.0,83.5,86.0,129823.0
2022-02-11,84.0,86.0,83.5,86.0,129823.0
2022-02-12,84.0,86.0,83.5,86.0,129823.0
2022-02-13,84.0,86.0,83.5,86.0,129823.0
2022-02-14,84.0,86.0,83.5,86.0,129823.0
2022-02-15,84.0,86.0,83.5,86.0,129823.0
2022-02-16,84.0,86.0,83.5,86.0,129823.0
2022-02-17,84.0,86.0,83.5,86.0,129823.0
2022-02-18,84.0,86.0,83.5,86.0,129823.0
2022-02-19,84.0,86.0,83.5,86.0,129823.0
2022-02-20,84.0,86.0,83.5,86.0,129823.0
2022-02-21,84.0,86.0,83.5,86.0,129823.0
2022-02-22,84.0,86.0,83.5,86.0,129823.0
2022-02-23,84.0,86.0,83.5,86.0,129823.0
2022-02-24,84.0,86.0,83.5,86.0,129823.0
2022-02-25,84.0,86.0,83.5,86.0,129823.0
2022-02-26,84.0,86.0,83.5,86.0,129823.0
2022-02-27,84.0,86.0,83.5,86.0,129823.0
2022-02-28,84.0,86.0,83.5,86.0,129823.0
2022-03-01,84.0,86.0,83.5,86.0,129823.0
2022-03-02,84.0,86.0,83.5,86.0,129823.0
2022-03-03,84.0,86.0,83.5,86.0,129823.0
2022-03-04,84.0,86.0,83.5,86.0,129823.0
2022-03-05,84.0,86.0,83.5,86.0,129823.0
2022-03-06,84.0,86.0,83.5,86.0,129823.0
2022-03-07,84.0,86.0,83.5,86.0,129823.0
2022-03-08,84.0,86.0,83.5,86.0,129823.0
2022-03-09,84.0,86.0,83.5,86.0,129823.0
2022-03-10,84.0,86.0,83.5,86.0,129823.0
2022-03-11,84.0,86.0,83.5,86.0,129823.0
2022-03-12,84.0,86.0,83.5,86.0,129823.0
2022-03-13,84.0,86.0,83.5,86.0,129823.0
2022-03-14,84.0,86.0,83.5,86.0,129823.0
2022-03-15,84.0,86.0,83.5,86.0,129823.0
2022-03-16,84.0,86.0,83.5,86.0,129823.0
2022-03-17,84.0,86.0,83.5,86.0,129823.0
2022-03-18,84.0,86.0,83.5,86.0,129823.0
2022-03-19,84.0,86.0,83.5,86.0,129823.0
2022-03-20,84.0,86.0,83.5,86.0,129823.0
2022-03-21,84.0,86.0,83.5,86.0,129823.0
2022-03-22,84.0,86.0,83.5,86.0,129823.0
2022-03-23,84.0,86.0,83.5,86.0,129823.0
2022-03-24,84.0,86.0,83.5,86.0,129823.0
2022-03-25,84.0,86.0,83.5,86.0,129823.0
2022-03-26,84.0,86.0,83.5,86.0,129823.0
2022-03-27,84.0,86.0,83.5,86.0,129823.0
2022-03-28,84.0,86.0,83.5,86.0,129823.0
2022-03-29,84.0,86.0,83.5,86.0,129823.0
2022-03-30,84.0,86.0,83.5,86.0,129823.0
2022-03-31,84.0,86.0,83.5,86.0,129823.0
2022-04-01,84.0,86.0,83.5,86.0,129823.0
2022-04-02,84.0,86.0,83.5,86.0,129823.0
2022-04-03,84.0,86.0,83.5,86.0,129823.0
2022-04-04,84.0,86.0,83.5,86.0,129823.0
2022-04-05,84.0,86.0,83.5,86.0,129823.0
2022-04-06,84.0,86.0,83.5,86.0,129823.0
2022-04-07,84.0,86.0,83.5,86.0,129823.0
2022-04-08,84.0,86.0,83.5,86.0,129823.0
2022-04-09,84.0,86.0,83.5,86.0,129823.0
2022-04-10,84.0,86.0,83.5,86.0,129823.0
2022-04-11,84.0,86.0,83.5,86.0,129823.0
2022-04-12,84.0,86.0,83.5,86.0,129823.0
2022-04-13,84.0,86.0,83.5,86.0,129823.0
2022-04-14,84.0,86.0,83.5,86.0,129823.0
2022-04-15,84.0,86.0,83.5,86.0,129823.0
2022-04-16,84.0,86.0,83.5,86.0,129823.0
2022-04-17,84.0,86.0,83.5,86.0,129823.0
2022-04-18,84.0,86.0,83.5,86.0,129823.0
2022-04-19,84.0,86.0,83.5,86.0,129823.0
2022-04-20,84.0,86.0,83.5,86.0,129823.0
2022-04-21,84.0,86.0,83.5,86.0,129823.0
2022-04-22,84.0,86.0,83.5,86.0,129823.0
2022-04-23,84.0,86.0,83.5,86.0,129823.0
2022-04-24,84.0,86.0,83.5,86.0,129823.0
2022-04-25,84.0,86.0,83.5,86.0,129823.0
2022-04-26,84.0,86.0,83.5,86.0,129823.0
2022-04-27,84.0,86.0,83.5,86.0,129823.0
2022-04-28,84.0,86.0,83.5,86.0,129823.0
2022-04-29,84.0,86.0,83.5,86.0,129823.0
2022-04-30,84.0,86.0,83.5,86.0,129823.0
2022-05-01,84.0,86.0,83.5,86.0,129823.0
2022-05-02,84.0,86.0,83.5,86.0,129823.0
2022-05-03,84.0,86.0,83.5,86.0,129823.0
2022-05-04,84.0,86.0,83.5,86.0,129823.0
2022-05-05,84.0,86.0,83.5,86.0,129823.0
2022-05-06,84.0,86.0,83.5,86.0,129823.0
2022-05-07,84.0,86.0,83.5,86.0,129823.0
2022-05-08,84.0,86.0,83.5,86.0,129823.0
2022-05-09,84.0,86.0,83.5,86.0,129823.0
2022-05-10,84.0,86.0,83.5,86.0,129823.0
2022-05-11,84.0,86.0,83.5,86.0,129823.0
2022-05-12,84.0,86.0,83.5,86.0,129823.0
2022-05-13,84.0,86.0,83.5,86.0,129823.0
2022-05-14,84.0,86.0,83.5,86.0,129823.0
2022-05-15,84.0,86.0,83.5,86.0,129823.0
2022-05-16,84.0,86.0,83.5,86.0,129823.0
2022-05-17,84.0,86.0,83.5,86.0,129823.0
2022-05-18,84.0,86.0,83.5,86.0,129823.0
2022-05-19,84.0,86.0,83.5,86.0,129823.0
2022-05-20,84.0,86.0,83.5,86.0,129823.0
2022-05-21,84.0,86.0,83.5,86.0,129823.0
2022-05-22,84.0,86.0,83.5,86.0,129823.0
2022-05-23,84.0,86.0,83.5,86.0,129823.0
2022-05-24,84.0,86.0,83.5,86.0,129823.0
2022-05-25,84.0,86.0,83.5,86.0,129823.0
2022-05-26,84.0,86.0,83.5,86.0,129823.0
2022-05-27,84.0,86.0,83.5,86.0,129823.0
2022-05-28,84.0,86.0,83.5,86.0,129823.0
2022-05-29,84.0,86.0,83.5,86.0,129823.0
