,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity
2013-11-19,11.997,12.143,11.798,12.039,1968078.0
2013-11-20,12.222,12.222,11.885,11.993,1166929.0
2013-11-21,11.931,11.989,11.823,11.843,765310.0
2013-11-22,11.914,11.935,11.831,11.86,599724.0
2013-11-23,11.914,11.935,11.831,11.86,599724.0
2013-11-24,11.914,11.935,11.831,11.86,599724.0
2013-11-25,11.956,11.956,11.802,11.86,512495.0
2013-11-26,12.172,12.172,11.839,11.964,2440475.0
2013-11-27,11.993,12.11,11.889,12.031,1182544.0
2013-11-28,12.056,12.256,11.952,12.148,1478179.0
2013-11-29,12.235,12.456,12.122,12.285,1423779.0
2013-11-30,12.235,12.456,12.122,12.285,1423779.0
2013-12-01,12.235,12.456,12.122,12.285,1423779.0
2013-12-02,12.327,12.343,12.168,12.306,1154592.0
2013-12-03,12.289,12.343,12.118,12.118,815740.0
2013-12-04,12.135,12.252,12.035,12.047,894298.0
2013-12-05,11.706,12.047,11.706,11.793,1229196.0
2013-12-06,11.823,11.914,11.727,11.893,775137.0
2013-12-07,11.823,11.914,11.727,11.893,775137.0
2013-12-08,11.823,11.914,11.727,11.893,775137.0
2013-12-09,11.931,11.931,11.773,11.868,617038.0
2013-12-10,11.931,12.122,11.864,12.002,854211.0
2013-12-11,11.989,12.039,11.71,11.714,686377.0
2013-12-12,11.748,11.798,11.61,11.668,535642.0
2013-12-13,11.685,11.718,11.623,11.648,466329.0
2013-12-14,11.685,11.718,11.623,11.648,466329.0
2013-12-15,11.685,11.718,11.623,11.648,466329.0
2013-12-16,11.693,11.823,11.623,11.643,542610.0
2013-12-17,11.677,11.685,11.452,11.46,641904.0
2013-12-18,11.552,11.585,11.489,11.548,538166.0
2013-12-19,11.664,11.852,11.552,11.81,693682.0
2013-12-20,11.885,11.931,11.748,11.914,2143007.0
2013-12-21,11.885,11.931,11.748,11.914,2143007.0
2013-12-22,11.885,11.931,11.748,11.914,2143007.0
2013-12-23,11.864,11.952,11.781,11.793,231773.0
2013-12-24,11.864,11.952,11.781,11.793,231773.0
2013-12-25,11.864,11.952,11.781,11.793,231773.0
2013-12-26,11.864,11.952,11.781,11.793,231773.0
2013-12-27,11.839,11.897,11.743,11.752,313728.0
2013-12-28,11.839,11.897,11.743,11.752,313728.0
2013-12-29,11.839,11.897,11.743,11.752,313728.0
2013-12-30,11.843,11.856,11.693,11.693,328933.0
2013-12-31,11.843,11.856,11.693,11.693,328933.0
2014-01-01,11.843,11.856,11.693,11.693,328933.0
2014-01-02,11.748,11.785,11.539,11.552,548490.0
2014-01-03,11.623,11.681,11.539,11.639,587669.0
2014-01-04,11.623,11.681,11.539,11.639,587669.0
2014-01-05,11.623,11.681,11.539,11.639,587669.0
2014-01-06,11.706,11.723,11.639,11.652,320667.0
2014-01-07,11.735,11.735,11.639,11.689,437957.0
2014-01-08,11.748,11.756,11.677,11.731,465950.0
2014-01-09,11.798,11.972,11.727,11.939,539043.0
2014-01-10,11.985,12.068,11.956,11.997,389737.0
2014-01-11,11.985,12.068,11.956,11.997,389737.0
2014-01-12,11.985,12.068,11.956,11.997,389737.0
2014-01-13,12.052,12.052,11.939,11.981,695340.0
2014-01-14,11.952,12.106,11.893,12.093,798249.0
2014-01-15,12.164,12.172,12.035,12.106,1132203.0
2014-01-16,12.127,12.193,12.043,12.164,617490.0
2014-01-17,12.168,12.235,11.781,12.202,933942.0
2014-01-18,12.168,12.235,11.781,12.202,933942.0
2014-01-19,12.168,12.235,11.781,12.202,933942.0
2014-01-20,12.168,12.264,12.11,12.147,523054.0
2014-01-21,12.252,12.285,12.152,12.185,445856.0
2014-01-22,12.189,12.227,12.043,12.118,637672.0
2014-01-23,12.131,12.131,11.872,11.872,652287.0
2014-01-24,11.927,11.927,11.627,11.71,750407.0
2014-01-25,11.927,11.927,11.627,11.71,750407.0
2014-01-26,11.927,11.927,11.627,11.71,750407.0
2014-01-27,11.706,11.727,11.585,11.698,598388.0
2014-01-28,11.706,11.823,11.681,11.735,333998.0
2014-01-29,11.806,11.831,11.552,11.635,529973.0
2014-01-30,11.664,11.677,11.552,11.631,564450.0
2014-01-31,11.652,11.668,11.489,11.568,483635.0
2014-02-01,11.652,11.668,11.489,11.568,483635.0
2014-02-02,11.652,11.668,11.489,11.568,483635.0
2014-02-03,11.573,11.643,11.477,11.518,397518.0
2014-02-04,11.506,11.556,11.373,11.481,489425.0
2014-02-05,11.498,11.556,11.448,11.535,403223.0
2014-02-06,11.527,11.823,11.506,11.781,609774.0
2014-02-07,11.81,11.868,11.781,11.839,426718.0
2014-02-08,11.81,11.868,11.781,11.839,426718.0
2014-02-09,11.81,11.868,11.781,11.839,426718.0
2014-02-10,11.843,11.935,11.802,11.814,312359.0
2014-02-11,11.843,12.093,11.806,12.072,475817.0
2014-02-12,12.102,12.227,12.035,12.177,536460.0
2014-02-13,12.131,12.202,11.947,12.081,337455.0
2014-02-14,12.097,12.206,12.039,12.164,448176.0
2014-02-15,12.097,12.206,12.039,12.164,448176.0
2014-02-16,12.097,12.206,12.039,12.164,448176.0
2014-02-17,12.135,12.464,12.135,12.406,488535.0
2014-02-18,12.414,12.552,12.393,12.406,584393.0
2014-02-19,12.414,12.497,12.318,12.477,412250.0
2014-02-20,12.414,12.497,12.356,12.468,290327.0
2014-02-21,12.506,12.547,12.46,12.477,427043.0
2014-02-22,12.506,12.547,12.46,12.477,427043.0
2014-02-23,12.506,12.547,12.46,12.477,427043.0
2014-02-24,12.489,12.527,12.377,12.481,327001.0
2014-02-25,12.489,12.593,12.447,12.552,293709.0
2014-02-26,12.568,12.822,12.51,12.726,441142.0
2014-02-27,12.739,12.768,12.556,12.651,386994.0
2014-02-28,12.697,12.789,12.585,12.706,1205801.0
2014-03-01,12.697,12.789,12.585,12.706,1205801.0
2014-03-02,12.697,12.789,12.585,12.706,1205801.0
2014-03-03,12.581,12.743,12.439,12.66,482606.0
2014-03-04,12.689,12.91,12.628,12.851,538732.0
2014-03-05,12.843,12.922,12.797,12.818,498233.0
2014-03-06,12.843,13.226,12.806,12.985,766407.0
2014-03-07,13.022,13.022,12.797,12.835,440331.0
2014-03-08,13.022,13.022,12.797,12.835,440331.0
2014-03-09,13.022,13.022,12.797,12.835,440331.0
2014-03-10,12.864,12.96,12.468,12.593,754075.0
2014-03-11,12.639,12.647,12.518,12.618,357260.0
2014-03-12,12.635,12.639,12.456,12.472,411471.0
2014-03-13,12.477,12.597,12.264,12.264,407789.0
2014-03-14,12.31,12.422,12.214,12.364,450342.0
2014-03-15,12.31,12.422,12.214,12.364,450342.0
2014-03-16,12.31,12.422,12.214,12.364,450342.0
2014-03-17,12.393,12.793,12.364,12.693,446848.0
2014-03-18,12.726,12.943,12.664,12.81,400947.0
2014-03-19,12.801,12.856,12.656,12.793,666828.0
2014-03-20,12.768,12.793,12.327,12.422,803023.0
2014-03-21,12.477,12.522,12.314,12.393,4311840.0
2014-03-22,12.477,12.522,12.314,12.393,4311840.0
2014-03-23,12.477,12.522,12.314,12.393,4311840.0
2014-03-24,12.406,12.572,12.385,12.547,484315.0
2014-03-25,12.552,12.697,12.518,12.668,421216.0
2014-03-26,12.718,12.856,12.66,12.735,678936.0
2014-03-27,12.718,12.806,12.676,12.789,303783.0
2014-03-28,12.81,13.201,12.747,12.947,836120.0
2014-03-29,12.81,13.201,12.747,12.947,836120.0
2014-03-30,12.81,13.201,12.747,12.947,836120.0
2014-03-31,12.993,13.018,12.71,12.943,828302.0
2014-04-01,12.985,13.16,12.943,13.131,990337.0
2014-04-02,13.139,13.218,13.089,13.185,874825.0
2014-04-03,13.181,13.235,13.085,13.222,493007.0
2014-04-04,13.206,13.26,13.135,13.226,518679.0
2014-04-05,13.206,13.26,13.135,13.226,518679.0
2014-04-06,13.206,13.26,13.135,13.226,518679.0
2014-04-07,13.235,13.239,13.097,13.131,315671.0
2014-04-08,13.131,13.172,12.851,13.014,521568.0
2014-04-09,12.972,12.972,12.647,12.91,740156.0
2014-04-10,12.947,13.035,12.906,12.956,500558.0
2014-04-11,12.964,12.964,12.706,12.785,592327.0
2014-04-12,12.964,12.964,12.706,12.785,592327.0
2014-04-13,12.964,12.964,12.706,12.785,592327.0
2014-04-14,12.785,12.814,12.627,12.685,412423.0
2014-04-15,12.685,12.843,12.685,12.706,401906.0
2014-04-16,12.706,12.964,12.706,12.935,523425.0
2014-04-17,12.943,13.014,12.914,12.951,304683.0
2014-04-18,12.943,13.014,12.914,12.951,304683.0
2014-04-19,12.943,13.014,12.914,12.951,304683.0
2014-04-20,12.943,13.014,12.914,12.951,304683.0
2014-04-21,12.943,13.014,12.914,12.951,304683.0
2014-04-22,12.943,13.239,12.918,13.16,516925.0
2014-04-23,13.147,13.247,13.047,13.068,492161.0
2014-04-24,13.097,13.181,12.939,12.976,325536.0
2014-04-25,12.976,13.018,12.497,12.76,373193.0
2014-04-26,12.976,13.018,12.497,12.76,373193.0
2014-04-27,12.976,13.018,12.497,12.76,373193.0
2014-04-28,12.747,13.001,12.747,12.922,345736.0
2014-04-29,12.918,13.143,12.918,13.043,371861.0
2014-04-30,13.031,13.093,12.822,12.847,547668.0
2014-05-01,13.031,13.093,12.822,12.847,547668.0
2014-05-02,12.881,12.914,12.664,12.793,639294.0
2014-05-03,12.881,12.914,12.664,12.793,639294.0
2014-05-04,12.881,12.914,12.664,12.793,639294.0
2014-05-05,12.793,12.835,12.627,12.772,295233.0
2014-05-06,12.81,12.906,12.747,12.764,380824.0
2014-05-07,12.806,12.906,12.71,12.86,507645.0
2014-05-08,12.86,13.097,12.86,13.039,509330.0
2014-05-09,13.047,13.101,12.947,13.051,331755.0
2014-05-10,13.047,13.101,12.947,13.051,331755.0
2014-05-11,13.047,13.101,12.947,13.051,331755.0
2014-05-12,13.047,13.147,13.014,13.106,352810.0
2014-05-13,13.11,13.143,12.989,13.056,361890.0
2014-05-14,13.081,13.314,13.037,13.189,378013.0
2014-05-15,13.189,13.297,13.068,13.243,495148.0
2014-05-16,13.189,13.197,12.856,12.943,385666.0
2014-05-17,13.189,13.197,12.856,12.943,385666.0
2014-05-18,13.189,13.197,12.856,12.943,385666.0
2014-05-19,12.951,13.156,12.951,13.056,433453.0
2014-05-20,13.064,13.143,12.926,12.926,364340.0
2014-05-21,12.931,13.076,12.851,12.976,507918.0
2014-05-22,12.981,13.114,12.972,13.093,428622.0
2014-05-23,13.101,13.83,13.064,13.605,616129.0
2014-05-24,13.101,13.83,13.064,13.605,616129.0
2014-05-25,13.101,13.83,13.064,13.605,616129.0
2014-05-26,13.605,13.622,13.293,13.389,308427.0
2014-05-27,13.439,13.505,13.314,13.485,414635.0
2014-05-28,13.493,13.572,13.414,13.485,455385.0
2014-05-29,13.493,13.53,13.447,13.48,144862.0
2014-05-30,13.497,13.555,13.455,13.539,678377.0
2014-05-31,13.497,13.555,13.455,13.539,678377.0
2014-06-01,13.497,13.555,13.455,13.539,678377.0
2014-06-02,13.543,13.655,13.505,13.568,486030.0
2014-06-03,13.551,13.593,13.431,13.464,207232.0
2014-06-04,13.493,13.522,13.339,13.447,377949.0
2014-06-05,13.426,13.53,13.356,13.46,394046.0
2014-06-06,13.435,13.58,13.435,13.576,673447.0
2014-06-07,13.435,13.58,13.435,13.576,673447.0
2014-06-08,13.435,13.58,13.435,13.576,673447.0
2014-06-09,13.568,13.61,13.53,13.58,380433.0
2014-06-10,13.568,13.576,13.435,13.485,470605.0
2014-06-11,13.518,13.518,13.393,13.501,643523.0
2014-06-12,13.608,13.791,13.446,13.718,897207.0
2014-06-13,13.744,13.803,13.497,13.518,476920.0
2014-06-14,13.744,13.803,13.497,13.518,476920.0
2014-06-15,13.744,13.803,13.497,13.518,476920.0
2014-06-16,13.552,13.586,13.497,13.561,378231.0
2014-06-17,13.523,13.637,13.442,13.54,420821.0
2014-06-18,13.54,13.574,13.318,13.361,458843.0
2014-06-19,13.327,13.518,13.318,13.472,380649.0
2014-06-20,13.459,13.518,13.212,13.284,1983818.0
2014-06-21,13.459,13.518,13.212,13.284,1983818.0
2014-06-22,13.459,13.518,13.212,13.284,1983818.0
2014-06-23,13.246,13.467,13.233,13.412,334661.0
2014-06-24,13.399,13.467,13.361,13.378,439028.0
2014-06-25,13.31,13.433,13.165,13.255,591287.0
2014-06-26,13.233,13.472,13.199,13.472,552951.0
2014-06-27,13.433,13.476,13.369,13.369,241757.0
2014-06-28,13.433,13.476,13.369,13.369,241757.0
2014-06-29,13.433,13.476,13.369,13.369,241757.0
2014-06-30,13.408,13.497,13.365,13.437,535763.0
2014-07-01,13.45,13.616,13.34,13.574,611307.0
2014-07-02,13.565,13.629,13.403,13.489,500825.0
2014-07-03,13.531,13.68,13.489,13.667,335541.0
2014-07-04,13.65,13.735,13.603,13.637,455161.0
2014-07-05,13.65,13.735,13.603,13.637,455161.0
2014-07-06,13.65,13.735,13.603,13.637,455161.0
2014-07-07,13.646,13.646,13.484,13.544,272839.0
2014-07-08,13.557,13.565,13.369,13.416,344946.0
2014-07-09,13.382,13.493,13.297,13.48,280525.0
2014-07-10,13.484,13.608,13.374,13.582,400995.0
2014-07-11,13.552,13.616,13.484,13.544,308330.0
2014-07-12,13.552,13.616,13.484,13.544,308330.0
2014-07-13,13.552,13.616,13.484,13.544,308330.0
2014-07-14,13.552,13.769,13.514,13.718,245983.0
2014-07-15,13.697,13.744,13.569,13.603,271167.0
2014-07-16,13.612,13.718,13.569,13.697,352718.0
2014-07-17,13.765,13.808,13.616,13.748,282223.0
2014-07-18,13.769,13.837,13.633,13.825,239414.0
2014-07-19,13.769,13.837,13.633,13.825,239414.0
2014-07-20,13.769,13.837,13.633,13.825,239414.0
2014-07-21,13.786,13.982,13.74,13.88,320978.0
2014-07-22,13.889,13.944,13.795,13.795,318756.0
2014-07-23,13.837,13.986,13.795,13.982,353723.0
2014-07-24,13.974,14.042,13.914,14.016,369310.0
2014-07-25,14.029,14.029,13.68,13.723,530888.0
2014-07-26,14.029,14.029,13.68,13.723,530888.0
2014-07-27,14.029,14.029,13.68,13.723,530888.0
2014-07-28,13.718,13.786,13.565,13.62,249621.0
2014-07-29,13.62,13.893,13.578,13.872,495666.0
2014-07-30,13.854,13.961,13.782,13.872,510783.0
2014-07-31,13.859,13.884,13.761,13.812,483757.0
2014-08-01,13.693,13.872,13.527,13.786,1000577.0
2014-08-02,13.693,13.872,13.527,13.786,1000577.0
2014-08-03,13.693,13.872,13.527,13.786,1000577.0
2014-08-04,13.774,13.803,13.518,13.663,602092.0
2014-08-05,13.689,13.863,13.637,13.637,607319.0
2014-08-06,13.706,13.727,13.506,13.65,486041.0
2014-08-07,13.714,14.157,13.659,13.82,1115646.0
2014-08-08,13.769,13.769,13.552,13.693,708649.0
2014-08-09,13.769,13.769,13.552,13.693,708649.0
2014-08-10,13.769,13.769,13.552,13.693,708649.0
2014-08-11,13.68,14.106,13.68,14.033,515935.0
2014-08-12,14.029,14.08,13.82,13.85,664425.0
2014-08-13,13.863,14.097,13.82,14.084,467793.0
2014-08-14,14.135,14.135,13.791,14.029,591333.0
2014-08-15,14.054,14.084,13.863,13.94,644797.0
2014-08-16,14.054,14.084,13.863,13.94,644797.0
2014-08-17,14.054,14.084,13.863,13.94,644797.0
2014-08-18,13.974,14.118,13.931,14.089,392538.0
2014-08-19,14.029,14.198,14.02,14.097,407489.0
2014-08-20,14.101,14.11,13.914,13.948,250643.0
2014-08-21,14.003,14.195,13.917,14.144,334430.0
2014-08-22,14.127,14.276,14.12,14.229,312589.0
2014-08-23,14.127,14.276,14.12,14.229,312589.0
2014-08-24,14.127,14.276,14.12,14.229,312589.0
2014-08-25,14.195,14.45,14.195,14.365,289630.0
2014-08-26,14.416,14.825,14.323,14.774,461523.0
2014-08-27,14.833,14.873,14.497,14.612,691559.0
2014-08-28,14.68,14.748,14.48,14.586,575572.0
2014-08-29,14.646,14.68,14.484,14.663,634109.0
2014-08-30,14.646,14.68,14.484,14.663,634109.0
2014-08-31,14.646,14.68,14.484,14.663,634109.0
2014-09-01,14.654,14.663,14.591,14.625,189255.0
2014-09-02,14.654,14.769,14.591,14.637,487773.0
2014-09-03,14.459,14.812,14.254,14.701,999653.0
2014-09-04,14.663,14.905,14.654,14.799,558162.0
2014-09-05,14.782,14.957,14.778,14.901,564843.0
2014-09-06,14.782,14.957,14.778,14.901,564843.0
2014-09-07,14.782,14.957,14.778,14.901,564843.0
2014-09-08,15.025,15.386,15.017,15.152,725377.0
2014-09-09,15.229,15.229,15.029,15.029,742825.0
2014-09-10,15.071,15.101,14.935,15.046,351128.0
2014-09-11,15.063,15.08,14.888,14.901,404714.0
2014-09-12,14.969,15.003,14.846,14.871,583430.0
2014-09-13,14.969,15.003,14.846,14.871,583430.0
2014-09-14,14.969,15.003,14.846,14.871,583430.0
2014-09-15,14.94,14.948,14.782,14.829,270513.0
2014-09-16,14.927,14.927,14.629,14.701,541074.0
2014-09-17,14.727,14.901,14.633,14.786,354625.0
2014-09-18,14.731,14.846,14.714,14.769,447915.0
2014-09-19,14.752,15.008,14.382,14.54,1632039.0
2014-09-20,14.752,15.008,14.382,14.54,1632039.0
2014-09-21,14.752,15.008,14.382,14.54,1632039.0
2014-09-22,14.561,14.561,14.254,14.454,827811.0
2014-09-23,14.527,14.527,14.344,14.395,560462.0
2014-09-24,14.488,14.488,14.31,14.369,498053.0
2014-09-25,14.429,14.497,14.323,14.357,582231.0
2014-09-26,14.429,14.663,14.246,14.582,866141.0
2014-09-27,14.429,14.663,14.246,14.582,866141.0
2014-09-28,14.429,14.663,14.246,14.582,866141.0
2014-09-29,14.518,14.599,14.352,14.382,441496.0
2014-09-30,14.429,14.446,14.348,14.357,570636.0
2014-10-01,14.382,14.454,14.254,14.261,459032.0
2014-10-02,14.348,14.348,13.897,13.969,687373.0
2014-10-03,13.906,13.914,13.867,13.867,687373.0
2014-10-04,13.906,13.914,13.867,13.867,687373.0
2014-10-05,13.906,13.914,13.867,13.867,687373.0
2014-10-06,14.059,14.154,13.944,13.981,735779.0
2014-10-07,14.029,14.361,13.961,14.033,970981.0
2014-10-08,14.029,14.05,13.837,14.011,601697.0
2014-10-09,14.067,14.152,13.902,13.911,593054.0
2014-10-10,13.999,14.089,13.672,14.057,785280.0
2014-10-11,13.999,14.089,13.672,14.057,785280.0
2014-10-12,13.999,14.089,13.672,14.057,785280.0
2014-10-13,14.012,14.012,13.82,13.886,599183.0
2014-10-14,13.961,13.961,13.697,13.805,546767.0
2014-10-15,13.859,13.906,13.449,13.472,672186.0
2014-10-16,13.565,13.646,13.272,13.517,919560.0
2014-10-17,13.595,13.914,13.586,13.842,804587.0
2014-10-18,13.595,13.914,13.586,13.842,804587.0
2014-10-19,13.595,13.914,13.586,13.842,804587.0
2014-10-20,13.827,14.212,13.827,14.094,810057.0
2014-10-21,14.131,14.297,14.046,14.25,772286.0
2014-10-22,14.174,14.348,14.167,14.214,621165.0
2014-10-23,14.276,14.593,14.131,14.511,468116.0
2014-10-24,14.557,14.714,14.501,14.572,622475.0
2014-10-25,14.557,14.714,14.501,14.572,622475.0
2014-10-26,14.557,14.714,14.501,14.572,622475.0
2014-10-27,14.574,14.718,14.47,14.491,494531.0
2014-10-28,14.557,14.85,14.433,14.839,457509.0
2014-10-29,14.769,14.897,14.748,14.827,642896.0
2014-10-30,14.774,14.944,14.612,14.94,545455.0
2014-10-31,15.037,15.301,14.893,15.25,775685.0
2014-11-01,15.037,15.301,14.893,15.25,775685.0
2014-11-02,15.037,15.301,14.893,15.25,775685.0
2014-11-03,15.242,15.31,15.076,15.109,581119.0
2014-11-04,15.233,15.365,15.122,15.231,600338.0
2014-11-05,15.267,15.522,15.259,15.431,410110.0
2014-11-06,15.429,15.48,15.246,15.331,809235.0
2014-11-07,15.416,15.416,14.991,14.993,444523.0
2014-11-08,15.416,15.416,14.991,14.993,444523.0
2014-11-09,15.416,15.416,14.991,14.993,444523.0
2014-11-10,15.195,15.195,15.06,15.064,400822.0
2014-11-11,15.105,15.182,15.054,15.111,455715.0
2014-11-12,15.135,15.254,15.067,15.122,579876.0
2014-11-13,15.135,15.439,15.126,15.38,542252.0
2014-11-14,15.399,15.565,15.399,15.472,448792.0
2014-11-15,15.399,15.565,15.399,15.472,448792.0
2014-11-16,15.399,15.565,15.399,15.472,448792.0
2014-11-17,15.514,15.658,15.374,15.594,506740.0
2014-11-18,15.608,15.76,15.548,15.726,389969.0
2014-11-19,15.705,15.863,15.705,15.795,401029.0
2014-11-20,15.744,15.884,15.693,15.772,434399.0
2014-11-21,15.795,16.114,15.795,15.88,316153.0
2014-11-22,15.795,16.114,15.795,15.88,316153.0
2014-11-23,15.795,16.114,15.795,15.88,316153.0
2014-11-24,15.88,16.212,15.88,16.178,402167.0
2014-11-25,16.156,16.51,16.101,16.476,781951.0
2014-11-26,16.51,16.514,16.361,16.396,389568.0
2014-11-27,16.51,16.51,16.412,16.46,416819.0
2014-11-28,16.51,16.573,16.391,16.42,821170.0
2014-11-29,16.51,16.573,16.391,16.42,821170.0
2014-11-30,16.51,16.573,16.391,16.42,821170.0
2014-12-01,16.467,16.612,16.297,16.356,1007882.0
2014-12-02,16.446,16.446,16.263,16.423,815195.0
2014-12-03,16.429,16.581,16.326,16.568,694341.0
2014-12-04,16.505,16.551,16.088,16.135,935206.0
2014-12-05,16.229,16.356,16.122,16.324,707540.0
2014-12-06,16.229,16.356,16.122,16.324,707540.0
2014-12-07,16.229,16.356,16.122,16.324,707540.0
2014-12-08,16.318,16.476,16.098,16.139,454969.0
2014-12-09,16.195,16.195,15.883,15.911,538882.0
2014-12-10,15.991,16.076,15.82,15.876,710857.0
2014-12-11,15.991,16.088,15.884,15.929,693608.0
2014-12-12,15.991,16.046,15.812,15.812,619097.0
2014-12-13,15.991,16.046,15.812,15.812,619097.0
2014-12-14,15.991,16.046,15.812,15.812,619097.0
2014-12-15,15.922,16.042,15.663,15.697,658555.0
2014-12-16,15.765,15.837,15.518,15.611,1035836.0
2014-12-17,15.752,15.863,15.591,15.778,851593.0
2014-12-18,15.752,16.206,15.659,16.141,1015609.0
2014-12-19,16.11,16.493,16.11,16.384,2203472.0
2014-12-20,16.11,16.493,16.11,16.384,2203472.0
2014-12-21,16.11,16.493,16.11,16.384,2203472.0
2014-12-22,16.331,16.705,16.331,16.661,493652.0
2014-12-23,16.608,16.884,16.608,16.744,505452.0
2014-12-24,16.608,16.884,16.608,16.744,505452.0
2014-12-25,16.608,16.884,16.608,16.744,505452.0
2014-12-26,16.608,16.884,16.608,16.744,505452.0
2014-12-27,16.608,16.884,16.608,16.744,505452.0
2014-12-28,16.608,16.884,16.608,16.744,505452.0
2014-12-29,16.748,16.982,16.697,16.767,333112.0
2014-12-30,16.761,16.765,16.599,16.663,286641.0
2014-12-31,16.761,16.765,16.599,16.663,286641.0
2015-01-01,16.761,16.765,16.599,16.663,286641.0
2015-01-02,16.761,16.901,16.657,16.788,429203.0
2015-01-03,16.761,16.901,16.657,16.788,429203.0
2015-01-04,16.761,16.901,16.657,16.788,429203.0
2015-01-05,16.761,17.071,16.697,16.719,774576.0
2015-01-06,16.761,16.82,16.65,16.768,549508.0
2015-01-07,16.752,16.88,16.212,16.825,941828.0
2015-01-08,16.79,17.189,16.79,17.088,570061.0
2015-01-09,17.156,17.288,17.059,17.232,637271.0
2015-01-10,17.156,17.288,17.059,17.232,637271.0
2015-01-11,17.156,17.288,17.059,17.232,637271.0
2015-01-12,17.161,17.39,17.161,17.3,660930.0
2015-01-13,17.293,17.599,17.237,17.518,840863.0
2015-01-14,17.446,17.624,17.327,17.552,775643.0
2015-01-15,17.48,17.654,17.284,17.641,810876.0
2015-01-16,17.595,18.191,17.512,18.109,795509.0
2015-01-17,17.595,18.191,17.512,18.109,795509.0
2015-01-18,17.595,18.191,17.512,18.109,795509.0
2015-01-19,18.127,18.382,17.922,18.148,473814.0
2015-01-20,18.161,18.267,17.956,18.064,624808.0
2015-01-21,17.99,18.68,17.914,18.396,1126951.0
2015-01-22,18.378,19.135,18.344,19.123,1038887.0
2015-01-23,19.05,19.628,19.033,19.607,1100887.0
2015-01-24,19.05,19.628,19.033,19.607,1100887.0
2015-01-25,19.05,19.628,19.033,19.607,1100887.0
2015-01-26,19.497,20.258,19.458,20.212,958395.0
2015-01-27,20.207,20.309,19.45,19.657,1093593.0
2015-01-28,19.658,19.688,19.241,19.479,1123305.0
2015-01-29,19.497,19.988,19.407,19.97,995374.0
2015-01-30,19.88,20.067,19.548,19.618,1198530.0
2015-01-31,19.88,20.067,19.548,19.618,1198530.0
2015-02-01,19.88,20.067,19.548,19.618,1198530.0
2015-02-02,19.709,19.829,19.531,19.739,958489.0
2015-02-03,19.735,20.139,19.722,19.784,950341.0
2015-02-04,19.743,19.943,19.697,19.843,813419.0
2015-02-05,19.841,20.084,19.641,19.958,1596265.0
2015-02-06,19.948,19.999,19.461,19.479,898303.0
2015-02-07,19.948,19.999,19.461,19.479,898303.0
2015-02-08,19.948,19.999,19.461,19.479,898303.0
2015-02-09,19.599,19.599,19.071,19.107,771927.0
2015-02-10,19.258,19.901,19.19,19.66,795328.0
2015-02-11,19.675,19.786,19.548,19.637,587172.0
2015-02-12,19.675,20.365,19.629,20.172,657625.0
2015-02-13,20.314,20.526,20.271,20.298,498095.0
2015-02-14,20.314,20.526,20.271,20.298,498095.0
2015-02-15,20.314,20.526,20.271,20.298,498095.0
2015-02-16,20.335,20.424,19.949,19.967,548557.0
2015-02-17,20.143,20.143,19.692,19.863,715341.0
2015-02-18,19.841,20.339,19.841,20.186,710626.0
2015-02-19,20.28,20.467,20.088,20.324,953343.0
2015-02-20,20.314,20.531,20.139,20.421,899105.0
2015-02-21,20.314,20.531,20.139,20.421,899105.0
2015-02-22,20.314,20.531,20.139,20.421,899105.0
2015-02-23,20.718,20.786,20.42,20.479,784362.0
2015-02-24,20.603,20.846,20.382,20.612,548427.0
2015-02-25,20.586,20.88,20.553,20.557,503156.0
2015-02-26,20.671,21.063,20.671,20.963,937816.0
2015-02-27,20.969,21.169,20.888,20.969,837342.0
2015-02-28,20.969,21.169,20.888,20.969,837342.0
2015-03-01,20.969,21.169,20.888,20.969,837342.0
2015-03-02,20.965,21.394,20.965,21.362,771730.0
2015-03-03,21.339,21.48,20.748,20.789,644407.0
2015-03-04,20.85,20.871,20.526,20.726,759429.0
2015-03-05,20.85,21.063,20.62,20.719,534671.0
2015-03-06,20.752,20.841,20.071,20.138,729872.0
2015-03-07,20.752,20.841,20.071,20.138,729872.0
2015-03-08,20.752,20.841,20.071,20.138,729872.0
2015-03-09,20.267,20.314,19.356,19.66,931052.0
2015-03-10,19.824,20.101,19.447,19.447,559372.0
2015-03-11,19.505,20.25,19.505,20.061,772160.0
2015-03-12,20.169,20.322,20.105,20.143,715325.0
2015-03-13,20.169,20.607,20.148,20.515,623823.0
2015-03-14,20.169,20.607,20.148,20.515,623823.0
2015-03-15,20.169,20.607,20.148,20.515,623823.0
2015-03-16,20.569,21.143,20.509,21.052,642927.0
2015-03-17,20.969,21.224,20.697,20.766,685051.0
2015-03-18,20.816,20.858,20.377,20.551,740010.0
2015-03-19,20.782,21.173,20.577,21.034,955047.0
2015-03-20,21.046,21.45,21.027,21.027,1402632.0
2015-03-21,21.046,21.45,21.027,21.027,1402632.0
2015-03-22,21.046,21.45,21.027,21.027,1402632.0
2015-03-23,21.126,21.616,20.652,20.669,795031.0
2015-03-24,20.735,21.063,20.633,20.913,601052.0
2015-03-25,20.99,21.343,20.535,20.552,755404.0
2015-03-26,20.977,20.977,19.518,20.283,1165614.0
2015-03-27,20.382,20.731,20.182,20.355,603622.0
2015-03-28,20.382,20.731,20.182,20.355,603622.0
2015-03-29,20.382,20.731,20.182,20.355,603622.0
