,DEC LN Equity
2023-03-18,36.0073
2023-03-19,36.0073
2023-03-20,34.784
2023-03-21,39.4928
2023-03-22,39.7829
2023-03-23,38.31
2023-03-24,37.1621
2023-03-25,37.1621
2023-03-26,37.1621
2023-03-27,37.4722
2023-03-28,41.0107
2023-03-29,40.1114
2023-03-30,40.5608
2023-03-31,41.395
2023-04-01,41.395
2023-04-02,41.395
2023-04-03,44.1937
2023-04-04,43.1284
2023-04-05,42.133
2023-04-06,46.3988
2023-04-07,46.3988
2023-04-08,46.3988
2023-04-09,46.3988
2023-04-10,46.3988
2023-04-11,48.0495
2023-04-12,45.0096
2023-04-13,44.9541
2023-04-14,41.8567
2023-04-15,41.8567
2023-04-16,41.8567
2023-04-17,42.0702
2023-04-18,42.1435
2023-04-19,41.4385
2023-04-20,40.6273
2023-04-21,41.1044
2023-04-22,41.1044
2023-04-23,41.1044
2023-04-24,40.9908
2023-04-25,39.7964
2023-04-26,39.0124
2023-04-27,41.2365
2023-04-28,45.7252
2023-04-29,45.7252
2023-04-30,45.7252
2023-05-01,45.7252
2023-05-02,41.4187
2023-05-03,43.1899
2023-05-04,42.416
2023-05-05,43.464
2023-05-06,43.464
2023-05-07,43.464
2023-05-08,43.464
2023-05-09,40.7257
2023-05-10,44.4205
2023-05-11,42.6931
2023-05-12,41.5442
2023-05-13,41.5442
2023-05-14,41.5442
2023-05-15,41.2311
2023-05-16,44.5453
2023-05-17,43.2295
2023-05-18,44.2934
2023-05-19,46.7042
2023-05-20,46.7042
2023-05-21,46.7042
2023-05-22,51.1415
2023-05-23,52.2422
2023-05-24,48.2202
2023-05-25,44.9755
2023-05-26,43.2976
2023-05-27,43.2976
2023-05-28,43.2976
2023-05-29,43.2976
2023-05-30,41.4553
2023-05-31,43.1029
2023-06-01,45.6958
2023-06-02,49.6338
2023-06-03,49.6338
2023-06-04,49.6338
2023-06-05,49.2534
2023-06-06,51.5576
2023-06-07,52.6174
2023-06-08,52.937
2023-06-09,52.4491
2023-06-10,52.4491
2023-06-11,52.4491
2023-06-12,52.7308
2023-06-13,52.4735
2023-06-14,51.8844
2023-06-15,49.52
2023-06-16,49.6483
2023-06-17,49.6483
2023-06-18,49.6483
2023-06-19,50.2371
2023-06-20,47.6739
2023-06-21,47.2375
2023-06-22,43.1519
2023-06-23,40.5598
2023-06-24,40.5598
2023-06-25,40.5598
2023-06-26,41.3615
2023-06-27,42.8828
2023-06-28,46.8877
2023-06-29,45.3274
2023-06-30,48.0119
2023-07-01,48.0119
2023-07-02,48.0119
2023-07-03,49.1797
2023-07-04,50.5702
2023-07-05,50.752
2023-07-06,46.0767
2023-07-07,46.9613
2023-07-08,46.9613
2023-07-09,46.9613
2023-07-10,46.5662
2023-07-11,46.1644
2023-07-12,47.6334
2023-07-13,48.4925
2023-07-14,47.8676
2023-07-15,47.8676
2023-07-16,47.8676
2023-07-17,45.5596
2023-07-18,49.7785
2023-07-19,53.3436
2023-07-20,53.8986
2023-07-21,54.1805
2023-07-22,54.1805
2023-07-23,54.1805
2023-07-24,55.9098
2023-07-25,55.8395
2023-07-26,56.0681
2023-07-27,55.8438
2023-07-28,53.3415
2023-07-29,53.3415
2023-07-30,53.3415
2023-07-31,55.6971
2023-08-01,54.1736
2023-08-02,50.9471
2023-08-03,52.4433
2023-08-04,51.8974
2023-08-05,51.8974
2023-08-06,51.8974
2023-08-07,50.6699
2023-08-08,51.2006
2023-08-09,53.7119
2023-08-10,54.5799
2023-08-11,52.8233
2023-08-12,52.8233
2023-08-13,52.8233
2023-08-14,50.9843
2023-08-15,49.2119
2023-08-16,49.4914
2023-08-17,48.3897
2023-08-18,48.5378
2023-08-19,48.5378
2023-08-20,48.5378
2023-08-21,49.3647
2023-08-22,49.7444
2023-08-23,49.3615
2023-08-24,47.3264
2023-08-25,47.0293
2023-08-26,47.0293
2023-08-27,47.0293
2023-08-28,47.0293
2023-08-29,50.7854
2023-08-30,56.9647
2023-08-31,55.329
2023-09-01,50.2297
2023-09-02,50.2297
2023-09-03,50.2297
2023-09-04,45.0059
2023-09-05,48.6863
2023-09-06,46.2831
2023-09-07,47.8676
2023-09-08,48.1209
2023-09-09,48.1209
2023-09-10,48.1209
2023-09-11,48.8916
2023-09-12,49.2167
2023-09-13,48.3887
2023-09-14,52.1669
2023-09-15,50.3571
2023-09-16,50.3571
2023-09-17,50.3571
2023-09-18,44.8909
2023-09-19,44.2631
2023-09-20,46.8885
2023-09-21,44.0608
2023-09-22,43.7574
2023-09-23,43.7574
2023-09-24,43.7574
2023-09-25,43.295
2023-09-26,43.5692
2023-09-27,44.6763
2023-09-28,43.5709
2023-09-29,43.1294
2023-09-30,43.1294
2023-10-01,43.1294
2023-10-02,40.9812
2023-10-03,34.8341
2023-10-04,31.4822
2023-10-05,37.5046
2023-10-06,38.789
2023-10-07,38.789
2023-10-08,38.789
2023-10-09,42.6772
2023-10-10,41.8965
2023-10-11,41.1585
2023-10-12,41.9228
2023-10-13,41.2408
2023-10-14,41.2408
2023-10-15,41.2408
2023-10-16,40.6423
2023-10-17,41.705
2023-10-18,41.524
2023-10-19,39.7404
2023-10-20,38.6665
2023-10-21,38.6665
2023-10-22,38.6665
2023-10-23,39.8106
2023-10-24,38.5419
2023-10-25,37.3941
2023-10-26,37.014
2023-10-27,38.4522
2023-10-28,38.4522
2023-10-29,38.4522
2023-10-30,36.9677
2023-10-31,36.2858
2023-11-01,36.5883
2023-11-02,43.5235
2023-11-03,42.9405
2023-11-04,42.9405
2023-11-05,42.9405
2023-11-06,41.8767
2023-11-07,40.1462
2023-11-08,38.8882
2023-11-09,41.4634
2023-11-10,40.4881
2023-11-11,40.4881
2023-11-12,40.4881
2023-11-13,39.3039
2023-11-14,44.5912
2023-11-15,46.6435
2023-11-16,46.2385
2023-11-17,48.6593
2023-11-18,48.6593
2023-11-19,48.6593
2023-11-20,47.3977
2023-11-21,45.9098
2023-11-22,44.757
2023-11-23,46.9153
2023-11-24,45.986
2023-11-25,45.986
2023-11-26,45.986
2023-11-27,45.1634
2023-11-28,44.647
2023-11-29,42.7267
2023-11-30,43.8967
2023-12-01,43.4084
2023-12-02,43.4084
2023-12-03,43.4084
2023-12-04,42.6987
2023-12-05,46.2247
2023-12-06,43.1204
2023-12-07,43.047
2023-12-08,44.5136
2023-12-09,44.5136
2023-12-10,44.5136
2023-12-11,42.8293
2023-12-12,41.3164
2023-12-13,41.2644
2023-12-14,46.4575
2023-12-15,47.8032
2023-12-16,47.8032
2023-12-17,47.8032
2023-12-18,46.368
2023-12-19,37.5699
2023-12-20,36.0856
2023-12-21,35.9183
2023-12-22,36.9924
2023-12-23,36.9924
2023-12-24,36.9924
2023-12-25,36.9924
2023-12-26,36.9924
2023-12-27,41.287
2023-12-28,39.1987
2023-12-29,39.4781
2023-12-30,39.4781
2023-12-31,39.4781
2024-01-01,39.4781
2024-01-02,44.3843
2024-01-03,43.4248
2024-01-04,45.8205
2024-01-05,43.9612
2024-01-06,43.9612
2024-01-07,43.9612
2024-01-08,42.3527
2024-01-09,42.893
2024-01-10,41.3931
2024-01-11,40.6882
2024-01-12,41.1758
2024-01-13,41.1758
2024-01-14,41.1758
2024-01-15,37.0409
2024-01-16,38.6198
2024-01-17,36.8722
2024-01-18,36.0376
2024-01-19,36.2282
2024-01-20,36.2282
2024-01-21,36.2282
2024-01-22,36.4893
2024-01-23,32.4673
2024-01-24,38.3275
2024-01-25,38.8343
2024-01-26,38.7064
2024-01-27,38.7064
2024-01-28,38.7064
2024-01-29,38.5375
2024-01-30,38.0225
2024-01-31,37.5041
2024-02-01,37.0398
2024-02-02,36.7651
2024-02-03,36.7651
2024-02-04,36.7651
2024-02-05,36.6846
2024-02-06,38.1198
2024-02-07,37.8385
2024-02-08,39.6461
2024-02-09,38.9342
2024-02-10,38.9342
2024-02-11,38.9342
2024-02-12,38.3822
2024-02-13,38.9788
2024-02-14,38.4492
2024-02-15,40.7579
2024-02-16,40.7579
2024-02-17,40.7579
2024-02-18,40.7579
2024-02-19,40.0464
2024-02-20,40.2462
2024-02-21,42.8474
2024-02-22,44.842
2024-02-23,43.0249
2024-02-24,43.0249
2024-02-25,43.0249
2024-02-26,46.0178
2024-02-27,46.4789
2024-02-28,45.4895
2024-02-29,47.1037
2024-03-01,48.7414
2024-03-02,48.7414
2024-03-03,48.7414
2024-03-04,46.4906
2024-03-05,46.7645
2024-03-06,46.925
2024-03-07,47.6197
2024-03-08,47.0205
2024-03-09,47.0205
2024-03-10,47.0205
2024-03-11,46.4163
2024-03-12,45.845
2024-03-13,45.9826
2024-03-14,45.5043
2024-03-15,46.5585
2024-03-16,46.5585
2024-03-17,46.5585
2024-03-18,46.7523
2024-03-19,43.8728
2024-03-20,43.3598
2024-03-21,44.2929
2024-03-22,43.2287
2024-03-23,43.2287
2024-03-24,43.2287
2024-03-25,43.064
2024-03-26,41.275
2024-03-27,45.3827
2024-03-28,50.5418
2024-03-29,50.5418
2024-03-30,50.5418
2024-03-31,50.5418
2024-04-01,50.5418
2024-04-02,52.1835
2024-04-03,53.6129
2024-04-04,53.817
2024-04-05,55.0841
2024-04-06,55.0841
2024-04-07,55.0841
2024-04-08,56.8993
