,BUR LN Equity
2023-03-19,31.993
2023-03-20,31.5129
2023-03-21,36.1108
2023-03-22,37.7221
2023-03-23,37.6704
2023-03-24,36.3802
2023-03-25,36.3802
2023-03-26,36.3802
2023-03-27,38.7249
2023-03-28,36.6056
2023-03-29,37.639
2023-03-30,39.5089
2023-03-31,59.5356
2023-04-01,59.5356
2023-04-02,59.5356
2023-04-03,69.3235
2023-04-04,68.4849
2023-04-05,70.1869
2023-04-06,71.579
2023-04-07,71.579
2023-04-08,71.579
2023-04-09,71.579
2023-04-10,71.579
2023-04-11,72.5926
2023-04-12,72.7567
2023-04-13,71.0514
2023-04-14,71.4313
2023-04-15,71.4313
2023-04-16,71.4313
2023-04-17,72.7374
2023-04-18,71.3869
2023-04-19,69.7131
2023-04-20,71.2032
2023-04-21,71.7425
2023-04-22,71.7425
2023-04-23,71.7425
2023-04-24,71.0542
2023-04-25,68.1243
2023-04-26,67.5701
2023-04-27,67.8407
2023-04-28,69.4749
2023-04-29,69.4749
2023-04-30,69.4749
2023-05-01,69.4749
2023-05-02,67.4172
2023-05-03,69.0503
2023-05-04,66.9235
2023-05-05,66.9789
2023-05-06,66.9789
2023-05-07,66.9789
2023-05-08,66.9789
2023-05-09,68.7128
2023-05-10,68.1345
2023-05-11,68.7334
2023-05-12,69.6455
2023-05-13,69.6455
2023-05-14,69.6455
2023-05-15,69.6455
2023-05-16,70.3
2023-05-17,68.6414
2023-05-18,69.2193
2023-05-19,68.4365
2023-05-20,68.4365
2023-05-21,68.4365
2023-05-22,63.6002
2023-05-23,64.9155
2023-05-24,62.5763
2023-05-25,64.2534
2023-05-26,64.7106
2023-05-27,64.7106
2023-05-28,64.7106
2023-05-29,64.7106
2023-05-30,62.9267
2023-05-31,63.2758
2023-06-01,64.3185
2023-06-02,62.7219
2023-06-03,62.7219
2023-06-04,62.7219
2023-06-05,61.388
2023-06-06,63.0153
2023-06-07,59.1472
2023-06-08,59.1472
2023-06-09,57.2111
2023-06-10,57.2111
2023-06-11,57.2111
2023-06-12,57.3809
2023-06-13,57.6417
2023-06-14,55.3076
2023-06-15,51.53
2023-06-16,51.7734
2023-06-17,51.7734
2023-06-18,51.7734
2023-06-19,52.1216
2023-06-20,52.1216
2023-06-21,52.332
2023-06-22,50.9421
2023-06-23,51.1658
2023-06-24,51.1658
2023-06-25,51.1658
2023-06-26,48.3177
2023-06-27,46.2408
2023-06-28,45.8747
2023-06-29,45.5549
2023-06-30,48.2307
2023-07-01,48.2307
2023-07-02,48.2307
2023-07-03,50.0041
2023-07-04,49.594
2023-07-05,49.6551
2023-07-06,46.5646
2023-07-07,47.5834
2023-07-08,47.5834
2023-07-09,47.5834
2023-07-10,46.6067
2023-07-11,45.9185
2023-07-12,44.3926
2023-07-13,46.1744
2023-07-14,43.0463
2023-07-15,43.0463
2023-07-16,43.0463
2023-07-17,44.9417
2023-07-18,46.5199
2023-07-19,50.9443
2023-07-20,48.0702
2023-07-21,51.7682
2023-07-22,51.7682
2023-07-23,51.7682
2023-07-24,52.2408
2023-07-25,55.592
2023-07-26,55.8788
2023-07-27,57.2128
2023-07-28,58.2391
2023-07-29,58.2391
2023-07-30,58.2391
2023-07-31,59.3397
2023-08-01,59.7059
2023-08-02,59.7995
2023-08-03,60.7432
2023-08-04,61.0272
2023-08-05,61.0272
2023-08-06,61.0272
2023-08-07,61.6018
2023-08-08,58.48
2023-08-09,59.0927
2023-08-10,60.1077
2023-08-11,61.5867
2023-08-12,61.5867
2023-08-13,61.5867
2023-08-14,61.7821
2023-08-15,64.4919
2023-08-16,60.6565
2023-08-17,58.0837
2023-08-18,51.8859
2023-08-19,51.8859
2023-08-20,51.8859
2023-08-21,51.308
2023-08-22,52.6182
2023-08-23,54.6185
2023-08-24,54.7225
2023-08-25,55.874
2023-08-26,55.874
2023-08-27,55.874
2023-08-28,55.874
2023-08-29,58.6435
2023-08-30,57.8388
2023-08-31,57.8388
2023-09-01,58.2475
2023-09-02,58.2475
2023-09-03,58.2475
2023-09-04,61.1684
2023-09-05,55.9085
2023-09-06,54.9066
2023-09-07,56.8083
2023-09-08,72.439
2023-09-09,72.439
2023-09-10,72.439
2023-09-11,68.0068
2023-09-12,68.7429
2023-09-13,61.8426
2023-09-14,62.0527
2023-09-15,58.3931
2023-09-16,58.3931
2023-09-17,58.3931
2023-09-18,55.7641
2023-09-19,57.001
2023-09-20,57.9849
2023-09-21,55.364
2023-09-22,54.9109
2023-09-23,54.9109
2023-09-24,54.9109
2023-09-25,54.6027
2023-09-26,54.6027
2023-09-27,55.2743
2023-09-28,52.7708
2023-09-29,52.0626
2023-09-30,52.0626
2023-10-01,52.0626
2023-10-02,52.0626
2023-10-03,48.2156
2023-10-04,48.0686
2023-10-05,47.176
2023-10-06,47.176
2023-10-07,47.176
2023-10-08,47.176
2023-10-09,46.3321
2023-10-10,47.9945
2023-10-11,50.0176
2023-10-12,48.2381
2023-10-13,46.9042
2023-10-14,46.9042
2023-10-15,46.9042
2023-10-16,46.4353
2023-10-17,48.047
2023-10-18,46.5186
2023-10-19,44.8113
2023-10-20,43.1721
2023-10-21,43.1721
2023-10-22,43.1721
2023-10-23,43.2697
2023-10-24,44.4537
2023-10-25,42.8352
2023-10-26,42.606
2023-10-27,42.7117
2023-10-28,42.7117
2023-10-29,42.7117
2023-10-30,45.117
2023-10-31,44.695
2023-11-01,46.0523
2023-11-02,48.1776
2023-11-03,48.9698
2023-11-04,48.9698
2023-11-05,48.9698
2023-11-06,50.1524
2023-11-07,51.7896
2023-11-08,52.5483
2023-11-09,51.4012
2023-11-10,53.7001
2023-11-11,53.7001
2023-11-12,53.7001
2023-11-13,54.1674
2023-11-14,54.7344
2023-11-15,50.9317
2023-11-16,48.0691
2023-11-17,49.4869
2023-11-18,49.4869
2023-11-19,49.4869
2023-11-20,56.2787
2023-11-21,51.7023
2023-11-22,54.8783
2023-11-23,54.6968
2023-11-24,55.5335
2023-11-25,55.5335
2023-11-26,55.5335
2023-11-27,52.3509
2023-11-28,49.5795
2023-11-29,50.1585
2023-11-30,49.6529
2023-12-01,51.18
2023-12-02,51.18
2023-12-03,51.18
2023-12-04,49.9607
2023-12-05,50.3106
2023-12-06,48.8959
2023-12-07,48.0227
2023-12-08,48.2141
2023-12-09,48.2141
2023-12-10,48.2141
2023-12-11,48.5082
2023-12-12,50.8197
2023-12-13,51.7533
2023-12-14,50.465
2023-12-15,46.76
2023-12-16,46.76
2023-12-17,46.76
2023-12-18,46.1467
2023-12-19,49.1993
2023-12-20,48.6472
2023-12-21,46.232
2023-12-22,45.6245
2023-12-23,45.6245
2023-12-24,45.6245
2023-12-25,45.6245
2023-12-26,45.6245
2023-12-27,62.0047
2023-12-28,61.1463
2023-12-29,58.8701
2023-12-30,58.8701
2023-12-31,58.8701
2024-01-01,58.8701
2024-01-02,58.124
2024-01-03,55.2277
2024-01-04,56.2916
2024-01-05,53.141
2024-01-06,53.141
2024-01-07,53.141
2024-01-08,53.8578
2024-01-09,53.7033
2024-01-10,54.9728
2024-01-11,53.5341
2024-01-12,54.8251
2024-01-13,54.8251
2024-01-14,54.8251
2024-01-15,54.1695
2024-01-16,54.3108
2024-01-17,51.8315
2024-01-18,52.0579
2024-01-19,52.0579
2024-01-20,52.0579
2024-01-21,52.0579
2024-01-22,51.0311
2024-01-23,53.9295
2024-01-24,54.6794
2024-01-25,55.43
2024-01-26,56.9066
2024-01-27,56.9066
2024-01-28,56.9066
2024-01-29,56.137
2024-01-30,57.762
2024-01-31,56.1957
2024-02-01,53.8361
2024-02-02,53.6496
2024-02-03,53.6496
2024-02-04,53.6496
2024-02-05,53.0792
2024-02-06,50.8422
2024-02-07,50.1139
2024-02-08,48.9356
2024-02-09,49.2206
2024-02-10,49.2206
2024-02-11,49.2206
2024-02-12,53.5154
2024-02-13,50.9167
2024-02-14,52.8618
2024-02-15,53.8489
2024-02-16,57.2449
2024-02-17,57.2449
2024-02-18,57.2449
2024-02-19,57.3188
2024-02-20,58.7913
2024-02-21,54.064
2024-02-22,54.6794
2024-02-23,56.1973
2024-02-24,56.1973
2024-02-25,56.1973
2024-02-26,55.4291
2024-02-27,55.5078
2024-02-28,51.7309
2024-02-29,51.9844
2024-03-01,52.4152
2024-03-02,52.4152
2024-03-03,52.4152
2024-03-04,49.7374
2024-03-05,49.5568
2024-03-06,45.7737
2024-03-07,45.8709
2024-03-08,45.4497
2024-03-09,45.4497
2024-03-10,45.4497
2024-03-11,43.8664
2024-03-12,44.3937
2024-03-13,42.6527
2024-03-14,45.6951
2024-03-15,49.6053
2024-03-16,49.6053
2024-03-17,49.6053
2024-03-18,47.7823
2024-03-19,50.387
2024-03-20,51.7603
2024-03-21,51.8465
2024-03-22,55.0839
2024-03-23,55.0839
2024-03-24,55.0839
2024-03-25,53.0044
2024-03-26,56.8356
2024-03-27,57.9699
2024-03-28,57.0968
2024-03-29,57.0968
2024-03-30,57.0968
2024-03-31,57.0968
2024-04-01,57.0968
2024-04-02,60.0692
2024-04-03,58.5089
2024-04-04,57.1648
2024-04-05,55.5615
2024-04-06,55.5615
2024-04-07,55.5615
2024-04-08,56.9573
