,USDNOK BGN Curncy
2022-11-12,9.9278
2022-11-13,9.9278
2022-11-14,10.0252
2022-11-15,9.9972
2022-11-16,10.0021
2022-11-17,10.1197
2022-11-18,10.1899
2022-11-19,10.1899
2022-11-20,10.1899
2022-11-21,10.2643
2022-11-22,10.1143
2022-11-23,9.946
2022-11-24,9.9101
2022-11-25,9.888
2022-11-26,9.888
2022-11-27,9.888
2022-11-28,10.0237
2022-11-29,10.007
2022-11-30,9.845
2022-12-01,9.7317
2022-12-02,9.778
2022-12-03,9.778
2022-12-04,9.778
2022-12-05,9.9484
2022-12-06,10.0242
2022-12-07,10.0237
2022-12-08,9.9658
2022-12-09,10.0
2022-12-10,10.0
2022-12-11,10.0
2022-12-12,9.9971
2022-12-13,9.7772
2022-12-14,9.7179
2022-12-15,9.8675
2022-12-16,9.896
2022-12-17,9.896
2022-12-18,9.896
2022-12-19,9.9062
2022-12-20,9.8669
2022-12-21,9.8388
2022-12-22,9.8765
2022-12-23,9.8911
2022-12-24,9.8911
2022-12-25,9.8911
2022-12-26,9.8431
2022-12-27,9.8298
2022-12-28,9.8986
2022-12-29,9.8841
2022-12-30,9.8038
2022-12-31,9.8038
2023-01-01,9.8038
2023-01-02,9.8562
2023-01-03,10.0855
2023-01-04,10.0889
2023-01-05,10.2457
2023-01-06,10.001
2023-01-07,10.001
2023-01-08,10.001
2023-01-09,9.9459
2023-01-10,9.989
2023-01-11,10.0021
2023-01-12,9.89
2023-01-13,9.9027
2023-01-14,9.9027
2023-01-15,9.9027
2023-01-16,9.9044
2023-01-17,9.8682
2023-01-18,9.9013
2023-01-19,9.8951
2023-01-20,9.8762
2023-01-21,9.8762
2023-01-22,9.8762
2023-01-23,9.816
2023-01-24,9.8596
2023-01-25,9.9028
2023-01-26,9.8643
2023-01-27,9.8905
2023-01-28,9.8905
2023-01-29,9.8905
2023-01-30,9.9737
2023-01-31,9.9878
2023-02-01,9.9147
2023-02-02,10.0481
2023-02-03,10.2197
2023-02-04,10.2197
2023-02-05,10.2197
2023-02-06,10.3397
2023-02-07,10.3155
2023-02-08,10.324
2023-02-09,10.1777
2023-02-10,10.1509
2023-02-11,10.1509
2023-02-12,10.1509
2023-02-13,10.0955
2023-02-14,10.1341
2023-02-15,10.2118
2023-02-16,10.2526
2023-02-17,10.282
2023-02-18,10.282
2023-02-19,10.282
2023-02-20,10.2304
2023-02-21,10.3085
2023-02-22,10.3572
2023-02-23,10.3062
2023-02-24,10.3867
2023-02-25,10.3867
2023-02-26,10.3867
2023-02-27,10.339
2023-02-28,10.3863
2023-03-01,10.3777
2023-03-02,10.4506
2023-03-03,10.3865
2023-03-04,10.3865
2023-03-05,10.3865
2023-03-06,10.417
2023-03-07,10.6959
2023-03-08,10.6536
2023-03-09,10.6613
2023-03-10,10.6318
2023-03-11,10.6318
2023-03-12,10.6318
2023-03-13,10.5505
2023-03-14,10.5366
2023-03-15,10.7617
2023-03-16,10.7616
2023-03-17,10.6895
2023-03-18,10.6895
2023-03-19,10.6895
2023-03-20,10.6475
2023-03-21,10.5485
2023-03-22,10.4657
2023-03-23,10.3894
2023-03-24,10.482
2023-03-25,10.482
2023-03-26,10.482
2023-03-27,10.4655
2023-03-28,10.3593
2023-03-29,10.4088
2023-03-30,10.3882
2023-03-31,10.4747
2023-04-01,10.4747
2023-04-02,10.4747
2023-04-03,10.2976
2023-04-04,10.3119
2023-04-05,10.4427
2023-04-06,10.4463
2023-04-07,10.5043
2023-04-08,10.5043
2023-04-09,10.5043
2023-04-10,10.5275
2023-04-11,10.557
2023-04-12,10.4427
2023-04-13,10.3068
2023-04-14,10.3892
2023-04-15,10.3892
2023-04-16,10.3892
2023-04-17,10.4805
2023-04-18,10.4594
2023-04-19,10.58
2023-04-20,10.5897
2023-04-21,10.5907
2023-04-22,10.5907
2023-04-23,10.5907
2023-04-24,10.5196
2023-04-25,10.6776
2023-04-26,10.643
2023-04-27,10.6174
2023-04-28,10.6522
2023-04-29,10.6522
2023-04-30,10.6522
2023-05-01,10.7368
2023-05-02,10.8128
2023-05-03,10.7549
2023-05-04,10.702
2023-05-05,10.5693
2023-05-06,10.5693
2023-05-07,10.5693
2023-05-08,10.4963
2023-05-09,10.5787
2023-05-10,10.505
2023-05-11,10.6798
2023-05-12,10.6815
2023-05-13,10.6815
2023-05-14,10.6815
2023-05-15,10.6014
2023-05-16,10.7196
2023-05-17,10.7831
2023-05-18,10.9177
2023-05-19,10.8719
2023-05-20,10.8719
2023-05-21,10.8719
2023-05-22,10.8922
2023-05-23,10.9572
2023-05-24,10.9559
2023-05-25,11.0497
2023-05-26,11.0773
2023-05-27,11.0773
2023-05-28,11.0773
2023-05-29,11.1089
2023-05-30,11.1811
2023-05-31,11.0879
2023-06-01,11.0547
2023-06-02,11.0097
2023-06-03,11.0097
2023-06-04,11.0097
2023-06-05,11.0326
2023-06-06,11.0948
2023-06-07,11.0388
2023-06-08,10.8955
2023-06-09,10.7645
2023-06-10,10.7645
2023-06-11,10.7645
2023-06-12,10.7961
2023-06-13,10.6495
2023-06-14,10.6483
2023-06-15,10.4965
2023-06-16,10.5683
2023-06-17,10.5683
2023-06-18,10.5683
2023-06-19,10.6527
2023-06-20,10.7154
2023-06-21,10.6716
2023-06-22,10.6553
2023-06-23,10.8258
2023-06-24,10.8258
2023-06-25,10.8258
2023-06-26,10.725
2023-06-27,10.7779
2023-06-28,10.7675
2023-06-29,10.7999
2023-06-30,10.7373
2023-07-01,10.7373
2023-07-02,10.7373
2023-07-03,10.6963
2023-07-04,10.6587
2023-07-05,10.6778
2023-07-06,10.7675
2023-07-07,10.6219
2023-07-08,10.6219
2023-07-09,10.6219
2023-07-10,10.4833
2023-07-11,10.3537
2023-07-12,10.1264
2023-07-13,9.9574
2023-07-14,10.0497
2023-07-15,10.0497
2023-07-16,10.0497
2023-07-17,10.0588
2023-07-18,10.0553
2023-07-19,10.0509
2023-07-20,10.0739
2023-07-21,10.0816
2023-07-22,10.0816
2023-07-23,10.0816
2023-07-24,10.0621
2023-07-25,10.0612
2023-07-26,10.1083
2023-07-27,10.1924
2023-07-28,10.2027
2023-07-29,10.2027
2023-07-30,10.2027
2023-07-31,10.1297
2023-08-01,10.203
2023-08-02,10.303
2023-08-03,10.243
2023-08-04,10.1422
2023-08-05,10.1422
2023-08-06,10.1422
2023-08-07,10.1601
2023-08-08,10.27
2023-08-09,10.2008
2023-08-10,10.3232
2023-08-11,10.4241
2023-08-12,10.4241
2023-08-13,10.4241
2023-08-14,10.479
2023-08-15,10.5373
2023-08-16,10.6115
2023-08-17,10.5843
2023-08-18,10.6444
2023-08-19,10.6444
2023-08-20,10.6444
2023-08-21,10.6209
2023-08-22,10.6198
2023-08-23,10.5926
2023-08-24,10.7143
2023-08-25,10.7018
2023-08-26,10.7018
2023-08-27,10.7018
2023-08-28,10.716
2023-08-29,10.5781
2023-08-30,10.5926
2023-08-31,10.6314
2023-09-01,10.6611
2023-09-02,10.6611
2023-09-03,10.6611
2023-09-04,10.6277
2023-09-05,10.7212
2023-09-06,10.7167
2023-09-07,10.7119
2023-09-08,10.682
2023-09-09,10.682
2023-09-10,10.682
2023-09-11,10.638
2023-09-12,10.675
2023-09-13,10.715
2023-09-14,10.7349
2023-09-15,10.7795
2023-09-16,10.7795
2023-09-17,10.7795
2023-09-18,10.8069
2023-09-19,10.7798
2023-09-20,10.7886
2023-09-21,10.7806
2023-09-22,10.7584
2023-09-23,10.7584
2023-09-24,10.7584
2023-09-25,10.8011
2023-09-26,10.8188
2023-09-27,10.7619
2023-09-28,10.7276
2023-09-29,10.6961
2023-09-30,10.6961
2023-10-01,10.6961
2023-10-02,10.8586
2023-10-03,10.9662
2023-10-04,10.9981
2023-10-05,10.9603
2023-10-06,10.9167
2023-10-07,10.9167
2023-10-08,10.9167
2023-10-09,10.7839
2023-10-10,10.8097
2023-10-11,10.8545
2023-10-12,10.9767
2023-10-13,10.9471
2023-10-14,10.9471
2023-10-15,10.9471
2023-10-16,10.9211
2023-10-17,10.953
2023-10-18,11.046
2023-10-19,11.003
2023-10-20,11.0669
2023-10-21,11.0669
2023-10-22,11.0669
2023-10-23,11.0791
2023-10-24,11.1686
2023-10-25,11.1985
2023-10-26,11.2063
2023-10-27,11.1836
2023-10-28,11.1836
2023-10-29,11.1836
2023-10-30,11.1465
2023-10-31,11.1788
2023-11-01,11.1625
2023-11-02,11.1632
2023-11-03,11.0445
2023-11-04,11.0445
2023-11-05,11.0445
2023-11-06,11.0599
2023-11-07,11.1908
2023-11-08,11.1749
2023-11-09,11.2211
2023-11-10,11.1131
2023-11-11,11.1131
2023-11-12,11.1131
2023-11-13,11.0849
2023-11-14,10.8821
2023-11-15,10.8208
2023-11-16,10.9355
2023-11-17,10.8077
2023-11-18,10.8077
2023-11-19,10.8077
2023-11-20,10.7027
2023-11-21,10.6805
2023-11-22,10.7552
2023-11-23,10.7731
2023-11-24,10.7323
2023-11-25,10.7323
2023-11-26,10.7323
2023-11-27,10.6395
2023-11-28,10.6231
2023-11-29,10.6599
2023-11-30,10.8118
2023-12-01,10.6718
2023-12-02,10.6718
2023-12-03,10.6718
2023-12-04,10.8469
2023-12-05,10.9263
2023-12-06,10.9779
2023-12-07,10.8709
2023-12-08,10.9053
2023-12-09,10.9053
2023-12-10,10.9053
2023-12-11,10.9542
2023-12-12,10.9649
2023-12-13,10.7904
2023-12-14,10.5113
2023-12-15,10.4597
2023-12-16,10.4597
2023-12-17,10.4597
2023-12-18,10.3962
2023-12-19,10.2676
2023-12-20,10.3536
2023-12-21,10.2606
2023-12-22,10.2048
2023-12-23,10.2048
2023-12-24,10.2048
2023-12-25,10.2329
2023-12-26,10.1459
2023-12-27,10.1025
2023-12-28,10.1979
2023-12-29,10.1724
2023-12-30,10.1724
2023-12-31,10.1724
2024-01-01,10.1724
2024-01-02,10.3551
2024-01-03,10.3418
2024-01-04,10.2999
2024-01-05,10.3016
2024-01-06,10.3016
2024-01-07,10.3016
2024-01-08,10.3642
2024-01-09,10.3642
2024-01-10,10.3465
2024-01-11,10.3087
2024-01-12,10.2821
2024-01-13,10.2821
2024-01-14,10.2821
2024-01-15,10.3481
2024-01-16,10.4712
2024-01-17,10.5108
2024-01-18,10.5297
2024-01-19,10.4889
2024-01-20,10.4889
2024-01-21,10.4889
2024-01-22,10.5136
2024-01-23,10.504
2024-01-24,10.468
2024-01-25,10.4364
2024-01-26,10.4268
2024-01-27,10.4268
2024-01-28,10.4268
2024-01-29,10.4311
2024-01-30,10.4398
2024-01-31,10.5052
2024-02-01,10.4362
2024-02-02,10.6042
2024-02-03,10.6042
2024-02-04,10.6042
2024-02-05,10.6859
2024-02-06,10.5904
2024-02-07,10.5826
2024-02-08,10.6181
2024-02-09,10.5423
2024-02-10,10.5423
2024-02-11,10.5423
2024-02-12,10.5008
2024-02-13,10.6769
2024-02-14,10.5856
2024-02-15,10.5247
2024-02-16,10.5069
2024-02-17,10.5069
2024-02-18,10.5069
2024-02-19,10.4851
2024-02-20,10.4885
2024-02-21,10.4841
2024-02-22,10.5061
2024-02-23,10.5347
2024-02-24,10.5347
2024-02-25,10.5347
2024-02-26,10.5122
2024-02-27,10.5316
2024-02-28,10.5899
2024-02-29,10.622
2024-03-01,10.5238
2024-03-02,10.5238
2024-03-03,10.5238
2024-03-04,10.5681
2024-03-05,10.5688
2024-03-06,10.4933
2024-03-07,10.4022
2024-03-08,10.4251
2024-03-09,10.4251
2024-03-10,10.4251
2024-03-11,10.457
2024-03-12,10.5243
2024-03-13,10.4808
2024-03-14,10.556
2024-03-15,10.6189
2024-03-16,10.6189
2024-03-17,10.6189
2024-03-18,10.656
2024-03-19,10.6483
2024-03-20,10.5784
2024-03-21,10.6661
2024-03-22,10.7559
2024-03-23,10.7559
2024-03-24,10.7559
2024-03-25,10.7165
2024-03-26,10.7568
2024-03-27,10.7797
2024-03-28,10.8567
2024-03-29,10.826
2024-03-30,10.826
2024-03-31,10.826
2024-04-01,10.9581
2024-04-02,10.8383
2024-04-03,10.727
2024-04-04,10.7428
2024-04-05,10.7291
2024-04-06,10.7291
2024-04-07,10.7291
2024-04-08,10.6846
