,USDNOK BGN Curncy
2013-03-19,5.837
2013-03-20,5.8478
2013-03-21,5.8393
2013-03-22,5.8036
2013-03-23,5.8036
2013-03-24,5.8036
2013-03-25,5.8452
2013-03-26,5.8269
2013-03-27,5.8499
2013-03-28,5.8425
2013-03-29,5.8472
2013-03-30,5.8472
2013-03-31,5.8472
2013-04-01,5.8268
2013-04-02,5.8166
2013-04-03,5.8116
2013-04-04,5.7784
2013-04-05,5.7299
2013-04-06,5.7299
2013-04-07,5.7299
2013-04-08,5.7409
2013-04-09,5.7114
2013-04-10,5.7422
2013-04-11,5.7066
2013-04-12,5.7098
2013-04-13,5.7098
2013-04-14,5.7098
2013-04-15,5.7533
2013-04-16,5.7234
2013-04-17,5.7991
2013-04-18,5.8214
2013-04-19,5.8233
2013-04-20,5.8233
2013-04-21,5.8233
2013-04-22,5.845
2013-04-23,5.9173
2013-04-24,5.8988
2013-04-25,5.8714
2013-04-26,5.8519
2013-04-27,5.8519
2013-04-28,5.8519
2013-04-29,5.8132
2013-04-30,5.7701
2013-05-01,5.7672
2013-05-02,5.8016
2013-05-03,5.8015
2013-05-04,5.8015
2013-05-05,5.8015
2013-05-06,5.8356
2013-05-07,5.8444
2013-05-08,5.749
2013-05-09,5.7799
2013-05-10,5.792
2013-05-11,5.792
2013-05-12,5.792
2013-05-13,5.8025
2013-05-14,5.8417
2013-05-15,5.8475
2013-05-16,5.8348
2013-05-17,5.8539
2013-05-18,5.8539
2013-05-19,5.8539
2013-05-20,5.8344
2013-05-21,5.7907
2013-05-22,5.8185
2013-05-23,5.8301
2013-05-24,5.832
2013-05-25,5.832
2013-05-26,5.832
2013-05-27,5.8466
2013-05-28,5.8966
2013-05-29,5.8995
2013-05-30,5.8249
2013-05-31,5.8691
2013-06-01,5.8691
2013-06-02,5.8691
2013-06-03,5.8043
2013-06-04,5.8099
2013-06-05,5.81
2013-06-06,5.7463
2013-06-07,5.7686
2013-06-08,5.7686
2013-06-09,5.7686
2013-06-10,5.7613
2013-06-11,5.7758
2013-06-12,5.7562
2013-06-13,5.7408
2013-06-14,5.7164
2013-06-15,5.7164
2013-06-16,5.7164
2013-06-17,5.7246
2013-06-18,5.7358
2013-06-19,5.7731
2013-06-20,5.9981
2013-06-21,6.0583
2013-06-22,6.0583
2013-06-23,6.0583
2013-06-24,6.1344
2013-06-25,6.0912
2013-06-26,6.1091
2013-06-27,6.0443
2013-06-28,6.0699
2013-06-29,6.0699
2013-06-30,6.0699
2013-07-01,6.0928
2013-07-02,6.1142
2013-07-03,6.1112
2013-07-04,6.1079
2013-07-05,6.2516
2013-07-06,6.2516
2013-07-07,6.2516
2013-07-08,6.1435
2013-07-09,6.1792
2013-07-10,6.0861
2013-07-11,6.0636
2013-07-12,6.063
2013-07-13,6.063
2013-07-14,6.063
2013-07-15,6.0618
2013-07-16,5.991
2013-07-17,5.9873
2013-07-18,5.9844
2013-07-19,5.9671
2013-07-20,5.9671
2013-07-21,5.9671
2013-07-22,5.934
2013-07-23,5.8748
2013-07-24,5.9268
2013-07-25,5.9042
2013-07-26,5.9241
2013-07-27,5.9241
2013-07-28,5.9241
2013-07-29,5.9381
2013-07-30,5.9374
2013-07-31,5.8924
2013-08-01,5.9483
2013-08-02,5.9383
2013-08-03,5.9383
2013-08-04,5.9383
2013-08-05,5.9231
2013-08-06,5.9187
2013-08-07,5.8991
2013-08-08,5.9071
2013-08-09,5.8502
2013-08-10,5.8502
2013-08-11,5.8502
2013-08-12,5.8716
2013-08-13,5.8884
2013-08-14,5.8931
2013-08-15,5.9085
2013-08-16,5.9149
2013-08-17,5.9149
2013-08-18,5.9149
2013-08-19,5.9187
2013-08-20,5.9545
2013-08-21,6.0819
2013-08-22,6.1074
2013-08-23,6.0162
2013-08-24,6.0162
2013-08-25,6.0162
2013-08-26,6.0381
2013-08-27,6.018
2013-08-28,6.049
2013-08-29,6.0928
2013-08-30,6.1158
2013-08-31,6.1158
2013-09-01,6.1158
2013-09-02,6.0824
2013-09-03,6.0711
2013-09-04,6.0596
2013-09-05,6.1232
2013-09-06,6.0797
2013-09-07,6.0797
2013-09-08,6.0797
2013-09-09,6.0099
2013-09-10,5.9194
2013-09-11,5.9113
2013-09-12,5.8833
2013-09-13,5.9314
2013-09-14,5.9314
2013-09-15,5.9314
2013-09-16,5.913
2013-09-17,5.9078
2013-09-18,5.8199
2013-09-19,5.8301
2013-09-20,5.9333
2013-09-21,5.9333
2013-09-22,5.9333
2013-09-23,5.9154
2013-09-24,5.9742
2013-09-25,6.0068
2013-09-26,5.9818
2013-09-27,5.9892
2013-09-28,5.9892
2013-09-29,5.9892
2013-09-30,6.014
2013-10-01,5.9954
2013-10-02,6.0109
2013-10-03,5.9546
2013-10-04,5.9709
2013-10-05,5.9709
2013-10-06,5.9709
2013-10-07,5.9686
2013-10-08,5.9673
2013-10-09,5.9943
2013-10-10,6.0396
2013-10-11,6.0012
2013-10-12,6.0012
2013-10-13,6.0012
2013-10-14,5.9752
2013-10-15,6.0228
2013-10-16,5.9935
2013-10-17,5.932
2013-10-18,5.9
2013-10-19,5.9
2013-10-20,5.9
2013-10-21,5.9212
2013-10-22,5.8988
2013-10-23,5.9196
2013-10-24,5.8923
2013-10-25,5.8931
2013-10-26,5.8931
2013-10-27,5.8931
2013-10-28,5.8996
2013-10-29,5.8983
2013-10-30,5.8978
2013-10-31,5.9423
2013-11-01,5.9716
2013-11-02,5.9716
2013-11-03,5.9716
2013-11-04,5.9491
2013-11-05,5.9901
2013-11-06,5.9544
2013-11-07,6.0456
2013-11-08,6.1366
2013-11-09,6.1366
2013-11-10,6.1366
2013-11-11,6.1457
2013-11-12,6.1928
2013-11-13,6.1664
2013-11-14,6.1544
2013-11-15,6.1134
2013-11-16,6.1134
2013-11-17,6.1134
2013-11-18,6.1245
2013-11-19,6.0897
2013-11-20,6.1141
2013-11-21,6.0917
2013-11-22,6.0636
2013-11-23,6.0636
2013-11-24,6.0636
2013-11-25,6.1043
2013-11-26,6.0938
2013-11-27,6.1059
2013-11-28,6.0882
2013-11-29,6.1269
2013-11-30,6.1269
2013-12-01,6.1269
2013-12-02,6.1198
2013-12-03,6.0971
2013-12-04,6.1548
2013-12-05,6.1534
2013-12-06,6.163
2013-12-07,6.163
2013-12-08,6.163
2013-12-09,6.1372
2013-12-10,6.1103
2013-12-11,6.1341
2013-12-12,6.1979
2013-12-13,6.1789
2013-12-14,6.1789
2013-12-15,6.1789
2013-12-16,6.1482
2013-12-17,6.1109
2013-12-18,6.1406
2013-12-19,6.1511
2013-12-20,6.1616
2013-12-21,6.1616
2013-12-22,6.1616
2013-12-23,6.1548
2013-12-24,6.1568
2013-12-25,6.1471
2013-12-26,6.1441
2013-12-27,6.1466
2013-12-28,6.1466
2013-12-29,6.1466
2013-12-30,6.0694
2013-12-31,6.0713
2014-01-01,6.0666
2014-01-02,6.1663
2014-01-03,6.158
2014-01-04,6.158
2014-01-05,6.158
2014-01-06,6.171
2014-01-07,6.1707
2014-01-08,6.2025
2014-01-09,6.1765
2014-01-10,6.1446
2014-01-11,6.1446
2014-01-12,6.1446
2014-01-13,6.1179
2014-01-14,6.0827
2014-01-15,6.137
2014-01-16,6.1799
2014-01-17,6.1554
2014-01-18,6.1554
2014-01-19,6.1554
2014-01-20,6.1768
2014-01-21,6.1694
2014-01-22,6.1648
2014-01-23,6.0881
2014-01-24,6.145
2014-01-25,6.145
2014-01-26,6.145
2014-01-27,6.1485
2014-01-28,6.126
2014-01-29,6.1666
2014-01-30,6.2513
2014-01-31,6.2804
2014-02-01,6.2804
2014-02-02,6.2804
2014-02-03,6.285
2014-02-04,6.2828
2014-02-05,6.2314
2014-02-06,6.2157
2014-02-07,6.1766
2014-02-08,6.1766
2014-02-09,6.1766
2014-02-10,6.1287
2014-02-11,6.127
2014-02-12,6.1168
2014-02-13,6.1046
2014-02-14,6.0772
2014-02-15,6.0772
2014-02-16,6.0772
2014-02-17,6.0774
2014-02-18,6.0392
2014-02-19,6.0771
2014-02-20,6.0959
2014-02-21,6.0771
2014-02-22,6.0771
2014-02-23,6.0771
2014-02-24,6.0359
2014-02-25,6.0375
2014-02-26,6.0546
2014-02-27,6.0397
2014-02-28,6.0034
2014-03-01,6.0034
2014-03-02,6.0034
2014-03-03,6.0481
2014-03-04,6.0114
2014-03-05,5.9933
2014-03-06,5.9798
2014-03-07,5.9872
2014-03-08,5.9872
2014-03-09,5.9872
2014-03-10,5.9552
2014-03-11,5.9595
2014-03-12,5.9503
2014-03-13,5.9704
2014-03-14,5.9731
2014-03-15,5.9731
2014-03-16,5.9731
2014-03-17,5.9515
2014-03-18,5.9553
2014-03-19,6.036
2014-03-20,6.0679
2014-03-21,6.0519
2014-03-22,6.0519
2014-03-23,6.0519
2014-03-24,6.0189
2014-03-25,6.0274
2014-03-26,6.0525
2014-03-27,6.0015
2014-03-28,6.0069
2014-03-29,6.0069
2014-03-30,6.0069
2014-03-31,5.9883
2014-04-01,5.9834
2014-04-02,5.9705
2014-04-03,6.0032
2014-04-04,5.9997
2014-04-05,5.9997
2014-04-06,5.9997
2014-04-07,5.9933
2014-04-08,5.9755
2014-04-09,5.9366
2014-04-10,5.9293
2014-04-11,5.9339
2014-04-12,5.9339
2014-04-13,5.9339
2014-04-14,5.9649
2014-04-15,5.9539
2014-04-16,5.9729
2014-04-17,5.9865
2014-04-18,5.9876
2014-04-19,5.9876
2014-04-20,5.9876
2014-04-21,5.9999
2014-04-22,5.9896
2014-04-23,5.9955
2014-04-24,6.0008
2014-04-25,6.0208
2014-04-26,6.0208
2014-04-27,6.0208
2014-04-28,6.0051
2014-04-29,6.0097
2014-04-30,5.9492
2014-05-01,5.9434
2014-05-02,5.9364
2014-05-03,5.9364
2014-05-04,5.9364
2014-05-05,5.9582
2014-05-06,5.9227
2014-05-07,5.9098
2014-05-08,5.8995
2014-05-09,5.9115
2014-05-10,5.9115
2014-05-11,5.9115
2014-05-12,5.9201
2014-05-13,5.9226
2014-05-14,5.9248
2014-05-15,5.9507
2014-05-16,5.9344
2014-05-17,5.9344
2014-05-18,5.9344
2014-05-19,5.9324
2014-05-20,5.9536
2014-05-21,5.9448
2014-05-22,5.9492
2014-05-23,5.9602
2014-05-24,5.9602
2014-05-25,5.9602
2014-05-26,5.9583
2014-05-27,5.9536
2014-05-28,5.975
2014-05-29,5.9673
2014-05-30,5.9734
2014-05-31,5.9734
2014-06-01,5.9734
2014-06-02,5.9959
2014-06-03,6.0023
2014-06-04,6.0045
2014-06-05,5.9855
2014-06-06,5.9455
2014-06-07,5.9455
2014-06-08,5.9455
2014-06-09,5.9703
2014-06-10,5.9776
2014-06-11,6.0023
2014-06-12,5.9927
2014-06-13,5.9938
2014-06-14,5.9938
2014-06-15,5.9938
2014-06-16,5.9903
2014-06-17,6.0032
2014-06-18,6.0091
2014-06-19,6.1199
2014-06-20,6.1181
2014-06-21,6.1181
2014-06-22,6.1181
2014-06-23,6.1085
2014-06-24,6.1128
2014-06-25,6.1313
2014-06-26,6.1346
2014-06-27,6.1274
2014-06-28,6.1274
2014-06-29,6.1274
2014-06-30,6.1331
2014-07-01,6.1649
2014-07-02,6.1747
2014-07-03,6.1892
2014-07-04,6.1901
2014-07-05,6.1901
2014-07-06,6.1901
2014-07-07,6.1584
2014-07-08,6.1895
2014-07-09,6.1533
2014-07-10,6.1734
2014-07-11,6.1796
2014-07-12,6.1796
2014-07-13,6.1796
2014-07-14,6.1843
2014-07-15,6.2096
2014-07-16,6.1972
2014-07-17,6.2064
2014-07-18,6.1891
2014-07-19,6.1891
2014-07-20,6.1891
2014-07-21,6.1972
2014-07-22,6.1909
2014-07-23,6.1973
2014-07-24,6.2024
2014-07-25,6.2145
2014-07-26,6.2145
2014-07-27,6.2145
2014-07-28,6.2268
2014-07-29,6.2511
2014-07-30,6.2583
2014-07-31,6.2855
2014-08-01,6.271
2014-08-02,6.271
2014-08-03,6.271
2014-08-04,6.2681
2014-08-05,6.2794
2014-08-06,6.266
2014-08-07,6.2455
2014-08-08,6.2362
2014-08-09,6.2362
2014-08-10,6.2362
2014-08-11,6.1828
2014-08-12,6.181
2014-08-13,6.1594
2014-08-14,6.1594
2014-08-15,6.1356
2014-08-16,6.1356
2014-08-17,6.1356
2014-08-18,6.1569
2014-08-19,6.1648
2014-08-20,6.1951
2014-08-21,6.1471
2014-08-22,6.1678
2014-08-23,6.1678
2014-08-24,6.1678
2014-08-25,6.175
2014-08-26,6.1799
2014-08-27,6.1803
2014-08-28,6.1795
2014-08-29,6.1975
2014-08-30,6.1975
2014-08-31,6.1975
2014-09-01,6.1919
2014-09-02,6.1874
2014-09-03,6.2179
2014-09-04,6.263
2014-09-05,6.2812
2014-09-06,6.2812
2014-09-07,6.2812
2014-09-08,6.333
2014-09-09,6.3453
2014-09-10,6.344
2014-09-11,6.3788
2014-09-12,6.3627
2014-09-13,6.3627
2014-09-14,6.3627
2014-09-15,6.393
2014-09-16,6.4021
2014-09-17,6.4509
2014-09-18,6.3239
2014-09-19,6.3535
2014-09-20,6.3535
2014-09-21,6.3535
2014-09-22,6.3467
2014-09-23,6.356
2014-09-24,6.3913
2014-09-25,6.3998
2014-09-26,6.458
2014-09-27,6.458
2014-09-28,6.458
2014-09-29,6.4501
2014-09-30,6.4261
2014-10-01,6.4486
2014-10-02,6.4452
2014-10-03,6.5253
2014-10-04,6.5253
2014-10-05,6.5253
2014-10-06,6.4741
2014-10-07,6.4591
2014-10-08,6.4434
2014-10-09,6.4736
2014-10-10,6.51
2014-10-11,6.51
2014-10-12,6.51
2014-10-13,6.4653
2014-10-14,6.5782
2014-10-15,6.5391
2014-10-16,6.5446
2014-10-17,6.5451
2014-10-18,6.5451
2014-10-19,6.5451
2014-10-20,6.5543
2014-10-21,6.568
2014-10-22,6.61
2014-10-23,6.5773
2014-10-24,6.5977
2014-10-25,6.5977
2014-10-26,6.5977
2014-10-27,6.5974
2014-10-28,6.612
2014-10-29,6.7079
2014-10-30,6.7033
2014-10-31,6.751
2014-11-01,6.751
2014-11-02,6.751
2014-11-03,6.8011
2014-11-04,6.8583
2014-11-05,6.8274
2014-11-06,6.8711
2014-11-07,6.8192
2014-11-08,6.8192
2014-11-09,6.8192
2014-11-10,6.8115
2014-11-11,6.796
2014-11-12,6.8029
2014-11-13,6.7925
2014-11-14,6.7546
2014-11-15,6.7546
2014-11-16,6.7546
2014-11-17,6.7843
2014-11-18,6.7321
2014-11-19,6.7865
2014-11-20,6.7661
2014-11-21,6.8072
2014-11-22,6.8072
2014-11-23,6.8072
2014-11-24,6.7799
2014-11-25,6.8043
2014-11-26,6.8294
2014-11-27,6.9268
2014-11-28,7.0304
2014-11-29,7.0304
2014-11-30,7.0304
2014-12-01,6.9381
2014-12-02,7.0298
2014-12-03,7.0367
2014-12-04,7.0559
2014-12-05,7.1567
2014-12-06,7.1567
2014-12-07,7.1567
2014-12-08,7.1614
2014-12-09,7.1263
2014-12-10,7.1605
2014-12-11,7.2908
2014-12-12,7.3511
2014-12-13,7.3511
2014-12-14,7.3511
2014-12-15,7.4841
2014-12-16,7.4255
2014-12-17,7.409
2014-12-18,7.3892
2014-12-19,7.3641
2014-12-20,7.3641
2014-12-21,7.3641
2014-12-22,7.4242
2014-12-23,7.4376
2014-12-24,7.4534
2014-12-25,7.4348
2014-12-26,7.4669
2014-12-27,7.4669
2014-12-28,7.4669
2014-12-29,7.4613
2014-12-30,7.4297
2014-12-31,7.452
2015-01-01,7.452
2015-01-02,7.591
2015-01-03,7.591
2015-01-04,7.591
2015-01-05,7.6381
2015-01-06,7.7467
2015-01-07,7.7047
2015-01-08,7.6265
2015-01-09,7.6541
2015-01-10,7.6541
2015-01-11,7.6541
2015-01-12,7.745
2015-01-13,7.758
2015-01-14,7.6217
2015-01-15,7.5791
2015-01-16,7.5532
2015-01-17,7.5532
2015-01-18,7.5532
2015-01-19,7.6239
2015-01-20,7.6729
2015-01-21,7.5884
2015-01-22,7.6559
2015-01-23,7.7657
2015-01-24,7.7657
2015-01-25,7.7657
2015-01-26,7.804
2015-01-27,7.7319
2015-01-28,7.8315
2015-01-29,7.8293
2015-01-30,7.7291
2015-01-31,7.7291
2015-02-01,7.7291
2015-02-02,7.6495
2015-02-03,7.517
2015-02-04,7.6022
2015-02-05,7.5143
2015-02-06,7.6307
2015-02-07,7.6307
2015-02-08,7.6307
2015-02-09,7.6164
2015-02-10,7.5807
2015-02-11,7.6472
2015-02-12,7.6389
2015-02-13,7.5896
2015-02-14,7.5896
2015-02-15,7.5896
2015-02-16,7.5695
2015-02-17,7.5187
2015-02-18,7.5275
2015-02-19,7.5866
2015-02-20,7.5271
2015-02-21,7.5271
2015-02-22,7.5271
2015-02-23,7.6165
2015-02-24,7.588
2015-02-25,7.545
2015-02-26,7.6587
2015-02-27,7.6655
2015-02-28,7.6655
2015-03-01,7.6655
2015-03-02,7.6934
2015-03-03,7.712
2015-03-04,7.7772
2015-03-05,7.7231
2015-03-06,7.9073
2015-03-07,7.9073
2015-03-08,7.9073
2015-03-09,7.9309
2015-03-10,8.0874
2015-03-11,8.2081
2015-03-12,8.1023
2015-03-13,8.2111
2015-03-14,8.2111
2015-03-15,8.2111
2015-03-16,8.2689
2015-03-17,8.3124
2015-03-18,8.1672
2015-03-19,8.0889
2015-03-20,8.0193
2015-03-21,8.0193
2015-03-22,8.0193
2015-03-23,7.875
2015-03-24,7.8572
2015-03-25,7.8393
2015-03-26,7.9119
2015-03-27,7.9743
2015-03-28,7.9743
2015-03-29,7.9743
2015-03-30,8.016
2015-03-31,8.0608
2015-04-01,8.0327
2015-04-02,7.9905
2015-04-03,7.9434
2015-04-04,7.9434
2015-04-05,7.9434
2015-04-06,7.9596
2015-04-07,8.0847
2015-04-08,8.0556
2015-04-09,8.1093
2015-04-10,8.0995
2015-04-11,8.0995
2015-04-12,8.0995
2015-04-13,8.0991
2015-04-14,7.9456
2015-04-15,7.8255
2015-04-16,7.7494
2015-04-17,7.8324
2015-04-18,7.8324
2015-04-19,7.8324
2015-04-20,7.8807
2015-04-21,7.881
2015-04-22,7.9035
2015-04-23,7.8288
2015-04-24,7.7737
2015-04-25,7.7737
2015-04-26,7.7737
2015-04-27,7.7256
2015-04-28,7.6391
2015-04-29,7.5249
2015-04-30,7.5328
2015-05-01,7.6031
2015-05-02,7.6031
2015-05-03,7.6031
2015-05-04,7.5955
2015-05-05,7.5782
2015-05-06,7.4356
2015-05-07,7.4493
2015-05-08,7.4779
2015-05-09,7.4779
2015-05-10,7.4779
2015-05-11,7.5687
2015-05-12,7.4869
2015-05-13,7.386
2015-05-14,7.3705
2015-05-15,7.3089
2015-05-16,7.3089
2015-05-17,7.3089
2015-05-18,7.4063
2015-05-19,7.5315
2015-05-20,7.5712
2015-05-21,7.57
2015-05-22,7.6476
2015-05-23,7.6476
2015-05-24,7.6476
2015-05-25,7.6438
2015-05-26,7.7564
2015-05-27,7.7684
2015-05-28,7.8048
2015-05-29,7.7716
2015-05-30,7.7716
2015-05-31,7.7716
2015-06-01,7.9581
2015-06-02,7.8334
2015-06-03,7.748
2015-06-04,7.7568
2015-06-05,7.9497
2015-06-06,7.9497
2015-06-07,7.9497
2015-06-08,7.8146
2015-06-09,7.7804
2015-06-10,7.7632
2015-06-11,7.8432
2015-06-12,7.7564
2015-06-13,7.7564
2015-06-14,7.7564
2015-06-15,7.7531
2015-06-16,7.7599
2015-06-17,7.658
2015-06-18,7.7959
2015-06-19,7.723
2015-06-20,7.723
2015-06-21,7.723
2015-06-22,7.7474
2015-06-23,7.8247
2015-06-24,7.852
2015-06-25,7.8087
2015-06-26,7.837
2015-06-27,7.837
2015-06-28,7.837
2015-06-29,7.8607
2015-06-30,7.8532
2015-07-01,7.9352
2015-07-02,7.9632
2015-07-03,7.9881
2015-07-04,7.9881
2015-07-05,7.9881
2015-07-06,8.0746
2015-07-07,8.1586
2015-07-08,8.2248
2015-07-09,8.1399
2015-07-10,8.0091
2015-07-11,8.0091
2015-07-12,8.0091
2015-07-13,8.0857
2015-07-14,8.1014
2015-07-15,8.1551
2015-07-16,8.1626
2015-07-17,8.1733
2015-07-18,8.1733
2015-07-19,8.1733
2015-07-20,8.2355
2015-07-21,8.1154
2015-07-22,8.14
2015-07-23,8.1786
2015-07-24,8.2044
2015-07-25,8.2044
2015-07-26,8.2044
2015-07-27,8.1709
2015-07-28,8.1594
2015-07-29,8.153
2015-07-30,8.1729
2015-07-31,8.1826
2015-08-01,8.1826
2015-08-02,8.1826
2015-08-03,8.2537
2015-08-04,8.2921
2015-08-05,8.2559
2015-08-06,8.2763
2015-08-07,8.2709
2015-08-08,8.2709
2015-08-09,8.2709
2015-08-10,8.1989
2015-08-11,8.278
2015-08-12,8.1554
2015-08-13,8.2199
2015-08-14,8.2247
2015-08-15,8.2247
2015-08-16,8.2247
2015-08-17,8.2116
2015-08-18,8.2861
2015-08-19,8.2856
2015-08-20,8.2274
2015-08-21,8.1962
2015-08-22,8.1962
2015-08-23,8.1962
2015-08-24,8.2112
2015-08-25,8.2262
2015-08-26,8.3792
2015-08-27,8.2989
2015-08-28,8.285
2015-08-29,8.285
2015-08-30,8.285
2015-08-31,8.2799
2015-09-01,8.2877
2015-09-02,8.2444
2015-09-03,8.2825
2015-09-04,8.3086
2015-09-05,8.3086
2015-09-06,8.3086
2015-09-07,8.3234
2015-09-08,8.2311
2015-09-09,8.2186
2015-09-10,8.1825
2015-09-11,8.1522
2015-09-12,8.1522
2015-09-13,8.1522
2015-09-14,8.18
2015-09-15,8.1951
2015-09-16,8.1425
2015-09-17,8.0688
2015-09-18,8.163
2015-09-19,8.163
2015-09-20,8.163
2015-09-21,8.2238
2015-09-22,8.2875
2015-09-23,8.2707
2015-09-24,8.4515
2015-09-25,8.5236
2015-09-26,8.5236
2015-09-27,8.5236
2015-09-28,8.534
2015-09-29,8.4763
2015-09-30,8.5155
2015-10-01,8.427
2015-10-02,8.3726
2015-10-03,8.3726
2015-10-04,8.3726
2015-10-05,8.4051
2015-10-06,8.275
2015-10-07,8.213
2015-10-08,8.1442
2015-10-09,8.0789
2015-10-10,8.0789
2015-10-11,8.0789
2015-10-12,8.095
2015-10-13,8.157
2015-10-14,8.0818
2015-10-15,8.0975
2015-10-16,8.1108
2015-10-17,8.1108
2015-10-18,8.1108
2015-10-19,8.1318
2015-10-20,8.1238
2015-10-21,8.1938
2015-10-22,8.3338
2015-10-23,8.3865
2015-10-24,8.3865
2015-10-25,8.3865
2015-10-26,8.3329
2015-10-27,8.4538
2015-10-28,8.5704
2015-10-29,8.5658
2015-10-30,8.4855
2015-10-31,8.4855
2015-11-01,8.4855
2015-11-02,8.4876
2015-11-03,8.5055
2015-11-04,8.6291
2015-11-05,8.5529
2015-11-06,8.6706
2015-11-07,8.6706
2015-11-08,8.6706
2015-11-09,8.666
2015-11-10,8.6303
2015-11-11,8.6108
2015-11-12,8.6614
2015-11-13,8.6749
2015-11-14,8.6749
2015-11-15,8.6749
2015-11-16,8.696
2015-11-17,8.685
2015-11-18,8.6701
2015-11-19,8.6036
2015-11-20,8.6414
2015-11-21,8.6414
2015-11-22,8.6414
2015-11-23,8.651
2015-11-24,8.6476
2015-11-25,8.6414
2015-11-26,8.6631
2015-11-27,8.7064
2015-11-28,8.7064
2015-11-29,8.7064
2015-11-30,8.6979
2015-12-01,8.6219
2015-12-02,8.6533
2015-12-03,8.4834
2015-12-04,8.512
2015-12-05,8.512
2015-12-06,8.512
2015-12-07,8.6597
2015-12-08,8.7899
2015-12-09,8.6694
2015-12-10,8.6434
2015-12-11,8.6866
2015-12-12,8.6866
2015-12-13,8.6866
2015-12-14,8.6585
2015-12-15,8.6903
2015-12-16,8.7556
2015-12-17,8.7671
2015-12-18,8.7449
2015-12-19,8.7449
2015-12-20,8.7449
2015-12-21,8.7822
2015-12-22,8.7055
2015-12-23,8.7199
2015-12-24,8.7
2015-12-25,8.6786
2015-12-26,8.6786
2015-12-27,8.6786
2015-12-28,8.7012
2015-12-29,8.7229
2015-12-30,8.7927
2015-12-31,8.8431
2016-01-01,8.8664
2016-01-02,8.8664
2016-01-03,8.8664
2016-01-04,8.8778
2016-01-05,8.9093
2016-01-06,8.9566
2016-01-07,8.8843
2016-01-08,8.88
2016-01-09,8.88
2016-01-10,8.88
2016-01-11,8.9394
2016-01-12,8.8816
2016-01-13,8.8191
2016-01-14,8.7733
2016-01-15,8.8351
2016-01-16,8.8351
2016-01-17,8.8351
2016-01-18,8.9011
2016-01-19,8.8101
2016-01-20,8.8779
2016-01-21,8.7951
2016-01-22,8.7384
2016-01-23,8.7384
2016-01-24,8.7384
2016-01-25,8.7593
2016-01-26,8.7026
2016-01-27,8.6621
2016-01-28,8.6135
2016-01-29,8.6789
2016-01-30,8.6789
2016-01-31,8.6789
2016-02-01,8.6892
2016-02-02,8.7284
2016-02-03,8.5658
2016-02-04,8.5037
2016-02-05,8.5601
2016-02-06,8.5601
2016-02-07,8.5601
2016-02-08,8.5889
2016-02-09,8.5853
2016-02-10,8.5136
2016-02-11,8.5595
2016-02-12,8.6007
2016-02-13,8.6007
2016-02-14,8.6007
2016-02-15,8.6214
2016-02-16,8.627
2016-02-17,8.5435
2016-02-18,8.5914
2016-02-19,8.5576
2016-02-20,8.5576
2016-02-21,8.5576
2016-02-22,8.6022
2016-02-23,8.6084
2016-02-24,8.6665
2016-02-25,8.6292
2016-02-26,8.6852
2016-02-27,8.6852
2016-02-28,8.6852
2016-02-29,8.6932
2016-03-01,8.6504
2016-03-02,8.6645
2016-03-03,8.5926
2016-03-04,8.4767
2016-03-05,8.4767
2016-03-06,8.4767
2016-03-07,8.5024
2016-03-08,8.5645
2016-03-09,8.5202
2016-03-10,8.516
2016-03-11,8.4134
2016-03-12,8.4134
2016-03-13,8.4134
2016-03-14,8.4712
2016-03-15,8.5481
2016-03-16,8.4554
2016-03-17,8.3219
2016-03-18,8.3702
2016-03-19,8.3702
2016-03-20,8.3702
2016-03-21,8.4186
2016-03-22,8.4036
2016-03-23,8.4797
2016-03-24,8.4854
2016-03-25,8.4757
2016-03-26,8.4757
2016-03-27,8.4757
2016-03-28,8.4348
2016-03-29,8.3942
2016-03-30,8.3044
2016-03-31,8.2685
2016-04-01,8.3196
2016-04-02,8.3196
2016-04-03,8.3196
2016-04-04,8.3295
2016-04-05,8.3297
2016-04-06,8.321
2016-04-07,8.3226
2016-04-08,8.237
2016-04-09,8.237
2016-04-10,8.237
2016-04-11,8.2017
2016-04-12,8.1683
2016-04-13,8.2341
2016-04-14,8.233
2016-04-15,8.2511
2016-04-16,8.2511
2016-04-17,8.2511
2016-04-18,8.2172
2016-04-19,8.1178
2016-04-20,8.1188
2016-04-21,8.2033
2016-04-22,8.2463
2016-04-23,8.2463
2016-04-24,8.2463
2016-04-25,8.2058
2016-04-26,8.1579
2016-04-27,8.1619
2016-04-28,8.1381
2016-04-29,8.051
2016-04-30,8.051
2016-05-01,8.051
2016-05-02,8.0154
2016-05-03,8.1238
2016-05-04,8.1537
2016-05-05,8.1757
2016-05-06,8.2055
2016-05-07,8.2055
2016-05-08,8.2055
2016-05-09,8.2257
2016-05-10,8.2165
2016-05-11,8.1658
2016-05-12,8.1317
2016-05-13,8.2026
2016-05-14,8.2026
2016-05-15,8.2026
2016-05-16,8.1688
2016-05-17,8.1816
2016-05-18,8.3152
2016-05-19,8.3646
2016-05-20,8.3281
2016-05-21,8.3281
2016-05-22,8.3281
2016-05-23,8.3496
2016-05-24,8.3548
2016-05-25,8.3642
2016-05-26,8.2788
2016-05-27,8.3366
2016-05-28,8.3366
2016-05-29,8.3366
2016-05-30,8.3457
2016-05-31,8.3789
2016-06-01,8.3057
2016-06-02,8.3352
2016-06-03,8.173
2016-06-04,8.173
2016-06-05,8.173
2016-06-06,8.1709
