,USDTRY BGN Curncy
2013-03-22,1.8142
2013-03-23,1.8142
2013-03-24,1.8142
2013-03-25,1.8221
2013-03-26,1.8134
2013-03-27,1.8139
2013-03-28,1.8101
2013-03-29,1.8103
2013-03-30,1.8103
2013-03-31,1.8103
2013-04-01,1.8052
2013-04-02,1.8038
2013-04-03,1.8082
2013-04-04,1.8028
2013-04-05,1.7929
2013-04-06,1.7929
2013-04-07,1.7929
2013-04-08,1.7861
2013-04-09,1.784
2013-04-10,1.7889
2013-04-11,1.7841
2013-04-12,1.7883
2013-04-13,1.7883
2013-04-14,1.7883
2013-04-15,1.7924
2013-04-16,1.788
2013-04-17,1.7998
2013-04-18,1.7967
2013-04-19,1.8002
2013-04-20,1.8002
2013-04-21,1.8002
2013-04-22,1.8046
2013-04-23,1.8042
2013-04-24,1.8023
2013-04-25,1.799
2013-04-26,1.798
2013-04-27,1.798
2013-04-28,1.798
2013-04-29,1.7957
2013-04-30,1.7924
2013-05-01,1.7928
2013-05-02,1.7933
2013-05-03,1.7943
2013-05-04,1.7943
2013-05-05,1.7943
2013-05-06,1.7975
2013-05-07,1.7967
2013-05-08,1.7909
2013-05-09,1.798
2013-05-10,1.801
2013-05-11,1.801
2013-05-12,1.801
2013-05-13,1.8115
2013-05-14,1.8155
2013-05-15,1.8222
2013-05-16,1.824
2013-05-17,1.8418
2013-05-18,1.8418
2013-05-19,1.8418
2013-05-20,1.8411
2013-05-21,1.8434
2013-05-22,1.8494
2013-05-23,1.8462
2013-05-24,1.8468
2013-05-25,1.8468
2013-05-26,1.8468
2013-05-27,1.8454
2013-05-28,1.859
2013-05-29,1.8611
2013-05-30,1.8743
2013-05-31,1.8757
2013-06-01,1.8757
2013-06-02,1.8757
2013-06-03,1.8828
2013-06-04,1.8768
2013-06-05,1.8928
2013-06-06,1.8931
2013-06-07,1.8752
2013-06-08,1.8752
2013-06-09,1.8752
2013-06-10,1.9015
2013-06-11,1.8906
2013-06-12,1.8751
2013-06-13,1.8611
2013-06-14,1.8592
2013-06-15,1.8592
2013-06-16,1.8592
2013-06-17,1.874
2013-06-18,1.8863
2013-06-19,1.9022
2013-06-20,1.9373
2013-06-21,1.939
2013-06-22,1.939
2013-06-23,1.939
2013-06-24,1.9458
2013-06-25,1.9348
2013-06-26,1.9348
2013-06-27,1.9208
2013-06-28,1.9281
2013-06-29,1.9281
2013-06-30,1.9281
2013-07-01,1.9234
2013-07-02,1.9337
2013-07-03,1.9466
2013-07-04,1.9424
2013-07-05,1.9675
2013-07-06,1.9675
2013-07-07,1.9675
2013-07-08,1.946
2013-07-09,1.9418
2013-07-10,1.9476
2013-07-11,1.9514
2013-07-12,1.9542
2013-07-13,1.9542
2013-07-14,1.9542
2013-07-15,1.9334
2013-07-16,1.9204
2013-07-17,1.9115
2013-07-18,1.9208
2013-07-19,1.9181
2013-07-20,1.9181
2013-07-21,1.9181
2013-07-22,1.9114
2013-07-23,1.8998
2013-07-24,1.9203
2013-07-25,1.9205
2013-07-26,1.926
2013-07-27,1.926
2013-07-28,1.926
2013-07-29,1.9275
2013-07-30,1.9228
2013-07-31,1.9342
2013-08-01,1.9468
2013-08-02,1.9254
2013-08-03,1.9254
2013-08-04,1.9254
2013-08-05,1.9302
2013-08-06,1.9251
2013-08-07,1.9321
2013-08-08,1.9224
2013-08-09,1.9195
2013-08-10,1.9195
2013-08-11,1.9195
2013-08-12,1.9245
2013-08-13,1.934
2013-08-14,1.9343
2013-08-15,1.9325
2013-08-16,1.9439
2013-08-17,1.9439
2013-08-18,1.9439
2013-08-19,1.9545
2013-08-20,1.9491
2013-08-21,1.9788
2013-08-22,1.9936
2013-08-23,1.9875
2013-08-24,1.9875
2013-08-25,1.9875
2013-08-26,1.9967
2013-08-27,2.0363
2013-08-28,2.0386
2013-08-29,2.0358
2013-08-30,2.0381
2013-08-31,2.0381
2013-09-01,2.0381
2013-09-02,2.0215
2013-09-03,2.0589
2013-09-04,2.05
2013-09-05,2.0685
2013-09-06,2.0498
2013-09-07,2.0498
2013-09-08,2.0498
2013-09-09,2.0259
2013-09-10,2.0138
2013-09-11,2.0117
2013-09-12,2.0306
2013-09-13,2.0286
2013-09-14,2.0286
2013-09-15,2.0286
2013-09-16,2.0045
2013-09-17,2.0013
2013-09-18,1.9491
2013-09-19,1.9604
2013-09-20,1.9787
2013-09-21,1.9787
2013-09-22,1.9787
2013-09-23,1.9857
2013-09-24,1.9977
2013-09-25,2.0162
2013-09-26,2.0234
2013-09-27,2.0308
2013-09-28,2.0308
2013-09-29,2.0308
2013-09-30,2.0185
2013-10-01,2.0099
2013-10-02,1.9935
2013-10-03,2.0028
2013-10-04,1.987
2013-10-05,1.987
2013-10-06,1.987
2013-10-07,1.9937
2013-10-08,1.9881
2013-10-09,1.9819
2013-10-10,1.9744
2013-10-11,1.9809
2013-10-12,1.9809
2013-10-13,1.9809
2013-10-14,1.9819
2013-10-15,1.9882
2013-10-16,1.9728
2013-10-17,1.966
2013-10-18,1.9688
2013-10-19,1.9688
2013-10-20,1.9688
2013-10-21,1.9803
2013-10-22,1.9673
2013-10-23,1.9762
2013-10-24,1.9799
2013-10-25,1.9837
2013-10-26,1.9837
2013-10-27,1.9837
2013-10-28,1.9843
2013-10-29,1.9919
2013-10-30,1.9948
2013-10-31,1.9968
2013-11-01,2.0172
2013-11-02,2.0172
2013-11-03,2.0172
2013-11-04,2.0158
2013-11-05,2.0296
2013-11-06,2.0354
2013-11-07,2.0352
2013-11-08,2.0383
2013-11-09,2.0383
2013-11-10,2.0383
2013-11-11,2.0437
2013-11-12,2.0552
2013-11-13,2.0449
2013-11-14,2.0335
2013-11-15,2.0295
2013-11-16,2.0295
2013-11-17,2.0295
2013-11-18,2.0221
2013-11-19,2.011
2013-11-20,2.0153
2013-11-21,2.0164
2013-11-22,2.0054
2013-11-23,2.0054
2013-11-24,2.0054
2013-11-25,2.0078
2013-11-26,2.012
2013-11-27,2.0253
2013-11-28,2.0149
2013-11-29,2.0192
2013-11-30,2.0192
2013-12-01,2.0192
2013-12-02,2.0387
2013-12-03,2.0433
2013-12-04,2.0485
2013-12-05,2.0368
2013-12-06,2.0259
2013-12-07,2.0259
2013-12-08,2.0259
2013-12-09,2.0321
2013-12-10,2.0274
2013-12-11,2.0429
2013-12-12,2.0433
2013-12-13,2.0391
2013-12-14,2.0391
2013-12-15,2.0391
2013-12-16,2.0268
2013-12-17,2.0356
2013-12-18,2.0577
2013-12-19,2.0726
2013-12-20,2.0916
2013-12-21,2.0916
2013-12-22,2.0916
2013-12-23,2.0975
2013-12-24,2.0772
2013-12-25,2.0956
2013-12-26,2.127
2013-12-27,2.1549
2013-12-28,2.1549
2013-12-29,2.1549
2013-12-30,2.1235
2013-12-31,2.1482
2014-01-01,2.1483
2014-01-02,2.1712
2014-01-03,2.1795
2014-01-04,2.1795
2014-01-05,2.1795
2014-01-06,2.1712
2014-01-07,2.1672
2014-01-08,2.1855
2014-01-09,2.1778
2014-01-10,2.1645
2014-01-11,2.1645
2014-01-12,2.1645
2014-01-13,2.1794
2014-01-14,2.1841
2014-01-15,2.1911
2014-01-16,2.2069
2014-01-17,2.2332
2014-01-18,2.2332
2014-01-19,2.2332
2014-01-20,2.2402
2014-01-21,2.2513
2014-01-22,2.2585
2014-01-23,2.2925
2014-01-24,2.3365
2014-01-25,2.3365
2014-01-26,2.3365
2014-01-27,2.2833
2014-01-28,2.2525
2014-01-29,2.2611
2014-01-30,2.2692
2014-01-31,2.2565
2014-02-01,2.2565
2014-02-02,2.2565
2014-02-03,2.2835
2014-02-04,2.2382
2014-02-05,2.2382
2014-02-06,2.2097
2014-02-07,2.2193
2014-02-08,2.2193
2014-02-09,2.2193
2014-02-10,2.2154
2014-02-11,2.1931
2014-02-12,2.1928
2014-02-13,2.1842
2014-02-14,2.1834
2014-02-15,2.1834
2014-02-16,2.1834
2014-02-17,2.1768
2014-02-18,2.1801
2014-02-19,2.2145
2014-02-20,2.2007
2014-02-21,2.1773
2014-02-22,2.1773
2014-02-23,2.1773
2014-02-24,2.1999
2014-02-25,2.2122
2014-02-26,2.2289
2014-02-27,2.2135
2014-02-28,2.2061
2014-03-01,2.2061
2014-03-02,2.2061
2014-03-03,2.232
2014-03-04,2.206
2014-03-05,2.2031
2014-03-06,2.1802
2014-03-07,2.2058
2014-03-08,2.2058
2014-03-09,2.2058
2014-03-10,2.2185
2014-03-11,2.2465
2014-03-12,2.2322
2014-03-13,2.2325
2014-03-14,2.2128
2014-03-15,2.2128
2014-03-16,2.2128
2014-03-17,2.2187
2014-03-18,2.2184
2014-03-19,2.2395
2014-03-20,2.2292
2014-03-21,2.234
2014-03-22,2.234
2014-03-23,2.234
2014-03-24,2.2367
2014-03-25,2.2167
2014-03-26,2.1917
2014-03-27,2.1862
2014-03-28,2.1913
2014-03-29,2.1913
2014-03-30,2.1913
2014-03-31,2.1407
2014-04-01,2.1376
2014-04-02,2.1281
2014-04-03,2.1327
2014-04-04,2.1134
2014-04-05,2.1134
2014-04-06,2.1134
2014-04-07,2.1105
2014-04-08,2.0962
2014-04-09,2.1037
2014-04-10,2.1079
2014-04-11,2.1136
2014-04-12,2.1136
2014-04-13,2.1136
2014-04-14,2.1208
2014-04-15,2.1424
2014-04-16,2.1366
2014-04-17,2.1267
2014-04-18,2.1296
2014-04-19,2.1296
2014-04-20,2.1296
2014-04-21,2.1339
2014-04-22,2.1414
2014-04-23,2.1506
2014-04-24,2.1356
2014-04-25,2.1341
2014-04-26,2.1341
2014-04-27,2.1341
2014-04-28,2.1257
2014-04-29,2.1202
2014-04-30,2.1125
2014-05-01,2.1058
2014-05-02,2.1055
2014-05-03,2.1055
2014-05-04,2.1055
2014-05-05,2.1002
2014-05-06,2.0897
2014-05-07,2.0814
2014-05-08,2.0735
2014-05-09,2.0769
2014-05-10,2.0769
2014-05-11,2.0769
2014-05-12,2.0808
2014-05-13,2.0683
2014-05-14,2.0707
2014-05-15,2.0984
2014-05-16,2.0985
2014-05-17,2.0985
2014-05-18,2.0985
2014-05-19,2.0966
2014-05-20,2.1135
2014-05-21,2.0949
2014-05-22,2.0813
2014-05-23,2.0816
2014-05-24,2.0816
2014-05-25,2.0816
2014-05-26,2.0837
2014-05-27,2.1018
2014-05-28,2.0994
2014-05-29,2.0867
2014-05-30,2.0968
2014-05-31,2.0968
2014-06-01,2.0968
2014-06-02,2.1084
2014-06-03,2.1172
2014-06-04,2.1154
2014-06-05,2.0963
2014-06-06,2.0775
2014-06-07,2.0775
2014-06-08,2.0775
2014-06-09,2.0867
2014-06-10,2.0798
2014-06-11,2.1166
2014-06-12,2.1116
2014-06-13,2.1195
2014-06-14,2.1195
2014-06-15,2.1195
2014-06-16,2.1432
2014-06-17,2.1487
2014-06-18,2.1254
2014-06-19,2.1433
2014-06-20,2.1414
2014-06-21,2.1414
2014-06-22,2.1414
2014-06-23,2.1373
2014-06-24,2.1415
2014-06-25,2.1315
2014-06-26,2.1256
2014-06-27,2.1228
2014-06-28,2.1228
2014-06-29,2.1228
2014-06-30,2.1185
2014-07-01,2.1283
2014-07-02,2.1309
2014-07-03,2.1282
2014-07-04,2.1333
2014-07-05,2.1333
2014-07-06,2.1333
2014-07-07,2.1291
2014-07-08,2.1248
2014-07-09,2.1153
2014-07-10,2.1242
2014-07-11,2.1176
2014-07-12,2.1176
2014-07-13,2.1176
2014-07-14,2.1163
2014-07-15,2.1234
2014-07-16,2.1193
2014-07-17,2.1409
2014-07-18,2.1243
2014-07-19,2.1243
2014-07-20,2.1243
2014-07-21,2.1183
2014-07-22,2.106
2014-07-23,2.0885
2014-07-24,2.0921
2014-07-25,2.0941
2014-07-26,2.0941
2014-07-27,2.0941
2014-07-28,2.0991
2014-07-29,2.1164
2014-07-30,2.1328
2014-07-31,2.1418
2014-08-01,2.1338
2014-08-02,2.1338
2014-08-03,2.1338
2014-08-04,2.1311
2014-08-05,2.1524
2014-08-06,2.1586
2014-08-07,2.167
2014-08-08,2.1452
2014-08-09,2.1452
2014-08-10,2.1452
2014-08-11,2.1505
2014-08-12,2.164
2014-08-13,2.1568
2014-08-14,2.1517
2014-08-15,2.1673
2014-08-16,2.1673
2014-08-17,2.1673
2014-08-18,2.1637
2014-08-19,2.1618
2014-08-20,2.1843
2014-08-21,2.1778
2014-08-22,2.1755
2014-08-23,2.1755
2014-08-24,2.1755
2014-08-25,2.1781
2014-08-26,2.1653
2014-08-27,2.154
2014-08-28,2.1581
2014-08-29,2.163
2014-08-30,2.163
2014-08-31,2.163
2014-09-01,2.1603
2014-09-02,2.1727
2014-09-03,2.1572
2014-09-04,2.1633
2014-09-05,2.1582
2014-09-06,2.1582
2014-09-07,2.1582
2014-09-08,2.1737
2014-09-09,2.1963
2014-09-10,2.1924
2014-09-11,2.201
2014-09-12,2.223
2014-09-13,2.223
2014-09-14,2.223
2014-09-15,2.2145
2014-09-16,2.2032
2014-09-17,2.2238
2014-09-18,2.2255
2014-09-19,2.2346
2014-09-20,2.2346
2014-09-21,2.2346
2014-09-22,2.2408
2014-09-23,2.2393
2014-09-24,2.2365
2014-09-25,2.261
2014-09-26,2.2622
2014-09-27,2.2622
2014-09-28,2.2622
2014-09-29,2.2793
2014-09-30,2.2782
2014-10-01,2.2833
2014-10-02,2.2666
2014-10-03,2.2952
2014-10-04,2.2952
2014-10-05,2.2952
2014-10-06,2.2677
2014-10-07,2.275
2014-10-08,2.2618
2014-10-09,2.2695
2014-10-10,2.2875
2014-10-11,2.2875
2014-10-12,2.2875
2014-10-13,2.2694
2014-10-14,2.2729
2014-10-15,2.2692
2014-10-16,2.2623
2014-10-17,2.2459
2014-10-18,2.2459
2014-10-19,2.2459
2014-10-20,2.2438
2014-10-21,2.245
2014-10-22,2.2462
2014-10-23,2.2359
2014-10-24,2.2316
2014-10-25,2.2316
2014-10-26,2.2316
2014-10-27,2.2292
2014-10-28,2.2062
2014-10-29,2.2153
2014-10-30,2.1981
2014-10-31,2.2229
2014-11-01,2.2229
2014-11-02,2.2229
2014-11-03,2.2333
2014-11-04,2.2213
2014-11-05,2.2442
2014-11-06,2.2635
2014-11-07,2.2581
2014-11-08,2.2581
2014-11-09,2.2581
2014-11-10,2.2593
2014-11-11,2.2566
2014-11-12,2.2513
2014-11-13,2.2421
2014-11-14,2.2303
2014-11-15,2.2303
2014-11-16,2.2303
2014-11-17,2.231
2014-11-18,2.2212
2014-11-19,2.2324
2014-11-20,2.2196
2014-11-21,2.2218
2014-11-22,2.2218
2014-11-23,2.2218
2014-11-24,2.2301
2014-11-25,2.2191
2014-11-26,2.2102
2014-11-27,2.2073
2014-11-28,2.2201
2014-11-29,2.2201
2014-11-30,2.2201
2014-12-01,2.2143
2014-12-02,2.231
2014-12-03,2.2403
2014-12-04,2.234
2014-12-05,2.2606
2014-12-06,2.2606
2014-12-07,2.2606
2014-12-08,2.2685
2014-12-09,2.2669
2014-12-10,2.266
2014-12-11,2.278
2014-12-12,2.2985
2014-12-13,2.2985
2014-12-14,2.2985
2014-12-15,2.3763
2014-12-16,2.365
2014-12-17,2.338
2014-12-18,2.3229
2014-12-19,2.3123
2014-12-20,2.3123
2014-12-21,2.3123
2014-12-22,2.3146
2014-12-23,2.3207
2014-12-24,2.3181
2014-12-25,2.3204
2014-12-26,2.3187
2014-12-27,2.3187
2014-12-28,2.3187
2014-12-29,2.3187
2014-12-30,2.3281
2014-12-31,2.335
2015-01-01,2.3314
2015-01-02,2.345
2015-01-03,2.345
2015-01-04,2.345
2015-01-05,2.3306
2015-01-06,2.3225
2015-01-07,2.3195
2015-01-08,2.2993
2015-01-09,2.2946
2015-01-10,2.2946
2015-01-11,2.2946
2015-01-12,2.2852
2015-01-13,2.2854
2015-01-14,2.2812
2015-01-15,2.3104
2015-01-16,2.3259
2015-01-17,2.3259
2015-01-18,2.3259
2015-01-19,2.3365
2015-01-20,2.3463
2015-01-21,2.3503
2015-01-22,2.3249
2015-01-23,2.3499
2015-01-24,2.3499
2015-01-25,2.3499
2015-01-26,2.354
2015-01-27,2.3644
2015-01-28,2.385
2015-01-29,2.4162
2015-01-30,2.4417
2015-01-31,2.4417
2015-02-01,2.4417
2015-02-02,2.4311
2015-02-03,2.401
2015-02-04,2.4663
2015-02-05,2.4383
2015-02-06,2.4746
2015-02-07,2.4746
2015-02-08,2.4746
2015-02-09,2.4762
2015-02-10,2.4964
2015-02-11,2.5011
2015-02-12,2.4662
2015-02-13,2.4571
2015-02-14,2.4571
2015-02-15,2.4571
2015-02-16,2.4563
2015-02-17,2.4516
2015-02-18,2.4436
2015-02-19,2.4564
2015-02-20,2.4534
2015-02-21,2.4534
2015-02-22,2.4534
2015-02-23,2.4748
2015-02-24,2.4634
2015-02-25,2.4881
2015-02-26,2.5041
2015-02-27,2.5082
2015-02-28,2.5082
2015-03-01,2.5082
2015-03-02,2.5172
2015-03-03,2.5356
2015-03-04,2.5628
2015-03-05,2.6075
2015-03-06,2.6236
2015-03-07,2.6236
2015-03-08,2.6236
2015-03-09,2.6016
2015-03-10,2.6382
2015-03-11,2.6105
2015-03-12,2.5843
2015-03-13,2.6398
2015-03-14,2.6398
2015-03-15,2.6398
2015-03-16,2.626
2015-03-17,2.6128
2015-03-18,2.5691
2015-03-19,2.6039
2015-03-20,2.5742
2015-03-21,2.5742
2015-03-22,2.5742
2015-03-23,2.5423
2015-03-24,2.5521
2015-03-25,2.5872
2015-03-26,2.5957
2015-03-27,2.6105
2015-03-28,2.6105
2015-03-29,2.6105
2015-03-30,2.6079
2015-03-31,2.5975
2015-04-01,2.5991
2015-04-02,2.5853
2015-04-03,2.5726
2015-04-04,2.5726
2015-04-05,2.5726
2015-04-06,2.571
2015-04-07,2.6025
2015-04-08,2.5991
2015-04-09,2.6201
2015-04-10,2.6286
2015-04-11,2.6286
2015-04-12,2.6286
2015-04-13,2.6705
2015-04-14,2.6886
2015-04-15,2.699
2015-04-16,2.6787
2015-04-17,2.6784
2015-04-18,2.6784
2015-04-19,2.6784
2015-04-20,2.6992
2015-04-21,2.6853
2015-04-22,2.7116
2015-04-23,2.7016
2015-04-24,2.7143
2015-04-25,2.7143
2015-04-26,2.7143
2015-04-27,2.6746
2015-04-28,2.6582
2015-04-29,2.6603
2015-04-30,2.6725
2015-05-01,2.7081
2015-05-02,2.7081
2015-05-03,2.7081
2015-05-04,2.7135
2015-05-05,2.7044
2015-05-06,2.692
2015-05-07,2.6852
2015-05-08,2.6962
2015-05-09,2.6962
2015-05-10,2.6962
2015-05-11,2.6937
2015-05-12,2.6635
2015-05-13,2.6308
2015-05-14,2.5912
2015-05-15,2.5754
2015-05-16,2.5754
2015-05-17,2.5754
2015-05-18,2.5807
2015-05-19,2.5935
2015-05-20,2.5785
2015-05-21,2.5886
2015-05-22,2.5991
2015-05-23,2.5991
2015-05-24,2.5991
2015-05-25,2.6155
2015-05-26,2.6418
2015-05-27,2.6423
2015-05-28,2.6545
2015-05-29,2.6629
2015-05-30,2.6629
2015-05-31,2.6629
2015-06-01,2.6828
2015-06-02,2.6741
2015-06-03,2.6853
2015-06-04,2.6676
2015-06-05,2.6607
2015-06-06,2.6607
2015-06-07,2.6607
2015-06-08,2.7515
2015-06-09,2.7543
2015-06-10,2.7356
2015-06-11,2.7023
2015-06-12,2.7135
2015-06-13,2.7135
2015-06-14,2.7135
2015-06-15,2.7354
2015-06-16,2.7344
2015-06-17,2.7069
2015-06-18,2.7123
2015-06-19,2.6948
2015-06-20,2.6948
2015-06-21,2.6948
2015-06-22,2.6655
2015-06-23,2.6794
2015-06-24,2.6777
2015-06-25,2.6552
2015-06-26,2.6646
2015-06-27,2.6646
2015-06-28,2.6646
2015-06-29,2.7038
2015-06-30,2.6816
2015-07-01,2.6917
2015-07-02,2.6845
2015-07-03,2.6901
2015-07-04,2.6901
2015-07-05,2.6901
2015-07-06,2.6781
2015-07-07,2.6863
2015-07-08,2.6883
2015-07-09,2.6787
2015-07-10,2.6667
2015-07-11,2.6667
2015-07-12,2.6667
2015-07-13,2.6461
2015-07-14,2.6315
2015-07-15,2.6465
2015-07-16,2.6567
2015-07-17,2.6529
2015-07-18,2.6529
2015-07-19,2.6529
2015-07-20,2.6985
2015-07-21,2.6845
2015-07-22,2.707
2015-07-23,2.7338
2015-07-24,2.7378
2015-07-25,2.7378
2015-07-26,2.7378
2015-07-27,2.7714
2015-07-28,2.7603
2015-07-29,2.7664
2015-07-30,2.7829
2015-07-31,2.7708
2015-08-01,2.7708
2015-08-02,2.7708
2015-08-03,2.7812
2015-08-04,2.7832
2015-08-05,2.787
2015-08-06,2.7757
2015-08-07,2.7807
2015-08-08,2.7807
2015-08-09,2.7807
2015-08-10,2.7795
2015-08-11,2.7796
2015-08-12,2.7769
2015-08-13,2.8202
2015-08-14,2.8338
2015-08-15,2.8338
2015-08-16,2.8338
2015-08-17,2.8685
2015-08-18,2.8953
2015-08-19,2.9254
2015-08-20,2.9159
2015-08-21,2.919
2015-08-22,2.919
2015-08-23,2.919
2015-08-24,2.9424
2015-08-25,2.9402
2015-08-26,2.9321
2015-08-27,2.909
2015-08-28,2.9237
2015-08-29,2.9237
2015-08-30,2.9237
2015-08-31,2.9149
2015-09-01,2.9307
2015-09-02,2.9415
2015-09-03,2.9708
2015-09-04,3.0086
2015-09-05,3.0086
2015-09-06,3.0086
2015-09-07,3.0329
2015-09-08,3.0112
2015-09-09,3.0365
2015-09-10,3.0227
2015-09-11,3.0458
2015-09-12,3.0458
2015-09-13,3.0458
2015-09-14,3.0581
2015-09-15,3.0298
2015-09-16,2.9983
2015-09-17,3.0126
2015-09-18,3.0052
2015-09-19,3.0052
2015-09-20,3.0052
2015-09-21,3.0064
2015-09-22,3.026
2015-09-23,3.0383
2015-09-24,3.0401
2015-09-25,3.0473
2015-09-26,3.0473
2015-09-27,3.0473
2015-09-28,3.058
2015-09-29,3.037
2015-09-30,3.0256
2015-10-01,3.0269
2015-10-02,2.9917
2015-10-03,2.9917
2015-10-04,2.9917
2015-10-05,2.9837
2015-10-06,2.958
2015-10-07,2.9403
2015-10-08,2.8935
2015-10-09,2.9113
2015-10-10,2.9113
2015-10-11,2.9113
2015-10-12,2.9268
2015-10-13,2.9585
2015-10-14,2.9138
2015-10-15,2.8792
2015-10-16,2.8916
2015-10-17,2.8916
2015-10-18,2.8916
2015-10-19,2.9057
2015-10-20,2.9006
2015-10-21,2.8958
2015-10-22,2.873
2015-10-23,2.908
2015-10-24,2.908
2015-10-25,2.908
2015-10-26,2.8899
2015-10-27,2.9043
2015-10-28,2.924
2015-10-29,2.9365
2015-10-30,2.915
2015-10-31,2.915
2015-11-01,2.915
2015-11-02,2.8243
2015-11-03,2.8293
2015-11-04,2.863
2015-11-05,2.8602
2015-11-06,2.9183
2015-11-07,2.9183
2015-11-08,2.9183
2015-11-09,2.9205
2015-11-10,2.9165
2015-11-11,2.8747
2015-11-12,2.8651
2015-11-13,2.8632
2015-11-14,2.8632
2015-11-15,2.8632
2015-11-16,2.8834
2015-11-17,2.8691
2015-11-18,2.8626
2015-11-19,2.8429
2015-11-20,2.8289
2015-11-21,2.8289
2015-11-22,2.8289
2015-11-23,2.8506
2015-11-24,2.8773
2015-11-25,2.8885
2015-11-26,2.9201
2015-11-27,2.9252
2015-11-28,2.9252
2015-11-29,2.9252
2015-11-30,2.9138
2015-12-01,2.8907
2015-12-02,2.8894
2015-12-03,2.8848
2015-12-04,2.8929
2015-12-05,2.8929
2015-12-06,2.8929
2015-12-07,2.9131
2015-12-08,2.9101
2015-12-09,2.9162
2015-12-10,2.9236
2015-12-11,2.9827
2015-12-12,2.9827
2015-12-13,2.9827
2015-12-14,2.9796
2015-12-15,2.9649
2015-12-16,2.935
2015-12-17,2.9296
2015-12-18,2.9073
2015-12-19,2.9073
2015-12-20,2.9073
2015-12-21,2.9159
2015-12-22,2.9306
2015-12-23,2.917
2015-12-24,2.9187
2015-12-25,2.9124
2015-12-26,2.9124
2015-12-27,2.9124
2015-12-28,2.9061
2015-12-29,2.9064
2015-12-30,2.9189
2015-12-31,2.9172
2016-01-01,2.9214
2016-01-02,2.9214
2016-01-03,2.9214
2016-01-04,2.9643
2016-01-05,2.9846
2016-01-06,3.0025
2016-01-07,2.9991
2016-01-08,3.0201
2016-01-09,3.0201
2016-01-10,3.0201
2016-01-11,3.0376
2016-01-12,3.034
2016-01-13,3.0265
2016-01-14,3.0233
2016-01-15,3.047
2016-01-16,3.047
2016-01-17,3.047
2016-01-18,3.0361
2016-01-19,3.0401
2016-01-20,3.0419
2016-01-21,3.0125
2016-01-22,3.0011
2016-01-23,3.0011
2016-01-24,3.0011
2016-01-25,3.0215
2016-01-26,3.0083
2016-01-27,3.0015
2016-01-28,2.9692
2016-01-29,2.9548
2016-01-30,2.9548
2016-01-31,2.9548
2016-02-01,2.9459
2016-02-02,2.9519
2016-02-03,2.9157
2016-02-04,2.9119
2016-02-05,2.9174
2016-02-06,2.9174
2016-02-07,2.9174
2016-02-08,2.947
2016-02-09,2.94
2016-02-10,2.9216
2016-02-11,2.9303
2016-02-12,2.93
2016-02-13,2.93
2016-02-14,2.93
2016-02-15,2.9462
2016-02-16,2.9777
2016-02-17,2.9566
2016-02-18,2.9687
2016-02-19,2.9514
2016-02-20,2.9514
2016-02-21,2.9514
2016-02-22,2.9367
2016-02-23,2.9437
2016-02-24,2.9367
2016-02-25,2.9277
2016-02-26,2.9955
2016-02-27,2.9955
2016-02-28,2.9955
2016-02-29,2.9657
2016-03-01,2.936
2016-03-02,2.9255
2016-03-03,2.9087
2016-03-04,2.9045
2016-03-05,2.9045
2016-03-06,2.9045
2016-03-07,2.9164
2016-03-08,2.9146
2016-03-09,2.8919
2016-03-10,2.8914
2016-03-11,2.8684
2016-03-12,2.8684
2016-03-13,2.8684
2016-03-14,2.8706
2016-03-15,2.8984
2016-03-16,2.869
2016-03-17,2.8414
2016-03-18,2.8675
2016-03-19,2.8675
2016-03-20,2.8675
2016-03-21,2.8617
2016-03-22,2.8668
2016-03-23,2.876
2016-03-24,2.8727
2016-03-25,2.8758
2016-03-26,2.8758
2016-03-27,2.8758
2016-03-28,2.8687
2016-03-29,2.8376
2016-03-30,2.8357
2016-03-31,2.8173
2016-04-01,2.8215
2016-04-02,2.8215
2016-04-03,2.8215
2016-04-04,2.812
2016-04-05,2.8317
2016-04-06,2.8402
2016-04-07,2.8616
2016-04-08,2.8499
2016-04-09,2.8499
2016-04-10,2.8499
2016-04-11,2.8329
2016-04-12,2.8348
2016-04-13,2.8469
2016-04-14,2.8489
2016-04-15,2.8547
2016-04-16,2.8547
2016-04-17,2.8547
2016-04-18,2.8399
2016-04-19,2.8308
2016-04-20,2.813
2016-04-21,2.8328
2016-04-22,2.8488
2016-04-23,2.8488
2016-04-24,2.8488
2016-04-25,2.8441
2016-04-26,2.8219
2016-04-27,2.8189
2016-04-28,2.8128
2016-04-29,2.7955
2016-04-30,2.7955
2016-05-01,2.7955
2016-05-02,2.8042
2016-05-03,2.8489
2016-05-04,2.9623
2016-05-05,2.9235
2016-05-06,2.9276
2016-05-07,2.9276
2016-05-08,2.9276
2016-05-09,2.9449
2016-05-10,2.9501
2016-05-11,2.9529
2016-05-12,2.9598
2016-05-13,2.9701
2016-05-14,2.9701
2016-05-15,2.9701
2016-05-16,2.975
2016-05-17,2.9637
2016-05-18,2.9872
2016-05-19,2.9887
2016-05-20,2.975
2016-05-21,2.975
2016-05-22,2.975
2016-05-23,2.9953
2016-05-24,2.9462
2016-05-25,2.9369
2016-05-26,2.9345
2016-05-27,2.9607
2016-05-28,2.9607
2016-05-29,2.9607
2016-05-30,2.9544
2016-05-31,2.9494
2016-06-01,2.9419
2016-06-02,2.9489
2016-06-03,2.9024
2016-06-04,2.9024
2016-06-05,2.9024
2016-06-06,2.9038
2016-06-07,2.8969
