,USDTRY BGN Curncy
2022-11-16,18.6121
2022-11-17,18.5707
2022-11-18,18.6226
2022-11-19,18.6226
2022-11-20,18.6226
2022-11-21,18.6209
2022-11-22,18.6153
2022-11-23,18.6155
2022-11-24,18.6193
2022-11-25,18.5996
2022-11-26,18.5996
2022-11-27,18.5996
2022-11-28,18.6288
2022-11-29,18.6406
2022-11-30,18.6153
2022-12-01,18.6334
2022-12-02,18.6392
2022-12-03,18.6392
2022-12-04,18.6392
2022-12-05,18.6359
2022-12-06,18.6334
2022-12-07,18.6417
2022-12-08,18.6419
2022-12-09,18.6508
2022-12-10,18.6508
2022-12-11,18.6508
2022-12-12,18.6428
2022-12-13,18.6198
2022-12-14,18.6299
2022-12-15,18.6409
2022-12-16,18.6857
2022-12-17,18.6857
2022-12-18,18.6857
2022-12-19,18.6516
2022-12-20,18.6623
2022-12-21,18.6698
2022-12-22,18.666
2022-12-23,18.6593
2022-12-24,18.6593
2022-12-25,18.6593
2022-12-26,18.6832
2022-12-27,18.7032
2022-12-28,18.7126
2022-12-29,18.7095
2022-12-30,18.71
2022-12-31,18.71
2023-01-01,18.71
2023-01-02,18.7151
2023-01-03,18.7218
2023-01-04,18.746
2023-01-05,18.7644
2023-01-06,18.7165
2023-01-07,18.7165
2023-01-08,18.7165
2023-01-09,18.7532
2023-01-10,18.7751
2023-01-11,18.7758
2023-01-12,18.7811
2023-01-13,18.7932
2023-01-14,18.7932
2023-01-15,18.7932
2023-01-16,18.7868
2023-01-17,18.7496
2023-01-18,18.7617
2023-01-19,18.7562
2023-01-20,18.7724
2023-01-21,18.7724
2023-01-22,18.7724
2023-01-23,18.8106
2023-01-24,18.8007
2023-01-25,18.7963
2023-01-26,18.8015
2023-01-27,18.805
2023-01-28,18.805
2023-01-29,18.805
2023-01-30,18.7908
2023-01-31,18.8149
2023-02-01,18.8024
2023-02-02,18.8064
2023-02-03,18.827
2023-02-04,18.827
2023-02-05,18.827
2023-02-06,18.8176
2023-02-07,18.8179
2023-02-08,18.8278
2023-02-09,18.8291
2023-02-10,18.8144
2023-02-11,18.8144
2023-02-12,18.8144
2023-02-13,18.8429
2023-02-14,18.841
2023-02-15,18.8525
2023-02-16,18.85
2023-02-17,18.831
2023-02-18,18.831
2023-02-19,18.831
2023-02-20,18.8841
2023-02-21,18.8702
2023-02-22,18.8509
2023-02-23,18.8535
2023-02-24,18.8744
2023-02-25,18.8744
2023-02-26,18.8744
2023-02-27,18.8836
2023-02-28,18.8837
2023-03-01,18.884
2023-03-02,18.8603
2023-03-03,18.7993
2023-03-04,18.7993
2023-03-05,18.7993
2023-03-06,18.8999
2023-03-07,18.9224
2023-03-08,18.9369
2023-03-09,18.8101
2023-03-10,18.9681
2023-03-11,18.9681
2023-03-12,18.9681
2023-03-13,18.9658
2023-03-14,18.9736
2023-03-15,18.9907
2023-03-16,19.0034
2023-03-17,19.0138
2023-03-18,19.0138
2023-03-19,19.0138
2023-03-20,19.0115
2023-03-21,19.0331
2023-03-22,19.0407
2023-03-23,19.0351
2023-03-24,19.0714
2023-03-25,19.0714
2023-03-26,19.0714
2023-03-27,19.0888
2023-03-28,19.1193
2023-03-29,19.1382
2023-03-30,19.175
2023-03-31,19.1803
2023-04-01,19.1803
2023-04-02,19.1803
2023-04-03,19.1963
2023-04-04,19.22
2023-04-05,19.2519
2023-04-06,19.2542
2023-04-07,19.253
2023-04-08,19.253
2023-04-09,19.253
2023-04-10,19.2665
2023-04-11,19.2999
2023-04-12,19.3152
2023-04-13,19.3338
2023-04-14,19.364
2023-04-15,19.364
2023-04-16,19.364
2023-04-17,19.3946
2023-04-18,19.3994
2023-04-19,19.3988
2023-04-20,19.4048
2023-04-21,19.3997
2023-04-22,19.3997
2023-04-23,19.3997
2023-04-24,19.3962
2023-04-25,19.4287
2023-04-26,19.4252
2023-04-27,19.4373
2023-04-28,19.4515
2023-04-29,19.4515
2023-04-30,19.4515
2023-05-01,19.4621
2023-05-02,19.466
2023-05-03,19.4691
2023-05-04,19.4728
2023-05-05,19.5125
2023-05-06,19.5125
2023-05-07,19.5125
2023-05-08,19.5065
2023-05-09,19.521
2023-05-10,19.5454
2023-05-11,19.5816
2023-05-12,19.5842
2023-05-13,19.5842
2023-05-14,19.5842
2023-05-15,19.6731
2023-05-16,19.7264
2023-05-17,19.7462
2023-05-18,19.7951
2023-05-19,19.8125
2023-05-20,19.8125
2023-05-21,19.8125
2023-05-22,19.8122
2023-05-23,19.839
2023-05-24,19.8968
2023-05-25,19.9364
2023-05-26,19.9722
2023-05-27,19.9722
2023-05-28,19.9722
2023-05-29,20.1117
2023-05-30,20.461
2023-05-31,20.762
2023-06-01,20.8087
2023-06-02,20.9295
2023-06-03,20.9295
2023-06-04,20.9295
2023-06-05,21.261
2023-06-06,21.6175
2023-06-07,23.2484
2023-06-08,23.1245
2023-06-09,23.4175
2023-06-10,23.4175
2023-06-11,23.4175
2023-06-12,23.635
2023-06-13,23.6405
2023-06-14,23.5674
2023-06-15,23.6699
2023-06-16,23.6322
2023-06-17,23.6322
2023-06-18,23.6322
2023-06-19,23.6075
2023-06-20,23.5751
2023-06-21,23.5754
2023-06-22,24.9075
2023-06-23,25.2361
2023-06-24,25.2361
2023-06-25,25.2361
2023-06-26,25.9386
2023-06-27,26.0177
2023-06-28,26.05
2023-06-29,26.041
2023-06-30,26.0145
2023-07-01,26.0145
2023-07-02,26.0145
2023-07-03,25.9493
2023-07-04,25.9997
2023-07-05,26.0867
2023-07-06,26.0978
2023-07-07,26.0656
2023-07-08,26.0656
2023-07-09,26.0656
2023-07-10,26.0793
2023-07-11,26.1133
2023-07-12,26.1405
2023-07-13,26.0533
2023-07-14,26.1701
2023-07-15,26.1701
2023-07-16,26.1701
2023-07-17,26.3405
2023-07-18,26.9277
2023-07-19,26.8056
2023-07-20,26.7648
2023-07-21,26.9806
2023-07-22,26.9806
2023-07-23,26.9806
2023-07-24,26.9614
2023-07-25,26.922
2023-07-26,26.9416
2023-07-27,26.9528
2023-07-28,26.9181
2023-07-29,26.9181
2023-07-30,26.9181
2023-07-31,26.9327
2023-08-01,26.9653
2023-08-02,26.9608
2023-08-03,26.9785
2023-08-04,26.9641
2023-08-05,26.9641
2023-08-06,26.9641
2023-08-07,26.9897
2023-08-08,27.0052
2023-08-09,27.0117
2023-08-10,27.0329
2023-08-11,27.0214
2023-08-12,27.0214
2023-08-13,27.0214
2023-08-14,27.0443
2023-08-15,27.0633
2023-08-16,27.0686
2023-08-17,27.1055
2023-08-18,27.1215
2023-08-19,27.1215
2023-08-20,27.1215
2023-08-21,27.1608
2023-08-22,27.1958
2023-08-23,27.1998
2023-08-24,25.8223
2023-08-25,26.5438
2023-08-26,26.5438
2023-08-27,26.5438
2023-08-28,26.5079
2023-08-29,26.5952
2023-08-30,26.7142
2023-08-31,26.6968
2023-09-01,26.7286
2023-09-02,26.7286
2023-09-03,26.7286
2023-09-04,26.7595
2023-09-05,26.7861
2023-09-06,26.8178
2023-09-07,26.8351
2023-09-08,26.8474
2023-09-09,26.8474
2023-09-10,26.8474
2023-09-11,26.8692
2023-09-12,26.9115
2023-09-13,26.9413
2023-09-14,26.9473
2023-09-15,27.0014
2023-09-16,27.0014
2023-09-17,27.0014
2023-09-18,27.0243
2023-09-19,27.0169
2023-09-20,27.0283
2023-09-21,27.1174
2023-09-22,27.1657
2023-09-23,27.1657
2023-09-24,27.1657
2023-09-25,27.1996
2023-09-26,27.2601
2023-09-27,27.202
2023-09-28,27.4012
2023-09-29,27.4223
2023-09-30,27.4223
2023-10-01,27.4223
2023-10-02,27.4717
2023-10-03,27.5147
2023-10-04,27.5685
2023-10-05,27.5522
2023-10-06,27.6124
2023-10-07,27.6124
2023-10-08,27.6124
2023-10-09,27.7007
2023-10-10,27.7181
2023-10-11,27.7087
2023-10-12,27.7438
2023-10-13,27.7993
2023-10-14,27.7993
2023-10-15,27.7993
2023-10-16,27.8634
2023-10-17,27.9506
2023-10-18,28.0039
2023-10-19,27.9695
2023-10-20,27.9858
2023-10-21,27.9858
2023-10-22,27.9858
2023-10-23,28.0839
2023-10-24,28.1043
2023-10-25,28.133
2023-10-26,28.1655
2023-10-27,28.1948
2023-10-28,28.1948
2023-10-29,28.1948
2023-10-30,28.2626
2023-10-31,28.3021
2023-11-01,28.3209
2023-11-02,28.3519
2023-11-03,28.4056
2023-11-04,28.4056
2023-11-05,28.4056
2023-11-06,28.4364
2023-11-07,28.4905
2023-11-08,28.4701
2023-11-09,28.4722
2023-11-10,28.5609
2023-11-11,28.5609
2023-11-12,28.5609
2023-11-13,28.599
2023-11-14,28.6194
2023-11-15,28.6774
2023-11-16,28.6616
2023-11-17,28.7044
2023-11-18,28.7044
2023-11-19,28.7044
2023-11-20,28.7703
2023-11-21,28.7891
2023-11-22,28.8441
2023-11-23,28.8249
2023-11-24,28.8715
2023-11-25,28.8715
2023-11-26,28.8715
2023-11-27,28.9153
2023-11-28,28.9258
2023-11-29,28.9349
2023-11-30,28.866
2023-12-01,28.9191
2023-12-02,28.9191
2023-12-03,28.9191
2023-12-04,28.9416
2023-12-05,28.9324
2023-12-06,28.9024
2023-12-07,28.9207
2023-12-08,28.9689
2023-12-09,28.9689
2023-12-10,28.9689
2023-12-11,28.9842
2023-12-12,29.0289
2023-12-13,28.9865
2023-12-14,29.0065
2023-12-15,28.9962
2023-12-16,28.9962
2023-12-17,28.9962
2023-12-18,29.0547
2023-12-19,29.0935
2023-12-20,29.1361
2023-12-21,29.138
2023-12-22,29.241
2023-12-23,29.241
2023-12-24,29.241
2023-12-25,29.2255
2023-12-26,29.3208
2023-12-27,29.3851
2023-12-28,29.4527
2023-12-29,29.528
2023-12-30,29.528
2023-12-31,29.528
2024-01-01,29.528
2024-01-02,29.7282
2024-01-03,29.7714
2024-01-04,29.7535
2024-01-05,29.7961
2024-01-06,29.7961
2024-01-07,29.7961
2024-01-08,29.9025
2024-01-09,29.9592
2024-01-10,29.9661
2024-01-11,30.0161
2024-01-12,30.0855
2024-01-13,30.0855
2024-01-14,30.0855
2024-01-15,30.0827
2024-01-16,30.105
2024-01-17,30.1329
2024-01-18,30.1305
2024-01-19,30.1961
2024-01-20,30.1961
2024-01-21,30.1961
2024-01-22,30.2455
2024-01-23,30.2637
2024-01-24,30.2463
2024-01-25,30.2724
2024-01-26,30.2749
2024-01-27,30.2749
2024-01-28,30.2749
2024-01-29,30.3477
2024-01-30,30.3539
2024-01-31,30.3398
2024-02-01,30.3449
2024-02-02,30.4887
2024-02-03,30.4887
2024-02-04,30.4887
2024-02-05,30.5467
2024-02-06,30.4878
2024-02-07,30.5978
2024-02-08,30.6079
2024-02-09,30.6875
2024-02-10,30.6875
2024-02-11,30.6875
2024-02-12,30.7243
2024-02-13,30.7181
2024-02-14,30.7533
2024-02-15,30.7298
2024-02-16,30.8453
2024-02-17,30.8453
2024-02-18,30.8453
2024-02-19,30.8525
2024-02-20,30.9217
2024-02-21,31.008
2024-02-22,30.8118
2024-02-23,30.9166
2024-02-24,30.9166
2024-02-25,30.9166
2024-02-26,31.1247
2024-02-27,31.1468
2024-02-28,31.2109
2024-02-29,31.2334
2024-03-01,31.354
2024-03-02,31.354
2024-03-03,31.354
2024-03-04,31.5755
2024-03-05,31.6514
2024-03-06,31.7708
2024-03-07,31.8932
2024-03-08,31.9397
2024-03-09,31.9397
2024-03-10,31.9397
2024-03-11,32.0285
2024-03-12,32.0656
2024-03-13,32.0857
2024-03-14,32.147
2024-03-15,32.1156
2024-03-16,32.1156
2024-03-17,32.1156
2024-03-18,32.3103
2024-03-19,32.3629
2024-03-20,32.3746
2024-03-21,32.0375
2024-03-22,32.0254
2024-03-23,32.0254
2024-03-24,32.0254
2024-03-25,32.1567
2024-03-26,32.2042
2024-03-27,32.2922
2024-03-28,32.3443
2024-03-29,32.3755
2024-03-30,32.3755
2024-03-31,32.3755
2024-04-01,32.2757
2024-04-02,32.046
2024-04-03,31.9598
2024-04-04,31.9164
2024-04-05,32.0466
2024-04-06,32.0466
2024-04-07,32.0466
2024-04-08,32.0162
