,USDAUD BGN Curncy
2013-03-20,0.9635
2013-03-21,0.9578
2013-03-22,0.9575
2013-03-23,0.9575
2013-03-24,0.9575
2013-03-25,0.9555
2013-03-26,0.9538
2013-03-27,0.9575
2013-03-28,0.9605
2013-03-29,0.9598
2013-03-30,0.9598
2013-03-31,0.9598
2013-04-01,0.9594
2013-04-02,0.957
2013-04-03,0.9559
2013-04-04,0.9581
2013-04-05,0.9632
2013-04-06,0.9632
2013-04-07,0.9632
2013-04-08,0.9604
2013-04-09,0.9534
2013-04-10,0.9484
2013-04-11,0.9483
2013-04-12,0.9517
2013-04-13,0.9517
2013-04-14,0.9517
2013-04-15,0.9696
2013-04-16,0.9624
2013-04-17,0.9712
2013-04-18,0.9708
2013-04-19,0.9731
2013-04-20,0.9731
2013-04-21,0.9731
2013-04-22,0.9733
2013-04-23,0.9747
2013-04-24,0.9729
2013-04-25,0.9717
2013-04-26,0.9731
2013-04-27,0.9731
2013-04-28,0.9731
2013-04-29,0.9661
2013-04-30,0.9642
2013-05-01,0.9729
2013-05-02,0.9758
2013-05-03,0.9691
2013-05-04,0.9691
2013-05-05,0.9691
2013-05-06,0.9753
2013-05-07,0.9818
2013-05-08,0.9833
2013-05-09,0.9908
2013-05-10,0.9975
2013-05-11,0.9975
2013-05-12,0.9975
2013-05-13,1.0048
2013-05-14,1.0112
2013-05-15,1.0103
2013-05-16,1.0195
2013-05-17,1.0276
2013-05-18,1.0276
2013-05-19,1.0276
2013-05-20,1.0195
2013-05-21,1.0201
2013-05-22,1.031
2013-05-23,1.0256
2013-05-24,1.036
2013-05-25,1.036
2013-05-26,1.036
2013-05-27,1.038
2013-05-28,1.0399
2013-05-29,1.038
2013-05-30,1.035
2013-05-31,1.0448
2013-06-01,1.0448
2013-06-02,1.0448
2013-06-03,1.0235
2013-06-04,1.0363
2013-06-05,1.048
2013-06-06,1.042
2013-06-07,1.053
2013-06-08,1.053
2013-06-09,1.053
2013-06-10,1.0566
2013-06-11,1.0608
2013-06-12,1.0544
2013-06-13,1.0375
2013-06-14,1.045
2013-06-15,1.045
2013-06-16,1.045
2013-06-17,1.0477
2013-06-18,1.0543
2013-06-19,1.0759
2013-06-20,1.0873
2013-06-21,1.0847
2013-06-22,1.0847
2013-06-23,1.0847
2013-06-24,1.0812
2013-06-25,1.0799
2013-06-26,1.0779
2013-06-27,1.0781
2013-06-28,1.0943
2013-06-29,1.0943
2013-06-30,1.0943
2013-07-01,1.0824
2013-07-02,1.0933
2013-07-03,1.1004
2013-07-04,1.0933
2013-07-05,1.103
2013-07-06,1.103
2013-07-07,1.103
2013-07-08,1.0949
2013-07-09,1.0898
2013-07-10,1.0902
2013-07-11,1.0884
2013-07-12,1.1051
2013-07-13,1.1051
2013-07-14,1.1051
2013-07-15,1.0991
2013-07-16,1.0807
2013-07-17,1.0826
2013-07-18,1.0905
2013-07-19,1.0903
2013-07-20,1.0903
2013-07-21,1.0903
2013-07-22,1.0812
2013-07-23,1.0757
2013-07-24,1.0913
2013-07-25,1.0815
2013-07-26,1.08
2013-07-27,1.08
2013-07-28,1.08
2013-07-29,1.0863
2013-07-30,1.1035
2013-07-31,1.1133
2013-08-01,1.1204
2013-08-02,1.123
2013-08-03,1.123
2013-08-04,1.123
2013-08-05,1.1199
2013-08-06,1.1129
2013-08-07,1.1111
2013-08-08,1.0983
2013-08-09,1.0862
2013-08-10,1.0862
2013-08-11,1.0862
2013-08-12,1.0931
2013-08-13,1.0972
2013-08-14,1.0963
2013-08-15,1.0938
2013-08-16,1.0887
2013-08-17,1.0887
2013-08-18,1.0887
2013-08-19,1.0978
2013-08-20,1.1024
2013-08-21,1.1149
2013-08-22,1.1101
2013-08-23,1.1075
2013-08-24,1.1075
2013-08-25,1.1075
2013-08-26,1.1074
2013-08-27,1.1131
2013-08-28,1.1185
2013-08-29,1.1198
2013-08-30,1.1235
2013-08-31,1.1235
2013-09-01,1.1235
2013-09-02,1.1138
2013-09-03,1.1034
2013-09-04,1.0901
2013-09-05,1.0962
2013-09-06,1.0887
2013-09-07,1.0887
2013-09-08,1.0887
2013-09-09,1.0837
2013-09-10,1.0739
2013-09-11,1.072
2013-09-12,1.0786
2013-09-13,1.0817
2013-09-14,1.0817
2013-09-15,1.0817
2013-09-16,1.0731
2013-09-17,1.0688
2013-09-18,1.0504
2013-09-19,1.0596
2013-09-20,1.0646
2013-09-21,1.0646
2013-09-22,1.0646
2013-09-23,1.0603
2013-09-24,1.0648
2013-09-25,1.0675
2013-09-26,1.0679
2013-09-27,1.0733
2013-09-28,1.0733
2013-09-29,1.0733
2013-09-30,1.0733
2013-10-01,1.064
2013-10-02,1.0655
2013-10-03,1.0645
2013-10-04,1.0599
2013-10-05,1.0599
2013-10-06,1.0599
2013-10-07,1.0606
2013-10-08,1.0611
2013-10-09,1.0588
2013-10-10,1.058
2013-10-11,1.0562
2013-10-12,1.0562
2013-10-13,1.0562
2013-10-14,1.054
2013-10-15,1.0498
2013-10-16,1.0471
2013-10-17,1.0378
2013-10-18,1.0333
2013-10-19,1.0333
2013-10-20,1.0333
2013-10-21,1.036
2013-10-22,1.0301
2013-10-23,1.039
2013-10-24,1.0393
2013-10-25,1.0434
2013-10-26,1.0434
2013-10-27,1.0434
2013-10-28,1.0447
2013-10-29,1.0549
2013-10-30,1.0545
2013-10-31,1.0575
2013-11-01,1.0596
2013-11-02,1.0596
2013-11-03,1.0596
2013-11-04,1.0514
2013-11-05,1.0518
2013-11-06,1.0497
2013-11-07,1.0577
2013-11-08,1.0655
2013-11-09,1.0655
2013-11-10,1.0655
2013-11-11,1.0685
2013-11-12,1.0751
2013-11-13,1.0684
2013-11-14,1.0734
2013-11-15,1.0674
2013-11-16,1.0674
2013-11-17,1.0674
2013-11-18,1.0664
2013-11-19,1.0601
2013-11-20,1.0713
2013-11-21,1.083
2013-11-22,1.089
2013-11-23,1.089
2013-11-24,1.089
2013-11-25,1.0916
2013-11-26,1.0957
2013-11-27,1.1014
2013-11-28,1.0987
2013-11-29,1.098
2013-11-30,1.098
2013-12-01,1.098
2013-12-02,1.0982
2013-12-03,1.0945
2013-12-04,1.1075
2013-12-05,1.1034
2013-12-06,1.0986
2013-12-07,1.0986
2013-12-08,1.0986
2013-12-09,1.0975
2013-12-10,1.0929
2013-12-11,1.1052
2013-12-12,1.1189
2013-12-13,1.1155
2013-12-14,1.1155
2013-12-15,1.1155
2013-12-16,1.1176
2013-12-17,1.1238
2013-12-18,1.1285
2013-12-19,1.1278
2013-12-20,1.1206
2013-12-21,1.1206
2013-12-22,1.1206
2013-12-23,1.1193
2013-12-24,1.1209
2013-12-25,1.1204
2013-12-26,1.1242
2013-12-27,1.1275
2013-12-28,1.1275
2013-12-29,1.1275
2013-12-30,1.1231
2013-12-31,1.1217
2014-01-01,1.1254
2014-01-02,1.1222
2014-01-03,1.1179
2014-01-04,1.1179
2014-01-05,1.1179
2014-01-06,1.1152
2014-01-07,1.1202
2014-01-08,1.1235
2014-01-09,1.1237
2014-01-10,1.1118
2014-01-11,1.1118
2014-01-12,1.1118
2014-01-13,1.1045
2014-01-14,1.1153
2014-01-15,1.1216
2014-01-16,1.1337
2014-01-17,1.1388
2014-01-18,1.1388
2014-01-19,1.1388
2014-01-20,1.1349
2014-01-21,1.1356
2014-01-22,1.1297
2014-01-23,1.1404
2014-01-24,1.1517
2014-01-25,1.1517
2014-01-26,1.1517
2014-01-27,1.1443
2014-01-28,1.1391
2014-01-29,1.1443
2014-01-30,1.1371
2014-01-31,1.1421
2014-02-01,1.1421
2014-02-02,1.1421
2014-02-03,1.1425
2014-02-04,1.1205
2014-02-05,1.1223
2014-02-06,1.1162
2014-02-07,1.1163
2014-02-08,1.1163
2014-02-09,1.1163
2014-02-10,1.1175
2014-02-11,1.1065
2014-02-12,1.1079
2014-02-13,1.1137
2014-02-14,1.1069
2014-02-15,1.1069
2014-02-16,1.1069
2014-02-17,1.1071
2014-02-18,1.1078
2014-02-19,1.1111
2014-02-20,1.1104
2014-02-21,1.114
2014-02-22,1.114
2014-02-23,1.114
2014-02-24,1.1067
2014-02-25,1.1088
2014-02-26,1.115
2014-02-27,1.1154
2014-02-28,1.1205
2014-03-01,1.1205
2014-03-02,1.1205
2014-03-03,1.1188
2014-03-04,1.1173
2014-03-05,1.113
2014-03-06,1.1001
2014-03-07,1.1028
2014-03-08,1.1028
2014-03-09,1.1028
2014-03-10,1.1087
2014-03-11,1.114
2014-03-12,1.1126
2014-03-13,1.1073
2014-03-14,1.1076
2014-03-15,1.1076
2014-03-16,1.1076
2014-03-17,1.1004
2014-03-18,1.0957
2014-03-19,1.1059
2014-03-20,1.1063
2014-03-21,1.1011
2014-03-22,1.1011
2014-03-23,1.1011
2014-03-24,1.095
2014-03-25,1.091
2014-03-26,1.0839
2014-03-27,1.08
2014-03-28,1.0814
2014-03-29,1.0814
2014-03-30,1.0814
2014-03-31,1.0794
2014-04-01,1.0814
2014-04-02,1.0813
2014-04-03,1.0832
2014-04-04,1.0762
2014-04-05,1.0762
2014-04-06,1.0762
2014-04-07,1.0787
2014-04-08,1.0683
2014-04-09,1.0649
2014-04-10,1.0623
2014-04-11,1.0642
2014-04-12,1.0642
2014-04-13,1.0642
2014-04-14,1.0611
2014-04-15,1.0682
2014-04-16,1.0671
2014-04-17,1.0719
2014-04-18,1.0716
2014-04-19,1.0716
2014-04-20,1.0716
2014-04-21,1.0721
2014-04-22,1.0676
2014-04-23,1.0763
2014-04-24,1.0794
2014-04-25,1.0784
2014-04-26,1.0784
2014-04-27,1.0784
2014-04-28,1.0801
2014-04-29,1.079
2014-04-30,1.0768
2014-05-01,1.0783
2014-05-02,1.0781
2014-05-03,1.0781
2014-05-04,1.0781
2014-05-05,1.0783
2014-05-06,1.0694
2014-05-07,1.0719
2014-05-08,1.0667
2014-05-09,1.0682
2014-05-10,1.0682
2014-05-11,1.0682
2014-05-12,1.0681
2014-05-13,1.0685
2014-05-14,1.0662
2014-05-15,1.0688
2014-05-16,1.0677
2014-05-17,1.0677
2014-05-18,1.0677
2014-05-19,1.0719
2014-05-20,1.0819
2014-05-21,1.0808
2014-05-22,1.0839
2014-05-23,1.0833
2014-05-24,1.0833
2014-05-25,1.0833
2014-05-26,1.0825
2014-05-27,1.08
2014-05-28,1.0827
2014-05-29,1.0745
2014-05-30,1.0741
2014-05-31,1.0741
2014-06-01,1.0741
2014-06-02,1.0815
2014-06-03,1.0793
2014-06-04,1.0777
2014-06-05,1.0706
2014-06-06,1.0714
2014-06-07,1.0714
2014-06-08,1.0714
2014-06-09,1.0688
2014-06-10,1.0669
2014-06-11,1.0657
2014-06-12,1.0609
2014-06-13,1.0636
2014-06-14,1.0636
2014-06-15,1.0636
2014-06-16,1.0637
2014-06-17,1.071
2014-06-18,1.0628
2014-06-19,1.0638
2014-06-20,1.0653
2014-06-21,1.0653
2014-06-22,1.0653
2014-06-23,1.0615
2014-06-24,1.0675
2014-06-25,1.063
2014-06-26,1.0622
2014-06-27,1.061
2014-06-28,1.061
2014-06-29,1.061
2014-06-30,1.0601
2014-07-01,1.053
2014-07-02,1.0589
2014-07-03,1.0699
2014-07-04,1.0678
2014-07-05,1.0678
2014-07-06,1.0678
2014-07-07,1.0669
2014-07-08,1.0639
2014-07-09,1.0623
2014-07-10,1.0644
2014-07-11,1.0648
2014-07-12,1.0648
2014-07-13,1.0648
2014-07-14,1.0646
2014-07-15,1.0672
2014-07-16,1.0674
2014-07-17,1.0694
2014-07-18,1.0644
2014-07-19,1.0644
2014-07-20,1.0644
2014-07-21,1.0665
2014-07-22,1.0645
2014-07-23,1.0575
2014-07-24,1.0617
2014-07-25,1.0643
2014-07-26,1.0643
2014-07-27,1.0643
2014-07-28,1.0631
2014-07-29,1.0657
2014-07-30,1.0718
2014-07-31,1.0758
2014-08-01,1.0738
2014-08-02,1.0738
2014-08-03,1.0738
2014-08-04,1.0714
2014-08-05,1.0747
2014-08-06,1.069
2014-08-07,1.0786
2014-08-08,1.0779
2014-08-09,1.0779
2014-08-10,1.0779
2014-08-11,1.0796
2014-08-12,1.0789
2014-08-13,1.0747
2014-08-14,1.0731
2014-08-15,1.0727
2014-08-16,1.0727
2014-08-17,1.0727
2014-08-18,1.0724
2014-08-19,1.0749
2014-08-20,1.0766
2014-08-21,1.075
2014-08-22,1.0734
2014-08-23,1.0734
2014-08-24,1.0734
2014-08-25,1.0756
2014-08-26,1.0745
2014-08-27,1.071
2014-08-28,1.0688
2014-08-29,1.0707
2014-08-30,1.0707
2014-08-31,1.0707
2014-09-01,1.0716
2014-09-02,1.0782
2014-09-03,1.07
2014-09-04,1.0696
2014-09-05,1.0666
2014-09-06,1.0666
2014-09-07,1.0666
2014-09-08,1.0773
2014-09-09,1.0866
2014-09-10,1.0924
2014-09-11,1.0989
2014-09-12,1.1065
2014-09-13,1.1065
2014-09-14,1.1065
2014-09-15,1.1076
2014-09-16,1.0997
2014-09-17,1.1158
2014-09-18,1.1124
2014-09-19,1.1204
2014-09-20,1.1204
2014-09-21,1.1204
2014-09-22,1.127
2014-09-23,1.1312
2014-09-24,1.1254
2014-09-25,1.138
2014-09-26,1.1409
2014-09-27,1.1409
2014-09-28,1.1409
2014-09-29,1.147
2014-09-30,1.1431
2014-10-01,1.1443
2014-10-02,1.1359
2014-10-03,1.1528
2014-10-04,1.1528
2014-10-05,1.1528
2014-10-06,1.1411
2014-10-07,1.1341
2014-10-08,1.1311
2014-10-09,1.1386
2014-10-10,1.1513
2014-10-11,1.1513
2014-10-12,1.1513
2014-10-13,1.14
2014-10-14,1.1477
2014-10-15,1.1327
2014-10-16,1.1421
2014-10-17,1.1428
2014-10-18,1.1428
2014-10-19,1.1428
2014-10-20,1.1384
2014-10-21,1.1387
2014-10-22,1.1393
2014-10-23,1.1412
2014-10-24,1.1365
2014-10-25,1.1365
2014-10-26,1.1365
2014-10-27,1.1361
2014-10-28,1.1291
2014-10-29,1.1369
2014-10-30,1.1319
2014-10-31,1.1366
2014-11-01,1.1366
2014-11-02,1.1366
2014-11-03,1.1517
2014-11-04,1.1443
2014-11-05,1.1636
2014-11-06,1.1683
2014-11-07,1.158
2014-11-08,1.158
2014-11-09,1.158
2014-11-10,1.16
2014-11-11,1.1515
2014-11-12,1.147
2014-11-13,1.1471
2014-11-14,1.143
2014-11-15,1.143
2014-11-16,1.143
2014-11-17,1.1482
2014-11-18,1.1467
2014-11-19,1.1602
2014-11-20,1.1598
2014-11-21,1.1537
2014-11-22,1.1537
2014-11-23,1.1537
2014-11-24,1.1603
2014-11-25,1.1724
2014-11-26,1.1695
2014-11-27,1.17
2014-11-28,1.1755
2014-11-29,1.1755
2014-11-30,1.1755
2014-12-01,1.1774
2014-12-02,1.1842
2014-12-03,1.1897
2014-12-04,1.1927
2014-12-05,1.2012
2014-12-06,1.2012
2014-12-07,1.2012
2014-12-08,1.2057
2014-12-09,1.2058
2014-12-10,1.2018
2014-12-11,1.2087
2014-12-12,1.2127
2014-12-13,1.2127
2014-12-14,1.2127
2014-12-15,1.2174
2014-12-16,1.2166
2014-12-17,1.2306
2014-12-18,1.2243
2014-12-19,1.2277
2014-12-20,1.2277
2014-12-21,1.2277
2014-12-22,1.2296
2014-12-23,1.2337
2014-12-24,1.2328
2014-12-25,1.2317
2014-12-26,1.2314
2014-12-27,1.2314
2014-12-28,1.2314
2014-12-29,1.2292
2014-12-30,1.2218
2014-12-31,1.2239
2015-01-01,1.2224
2015-01-02,1.2359
2015-01-03,1.2359
2015-01-04,1.2359
2015-01-05,1.2369
2015-01-06,1.2368
2015-01-07,1.238
2015-01-08,1.2311
2015-01-09,1.2189
2015-01-10,1.2189
2015-01-11,1.2189
2015-01-12,1.226
2015-01-13,1.2245
2015-01-14,1.2273
2015-01-15,1.2162
2015-01-16,1.2157
2015-01-17,1.2157
2015-01-18,1.2157
2015-01-19,1.2177
2015-01-20,1.2238
2015-01-21,1.2358
2015-01-22,1.2461
2015-01-23,1.2641
2015-01-24,1.2641
2015-01-25,1.2641
2015-01-26,1.262
2015-01-27,1.2599
2015-01-28,1.2678
2015-01-29,1.2881
2015-01-30,1.287
2015-01-31,1.287
2015-02-01,1.287
2015-02-02,1.2817
2015-02-03,1.2835
2015-02-04,1.2896
2015-02-05,1.2824
2015-02-06,1.2825
2015-02-07,1.2825
2015-02-08,1.2825
2015-02-09,1.2817
2015-02-10,1.2868
2015-02-11,1.2955
2015-02-12,1.2928
2015-02-13,1.2883
2015-02-14,1.2883
2015-02-15,1.2883
2015-02-16,1.2866
2015-02-17,1.2791
2015-02-18,1.2803
2015-02-19,1.2834
2015-02-20,1.275
2015-02-21,1.275
2015-02-22,1.275
2015-02-23,1.2815
2015-02-24,1.277
2015-02-25,1.268
2015-02-26,1.282
2015-02-27,1.2802
2015-02-28,1.2802
2015-03-01,1.2802
2015-03-02,1.2878
2015-03-03,1.2793
2015-03-04,1.2792
2015-03-05,1.285
2015-03-06,1.296
2015-03-07,1.296
2015-03-08,1.296
2015-03-09,1.2983
2015-03-10,1.3114
2015-03-11,1.3165
2015-03-12,1.2974
2015-03-13,1.3095
2015-03-14,1.3095
2015-03-15,1.3095
2015-03-16,1.309
2015-03-17,1.3128
2015-03-18,1.2862
2015-03-19,1.3072
2015-03-20,1.2863
2015-03-21,1.2863
2015-03-22,1.2863
2015-03-23,1.2689
2015-03-24,1.2693
2015-03-25,1.2748
2015-03-26,1.2774
2015-03-27,1.2907
2015-03-28,1.2907
2015-03-29,1.2907
2015-03-30,1.3066
2015-03-31,1.3147
2015-04-01,1.3158
2015-04-02,1.3171
2015-04-03,1.3106
2015-04-04,1.3106
2015-04-05,1.3106
2015-04-06,1.3176
2015-04-07,1.3098
2015-04-08,1.3013
2015-04-09,1.3
2015-04-10,1.3023
2015-04-11,1.3023
2015-04-12,1.3023
2015-04-13,1.3176
2015-04-14,1.3112
2015-04-15,1.3018
2015-04-16,1.2815
2015-04-17,1.2849
2015-04-18,1.2849
2015-04-19,1.2849
2015-04-20,1.2945
2015-04-21,1.2969
2015-04-22,1.2895
2015-04-23,1.2857
2015-04-24,1.2783
2015-04-25,1.2783
2015-04-26,1.2783
2015-04-27,1.2724
2015-04-28,1.2466
2015-04-29,1.2485
2015-04-30,1.265
2015-05-01,1.2737
2015-05-02,1.2737
2015-05-03,1.2737
2015-05-04,1.2759
2015-05-05,1.2591
2015-05-06,1.2552
2015-05-07,1.2647
2015-05-08,1.2604
2015-05-09,1.2604
2015-05-10,1.2604
2015-05-11,1.2673
2015-05-12,1.2536
2015-05-13,1.2326
2015-05-14,1.2375
2015-05-15,1.2446
2015-05-16,1.2446
2015-05-17,1.2446
2015-05-18,1.2515
2015-05-19,1.2635
2015-05-20,1.2698
2015-05-21,1.2665
2015-05-22,1.2777
2015-05-23,1.2777
2015-05-24,1.2777
2015-05-25,1.2781
2015-05-26,1.2928
2015-05-27,1.2939
2015-05-28,1.3072
2015-05-29,1.3081
2015-05-30,1.3081
2015-05-31,1.3081
2015-06-01,1.3147
2015-06-02,1.2866
2015-06-03,1.2843
2015-06-04,1.3007
2015-06-05,1.3113
2015-06-06,1.3113
2015-06-07,1.3113
2015-06-08,1.2984
2015-06-09,1.3003
2015-06-10,1.2881
2015-06-11,1.2895
2015-06-12,1.2936
2015-06-13,1.2936
2015-06-14,1.2936
2015-06-15,1.2877
2015-06-16,1.2899
2015-06-17,1.2903
2015-06-18,1.2821
2015-06-19,1.2868
2015-06-20,1.2868
2015-06-21,1.2868
2015-06-22,1.294
2015-06-23,1.2925
2015-06-24,1.298
2015-06-25,1.2923
2015-06-26,1.3063
2015-06-27,1.3063
2015-06-28,1.3063
2015-06-29,1.3022
2015-06-30,1.2975
2015-07-01,1.308
2015-07-02,1.3103
2015-07-03,1.3295
2015-07-04,1.3295
2015-07-05,1.3295
2015-07-06,1.3334
2015-07-07,1.3419
2015-07-08,1.346
2015-07-09,1.3429
2015-07-10,1.3431
2015-07-11,1.3431
2015-07-12,1.3431
2015-07-13,1.3503
2015-07-14,1.342
2015-07-15,1.3552
2015-07-16,1.3504
2015-07-17,1.3561
2015-07-18,1.3561
2015-07-19,1.3561
2015-07-20,1.3565
2015-07-21,1.3478
2015-07-22,1.3556
2015-07-23,1.3594
2015-07-24,1.3733
2015-07-25,1.3733
2015-07-26,1.3733
2015-07-27,1.3756
2015-07-28,1.363
2015-07-29,1.3707
2015-07-30,1.3713
2015-07-31,1.3687
2015-08-01,1.3687
2015-08-02,1.3687
2015-08-03,1.3726
2015-08-04,1.3553
2015-08-05,1.3595
2015-08-06,1.361
2015-08-07,1.3479
2015-08-08,1.3479
2015-08-09,1.3479
2015-08-10,1.349
2015-08-11,1.369
2015-08-12,1.3552
2015-08-13,1.3586
2015-08-14,1.355
2015-08-15,1.355
2015-08-16,1.355
2015-08-17,1.3565
2015-08-18,1.3622
2015-08-19,1.3609
2015-08-20,1.3628
2015-08-21,1.3666
2015-08-22,1.3666
2015-08-23,1.3666
2015-08-24,1.3975
2015-08-25,1.4027
2015-08-26,1.4041
2015-08-27,1.3954
2015-08-28,1.3938
2015-08-29,1.3938
2015-08-30,1.3938
2015-08-31,1.4057
2015-09-01,1.4248
2015-09-02,1.4207
2015-09-03,1.425
2015-09-04,1.4471
2015-09-05,1.4471
2015-09-06,1.4471
2015-09-07,1.4442
2015-09-08,1.4251
2015-09-09,1.4248
2015-09-10,1.4139
2015-09-11,1.4103
2015-09-12,1.4103
2015-09-13,1.4103
2015-09-14,1.4009
2015-09-15,1.4003
2015-09-16,1.3895
2015-09-17,1.3937
2015-09-18,1.3905
2015-09-19,1.3905
2015-09-20,1.3905
2015-09-21,1.4022
2015-09-22,1.4105
2015-09-23,1.4279
2015-09-24,1.4236
2015-09-25,1.4231
2015-09-26,1.4231
2015-09-27,1.4231
2015-09-28,1.4307
2015-09-29,1.4318
2015-09-30,1.4251
2015-10-01,1.4225
2015-10-02,1.4188
2015-10-03,1.4188
2015-10-04,1.4188
2015-10-05,1.4119
2015-10-06,1.3956
2015-10-07,1.3874
2015-10-08,1.378
2015-10-09,1.3634
2015-10-10,1.3634
2015-10-11,1.3634
2015-10-12,1.3582
2015-10-13,1.3804
2015-10-14,1.3697
2015-10-15,1.3645
2015-10-16,1.3766
2015-10-17,1.3766
2015-10-18,1.3766
2015-10-19,1.3796
2015-10-20,1.3774
2015-10-21,1.387
2015-10-22,1.3873
2015-10-23,1.3857
2015-10-24,1.3857
2015-10-25,1.3857
2015-10-26,1.3795
2015-10-27,1.3904
2015-10-28,1.4062
2015-10-29,1.4138
2015-10-30,1.401
2015-10-31,1.401
2015-11-01,1.401
2015-11-02,1.3993
2015-11-03,1.3916
2015-11-04,1.3989
2015-11-05,1.3998
2015-11-06,1.4197
2015-11-07,1.4197
2015-11-08,1.4197
2015-11-09,1.419
2015-11-10,1.4222
2015-11-11,1.4161
2015-11-12,1.4034
2015-11-13,1.4021
2015-11-14,1.4021
2015-11-15,1.4021
2015-11-16,1.4091
2015-11-17,1.4063
2015-11-18,1.4064
2015-11-19,1.3898
2015-11-20,1.3815
2015-11-21,1.3815
2015-11-22,1.3815
2015-11-23,1.3903
2015-11-24,1.378
2015-11-25,1.379
2015-11-26,1.3839
2015-11-27,1.3902
2015-11-28,1.3902
2015-11-29,1.3902
2015-11-30,1.3837
2015-12-01,1.3656
2015-12-02,1.368
2015-12-03,1.3622
2015-12-04,1.3628
2015-12-05,1.3628
2015-12-06,1.3628
2015-12-07,1.3759
2015-12-08,1.3856
2015-12-09,1.3831
2015-12-10,1.3735
2015-12-11,1.3911
2015-12-12,1.3911
2015-12-13,1.3911
2015-12-14,1.3808
2015-12-15,1.3904
2015-12-16,1.3824
2015-12-17,1.4028
2015-12-18,1.3937
2015-12-19,1.3937
2015-12-20,1.3937
2015-12-21,1.3909
2015-12-22,1.382
2015-12-23,1.3824
2015-12-24,1.3769
2015-12-25,1.3737
2015-12-26,1.3737
2015-12-27,1.3737
2015-12-28,1.3795
2015-12-29,1.3706
2015-12-30,1.3723
2015-12-31,1.3723
2016-01-01,1.3694
2016-01-02,1.3694
2016-01-03,1.3694
2016-01-04,1.3907
2016-01-05,1.3963
2016-01-06,1.4141
2016-01-07,1.4261
2016-01-08,1.4382
2016-01-09,1.4382
2016-01-10,1.4382
2016-01-11,1.4299
2016-01-12,1.4314
2016-01-13,1.4378
2016-01-14,1.432
2016-01-15,1.4573
2016-01-16,1.4573
2016-01-17,1.4573
2016-01-18,1.4565
2016-01-19,1.4476
2016-01-20,1.4477
2016-01-21,1.4288
2016-01-22,1.4281
2016-01-23,1.4281
2016-01-24,1.4281
2016-01-25,1.4378
2016-01-26,1.4277
2016-01-27,1.4232
2016-01-28,1.4117
2016-01-29,1.4117
2016-01-30,1.4117
2016-01-31,1.4117
2016-02-01,1.4056
2016-02-02,1.4208
2016-02-03,1.3951
2016-02-04,1.3886
2016-02-05,1.415
2016-02-06,1.415
2016-02-07,1.415
2016-02-08,1.4112
2016-02-09,1.4145
2016-02-10,1.4093
2016-02-11,1.4066
2016-02-12,1.4071
2016-02-13,1.4071
2016-02-14,1.4071
2016-02-15,1.4009
2016-02-16,1.4062
2016-02-17,1.3918
2016-02-18,1.3973
2016-02-19,1.3989
2016-02-20,1.3989
2016-02-21,1.3989
2016-02-22,1.3837
2016-02-23,1.3885
2016-02-24,1.3896
2016-02-25,1.382
2016-02-26,1.4028
2016-02-27,1.4028
2016-02-28,1.4028
2016-02-29,1.4004
2016-03-01,1.3939
2016-03-02,1.3708
2016-03-03,1.3602
2016-03-04,1.3441
2016-03-05,1.3441
2016-03-06,1.3441
2016-03-07,1.3391
2016-03-08,1.3444
2016-03-09,1.3359
2016-03-10,1.3415
2016-03-11,1.322
2016-03-12,1.322
2016-03-13,1.322
2016-03-14,1.3309
2016-03-15,1.3409
2016-03-16,1.3241
2016-03-17,1.3074
2016-03-18,1.3143
2016-03-19,1.3143
2016-03-20,1.3143
2016-03-21,1.3197
2016-03-22,1.3121
2016-03-23,1.3277
2016-03-24,1.3285
2016-03-25,1.3319
2016-03-26,1.3319
2016-03-27,1.3319
2016-03-28,1.3256
2016-03-29,1.3109
2016-03-30,1.3036
2016-03-31,1.3059
2016-04-01,1.3021
2016-04-02,1.3021
2016-04-03,1.3021
2016-04-04,1.3151
2016-04-05,1.3256
2016-04-06,1.316
2016-04-07,1.3324
2016-04-08,1.3242
2016-04-09,1.3242
2016-04-10,1.3242
2016-04-11,1.3164
2016-04-12,1.3016
2016-04-13,1.3068
2016-04-14,1.2995
2016-04-15,1.2946
2016-04-16,1.2946
2016-04-17,1.2946
2016-04-18,1.2903
2016-04-19,1.2799
2016-04-20,1.283
2016-04-21,1.2923
2016-04-22,1.297
2016-04-23,1.297
2016-04-24,1.297
2016-04-25,1.2962
2016-04-26,1.2907
2016-04-27,1.3174
2016-04-28,1.3114
2016-04-29,1.3148
2016-04-30,1.3148
2016-05-01,1.3148
2016-05-02,1.3043
2016-05-03,1.3361
2016-05-04,1.3411
2016-05-05,1.3396
2016-05-06,1.3574
2016-05-07,1.3574
2016-05-08,1.3574
2016-05-09,1.367
2016-05-10,1.3581
2016-05-11,1.3559
2016-05-12,1.3653
2016-05-13,1.3757
2016-05-14,1.3757
2016-05-15,1.3757
2016-05-16,1.3718
2016-05-17,1.365
2016-05-18,1.3832
2016-05-19,1.3836
2016-05-20,1.3846
2016-05-21,1.3846
2016-05-22,1.3846
2016-05-23,1.3843
2016-05-24,1.3921
2016-05-25,1.3891
2016-05-26,1.3839
2016-05-27,1.3918
2016-05-28,1.3918
2016-05-29,1.3918
2016-05-30,1.3922
2016-05-31,1.3826
2016-06-01,1.378
2016-06-02,1.3833
2016-06-03,1.3574
2016-06-04,1.3574
2016-06-05,1.3574
2016-06-06,1.3575
2016-06-07,1.3406
