,USDAUD BGN Curncy
2022-11-11,1.4918
2022-11-12,1.4918
2022-11-13,1.4918
2022-11-14,1.4921
2022-11-15,1.48
2022-11-16,1.4834
2022-11-17,1.4959
2022-11-18,1.4987
2022-11-19,1.4987
2022-11-20,1.4987
2022-11-21,1.514
2022-11-22,1.5041
2022-11-23,1.4852
2022-11-24,1.4783
2022-11-25,1.4813
2022-11-26,1.4813
2022-11-27,1.4813
2022-11-28,1.5037
2022-11-29,1.4953
2022-11-30,1.4732
2022-12-01,1.4681
2022-12-02,1.4727
2022-12-03,1.4727
2022-12-04,1.4727
2022-12-05,1.493
2022-12-06,1.4952
2022-12-07,1.4871
2022-12-08,1.4772
2022-12-09,1.4717
2022-12-10,1.4717
2022-12-11,1.4717
2022-12-12,1.4825
2022-12-13,1.4588
2022-12-14,1.4569
2022-12-15,1.4919
2022-12-16,1.4959
2022-12-17,1.4959
2022-12-18,1.4959
2022-12-19,1.4925
2022-12-20,1.4975
2022-12-21,1.491
2022-12-22,1.4993
2022-12-23,1.4879
2022-12-24,1.4879
2022-12-25,1.4879
2022-12-26,1.4866
2022-12-27,1.4854
2022-12-28,1.4842
2022-12-29,1.4753
2022-12-30,1.4678
2022-12-31,1.4678
2023-01-01,1.4678
2023-01-02,1.4701
2023-01-03,1.4865
2023-01-04,1.4622
2023-01-05,1.4811
2023-01-06,1.4542
2023-01-07,1.4542
2023-01-08,1.4542
2023-01-09,1.4468
2023-01-10,1.4516
2023-01-11,1.4484
2023-01-12,1.435
2023-01-13,1.4352
2023-01-14,1.4352
2023-01-15,1.4352
2023-01-16,1.4378
2023-01-17,1.431
2023-01-18,1.4403
2023-01-19,1.4471
2023-01-20,1.4363
2023-01-21,1.4363
2023-01-22,1.4363
2023-01-23,1.4228
2023-01-24,1.4191
2023-01-25,1.4077
2023-01-26,1.4055
2023-01-27,1.4084
2023-01-28,1.4084
2023-01-29,1.4084
2023-01-30,1.4164
2023-01-31,1.4174
2023-02-01,1.4012
2023-02-02,1.4131
2023-02-03,1.4446
2023-02-04,1.4446
2023-02-05,1.4446
2023-02-06,1.4528
2023-02-07,1.4369
2023-02-08,1.444
2023-02-09,1.4417
2023-02-10,1.4457
2023-02-11,1.4457
2023-02-12,1.4457
2023-02-13,1.4356
2023-02-14,1.4314
2023-02-15,1.4486
2023-02-16,1.4537
2023-02-17,1.4536
2023-02-18,1.4536
2023-02-19,1.4536
2023-02-20,1.4476
2023-02-21,1.4591
2023-02-22,1.4698
2023-02-23,1.4688
2023-02-24,1.4869
2023-02-25,1.4869
2023-02-26,1.4869
2023-02-27,1.4839
2023-02-28,1.4861
2023-03-01,1.4791
2023-03-02,1.4859
2023-03-03,1.4772
2023-03-04,1.4772
2023-03-05,1.4772
2023-03-06,1.4859
2023-03-07,1.5188
2023-03-08,1.5177
2023-03-09,1.5174
2023-03-10,1.5199
2023-03-11,1.5199
2023-03-12,1.5199
2023-03-13,1.4998
2023-03-14,1.4965
2023-03-15,1.5107
2023-03-16,1.5024
2023-03-17,1.4932
2023-03-18,1.4932
2023-03-19,1.4932
2023-03-20,1.4885
2023-03-21,1.4995
2023-03-22,1.4959
2023-03-23,1.4962
2023-03-24,1.5049
2023-03-25,1.5049
2023-03-26,1.5049
2023-03-27,1.5036
2023-03-28,1.4906
2023-03-29,1.4961
2023-03-30,1.4898
2023-03-31,1.4958
2023-04-01,1.4958
2023-04-02,1.4958
2023-04-03,1.4737
2023-04-04,1.4812
2023-04-05,1.4881
2023-04-06,1.4988
2023-04-07,1.4988
2023-04-08,1.4988
2023-04-09,1.4988
2023-04-10,1.5058
2023-04-11,1.5029
2023-04-12,1.4946
2023-04-13,1.4746
2023-04-14,1.491
2023-04-15,1.491
2023-04-16,1.491
2023-04-17,1.4923
2023-04-18,1.487
2023-04-19,1.4896
2023-04-20,1.483
2023-04-21,1.4944
2023-04-22,1.4944
2023-04-23,1.4944
2023-04-24,1.4934
2023-04-25,1.5092
2023-04-26,1.5145
2023-04-27,1.5082
2023-04-28,1.5117
2023-04-29,1.5117
2023-04-30,1.5117
2023-05-01,1.5082
2023-05-02,1.5008
2023-05-03,1.4991
2023-05-04,1.4941
2023-05-05,1.4817
2023-05-06,1.4817
2023-05-07,1.4817
2023-05-08,1.4744
2023-05-09,1.4789
2023-05-10,1.475
2023-05-11,1.492
2023-05-12,1.5048
2023-05-13,1.5048
2023-05-14,1.5048
2023-05-15,1.4925
2023-05-16,1.5025
2023-05-17,1.5016
2023-05-18,1.5102
2023-05-19,1.5036
2023-05-20,1.5036
2023-05-21,1.5036
2023-05-22,1.5032
2023-05-23,1.5129
2023-05-24,1.5282
2023-05-25,1.5372
2023-05-26,1.5345
2023-05-27,1.5345
2023-05-28,1.5345
2023-05-29,1.5293
2023-05-30,1.5344
2023-05-31,1.5378
2023-06-01,1.5219
2023-06-02,1.5128
2023-06-03,1.5128
2023-06-04,1.5128
2023-06-05,1.5112
2023-06-06,1.499
2023-06-07,1.5033
2023-06-08,1.489
2023-06-09,1.4833
2023-06-10,1.4833
2023-06-11,1.4833
2023-06-12,1.4814
2023-06-13,1.4778
2023-06-14,1.4715
2023-06-15,1.4525
2023-06-16,1.4545
2023-06-17,1.4545
2023-06-18,1.4545
2023-06-19,1.4597
2023-06-20,1.4738
2023-06-21,1.4712
2023-06-22,1.4802
2023-06-23,1.4971
2023-06-24,1.4971
2023-06-25,1.4971
2023-06-26,1.4981
2023-06-27,1.4956
2023-06-28,1.5151
2023-06-29,1.5114
2023-06-30,1.5006
2023-07-01,1.5006
2023-07-02,1.5006
2023-07-03,1.4987
2023-07-04,1.4943
2023-07-05,1.5027
2023-07-06,1.5093
2023-07-07,1.4948
2023-07-08,1.4948
2023-07-09,1.4948
2023-07-10,1.498
2023-07-11,1.4956
2023-07-12,1.4733
2023-07-13,1.4516
2023-07-14,1.4624
2023-07-15,1.4624
2023-07-16,1.4624
2023-07-17,1.4671
2023-07-18,1.4681
2023-07-19,1.4767
2023-07-20,1.4751
2023-07-21,1.486
2023-07-22,1.486
2023-07-23,1.486
2023-07-24,1.4838
2023-07-25,1.4723
2023-07-26,1.4798
2023-07-27,1.4905
2023-07-28,1.5037
2023-07-29,1.5037
2023-07-30,1.5037
2023-07-31,1.4887
2023-08-01,1.5121
2023-08-02,1.5295
2023-08-03,1.5266
2023-08-04,1.522
2023-08-05,1.522
2023-08-06,1.522
2023-08-07,1.5213
2023-08-08,1.5281
2023-08-09,1.5318
2023-08-10,1.5349
2023-08-11,1.5394
2023-08-12,1.5394
2023-08-13,1.5394
2023-08-14,1.5415
2023-08-15,1.5492
2023-08-16,1.5566
2023-08-17,1.5616
2023-08-18,1.5609
2023-08-19,1.5609
2023-08-20,1.5609
2023-08-21,1.559
2023-08-22,1.5569
2023-08-23,1.5431
2023-08-24,1.5583
2023-08-25,1.5616
2023-08-26,1.5616
2023-08-27,1.5616
2023-08-28,1.5554
2023-08-29,1.5431
2023-08-30,1.5444
2023-08-31,1.5422
2023-09-01,1.549
2023-09-02,1.549
2023-09-03,1.549
2023-09-04,1.5477
2023-09-05,1.5677
2023-09-06,1.5669
2023-09-07,1.5684
2023-09-08,1.5683
2023-09-09,1.5683
2023-09-10,1.5683
2023-09-11,1.555
2023-09-12,1.5561
2023-09-13,1.5573
2023-09-14,1.5528
2023-09-15,1.5548
2023-09-16,1.5548
2023-09-17,1.5548
2023-09-18,1.5535
2023-09-19,1.5495
2023-09-20,1.5509
2023-09-21,1.5586
2023-09-22,1.5525
2023-09-23,1.5525
2023-09-24,1.5525
2023-09-25,1.5567
2023-09-26,1.5633
2023-09-27,1.5741
2023-09-28,1.5559
2023-09-29,1.554
2023-09-30,1.554
2023-10-01,1.554
2023-10-02,1.5715
2023-10-03,1.5868
2023-10-04,1.581
2023-10-05,1.5698
2023-10-06,1.566
2023-10-07,1.566
2023-10-08,1.566
2023-10-09,1.5599
2023-10-10,1.5548
2023-10-11,1.5591
2023-10-12,1.5838
2023-10-13,1.5883
2023-10-14,1.5883
2023-10-15,1.5883
2023-10-16,1.5767
2023-10-17,1.5711
2023-10-18,1.5782
2023-10-19,1.58
2023-10-20,1.5837
2023-10-21,1.5837
2023-10-22,1.5837
2023-10-23,1.5782
2023-10-24,1.5735
2023-10-25,1.5851
2023-10-26,1.5818
2023-10-27,1.5785
2023-10-28,1.5785
2023-10-29,1.5785
2023-10-30,1.5688
2023-10-31,1.578
2023-11-01,1.5641
2023-11-02,1.5542
2023-11-03,1.5354
2023-11-04,1.5354
2023-11-05,1.5354
2023-11-06,1.5411
2023-11-07,1.5536
2023-11-08,1.562
2023-11-09,1.5707
2023-11-10,1.5721
2023-11-11,1.5721
2023-11-12,1.5721
2023-11-13,1.5682
2023-11-14,1.5367
2023-11-15,1.5364
2023-11-16,1.5456
2023-11-17,1.5349
2023-11-18,1.5349
2023-11-19,1.5349
2023-11-20,1.5252
2023-11-21,1.5254
2023-11-22,1.5284
2023-11-23,1.525
2023-11-24,1.5186
2023-11-25,1.5186
2023-11-26,1.5186
2023-11-27,1.5136
2023-11-28,1.504
2023-11-29,1.5112
2023-11-30,1.5139
2023-12-01,1.4982
2023-12-02,1.4982
2023-12-03,1.4982
2023-12-04,1.5106
2023-12-05,1.5263
2023-12-06,1.527
2023-12-07,1.5147
2023-12-08,1.52
2023-12-09,1.52
2023-12-10,1.52
2023-12-11,1.5226
2023-12-12,1.5245
2023-12-13,1.5011
2023-12-14,1.4927
2023-12-15,1.4927
2023-12-16,1.4927
2023-12-17,1.4927
2023-12-18,1.4911
2023-12-19,1.4787
2023-12-20,1.4858
2023-12-21,1.4701
2023-12-22,1.4707
2023-12-23,1.4707
2023-12-24,1.4707
2023-12-25,1.4714
2023-12-26,1.4653
2023-12-27,1.4605
2023-12-28,1.4642
2023-12-29,1.4681
2023-12-30,1.4681
2023-12-31,1.4681
2024-01-01,1.4678
2024-01-02,1.479
2024-01-03,1.4854
2024-01-04,1.491
2024-01-05,1.4897
2024-01-06,1.4897
2024-01-07,1.4897
2024-01-08,1.4881
2024-01-09,1.4954
2024-01-10,1.4926
2024-01-11,1.4953
2024-01-12,1.4958
2024-01-13,1.4958
2024-01-14,1.4958
2024-01-15,1.5014
2024-01-16,1.5188
2024-01-17,1.5262
2024-01-18,1.5214
2024-01-19,1.5158
2024-01-20,1.5158
2024-01-21,1.5158
2024-01-22,1.5221
2024-01-23,1.5199
2024-01-24,1.5204
2024-01-25,1.5186
2024-01-26,1.5209
2024-01-27,1.5209
2024-01-28,1.5209
2024-01-29,1.5126
2024-01-30,1.5146
2024-01-31,1.5226
2024-02-01,1.5216
2024-02-02,1.5356
2024-02-03,1.5356
2024-02-04,1.5356
2024-02-05,1.5425
2024-02-06,1.5329
2024-02-07,1.5337
2024-02-08,1.5404
2024-02-09,1.5328
2024-02-10,1.5328
2024-02-11,1.5328
2024-02-12,1.5312
2024-02-13,1.5495
2024-02-14,1.5406
2024-02-15,1.5326
2024-02-16,1.5311
2024-02-17,1.5311
2024-02-18,1.5311
2024-02-19,1.529
2024-02-20,1.527
2024-02-21,1.5264
2024-02-22,1.5251
2024-02-23,1.5238
2024-02-24,1.5238
2024-02-25,1.5238
2024-02-26,1.529
2024-02-27,1.5282
2024-02-28,1.5394
2024-02-29,1.5391
2024-03-01,1.5321
2024-03-02,1.5321
2024-03-03,1.5321
2024-03-04,1.5362
2024-03-05,1.5377
2024-03-06,1.5234
2024-03-07,1.5106
2024-03-08,1.5097
2024-03-09,1.5097
2024-03-10,1.5097
2024-03-11,1.512
2024-03-12,1.5138
2024-03-13,1.5103
2024-03-14,1.5195
2024-03-15,1.5244
2024-03-16,1.5244
2024-03-17,1.5244
2024-03-18,1.5245
2024-03-19,1.5309
2024-03-20,1.5183
2024-03-21,1.5221
2024-03-22,1.5349
2024-03-23,1.5349
2024-03-24,1.5349
2024-03-25,1.5291
2024-03-26,1.5307
2024-03-27,1.5303
2024-03-28,1.5347
2024-03-29,1.5336
2024-03-30,1.5336
2024-03-31,1.5336
2024-04-01,1.541
2024-04-02,1.5342
2024-04-03,1.5233
2024-04-04,1.518
2024-04-05,1.5201
2024-04-06,1.5201
2024-04-07,1.5201
2024-04-08,1.5142
