,USDMYR BGN Curncy
,PX_LAST
2010-01-01,3.424
2010-01-02,3.424
2010-01-03,3.424
2010-01-04,3.4032
2010-01-05,3.3874
2010-01-06,3.3845
2010-01-07,3.371
2010-01-08,3.376
2010-01-09,3.376
2010-01-10,3.376
2010-01-11,3.3365
2010-01-12,3.3425
2010-01-13,3.3492
2010-01-14,3.339
2010-01-15,3.3395
2010-01-16,3.3395
2010-01-17,3.3395
2010-01-18,3.3415
2010-01-19,3.339
2010-01-20,3.362
2010-01-21,3.3775
2010-01-22,3.3965
2010-01-23,3.3965
2010-01-24,3.3965
2010-01-25,3.3994
2010-01-26,3.4215
2010-01-27,3.4252
2010-01-28,3.406
2010-01-29,3.4098
2010-01-30,3.4098
2010-01-31,3.4098
2010-02-01,3.4148
2010-02-02,3.4185
2010-02-03,3.402
2010-02-04,3.419
2010-02-05,3.444
2010-02-06,3.444
2010-02-07,3.444
2010-02-08,3.4405
2010-02-09,3.4365
2010-02-10,3.4327
2010-02-11,3.4275
2010-02-12,3.4176
2010-02-13,3.4176
2010-02-14,3.4176
2010-02-15,3.4229
2010-02-16,3.4229
2010-02-17,3.386
2010-02-18,3.401
2010-02-19,3.4135
2010-02-20,3.4135
2010-02-21,3.4135
2010-02-22,3.401
2010-02-23,3.3927
2010-02-24,3.4015
2010-02-25,3.406
2010-02-26,3.4028
2010-02-27,3.4028
2010-02-28,3.4028
2010-03-01,3.387
2010-03-02,3.385
2010-03-03,3.3733
2010-03-04,3.3715
2010-03-05,3.364
2010-03-06,3.364
2010-03-07,3.364
2010-03-08,3.3405
2010-03-09,3.3423
2010-03-10,3.321
2010-03-11,3.3198
2010-03-12,3.307
2010-03-13,3.307
2010-03-14,3.307
2010-03-15,3.3188
2010-03-16,3.3235
2010-03-17,3.2988
2010-03-18,3.3073
2010-03-19,3.3035
2010-03-20,3.3035
2010-03-21,3.3035
2010-03-22,3.3185
2010-03-23,3.3177
2010-03-24,3.3175
2010-03-25,3.3183
2010-03-26,3.307
2010-03-27,3.307
2010-03-28,3.307
2010-03-29,3.2725
2010-03-30,3.2685
2010-03-31,3.2638
2010-04-01,3.2575
2010-04-02,3.248
2010-04-03,3.248
2010-04-04,3.248
2010-04-05,3.2301
2010-04-06,3.2135
2010-04-07,3.2113
2010-04-08,3.2088
2010-04-09,3.1898
2010-04-10,3.1898
2010-04-11,3.1898
2010-04-12,3.2105
2010-04-13,3.224
2010-04-14,3.2008
2010-04-15,3.1945
2010-04-16,3.1905
2010-04-17,3.1905
2010-04-18,3.1905
2010-04-19,3.2165
2010-04-20,3.206
2010-04-21,3.1975
2010-04-22,3.1963
2010-04-23,3.1916
2010-04-24,3.1916
2010-04-25,3.1916
2010-04-26,3.1825
2010-04-27,3.1878
2010-04-28,3.218
2010-04-29,3.198
2010-04-30,3.1838
2010-05-01,3.1838
2010-05-02,3.1838
2010-05-03,3.2103
2010-05-04,3.2123
2010-05-05,3.2328
2010-05-06,3.2548
2010-05-07,3.2735
2010-05-08,3.2735
2010-05-09,3.2735
2010-05-10,3.1985
2010-05-11,3.2105
2010-05-12,3.2045
2010-05-13,3.1975
2010-05-14,3.1925
2010-05-15,3.1925
2010-05-16,3.1925
2010-05-17,3.2263
2010-05-18,3.2123
2010-05-19,3.2535
2010-05-20,3.273
2010-05-21,3.3205
2010-05-22,3.3205
2010-05-23,3.3205
2010-05-24,3.3195
2010-05-25,3.363
2010-05-26,3.3225
2010-05-27,3.296
2010-05-28,3.293
2010-05-29,3.293
2010-05-30,3.293
2010-05-31,3.2615
2010-06-01,3.3128
2010-06-02,3.3013
2010-06-03,3.2655
2010-06-04,3.275
2010-06-05,3.275
2010-06-06,3.275
2010-06-07,3.333
2010-06-08,3.326
2010-06-09,3.3185
2010-06-10,3.3025
2010-06-11,3.2845
2010-06-12,3.2845
2010-06-13,3.2845
2010-06-14,3.2615
2010-06-15,3.2705
2010-06-16,3.26
2010-06-17,3.2655
2010-06-18,3.251
2010-06-19,3.251
2010-06-20,3.251
2010-06-21,3.185
2010-06-22,3.203
2010-06-23,3.232
2010-06-24,3.2385
2010-06-25,3.253
2010-06-26,3.253
2010-06-27,3.253
2010-06-28,3.2238
2010-06-29,3.2485
2010-06-30,3.2365
2010-07-01,3.2333
2010-07-02,3.2245
2010-07-03,3.2245
2010-07-04,3.2245
2010-07-05,3.2075
2010-07-06,3.2055
2010-07-07,3.221
2010-07-08,3.2035
2010-07-09,3.1985
2010-07-10,3.1985
2010-07-11,3.1985
2010-07-12,3.205
2010-07-13,3.207
2010-07-14,3.1975
2010-07-15,3.199
2010-07-16,3.208
2010-07-17,3.208
2010-07-18,3.208
2010-07-19,3.2255
2010-07-20,3.21
2010-07-21,3.215
2010-07-22,3.2095
2010-07-23,3.2
2010-07-24,3.2
2010-07-25,3.2
2010-07-26,3.198
2010-07-27,3.1843
2010-07-28,3.19
2010-07-29,3.1865
2010-07-30,3.182
2010-07-31,3.182
2010-08-01,3.182
2010-08-02,3.1595
2010-08-03,3.16
2010-08-04,3.1675
2010-08-05,3.1555
2010-08-06,3.1483
2010-08-07,3.1483
2010-08-08,3.1483
2010-08-09,3.1425
2010-08-10,3.151
2010-08-11,3.173
2010-08-12,3.1848
2010-08-13,3.1675
2010-08-14,3.1675
2010-08-15,3.1675
2010-08-16,3.181
2010-08-17,3.159
2010-08-18,3.1558
2010-08-19,3.135
2010-08-20,3.1375
2010-08-21,3.1375
2010-08-22,3.1375
2010-08-23,3.132
2010-08-24,3.1448
2010-08-25,3.1411
2010-08-26,3.1428
2010-08-27,3.145
2010-08-28,3.145
2010-08-29,3.145
2010-08-30,3.1379
2010-08-31,3.1495
2010-09-01,3.1303
2010-09-02,3.1275
2010-09-03,3.1205
2010-09-04,3.1205
2010-09-05,3.1205
2010-09-06,3.1173
2010-09-07,3.1253
2010-09-08,3.1115
2010-09-09,3.1105
2010-09-10,3.1055
2010-09-11,3.1055
2010-09-12,3.1055
2010-09-13,3.101
2010-09-14,3.1065
2010-09-15,3.1165
2010-09-16,3.111
2010-09-17,3.1013
2010-09-18,3.1013
2010-09-19,3.1013
2010-09-20,3.103
2010-09-21,3.1005
2010-09-22,3.0905
2010-09-23,3.0965
2010-09-24,3.0911
2010-09-25,3.0911
2010-09-26,3.0911
2010-09-27,3.0895
2010-09-28,3.0943
2010-09-29,3.0846
2010-09-30,3.0874
2010-10-01,3.0855
2010-10-02,3.0855
2010-10-03,3.0855
2010-10-04,3.0923
2010-10-05,3.0978
2010-10-06,3.0925
2010-10-07,3.0915
2010-10-08,3.1138
2010-10-09,3.1138
2010-10-10,3.1138
2010-10-11,3.101
2010-10-12,3.1095
2010-10-13,3.0945
2010-10-14,3.0828
2010-10-15,3.082
2010-10-16,3.082
2010-10-17,3.082
2010-10-18,3.0978
2010-10-19,3.1085
2010-10-20,3.1178
2010-10-21,3.1065
2010-10-22,3.1145
2010-10-23,3.1145
2010-10-24,3.1145
2010-10-25,3.094
2010-10-26,3.0958
2010-10-27,3.1065
2010-10-28,3.1098
2010-10-29,3.1115
2010-10-30,3.1115
2010-10-31,3.1115
2010-11-01,3.095
2010-11-02,3.0875
2010-11-03,3.0856
2010-11-04,3.0815
2010-11-05,3.085
2010-11-06,3.085
2010-11-07,3.085
2010-11-08,3.0935
2010-11-09,3.0968
2010-11-10,3.0893
2010-11-11,3.0919
2010-11-12,3.1176
2010-11-13,3.1176
2010-11-14,3.1176
2010-11-15,3.1388
2010-11-16,3.1305
2010-11-17,3.1615
2010-11-18,3.1225
2010-11-19,3.1185
2010-11-20,3.1185
2010-11-21,3.1185
2010-11-22,3.1033
2010-11-23,3.1336
2010-11-24,3.1358
2010-11-25,3.133
2010-11-26,3.1495
2010-11-27,3.1495
2010-11-28,3.1495
2010-11-29,3.151
2010-11-30,3.1635
2010-12-01,3.1518
2010-12-02,3.153
2010-12-03,3.149
2010-12-04,3.149
2010-12-05,3.149
2010-12-06,3.1468
2010-12-07,3.137
2010-12-08,3.1455
2010-12-09,3.139
2010-12-10,3.1345
2010-12-11,3.1345
2010-12-12,3.1345
2010-12-13,3.1401
2010-12-14,3.126
2010-12-15,3.135
2010-12-16,3.1365
2010-12-17,3.1363
2010-12-18,3.1363
2010-12-19,3.1363
2010-12-20,3.146
2010-12-21,3.135
2010-12-22,3.1305
2010-12-23,3.1139
2010-12-24,3.0955
2010-12-25,3.0955
2010-12-26,3.0955
2010-12-27,3.095
2010-12-28,3.0945
2010-12-29,3.092
2010-12-30,3.0853
2010-12-31,3.0635
2011-01-01,3.0635
2011-01-02,3.0635
2011-01-03,3.0638
2011-01-04,3.0635
2011-01-05,3.0695
2011-01-06,3.0695
2011-01-07,3.071
2011-01-08,3.071
2011-01-09,3.071
2011-01-10,3.079
2011-01-11,3.0698
2011-01-12,3.065
2011-01-13,3.0545
2011-01-14,3.057
2011-01-15,3.057
2011-01-16,3.057
2011-01-17,3.0585
2011-01-18,3.0574
2011-01-19,3.0515
2011-01-20,3.0615
2011-01-21,3.0598
2011-01-22,3.0598
2011-01-23,3.0598
2011-01-24,3.0569
2011-01-25,3.0525
2011-01-26,3.0515
2011-01-27,3.0525
2011-01-28,3.0555
2011-01-29,3.0555
2011-01-30,3.0555
2011-01-31,3.0615
2011-02-01,3.052
2011-02-02,3.042
2011-02-03,3.0375
2011-02-04,3.0295
2011-02-05,3.0295
2011-02-06,3.0295
2011-02-07,3.036
2011-02-08,3.0335
2011-02-09,3.0375
2011-02-10,3.0443
2011-02-11,3.0533
2011-02-12,3.0533
2011-02-13,3.0533
2011-02-14,3.0535
2011-02-15,3.0475
2011-02-16,3.0475
2011-02-17,3.045
2011-02-18,3.0345
2011-02-19,3.0345
2011-02-20,3.0345
2011-02-21,3.0355
2011-02-22,3.049
2011-02-23,3.046
2011-02-24,3.063
2011-02-25,3.0523
2011-02-26,3.0523
2011-02-27,3.0523
2011-02-28,3.051
2011-03-01,3.0359
2011-03-02,3.037
2011-03-03,3.0315
2011-03-04,3.029
2011-03-05,3.029
2011-03-06,3.029
2011-03-07,3.0305
2011-03-08,3.0335
2011-03-09,3.0325
2011-03-10,3.0325
2011-03-11,3.0393
2011-03-12,3.0393
2011-03-13,3.0393
2011-03-14,3.0379
2011-03-15,3.0615
2011-03-16,3.0521
2011-03-17,3.0535
2011-03-18,3.053
2011-03-19,3.053
2011-03-20,3.053
2011-03-21,3.0405
2011-03-22,3.0285
2011-03-23,3.0295
2011-03-24,3.0281
2011-03-25,3.0265
2011-03-26,3.0265
2011-03-27,3.0265
2011-03-28,3.0265
2011-03-29,3.0265
2011-03-30,3.0254
2011-03-31,3.0253
2011-04-01,3.0255
2011-04-02,3.0255
2011-04-03,3.0255
2011-04-04,3.0258
2011-04-05,3.0265
2011-04-06,3.0245
2011-04-07,3.027
2011-04-08,3.0215
2011-04-09,3.0215
2011-04-10,3.0215
2011-04-11,3.0205
2011-04-12,3.0285
2011-04-13,3.024
2011-04-14,3.0221
2011-04-15,3.0229
2011-04-16,3.0229
2011-04-17,3.0229
2011-04-18,3.0236
2011-04-19,3.025
2011-04-20,3.0155
2011-04-21,3.0073
2011-04-22,3.0054
2011-04-23,3.0054
2011-04-24,3.0054
2011-04-25,2.992
2011-04-26,2.988
2011-04-27,2.9788
2011-04-28,2.9659
2011-04-29,2.961
2011-04-30,2.961
2011-05-01,2.961
2011-05-02,2.963
2011-05-03,2.97
2011-05-04,2.9755
2011-05-05,2.9918
2011-05-06,3.0071
2011-05-07,3.0071
2011-05-08,3.0071
2011-05-09,2.9865
2011-05-10,2.9896
2011-05-11,2.979
2011-05-12,3.0097
2011-05-13,3.0025
2011-05-14,3.0025
2011-05-15,3.0025
2011-05-16,3.042
2011-05-17,3.051
2011-05-18,3.0318
2011-05-19,3.029
2011-05-20,3.012
2011-05-21,3.012
2011-05-22,3.012
2011-05-23,3.0618
2011-05-24,3.0514
2011-05-25,3.064
2011-05-26,3.0457
2011-05-27,3.0315
2011-05-28,3.0315
2011-05-29,3.0315
2011-05-30,3.0185
2011-05-31,3.0125
2011-06-01,3.008
2011-06-02,3.0208
2011-06-03,3.01
2011-06-04,3.01
2011-06-05,3.01
2011-06-06,3.0044
2011-06-07,3.0075
2011-06-08,3.0175
2011-06-09,3.022
2011-06-10,3.02
2011-06-11,3.02
2011-06-12,3.02
2011-06-13,3.0415
2011-06-14,3.0323
2011-06-15,3.0325
2011-06-16,3.0445
2011-06-17,3.0443
2011-06-18,3.0443
2011-06-19,3.0443
2011-06-20,3.044
2011-06-21,3.0295
2011-06-22,3.0203
2011-06-23,3.032
2011-06-24,3.04
2011-06-25,3.04
2011-06-26,3.04
2011-06-27,3.0575
2011-06-28,3.0485
2011-06-29,3.0355
2011-06-30,3.0198
2011-07-01,3.0088
2011-07-02,3.0088
2011-07-03,3.0088
2011-07-04,3.003
2011-07-05,3.0075
2011-07-06,3.0111
2011-07-07,3.0098
2011-07-08,2.9923
2011-07-09,2.9923
2011-07-10,2.9923
2011-07-11,3.0099
2011-07-12,3.0323
2011-07-13,3.022
2011-07-14,3.0001
2011-07-15,3.0068
2011-07-16,3.0068
2011-07-17,3.0068
2011-07-18,3.0143
2011-07-19,3.006
2011-07-20,3.0005
2011-07-21,2.9963
2011-07-22,2.9758
2011-07-23,2.9758
2011-07-24,2.9758
2011-07-25,2.9729
2011-07-26,2.955
2011-07-27,2.939
2011-07-28,2.948
2011-07-29,2.9685
2011-07-30,2.9685
2011-07-31,2.9685
2011-08-01,2.9425
2011-08-02,2.9592
2011-08-03,2.9726
2011-08-04,2.9794
2011-08-05,3.012
2011-08-06,3.012
2011-08-07,3.012
2011-08-08,3.019
2011-08-09,3.026
2011-08-10,3.0071
2011-08-11,2.997
2011-08-12,3.0038
2011-08-13,3.0038
2011-08-14,3.0038
2011-08-15,2.9797
2011-08-16,2.9815
2011-08-17,2.9765
2011-08-18,2.9815
2011-08-19,2.9799
2011-08-20,2.9799
2011-08-21,2.9799
2011-08-22,2.9709
2011-08-23,2.9675
2011-08-24,2.9785
2011-08-25,2.9865
2011-08-26,2.9885
2011-08-27,2.9885
2011-08-28,2.9885
2011-08-29,2.9845
2011-08-30,2.9826
2011-08-31,2.9718
2011-09-01,2.963
2011-09-02,2.9637
2011-09-03,2.9637
2011-09-04,2.9637
2011-09-05,2.9765
2011-09-06,2.9825
2011-09-07,2.9834
2011-09-08,2.9912
2011-09-09,3.0002
2011-09-10,3.0002
2011-09-11,3.0002
2011-09-12,3.029
2011-09-13,3.0552
2011-09-14,3.0782
2011-09-15,3.0912
2011-09-16,3.082
2011-09-17,3.082
2011-09-18,3.082
2011-09-19,3.1157
2011-09-20,3.1227
2011-09-21,3.1247
2011-09-22,3.1492
2011-09-23,3.1672
2011-09-24,3.1672
2011-09-25,3.1672
2011-09-26,3.1807
2011-09-27,3.1475
2011-09-28,3.165
2011-09-29,3.1782
2011-09-30,3.189
2011-10-01,3.189
2011-10-02,3.189
2011-10-03,3.2048
2011-10-04,3.2034
2011-10-05,3.1915
2011-10-06,3.1774
2011-10-07,3.1583
2011-10-08,3.1583
2011-10-09,3.1583
2011-10-10,3.1227
2011-10-11,3.1445
2011-10-12,3.1325
2011-10-13,3.1385
2011-10-14,3.1302
2011-10-15,3.1302
2011-10-16,3.1302
2011-10-17,3.1012
2011-10-18,3.1353
2011-10-19,3.111
2011-10-20,3.1292
2011-10-21,3.1485
2011-10-22,3.1485
2011-10-23,3.1485
2011-10-24,3.138
2011-10-25,3.1287
2011-10-26,3.1425
2011-10-27,3.1092
2011-10-28,3.0697
2011-10-29,3.0697
2011-10-30,3.0697
2011-10-31,3.0655
2011-11-01,3.1233
2011-11-02,3.1271
2011-11-03,3.1475
2011-11-04,3.1143
2011-11-05,3.1143
2011-11-06,3.1143
2011-11-07,3.1284
2011-11-08,3.1272
2011-11-09,3.1102
2011-11-10,3.1475
2011-11-11,3.142
2011-11-12,3.142
2011-11-13,3.142
2011-11-14,3.1355
2011-11-15,3.1504
2011-11-16,3.1525
2011-11-17,3.1582
2011-11-18,3.165
2011-11-19,3.165
2011-11-20,3.165
2011-11-21,3.1809
2011-11-22,3.175
2011-11-23,3.178
2011-11-24,3.1859
2011-11-25,3.1991
2011-11-26,3.1991
2011-11-27,3.1991
2011-11-28,3.1832
2011-11-29,3.1817
2011-11-30,3.1777
2011-12-01,3.1397
2011-12-02,3.1267
2011-12-03,3.1267
2011-12-04,3.1267
2011-12-05,3.1322
2011-12-06,3.135
2011-12-07,3.1257
2011-12-08,3.1322
2011-12-09,3.1475
2011-12-10,3.1475
2011-12-11,3.1475
2011-12-12,3.1587
2011-12-13,3.1817
2011-12-14,3.185
2011-12-15,3.1869
2011-12-16,3.1777
2011-12-17,3.1777
2011-12-18,3.1777
2011-12-19,3.183
2011-12-20,3.1812
2011-12-21,3.1612
2011-12-22,3.166
2011-12-23,3.1558
2011-12-24,3.1558
2011-12-25,3.1558
2011-12-26,3.1477
2011-12-27,3.1678
2011-12-28,3.1661
2011-12-29,3.1778
2011-12-30,3.168
2011-12-31,3.168
2012-01-01,3.168
2012-01-02,3.1693
2012-01-03,3.1507
2012-01-04,3.1358
2012-01-05,3.151
2012-01-06,3.1513
2012-01-07,3.1513
2012-01-08,3.1513
2012-01-09,3.1526
2012-01-10,3.1423
2012-01-11,3.1387
2012-01-12,3.142
2012-01-13,3.1322
2012-01-14,3.1322
2012-01-15,3.1322
2012-01-16,3.1386
2012-01-17,3.1253
2012-01-18,3.119
2012-01-19,3.1044
2012-01-20,3.1072
2012-01-21,3.1072
2012-01-22,3.1072
2012-01-23,3.0887
2012-01-24,3.0868
2012-01-25,3.078
2012-01-26,3.0405
2012-01-27,3.043
2012-01-28,3.043
2012-01-29,3.043
2012-01-30,3.06
2012-01-31,3.0406
2012-02-01,3.0456
2012-02-02,3.0184
2012-02-03,3.0118
2012-02-04,3.0118
2012-02-05,3.0118
2012-02-06,3.019
2012-02-07,3.0118
2012-02-08,3.0031
2012-02-09,3.0085
2012-02-10,3.0317
2012-02-11,3.0317
2012-02-12,3.0317
2012-02-13,3.0248
2012-02-14,3.0455
2012-02-15,3.0353
2012-02-16,3.0592
2012-02-17,3.043
2012-02-18,3.043
2012-02-19,3.043
2012-02-20,3.0215
2012-02-21,3.0205
2012-02-22,3.0283
2012-02-23,3.0125
2012-02-24,3.0125
2012-02-25,3.0125
2012-02-26,3.0125
2012-02-27,3.0244
2012-02-28,3.0113
2012-02-29,2.9943
2012-03-01,3.0015
2012-03-02,3.0045
2012-03-03,3.0045
2012-03-04,3.0045
2012-03-05,3.0195
2012-03-06,3.0231
2012-03-07,3.0292
2012-03-08,3.0103
2012-03-09,3.0075
2012-03-10,3.0075
2012-03-11,3.0075
2012-03-12,3.0318
2012-03-13,3.0363
2012-03-14,3.05
2012-03-15,3.0565
2012-03-16,3.0563
2012-03-17,3.0563
2012-03-18,3.0563
2012-03-19,3.0548
2012-03-20,3.0747
2012-03-21,3.0747
2012-03-22,3.0828
2012-03-23,3.0755
2012-03-24,3.0755
2012-03-25,3.0755
2012-03-26,3.0799
2012-03-27,3.0575
2012-03-28,3.064
2012-03-29,3.0683
2012-03-30,3.0648
2012-03-31,3.0648
2012-04-01,3.0648
2012-04-02,3.0545
2012-04-03,3.0475
2012-04-04,3.065
2012-04-05,3.0647
2012-04-06,3.0638
2012-04-07,3.0638
2012-04-08,3.0638
2012-04-09,3.0712
2012-04-10,3.0754
2012-04-11,3.0807
2012-04-12,3.0685
2012-04-13,3.0573
2012-04-14,3.0573
2012-04-15,3.0573
2012-04-16,3.0675
2012-04-17,3.0655
2012-04-18,3.0646
2012-04-19,3.0655
2012-04-20,3.0645
2012-04-21,3.0645
2012-04-22,3.0645
2012-04-23,3.0666
2012-04-24,3.0625
2012-04-25,3.06
2012-04-26,3.0508
2012-04-27,3.0468
2012-04-28,3.0468
2012-04-29,3.0468
2012-04-30,3.0275
2012-05-01,3.029
2012-05-02,3.028
2012-05-03,3.0325
2012-05-04,3.0412
2012-05-05,3.0412
2012-05-06,3.0412
2012-05-07,3.0545
2012-05-08,3.057
2012-05-09,3.0715
2012-05-10,3.068
2012-05-11,3.0709
2012-05-12,3.0709
2012-05-13,3.0709
2012-05-14,3.0826
2012-05-15,3.081
2012-05-16,3.1158
2012-05-17,3.1105
2012-05-18,3.134
2012-05-19,3.134
2012-05-20,3.134
2012-05-21,3.134
2012-05-22,3.1195
2012-05-23,3.1456
2012-05-24,3.1535
2012-05-25,3.1535
2012-05-26,3.1535
2012-05-27,3.1535
2012-05-28,3.1471
2012-05-29,3.1493
2012-05-30,3.162
2012-05-31,3.175
2012-06-01,3.1937
2012-06-02,3.1937
2012-06-03,3.1937
2012-06-04,3.2003
2012-06-05,3.2005
2012-06-06,3.1744
2012-06-07,3.1634
2012-06-08,3.1895
2012-06-09,3.1895
2012-06-10,3.1895
2012-06-11,3.1685
2012-06-12,3.1845
2012-06-13,3.1793
2012-06-14,3.1862
2012-06-15,3.1655
2012-06-16,3.1655
2012-06-17,3.1655
2012-06-18,3.157
2012-06-19,3.1572
2012-06-20,3.1595
2012-06-21,3.178
2012-06-22,3.191
2012-06-23,3.191
2012-06-24,3.191
2012-06-25,3.1953
2012-06-26,3.196
2012-06-27,3.1943
2012-06-28,3.1964
2012-06-29,3.1772
2012-06-30,3.1772
2012-07-01,3.1772
2012-07-02,3.1631
2012-07-03,3.1513
2012-07-04,3.1525
2012-07-05,3.1622
2012-07-06,3.174
2012-07-07,3.174
2012-07-08,3.174
2012-07-09,3.1875
2012-07-10,3.18
2012-07-11,3.1785
2012-07-12,3.1895
2012-07-13,3.1855
2012-07-14,3.1855
2012-07-15,3.1855
2012-07-16,3.1758
2012-07-17,3.1633
2012-07-18,3.1575
2012-07-19,3.1535
2012-07-20,3.1493
2012-07-21,3.1493
2012-07-22,3.1493
2012-07-23,3.1719
2012-07-24,3.1789
2012-07-25,3.1755
2012-07-26,3.1712
2012-07-27,3.1613
2012-07-28,3.1613
2012-07-29,3.1613
2012-07-30,3.153
2012-07-31,3.1305
2012-08-01,3.1144
2012-08-02,3.1269
2012-08-03,3.1297
2012-08-04,3.1297
2012-08-05,3.1297
2012-08-06,3.1074
2012-08-07,3.102
2012-08-08,3.1025
2012-08-09,3.1049
2012-08-10,3.1171
2012-08-11,3.1171
2012-08-12,3.1171
2012-08-13,3.1221
2012-08-14,3.1163
2012-08-15,3.1266
2012-08-16,3.1282
2012-08-17,3.1328
2012-08-18,3.1328
2012-08-19,3.1328
2012-08-20,3.1302
2012-08-21,3.1178
2012-08-22,3.1201
2012-08-23,3.0963
2012-08-24,3.099
2012-08-25,3.099
2012-08-26,3.099
2012-08-27,3.11
2012-08-28,3.119
2012-08-29,3.1233
2012-08-30,3.126
2012-08-31,3.1194
2012-09-01,3.1194
2012-09-02,3.1194
2012-09-03,3.1125
2012-09-04,3.1073
2012-09-05,3.1215
2012-09-06,3.117
2012-09-07,3.1118
2012-09-08,3.1118
2012-09-09,3.1118
2012-09-10,3.1033
2012-09-11,3.0905
2012-09-12,3.0729
2012-09-13,3.0816
2012-09-14,3.0422
2012-09-15,3.0422
2012-09-16,3.0422
2012-09-17,3.0466
2012-09-18,3.0617
2012-09-19,3.0599
2012-09-20,3.0695
2012-09-21,3.0498
2012-09-22,3.0498
2012-09-23,3.0498
2012-09-24,3.0732
2012-09-25,3.0703
2012-09-26,3.082
2012-09-27,3.0746
2012-09-28,3.059
2012-09-29,3.059
2012-09-30,3.059
2012-10-01,3.0622
2012-10-02,3.0495
2012-10-03,3.0595
2012-10-04,3.0565
2012-10-05,3.0545
2012-10-06,3.0545
2012-10-07,3.0545
2012-10-08,3.066
2012-10-09,3.0716
2012-10-10,3.074
2012-10-11,3.0685
2012-10-12,3.0577
2012-10-13,3.0577
2012-10-14,3.0577
2012-10-15,3.0584
2012-10-16,3.0516
2012-10-17,3.0355
2012-10-18,3.0373
2012-10-19,3.0522
2012-10-20,3.0522
2012-10-21,3.0522
2012-10-22,3.0529
2012-10-23,3.0535
2012-10-24,3.0613
2012-10-25,3.0385
2012-10-26,3.053
2012-10-27,3.053
2012-10-28,3.053
2012-10-29,3.0608
2012-10-30,3.052
2012-10-31,3.0476
2012-11-01,3.0518
2012-11-02,3.0535
2012-11-03,3.0535
2012-11-04,3.0535
2012-11-05,3.0635
2012-11-06,3.064
2012-11-07,3.049
2012-11-08,3.0615
2012-11-09,3.0633
2012-11-10,3.0633
2012-11-11,3.0633
2012-11-12,3.0638
2012-11-13,3.0712
2012-11-14,3.0631
2012-11-15,3.0663
2012-11-16,3.07
2012-11-17,3.07
2012-11-18,3.07
2012-11-19,3.0639
2012-11-20,3.0608
2012-11-21,3.062
2012-11-22,3.061
2012-11-23,3.0603
2012-11-24,3.0603
2012-11-25,3.0603
2012-11-26,3.0543
2012-11-27,3.0445
2012-11-28,3.053
2012-11-29,3.0452
2012-11-30,3.0394
2012-12-01,3.0394
2012-12-02,3.0394
2012-12-03,3.043
2012-12-04,3.0441
2012-12-05,3.0413
2012-12-06,3.0481
2012-12-07,3.0557
2012-12-08,3.0557
2012-12-09,3.0557
2012-12-10,3.0613
2012-12-11,3.0577
2012-12-12,3.0528
2012-12-13,3.0547
2012-12-14,3.0565
2012-12-15,3.0565
2012-12-16,3.0565
2012-12-17,3.0574
2012-12-18,3.0547
2012-12-19,3.0553
2012-12-20,3.0563
2012-12-21,3.0603
2012-12-22,3.0603
2012-12-23,3.0603
2012-12-24,3.0648
2012-12-25,3.0668
2012-12-26,3.0684
2012-12-27,3.0603
2012-12-28,3.0613
2012-12-29,3.0613
2012-12-30,3.0613
2012-12-31,3.058
2013-01-01,3.058
2013-01-02,3.0354
2013-01-03,3.0308
2013-01-04,3.0468
2013-01-05,3.0468
2013-01-06,3.0468
2013-01-07,3.0427
2013-01-08,3.0422
2013-01-09,3.0378
2013-01-10,3.0299
2013-01-11,3.021
2013-01-12,3.021
2013-01-13,3.021
2013-01-14,3.017
2013-01-15,3.01
2013-01-16,3.019
2013-01-17,3.0155
2013-01-18,3.011
2013-01-19,3.011
2013-01-20,3.011
2013-01-21,3.0359
2013-01-22,3.0405
2013-01-23,3.043
2013-01-24,3.0483
2013-01-25,3.0447
2013-01-26,3.0447
2013-01-27,3.0447
2013-01-28,3.0833
2013-01-29,3.0777
2013-01-30,3.0822
2013-01-31,3.106
2013-02-01,3.1165
2013-02-02,3.1165
2013-02-03,3.1165
2013-02-04,3.095
2013-02-05,3.0882
2013-02-06,3.0971
2013-02-07,3.0918
2013-02-08,3.0982
2013-02-09,3.0982
2013-02-10,3.0982
2013-02-11,3.0972
2013-02-12,3.1068
2013-02-13,3.0904
2013-02-14,3.0892
2013-02-15,3.0925
2013-02-16,3.0925
2013-02-17,3.0925
2013-02-18,3.0987
2013-02-19,3.0995
2013-02-20,3.0965
2013-02-21,3.1104
2013-02-22,3.1013
2013-02-23,3.1013
2013-02-24,3.1013
2013-02-25,3.0978
2013-02-26,3.1028
2013-02-27,3.1005
2013-02-28,3.0903
2013-03-01,3.0965
2013-03-02,3.0965
2013-03-03,3.0965
2013-03-04,3.1069
2013-03-05,3.1008
2013-03-06,3.1048
2013-03-07,3.108
2013-03-08,3.106
2013-03-09,3.106
2013-03-10,3.106
2013-03-11,3.1102
2013-03-12,3.109
2013-03-13,3.108
2013-03-14,3.1109
2013-03-15,3.1235
2013-03-16,3.1235
2013-03-17,3.1235
2013-03-18,3.1298
2013-03-19,3.1218
2013-03-20,3.1218
2013-03-21,3.121
2013-03-22,3.1121
2013-03-23,3.1121
2013-03-24,3.1121
2013-03-25,3.0989
2013-03-26,3.0936
2013-03-27,3.0987
2013-03-28,3.0965
2013-03-29,3.0938
2013-03-30,3.0938
2013-03-31,3.0938
2013-04-01,3.0932
2013-04-02,3.0873
2013-04-03,3.0835
