,USDARS BGN Curncy
2023-01-04,178.663
2023-01-05,178.935
2023-01-06,179.2479
2023-01-07,179.2479
2023-01-08,179.2479
2023-01-09,180.1059
2023-01-10,180.3855
2023-01-11,180.68
2023-01-12,180.974
2023-01-13,181.266
2023-01-14,181.266
2023-01-15,181.266
2023-01-16,182.1795
2023-01-17,182.4993
2023-01-18,182.816
2023-01-19,183.1045
2023-01-20,183.45
2023-01-21,183.45
2023-01-22,183.45
2023-01-23,184.367
2023-01-24,184.6877
2023-01-25,185.06
2023-01-26,185.315
2023-01-27,185.613
2023-01-28,185.613
2023-01-29,185.613
2023-01-30,186.5671
2023-01-31,186.9868
2023-02-01,187.265
2023-02-02,187.5815
2023-02-03,188.0193
2023-02-04,188.0193
2023-02-05,188.0193
2023-02-06,189.0988
2023-02-07,189.5043
2023-02-08,189.916
2023-02-09,190.1978
2023-02-10,190.5538
2023-02-11,190.5538
2023-02-12,190.5538
2023-02-13,191.6456
2023-02-14,191.995
2023-02-15,192.4155
2023-02-16,192.7485
2023-02-17,193.1965
2023-02-18,193.1965
2023-02-19,193.1965
2023-02-20,193.1965
2023-02-21,193.1965
2023-02-22,194.955
2023-02-23,195.3196
2023-02-24,195.707
2023-02-25,195.707
2023-02-26,195.707
2023-02-27,196.797
2023-02-28,197.1453
2023-03-01,197.5526
2023-03-02,197.8665
2023-03-03,198.2833
2023-03-04,198.2833
2023-03-05,198.2833
2023-03-06,199.3249
2023-03-07,199.6635
2023-03-08,199.9743
2023-03-09,200.3539
2023-03-10,200.735
2023-03-11,200.735
2023-03-12,200.735
2023-03-13,201.256
2023-03-14,202.0955
2023-03-15,202.5633
2023-03-16,202.9323
2023-03-17,203.3379
2023-03-18,203.3379
2023-03-19,203.3379
2023-03-20,204.5085
2023-03-21,205.0204
2023-03-22,205.3803
2023-03-23,205.7643
2023-03-24,205.7643
2023-03-25,205.7643
2023-03-26,205.7643
2023-03-27,207.418
2023-03-28,207.8358
2023-03-29,208.2835
2023-03-30,208.5774
2023-03-31,208.99
2023-04-01,208.99
2023-04-02,208.99
2023-04-03,210.3557
2023-04-04,210.7825
2023-04-05,211.226
2023-04-06,211.226
2023-04-07,211.226
2023-04-08,211.226
2023-04-09,211.226
2023-04-10,212.9481
2023-04-11,213.7738
2023-04-12,214.2375
2023-04-13,214.6642
2023-04-14,215.1052
2023-04-15,215.1052
2023-04-16,215.1052
2023-04-17,216.3805
2023-04-18,216.9042
2023-04-19,217.4758
2023-04-20,217.996
2023-04-21,218.508
2023-04-22,218.508
2023-04-23,218.508
2023-04-24,220.2256
2023-04-25,220.883
2023-04-26,221.5511
2023-04-27,222.0065
2023-04-28,222.6365
2023-04-29,222.6365
2023-04-30,222.6365
2023-05-01,222.6365
2023-05-02,224.6413
2023-05-03,225.1768
2023-05-04,225.6853
2023-05-05,226.2158
2023-05-06,226.2158
2023-05-07,226.2158
2023-05-08,227.6003
2023-05-09,228.097
2023-05-10,228.5022
2023-05-11,228.9747
2023-05-12,229.2387
2023-05-13,229.2387
2023-05-14,229.2387
2023-05-15,230.6438
2023-05-16,231.1143
2023-05-17,231.617
2023-05-18,232.1273
2023-05-19,232.8415
2023-05-20,232.8415
2023-05-21,232.8415
2023-05-22,234.4113
2023-05-23,234.9358
2023-05-24,235.737
2023-05-25,235.737
2023-05-26,235.737
2023-05-27,235.737
2023-05-28,235.737
2023-05-29,238.247
2023-05-30,238.8136
2023-05-31,239.4676
2023-06-01,240.175
2023-06-02,240.84
2023-06-03,240.84
2023-06-04,240.84
2023-06-05,242.5072
2023-06-06,243.1894
2023-06-07,243.58
2023-06-08,244.425
2023-06-09,244.975
2023-06-10,244.975
2023-06-11,244.975
2023-06-12,246.7
2023-06-13,247.15
2023-06-14,247.9278
2023-06-15,248.4748
2023-06-16,249.359
2023-06-17,249.359
2023-06-18,249.359
2023-06-19,249.359
2023-06-20,249.359
2023-06-21,251.8675
2023-06-22,252.5695
2023-06-23,253.025
2023-06-24,253.025
2023-06-25,253.025
2023-06-26,254.391
2023-06-27,255.2265
2023-06-28,255.8618
2023-06-29,256.2319
2023-06-30,256.7315
2023-07-01,256.7315
2023-07-02,256.7315
2023-07-03,257.9291
2023-07-04,259.2005
2023-07-05,259.5706
2023-07-06,260.3868
2023-07-07,260.9765
2023-07-08,260.9765
2023-07-09,260.9765
2023-07-10,262.5429
2023-07-11,263.2579
2023-07-12,264.0152
2023-07-13,264.3799
2023-07-14,265.0477
2023-07-15,265.0477
2023-07-16,265.0477
2023-07-17,266.7574
2023-07-18,267.623
2023-07-19,268.155
2023-07-20,268.64
2023-07-21,269.4467
2023-07-22,269.4467
2023-07-23,269.4467
2023-07-24,271.075
2023-07-25,271.6227
2023-07-26,272.4632
2023-07-27,272.9958
2023-07-28,273.6331
2023-07-29,273.6331
2023-07-30,273.6331
2023-07-31,275.2749
2023-08-01,276.1882
2023-08-02,277.375
2023-08-03,278.08
2023-08-04,279.3063
2023-08-05,279.3063
2023-08-06,279.3063
2023-08-07,283.175
2023-08-08,284.1848
2023-08-09,285.1762
2023-08-10,286.1919
2023-08-11,287.2419
2023-08-12,287.2419
2023-08-13,287.2419
2023-08-14,349.969
2023-08-15,349.9752
2023-08-16,349.9752
2023-08-17,349.9642
2023-08-18,349.9048
2023-08-19,349.9048
2023-08-20,349.9048
2023-08-21,349.9048
2023-08-22,349.971
2023-08-23,349.975
2023-08-24,349.9636
2023-08-25,349.978
2023-08-26,349.978
2023-08-27,349.978
2023-08-28,349.975
2023-08-29,349.9747
2023-08-30,350.0185
2023-08-31,350.0112
2023-09-01,350.0584
2023-09-02,350.0584
2023-09-03,350.0584
2023-09-04,350.0335
2023-09-05,349.9788
2023-09-06,349.9775
2023-09-07,349.9905
2023-09-08,349.9938
2023-09-09,349.9938
2023-09-10,349.9938
2023-09-11,349.9715
2023-09-12,349.975
2023-09-13,350.0145
2023-09-14,349.9745
2023-09-15,349.9925
2023-09-16,349.9925
2023-09-17,349.9925
2023-09-18,349.9899
2023-09-19,349.9725
2023-09-20,350.0885
2023-09-21,350.0122
2023-09-22,350.0192
2023-09-23,350.0192
2023-09-24,350.0192
2023-09-25,350.0332
2023-09-26,350.0268
2023-09-27,349.9796
2023-09-28,350.0242
2023-09-29,349.9984
2023-09-30,349.9984
2023-10-01,349.9984
2023-10-02,350.0117
2023-10-03,350.016
2023-10-04,350.0087
2023-10-05,350.0266
2023-10-06,350.0775
2023-10-07,350.0775
2023-10-08,350.0775
2023-10-09,350.0386
2023-10-10,350.0405
2023-10-11,350.0697
2023-10-12,350.0662
2023-10-13,350.0662
2023-10-14,350.0662
2023-10-15,350.0662
2023-10-16,350.0662
2023-10-17,350.006
2023-10-18,350.0693
2023-10-19,349.9767
2023-10-20,349.9745
2023-10-21,349.9745
2023-10-22,349.9745
2023-10-23,349.975
2023-10-24,349.9844
2023-10-25,350.0275
2023-10-26,349.9725
2023-10-27,350.0248
2023-10-28,350.0248
2023-10-29,350.0248
2023-10-30,349.9725
2023-10-31,349.9813
2023-11-01,349.994
2023-11-02,350.0555
2023-11-03,350.0257
2023-11-04,350.0257
2023-11-05,350.0257
2023-11-06,350.0257
2023-11-07,350.03
2023-11-08,349.9762
2023-11-09,349.9685
2023-11-10,349.9765
2023-11-11,349.9765
2023-11-12,349.9765
2023-11-13,349.9801
2023-11-14,350.0812
2023-11-15,352.9764
2023-11-16,353.4728
2023-11-17,353.9622
2023-11-18,353.9622
2023-11-19,353.9622
2023-11-20,353.9622
2023-11-21,355.9793
2023-11-22,356.4591
2023-11-23,357.0163
2023-11-24,357.575
2023-11-25,357.575
2023-11-26,357.575
2023-11-27,358.999
2023-11-28,359.5282
2023-11-29,359.9619
2023-11-30,360.4769
2023-12-01,361.054
2023-12-02,361.054
2023-12-03,361.054
2023-12-04,362.5869
2023-12-05,363.0649
2023-12-06,363.5822
2023-12-07,364.0734
2023-12-08,364.0734
2023-12-09,364.0734
2023-12-10,364.0734
2023-12-11,365.9963
2023-12-12,366.5153
2023-12-13,799.975
2023-12-14,800.5249
2023-12-15,801.0748
2023-12-16,801.0748
2023-12-17,801.0748
2023-12-18,802.6249
2023-12-19,802.6252
2023-12-20,803.7307
2023-12-21,804.1959
2023-12-22,804.7749
2023-12-23,804.7749
2023-12-24,804.7749
2023-12-25,804.7749
2023-12-26,804.8059
2023-12-27,807.4249
2023-12-28,807.9999
2023-12-29,808.475
2023-12-30,808.475
2023-12-31,808.475
2024-01-01,808.475
2024-01-02,810.6499
2024-01-03,811.1499
2024-01-04,811.7499
2024-01-05,812.2499
2024-01-06,812.2499
2024-01-07,812.2499
2024-01-08,813.8525
2024-01-09,814.3499
2024-01-10,814.9605
2024-01-11,815.45
2024-01-12,816.0499
2024-01-13,816.0499
2024-01-14,816.0499
2024-01-15,817.6769
2024-01-16,818.1499
2024-01-17,818.6499
2024-01-18,819.2499
2024-01-19,819.7999
2024-01-20,819.7999
2024-01-21,819.7999
2024-01-22,821.45
2024-01-23,821.9455
2024-01-24,822.45
2024-01-25,823.066
2024-01-26,823.5499
2024-01-27,823.5499
2024-01-28,823.5499
2024-01-29,825.2555
2024-01-30,825.7499
2024-01-31,826.335
2024-02-01,826.8799
2024-02-02,827.3799
2024-02-03,827.3799
2024-02-04,827.3799
2024-02-05,829.0594
2024-02-06,829.5499
2024-02-07,830.1775
2024-02-08,830.6799
2024-02-09,831.2882
2024-02-10,831.2882
2024-02-11,831.2882
2024-02-12,831.2882
2024-02-13,831.2882
2024-02-14,833.95
2024-02-15,834.6
2024-02-16,835.1317
2024-02-17,835.1317
2024-02-18,835.1317
2024-02-19,836.7499
2024-02-20,837.2955
2024-02-21,837.8499
2024-02-22,838.3799
2024-02-23,838.95
2024-02-24,838.95
2024-02-25,838.95
2024-02-26,840.6998
2024-02-27,841.1799
2024-02-28,841.78
2024-02-29,842.33
2024-03-01,843.1895
2024-03-02,843.1895
2024-03-03,843.1895
2024-03-04,844.25
2024-03-05,845.25
2024-03-06,845.75
2024-03-07,846.343
2024-03-08,846.75
2024-03-09,846.75
2024-03-10,846.75
2024-03-11,847.8445
2024-03-12,845.3746
2024-03-13,849.75
2024-03-14,850.25
2024-03-15,850.75
2024-03-16,850.75
2024-03-17,850.75
2024-03-18,852.5
2024-03-19,853.1943
2024-03-20,853.282
2024-03-21,854.25
2024-03-22,854.765
2024-03-23,854.765
2024-03-24,854.765
2024-03-25,856.2075
2024-03-26,856.75
2024-03-27,857.6721
2024-03-28,857.6721
2024-03-29,857.6721
2024-03-30,857.6721
2024-03-31,857.6721
2024-04-01,857.6721
2024-04-02,857.6721
2024-04-03,857.6787
2024-04-04,861.75
2024-04-05,862.7246
2024-04-06,862.7246
2024-04-07,862.7246
2024-04-08,864.2026
