,USDARS BGN Curncy
2013-04-02,5.1213
2013-04-03,5.1305
2013-04-04,5.1355
2013-04-05,5.136
2013-04-06,5.136
2013-04-07,5.136
2013-04-08,5.134
2013-04-09,5.1355
2013-04-10,5.1395
2013-04-11,5.1438
2013-04-12,5.1485
2013-04-13,5.1485
2013-04-14,5.1485
2013-04-15,5.1515
2013-04-16,5.157
2013-04-17,5.1585
2013-04-18,5.1586
2013-04-19,5.1635
2013-04-20,5.1635
2013-04-21,5.1635
2013-04-22,5.1678
2013-04-23,5.1709
2013-04-24,5.1744
2013-04-25,5.175
2013-04-26,5.1765
2013-04-27,5.1765
2013-04-28,5.1765
2013-04-29,5.1795
2013-04-30,5.1875
2013-05-01,5.1875
2013-05-02,5.1912
2013-05-03,5.1985
2013-05-04,5.1985
2013-05-05,5.1985
2013-05-06,5.2062
2013-05-07,5.2105
2013-05-08,5.2135
2013-05-09,5.2215
2013-05-10,5.2284
2013-05-11,5.2284
2013-05-12,5.2284
2013-05-13,5.233
2013-05-14,5.237
2013-05-15,5.2336
2013-05-16,5.2326
2013-05-17,5.2355
2013-05-18,5.2355
2013-05-19,5.2355
2013-05-20,5.2435
2013-05-21,5.2485
2013-05-22,5.2545
2013-05-23,5.2625
2013-05-24,5.2664
2013-05-25,5.2664
2013-05-26,5.2664
2013-05-27,5.266
2013-05-28,5.2705
2013-05-29,5.2755
2013-05-30,5.2805
2013-05-31,5.2846
2013-06-01,5.2846
2013-06-02,5.2846
2013-06-03,5.2875
2013-06-04,5.2885
2013-06-05,5.289
2013-06-06,5.2988
2013-06-07,5.3005
2013-06-08,5.3005
2013-06-09,5.3005
2013-06-10,5.3056
2013-06-11,5.3095
2013-06-12,5.3184
2013-06-13,5.3248
2013-06-14,5.3302
2013-06-15,5.3302
2013-06-16,5.3302
2013-06-17,5.3343
2013-06-18,5.3396
2013-06-19,5.3438
2013-06-20,5.3438
2013-06-21,5.3438
2013-06-22,5.3438
2013-06-23,5.3438
2013-06-24,5.3618
2013-06-25,5.3615
2013-06-26,5.3682
2013-06-27,5.3765
2013-06-28,5.3865
2013-06-29,5.3865
2013-06-30,5.3865
2013-07-01,5.3903
2013-07-02,5.3925
2013-07-03,5.398
2013-07-04,5.3964
2013-07-05,5.4043
2013-07-06,5.4043
2013-07-07,5.4043
2013-07-08,5.4075
2013-07-09,5.4075
2013-07-10,5.4136
2013-07-11,5.4185
2013-07-12,5.4253
2013-07-13,5.4253
2013-07-14,5.4253
2013-07-15,5.4293
2013-07-16,5.4341
2013-07-17,5.4397
2013-07-18,5.4498
2013-07-19,5.4619
2013-07-20,5.4619
2013-07-21,5.4619
2013-07-22,5.4619
2013-07-23,5.461
2013-07-24,5.4643
2013-07-25,5.4773
2013-07-26,5.4817
2013-07-27,5.4817
2013-07-28,5.4817
2013-07-29,5.4938
2013-07-30,5.4991
2013-07-31,5.5055
2013-08-01,5.5115
2013-08-02,5.5148
2013-08-03,5.5148
2013-08-04,5.5148
2013-08-05,5.5202
2013-08-06,5.5254
2013-08-07,5.528
2013-08-08,5.539
2013-08-09,5.5415
2013-08-10,5.5415
2013-08-11,5.5415
2013-08-12,5.551
2013-08-13,5.5617
2013-08-14,5.5676
2013-08-15,5.5794
2013-08-16,5.5906
2013-08-17,5.5906
2013-08-18,5.5906
2013-08-19,5.5906
2013-08-20,5.5953
2013-08-21,5.603
2013-08-22,5.6124
2013-08-23,5.6237
2013-08-24,5.6237
2013-08-25,5.6237
2013-08-26,5.6314
2013-08-27,5.6427
2013-08-28,5.6492
2013-08-29,5.6607
2013-08-30,5.6714
2013-08-31,5.6714
2013-09-01,5.6714
2013-09-02,5.6746
2013-09-03,5.6907
2013-09-04,5.7018
2013-09-05,5.7031
2013-09-06,5.7006
2013-09-07,5.7006
2013-09-08,5.7006
2013-09-09,5.7035
2013-09-10,5.7119
2013-09-11,5.7207
2013-09-12,5.7195
2013-09-13,5.7272
2013-09-14,5.7272
2013-09-15,5.7272
2013-09-16,5.7316
2013-09-17,5.7426
2013-09-18,5.7503
2013-09-19,5.7579
2013-09-20,5.7604
2013-09-21,5.7604
2013-09-22,5.7604
2013-09-23,5.7712
2013-09-24,5.7718
2013-09-25,5.7715
2013-09-26,5.7827
2013-09-27,5.7894
2013-09-28,5.7894
2013-09-29,5.7894
2013-09-30,5.7915
2013-10-01,5.8
2013-10-02,5.8023
2013-10-03,5.8117
2013-10-04,5.8119
2013-10-05,5.8119
2013-10-06,5.8119
2013-10-07,5.8208
2013-10-08,5.8217
2013-10-09,5.8223
2013-10-10,5.8292
2013-10-11,5.8318
2013-10-12,5.8318
2013-10-13,5.8318
2013-10-14,5.8318
2013-10-15,5.839
2013-10-16,5.8414
2013-10-17,5.8507
2013-10-18,5.8535
2013-10-19,5.8535
2013-10-20,5.8535
2013-10-21,5.8582
2013-10-22,5.8533
2013-10-23,5.8639
2013-10-24,5.8688
2013-10-25,5.8846
2013-10-26,5.8846
2013-10-27,5.8846
2013-10-28,5.8906
2013-10-29,5.8938
2013-10-30,5.9052
2013-10-31,5.9113
2013-11-01,5.9286
2013-11-02,5.9286
2013-11-03,5.9286
2013-11-04,5.9423
2013-11-05,5.9553
2013-11-06,5.9553
2013-11-07,5.9434
2013-11-08,5.9636
2013-11-09,5.9636
2013-11-10,5.9636
2013-11-11,5.971
2013-11-12,5.9729
2013-11-13,5.977
2013-11-14,5.9879
2013-11-15,5.9948
2013-11-16,5.9948
2013-11-17,5.9948
2013-11-18,6.0026
2013-11-19,6.0369
2013-11-20,6.0461
2013-11-21,6.0581
2013-11-22,6.0827
2013-11-23,6.0827
2013-11-24,6.0827
2013-11-25,6.0827
2013-11-26,6.0941
2013-11-27,6.1094
2013-11-28,6.123
2013-11-29,6.141
2013-11-30,6.141
2013-12-01,6.141
2013-12-02,6.158
2013-12-03,6.1781
2013-12-04,6.1985
2013-12-05,6.2263
2013-12-06,6.2417
2013-12-07,6.2417
2013-12-08,6.2417
2013-12-09,6.2486
2013-12-10,6.2633
2013-12-11,6.2766
2013-12-12,6.28
2013-12-13,6.2896
2013-12-14,6.2896
2013-12-15,6.2896
2013-12-16,6.3147
2013-12-17,6.3318
2013-12-18,6.3769
2013-12-19,6.3974
2013-12-20,6.4249
2013-12-21,6.4249
2013-12-22,6.4249
2013-12-23,6.4405
2013-12-24,6.4405
2013-12-25,6.4405
2013-12-26,6.4686
2013-12-27,6.492
2013-12-28,6.492
2013-12-29,6.492
2013-12-30,6.5197
2013-12-31,6.5197
2014-01-01,6.5197
2014-01-02,6.5445
2014-01-03,6.5553
2014-01-04,6.5553
2014-01-05,6.5553
2014-01-06,6.5942
2014-01-07,6.599
2014-01-08,6.6037
2014-01-09,6.6264
2014-01-10,6.6584
2014-01-11,6.6584
2014-01-12,6.6584
2014-01-13,6.6585
2014-01-14,6.7094
2014-01-15,6.7086
2014-01-16,6.7737
2014-01-17,6.7964
2014-01-18,6.7964
2014-01-19,6.7964
2014-01-20,6.8305
2014-01-21,6.8842
2014-01-22,6.9641
2014-01-23,7.5762
2014-01-24,8.0014
2014-01-25,8.0014
2014-01-26,8.0014
2014-01-27,8.0031
2014-01-28,8.0076
2014-01-29,8.003
2014-01-30,8.0177
2014-01-31,8.017
2014-02-01,8.017
2014-02-02,8.017
2014-02-03,8.0133
2014-02-04,8.0074
2014-02-05,7.9
2014-02-06,7.8777
2014-02-07,7.8409
2014-02-08,7.8409
2014-02-09,7.8409
2014-02-10,7.8088
2014-02-11,7.8065
2014-02-12,7.8013
2014-02-13,7.7911
2014-02-14,7.8096
2014-02-15,7.8096
2014-02-16,7.8096
2014-02-17,7.761
2014-02-18,7.7681
2014-02-19,7.7806
2014-02-20,7.817
2014-02-21,7.8467
2014-02-22,7.8467
2014-02-23,7.8467
2014-02-24,7.853
2014-02-25,7.8691
2014-02-26,7.8783
2014-02-27,7.8749
2014-02-28,7.8715
2014-03-01,7.8715
2014-03-02,7.8715
2014-03-03,7.8715
2014-03-04,7.8715
2014-03-05,7.8817
2014-03-06,7.8714
2014-03-07,7.8606
2014-03-08,7.8606
2014-03-09,7.8606
2014-03-10,7.861
2014-03-11,7.8629
2014-03-12,7.8744
2014-03-13,7.8897
2014-03-14,7.902
2014-03-15,7.902
2014-03-16,7.902
2014-03-17,7.9249
2014-03-18,7.954
2014-03-19,7.952
2014-03-20,7.9634
2014-03-21,7.9739
2014-03-22,7.9739
2014-03-23,7.9739
2014-03-24,7.9739
2014-03-25,8.0053
2014-03-26,8.0021
2014-03-27,8.0005
2014-03-28,8.0009
2014-03-29,8.0009
2014-03-30,8.0009
2014-03-31,8.0029
2014-04-01,8.001
2014-04-02,8.001
2014-04-03,8.0016
2014-04-04,8.0021
2014-04-05,8.0021
2014-04-06,8.0021
2014-04-07,8.0019
2014-04-08,8.0023
2014-04-09,8.0012
2014-04-10,8.0007
2014-04-11,8.001
2014-04-12,8.001
2014-04-13,8.001
2014-04-14,8.0014
2014-04-15,8.0026
2014-04-16,8.0014
2014-04-17,8.0014
2014-04-18,8.0014
2014-04-19,8.0014
2014-04-20,8.0014
2014-04-21,8.0269
2014-04-22,8.0013
2014-04-23,7.9992
2014-04-24,8.0001
2014-04-25,8.0007
2014-04-26,8.0007
2014-04-27,8.0007
2014-04-28,8.0021
2014-04-29,8.0012
2014-04-30,8.0013
2014-05-01,8.0013
2014-05-02,8.0013
2014-05-03,8.0013
2014-05-04,8.0013
2014-05-05,8.001
2014-05-06,8.0005
2014-05-07,8.001
2014-05-08,8.0019
2014-05-09,8.0037
2014-05-10,8.0037
2014-05-11,8.0037
2014-05-12,8.0121
2014-05-13,8.0207
2014-05-14,8.0318
2014-05-15,8.056
2014-05-16,8.0545
2014-05-17,8.0545
2014-05-18,8.0545
2014-05-19,8.0562
2014-05-20,8.0616
2014-05-21,8.0612
2014-05-22,8.0631
2014-05-23,8.064
2014-05-24,8.064
2014-05-25,8.064
2014-05-26,8.0642
2014-05-27,8.0703
2014-05-28,8.0743
2014-05-29,8.0745
2014-05-30,8.0783
2014-05-31,8.0783
2014-06-01,8.0783
2014-06-02,8.0838
2014-06-03,8.0944
2014-06-04,8.1064
2014-06-05,8.1285
2014-06-06,8.1297
2014-06-07,8.1297
2014-06-08,8.1297
2014-06-09,8.1289
2014-06-10,8.13
2014-06-11,8.1287
2014-06-12,8.1307
2014-06-13,8.1299
2014-06-14,8.1299
2014-06-15,8.1299
2014-06-16,8.116
2014-06-17,8.129
2014-06-18,8.129
2014-06-19,8.1303
2014-06-20,8.1303
2014-06-21,8.1303
2014-06-22,8.1303
2014-06-23,8.1312
2014-06-24,8.1313
2014-06-25,8.1322
2014-06-26,8.1315
2014-06-27,8.1326
2014-06-28,8.1326
2014-06-29,8.1326
2014-06-30,8.1323
2014-07-01,8.1341
2014-07-02,8.1367
2014-07-03,8.1388
2014-07-04,8.1382
2014-07-05,8.1382
2014-07-06,8.1382
2014-07-07,8.1395
2014-07-08,8.1432
2014-07-09,8.1432
2014-07-10,8.1469
2014-07-11,8.1484
2014-07-12,8.1484
2014-07-13,8.1484
2014-07-14,8.1516
2014-07-15,8.1511
2014-07-16,8.1539
2014-07-17,8.1559
2014-07-18,8.1595
2014-07-19,8.1595
2014-07-20,8.1595
2014-07-21,8.1608
2014-07-22,8.166
2014-07-23,8.168
2014-07-24,8.174
2014-07-25,8.1765
2014-07-26,8.1765
2014-07-27,8.1765
2014-07-28,8.1835
2014-07-29,8.191
2014-07-30,8.2004
2014-07-31,8.2115
2014-08-01,8.2357
2014-08-02,8.2357
2014-08-03,8.2357
2014-08-04,8.26
2014-08-05,8.266
2014-08-06,8.269
2014-08-07,8.2692
2014-08-08,8.2713
2014-08-09,8.2713
2014-08-10,8.2713
2014-08-11,8.2722
2014-08-12,8.2712
2014-08-13,8.2741
2014-08-14,8.2768
2014-08-15,8.2821
2014-08-16,8.2821
2014-08-17,8.2821
2014-08-18,8.2821
2014-08-19,8.286
2014-08-20,8.3233
2014-08-21,8.3932
2014-08-22,8.4025
2014-08-23,8.4025
2014-08-24,8.4025
2014-08-25,8.4042
2014-08-26,8.4022
2014-08-27,8.4014
2014-08-28,8.407
2014-08-29,8.4032
2014-08-30,8.4032
2014-08-31,8.4032
2014-09-01,8.4047
2014-09-02,8.4069
2014-09-03,8.4105
2014-09-04,8.4029
2014-09-05,8.4024
2014-09-06,8.4024
2014-09-07,8.4024
2014-09-08,8.4029
2014-09-09,8.4002
2014-09-10,8.4008
2014-09-11,8.402
2014-09-12,8.4025
2014-09-13,8.4025
2014-09-14,8.4025
2014-09-15,8.4013
2014-09-16,8.4032
2014-09-17,8.4135
2014-09-18,8.4151
2014-09-19,8.4321
2014-09-20,8.4321
2014-09-21,8.4321
2014-09-22,8.4283
2014-09-23,8.4237
2014-09-24,8.4245
2014-09-25,8.4246
2014-09-26,8.4471
2014-09-27,8.4471
2014-09-28,8.4471
2014-09-29,8.4762
2014-09-30,8.4275
2014-10-01,8.4506
2014-10-02,8.4432
2014-10-03,8.4664
2014-10-04,8.4664
2014-10-05,8.4664
2014-10-06,8.4706
2014-10-07,8.4554
2014-10-08,8.4629
2014-10-09,8.4734
2014-10-10,8.4668
2014-10-11,8.4668
2014-10-12,8.4668
2014-10-13,8.4668
2014-10-14,8.4725
2014-10-15,8.4743
2014-10-16,8.473
2014-10-17,8.4732
2014-10-18,8.4732
2014-10-19,8.4732
2014-10-20,8.4893
2014-10-21,8.489
2014-10-22,8.4875
2014-10-23,8.4883
2014-10-24,8.4912
2014-10-25,8.4912
2014-10-26,8.4912
2014-10-27,8.4988
2014-10-28,8.5017
2014-10-29,8.502
2014-10-30,8.5009
2014-10-31,8.5013
2014-11-01,8.5013
2014-11-02,8.5013
2014-11-03,8.5071
2014-11-04,8.5072
2014-11-05,8.5096
2014-11-06,8.5035
2014-11-07,8.5072
2014-11-08,8.5072
2014-11-09,8.5072
2014-11-10,8.5087
2014-11-11,8.5081
2014-11-12,8.5093
2014-11-13,8.5087
2014-11-14,8.5107
2014-11-15,8.5107
2014-11-16,8.5107
2014-11-17,8.5115
2014-11-18,8.5125
2014-11-19,8.514
2014-11-20,8.5154
2014-11-21,8.5157
2014-11-22,8.5157
2014-11-23,8.5157
2014-11-24,8.5157
2014-11-25,8.52
2014-11-26,8.5225
2014-11-27,8.522
2014-11-28,8.5234
2014-11-29,8.5234
2014-11-30,8.5234
2014-12-01,8.5308
2014-12-02,8.5391
2014-12-03,8.5427
2014-12-04,8.5495
2014-12-05,8.5561
2014-12-06,8.5561
2014-12-07,8.5561
2014-12-08,8.5561
2014-12-09,8.5508
2014-12-10,8.5513
2014-12-11,8.5512
2014-12-12,8.5521
2014-12-13,8.5521
2014-12-14,8.5521
2014-12-15,8.5509
2014-12-16,8.5509
2014-12-17,8.5538
2014-12-18,8.5501
2014-12-19,8.5512
2014-12-20,8.5512
2014-12-21,8.5512
2014-12-22,8.5509
2014-12-23,8.5519
2014-12-24,8.5508
2014-12-25,8.5508
2014-12-26,8.5508
2014-12-27,8.5508
2014-12-28,8.5508
2014-12-29,8.5518
2014-12-30,8.5512
2014-12-31,8.465
2015-01-01,8.465
2015-01-02,8.5553
2015-01-03,8.5553
2015-01-04,8.5553
2015-01-05,8.5626
2015-01-06,8.5523
2015-01-07,8.5823
2015-01-08,8.5913
2015-01-09,8.5912
2015-01-10,8.5912
2015-01-11,8.5912
2015-01-12,8.5918
2015-01-13,8.5914
2015-01-14,8.5944
2015-01-15,8.5944
2015-01-16,8.6013
2015-01-17,8.6013
2015-01-18,8.6013
2015-01-19,8.6046
2015-01-20,8.6112
2015-01-21,8.6167
2015-01-22,8.6147
2015-01-23,8.6267
2015-01-24,8.6267
2015-01-25,8.6267
2015-01-26,8.625
2015-01-27,8.629
2015-01-28,8.6315
2015-01-29,8.6385
2015-01-30,8.6424
2015-01-31,8.6424
2015-02-01,8.6424
2015-02-02,8.6524
2015-02-03,8.6619
2015-02-04,8.6521
2015-02-05,8.6528
2015-02-06,8.6594
2015-02-07,8.6594
2015-02-08,8.6594
2015-02-09,8.6649
2015-02-10,8.6717
2015-02-11,8.6754
2015-02-12,8.6802
2015-02-13,8.6827
2015-02-14,8.6827
2015-02-15,8.6827
2015-02-16,8.6827
2015-02-17,8.6827
2015-02-18,8.689
2015-02-19,8.6966
2015-02-20,8.7042
2015-02-21,8.7042
2015-02-22,8.7042
2015-02-23,8.7089
2015-02-24,8.698
2015-02-25,8.7216
2015-02-26,8.7204
2015-02-27,8.7256
2015-02-28,8.7256
2015-03-01,8.7256
2015-03-02,8.7321
2015-03-03,8.7391
2015-03-04,8.7433
2015-03-05,8.7516
2015-03-06,8.7595
2015-03-07,8.7595
2015-03-08,8.7595
2015-03-09,8.7626
2015-03-10,8.7694
2015-03-11,8.7771
2015-03-12,8.7773
2015-03-13,8.7823
2015-03-14,8.7823
2015-03-15,8.7823
2015-03-16,8.7826
2015-03-17,8.7857
2015-03-18,8.7902
2015-03-19,8.793
2015-03-20,8.798
2015-03-21,8.798
2015-03-22,8.798
2015-03-23,8.798
2015-03-24,8.798
2015-03-25,8.7877
2015-03-26,8.8066
2015-03-27,8.8087
2015-03-28,8.8087
2015-03-29,8.8087
2015-03-30,8.8152
2015-03-31,8.819
2015-04-01,8.826
2015-04-02,8.826
2015-04-03,8.826
2015-04-04,8.826
2015-04-05,8.826
2015-04-06,8.826
2015-04-07,8.8366
2015-04-08,8.8407
2015-04-09,8.8443
2015-04-10,8.8484
2015-04-11,8.8484
2015-04-12,8.8484
2015-04-13,8.8574
2015-04-14,8.8582
2015-04-15,8.8655
2015-04-16,8.8657
2015-04-17,8.8668
2015-04-18,8.8668
2015-04-19,8.8668
2015-04-20,8.8688
2015-04-21,8.874
2015-04-22,8.879
2015-04-23,8.8846
2015-04-24,8.8889
2015-04-25,8.8889
2015-04-26,8.8889
2015-04-27,8.8943
2015-04-28,8.899
2015-04-29,8.9013
2015-04-30,8.9068
2015-05-01,8.9068
2015-05-02,8.9068
2015-05-03,8.9068
2015-05-04,8.9114
2015-05-05,8.9165
2015-05-06,8.9223
2015-05-07,8.9232
2015-05-08,8.9277
2015-05-09,8.9277
2015-05-10,8.9277
2015-05-11,8.9341
2015-05-12,8.9366
2015-05-13,8.9394
2015-05-14,8.9434
2015-05-15,8.9464
2015-05-16,8.9464
2015-05-17,8.9464
2015-05-18,8.9531
2015-05-19,8.9578
2015-05-20,8.9622
2015-05-21,8.965
2015-05-22,8.9715
2015-05-23,8.9715
2015-05-24,8.9715
2015-05-25,8.9715
2015-05-26,8.9762
2015-05-27,8.9777
2015-05-28,8.9863
2015-05-29,8.9915
2015-05-30,8.9915
2015-05-31,8.9915
2015-06-01,8.995
2015-06-02,8.9997
2015-06-03,9.0053
2015-06-04,9.01
2015-06-05,9.0139
2015-06-06,9.0139
2015-06-07,9.0139
2015-06-08,9.0179
2015-06-09,9.0227
2015-06-10,9.0289
2015-06-11,9.0302
2015-06-12,9.035
2015-06-13,9.035
2015-06-14,9.035
2015-06-15,9.0424
2015-06-16,9.044
2015-06-17,9.0458
2015-06-18,9.0431
2015-06-19,9.0568
2015-06-20,9.0568
2015-06-21,9.0568
2015-06-22,9.0617
2015-06-23,9.0639
2015-06-24,9.0688
2015-06-25,9.0719
2015-06-26,9.0781
2015-06-27,9.0781
2015-06-28,9.0781
2015-06-29,9.0807
2015-06-30,9.0869
2015-07-01,9.0923
2015-07-02,9.0956
2015-07-03,9.1004
2015-07-04,9.1004
2015-07-05,9.1004
2015-07-06,9.1078
2015-07-07,9.0981
2015-07-08,9.1163
2015-07-09,9.1163
2015-07-10,9.121
2015-07-11,9.121
2015-07-12,9.121
2015-07-13,9.1266
2015-07-14,9.1308
2015-07-15,9.1355
2015-07-16,9.129
2015-07-17,9.1438
2015-07-18,9.1438
2015-07-19,9.1438
2015-07-20,9.1497
2015-07-21,9.1561
2015-07-22,9.1592
2015-07-23,9.164
2015-07-24,9.17
2015-07-25,9.17
2015-07-26,9.17
2015-07-27,9.1723
2015-07-28,9.1763
2015-07-29,9.1833
2015-07-30,9.1839
2015-07-31,9.1867
2015-08-01,9.1867
2015-08-02,9.1867
2015-08-03,9.1957
2015-08-04,9.1983
2015-08-05,9.2057
2015-08-06,9.2088
2015-08-07,9.214
2015-08-08,9.214
2015-08-09,9.214
2015-08-10,9.2201
2015-08-11,9.2234
2015-08-12,9.2313
2015-08-13,9.2348
2015-08-14,9.2392
2015-08-15,9.2392
2015-08-16,9.2392
2015-08-17,9.2392
2015-08-18,9.245
2015-08-19,9.2489
2015-08-20,9.2549
2015-08-21,9.2582
2015-08-22,9.2582
2015-08-23,9.2582
2015-08-24,9.2671
2015-08-25,9.2713
2015-08-26,9.275
2015-08-27,9.2829
2015-08-28,9.2892
2015-08-29,9.2892
2015-08-30,9.2892
2015-08-31,9.2964
2015-09-01,9.3031
2015-09-02,9.3075
2015-09-03,9.3146
2015-09-04,9.3195
2015-09-05,9.3195
2015-09-06,9.3195
2015-09-07,9.3187
2015-09-08,9.3331
2015-09-09,9.3415
2015-09-10,9.3478
2015-09-11,9.3513
2015-09-12,9.3513
2015-09-13,9.3513
2015-09-14,9.3562
2015-09-15,9.3649
2015-09-16,9.3676
2015-09-17,9.3754
2015-09-18,9.3788
2015-09-19,9.3788
2015-09-20,9.3788
2015-09-21,9.3863
2015-09-22,9.3917
2015-09-23,9.3976
2015-09-24,9.402
2015-09-25,9.4053
2015-09-26,9.4053
2015-09-27,9.4053
2015-09-28,9.4081
2015-09-29,9.415
2015-09-30,9.4186
2015-10-01,9.4274
2015-10-02,9.4353
2015-10-03,9.4353
2015-10-04,9.4353
2015-10-05,9.4411
2015-10-06,9.4469
2015-10-07,9.4542
2015-10-08,9.3743
2015-10-09,9.3448
2015-10-10,9.3448
2015-10-11,9.3448
2015-10-12,9.3448
2015-10-13,9.4711
2015-10-14,9.478
2015-10-15,9.4806
2015-10-16,9.4874
2015-10-17,9.4874
2015-10-18,9.4874
2015-10-19,9.4951
2015-10-20,9.5026
2015-10-21,9.5087
2015-10-22,9.5114
2015-10-23,9.5179
2015-10-24,9.5179
2015-10-25,9.5179
2015-10-26,9.5247
2015-10-27,9.5301
2015-10-28,9.5021
2015-10-29,9.5402
2015-10-30,9.5111
2015-10-31,9.5111
2015-11-01,9.5111
2015-11-02,9.5526
2015-11-03,9.5602
2015-11-04,9.5682
2015-11-05,9.5792
2015-11-06,9.5792
2015-11-07,9.5792
2015-11-08,9.5792
2015-11-09,9.5827
2015-11-10,9.5957
2015-11-11,9.6038
2015-11-12,9.6145
2015-11-13,9.6242
2015-11-14,9.6242
2015-11-15,9.6242
2015-11-16,9.6303
2015-11-17,9.6395
2015-11-18,9.6473
2015-11-19,9.6571
2015-11-20,9.6651
2015-11-21,9.6651
2015-11-22,9.6651
2015-11-23,9.6712
2015-11-24,9.6742
2015-11-25,9.6767
2015-11-26,9.6741
2015-11-27,9.6741
2015-11-28,9.6741
2015-11-29,9.6741
2015-11-30,9.6866
2015-12-01,9.6977
2015-12-02,9.7065
2015-12-03,9.7191
2015-12-04,9.7275
2015-12-05,9.7275
2015-12-06,9.7275
2015-12-07,9.7275
2015-12-08,9.7275
2015-12-09,9.7353
2015-12-10,9.7503
2015-12-11,9.7709
2015-12-12,9.7709
2015-12-13,9.7709
2015-12-14,9.7821
2015-12-15,9.803
2015-12-16,9.7995
2015-12-17,13.334
2015-12-18,13.26
2015-12-19,13.26
2015-12-20,13.26
2015-12-21,12.8261
2015-12-22,12.9747
2015-12-23,12.9987
2015-12-24,13.0555
2015-12-25,13.0555
2015-12-26,13.0555
2015-12-27,13.0555
2015-12-28,12.9924
2015-12-29,12.9638
2015-12-30,12.9785
2015-12-31,12.9315
2016-01-01,12.9315
2016-01-02,12.9315
2016-01-03,12.9315
2016-01-04,13.1868
2016-01-05,13.6347
2016-01-06,13.8789
2016-01-07,13.885
2016-01-08,13.8746
2016-01-09,13.8746
2016-01-10,13.8746
2016-01-11,13.7055
2016-01-12,13.5552
2016-01-13,13.535
2016-01-14,13.2507
2016-01-15,13.409
2016-01-16,13.409
2016-01-17,13.409
2016-01-18,13.4255
2016-01-19,13.421
2016-01-20,13.4925
2016-01-21,13.593
2016-01-22,13.7115
2016-01-23,13.7115
2016-01-24,13.7115
2016-01-25,13.798
2016-01-26,13.8455
2016-01-27,13.8725
2016-01-28,13.8505
2016-01-29,13.9515
2016-01-30,13.9515
2016-01-31,13.9515
2016-02-01,14.118
2016-02-02,14.1355
2016-02-03,14.161
2016-02-04,14.2348
2016-02-05,14.3665
2016-02-06,14.3665
2016-02-07,14.3665
2016-02-08,14.3665
2016-02-09,14.3665
2016-02-10,14.1624
2016-02-11,14.61
2016-02-12,14.7875
2016-02-13,14.7875
2016-02-14,14.7875
2016-02-15,14.7899
2016-02-16,14.843
2016-02-17,14.9925
2016-02-18,15.0549
2016-02-19,15.0675
2016-02-20,15.0675
2016-02-21,15.0675
2016-02-22,15.2747
2016-02-23,15.3205
2016-02-24,15.348
2016-02-25,15.3925
2016-02-26,15.47
2016-02-27,15.47
2016-02-28,15.47
2016-02-29,15.8367
2016-03-01,15.79
2016-03-02,15.655
2016-03-03,15.201
2016-03-04,15.2064
2016-03-05,15.2064
2016-03-06,15.2064
2016-03-07,15.3975
2016-03-08,15.4475
2016-03-09,15.371
2016-03-10,15.3374
2016-03-11,14.855
2016-03-12,14.855
2016-03-13,14.855
2016-03-14,14.7925
2016-03-15,14.522
2016-03-16,14.6169
2016-03-17,14.925
2016-03-18,14.78
2016-03-19,14.78
2016-03-20,14.78
2016-03-21,14.4749
2016-03-22,14.386
2016-03-23,14.5075
2016-03-24,14.5075
2016-03-25,14.5075
2016-03-26,14.5075
2016-03-27,14.5075
2016-03-28,14.4385
2016-03-29,14.645
2016-03-30,14.61
2016-03-31,14.7045
2016-04-01,14.792
2016-04-02,14.792
2016-04-03,14.792
2016-04-04,14.7152
2016-04-05,14.681
2016-04-06,14.6163
2016-04-07,14.4605
2016-04-08,14.478
2016-04-09,14.478
2016-04-10,14.478
2016-04-11,14.5205
2016-04-12,14.462
2016-04-13,14.396
2016-04-14,14.323
2016-04-15,14.044
2016-04-16,14.044
2016-04-17,14.044
2016-04-18,14.137
2016-04-19,14.18
2016-04-20,14.356
2016-04-21,14.28
2016-04-22,14.295
2016-04-23,14.295
2016-04-24,14.295
2016-04-25,14.325
2016-04-26,14.3065
2016-04-27,14.197
2016-04-28,14.325
2016-04-29,14.2575
2016-04-30,14.2575
2016-05-01,14.2575
2016-05-02,14.1842
2016-05-03,14.2015
2016-05-04,14.243
2016-05-05,14.241
2016-05-06,14.2125
2016-05-07,14.2125
2016-05-08,14.2125
2016-05-09,14.234
2016-05-10,14.231
2016-05-11,14.204
2016-05-12,14.1688
2016-05-13,14.1525
2016-05-14,14.1525
2016-05-15,14.1525
2016-05-16,14.134
2016-05-17,14.14
2016-05-18,14.1267
2016-05-19,14.097
2016-05-20,14.0845
2016-05-21,14.0845
2016-05-22,14.0845
2016-05-23,13.994
2016-05-24,14.048
2016-05-25,14.048
2016-05-26,14.0
2016-05-27,13.916
2016-05-28,13.916
2016-05-29,13.916
2016-05-30,13.9539
2016-05-31,13.988
2016-06-01,13.951
2016-06-02,13.898
2016-06-03,13.8545
2016-06-04,13.8545
2016-06-05,13.8545
2016-06-06,13.7833
2016-06-07,13.8325
2016-06-08,13.8942
2016-06-09,13.821
2016-06-10,13.806
2016-06-11,13.806
2016-06-12,13.806
2016-06-13,13.801
2016-06-14,13.749
2016-06-15,13.741
2016-06-16,13.907
2016-06-17,13.907
2016-06-18,13.907
2016-06-19,13.907
2016-06-20,13.907
2016-06-21,13.954
2016-06-22,14.071
2016-06-23,14.402
2016-06-24,14.9295
2016-06-25,14.9295
2016-06-26,14.9295
2016-06-27,15.295
