,USDCAD BGN Curncy
2013-03-16,1.0194
2013-03-17,1.0194
2013-03-18,1.0222
2013-03-19,1.0268
2013-03-20,1.026
2013-03-21,1.0252
2013-03-22,1.0232
2013-03-23,1.0232
2013-03-24,1.0232
2013-03-25,1.0213
2013-03-26,1.0161
2013-03-27,1.016
2013-03-28,1.0162
2013-03-29,1.0174
2013-03-30,1.0174
2013-03-31,1.0174
2013-04-01,1.0168
2013-04-02,1.0148
2013-04-03,1.0146
2013-04-04,1.0127
2013-04-05,1.0176
2013-04-06,1.0176
2013-04-07,1.0176
2013-04-08,1.0166
2013-04-09,1.0164
2013-04-10,1.0142
2013-04-11,1.0105
2013-04-12,1.0136
2013-04-13,1.0136
2013-04-14,1.0136
2013-04-15,1.0256
2013-04-16,1.0207
2013-04-17,1.0266
2013-04-18,1.0264
2013-04-19,1.0266
2013-04-20,1.0266
2013-04-21,1.0266
2013-04-22,1.0256
2013-04-23,1.0257
2013-04-24,1.0256
2013-04-25,1.0198
2013-04-26,1.0167
2013-04-27,1.0167
2013-04-28,1.0167
2013-04-29,1.0112
2013-04-30,1.0073
2013-05-01,1.0083
2013-05-02,1.0105
2013-05-03,1.008
2013-05-04,1.008
2013-05-05,1.008
2013-05-06,1.0068
2013-05-07,1.0042
2013-05-08,1.0027
2013-05-09,1.0068
2013-05-10,1.01
2013-05-11,1.01
2013-05-12,1.01
2013-05-13,1.0106
2013-05-14,1.018
2013-05-15,1.0157
2013-05-16,1.0195
2013-05-17,1.0281
2013-05-18,1.0281
2013-05-19,1.0281
2013-05-20,1.0241
2013-05-21,1.0267
2013-05-22,1.0367
2013-05-23,1.0305
2013-05-24,1.0318
2013-05-25,1.0318
2013-05-26,1.0318
2013-05-27,1.0341
2013-05-28,1.0398
2013-05-29,1.0351
2013-05-30,1.0297
2013-05-31,1.0375
2013-06-01,1.0375
2013-06-02,1.0375
2013-06-03,1.0278
2013-06-04,1.0342
2013-06-05,1.0345
2013-06-06,1.0264
2013-06-07,1.0197
2013-06-08,1.0197
2013-06-09,1.0197
2013-06-10,1.0194
2013-06-11,1.0189
2013-06-12,1.0212
2013-06-13,1.0159
2013-06-14,1.017
2013-06-15,1.017
2013-06-16,1.017
2013-06-17,1.0186
2013-06-18,1.0212
2013-06-19,1.0273
2013-06-20,1.0387
2013-06-21,1.0457
2013-06-22,1.0457
2013-06-23,1.0457
2013-06-24,1.0501
2013-06-25,1.0515
2013-06-26,1.047
2013-06-27,1.0477
2013-06-28,1.0519
2013-06-29,1.0519
2013-06-30,1.0519
2013-07-01,1.0497
2013-07-02,1.0544
2013-07-03,1.0505
2013-07-04,1.0515
2013-07-05,1.0582
2013-07-06,1.0582
2013-07-07,1.0582
2013-07-08,1.0558
2013-07-09,1.0527
2013-07-10,1.0465
2013-07-11,1.0366
2013-07-12,1.0395
2013-07-13,1.0395
2013-07-14,1.0395
2013-07-15,1.0427
2013-07-16,1.0369
2013-07-17,1.0405
2013-07-18,1.0378
2013-07-19,1.0368
2013-07-20,1.0368
2013-07-21,1.0368
2013-07-22,1.0334
2013-07-23,1.0287
2013-07-24,1.0316
2013-07-25,1.028
2013-07-26,1.0278
2013-07-27,1.0278
2013-07-28,1.0278
2013-07-29,1.0265
2013-07-30,1.0305
2013-07-31,1.0277
2013-08-01,1.0346
2013-08-02,1.0392
2013-08-03,1.0392
2013-08-04,1.0392
2013-08-05,1.036
2013-08-06,1.0377
2013-08-07,1.0423
2013-08-08,1.0328
2013-08-09,1.0289
2013-08-10,1.0289
2013-08-11,1.0289
2013-08-12,1.0307
2013-08-13,1.0343
2013-08-14,1.0342
2013-08-15,1.0306
2013-08-16,1.0336
2013-08-17,1.0336
2013-08-18,1.0336
2013-08-19,1.0345
2013-08-20,1.0392
2013-08-21,1.0474
2013-08-22,1.0516
2013-08-23,1.0496
2013-08-24,1.0496
2013-08-25,1.0496
2013-08-26,1.0501
2013-08-27,1.0474
2013-08-28,1.0487
2013-08-29,1.0532
2013-08-30,1.0537
2013-08-31,1.0537
2013-09-01,1.0537
2013-09-02,1.0544
2013-09-03,1.0535
2013-09-04,1.0496
2013-09-05,1.0505
2013-09-06,1.0405
2013-09-07,1.0405
2013-09-08,1.0405
2013-09-09,1.0369
2013-09-10,1.0349
2013-09-11,1.0319
2013-09-12,1.0323
2013-09-13,1.0351
2013-09-14,1.0351
2013-09-15,1.0351
2013-09-16,1.0324
2013-09-17,1.0296
2013-09-18,1.022
2013-09-19,1.0265
2013-09-20,1.0304
2013-09-21,1.0304
2013-09-22,1.0304
2013-09-23,1.0284
2013-09-24,1.03
2013-09-25,1.0314
2013-09-26,1.031
2013-09-27,1.0306
2013-09-28,1.0306
2013-09-29,1.0306
2013-09-30,1.0309
2013-10-01,1.0322
2013-10-02,1.0337
2013-10-03,1.0333
2013-10-04,1.0294
2013-10-05,1.0294
2013-10-06,1.0294
2013-10-07,1.0313
2013-10-08,1.0368
2013-10-09,1.0394
2013-10-10,1.0398
2013-10-11,1.0349
2013-10-12,1.0349
2013-10-13,1.0349
2013-10-14,1.0354
2013-10-15,1.0383
2013-10-16,1.0328
2013-10-17,1.0289
2013-10-18,1.0286
2013-10-19,1.0286
2013-10-20,1.0286
2013-10-21,1.0304
2013-10-22,1.0286
2013-10-23,1.0382
2013-10-24,1.0422
2013-10-25,1.0448
2013-10-26,1.0448
2013-10-27,1.0448
2013-10-28,1.0445
2013-10-29,1.0469
2013-10-30,1.0479
2013-10-31,1.0431
2013-11-01,1.042
2013-11-02,1.042
2013-11-03,1.042
2013-11-04,1.0425
2013-11-05,1.0456
2013-11-06,1.0418
2013-11-07,1.0462
2013-11-08,1.0479
2013-11-09,1.0479
2013-11-10,1.0479
2013-11-11,1.0476
2013-11-12,1.0495
2013-11-13,1.0457
2013-11-14,1.0464
2013-11-15,1.0439
2013-11-16,1.0439
2013-11-17,1.0439
2013-11-18,1.0429
2013-11-19,1.0469
2013-11-20,1.0453
2013-11-21,1.0517
2013-11-22,1.0514
2013-11-23,1.0514
2013-11-24,1.0514
2013-11-25,1.0543
2013-11-26,1.0541
2013-11-27,1.0595
2013-11-28,1.0581
2013-11-29,1.0614
2013-11-30,1.0614
2013-12-01,1.0614
2013-12-02,1.0644
2013-12-03,1.0649
2013-12-04,1.0684
2013-12-05,1.0654
2013-12-06,1.064
2013-12-07,1.064
2013-12-08,1.064
2013-12-09,1.0627
2013-12-10,1.0603
2013-12-11,1.059
2013-12-12,1.064
2013-12-13,1.0585
2013-12-14,1.0585
2013-12-15,1.0585
2013-12-16,1.0596
2013-12-17,1.0607
2013-12-18,1.0703
2013-12-19,1.0664
2013-12-20,1.0635
2013-12-21,1.0635
2013-12-22,1.0635
2013-12-23,1.0605
2013-12-24,1.0631
2013-12-25,1.063
2013-12-26,1.0648
2013-12-27,1.0706
2013-12-28,1.0706
2013-12-29,1.0706
2013-12-30,1.0648
2013-12-31,1.0623
2014-01-01,1.0644
2014-01-02,1.067
2014-01-03,1.0635
2014-01-04,1.0635
2014-01-05,1.0635
2014-01-06,1.0656
2014-01-07,1.0766
2014-01-08,1.082
2014-01-09,1.0842
2014-01-10,1.0892
2014-01-11,1.0892
2014-01-12,1.0892
2014-01-13,1.0863
2014-01-14,1.0946
2014-01-15,1.0934
2014-01-16,1.093
2014-01-17,1.0964
2014-01-18,1.0964
2014-01-19,1.0964
2014-01-20,1.0949
2014-01-21,1.0967
2014-01-22,1.1087
2014-01-23,1.1102
2014-01-24,1.1088
2014-01-25,1.1088
2014-01-26,1.1088
2014-01-27,1.1116
2014-01-28,1.1153
2014-01-29,1.1171
2014-01-30,1.1157
2014-01-31,1.1128
2014-02-01,1.1128
2014-02-02,1.1128
2014-02-03,1.1119
2014-02-04,1.1082
2014-02-05,1.1083
2014-02-06,1.107
2014-02-07,1.1032
2014-02-08,1.1032
2014-02-09,1.1032
2014-02-10,1.1055
2014-02-11,1.1009
2014-02-12,1.1003
2014-02-13,1.0977
2014-02-14,1.0978
2014-02-15,1.0978
2014-02-16,1.0978
2014-02-17,1.0965
2014-02-18,1.0947
2014-02-19,1.108
2014-02-20,1.1099
2014-02-21,1.1108
2014-02-22,1.1108
2014-02-23,1.1108
2014-02-24,1.106
2014-02-25,1.1085
2014-02-26,1.1128
2014-02-27,1.1121
2014-02-28,1.1064
2014-03-01,1.1064
2014-03-02,1.1064
2014-03-03,1.1076
2014-03-04,1.1092
2014-03-05,1.1029
2014-03-06,1.0985
2014-03-07,1.1087
2014-03-08,1.1087
2014-03-09,1.1087
2014-03-10,1.1108
2014-03-11,1.1106
2014-03-12,1.1118
2014-03-13,1.1076
2014-03-14,1.1105
2014-03-15,1.1105
2014-03-16,1.1105
2014-03-17,1.1052
2014-03-18,1.1135
2014-03-19,1.1238
2014-03-20,1.1244
2014-03-21,1.1221
2014-03-22,1.1221
2014-03-23,1.1221
2014-03-24,1.1192
2014-03-25,1.1167
2014-03-26,1.1102
2014-03-27,1.1031
2014-03-28,1.1061
2014-03-29,1.1061
2014-03-30,1.1061
2014-03-31,1.105
2014-04-01,1.1024
2014-04-02,1.1033
2014-04-03,1.1035
2014-04-04,1.0981
2014-04-05,1.0981
2014-04-06,1.0981
2014-04-07,1.0975
2014-04-08,1.0923
2014-04-09,1.0879
2014-04-10,1.0936
2014-04-11,1.098
2014-04-12,1.098
2014-04-13,1.098
2014-04-14,1.0962
2014-04-15,1.0978
2014-04-16,1.1011
2014-04-17,1.1003
2014-04-18,1.1024
2014-04-19,1.1024
2014-04-20,1.1024
2014-04-21,1.101
2014-04-22,1.1026
2014-04-23,1.1032
2014-04-24,1.1021
2014-04-25,1.1039
2014-04-26,1.1039
2014-04-27,1.1039
2014-04-28,1.1029
2014-04-29,1.0944
2014-04-30,1.0962
2014-05-01,1.0956
2014-05-02,1.0972
2014-05-03,1.0972
2014-05-04,1.0972
2014-05-05,1.0955
2014-05-06,1.0895
2014-05-07,1.09
2014-05-08,1.0831
2014-05-09,1.0898
2014-05-10,1.0898
2014-05-11,1.0898
2014-05-12,1.0896
2014-05-13,1.0904
2014-05-14,1.0889
2014-05-15,1.0885
2014-05-16,1.0861
2014-05-17,1.0861
2014-05-18,1.0861
2014-05-19,1.0875
2014-05-20,1.0908
2014-05-21,1.0912
2014-05-22,1.0891
2014-05-23,1.0861
2014-05-24,1.0861
2014-05-25,1.0861
2014-05-26,1.0859
2014-05-27,1.0858
2014-05-28,1.0875
2014-05-29,1.0837
2014-05-30,1.0846
2014-05-31,1.0846
2014-06-01,1.0846
2014-06-02,1.09
2014-06-03,1.0908
2014-06-04,1.094
2014-06-05,1.0925
2014-06-06,1.0931
2014-06-07,1.0931
2014-06-08,1.0931
2014-06-09,1.0904
2014-06-10,1.0903
2014-06-11,1.0868
2014-06-12,1.0856
2014-06-13,1.0855
2014-06-14,1.0855
2014-06-15,1.0855
2014-06-16,1.0845
2014-06-17,1.0861
2014-06-18,1.0836
2014-06-19,1.0818
2014-06-20,1.0758
2014-06-21,1.0758
2014-06-22,1.0758
2014-06-23,1.0732
2014-06-24,1.0745
2014-06-25,1.0719
2014-06-26,1.0689
2014-06-27,1.0666
2014-06-28,1.0666
2014-06-29,1.0666
2014-06-30,1.0671
2014-07-01,1.0632
2014-07-02,1.0664
2014-07-03,1.0634
2014-07-04,1.0653
2014-07-05,1.0653
2014-07-06,1.0653
2014-07-07,1.0684
2014-07-08,1.0679
2014-07-09,1.0651
2014-07-10,1.065
2014-07-11,1.0734
2014-07-12,1.0734
2014-07-13,1.0734
2014-07-14,1.0712
2014-07-15,1.0759
2014-07-16,1.0741
2014-07-17,1.0763
2014-07-18,1.0733
2014-07-19,1.0733
2014-07-20,1.0733
2014-07-21,1.0738
2014-07-22,1.0738
2014-07-23,1.0728
2014-07-24,1.0745
2014-07-25,1.0812
2014-07-26,1.0812
2014-07-27,1.0812
2014-07-28,1.0799
2014-07-29,1.0852
2014-07-30,1.0903
2014-07-31,1.0906
2014-08-01,1.0916
2014-08-02,1.0916
2014-08-03,1.0916
2014-08-04,1.0906
2014-08-05,1.0961
2014-08-06,1.0916
2014-08-07,1.0926
2014-08-08,1.0973
2014-08-09,1.0973
2014-08-10,1.0973
2014-08-11,1.0921
2014-08-12,1.0925
2014-08-13,1.0914
2014-08-14,1.0902
2014-08-15,1.0897
2014-08-16,1.0897
2014-08-17,1.0897
2014-08-18,1.0887
2014-08-19,1.0942
2014-08-20,1.097
2014-08-21,1.0941
2014-08-22,1.0943
2014-08-23,1.0943
2014-08-24,1.0943
2014-08-25,1.0984
2014-08-26,1.0952
2014-08-27,1.0865
2014-08-28,1.0861
2014-08-29,1.0878
2014-08-30,1.0878
2014-08-31,1.0878
2014-09-01,1.0871
2014-09-02,1.0929
2014-09-03,1.0888
2014-09-04,1.0875
2014-09-05,1.088
2014-09-06,1.088
2014-09-07,1.088
2014-09-08,1.0974
2014-09-09,1.0984
2014-09-10,1.0938
2014-09-11,1.1035
2014-09-12,1.1093
2014-09-13,1.1093
2014-09-14,1.1093
2014-09-15,1.1055
2014-09-16,1.097
2014-09-17,1.0998
2014-09-18,1.0934
2014-09-19,1.0963
2014-09-20,1.0963
2014-09-21,1.0963
2014-09-22,1.1044
2014-09-23,1.1078
2014-09-24,1.1058
2014-09-25,1.111
2014-09-26,1.1154
2014-09-27,1.1154
2014-09-28,1.1154
2014-09-29,1.1164
2014-09-30,1.1198
2014-10-01,1.1163
2014-10-02,1.1157
2014-10-03,1.1244
2014-10-04,1.1244
2014-10-05,1.1244
2014-10-06,1.1132
2014-10-07,1.1175
2014-10-08,1.1107
2014-10-09,1.1185
2014-10-10,1.1199
2014-10-11,1.1199
2014-10-12,1.1199
2014-10-13,1.1199
2014-10-14,1.1297
2014-10-15,1.1255
2014-10-16,1.1258
2014-10-17,1.1277
2014-10-18,1.1277
2014-10-19,1.1277
2014-10-20,1.1285
2014-10-21,1.1221
2014-10-22,1.1236
2014-10-23,1.123
2014-10-24,1.1231
2014-10-25,1.1231
2014-10-26,1.1231
2014-10-27,1.1247
2014-10-28,1.1166
2014-10-29,1.1183
2014-10-30,1.1184
2014-10-31,1.1266
2014-11-01,1.1266
2014-11-02,1.1266
2014-11-03,1.1359
2014-11-04,1.141
2014-11-05,1.1386
2014-11-06,1.1423
2014-11-07,1.1329
2014-11-08,1.1329
2014-11-09,1.1329
2014-11-10,1.1381
2014-11-11,1.1336
2014-11-12,1.1319
2014-11-13,1.1367
2014-11-14,1.1287
2014-11-15,1.1287
2014-11-16,1.1287
2014-11-17,1.1308
2014-11-18,1.1296
2014-11-19,1.1341
2014-11-20,1.1305
2014-11-21,1.1233
2014-11-22,1.1233
2014-11-23,1.1233
2014-11-24,1.1279
2014-11-25,1.1258
2014-11-26,1.1247
2014-11-27,1.1331
2014-11-28,1.1416
2014-11-29,1.1416
2014-11-30,1.1416
2014-12-01,1.1329
2014-12-02,1.1407
2014-12-03,1.1365
2014-12-04,1.1384
2014-12-05,1.1435
2014-12-06,1.1435
2014-12-07,1.1435
2014-12-08,1.148
2014-12-09,1.1446
2014-12-10,1.1482
2014-12-11,1.1521
2014-12-12,1.1581
2014-12-13,1.1581
2014-12-14,1.1581
2014-12-15,1.1672
2014-12-16,1.1627
2014-12-17,1.163
2014-12-18,1.1576
2014-12-19,1.16
2014-12-20,1.16
2014-12-21,1.16
2014-12-22,1.1628
2014-12-23,1.1617
2014-12-24,1.1624
2014-12-25,1.1625
2014-12-26,1.1627
2014-12-27,1.1627
2014-12-28,1.1627
2014-12-29,1.1637
2014-12-30,1.1611
2014-12-31,1.1621
2015-01-01,1.1611
2015-01-02,1.1785
2015-01-03,1.1785
2015-01-04,1.1785
2015-01-05,1.1763
2015-01-06,1.1836
2015-01-07,1.1815
2015-01-08,1.1831
2015-01-09,1.1867
2015-01-10,1.1867
2015-01-11,1.1867
2015-01-12,1.1974
2015-01-13,1.1959
2015-01-14,1.1951
2015-01-15,1.1961
2015-01-16,1.1984
2015-01-17,1.1984
2015-01-18,1.1984
2015-01-19,1.1941
2015-01-20,1.2113
2015-01-21,1.234
2015-01-22,1.238
2015-01-23,1.242
2015-01-24,1.242
2015-01-25,1.242
2015-01-26,1.2474
2015-01-27,1.2399
2015-01-28,1.2536
2015-01-29,1.2616
2015-01-30,1.2732
2015-01-31,1.2732
2015-02-01,1.2732
2015-02-02,1.2564
2015-02-03,1.2415
2015-02-04,1.2574
2015-02-05,1.2434
2015-02-06,1.2527
2015-02-07,1.2527
2015-02-08,1.2527
2015-02-09,1.2467
2015-02-10,1.2587
2015-02-11,1.2632
2015-02-12,1.2509
2015-02-13,1.2448
2015-02-14,1.2448
2015-02-15,1.2448
2015-02-16,1.2466
2015-02-17,1.2389
2015-02-18,1.2455
2015-02-19,1.2495
2015-02-20,1.2531
2015-02-21,1.2531
2015-02-22,1.2531
2015-02-23,1.2571
2015-02-24,1.2486
2015-02-25,1.2436
2015-02-26,1.2515
2015-02-27,1.2515
2015-02-28,1.2515
2015-03-01,1.2515
2015-03-02,1.2535
2015-03-03,1.2496
2015-03-04,1.2427
2015-03-05,1.2486
2015-03-06,1.2624
2015-03-07,1.2624
2015-03-08,1.2624
2015-03-09,1.2604
2015-03-10,1.2689
2015-03-11,1.275
2015-03-12,1.2686
2015-03-13,1.2783
2015-03-14,1.2783
2015-03-15,1.2783
2015-03-16,1.2773
2015-03-17,1.2788
2015-03-18,1.2566
2015-03-19,1.2717
2015-03-20,1.2552
2015-03-21,1.2552
2015-03-22,1.2552
2015-03-23,1.2523
2015-03-24,1.2493
2015-03-25,1.252
2015-03-26,1.2483
2015-03-27,1.2609
2015-03-28,1.2609
2015-03-29,1.2609
2015-03-30,1.2675
2015-03-31,1.2686
2015-04-01,1.2621
2015-04-02,1.2559
2015-04-03,1.2484
2015-04-04,1.2484
2015-04-05,1.2484
2015-04-06,1.2482
2015-04-07,1.2506
2015-04-08,1.2546
2015-04-09,1.2578
2015-04-10,1.2566
2015-04-11,1.2566
2015-04-12,1.2566
2015-04-13,1.2596
2015-04-14,1.2485
2015-04-15,1.229
2015-04-16,1.2189
2015-04-17,1.2246
2015-04-18,1.2246
2015-04-19,1.2246
2015-04-20,1.2225
2015-04-21,1.228
2015-04-22,1.2238
2015-04-23,1.2144
2015-04-24,1.2174
2015-04-25,1.2174
2015-04-26,1.2174
2015-04-27,1.2086
2015-04-28,1.2033
2015-04-29,1.202
2015-04-30,1.2077
2015-05-01,1.2159
2015-05-02,1.2159
2015-05-03,1.2159
2015-05-04,1.2095
2015-05-05,1.2069
2015-05-06,1.2048
2015-05-07,1.213
2015-05-08,1.2071
2015-05-09,1.2071
2015-05-10,1.2071
2015-05-11,1.2103
2015-05-12,1.2019
2015-05-13,1.1958
2015-05-14,1.1983
2015-05-15,1.2014
2015-05-16,1.2014
2015-05-17,1.2014
2015-05-18,1.216
2015-05-19,1.2233
2015-05-20,1.2208
2015-05-21,1.2199
2015-05-22,1.2279
2015-05-23,1.2279
2015-05-24,1.2279
2015-05-25,1.2314
2015-05-26,1.2434
2015-05-27,1.2452
2015-05-28,1.2435
2015-05-29,1.2454
2015-05-30,1.2454
2015-05-31,1.2454
2015-06-01,1.2522
2015-06-02,1.2401
2015-06-03,1.2452
2015-06-04,1.2502
2015-06-05,1.2444
2015-06-06,1.2444
2015-06-07,1.2444
2015-06-08,1.241
2015-06-09,1.2337
2015-06-10,1.2255
2015-06-11,1.2292
2015-06-12,1.2322
2015-06-13,1.2322
2015-06-14,1.2322
2015-06-15,1.2325
2015-06-16,1.2295
2015-06-17,1.2228
2015-06-18,1.2222
2015-06-19,1.2267
2015-06-20,1.2267
2015-06-21,1.2267
2015-06-22,1.2309
2015-06-23,1.2327
2015-06-24,1.2383
2015-06-25,1.2328
2015-06-26,1.2321
2015-06-27,1.2321
2015-06-28,1.2321
2015-06-29,1.2403
2015-06-30,1.2494
2015-07-01,1.259
2015-07-02,1.254
2015-07-03,1.2574
2015-07-04,1.2574
2015-07-05,1.2574
2015-07-06,1.2652
2015-07-07,1.2705
2015-07-08,1.2746
2015-07-09,1.2707
2015-07-10,1.2658
2015-07-11,1.2658
2015-07-12,1.2658
2015-07-13,1.2741
2015-07-14,1.2728
2015-07-15,1.2913
2015-07-16,1.2957
2015-07-17,1.2972
2015-07-18,1.2972
2015-07-19,1.2972
2015-07-20,1.2994
2015-07-21,1.2948
2015-07-22,1.3033
2015-07-23,1.3037
2015-07-24,1.3049
2015-07-25,1.3049
2015-07-26,1.3049
2015-07-27,1.3038
2015-07-28,1.2921
2015-07-29,1.2945
2015-07-30,1.3
2015-07-31,1.3091
2015-08-01,1.3091
2015-08-02,1.3091
2015-08-03,1.3156
2015-08-04,1.3193
2015-08-05,1.3177
2015-08-06,1.311
2015-08-07,1.3131
2015-08-08,1.3131
2015-08-09,1.3131
2015-08-10,1.3001
2015-08-11,1.3114
2015-08-12,1.2977
2015-08-13,1.306
2015-08-14,1.3088
2015-08-15,1.3088
2015-08-16,1.3088
2015-08-17,1.3079
2015-08-18,1.3059
2015-08-19,1.3129
2015-08-20,1.3087
2015-08-21,1.3189
2015-08-22,1.3189
2015-08-23,1.3189
2015-08-24,1.3287
2015-08-25,1.3336
2015-08-26,1.3292
2015-08-27,1.3199
2015-08-28,1.32
2015-08-29,1.32
2015-08-30,1.32
2015-08-31,1.314
2015-09-01,1.3259
2015-09-02,1.3269
2015-09-03,1.3179
2015-09-04,1.3282
2015-09-05,1.3282
2015-09-06,1.3282
2015-09-07,1.3307
2015-09-08,1.3208
2015-09-09,1.3259
2015-09-10,1.3252
2015-09-11,1.3264
2015-09-12,1.3264
2015-09-13,1.3264
2015-09-14,1.3265
2015-09-15,1.3249
2015-09-16,1.3172
2015-09-17,1.3183
2015-09-18,1.3226
2015-09-19,1.3226
2015-09-20,1.3226
2015-09-21,1.3255
2015-09-22,1.3272
2015-09-23,1.332
2015-09-24,1.3305
2015-09-25,1.3337
2015-09-26,1.3337
2015-09-27,1.3337
2015-09-28,1.3397
2015-09-29,1.3422
2015-09-30,1.3313
2015-10-01,1.3268
2015-10-02,1.3152
2015-10-03,1.3152
2015-10-04,1.3152
2015-10-05,1.3086
2015-10-06,1.3034
2015-10-07,1.3057
2015-10-08,1.3016
2015-10-09,1.2945
2015-10-10,1.2945
2015-10-11,1.2945
2015-10-12,1.2998
2015-10-13,1.3039
2015-10-14,1.2936
2015-10-15,1.2864
2015-10-16,1.2914
2015-10-17,1.2914
2015-10-18,1.2914
2015-10-19,1.3019
2015-10-20,1.298
2015-10-21,1.3139
2015-10-22,1.3088
2015-10-23,1.3166
2015-10-24,1.3166
2015-10-25,1.3166
2015-10-26,1.3153
2015-10-27,1.3269
2015-10-28,1.3191
2015-10-29,1.3172
2015-10-30,1.308
2015-10-31,1.308
2015-11-01,1.308
2015-11-02,1.3094
2015-11-03,1.306
2015-11-04,1.315
2015-11-05,1.317
2015-11-06,1.3306
2015-11-07,1.3306
2015-11-08,1.3306
2015-11-09,1.3287
2015-11-10,1.3275
2015-11-11,1.3262
2015-11-12,1.3291
2015-11-13,1.3323
2015-11-14,1.3323
2015-11-15,1.3323
2015-11-16,1.3331
2015-11-17,1.3321
2015-11-18,1.3303
2015-11-19,1.3284
2015-11-20,1.3346
2015-11-21,1.3346
2015-11-22,1.3346
2015-11-23,1.3365
2015-11-24,1.3305
2015-11-25,1.329
2015-11-26,1.3294
2015-11-27,1.3371
2015-11-28,1.3371
2015-11-29,1.3371
2015-11-30,1.3362
2015-12-01,1.3358
2015-12-02,1.3343
2015-12-03,1.3355
2015-12-04,1.3362
2015-12-05,1.3362
2015-12-06,1.3362
2015-12-07,1.3499
2015-12-08,1.3585
2015-12-09,1.358
2015-12-10,1.3625
2015-12-11,1.3756
2015-12-12,1.3756
2015-12-13,1.3756
2015-12-14,1.3734
2015-12-15,1.3733
2015-12-16,1.378
2015-12-17,1.3937
2015-12-18,1.3957
2015-12-19,1.3957
2015-12-20,1.3957
2015-12-21,1.3959
2015-12-22,1.392
2015-12-23,1.3849
2015-12-24,1.3821
2015-12-25,1.3824
2015-12-26,1.3824
2015-12-27,1.3824
2015-12-28,1.3905
2015-12-29,1.3844
2015-12-30,1.388
2015-12-31,1.3839
2016-01-01,1.3855
2016-01-02,1.3855
2016-01-03,1.3855
2016-01-04,1.3953
2016-01-05,1.3996
2016-01-06,1.4076
2016-01-07,1.4115
2016-01-08,1.4172
2016-01-09,1.4172
2016-01-10,1.4172
2016-01-11,1.4216
2016-01-12,1.4262
2016-01-13,1.434
2016-01-14,1.4366
2016-01-15,1.4541
2016-01-16,1.4541
2016-01-17,1.4541
2016-01-18,1.456
2016-01-19,1.4579
2016-01-20,1.4504
2016-01-21,1.4266
2016-01-22,1.4119
2016-01-23,1.4119
2016-01-24,1.4119
2016-01-25,1.4291
2016-01-26,1.4118
2016-01-27,1.4096
2016-01-28,1.4029
2016-01-29,1.3976
2016-01-30,1.3976
2016-01-31,1.3976
2016-02-01,1.3948
2016-02-02,1.4055
2016-02-03,1.3781
2016-02-04,1.3754
2016-02-05,1.3917
2016-02-06,1.3917
2016-02-07,1.3917
2016-02-08,1.3927
2016-02-09,1.3867
2016-02-10,1.3926
2016-02-11,1.3937
2016-02-12,1.385
2016-02-13,1.385
2016-02-14,1.385
2016-02-15,1.3834
2016-02-16,1.3864
2016-02-17,1.3672
2016-02-18,1.3726
2016-02-19,1.3766
2016-02-20,1.3766
2016-02-21,1.3766
2016-02-22,1.3706
2016-02-23,1.3793
2016-02-24,1.3702
2016-02-25,1.353
2016-02-26,1.3513
2016-02-27,1.3513
2016-02-28,1.3513
2016-02-29,1.354
2016-03-01,1.341
2016-03-02,1.3417
2016-03-03,1.3404
2016-03-04,1.3317
2016-03-05,1.3317
2016-03-06,1.3317
2016-03-07,1.3282
2016-03-08,1.3409
2016-03-09,1.3248
2016-03-10,1.3346
2016-03-11,1.3209
2016-03-12,1.3209
2016-03-13,1.3209
2016-03-14,1.326
2016-03-15,1.3356
2016-03-16,1.3097
2016-03-17,1.2976
2016-03-18,1.3004
2016-03-19,1.3004
2016-03-20,1.3004
2016-03-21,1.3101
2016-03-22,1.3049
2016-03-23,1.3204
2016-03-24,1.3248
2016-03-25,1.327
2016-03-26,1.327
2016-03-27,1.327
2016-03-28,1.3187
2016-03-29,1.3074
2016-03-30,1.2966
2016-03-31,1.3004
2016-04-01,1.3011
2016-04-02,1.3011
2016-04-03,1.3011
2016-04-04,1.3088
2016-04-05,1.3137
2016-04-06,1.3089
2016-04-07,1.3145
2016-04-08,1.2988
2016-04-09,1.2988
2016-04-10,1.2988
2016-04-11,1.2898
2016-04-12,1.2759
2016-04-13,1.2817
2016-04-14,1.2844
2016-04-15,1.2822
2016-04-16,1.2822
2016-04-17,1.2822
2016-04-18,1.2784
2016-04-19,1.2671
2016-04-20,1.2655
2016-04-21,1.2735
2016-04-22,1.2672
2016-04-23,1.2672
2016-04-24,1.2672
2016-04-25,1.2678
2016-04-26,1.2604
2016-04-27,1.2599
2016-04-28,1.2555
2016-04-29,1.2556
2016-04-30,1.2556
2016-05-01,1.2556
2016-05-02,1.253
2016-05-03,1.2724
2016-05-04,1.2869
2016-05-05,1.2853
2016-05-06,1.2909
2016-05-07,1.2909
2016-05-08,1.2909
2016-05-09,1.2962
2016-05-10,1.291
2016-05-11,1.2853
2016-05-12,1.2846
2016-05-13,1.294
2016-05-14,1.294
2016-05-15,1.294
2016-05-16,1.2895
2016-05-17,1.2909
2016-05-18,1.3034
2016-05-19,1.3094
2016-05-20,1.3113
2016-05-21,1.3113
2016-05-22,1.3113
2016-05-23,1.3143
2016-05-24,1.3123
2016-05-25,1.302
2016-05-26,1.2979
2016-05-27,1.3021
2016-05-28,1.3021
2016-05-29,1.3021
2016-05-30,1.3049
2016-05-31,1.3093
2016-06-01,1.3078
